company_id,industry
249657,Staffing and Recruiting
166751,Hospitals and Health Care
101069,Retail Apparel and Fashion
14084,Higher Education
8031,Hospitals and Health Care
2751,Software Development
1663,Pharmaceutical Manufacturing
165110,Government Administration
8239496,Railroad Equipment Manufacturing
100935524,IT Services and IT Consulting
8024,Government Administration
162399,Business Consulting and Services
5173,Industrial Machinery Manufacturing
3959849,Aviation and Aerospace Component Manufacturing
10428103,Government Administration
25015580,Hospitals and Health Care
28130220,Oil and Gas
5138121,Construction
95267,Staffing and Recruiting
1292,Entertainment Providers
11309571,Hospitals and Health Care
9429735,Software Development
3595,Broadcast Media Production and Distribution
24594,Chemical Manufacturing
5382377,Staffing and Recruiting
14073562,Staffing and Recruiting
879040,Construction
40961751,Truck Transportation
586648,Banking
5170,Mining
26197226,Staffing and Recruiting
1847386,Manufacturing
2588649,Professional Training and Coaching
8419,Machinery Manufacturing
406419,Primary and Secondary Education
2543818,Hospitals and Health Care
27127,Hospitality
641288,Hospitals and Health Care
10021,Staffing and Recruiting
608564,Staffing and Recruiting
4264265,Hospitals and Health Care
6315957,Staffing and Recruiting
410499,Retail
18018258,Staffing and Recruiting
9124,Higher Education
18179902,Financial Services
1266211,Translation and Localization
103681,Staffing and Recruiting
8211,Retail
67097736,Staffing and Recruiting
28131533,Hospitals and Health Care
76475891,IT Services and IT Consulting
28154,Government Administration
97844544,Hospitality
12863,Defense and Space Manufacturing
80870312,Mental Health Care
11099242,Construction
10987865,Motor Vehicle Manufacturing
3779208,Pharmaceutical Manufacturing
9473776,Construction
2470497,Insurance
982614,Business Consulting and Services
76430454,Law Practice
94184980,Construction
28539645,Human Resources Services
10043614,Computer and Network Security
14553591,E-Learning Providers
69368733,Hospitals and Health Care
2396923,Medical Equipment Manufacturing
34674669,Travel Arrangements
3281403,Hospitals and Health Care
287570,Business Consulting and Services
2317935,Financial Services
555058,Textile Manufacturing
5309005,Human Resources Services
36879,Non-profit Organizations
11107995,Staffing and Recruiting
11121154,Financial Services
56108,Retail Luxury Goods and Jewelry
151910,Research Services
157241,Hospitals and Health Care
280961,Staffing and Recruiting
807257,Software Development
11108,Mining
18051363,Utilities
18140676,Government Administration
4960,Retail
1811868,Financial Services
833913,Broadcast Media Production and Distribution
13634,Motor Vehicle Manufacturing
10795459,Software Development
28493559,Business Consulting and Services
3432,Financial Services
10149697,Staffing and Recruiting
5211152,Staffing and Recruiting
95051203,Non-profit Organizations
167027,Advertising Services
547225,Non-profit Organizations
68813723,"Technology, Information and Internet"
10908672,Computers and Electronics Manufacturing
11494547,Business Consulting and Services
1197788,Law Enforcement
35635688,Retail Luxury Goods and Jewelry
163852,Industrial Machinery Manufacturing
102189705,IT Services and IT Consulting
77120004,Research Services
65350568,Staffing and Recruiting
53194284,Human Resources Services
12585411,Software Development
11362215,IT Services and IT Consulting
417674,Research Services
101660952,IT Services and IT Consulting
5588,Motor Vehicle Manufacturing
86639237,Banking
1650461,Libraries
1392051,Staffing and Recruiting
157338,Non-profit Organizations
25040356,Financial Services
4783635,Government Administration
3690,Semiconductor Manufacturing
18583501,Software Development
17109,Retail
3132204,Non-profit Organizations
78015479,Industrial Machinery Manufacturing
69521390,Computer and Network Security
3795888,Financial Services
4392006,Mental Health Care
2517347,Staffing and Recruiting
16212991,Hospitals and Health Care
10429986,IT Services and IT Consulting
10267286,Staffing and Recruiting
98700,IT Services and IT Consulting
64076,Advertising Services
165873,Truck Transportation
71135263,Facilities Services
24771889,IT Services and IT Consulting
5788813,Motor Vehicle Manufacturing
4007230,Personal Care Product Manufacturing
202081,Staffing and Recruiting
26100,Pharmaceutical Manufacturing
573263,Legal Services
98354935,Defense and Space Manufacturing
1077068,Staffing and Recruiting
18888538,Spectator Sports
97431637,Financial Services
45593,IT Services and IT Consulting
15364,IT Services and IT Consulting
1152888,Motor Vehicle Manufacturing
141785,Staffing and Recruiting
6431697,Non-profit Organizations
16127,IT Services and IT Consulting
971273,Staffing and Recruiting
26998221,Human Resources Services
70874158,Staffing and Recruiting
1134645,Religious Institutions
424932,Retail Apparel and Fashion
4831058,Professional Training and Coaching
280603,Staffing and Recruiting
82081494,Computer Games
1641260,Construction
40900877,Hospitals and Health Care
127588,Staffing and Recruiting
427831,"Technology, Information and Internet"
1273097,Oil and Gas
90543400,Business Consulting and Services
18655060,Software Development
2017,Telecommunications
3533175,Law Practice
9391120,Staffing and Recruiting
3745,Motor Vehicle Manufacturing
571214,Law Practice
3123217,IT Services and IT Consulting
85039,Manufacturing
92680995,Consumer Services
12613218,Staffing and Recruiting
3035612,Hospitals and Health Care
2720583,Security and Investigations
2380725,Staffing and Recruiting
469504,Truck Transportation
35682245,Retail
65894319,Advertising Services
8342,Law Practice
40884865,Armed Forces
11705937,Staffing and Recruiting
7070,Public Relations and Communications Services
80515234,Executive Offices
79345849,Financial Services
10231,Business Consulting and Services
82810726,Advertising Services
83229,Telecommunications
11797980,Computer and Network Security
1002254,Facilities Services
65878456,Government Administration
102609,Staffing and Recruiting
125293,Restaurants
12113,Motor Vehicle Manufacturing
126428,Staffing and Recruiting
307513,Food and Beverage Services
25169959,IT Services and IT Consulting
2441445,Construction
6176,Retail
27450422,Wellness and Fitness Services
10854741,Information Services
80333124,Insurance
1837539,Pharmaceutical Manufacturing
2388424,Staffing and Recruiting
15237398,Aviation and Aerospace Component Manufacturing
2267501,Hospitals and Health Care
37213677,Staffing and Recruiting
10114126,E-Learning Providers
387501,Defense and Space Manufacturing
4682,Pharmaceutical Manufacturing
3200139,Higher Education
162715,Biotechnology Research
9018632,Construction
1364494,Environmental Services
24773027,Pharmaceutical Manufacturing
6611939,IT Services and IT Consulting
11166018,Book and Periodical Publishing
27450771,Political Organizations
31079,Advertising Services
71453,Insurance
210064,Business Consulting and Services
22199984,Retail Office Equipment
15746,Wholesale Building Materials
2045626,IT Services and IT Consulting
52560784,Environmental Services
163259,Wholesale Building Materials
100145984,IT Services and IT Consulting
36384,Retail Luxury Goods and Jewelry
71012953,Real Estate
43279704,Financial Services
86047580,IT Services and IT Consulting
102231074,Gambling Facilities and Casinos
2229686,Business Consulting and Services
147345,Law Practice
88920135,"Appliances, Electrical, and Electronics Manufacturing"
18926470,Staffing and Recruiting
27016229,Staffing and Recruiting
26485848,Manufacturing
3700354,IT Services and IT Consulting
2245479,Airlines and Aviation
79493235,IT Services and IT Consulting
1729413,Software Development
11891,IT Services and IT Consulting
89861111,Business Consulting and Services
81302109,Staffing and Recruiting
2468875,Information Services
154217,Staffing and Recruiting
37573759,IT Services and IT Consulting
534757,Broadcast Media Production and Distribution
451305,Advertising Services
455711,Staffing and Recruiting
48002046,IT Services and IT Consulting
99442976,Travel Arrangements
74885112,Advertising Services
83493460,Retail Apparel and Fashion
3506354,Insurance
13034183,Entertainment Providers
44458,Medical Equipment Manufacturing
42309693,Advertising Services
80012327,Wholesale Building Materials
6381676,Manufacturing
2093671,Real Estate
2575099,Investment Banking
64056,Defense and Space Manufacturing
856969,Software Development
3321,Packaging and Containers Manufacturing
76473003,Staffing and Recruiting
939336,Staffing and Recruiting
1409218,Retail
1199482,Staffing and Recruiting
71247596,Real Estate
96412883,Higher Education
13392268,IT Services and IT Consulting
3672940,IT Services and IT Consulting
164182,IT Services and IT Consulting
13816,Business Consulting and Services
37897480,Insurance
130371,Business Consulting and Services
3589965,Medical Equipment Manufacturing
16222659,Human Resources Services
10009632,Real Estate
29020962,IT Services and IT Consulting
63704535,Information Services
10636269,Events Services
86375729,Financial Services
55927669,Retail
1831165,Staffing and Recruiting
96477192,Business Consulting and Services
1328565,Software Development
95320,Higher Education
2373835,"Appliances, Electrical, and Electronics Manufacturing"
16252227,Motor Vehicle Manufacturing
37437,Retail
2494694,IT Services and IT Consulting
957193,Banking
284509,Government Relations Services
86897410,Staffing and Recruiting
9223341,Staffing and Recruiting
1253502,Hospitals and Health Care
98570070,Staffing and Recruiting
165667,IT Services and IT Consulting
75436848,Utilities
10225381,Medical Practices
13747145,IT Services and IT Consulting
1911506,Construction
772837,Semiconductor Manufacturing
5040504,Staffing and Recruiting
63052,Machinery Manufacturing
1281,IT Services and IT Consulting
70999,Defense and Space Manufacturing
4010054,Environmental Services
2217719,Staffing and Recruiting
2283870,Staffing and Recruiting
10645,Law Enforcement
64515441,Accounting
64907739,IT Services and IT Consulting
53887711,Advertising Services
101505097,Human Resources Services
2680000,IT Services and IT Consulting
15855,Hospitals and Health Care
18460073,Food and Beverage Manufacturing
65320905,Staffing and Recruiting
839287,Real Estate
7578446,Research Services
14716,Retail Luxury Goods and Jewelry
1215629,Staffing and Recruiting
13215798,Business Consulting and Services
79437,IT Services and IT Consulting
9895907,Packaging and Containers Manufacturing
10646709,Staffing and Recruiting
13242175,IT Services and IT Consulting
60955,Real Estate
6471406,Aviation and Aerospace Component Manufacturing
372899,Environmental Services
84551,Staffing and Recruiting
100914514,Staffing and Recruiting
28653676,Industrial Machinery Manufacturing
400064,Business Consulting and Services
74576282,Retail Luxury Goods and Jewelry
4285303,Staffing and Recruiting
97270,Advertising Services
91619732,Biotechnology Research
484604,"Appliances, Electrical, and Electronics Manufacturing"
162244,Accounting
35446724,Staffing and Recruiting
1000626,Staffing and Recruiting
1969385,Wholesale Building Materials
5354054,Book and Periodical Publishing
5055637,Advertising Services
11618,Manufacturing
74919054,Hospitality
7575346,Staffing and Recruiting
79793491,Staffing and Recruiting
79765456,Broadcast Media Production and Distribution
10862632,Construction
2981,Wholesale Building Materials
878481,Utilities
89512911,Staffing and Recruiting
763137,Staffing and Recruiting
540808,Insurance
59821987,Hospitals and Health Care
21681,Hospitals and Health Care
3104271,Staffing and Recruiting
82358097,Software Development
94086741,International Trade and Development
594915,Software Development
1009990,Individual and Family Services
10169899,Business Consulting and Services
74748093,Business Consulting and Services
1167582,Staffing and Recruiting
1252993,Insurance
50708,Accounting
2455697,Broadcast Media Production and Distribution
35449823,Entertainment Providers
100307080,Business Consulting and Services
126600,Medical Equipment Manufacturing
1000783,Telecommunications
81815,Staffing and Recruiting
131265,Industrial Machinery Manufacturing
61402205,Individual and Family Services
136629,Law Practice
4536538,Construction
282139,Recreational Facilities
2587322,Human Resources Services
89864,Hospitals and Health Care
16027009,Industrial Machinery Manufacturing
27906,Spectator Sports
9444566,Hospitals and Health Care
1254463,Hospitality
292283,Hospitals and Health Care
264799,Non-profit Organizations
6073655,Public Safety
93209533,Food and Beverage Services
241309,Semiconductor Manufacturing
4134,Motor Vehicle Manufacturing
65373257,Software Development
8141,IT Services and IT Consulting
507893,Staffing and Recruiting
10893,IT Services and IT Consulting
1608778,Investment Management
76502907,Staffing and Recruiting
10882394,Telecommunications
11048808,Construction
71729260,Truck Transportation
2843280,Entertainment Providers
5359035,Staffing and Recruiting
78885,Real Estate
1119919,Advertising Services
2308431,Automation Machinery Manufacturing
497494,Banking
2706571,Wholesale Building Materials
76637056,Staffing and Recruiting
28119793,Renewable Energy Semiconductor Manufacturing
1064454,Staffing and Recruiting
18633749,Staffing and Recruiting
14015617,Motor Vehicle Manufacturing
732328,Wholesale Building Materials
37539897,Software Development
1300779,Construction
3586114,Staffing and Recruiting
10245006,Software Development
1301889,Non-profit Organizations
4292644,Veterinary Services
10395301,Truck Transportation
150607,Machinery Manufacturing
1185381,IT Services and IT Consulting
55040499,Staffing and Recruiting
1335801,Wholesale Building Materials
132660,Plastics Manufacturing
2937669,Individual and Family Services
75103,Staffing and Recruiting
9358294,Staffing and Recruiting
69204210,Design Services
316458,Staffing and Recruiting
585887,Hospitality
78352701,Truck Transportation
11682674,Software Development
79100,Staffing and Recruiting
4418329,Financial Services
96957627,Higher Education
778742,Hospitality
3364317,Government Administration
78636,Medical Equipment Manufacturing
3538921,Business Consulting and Services
9123,Advertising Services
2857108,Public Relations and Communications Services
26322,IT Services and IT Consulting
78348859,Staffing and Recruiting
100513494,Executive Offices
113380,IT Services and IT Consulting
1771105,Civic and Social Organizations
1403805,Staffing and Recruiting
9322150,Government Relations Services
87384749,Professional Training and Coaching
1556689,Non-profit Organizations
28133267,Construction
15572062,Hospitals and Health Care
22208562,Software Development
212405,IT Services and IT Consulting
10411046,Staffing and Recruiting
51317,Real Estate
40786863,Education Administration Programs
1924808,Truck Transportation
53820026,Civic and Social Organizations
2409140,IT Services and IT Consulting
3323711,Accounting
4005968,Hospitals and Health Care
102850065,Real Estate
8260343,Food and Beverage Services
4850672,"Appliances, Electrical, and Electronics Manufacturing"
1542382,Medical Practices
5147,Software Development
11331252,International Trade and Development
29024195,Financial Services
551178,Law Practice
35541411,Staffing and Recruiting
18928478,Construction
16167895,IT Services and IT Consulting
14559430,IT Services and IT Consulting
4782,Law Practice
237658,IT Services and IT Consulting
98137185,Staffing and Recruiting
9252935,Retail Apparel and Fashion
89329986,Construction
3146,Software Development
1216446,Environmental Services
890161,Staffing and Recruiting
10367327,Airlines and Aviation
1367825,Industrial Machinery Manufacturing
2935380,IT Services and IT Consulting
99231928,Staffing and Recruiting
6985,Staffing and Recruiting
2248871,Book and Periodical Publishing
6801620,Farming
237939,Architecture and Planning
2350260,Financial Services
18941869,Government Administration
76881122,Medical Equipment Manufacturing
10485868,Hospitals and Health Care
19171969,Chemical Manufacturing
55507588,Farming
25798,Non-profit Organizations
1297898,Retail
16180103,Retail
26250,Non-profit Organizations
1434445,Biotechnology Research
518086,Public Relations and Communications Services
11845263,Aviation and Aerospace Component Manufacturing
2445,Financial Services
39664,Non-profit Organizations
3917855,Business Consulting and Services
10826331,Software Development
4021071,Non-profit Organizations
11030712,Hospitals and Health Care
18700480,Machinery Manufacturing
368900,Staffing and Recruiting
76530875,Construction
1087408,Staffing and Recruiting
5135487,Advertising Services
2915456,Hospitals and Health Care
17944,Higher Education
28609067,Environmental Services
10826403,Staffing and Recruiting
762365,Real Estate
165557,Non-profit Organizations
7948099,Computers and Electronics Manufacturing
96157805,Software Development
11449977,Fundraising
19214473,Airlines and Aviation
3156001,Oil and Gas
13993547,Staffing and Recruiting
112840,Government Administration
28120587,"Museums, Historical Sites, and Zoos"
1075072,Financial Services
97173,Automation Machinery Manufacturing
65296,IT Services and IT Consulting
16193788,Oil and Gas
85633000,IT Services and IT Consulting
869128,IT Services and IT Consulting
40808,Non-profit Organizations
59630158,Packaging and Containers Manufacturing
13371763,Pharmaceutical Manufacturing
81535962,Software Development
685741,Staffing and Recruiting
6175502,Pharmaceutical Manufacturing
101792914,Business Consulting and Services
15677,Truck Transportation
28576,Packaging and Containers Manufacturing
1294914,Construction
120078,Mining
106178,Staffing and Recruiting
3509898,Wholesale Building Materials
91435341,Higher Education
80918115,Staffing and Recruiting
2551380,Retail Office Equipment
18005595,IT Services and IT Consulting
16218942,Oil and Gas
98875759,Software Development
2797536,IT Services and IT Consulting
6254597,Wholesale Building Materials
1901519,Construction
22849,Oil and Gas
106383,IT Services and IT Consulting
1608684,Staffing and Recruiting
74989,Real Estate
99106,Staffing and Recruiting
2730271,Staffing and Recruiting
5896972,Banking
1400801,Staffing and Recruiting
2053212,Law Practice
11169077,Staffing and Recruiting
14034738,Hospitals and Health Care
229396,Staffing and Recruiting
78065316,Motor Vehicle Manufacturing
1478785,Motor Vehicle Manufacturing
79393264,Retail Luxury Goods and Jewelry
71635719,Executive Offices
1759010,Staffing and Recruiting
18874770,Staffing and Recruiting
162930,IT Services and IT Consulting
18281,IT Services and IT Consulting
437851,Education Administration Programs
1628890,Financial Services
228790,IT Services and IT Consulting
64863800,IT Services and IT Consulting
687779,Staffing and Recruiting
2590023,Food and Beverage Services
834464,Manufacturing
52194873,Media Production
18424190,Software Development
2773713,Oil and Gas
81297729,Staffing and Recruiting
2636533,Machinery Manufacturing
81907751,Manufacturing
31026672,Advertising Services
6596681,Staffing and Recruiting
37899689,Staffing and Recruiting
57418961,Facilities Services
11065656,Law Practice
79138055,Insurance
1535609,Manufacturing
1074964,Staffing and Recruiting
72593,IT Services and IT Consulting
79719349,Business Consulting and Services
74737266,Staffing and Recruiting
10686491,Banking
1171036,Law Practice
575969,Non-profit Organizations
40749991,Advertising Services
260986,Staffing and Recruiting
64657875,Staffing and Recruiting
1224454,Hospitals and Health Care
27669228,IT Services and IT Consulting
68480376,Shipbuilding
9426510,Software Development
375293,Staffing and Recruiting
98842493,Software Development
3684,IT Services and IT Consulting
34225320,Security and Investigations
71555913,Mental Health Care
3609752,Wholesale
11660,Business Consulting and Services
22346462,Food and Beverage Manufacturing
24497,Hospitals and Health Care
105756,IT Services and IT Consulting
11498,Software Development
1138689,Real Estate
4793545,IT Services and IT Consulting
320311,Staffing and Recruiting
30775,Utilities
5273603,Software Development
18427077,Retail Office Equipment
2767733,Primary and Secondary Education
8783311,Retail
40835847,Law Practice
93374,Utilities
5156208,IT Services and IT Consulting
1746389,Mining
99442115,IT Services and IT Consulting
35701878,Non-profit Organizations
18504845,Staffing and Recruiting
72413633,IT Services and IT Consulting
2867730,Staffing and Recruiting
166430,Staffing and Recruiting
72307419,Construction
3877993,Retail
53802,Staffing and Recruiting
64618994,IT Services and IT Consulting
38215,Government Administration
4995367,Biotechnology Research
51661,IT Services and IT Consulting
31392,Staffing and Recruiting
101687496,Financial Services
18367980,Insurance
35504622,Staffing and Recruiting
10237508,Media Production
540777,Advertising Services
84869553,Design Services
5263995,Staffing and Recruiting
9207337,Business Consulting and Services
15823168,E-Learning Providers
13249094,IT Services and IT Consulting
12969,Biotechnology Research
10827112,Staffing and Recruiting
3288381,Medical Equipment Manufacturing
80415888,Oil and Gas
126243,Utilities
1728091,IT Services and IT Consulting
52167967,Staffing and Recruiting
99345844,Construction
2001226,IT Services and IT Consulting
1788994,Mental Health Care
621939,Oil and Gas
103083507,Hospitals and Health Care
18599018,Software Development
64556267,Food and Beverage Services
586414,Truck Transportation
25041,Packaging and Containers Manufacturing
1007571,Construction
1868579,Staffing and Recruiting
3806580,IT Services and IT Consulting
5313,Wholesale Building Materials
101266340,Advertising Services
9618,Higher Education
162214,IT Services and IT Consulting
366628,Wellness and Fitness Services
5211872,Utilities
18880506,IT Services and IT Consulting
29336138,Education Administration Programs
47962,Non-profit Organizations
40062,Automation Machinery Manufacturing
476373,Food and Beverage Services
5860,Government Administration
80303934,Medical Equipment Manufacturing
76324405,IT Services and IT Consulting
81708262,Research Services
5002719,Staffing and Recruiting
240486,Staffing and Recruiting
2919706,Retail Apparel and Fashion
10853319,IT Services and IT Consulting
36486,Staffing and Recruiting
40894252,Industrial Machinery Manufacturing
119762,Staffing and Recruiting
11730,Higher Education
15318285,Construction
589718,Construction
10600376,Human Resources Services
9453,Plastics Manufacturing
86247512,Public Relations and Communications Services
10173750,Software Development
1252897,Environmental Services
33217558,Non-profit Organizations
68634495,Construction
2307,Staffing and Recruiting
15249111,Design Services
91467011,IT Services and IT Consulting
3364560,Staffing and Recruiting
95752571,Hospitality
9201234,Construction
80049203,Food and Beverage Manufacturing
15305,Wellness and Fitness Services
16248671,IT Services and IT Consulting
11248,Wholesale Building Materials
145949,Civil Engineering
3527948,Insurance
6409368,Biotechnology Research
8234,Packaging and Containers Manufacturing
1507579,Insurance
40326,Industrial Machinery Manufacturing
3652299,Food and Beverage Services
2024458,Human Resources Services
58807476,Business Consulting and Services
32832,Staffing and Recruiting
5323150,Staffing and Recruiting
1302410,Staffing and Recruiting
15135046,Higher Education
151257,Staffing and Recruiting
3349912,Renewable Energy Semiconductor Manufacturing
3029574,Staffing and Recruiting
40792063,Staffing and Recruiting
69103633,Aviation and Aerospace Component Manufacturing
1752456,Financial Services
117125,Utilities
97413228,Renewable Energy Semiconductor Manufacturing
142569,Food and Beverage Manufacturing
3209772,IT Services and IT Consulting
19208334,Individual and Family Services
74556208,Food and Beverage Services
2592772,Software Development
18540268,Software Development
1770776,Food and Beverage Manufacturing
9796,Manufacturing
11435844,Financial Services
87145331,Higher Education
16157480,Insurance
333392,Insurance
2560086,Civil Engineering
76935845,Staffing and Recruiting
75050276,Financial Services
98341949,Industrial Machinery Manufacturing
19330,Government Administration
207595,IT Services and IT Consulting
28981049,IT Services and IT Consulting
100250684,Consumer Services
2000852,Facilities Services
18617026,Construction
101939622,Real Estate
69441992,Hospitals and Health Care
10253962,Food and Beverage Services
25071758,Software Development
732639,IT Services and IT Consulting
10758382,Advertising Services
40777975,Retail
64581,Retail
81782606,Spectator Sports
548448,Hospitals and Health Care
14164,Real Estate
76559,Utilities
2148991,"Transportation, Logistics, Supply Chain and Storage"
9214810,Hospitals and Health Care
13722176,Outsourcing and Offshoring Consulting
490432,IT Services and IT Consulting
81528302,Hospitals and Health Care
10966839,Staffing and Recruiting
690568,Real Estate
14628022,IT Services and IT Consulting
332139,IT Services and IT Consulting
225063,Staffing and Recruiting
12651721,Staffing and Recruiting
5484,Research Services
2666875,Staffing and Recruiting
99009089,Advertising Services
44795,Real Estate
57619,IT Services and IT Consulting
2357397,Staffing and Recruiting
6808876,Freight and Package Transportation
99148412,Venture Capital and Private Equity Principals
2929376,IT Services and IT Consulting
95031093,Primary and Secondary Education
1323519,Staffing and Recruiting
4348467,Primary and Secondary Education
1224618,Restaurants
11080374,Construction
16059878,Facilities Services
8269161,Hospitality
1179884,Staffing and Recruiting
82669556,Software Development
2481809,IT Services and IT Consulting
10862414,Manufacturing
19637,Automation Machinery Manufacturing
2530287,IT Services and IT Consulting
74624,Staffing and Recruiting
163025,Restaurants
50805,Real Estate
3546749,Food and Beverage Services
11312272,Retail Office Equipment
6043285,Computer and Network Security
1076858,Software Development
85437094,Staffing and Recruiting
10877282,Manufacturing
79152188,Financial Services
81955554,Consumer Services
463913,Law Practice
99166821,Financial Services
50019,Design Services
55310,Financial Services
1025072,IT Services and IT Consulting
6452386,Non-profit Organizations
10473376,Manufacturing
544159,Entertainment Providers
55264833,Human Resources Services
14053537,Food and Beverage Manufacturing
649388,Staffing and Recruiting
1279270,Staffing and Recruiting
545026,Staffing and Recruiting
67968765,Construction
52690,Real Estate
10957929,"Appliances, Electrical, and Electronics Manufacturing"
11819083,Law Practice
65567346,Software Development
2788180,Law Practice
10659218,Medical Equipment Manufacturing
8800,Hospitals and Health Care
41226,Staffing and Recruiting
124307,Pharmaceutical Manufacturing
214089,Staffing and Recruiting
7973,IT Services and IT Consulting
3636379,Motor Vehicle Manufacturing
4643229,Business Consulting and Services
911461,IT Services and IT Consulting
5224248,Staffing and Recruiting
90548555,Computer Games
35594261,Staffing and Recruiting
52119178,Security and Investigations
6833158,Food and Beverage Services
78323,Staffing and Recruiting
6414,Manufacturing
73938854,Government Administration
56445,IT Services and IT Consulting
1435126,Business Consulting and Services
62869757,IT Services and IT Consulting
1872740,Staffing and Recruiting
80004189,Education Administration Programs
317393,Staffing and Recruiting
6387,Financial Services
32629,Staffing and Recruiting
17970655,Environmental Services
11257573,Motor Vehicle Manufacturing
2644365,Staffing and Recruiting
603421,Industrial Machinery Manufacturing
74839871,Beverage Manufacturing
136684,IT Services and IT Consulting
162947,Chemical Manufacturing
98926512,Human Resources Services
1830132,Mental Health Care
42744,Staffing and Recruiting
164972,Law Practice
278848,Industrial Machinery Manufacturing
3047890,Wholesale
75434245,Oil and Gas
24999271,Staffing and Recruiting
82317463,Human Resources Services
18957106,IT Services and IT Consulting
2096694,IT Services and IT Consulting
98411018,Staffing and Recruiting
42462,IT Services and IT Consulting
97205199,Staffing and Recruiting
152243,Non-profit Organizations
5968916,Staffing and Recruiting
4022252,Education Administration Programs
26963,Restaurants
61236056,Hospitals and Health Care
11864713,Law Practice
44095,IT Services and IT Consulting
66407,Software Development
1280557,Industrial Machinery Manufacturing
856631,Architecture and Planning
21232722,Defense and Space Manufacturing
35496599,Software Development
68655450,Software Development
65529778,Staffing and Recruiting
679272,Staffing and Recruiting
2263354,Education Administration Programs
63330,Staffing and Recruiting
3580,IT Services and IT Consulting
1508753,Staffing and Recruiting
51586544,Hospitals and Health Care
5870,Chemical Manufacturing
10234588,Staffing and Recruiting
49577,Staffing and Recruiting
69674781,Staffing and Recruiting
33278075,Staffing and Recruiting
528422,Individual and Family Services
1045120,Construction
33901,Software Development
9279891,Industrial Machinery Manufacturing
371305,Defense and Space Manufacturing
35541854,Wholesale Building Materials
33290192,Staffing and Recruiting
250592,Wholesale
66075,Staffing and Recruiting
548226,Insurance
334414,Security and Investigations
322028,Telecommunications
16182096,Food and Beverage Manufacturing
7242,Retail
571160,IT Services and IT Consulting
16171388,Restaurants
10798761,Public Safety
7788232,Environmental Services
1403725,Advertising Services
23748018,Design Services
379836,Defense and Space Manufacturing
98133065,Staffing and Recruiting
33878,Non-profit Organizations
8846,Government Administration
25683,IT Services and IT Consulting
16062,"Technology, Information and Internet"
64508445,Business Consulting and Services
283252,Manufacturing
1340308,Wholesale Building Materials
3520744,Staffing and Recruiting
513153,Higher Education
528401,Media Production
54259617,Medical Practices
5310247,Law Practice
1268542,Staffing and Recruiting
68951389,IT Services and IT Consulting
72062334,Construction
331147,"Appliances, Electrical, and Electronics Manufacturing"
10001423,Food and Beverage Services
100572424,Restaurants
84086802,Real Estate
29457,Construction
3100133,Defense and Space Manufacturing
95313,Staffing and Recruiting
4285947,Hospitals and Health Care
64481,Financial Services
9257498,IT Services and IT Consulting
3223364,Business Consulting and Services
1364235,Insurance
26233,Software Development
8548779,Real Estate
974997,Individual and Family Services
925260,Business Consulting and Services
84076052,Business Consulting and Services
91182580,Construction
1545783,Staffing and Recruiting
145267,Software Development
64899305,Law Practice
80196681,IT Services and IT Consulting
3657,Higher Education
101298,IT Services and IT Consulting
25765,Hospitals and Health Care
201664,Staffing and Recruiting
7973087,IT Services and IT Consulting
29027385,Law Practice
98814498,Business Consulting and Services
6756,Real Estate
1277958,Staffing and Recruiting
69291,Staffing and Recruiting
2746223,Staffing and Recruiting
1007530,Machinery Manufacturing
8315,Machinery Manufacturing
3073663,Machinery Manufacturing
3737341,Education Administration Programs
2716011,Education Administration Programs
85787,Broadcast Media Production and Distribution
1912157,Professional Training and Coaching
9340686,IT Services and IT Consulting
78322617,Staffing and Recruiting
17940755,Software Development
74067844,Hospitals and Health Care
131621,Hospitality
138719,IT Services and IT Consulting
13299,Translation and Localization
96588932,Machinery Manufacturing
22137962,Law Practice
166607,"Museums, Historical Sites, and Zoos"
91955,Wholesale Building Materials
77982542,Hospitals and Health Care
68796640,IT Services and IT Consulting
3600665,Civil Engineering
40696247,Staffing and Recruiting
2730891,Administration of Justice
2303444,"Appliances, Electrical, and Electronics Manufacturing"
14027838,Truck Transportation
71289,IT Services and IT Consulting
132614,IT Services and IT Consulting
719759,Truck Transportation
10297362,Machinery Manufacturing
121091,Staffing and Recruiting
74558521,Medical Practices
3625103,Retail Apparel and Fashion
77056741,Advertising Services
64608,Airlines and Aviation
56462368,Staffing and Recruiting
13359870,Truck Transportation
54327886,Real Estate
10469647,IT Services and IT Consulting
10375774,Chemical Manufacturing
11072571,Real Estate
2904046,Utilities
29120464,Staffing and Recruiting
1674945,IT Services and IT Consulting
2600576,Higher Education
166100,IT Services and IT Consulting
35681115,Staffing and Recruiting
336165,Staffing and Recruiting
31476181,Staffing and Recruiting
84951391,Financial Services
10463859,Truck Transportation
93626022,Advertising Services
401801,Construction
45346,Staffing and Recruiting
15247033,Automation Machinery Manufacturing
101053379,Computer Games
63147,Construction
1658561,Paper and Forest Product Manufacturing
82277950,IT Services and IT Consulting
76497087,Hospitals and Health Care
77019006,Advertising Services
452426,Mental Health Care
80799683,Outsourcing and Offshoring Consulting
53614744,Architecture and Planning
40679674,Mental Health Care
10023105,Staffing and Recruiting
1407981,Staffing and Recruiting
11080278,Law Practice
308648,Oil and Gas
100190090,Construction
3818,Chemical Manufacturing
5259937,Design Services
7798698,Staffing and Recruiting
101710472,Advertising Services
257261,Aviation and Aerospace Component Manufacturing
741968,Staffing and Recruiting
56429861,Staffing and Recruiting
11205780,IT Services and IT Consulting
34970149,Mental Health Care
