id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
1216525,2020/21,,2020/10/10,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,37,0,V Kohli,Dubai International Cricket Stadium,AK Chaudhary,PR Reiffel,AY Dandekar
1216500,2020/21,,2020/10/09,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,normal,0,Delhi Capitals,46,0,R Ashwin,Sharjah Cricket Stadium,KN Ananthapadmanabhan,C Shamshuddin,VA Kulkarni
1216542,2020/21,,2020/10/08,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,69,0,JM Bairstow,Dubai International Cricket Stadium,AK Chaudhary,Nitin Menon,YC Barde
1216501,2020/21,Abu Dhabi,2020/10/07,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,10,0,RA Tripathi,Sheikh Zayed Stadium,KN Ananthapadmanabhan,RK Illingworth,C Shamshuddin
1216511,2020/21,Abu Dhabi,2020/10/06,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Mumbai Indians,57,0,SA Yadav,Sheikh Zayed Stadium,VK Sharma,S Ravi,CB Gaffaney
1216519,2020/21,,2020/10/05,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Delhi Capitals,59,0,AR Patel,Dubai International Cricket Stadium,Nitin Menon,YC Barde,PR Reiffel
1216513,2020/21,,2020/10/04,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,normal,0,Chennai Super Kings,0,10,SR Watson,Dubai International Cricket Stadium,AY Dandekar,Nitin Menon,PR Reiffel
1216538,2020/21,,2020/10/04,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Mumbai Indians,34,0,TA Boult,Sharjah Cricket Stadium,KN Ananthapadmanabhan,RK Illingworth,K Srinivasan
1216515,2020/21,,2020/10/03,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Delhi Capitals,18,0,SS Iyer,Sharjah Cricket Stadium,VA Kulkarni,RK Illingworth,KN Ananthapadmanabhan
1216514,2020/21,Abu Dhabi,2020/10/03,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,normal,0,Royal Challengers Bangalore,0,8,YS Chahal,Sheikh Zayed Stadium,CB Gaffaney,S Ravi,PG Pathak
1216516,2020/21,,2020/10/02,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,7,0,PK Garg,Dubai International Cricket Stadium,AK Chaudhary,PR Reiffel,YC Barde
1216503,2020/21,Abu Dhabi,2020/10/01,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,0,Mumbai Indians,48,0,KA Pollard,Sheikh Zayed Stadium,VK Sharma,S Ravi,UV Gandhe
1216504,2020/21,,2020/09/30,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kolkata Knight Riders,37,0,Shivam Mavi,Dubai International Cricket Stadium,KN Ananthapadmanabhan,C Shamshuddin,VA Kulkarni
1216532,2020/21,Abu Dhabi,2020/09/29,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,normal,0,Sunrisers Hyderabad,15,0,Rashid Khan,Sheikh Zayed Stadium,VK Sharma,S Ravi,CB Gaffaney
1216547,2020/21,,2020/09/28,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,,0,0,AB de Villiers,Dubai International Cricket Stadium,Nitin Menon,PR Reiffel,AK Chaudhary
1216527,2020/21,,2020/09/27,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,4,SV Samson,Sharjah Cricket Stadium,RK Illingworth,K Srinivasan,C Shamshuddin
1216545,2020/21,Abu Dhabi,2020/09/26,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,0,7,Shubman Gill,Sheikh Zayed Stadium,CB Gaffaney,VK Sharma,S Ravi
1216539,2020/21,,2020/09/25,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Delhi Capitals,44,0,PP Shaw,Dubai International Cricket Stadium,KN Ananthapadmanabhan,RK Illingworth,K Srinivasan
1216510,2020/21,,2020/09/24,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kings XI Punjab,97,0,KL Rahul,Dubai International Cricket Stadium,AK Chaudhary,PR Reiffel,Nitin Menon
1216508,2020/21,Abu Dhabi,2020/09/23,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,49,0,RG Sharma,Sheikh Zayed Stadium,CB Gaffaney,S Ravi,VK Sharma
1216496,2020/21,,2020/09/22,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Rajasthan Royals,16,0,SV Samson,Sharjah Cricket Stadium,C Shamshuddin,VA Kulkarni,KN Ananthapadmanabhan
1216534,2020/21,,2020/09/21,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Royal Challengers Bangalore,10,0,YS Chahal,Dubai International Cricket Stadium,AY Dandekar,Nitin Menon,AK Chaudhary
1216493,2020/21,,2020/09/20,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,field,normal,0,,0,0,MP Stoinis,Dubai International Cricket Stadium,AK Chaudhary,Nitin Menon,PR Reiffel
1216492,2020/21,Abu Dhabi,2020/09/19,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,5,AT Rayudu,Sheikh Zayed Stadium,CB Gaffaney,VK Sharma,S Ravi
1181768,2019,Hyderabad,2019/05/12,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Mumbai Indians,1,0,JJ Bumrah,Rajiv Gandhi International Stadium,IJ Gould,Nitin Menon,NJ Llong
1181767,2019,Visakhapatnam,2019/05/10,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,F du Plessis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,BNJ Oxenford,S Ravi,C Shamshuddin
1181766,2019,Visakhapatnam,2019/05/08,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,2,RR Pant,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,BNJ Oxenford,S Ravi,AK Chaudhary
1181764,2019,Chennai,2019/05/07,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,Mumbai Indians,0,6,SA Yadav,MA Chidambaram Stadium,NJ Llong,Nitin Menon,IJ Gould
1178430,2019,Chandigarh,2019/05/05,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,KL Rahul,Punjab Cricket Association IS Bindra Stadium,C Shamshuddin,KN Ananthapadmanabhan,BNJ Oxenford
1178431,2019,Mumbai,2019/05/05,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,9,HH Pandya,Wankhede Stadium,A Nand Kishore,CK Nandan,S Ravi
1178429,2019,Bengaluru,2019/05/04,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,4,SO Hetmyer,M.Chinnaswamy Stadium,AK Chaudhary,NJ Llong,UV Gandhe
1178428,2019,Delhi,2019/05/04,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,normal,0,Delhi Capitals,0,5,A Mishra,Arun Jaitley Stadium,AY Dandekar,IJ Gould,Nitin Menon
1178427,2019,Chandigarh,2019/05/03,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,Shubman Gill,Punjab Cricket Association IS Bindra Stadium,BNJ Oxenford,C Shamshuddin,KN Ananthapadmanabhan
1178426,2019,Mumbai,2019/05/02,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,,0,0,JJ Bumrah,Wankhede Stadium,CK Nandan,S Ravi,A Nand Kishore
1178425,2019,Chennai,2019/05/01,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Chennai Super Kings,80,0,MS Dhoni,MA Chidambaram Stadium,AY Dandekar,Nitin Menon,IJ Gould
1178424,2019,Bengaluru,2019/04/30,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,,0,0,,M.Chinnaswamy Stadium,NJ Llong,UV Gandhe,AK Chaudhary
1178423,2019,Hyderabad,2019/04/29,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,45,0,DA Warner,Rajiv Gandhi International Stadium,CK Nandan,S Ravi,A Nand Kishore
1178422,2019,Kolkata,2019/04/28,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Kolkata Knight Riders,34,0,AD Russell,Eden Gardens,IJ Gould,Nitin Menon,AY Dandekar
1178421,2019,Delhi,2019/04/28,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,normal,0,Delhi Capitals,16,0,S Dhawan,Arun Jaitley Stadium,BNJ Oxenford,KN Ananthapadmanabhan,C Shamshuddin
1178420,2019,Jaipur,2019/04/27,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,JD Unadkat,Sawai Mansingh Stadium,A Nand Kishore,YC Barde,S Ravi
1178419,2019,Chennai,2019/04/26,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,46,0,RG Sharma,MA Chidambaram Stadium,AK Chaudhary,NJ Llong,VA Kulkarni
1178418,2019,Kolkata,2019/04/25,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,VR Aaron,Eden Gardens,AY Dandekar,IJ Gould,Nitin Menon
1178417,2019,Bengaluru,2019/04/24,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Royal Challengers Bangalore,17,0,AB de Villiers,M.Chinnaswamy Stadium,BNJ Oxenford,C Shamshuddin,RJ Tucker
1178416,2019,Chennai,2019/04/23,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,SR Watson,MA Chidambaram Stadium,AK Chaudhary,NJ Llong,VA Kulkarni
1178415,2019,Jaipur,2019/04/22,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,6,RR Pant,Sawai Mansingh Stadium,A Nand Kishore,S Ravi,YC Barde
1178414,2019,Bengaluru,2019/04/21,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Royal Challengers Bangalore,1,0,PA Patel,M.Chinnaswamy Stadium,RJ Tucker,VA Kulkarni,AK Chaudhary
1178413,2019,Hyderabad,2019/04/21,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,9,KK Ahmed,Rajiv Gandhi International Stadium,NJ Llong,Nitin Menon,IJ Gould
1178411,2019,Jaipur,2019/04/20,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,5,SPD Smith,Sawai Mansingh Stadium,S Ravi,YC Barde,CK Nandan
1178412,2019,Delhi,2019/04/20,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,5,SS Iyer,Arun Jaitley Stadium,C Shamshuddin,UV Gandhe,BNJ Oxenford
1178410,2019,Kolkata,2019/04/19,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Royal Challengers Bangalore,10,0,V Kohli,Eden Gardens,IJ Gould,Nitin Menon,AY Dandekar
1178409,2019,Delhi,2019/04/18,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,0,Mumbai Indians,40,0,HH Pandya,Arun Jaitley Stadium,BNJ Oxenford,NJ Llong,AK Chaudhary
1178408,2019,Hyderabad,2019/04/17,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,0,Sunrisers Hyderabad,0,6,DA Warner,Rajiv Gandhi International Stadium,IJ Gould,UV Gandhe,C Shamshuddin
1178407,2019,Chandigarh,2019/04/16,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kings XI Punjab,12,0,R Ashwin,Punjab Cricket Association IS Bindra Stadium,AK Chaudhary,VA Kulkarni,S Ravi
1178406,2019,Mumbai,2019/04/15,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,SL Malinga,Wankhede Stadium,M Erasmus,Nitin Menon,A Nand Kishore
1178404,2019,Kolkata,2019/04/14,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,5,Imran Tahir,Eden Gardens,CK Nandan,RJ Tucker,YC Barde
1178405,2019,Hyderabad,2019/04/14,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Delhi Capitals,39,0,KMA Paul,Rajiv Gandhi International Stadium,AK Chaudhary,BNJ Oxenford,CB Gaffaney
1178402,2019,Mumbai,2019/04/13,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,4,JC Buttler,Wankhede Stadium,A Nand Kishore,Nitin Menon,M Erasmus
1178403,2019,Chandigarh,2019/04/13,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,8,AB de Villiers,Punjab Cricket Association IS Bindra Stadium,S Ravi,UV Gandhe,NJ Llong
1178401,2019,Kolkata,2019/04/12,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,7,S Dhawan,Eden Gardens,CK Nandan,YC Barde,RJ Tucker
1178400,2019,Jaipur,2019/04/11,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,4,MS Dhoni,Sawai Mansingh Stadium,BNJ Oxenford,UV Gandhe,CB Gaffaney
1178399,2019,Mumbai,2019/04/10,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,3,KA Pollard,Wankhede Stadium,S Ravi,YC Barde,CK Nandan
1178398,2019,Chennai,2019/04/09,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,7,DL Chahar,MA Chidambaram Stadium,C Shamshuddin,RJ Tucker,UV Gandhe
1178397,2019,Chandigarh,2019/04/08,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,KL Rahul,Punjab Cricket Association IS Bindra Stadium,AY Dandekar,M Erasmus,Nitin Menon
1178396,2019,Jaipur,2019/04/07,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,8,HF Gurney,Sawai Mansingh Stadium,AK Chaudhary,CB Gaffaney,BNJ Oxenford
1178395,2019,Bengaluru,2019/04/07,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,4,K Rabada,M.Chinnaswamy Stadium,S Ravi,YC Barde,CK Nandan
1178393,2019,Chennai,2019/04/06,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,Chennai Super Kings,22,0,Harbhajan Singh,MA Chidambaram Stadium,KN Ananthapadmanabhan,RJ Tucker,C Shamshuddin
1178394,2019,Hyderabad,2019/04/06,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Mumbai Indians,40,0,AS Joseph,Rajiv Gandhi International Stadium,AY Dandekar,Nitin Menon,M Erasmus
1175372,2019,Bengaluru,2019/04/05,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,5,AD Russell,M.Chinnaswamy Stadium,AK Chaudhary,CB Gaffaney,CK Nandan
1175371,2019,Delhi,2019/04/04,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,5,JM Bairstow,Arun Jaitley Stadium,C Shamshuddin,KN Ananthapadmanabhan,S Ravi
1175370,2019,Mumbai,2019/04/03,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,37,0,HH Pandya,Wankhede Stadium,BNJ Oxenford,RJ Tucker,YC Barde
1175369,2019,Jaipur,2019/04/02,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,S Gopal,Sawai Mansingh Stadium,AY Dandekar,M Erasmus,Nitin Menon
1175368,2019,Chandigarh,2019/04/01,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,normal,0,Kings XI Punjab,14,0,SM Curran,Punjab Cricket Association IS Bindra Stadium,AK Chaudhary,CB Gaffaney,VA Kulkarni
1175366,2019,Hyderabad,2019/03/31,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,118,0,JM Bairstow,Rajiv Gandhi International Stadium,KN Ananthapadmanabhan,S Ravi,C Shamshuddin
1175367,2019,Chennai,2019/03/31,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,8,0,MS Dhoni,MA Chidambaram Stadium,CK Nandan,YC Barde,BNJ Oxenford
1175365,2019,Delhi,2019/03/30,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,0,,0,0,PP Shaw,Arun Jaitley Stadium,AY Dandekar,Nitin Menon,M Erasmus
1175364,2019,Chandigarh,2019/03/30,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,8,MA Agarwal,Punjab Cricket Association IS Bindra Stadium,CB Gaffaney,VA Kulkarni,AK Chaudhary
1175363,2019,Hyderabad,2019/03/29,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,normal,0,Sunrisers Hyderabad,0,5,Rashid Khan,Rajiv Gandhi International Stadium,BNJ Oxenford,C Shamshuddin,KN Ananthapadmanabhan
1175362,2019,Bengaluru,2019/03/28,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,6,0,JJ Bumrah,M.Chinnaswamy Stadium,CK Nandan,S Ravi,YC Barde
1175361,2019,Kolkata,2019/03/27,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kolkata Knight Riders,28,0,AD Russell,Eden Gardens,AK Chaudhary,VA Kulkarni,CB Gaffaney
1175360,2019,Delhi,2019/03/26,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,normal,0,Chennai Super Kings,0,6,SR Watson,Arun Jaitley Stadium,M Erasmus,Nitin Menon,AY Dandekar
1175359,2019,Jaipur,2019/03/25,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kings XI Punjab,14,0,CH Gayle,Sawai Mansingh Stadium,C Shamshuddin,KN Ananthapadmanabhan,BNJ Oxenford
1175358,2019,Mumbai,2019/03/24,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,normal,0,Delhi Capitals,37,0,RR Pant,Wankhede Stadium,S Ravi,YC Barde,CK Nandan
1175357,2019,Kolkata,2019/03/24,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,AD Russell,Eden Gardens,AK Chaudhary,CB Gaffaney,VA Kulkarni
1175356,2019,Chennai,2019/03/23,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,7,Harbhajan Singh,MA Chidambaram Stadium,AY Dandekar,BNJ Oxenford,Nitin Menon
1136620,2018,Mumbai,2018/05/27,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,8,SR Watson,Wankhede Stadium,M Erasmus,S Ravi,Nitin Menon
1136619,2018,Kolkata,2018/05/25,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Sunrisers Hyderabad,14,0,Rashid Khan,Eden Gardens,HDPK Dharmasena,Nitin Menon,AK Chaudhary
1136618,2018,Kolkata,2018/05/23,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kolkata Knight Riders,25,0,AD Russell,Eden Gardens,AK Chaudhary,Nitin Menon,HDPK Dharmasena
1136617,2018,Mumbai,2018/05/22,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,2,F du Plessis,Wankhede Stadium,C Shamshuddin,M Erasmus,S Ravi
1136615,2018,Delhi,2018/05/20,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,normal,0,Delhi Daredevils,11,0,A Mishra,Arun Jaitley Stadium,HDPK Dharmasena,CK Nandan,VA Kulkarni
1136616,2018,Pune,2018/05/20,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,5,L Ngidi,Maharashtra Cricket Association Stadium,Nitin Menon,YC Barde,M Erasmus
1136613,2018,Jaipur,2018/05/19,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,normal,0,Rajasthan Royals,30,0,S Gopal,Sawai Mansingh Stadium,BNJ Oxenford,VK Sharma,C Shamshuddin
1136614,2018,Hyderabad,2018/05/19,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,0,5,CA Lynn,Rajiv Gandhi International Stadium,AK Chaudhary,S Ravi,AY Dandekar
1136612,2018,Delhi,2018/05/18,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,normal,0,Delhi Daredevils,34,0,HV Patel,Arun Jaitley Stadium,HDPK Dharmasena,VA Kulkarni,CK Nandan
1136611,2018,Bengaluru,2018/05/17,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Royal Challengers Bangalore,14,0,AB de Villiers,M.Chinnaswamy Stadium,AY Dandekar,S Ravi,C Shamshuddin
1136610,2018,Mumbai,2018/05/16,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,0,Mumbai Indians,3,0,JJ Bumrah,Wankhede Stadium,M Erasmus,Nitin Menon,YC Barde
1136609,2018,Kolkata,2018/05/15,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,Kuldeep Yadav,Eden Gardens,AK Chaudhary,HDPK Dharmasena,VA Kulkarni
1136608,2018,Indore,2018/05/14,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,10,UT Yadav,Holkar Cricket Stadium,BNJ Oxenford,VK Sharma,CK Nandan
1136607,2018,Mumbai,2018/05/13,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,JC Buttler,Wankhede Stadium,Nitin Menon,S Ravi,C Shamshuddin
1136606,2018,Pune,2018/05/13,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,8,AT Rayudu,Maharashtra Cricket Association Stadium,M Erasmus,YC Barde,AY Dandekar
1136604,2018,Indore,2018/05/12,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kolkata Knight Riders,31,0,SP Narine,Holkar Cricket Stadium,CK Nandan,VK Sharma,BNJ Oxenford
1136605,2018,Delhi,2018/05/12,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,5,AB de Villiers,Arun Jaitley Stadium,KN Ananthapadmanabhan,HDPK Dharmasena,AK Chaudhary
1136603,2018,Jaipur,2018/05/11,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Rajasthan Royals,0,4,JC Buttler,Sawai Mansingh Stadium,M Erasmus,YC Barde,Nitin Menon
1136602,2018,Delhi,2018/05/10,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,0,Sunrisers Hyderabad,0,9,S Dhawan,Arun Jaitley Stadium,AY Dandekar,C Shamshuddin,S Ravi
1136601,2018,Kolkata,2018/05/09,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,102,0,Ishan Kishan,Eden Gardens,KN Ananthapadmanabhan,AK Chaudhary,HDPK Dharmasena
1136600,2018,Jaipur,2018/05/08,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,bat,normal,0,Rajasthan Royals,15,0,JC Buttler,Sawai Mansingh Stadium,M Erasmus,Nitin Menon,YC Barde
1136599,2018,Hyderabad,2018/05/07,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,5,0,KS Williamson,Rajiv Gandhi International Stadium,BNJ Oxenford,VK Sharma,CK Nandan
1136598,2018,Indore,2018/05/06,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,Mujeeb Ur Rahman,Holkar Cricket Stadium,C Shamshuddin,S Ravi,AY Dandekar
1136597,2018,Mumbai,2018/05/06,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,13,0,HH Pandya,Wankhede Stadium,A Deshmukh,HDPK Dharmasena,AK Chaudhary
1136595,2018,Pune,2018/05/05,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,RA Jadeja,Maharashtra Cricket Association Stadium,Nitin Menon,YC Barde,M Erasmus
1136596,2018,Hyderabad,2018/05/05,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,0,Sunrisers Hyderabad,0,7,Rashid Khan,Rajiv Gandhi International Stadium,BNJ Oxenford,CK Nandan,VK Sharma
1136594,2018,Indore,2018/05/04,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,SA Yadav,Holkar Cricket Stadium,AY Dandekar,S Ravi,C Shamshuddin
1136593,2018,Kolkata,2018/05/03,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,SP Narine,Eden Gardens,A Deshmukh,HDPK Dharmasena,AK Chaudhary
1136592,2018,Delhi,2018/05/02,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,D/L,1,Delhi Daredevils,4,0,RR Pant,Arun Jaitley Stadium,CK Nandan,VK Sharma,BNJ Oxenford
1136591,2018,Bengaluru,2018/05/01,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Royal Challengers Bangalore,14,0,TG Southee,M.Chinnaswamy Stadium,M Erasmus,Nitin Menon,YC Barde
1136590,2018,Pune,2018/04/30,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,0,Chennai Super Kings,13,0,SR Watson,Maharashtra Cricket Association Stadium,AY Dandekar,C Shamshuddin,CK Nandan
1136589,2018,Bengaluru,2018/04/29,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,CA Lynn,M.Chinnaswamy Stadium,AK Chaudhary,NJ Llong,VK Sharma
