EventID,EventType,StartDateTime,EndDateTime,EnteredOn,EventAgency,ParkingHeld,Borough,CommunityBoard(s),PolicePrecinct(s),Category,SubCategoryName,Country,ZipCode(s)
137856,Shooting Permit,01/16/2014 01:00:00 AM,01/16/2014 01:00:00 PM,01/14/2014 04:00:44 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,10036
69780,Shooting Permit,08/20/2012 09:00:00 AM,08/21/2012 12:00:00 AM,08/17/2012 02:11:27 PM,"Mayor's Office of Film, Theatre & Broadcasting","GREENWICH STREET between MORRIS STREET and BATTERY PLACE,  WHITEHALL STREET between WATER STREET and PEARL STREET,  BEAVER STREET between BROADWAY and NEW STREET,  BROADWAY between MORRIS ST and BATTERY PL,  BEAVER STREET between NEW STREET and BROAD STREET,  BRIDGE STREET between STATE STREET and BROAD STREET,  PEARL STREET between WHITEHALL STREET and STATE STREET,  WATER STREET between COENTIES SLIP and BROAD STREET,  BROAD STREET between SOUTH STREET and PEARL STREET,  TRINITY PLACE between RECTOR STREET and MORRIS STREET",Manhattan,1,1,Television,Episodic series,United States of America,"10004, 10006"
442075,Theater Load in and Load Outs,10/22/2018 07:00:00 AM,10/22/2018 11:00:00 PM,09/17/2018 04:10:43 PM,"Mayor's Office of Film, Theatre & Broadcasting",ASHLAND PLACE between FULTON STREET and DEKALB AVENUE,Brooklyn,2,88,Theater,Theater,United States of America,11217
132248,Shooting Permit,12/07/2013 07:00:00 AM,12/07/2013 10:00:00 PM,11/27/2013 05:27:00 PM,"Mayor's Office of Film, Theatre & Broadcasting","GRAVESEND NECK ROAD between MCDONALD AVENUE and WEST STREET,  WEST STREET between GRAVESEND NECK ROAD and AVENUE W",Brooklyn,15,61,Film,Feature,United States of America,11223
446453,Shooting Permit,10/22/2018 07:00:00 AM,10/22/2018 09:00:00 PM,10/18/2018 03:06:39 PM,"Mayor's Office of Film, Theatre & Broadcasting","30 AVENUE between MAIN AVENUE and 14 STREET,  12 STREET between 30 ROAD and 30 AVENUE,  30 AVENUE between 12 STREET and 14 STREET,  14 STREET between 30 ROAD and 28 AVENUE,  29 AVENUE between 14 STREET and 12 STREET,  12 STREET between 30 AVENUE and 29 AVENUE,  30 AVENUE between MAIN AVENUE and 12 STREET,  27 AVENUE between 9 STREET and 12 STREET,  QUEENS PLAZA SOUTH between 21 STREET and 22 STREET,  22 STREET between QUEENS PLAZA SOUTH and 43 AVENUE",Queens,"1, 2","108, 114",Television,Episodic series,United States of America,"11101, 11102"
75341,Theater Load in and Load Outs,11/08/2012 09:00:00 AM,11/08/2012 11:00:00 PM,10/17/2012 04:01:37 PM,"Mayor's Office of Film, Theatre & Broadcasting",SEVENTH AVENUE between WEST   56 STREET and WEST   57 STREET,Manhattan,5,18,Theater,Theater,United States of America,10019
434455,Theater Load in and Load Outs,10/22/2018 12:01:00 AM,10/25/2018 06:00:00 AM,07/31/2018 01:24:27 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   33 STREET between 7 AVENUE and 8 AVENUE,  WEST   31 STREET between 7 AVENUE and 8 AVENUE,  8 AVENUE between WEST   31 STREET and WEST   33 STREET",Manhattan,"4, 5",14,Theater,Theater,United States of America,"10001, 10121"
446580,Shooting Permit,10/22/2018 07:00:00 AM,10/22/2018 09:00:00 PM,10/19/2018 01:01:29 PM,"Mayor's Office of Film, Theatre & Broadcasting","36 STREET between 35 AVENUE and 36 AVENUE,  35 AVENUE between 36 STREET and 37 STREET",Queens,1,114,Television,Episodic series,United States of America,11106
446346,Shooting Permit,10/22/2018 08:00:00 AM,10/22/2018 07:00:00 PM,10/18/2018 08:31:22 AM,"Mayor's Office of Film, Theatre & Broadcasting","WASHINGTON STREET between WATTS STREET and DESBROSSES STREET,  GREENWICH STREET between VESTRY STREET and DESBROSSES STREET,  PARK AVENUE between EAST   52 STREET and EAST   53 STREET,  PARK AVENUE between EAST   49 STREET and EAST   50 STREET,  PARK AVENUE between EAST   48 STREET and EAST   49 STREET",Manhattan,"1, 5","1, 18",Still Photography,Not Applicable,United States of America,"10013, 10017, 10022, 10152, 10171"
446402,Shooting Permit,10/22/2018 07:00:00 AM,10/22/2018 10:00:00 PM,10/18/2018 12:29:39 PM,"Mayor's Office of Film, Theatre & Broadcasting",OAK POINT AVENUE between BARRY STREET and CRAVEN STREET,Bronx,2,41,Television,Cable-episodic,United States of America,10474
215283,Shooting Permit,04/20/2015 08:00:00 AM,04/20/2015 08:00:00 PM,04/16/2015 05:37:43 PM,"Mayor's Office of Film, Theatre & Broadcasting",ALLEN STREET between RIVINGTON STREET and DELANCEY STREET,Manhattan,3,"5, 7",Documentary,Not Applicable,United States of America,10002
209920,Shooting Permit,03/24/2015 10:30:00 PM,03/27/2015 02:00:00 AM,03/23/2015 04:38:07 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   33 STREET between 7 AVENUE and 8 AVENUE,Manhattan,5,14,Film,Feature,United States of America,"10001, 10121"
126489,Shooting Permit,10/22/2013 06:30:00 AM,10/22/2013 11:00:00 PM,10/21/2013 02:01:18 PM,"Mayor's Office of Film, Theatre & Broadcasting","5 AVENUE between 24 STREET and 27 STREET,  24 STREET between 5 AVENUE and 6 AVENUE,  24 STREET between 5 AVENUE and 6 AVENUE,  PROSPECT PARK SOUTHWEST between WINDSOR PLACE and GREENWOOD AVENUE,  TERRACE PLACE between PROSPECT PARK SOUTHWEST and SHERMAN STREET,  SEELEY STREET between PROSPECT PARK SOUTHWEST and TEMPLE COURT,  11 AVENUE between SHERMAN STREET and PROSPECT PARK SOUTHWEST",Brooklyn,"55, 7","72, 78",Television,Episodic series,United States of America,"11215, 11218, 11232"
202746,Shooting Permit,02/18/2015 07:00:00 AM,02/18/2015 10:00:00 PM,02/11/2015 02:11:43 PM,"Mayor's Office of Film, Theatre & Broadcasting","MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE,  KINGSLAND AVE between GREENPOINT AVE and NORMAN AVE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
148675,Shooting Permit,03/27/2014 04:00:00 AM,03/27/2014 10:00:00 AM,03/26/2014 08:02:48 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,10036
193149,Shooting Permit,12/08/2014 06:00:00 AM,12/08/2014 08:00:00 PM,12/05/2014 02:36:39 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   23 STREET between 11 AVENUE and HIGH LINE,  GANSEVOORT STREET between WASHINGTON STREET and GREENWICH STREET,  GREENWICH STREET between WEST   12 STREET and GANSEVOORT STREET",Manhattan,"2, 4","10, 6",Television,Made for TV/mini-series,United States of America,"10001, 10011, 10014"
248631,Shooting Permit,10/09/2015 06:00:00 AM,10/09/2015 10:00:00 PM,10/08/2015 01:49:42 PM,"Mayor's Office of Film, Theatre & Broadcasting",2 AVENUE between 34 STREET and 35 STREET,Brooklyn,7,72,Still Photography,Not Applicable,United States of America,11232
218328,Shooting Permit,05/04/2015 07:00:00 AM,05/04/2015 07:00:00 PM,04/29/2015 11:05:11 AM,"Mayor's Office of Film, Theatre & Broadcasting","MACDOUGAL STREET between BLEECKER STREET and MINETTA LANE,  WASHINGTON SQUARE SOUTH between MACDOUGAL STREET and SULLIVAN STREET,  MERCER STREET between WEST HOUSTON STREET and BLEECKER STREET",Manhattan,2,6,WEB,Not Applicable,United States of America,"10011, 10012"
202638,Shooting Permit,02/13/2015 02:00:00 AM,02/13/2015 09:00:00 AM,02/11/2015 06:00:35 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   44 STREET between BROADWAY and 6 AVENUE,Manhattan,5,14,Television,Morning Show,United States of America,10036
115035,Shooting Permit,07/27/2013 09:00:00 AM,07/28/2013 01:00:00 AM,07/26/2013 12:23:25 PM,"Mayor's Office of Film, Theatre & Broadcasting",35 STREET between 34 AVENUE and 35 AVENUE,Queens,1,114,Film,Feature,United States of America,11106
241142,Shooting Permit,08/22/2015 06:00:00 AM,08/22/2015 11:00:00 PM,08/17/2015 03:35:18 PM,"Mayor's Office of Film, Theatre & Broadcasting",VARICK STREET between WATTS STREET and CANAL STREET,Manhattan,2,1,Commercial,Commercial,United States of America,10013
446074,Shooting Permit,10/22/2018 06:00:00 AM,10/22/2018 11:00:00 PM,10/16/2018 01:56:06 PM,"Mayor's Office of Film, Theatre & Broadcasting","SURF AVENUE between STILLWELL AVENUE and WEST   10 STREET,  SURF AVENUE between STILLWELL AVENUE and WEST    8 STREET,  WEST   10 STREET between SURF AVENUE and BOARDWALK WEST",Brooklyn,13,60,Television,Episodic series,United States of America,11224
446500,Shooting Permit,10/22/2018 06:00:00 AM,10/22/2018 09:00:00 PM,10/18/2018 05:27:40 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST STREET between FREEMAN STREET and EAGLE STREET,  EAGLE STREET between WEST STREET and FRANKLIN STREET",Brooklyn,1,94,Television,Episodic series,United States of America,11222
446541,Shooting Permit,10/22/2018 06:00:00 AM,10/22/2018 10:00:00 PM,10/19/2018 10:09:25 AM,"Mayor's Office of Film, Theatre & Broadcasting","36 STREET between 23 AVENUE and 24 AVENUE,  35 STREET between 23 AVENUE and 24 AVENUE,  24 AVENUE between 35 STREET and 37 STREET",Queens,1,114,Television,Episodic series,United States of America,"11103, 11105"
446399,Shooting Permit,10/22/2018 06:00:00 AM,10/22/2018 10:00:00 PM,10/18/2018 12:20:25 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   55 STREET between MADISON AVENUE and PARK AVENUE,  EAST   55 STREET between MADISON AVENUE and PARK AVENUE",Manhattan,5,18,WEB,Not Applicable,United States of America,10022
244871,Shooting Permit,09/14/2015 12:01:00 PM,09/14/2015 05:00:00 PM,09/11/2015 06:27:32 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   94 STREET between CENTRAL PARK WEST and COLUMBUS AVENUE,Manhattan,7,24,Television,Talk Show,United States of America,10025
155851,Shooting Permit,05/06/2014 06:00:00 AM,05/07/2014 04:00:00 PM,04/29/2014 01:22:59 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST HOUSTON STREET between WEST BROADWAY and THOMPSON STREET,Manhattan,2,"1, 6",Still Photography,Not Applicable,United States of America,10012
205144,Shooting Permit,03/03/2015 06:00:00 AM,03/03/2015 08:00:00 PM,02/26/2015 08:49:37 PM,"Mayor's Office of Film, Theatre & Broadcasting","36 STREET between 34 AVENUE and 35 AVENUE,  35 STREET between 34 AVENUE and 35 AVENUE",Queens,1,114,Television,Variety,United States of America,"11101, 11106"
109953,Shooting Permit,06/27/2013 06:00:00 AM,06/27/2013 08:00:00 PM,06/24/2013 04:18:27 PM,"Mayor's Office of Film, Theatre & Broadcasting","NOBLE STREET between MANHATTAN AVENUE and FRANKLIN STREET,  MCKIBBIN STREET between WHITE STREET and BUSHWICK AVENUE",Brooklyn,1,"90, 94",Still Photography,Not Applicable,United States of America,"11206, 11222"
76075,Shooting Permit,10/27/2012 06:00:00 AM,10/27/2012 10:00:00 PM,10/25/2012 12:05:44 AM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   56 STREET between 5 AVENUE and MADISON AVENUE,  MULBERRY STREET between SPRING STREET and KENMARE STREET,  SPRING STREET between MULBERRY STREET and MOTT STREET,  WEST   24 STREET between 10 AVENUE and 11 AVENUE",Manhattan,"2, 4, 5","10, 18, 5",Television,Reality,United States of America,"10011, 10012, 10013, 10022"
502263,Shooting Permit,08/13/2019 12:00:00 PM,08/13/2019 08:00:00 PM,08/07/2019 12:22:16 AM,"Mayor's Office of Film, Theatre & Broadcasting",COFFEY STREET between FERRIS STREET and DEAD END,Brooklyn,6,76,Student,Student Film,United States of America,11231
63570,Shooting Permit,06/30/2012 08:00:00 AM,06/30/2012 06:00:00 PM,06/25/2012 01:53:46 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   37 STREET between 6 AVENUE and 5 AVENUE,Manhattan,"3, 5, 6","13, 14, 17, 9",Still Photography,Not Applicable,United States of America,"10001, 10003, 10009, 10010, 10016, 10018, 10036"
104100,Shooting Permit,05/29/2013 07:00:00 AM,05/29/2013 09:00:00 PM,05/24/2013 12:01:43 PM,"Mayor's Office of Film, Theatre & Broadcasting","QUEENS STREET between JACKSON AVENUE and DEAD END,  Dutch Kills St between JACKSON AVENUE and Thompson Ave",Queens,2,108,Film,Not Applicable,United States of America,11101
236494,Shooting Permit,07/22/2015 08:00:00 AM,07/22/2015 10:00:00 PM,07/21/2015 12:50:29 PM,"Mayor's Office of Film, Theatre & Broadcasting","BROADWAY between CHAMBERS STREET and WARREN STREET,  CHAMBERS STREET between BROADWAY and ELK STREET,  BROADWAY between READE STREET and CHAMBERS STREET,  CHURCH STREET between WARREN STREET and READE STREET,  WARREN STREET between WEST BROADWAY and CHURCH STREET,  CHURCH STREET between WARREN STREET and MURRAY STREET,  CENTRE STREET between DUANE STREET and READE STREET",Manhattan,1,"1, 5",Television,Episodic series,United States of America,"10007, 10013"
158665,Shooting Permit,05/14/2014 07:00:00 AM,05/14/2014 08:00:00 PM,05/12/2014 07:18:30 AM,"Mayor's Office of Film, Theatre & Broadcasting",BEDFORD PARK BLVD WEST between GOULDEN AVENUE and PAUL AVENUE,Bronx,7,52,Commercial,Commercial,United States of America,10468
246078,Shooting Permit,09/21/2015 08:00:00 AM,09/21/2015 10:00:00 PM,09/18/2015 02:59:53 PM,"Mayor's Office of Film, Theatre & Broadcasting",EAST   10 STREET between 3 AVENUE and 2 AVENUE,Manhattan,3,9,Film,Feature,United States of America,10003
445939,Shooting Permit,10/22/2018 07:30:00 AM,10/22/2018 10:00:00 PM,10/15/2018 03:40:22 PM,"Mayor's Office of Film, Theatre & Broadcasting","MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE,  KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
44364,Shooting Permit,01/19/2012 07:00:00 AM,01/19/2012 10:00:00 PM,01/16/2012 10:37:21 AM,"Mayor's Office of Film, Theatre & Broadcasting","46 AVENUE between VERNON BOULEVARD and 5 STREET,  VERNON BOULEVARD between 45 ROAD and 46 ROAD,  46 ROAD between 5 STREET and VERNON BOULEVARD,  46 ROAD between 11 STREET and VERNON BOULEVARD,  5 STREET between 46 AVENUE and 46 ROAD",Queens,2,108,Television,Episodic series,United States of America,11101
183678,Shooting Permit,10/08/2014 08:00:00 AM,10/08/2014 10:00:00 PM,10/01/2014 05:49:00 PM,"Mayor's Office of Film, Theatre & Broadcasting","MONITOR STREET between NORMAN AVENUE and GREENPOINT AVENUE,  KINGSLAND AVENUE between NORMAN AVENUE and GREENPOINT AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
92187,Shooting Permit,03/28/2013 07:00:00 AM,03/28/2013 07:00:00 PM,03/25/2013 03:34:16 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   13 STREET between 10 AVENUE and WASHINGTON STREET,  WEST   13 STREET between WASHINGTON STREET and 10 AVENUE",Manhattan,2,6,Still Photography,Not Applicable,United States of America,10014
446645,Shooting Permit,10/22/2018 06:00:00 AM,10/22/2018 07:00:00 PM,10/19/2018 03:44:18 PM,"Mayor's Office of Film, Theatre & Broadcasting","JAY STREET between WATER STREET and FRONT STREET,  FRONT STREET between PEARL STREET and JAY STREET,  GARDEN PLACE between STATE STREET and JORALEMON STREET,  REMSEN STREET between HENRY STREET and MONTAGUE TERRACE",Brooklyn,2,84,Still Photography,Not Applicable,United States of America,11201
446667,Shooting Permit,10/22/2018 06:00:00 AM,10/23/2018 12:00:00 AM,10/19/2018 04:40:28 PM,"Mayor's Office of Film, Theatre & Broadcasting","LINCOLN PLACE between UNDERHILL AVENUE and WASHINGTON AVENUE,  ST JOHNS PLACE between PLAZA ST EAST and UNDERHILL AVENUE,  UNDERHILL AVENUE between LINCOLN PLACE and EASTERN PARKWAY,  N SERVICE RD between WASHINGTON AVE and PLAZA ST E,  STERLING PLACE between UNDERHILL AVENUE and WASHINGTON AVENUE,  UNDERHILL AVENUE between STERLING PLACE and ST JOHNS PLACE",Brooklyn,8,77,Television,Episodic series,United States of America,11238
235013,Shooting Permit,07/15/2015 01:00:00 AM,07/15/2015 01:00:00 PM,07/14/2015 10:12:34 AM,"Mayor's Office of Film, Theatre & Broadcasting",CENTRAL PARK WEST between WEST   72 STREET and WEST   74 STREET,Manhattan,"64, 7","20, 22",Television,Morning Show,United States of America,"10023, 10025"
106852,Shooting Permit,06/13/2013 06:00:00 AM,06/13/2013 08:00:00 PM,06/07/2013 06:13:44 PM,"Mayor's Office of Film, Theatre & Broadcasting","HEYWARD STREET between HARRISON AVENUE and MARCY AVENUE,  MARCY AVENUE between HEYWARD STREET and LYNCH STREET,  LYNCH STREET between MARCY AVENUE and HARRISON AVENUE,  HARRISON AVENUE between LYNCH STREET and HEYWARD STREET",Brooklyn,1,90,Film,Feature,United States of America,11206
446411,Shooting Permit,10/22/2018 06:30:00 AM,10/22/2018 09:00:00 PM,10/18/2018 12:52:27 PM,"Mayor's Office of Film, Theatre & Broadcasting","MESEROLE AVENUE between DIAMOND STREET and MOULTRIE STREET,  CALYER STREET between JEWEL STREET and MOULTRIE STREET,  JEWEL STREET between CALYER STREET and GREENPOINT AVENUE,  MOULTRIE STREET between CALYER STREET and MESEROLE AVENUE,  JEWEL STREET between NORMAN AVENUE and MESEROLE AVENUE,  MOULTRIE STREET between NORMAN AVENUE and MESEROLE AVENUE,  HUMBOLDT STREET between NORMAN STREET and MOULTRIE STREET",Brooklyn,1,94,Film,Feature,United States of America,11222
446209,Shooting Permit,10/22/2018 06:00:00 AM,10/22/2018 11:00:00 PM,10/17/2018 12:09:34 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   25 STREET between 11 AVENUE and 9 AVENUE,  WEST   26 STREET between 10 AVENUE and 11 AVENUE,  WEST   24 STREET between 11 AVENUE and 10 AVENUE,  STARR AVENUE between BORDEN AVENUE and VAN DAM STREET,  REVIEW AVENUE between 29 STREET and 35 STREET,  WEST   25 STREET between 11 AVENUE and 10 AVENUE,  WEST   27 STREET between 10 AVENUE and 11 AVENUE,  11 AVENUE between WEST   25 STREET and WEST   26 STREET",Manhattan,"2, 4","10, 108",Television,Episodic series,United States of America,"10001, 10011, 11101"
496377,Shooting Permit,07/10/2019 07:00:00 AM,07/10/2019 11:00:00 PM,07/08/2019 10:17:03 AM,"Mayor's Office of Film, Theatre & Broadcasting","QUEENS PLAZA SOUTH between 21 STREET and 22 STREET,  22 STREET between QUEENS PLAZA SOUTH and 43 AVENUE",Queens,2,108,Television,Episodic series,United States of America,11101
243152,Shooting Permit,09/03/2015 08:30:00 AM,09/03/2015 09:00:00 PM,08/31/2015 11:17:22 AM,"Mayor's Office of Film, Theatre & Broadcasting","MARGARET CORBIN PLAZA between CABRINI BOULEVARD and FORT WASHINGTON AVENUE,  CABRINI BOULEVARD between MARGARET CORBIN PLAZA and WEST  190 STREET,  FORT WASHINGTON AVENUE between MARGARET CORBIN PLAZA and WEST  190 STREET,  FORT WASHINGTON AVENUE between WEST  190 STREET and WEST  187 STREET",Manhattan,12,34,Television,Episodic series,United States of America,10040
133436,Shooting Permit,12/08/2013 04:00:00 AM,12/08/2013 01:00:00 PM,12/05/2013 04:36:04 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,10036
125244,Rigging Permit,10/13/2013 10:00:00 PM,10/14/2013 01:00:00 AM,10/09/2013 05:25:17 PM,"Mayor's Office of Film, Theatre & Broadcasting","MADISON STREET between MARCY AVENUE and NOSTRAND AVENUE,  MADISON STREET between MARCY AVENUE and TOMPKINS AVENUE,  MARCY AVENUE between MONROE STREET and PUTNAM AVENUE",Brooklyn,3,79,Television,Cable-episodic,United States of America,11216
58436,Shooting Permit,05/21/2012 06:00:00 AM,05/21/2012 09:00:00 PM,05/16/2012 10:02:06 PM,"Mayor's Office of Film, Theatre & Broadcasting","5 AVENUE between EAST   64 STREET and EAST   63 STREET,  EAST   64 STREET between 5 AVENUE and MADISON AVENUE,  EAST   64 STREET between 5 AVENUE and MADISON AVENUE,  5 AVENUE between EAST   61 STREET and EAST   62 STREET,  EAST   61 STREET between 5 AVENUE and MADISON AVENUE,  WEST   58 STREET between 5 AVENUE and 6 AVENUE,  WEST   58 STREET between 5 AVENUE and 6 AVENUE,  EAST   58 STREET between 5 AVENUE and MADISON AVENUE",Manhattan,"5, 64, 8","18, 19, 22",Commercial,Commercial,United States of America,"10019, 10022, 10023, 10065"
114387,Shooting Permit,07/26/2013 06:00:00 AM,07/26/2013 11:00:00 PM,07/23/2013 12:23:20 PM,"Mayor's Office of Film, Theatre & Broadcasting","DELANCEY STREET between MANGIN STREET and LEWIS STREET,  MONROE STREET between PIKE STREET and MARKET STREET,  EAST    6 STREET between AVENUE D and FDR",Manhattan,3,"5, 7, 9",Still Photography,Not Applicable,United States of America,"10002, 10009"
68203,Shooting Permit,08/09/2012 07:00:00 AM,08/09/2012 11:59:00 PM,08/03/2012 12:18:51 PM,"Mayor's Office of Film, Theatre & Broadcasting","GREEN STREET between MCGUINNESS BOULEVARD and PROVOST STREET,  PROVOST STREET between FREEMAN STREET and GREEN STREET",Brooklyn,1,94,Television,Pilot,United States of America,11222
116921,Shooting Permit,08/09/2013 02:00:00 PM,08/09/2013 06:00:00 PM,08/08/2013 12:39:13 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,Cable-daily,United States of America,10036
446247,Shooting Permit,10/22/2018 07:00:00 AM,10/22/2018 08:30:00 PM,10/17/2018 02:00:38 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   19 STREET between PARK AVENUE SOUTH and BROADWAY,  PARK AVENUE SOUTH between EAST   18 STREET and EAST   20 STREET,  PARK AVENUE SOUTH between EAST   17 STREET and EAST   18 STREET,  EAST   19 STREET between IRVING PLACE and PARK AVENUE SOUTH,  EAST   18 STREET between PARK AVENUE SOUTH and BROADWAY,  BROADWAY between EAST   18 STREET and EAST   19 STREET,  BROADWAY between EAST   18 STREET and EAST   19 STREET",Manhattan,"5, 6",13,Television,Episodic series,United States of America,10003
175061,Shooting Permit,08/06/2014 07:00:00 AM,08/06/2014 09:00:00 PM,08/04/2014 10:51:08 AM,"Mayor's Office of Film, Theatre & Broadcasting","54 STREET between FLUSHING AVENUE and GRAND AVENUE,  FLUSHING AVENUE between 54 STREET and 54 PLACE,  FLUSHING AVENUE between 54 STREET and 55 STREET,  54 STREET between NURGE AVENUE and FLUSHING AVENUE",Queens,5,104,Television,Episodic series,United States of America,11378
98016,Shooting Permit,05/01/2013 07:00:00 AM,05/01/2013 07:00:00 PM,04/26/2013 02:49:41 PM,"Mayor's Office of Film, Theatre & Broadcasting","5 AVENUE between EAST   84 STREET and EAST   85 STREET,  5 AVENUE between EAST   83 STREET and EAST   84 STREET,  EAST   83 STREET between 5 AVENUE and MADISON AVENUE",Manhattan,"64, 8","19, 22",Still Photography,Not Applicable,United States of America,"10028, 10128"
126959,Shooting Permit,10/25/2013 07:00:00 AM,10/25/2013 09:00:00 PM,10/24/2013 03:53:22 PM,"Mayor's Office of Film, Theatre & Broadcasting","37 STREET between 34 AVENUE and 35 AVENUE,  34 AVENUE between 35 STREET and 37 STREET,  35 AVENUE between 36 STREET and 37 STREET",Queens,1,114,Television,Episodic series,United States of America,"11101, 11106"
57361,Shooting Permit,05/11/2012 06:00:00 AM,05/11/2012 08:00:00 PM,05/09/2012 01:31:24 PM,"Mayor's Office of Film, Theatre & Broadcasting",CLINTON AVENUE between MYRTLE AVENUE and PARK AVENUE,Brooklyn,2,88,Commercial,Commercial,United States of America,11205
364425,Shooting Permit,07/17/2017 06:00:00 AM,07/17/2017 09:00:00 PM,07/12/2017 02:49:33 PM,"Mayor's Office of Film, Theatre & Broadcasting","MONITOR STREET between NASSAU AVENUE and DRIGGS AVENUE,  MONITOR STREET between DRIGGS AVENUE and ENGERT AVENUE,  MONITOR STREET between ENGERT AVENUE and DRIGGS AVENUE,  DRIGGS AVENUE between MONITOR STREET and KINGSLAND AVENUE,  STARR AVENUE between BORDEN AVENUE and VAN DAM STREET,  REVIEW AVENUE between BORDEN AVENUE and VAN DAM STREET",Brooklyn,"1, 2","108, 94",Television,Episodic series,United States of America,"11101, 11222"
262911,Shooting Permit,01/18/2016 06:00:00 AM,01/18/2016 11:59:00 PM,01/13/2016 10:53:21 AM,"Mayor's Office of Film, Theatre & Broadcasting","ST NICHOLAS TERRACE between WEST  130 STREET and WEST  135 STREET,  WEST  135 STREET between ST NICHOLAS TERRACE and CONVENT AVENUE",Manhattan,9,26,Television,Episodic series,United States of America,10031
311369,Shooting Permit,09/26/2016 07:00:00 AM,09/26/2016 08:00:00 PM,09/20/2016 11:26:32 AM,"Mayor's Office of Film, Theatre & Broadcasting","EAST    5 STREET between 2 AVENUE and COOPER SQUARE,  EAST    5 STREET between 2 AVENUE and COOPER SQUARE",Manhattan,3,9,Still Photography,Not Applicable,United States of America,10003
141743,Shooting Permit,02/13/2014 07:00:00 AM,02/13/2014 09:00:00 PM,02/12/2014 11:58:22 AM,"Mayor's Office of Film, Theatre & Broadcasting","MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE,  KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE,  GREENPOINT AVENUE between NORTH HENRY STREET and RUSSELL STREET,  CALYER STREET between DIAMOND STREET and JEWEL STREET",Brooklyn,1,94,Television,Episodic series,United States of America,11222
185638,Shooting Permit,10/22/2014 06:00:00 AM,10/22/2014 10:00:00 PM,10/20/2014 12:29:56 PM,"Mayor's Office of Film, Theatre & Broadcasting","37 STREET between 34 AVENUE and 35 AVENUE,  35 AVENUE between 36 STREET and 37 STREET",Queens,1,114,Television,Made for TV/mini-series,United States of America,"11101, 11106"
382471,Shooting Permit,11/13/2017 06:00:00 AM,11/13/2017 10:00:00 PM,11/09/2017 07:37:04 AM,"Mayor's Office of Film, Theatre & Broadcasting","CONVENT AVENUE between WEST  135 STREET and WEST  133 STREET,  CONVENT AVENUE between WEST  131 STREET and WEST  130 STREET",Manhattan,9,26,WEB,Not Applicable,United States of America,"10027, 10031"
210346,Shooting Permit,03/30/2015 07:00:00 AM,03/30/2015 01:00:00 PM,03/25/2015 10:20:52 AM,"Mayor's Office of Film, Theatre & Broadcasting","83 AVENUE between KEW GARDENS ROAD and QUEENS BOULEVARD,  LEFFERTS BOULEVARD between AUSTIN STREET and KEW GARDENS ROAD,  KEW GARDENS ROAD between LEFFERTS BOULEVARD and 84 ROAD",Queens,9,102,Television,Episodic series,United States of America,11415
86047,Shooting Permit,02/15/2013 06:00:00 AM,02/15/2013 10:00:00 PM,02/05/2013 05:31:20 PM,"Mayor's Office of Film, Theatre & Broadcasting","9 AVENUE between WEST   16 STREET and WEST   18 STREET,  9 AVENUE between WEST   16 STREET and WEST   17 STREET",Manhattan,4,10,Television,Pilot,United States of America,10011
73593,Shooting Permit,10/02/2012 01:00:00 AM,10/02/2012 06:00:00 PM,09/28/2012 10:21:06 AM,"Mayor's Office of Film, Theatre & Broadcasting","UNION AVENUE between AINSLIE STREET and POWERS STREET,  EAST   21 STREET between AVENUE Z and VOORHIES AVENUE",Brooklyn,"1, 15","61, 90",Commercial,Commercial,United States of America,"11211, 11235"
