ID,CATEGORY
351821,e
248528,t
68651,t
115515,e
277714,t
72014,t
57051,b
418440,b
170407,m
153781,t
15563,m
386601,m
81947,e
232153,t
342250,e
248870,e
268881,b
282252,b
189970,e
352106,e
127179,e
220152,t
23733,m
49491,e
110724,e
337328,e
232550,e
343473,e
25384,b
231183,b
320281,e
208896,b
77902,b
123228,e
166408,b
76719,b
348702,b
149867,b
386058,e
136439,t
420799,e
128325,b
231432,b
103608,e
183266,e
362866,b
27013,e
366910,m
51628,t
165548,t
80138,b
372271,t
153109,t
230116,b
317917,b
276404,b
158746,m
354444,e
340798,b
48981,e
193116,t
209401,t
330787,b
50217,m
381540,e
223605,b
193751,e
338080,e
64283,b
86998,e
422444,b
230447,b
242871,e
422246,m
256664,t
399428,t
349372,b
186470,t
181890,t
207079,m
30310,t
11884,e
297673,b
340678,b
68524,t
258566,e
136968,t
43235,e
178191,e
218540,e
270272,e
188702,b
128669,b
157216,e
359923,b
281989,b
48670,e
351115,e
387066,b
232301,t
299078,t
1551,t
302959,t
244951,m
236325,e
142763,b
212468,b
183396,e
141575,t
416564,e
45906,e
155986,b
10655,e
398517,b
218848,e
357332,b
180028,m
370577,m
318463,t
267315,t
75137,e
185771,t
26249,t
519,b
197570,t
145609,e
87531,e
342638,e
371147,b
313308,e
35438,t
129522,t
69199,e
227512,e
312568,t
303350,t
377787,b
322329,b
316906,b
77731,t
359148,e
286697,t
263108,t
66354,b
253968,e
102333,t
128828,b
300446,e
78166,t
161397,e
266861,m
202906,e
197529,t
246339,t
54249,e
187269,e
418775,b
177652,t
244150,m
326237,m
280981,e
104522,m
215892,e
75290,e
195995,b
4886,b
237541,m
246818,e
374013,e
121967,t
300387,e
65630,e
245849,b
421079,e
391212,b
293522,m
397497,m
363274,t
210524,e
20074,e
295572,e
10970,e
216218,m
117656,t
148334,e
165987,b
56947,b
6577,e
252384,b
269389,b
339110,b
303675,e
69113,e
344788,b
359173,m
145970,e
17709,t
272283,m
388332,t
274213,e
62436,e
172300,t
17961,t
193171,t
324982,e
220238,t
73065,e
149459,b
308901,t
336861,e
367248,b
250243,b
132049,b
268643,t
56580,b
114394,e
372085,b
57462,t
143574,t
224697,t
213092,b
138374,e
376980,b
20608,m
248302,b
167167,t
61997,t
145553,e
124835,b
44112,b
365769,e
122159,t
338943,b
289678,e
43497,m
279901,e
353091,t
120749,b
14706,e
315145,b
204511,b
9859,t
65410,e
104363,e
90556,b
235493,t
206623,e
78120,t
97522,t
39857,e
280053,e
2853,e
317238,b
11853,e
345449,t
254464,e
156099,b
247112,e
228395,e
318848,t
39257,t
95516,b
412123,b
201030,t
44178,b
410717,b
147151,t
137185,t
104820,m
346970,e
382523,m
374535,b
172842,e
65648,e
399045,b
299125,t
12974,b
45792,e
98168,e
295671,e
130145,e
349237,b
357737,t
322352,b
320461,e
259002,m
150561,t
38946,t
146223,e
141320,b
93301,e
315575,b
372832,e
77462,t
288431,b
256400,e
93558,e
126734,e
303923,e
342349,e
351279,e
356947,b
262526,m
145632,e
291943,e
57056,b
102825,t
211805,m
170984,b
421650,e
57579,b
365497,e
155555,b
313645,e
293085,e
360073,t
253475,t
401906,t
161193,t
323045,b
228891,e
379746,t
1764,t
150920,e
415548,e
388415,t
121975,t
59553,e
79017,e
283990,t
7981,m
95910,b
82056,e
321429,e
341687,b
43420,e
116582,b
332338,e
269980,e
208546,b
275649,m
118954,e
217093,b
200825,t
64261,b
379007,m
95281,m
235181,b
79409,m
377974,b
24594,t
308827,t
79739,b
45621,e
300351,e
176709,b
316528,t
269017,t
136051,b
185866,b
133007,t
191067,e
26552,e
180089,m
45215,t
14183,t
155095,e
239724,e
8148,m
363176,t
178194,e
183586,e
254536,e
398117,b
214294,t
153101,t
253364,t
229835,m
30998,t
200269,b
179378,e
100939,m
67990,e
125297,b
58386,e
39126,b
99780,e
31384,t
46018,e
209514,t
38528,t
326463,m
190764,e
385403,t
122986,e
237185,e
380139,t
152362,b
370417,b
236835,e
338242,m
262187,e
171664,b
122975,e
180163,m
275072,e
112118,b
135875,m
323987,t
241029,b
231055,b
298620,t
22709,e
25509,t
404167,e
221739,e
305446,t
69783,e
399703,b
291903,e
28270,m
324826,e
46602,b
416969,e
362020,t
416764,e
103791,e
232539,e
187745,e
305458,t
219438,b
297761,b
100854,m
390061,e
201779,e
331679,t
362872,b
59596,e
243801,e
127093,e
421186,e
92763,t
230165,b
145523,e
252188,e
153457,t
153931,e
7940,m
173860,b
91270,b
363220,e
269556,b
347167,e
142941,b
378090,b
287461,e
207065,m
355020,e
371397,b
96894,t
371570,b
224138,t
255644,b
123360,e
5160,t
45184,t
282744,b
395847,e
192952,t
1463,t
289524,e
241283,b
338006,e
209302,t
396049,e
306582,t
219662,b
341820,e
104599,m
199979,b
213896,t
122570,t
69736,e
43777,b
54989,e
196746,b
108405,t
340969,b
298850,t
363930,e
298215,t
286262,b
269998,e
151452,e
2425,e
84786,t
136570,t
207807,b
334602,b
151928,b
44824,t
68104,m
385766,e
391126,b
337406,e
351255,e
217084,b
212387,b
97435,t
317755,b
419767,t
149984,b
219414,b
319167,e
414714,t
2504,e
318203,t
120347,m
43949,b
189477,t
288636,b
301911,t
167378,t
221836,e
108964,e
338075,e
371733,b
306490,t
24024,m
54408,e
69596,e
301752,b
414219,t
408318,e
317867,b
88573,t
52553,t
105278,b
166921,t
14696,e
82576,e
167633,t
343908,m
298774,b
317234,b
39612,e
9199,b
293064,e
341255,t
144749,b
243925,e
265985,e
157741,e
165237,e
98292,e
282669,b
316194,t
56783,t
217866,t
418782,b
255477,b
159448,t
271751,e
145731,e
297822,b
360970,e
74592,e
345696,t
121283,b
44520,b
279676,e
36334,e
235313,t
10776,t
251257,e
277819,t
1028,t
114411,e
221560,e
411005,b
133019,t
89779,e
145226,e
410243,b
401325,b
152638,b
176627,b
251389,e
310832,b
130922,e
411785,e
78758,e
208346,b
397153,e
61047,b
227290,t
197390,b
147229,t
415737,e
131369,e
224769,t
15757,b
329872,m
107310,e
54754,e
35126,b
221966,e
375167,e
375583,e
255060,b
293872,b
52697,t
210486,e
62819,e
1733,t
251131,e
10683,e
37620,b
321515,m
322759,b
26255,t
198974,e
116316,b
31648,e
253575,t
98051,t
73750,t
215863,e
319039,t
229963,m
75940,m
100544,m
273334,b
34760,b
183095,e
371514,b
206629,e
341296,t
116666,e
250885,t
93297,e
249622,e
16194,t
332016,t
347411,e
156981,b
311003,b
103686,e
92347,t
26904,e
149260,b
126547,e
68677,t
254640,e
1727,t
404410,e
44373,b
214921,e
180998,m
38516,t
264165,t
54297,e
186282,t
28650,b
389590,e
118996,e
173695,b
37696,b
130498,e
309779,b
102205,t
411850,e
148571,e
179777,m
38661,t
132097,b
193218,t
117814,t
356955,b
367477,b
118794,e
248178,b
400122,t
201771,e
242844,e
15062,e
179021,e
122928,t
335131,t
72269,e
129132,t
69755,e
203197,e
249694,m
23767,m
247747,m
409084,e
317383,b
321586,m
147827,e
73882,t
195852,m
321463,e
53183,e
412310,b
299970,e
36575,e
248759,t
209021,t
365527,e
31457,t
383079,b
297457,b
167811,t
275434,m
304832,m
199003,e
72466,b
259891,t
359675,b
413119,t
107322,e
147142,t
155739,b
291397,t
355328,e
146981,b
101349,b
323932,t
9240,b
367554,b
289019,t
116528,t
318974,t
285311,e
300026,e
4296,b
24288,b
321591,m
408503,e
222043,e
255729,b
341800,e
198750,e
319452,e
207163,m
170805,b
337622,e
242642,e
222816,e
115719,e
403011,e
402469,t
369895,e
103542,e
403034,e
243796,e
378212,t
28190,m
306145,b
36194,e
328149,t
22329,e
349438,b
265023,e
11526,e
61996,t
130914,e
390287,e
366856,m
206281,e
223178,m
27524,e
331179,t
195152,b
35676,b
408948,t
63149,e
154672,e
413025,b
174390,t
295143,b
235015,b
259877,t
330320,b
311738,t
71672,b
352950,m
503,b
346194,e
262724,m
54911,e
212121,b
101730,b
383314,b
175323,e
390273,e
52001,t
24710,b
295183,t
200462,b
56827,b
271904,e
12622,e
221085,e
224863,e
114907,e
42838,e
53503,e
69380,e
121264,b
13703,t
88258,t
50650,b
416793,e
414449,t
409221,e
254299,e
218061,e
205271,b
298316,e
103453,e
210678,e
194113,e
155904,b
179745,m
15548,m
413190,b
200017,b
404467,e
17733,t
398486,b
83123,e
415961,e
110273,t
352896,m
274303,e
116328,b
27488,e
374216,e
146186,e
199387,e
4665,b
276171,b
421549,e
208633,b
100435,t
116518,b
275100,e
159611,b
41250,b
296246,e
185311,b
148572,e
299955,e
364821,t
308532,b
372944,e
62591,e
287931,e
9141,b
289091,e
350146,t
265015,e
291504,t
228262,e
68523,t
277673,b
365795,e
52918,t
370241,e
373327,e
220108,b
257828,e
338880,b
333942,m
362639,e
161717,e
311330,b
186222,t
176963,t
352153,e
159872,b
216553,m
267542,b
409474,m
147245,t
42650,e
245442,b
344248,b
236598,e
31422,t
173038,e
252929,b
256339,t
34930,b
17766,t
328790,e
375139,e
69702,e
194544,e
160510,b
39483,t
346478,e
270145,e
171972,t
277291,b
244702,m
311453,t
102633,m
76390,m
330266,b
364287,b
186676,t
281071,e
248609,t
327745,t
65622,e
23798,m
48690,t
540,b
365697,e
15378,t
108039,t
299319,e
323849,t
306886,t
195767,t
276795,b
114555,e
322066,b
209111,t
303106,t
95678,b
42948,e
210666,e
236469,e
308772,b
349710,t
267982,b
352878,m
153423,t
276019,b
222963,m
376168,e
300933,m
418809,b
196254,b
184181,m
402381,t
196214,b
311211,b
130003,e
405974,b
99679,e
152032,m
346388,e
409100,e
11162,e
258205,e
325162,e
377489,b
171152,b
131768,m
150205,t
144242,e
259729,b
215801,e
373081,e
375625,e
80526,b
6651,e
129550,t
299350,e
114881,e
315045,b
229996,m
54344,e
305428,t
123002,e
65328,e
244077,e
104683,t
26689,e
71666,t
64269,b
421527,e
89322,e
129918,e
88218,t
247257,e
118411,e
165405,e
336565,e
338719,b
354985,e
150553,t
413401,t
99013,e
84555,t
359125,e
27875,e
140743,e
79486,m
347794,m
28387,m
147149,t
3738,e
396853,e
319109,t
24052,m
37992,b
219517,b
197308,b
250083,b
398742,b
326759,b
284657,e
278216,e
280175,e
84085,b
66374,b
340389,t
272759,b
175484,e
67185,e
392298,t
400193,m
187710,e
376536,m
242978,e
127312,e
77739,t
15817,b
372605,t
212148,e
172289,t
361607,m
116768,b
89105,e
4205,e
59171,e
251334,e
258146,e
175904,e
377626,b
229051,e
145019,t
249609,e
413945,b
238980,t
131500,e
321419,e
2486,e
372575,t
57663,t
332680,e
244428,m
73774,t
335754,t
364352,b
267788,b
350170,e
202513,e
272726,b
231852,t
127192,e
175210,e
350010,t
149894,b
7059,e
228985,e
373030,e
402730,t
197351,t
285286,e
95555,b
394443,b
88299,t
396045,e
120998,e
103822,e
252563,t
192587,b
59075,e
132591,b
6339,e
411994,e
52715,t
273256,b
27792,e
193026,t
45528,e
75444,e
341757,e
411906,e
206892,e
384392,b
8644,b
311919,t
230001,m
182214,e
248088,m
39408,b
135857,m
389623,e
129530,t
14022,t
282799,b
394564,t
158372,m
55775,m
634,b
187385,e
163490,b
92687,t
305718,b
23666,e
151017,e
300886,m
245683,b
143728,e
158297,m
268822,b
125783,t
11360,e
3934,e
272151,m
235406,t
286370,t
421937,e
151801,e
249188,e
155486,b
280007,e
224161,t
303208,t
225220,b
338289,t
308392,b
390936,b
363474,e
266585,m
261270,e
252180,e
128009,b
269694,t
95068,m
353329,b
143080,b
132726,b
50816,b
269947,e
365110,t
94831,e
311952,t
421247,e
391189,b
191462,b
80850,b
143565,t
120573,b
342650,e
91019,b
208664,b
248543,t
356020,m
383463,b
278921,e
316143,t
323523,t
252701,t
260793,t
193561,t
4173,e
151160,e
45160,t
146681,b
69148,e
80517,b
407497,t
120639,b
177560,t
240723,e
166202,b
197017,b
371844,b
85983,m
192489,b
139778,t
18685,e
227877,e
207096,m
223336,m
125991,t
388085,t
298433,b
266921,e
134026,t
294059,t
37954,b
83516,m
239667,t
364786,t
105615,t
134239,e
134024,t
17532,t
316259,b
85194,t
291463,t
285593,m
111475,e
114358,e
252346,m
131311,e
273897,t
297925,b
155524,b
109787,t
57314,t
3323,e
121293,b
391858,t
377125,b
277385,b
3711,e
400400,t
300523,e
422601,m
234372,b
380433,t
260737,t
276554,b
135156,e
254860,m
119112,e
297365,b
258606,e
47703,t
219118,b
244837,m
52698,t
58007,b
388122,t
139407,b
79779,b
320250,e
294494,b
67756,e
371383,b
380033,b
122559,t
121795,b
152597,b
179027,e
45340,t
195554,m
269093,t
374994,b
225770,t
125689,t
125860,t
240602,e
56933,b
379031,m
70570,b
58708,e
324983,e
43506,m
72704,e
92520,t
300210,e
226642,t
291952,e
378629,t
164764,t
247020,e
250314,b
25678,t
130323,t
308004,b
172272,t
109086,e
376199,e
410078,t
202732,e
418003,b
215813,e
362518,e
258829,m
246093,t
73689,t
189513,t
146562,b
231938,t
9385,b
350663,t
234293,b
366037,e
404398,e
224109,t
41094,m
273342,b
184822,b
86100,e
147782,e
393862,b
235687,t
323172,e
385663,e
161084,t
72043,t
26166,t
165242,e
395046,t
376210,e
308768,b
340932,b
96761,b
170276,m
237495,m
13782,t
378621,t
70054,m
96157,b
272190,m
401256,b
374169,e
175225,e
220275,e
330666,t
99607,e
39844,e
175387,e
384512,t
383663,b
69664,e
199421,e
68048,m
261691,e
296530,e
236499,e
34274,e
344527,b
187900,m
383416,b
113050,t
307073,t
60422,b
248897,e
48551,t
369919,e
125354,b
417512,b
275154,e
155724,b
237143,e
401299,b
50467,b
286039,b
59201,e
307868,b
140131,e
323465,t
152215,b
294009,t
352105,t
199172,e
238547,b
64495,b
421617,e
165831,b
341211,t
21084,b
140667,e
195449,e
241563,t
415636,e
34100,m
87224,m
75388,e
206553,e
103743,e
251717,e
74078,t
313346,e
274688,e
385970,e
240757,b
77899,t
130778,e
112765,t
101236,b
406500,b
113896,t
18993,b
343623,m
397070,e
205921,e
292980,e
335469,t
22033,t
9976,t
251235,e
69338,e
408264,e
114309,e
62054,t
303498,t
175099,e
159053,b
103768,e
332919,e
291621,t
232347,e
181466,t
415345,e
22536,e
352833,m
125517,t
5009,b
108915,m
259822,t
290250,b
416699,e
305665,b
379101,m
137770,e
19162,e
71092,b
63315,e
42997,e
52691,t
320228,e
313434,e
265229,e
263588,b
255770,b
393323,b
213836,t
209652,t
101676,b
241687,e
378776,t
103996,e
398151,b
85464,t
223813,b
160566,t
216297,m
246643,t
174975,e
147584,e
277584,t
210495,e
31513,t
64321,b
398033,m
1568,t
68036,m
309635,t
266837,t
256504,t
34251,e
237902,b
200123,b
119540,e
199791,m
414143,t
243540,e
163351,b
397897,m
39821,e
415194,e
135556,e
58493,e
274063,t
21775,t
246282,b
199005,e
174748,t
143774,e
361218,e
26158,t
158981,e
90094,e
371355,t
262264,e
224224,b
178445,e
63445,m
83098,e
106400,e
212842,b
140080,t
94746,e
410852,b
243684,e
230240,b
220443,b
366840,m
32346,e
342617,e
3566,e
209501,t
14300,e
141248,b
156228,b
98701,e
92488,t
411795,e
79021,e
286839,t
415462,e
384790,t
84733,t
216951,b
53177,e
115371,e
391426,b
53532,e
73736,t
218266,e
92496,t
335182,t
421485,e
418957,t
420669,e
114311,e
50464,b
25804,t
260043,t
416216,e
65034,t
342297,e
15983,b
176661,b
6682,e
292788,e
376887,b
298073,b
375028,e
249748,m
324455,e
193887,m
64633,t
412761,b
277872,t
395926,e
34231,m
86201,e
155342,m
78304,t
143467,t
389079,e
162512,e
415202,e
161937,b
212402,b
242323,e
40553,e
249163,e
266380,t
124017,e
107580,m
349249,b
243122,e
264316,t
275968,b
194829,e
393495,b
24448,b
262531,m
236002,t
94355,e
310731,b
305096,b
219850,b
270066,e
241581,t
72863,e
206477,e
259137,m
118915,e
234396,b
229993,m
394019,b
31143,t
261592,e
202612,e
320457,e
79451,m
289153,e
172293,t
183986,m
113743,t
356329,m
313045,e
132095,b
229866,m
303817,e
237155,e
198800,e
46388,m
219330,b
351943,e
135503,e
260357,t
152755,b
186013,t
228835,e
359894,b
149758,b
151149,e
346430,e
308460,b
131925,b
404736,m
124317,e
252478,m
226572,t
291270,t
328688,e
195086,e
404274,e
349103,b
175850,e
77110,b
123986,b
137667,e
390977,b
248525,t
413659,t
220580,t
314314,m
135455,e
18892,e
330594,t
107066,e
300942,m
342817,e
369270,e
99543,e
226147,b
54871,e
245497,b
366362,e
272392,m
76904,t
404157,e
48215,t
222563,e
174625,t
382763,m
133865,t
46227,e
84734,t
155805,b
96896,t
294869,t
403472,e
253326,t
407343,t
268722,t
219325,b
378805,t
132012,b
10339,t
257550,e
98074,t
524,b
339096,b
237450,m
335004,b
163842,t
264105,t
45479,t
343598,m
344738,b
211276,e
148715,m
400203,m
262940,b
199483,e
158942,b
397885,m
203072,e
224451,t
394722,t
334698,b
267556,b
167528,t
6515,e
327737,t
363906,e
67391,e
79437,m
48329,t
347739,m
78556,e
282019,b
275733,b
317162,b
103229,e
248800,t
361950,b
257558,e
74576,e
281974,b
162000,e
107550,m
18702,e
128855,b
64845,t
313814,e
345704,t
235260,b
13331,e
294138,b
264119,t
222191,e
162895,b
36777,e
346949,e
92613,t
49659,e
145988,e
381205,e
36837,e
396525,e
254748,e
274469,e
333951,m
348419,b
207474,m
357074,b
238692,b
79166,e
269122,t
290564,b
295649,e
319642,e
295943,e
279798,e
142434,e
399267,t
67980,m
344777,b
329171,e
198806,e
297472,b
330097,b
315407,b
215856,e
276883,b
325924,m
76624,b
69237,e
199319,e
67473,e
242094,t
236701,e
271917,e
168868,e
260367,t
71348,t
392237,t
360793,e
108040,t
332269,e
257730,e
301696,b
365584,e
218923,e
333449,e
99972,b
51224,b
318315,t
265644,e
383497,b
107159,e
52468,t
110105,t
5571,t
275344,e
310233,b
16995,t
278845,t
330686,t
301719,b
92590,t
154631,e
154269,e
380897,e
290492,b
182906,e
401573,b
177044,t
204146,b
66073,b
330107,b
368990,e
248367,t
105957,t
306768,t
83307,e
339203,b
368285,t
355324,e
220261,t
401321,b
294387,b
10747,e
123894,e
39077,t
63092,e
347051,e
364371,b
168481,e
109132,e
89115,e
187253,e
13779,t
204533,b
44557,b
118809,e
338166,e
20236,m
316541,t
36527,e
148660,m
14143,t
110491,e
167399,t
181732,t
297053,b
159717,b
100427,m
304414,e
370600,m
332144,e
27853,e
35072,b
156706,t
267005,b
296110,e
54063,e
161232,e
398743,b
411064,e
125563,t
387188,b
386392,e
260056,t
411558,e
298874,t
345456,t
196280,b
106472,e
309387,t
158767,m
145657,e
315552,b
236971,e
242450,e
30181,b
303946,e
11973,e
233659,e
168963,e
76618,b
161108,t
186681,t
367910,t
387087,b
14895,e
418928,t
73084,e
103668,e
381525,e
115569,e
122474,t
194317,e
261783,e
410796,b
266609,b
119200,e
186684,t
204275,b
76114,m
38785,b
419933,t
274576,e
60243,b
369086,e
173515,e
38292,b
109177,e
2174,e
143112,b
179582,m
283437,t
403007,e
268846,b
82775,e
90313,m
334611,b
397864,t
190271,e
354326,t
332279,e
331939,t
323981,t
122954,e
65747,e
233865,m
212595,b
348770,b
152147,m
45122,t
27102,e
365568,e
299150,t
277227,b
78959,e
355816,e
245229,b
344285,b
322507,b
97023,t
111979,b
397007,e
414123,t
356109,m
273629,t
270998,e
342398,e
253102,t
30769,t
51044,b
192096,b
390622,m
97839,b
308266,b
410441,b
254822,m
225687,b
273396,e
113191,t
306225,b
168684,e
86318,e
374772,b
264361,t
42111,t
325995,m
170967,b
64824,t
306058,b
252392,m
78903,e
262432,m
355354,e
233757,e
61577,t
356757,b
142567,e
203008,e
230226,b
143844,e
401820,t
314221,m
315083,b
159385,b
417768,b
36256,e
257169,b
393701,b
78188,t
249984,b
182280,e
378590,t
106533,e
180291,b
132738,b
130491,e
59903,b
291263,t
28764,b
393863,b
253819,t
281936,b
374249,e
87730,b
408498,e
365166,e
230994,b
114975,e
373469,e
337985,e
369285,e
120342,m
130873,t
252162,e
275404,e
121703,b
244515,m
78992,e
311405,b
79260,e
231929,t
249614,e
24877,b
369863,e
134246,e
195389,e
238021,b
178690,e
122636,t
326811,b
216598,m
218876,e
27286,e
197244,b
364084,m
66138,b
316075,t
108531,t
87534,b
322761,b
337281,e
357606,t
157645,e
259843,t
9227,t
236136,e
317856,b
382667,t
144906,b
52903,t
417757,b
168341,e
117578,t
282497,b
217202,b
317839,b
97461,t
281011,e
241750,t
13562,e
412802,b
179894,m
410004,b
405746,b
400749,m
236181,e
61668,t
41996,t
253500,b
6553,e
171285,b
260693,t
30635,t
97824,t
47248,b
322216,b
170375,m
150699,e
106049,t
194865,b
143309,t
358995,e
101448,b
199427,e
412906,b
338805,b
165928,b
361756,b
66743,t
242715,e
415308,e
286543,t
233913,b
195184,e
357243,b
101412,b
292109,e
301280,m
358079,e
358197,e
9549,t
244309,m
371245,b
167943,t
396406,e
305670,b
397920,m
31119,t
34473,m
348714,b
360441,t
259287,b
280423,e
81482,t
277550,b
14315,e
371680,b
227491,t
347701,e
304238,e
328332,t
2114,t
236895,e
172019,t
161707,e
311945,t
334933,b
171059,b
328987,e
373770,e
308238,b
106103,t
415486,e
34762,b
274256,e
386114,e
293701,m
71285,t
174110,t
5808,t
302812,t
415289,e
62766,e
338181,m
391956,t
179459,e
141207,b
125200,b
417967,b
313225,e
275330,e
167860,t
137293,t
132270,b
290553,b
343114,e
213157,b
65524,e
350368,t
179277,e
150004,b
98798,e
135693,m
138839,e
234343,b
184054,e
160366,t
99807,e
412648,b
37379,b
30387,t
279596,e
200262,b
61086,b
186075,t
100619,m
307043,t
76180,m
153588,t
385781,e
99936,b
2250,e
160197,t
243106,e
319615,e
22412,e
179841,e
261008,e
413409,t
206381,e
99778,e
88697,t
84355,b
139070,e
257711,e
421260,e
62484,e
329880,m
332627,e
45501,e
283771,t
251308,e
14576,e
308061,b
345663,t
159675,b
354293,t
216225,m
355414,e
391314,t
85792,e
283634,t
193415,t
45425,t
62527,e
234768,b
57754,b
227015,t
39054,t
38426,t
219217,m
82864,e
133069,t
371536,b
175292,e
180430,b
208394,b
255049,b
84949,t
34417,m
22865,e
130536,e
266069,e
410187,b
7877,m
50946,b
306104,b
394481,b
134769,e
125172,b
316319,t
246482,t
24036,m
213231,b
188715,b
351713,e
64398,b
97427,b
185507,b
401563,b
115963,e
179125,e
62768,e
28435,m
367769,b
271191,e
219466,b
355167,e
309285,t
373554,e
393349,b
116625,b
341249,t
413491,t
387657,b
226081,b
166578,b
271195,e
281254,e
315210,b
24855,b
105213,b
128297,b
320423,e
413226,b
102615,t
23016,e
402838,e
400277,e
217973,t
208806,t
118522,e
201936,e
74944,e
363197,t
50989,b
149677,b
172939,e
175591,e
389780,e
209043,t
329902,m
331425,t
252589,t
267547,b
3685,e
312449,t
289692,e
248899,e
5362,b
392224,t
422531,m
60688,b
294524,b
397380,e
366792,m
288858,t
422833,m
160786,t
328216,t
11458,e
132556,b
390055,e
371003,m
140424,e
387547,b
171304,b
293409,e
287125,t
251969,e
60053,t
76858,t
55687,m
74035,t
81162,b
411909,e
282365,b
255122,b
146259,e
55838,m
62618,e
390046,e
239617,t
379562,t
214611,t
44385,b
178607,e
165485,e
418159,b
264803,t
73743,t
305826,b
328505,e
195977,t
248068,b
131108,e
392331,t
325721,e
133870,t
281635,m
54894,e
31662,e
130531,e
203020,e
162569,e
244944,m
243807,e
22354,e
26207,b
150597,t
272373,m
415586,e
252152,e
271219,e
267360,b
220679,t
108721,e
273986,t
372162,t
407953,e
406307,b
247792,m
346625,e
126955,e
181206,t
348674,b
420119,t
209150,t
155457,b
4386,b
31683,t
50220,m
94380,e
396389,e
400498,m
283294,t
350942,e
322375,b
159069,b
379479,m
220193,t
376215,e
324758,e
415439,e
118474,e
363325,e
401115,b
179418,e
219659,b
279525,e
6351,e
136453,b
285492,m
228401,e
418930,t
40042,e
180654,b
37768,b
243140,e
14043,t
348002,b
71190,b
184232,m
293959,t
179570,m
102652,t
138745,e
416998,e
235326,t
123653,e
386660,m
283670,t
405792,b
97651,t
243620,e
51749,b
255497,b
363342,e
27754,e
129345,t
149304,b
202238,e
191519,b
76402,m
40175,e
235937,t
246010,t
303647,e
375143,t
383541,b
177224,t
186435,t
227713,e
205157,t
326340,b
288131,e
362102,t
215789,e
45074,t
114251,e
100368,m
67253,e
14169,t
57768,t
312165,t
134112,e
159150,b
164042,b
182483,e
82333,e
377182,b
236385,e
327708,t
285922,b
402499,t
286243,b
200170,b
135321,e
148596,e
67160,e
302094,b
13371,b
85314,t
375999,e
136996,t
169669,e
117466,t
293339,e
262,b
286574,t
282481,b
216985,b
201787,e
11858,e
332155,e
267924,b
262145,e
75012,e
334490,b
6770,e
361977,t
114127,e
109005,e
71933,t
316993,b
144755,b
226688,t
129012,b
335768,t
324417,e
276981,b
99651,e
306425,b
289867,m
127932,b
285854,m
214260,t
339019,b
293814,b
305314,t
402590,t
22809,e
300876,m
202239,e
164619,t
4302,b
205248,t
342290,e
159486,b
202136,e
288941,t
388618,t
121313,b
190106,e
320182,e
403377,e
136409,b
129857,e
57826,t
244821,m
260659,t
59556,e
354175,t
198834,e
135287,e
367723,b
199572,m
15358,m
237449,m
288014,e
348234,m
46979,b
341150,t
270340,e
287569,e
163288,b
61366,t
394235,b
106638,e
8697,b
9091,b
15761,b
286617,t
147410,t
55106,e
310901,b
335056,b
87328,b
213561,t
292917,e
144110,e
184125,m
186785,e
324380,e
185374,b
109426,e
347706,e
108078,t
371704,e
362037,e
84221,b
121913,t
299363,e
297752,b
50569,b
397056,e
76845,b
127674,m
296629,e
58748,e
82984,e
307181,t
287777,e
334632,b
399488,t
389601,e
422141,e
173077,e
370994,m
251440,e
321654,m
63978,b
375857,e
248022,b
95908,b
364501,b
180061,m
420072,t
196910,b
102767,t
262302,e
29698,t
124598,b
345560,b
114812,e
416715,e
322726,b
293827,b
162687,m
88889,e
46552,m
17740,t
36844,e
201668,t
270259,e
80062,t
58650,e
14635,e
176148,b
178366,e
379840,t
277101,b
371247,b
158993,b
285315,e
322852,b
220377,t
329637,e
354586,e
271465,e
98988,e
328711,e
403543,e
114360,e
45081,t
352790,m
243821,e
236615,e
139478,b
29246,b
360088,t
77938,b
221672,e
330106,b
412994,b
306540,t
401291,b
32311,e
114565,e
363270,t
144086,e
287483,e
417030,e
48814,t
359910,b
173483,b
134080,e
31963,e
293880,b
57700,t
26046,t
264755,t
143994,e
11871,e
51777,b
397082,e
309090,e
361149,e
292854,b
383362,b
275981,b
350290,t
60308,b
76325,m
109990,t
159096,b
3429,e
111959,t
154527,b
35457,b
162270,e
125509,t
28448,e
110075,t
68981,t
21762,e
224159,t
357540,b
31389,t
28736,b
274788,e
228920,e
612,b
10926,e
73404,t
40482,e
337948,e
33138,t
22590,e
408128,e
229777,m
283590,t
114171,e
122990,e
161254,e
180791,t
368061,t
258736,e
314977,b
37487,b
119184,e
129594,e
298475,t
6190,t
275117,e
380286,t
147051,b
226928,t
31901,e
157517,e
54084,e
129419,t
317020,b
225428,b
122153,t
118282,t
241975,t
421885,e
357177,b
294469,b
117217,b
196486,b
364267,b
220276,t
41396,b
304307,e
72998,t
221357,e
355041,e
161512,e
326781,b
124873,b
394931,t
357672,t
412944,b
5686,t
389106,e
420214,e
80581,b
163461,b
41309,b
162858,m
222749,e
214290,t
316779,e
358441,e
228993,e
334959,b
60831,b
361650,m
289415,e
330696,t
345438,t
395792,e
415323,e
32441,e
101150,b
145039,t
408356,e
107318,e
400817,b
16407,t
339994,b
378576,t
413322,t
295707,e
234000,m
88286,t
125280,b
295177,t
194178,e
1347,t
64601,t
226911,t
253216,t
139085,m
21066,b
271475,e
395810,e
46183,e
16608,b
82746,e
63668,m
185472,b
8043,m
170897,b
130416,e
398875,b
263297,b
296291,e
235669,t
309827,t
237524,m
260083,t
342643,e
261846,e
373655,e
198585,e
