district,stop_time,is_arrested,fine_grained_location,stop_date,county_name,out_of_state,search_type,id,driver_race_raw,driver_race,police_department,stop_outcome,driver_age,stop_duration,search_conducted,state,county_fips,search_type_raw,driver_age_raw,contraband_found,driver_gender,violation_raw,violation,drugs_related_stop,location_raw
Zone K2,06:45,False,,2005-10-01,,False,,RI-2005-00191,B,Black,900,Citation,26.0,0-15 Min,False,RI,,,1979.0,False,M,Speeding,Speeding,False,Zone K2
Zone X1,13:10,False,,2006-02-08,,True,,RI-2006-06755,W,White,0,Citation,25.0,16-30 Min,False,RI,,,1981.0,False,M,Speeding,Speeding,False,Zone X1
Zone X4,18:10,False,,2006-04-29,,True,,RI-2006-19736,W,White,500,Citation,62.0,0-15 Min,False,RI,,,1944.0,False,M,Speeding,Speeding,False,Zone X4
Zone X4,06:00,False,,2006-02-13,,False,,RI-2006-07366,W,White,500,N/D,28.0,0-15 Min,False,RI,,,1978.0,False,M,Equipment/Inspection Violation,Equipment,False,Zone X4
Zone X4,00:20,False,,2006-03-01,,True,,RI-2006-09792,B,Black,500,Citation,22.0,0-15 Min,False,RI,,,1984.0,False,M,Speeding,Speeding,False,Zone X4
Zone X4,22:55,False,,2006-03-31,,False,,RI-2006-14847,W,White,500,Citation,28.0,0-15 Min,False,RI,,,1978.0,False,M,Speeding,Speeding,False,Zone X4
Zone X4,19:25,False,,2005-11-26,,True,,RI-2005-09131,W,White,500,Citation,17.0,0-15 Min,False,RI,,,1988.0,False,M,Speeding,Speeding,False,Zone X4
Zone K3,11:50,False,,2006-04-18,,False,,RI-2006-17757,W,White,300,Citation,37.0,16-30 Min,False,RI,,,1969.0,False,F,Speeding,Speeding,False,Zone K3
Zone K2,01:20,False,,2005-11-16,,True,,RI-2005-07505,I,Asian,900,Citation,22.0,0-15 Min,False,RI,,,1983.0,False,M,Speeding,Speeding,False,Zone K2
Zone K2,11:18,False,,2006-03-24,,False,,RI-2006-13766,B,Black,203,N/D,25.0,0-15 Min,False,RI,,,1981.0,False,F,Equipment/Inspection Violation,Equipment,False,Zone K2
Zone X4,02:23,False,,2006-01-15,,True,,RI-2006-02502,B,Black,500,Citation,28.0,0-15 Min,False,RI,,,1978.0,False,M,Other Traffic Violation,Moving violation,False,Zone X4
Zone K2,09:28,False,,2006-03-18,,False,,RI-2006-12530,W,White,900,Citation,48.0,0-15 Min,False,RI,,,1958.0,False,F,Speeding,Speeding,False,Zone K2
Zone X4,08:15,False,,2006-02-09,,False,,RI-2006-06841,I,Asian,500,Citation,38.0,0-15 Min,False,RI,,,1968.0,False,F,Speeding,Speeding,False,Zone X4
Zone X4,20:50,False,,2005-11-23,,False,,RI-2005-08654,W,White,500,Citation,19.0,0-15 Min,False,RI,,,1986.0,False,F,Speeding,Speeding,False,Zone X4
Zone K1,09:10,False,,2005-10-30,,True,,RI-2005-04444,W,White,600,Citation,53.0,0-15 Min,False,RI,,,1952.0,False,F,Speeding,Speeding,False,Zone K1
Zone X4,01:30,False,,2006-05-27,,False,,RI-2006-23830,H,Hispanic,500,Citation,25.0,0-15 Min,False,RI,,,1981.0,False,M,Speeding,Speeding,False,Zone X4
Zone K3,16:10,False,,2006-03-16,,False,,RI-2006-12300,W,White,300,Citation,30.0,16-30 Min,False,RI,,,1976.0,False,F,Speeding,Speeding,False,Zone K3
Zone X4,11:41,False,,2006-05-27,,False,,RI-2006-23962,W,White,600,Warning,29.0,0-15 Min,False,RI,,,1977.0,False,M,Equipment/Inspection Violation,Equipment,False,Zone X4
Zone K3,20:18,,,2005-12-30,,,,RI-2005-13835,,,300,,,,False,RI,,,,False,,,,False,Zone K3
Zone K3,16:00,False,,2006-02-26,,True,,RI-2006-09427,W,White,300,Citation,45.0,16-30 Min,False,RI,,,1961.0,False,F,Speeding,Speeding,False,Zone K3
Zone K3,09:35,False,,2006-01-09,,True,,RI-2006-01355,W,White,300,Citation,50.0,16-30 Min,False,RI,,,1956.0,False,F,Speeding,Speeding,False,Zone K3
Zone K3,03:05,False,,2006-05-12,,False,,RI-2006-21506,W,White,300,Citation,44.0,0-15 Min,False,RI,,,1962.0,False,M,Speeding,Speeding,False,Zone K3
Zone X4,08:25,False,,2006-02-08,,False,,RI-2006-06721,W,White,500,Citation,29.0,0-15 Min,False,RI,,,1977.0,False,M,Speeding,Speeding,False,Zone X4
Zone X4,11:15,False,,2006-04-21,,False,,RI-2006-18224,W,White,500,Citation,19.0,0-15 Min,False,RI,,,1987.0,False,M,Speeding,Speeding,False,Zone X4
Zone X1,00:50,False,,2006-05-28,,False,,RI-2006-24081,W,White,000,Citation,45.0,0-15 Min,False,RI,,,1961.0,False,M,Speeding,Speeding,False,Zone X1
Zone X4,23:25,True,,2006-03-31,,False,,RI-2006-14855,B,Black,500,Arrest Passenger,20.0,0-15 Min,False,RI,,,1986.0,False,M,Speeding,Speeding,False,Zone X4
Zone K3,15:50,False,,2006-05-07,,False,,RI-2006-20954,W,White,300,Citation,49.0,0-15 Min,False,RI,,,1957.0,False,M,Other Traffic Violation,Moving violation,False,Zone K3
Zone K3,22:10,False,,2005-11-27,,False,,RI-2005-09396,W,White,300,Citation,44.0,0-15 Min,False,RI,,,1961.0,False,M,Speeding,Speeding,False,Zone K3
Zone K1,14:41,False,,2005-12-27,,False,,RI-2005-13401,W,White,600,Citation,51.0,0-15 Min,False,RI,,,1954.0,False,M,Speeding,Speeding,False,Zone K1
Zone K1,19:34,False,,2005-10-26,,True,,RI-2005-03790,W,White,600,Citation,25.0,0-15 Min,False,RI,,,1980.0,False,M,Speeding,Speeding,False,Zone K1
Zone K1,16:20,False,,2006-02-21,,False,,RI-2006-08760,B,Black,600,N/D,35.0,0-15 Min,False,RI,,,1971.0,False,M,Speeding,Speeding,False,Zone K1
Zone K2,01:50,False,,2006-05-17,,False,,RI-2006-22041,B,Black,900,Citation,26.0,0-15 Min,False,RI,,,1980.0,False,M,Speeding,Speeding,False,Zone K2
Zone K1,23:30,False,,2006-03-29,,False,,RI-2006-14554,W,White,600,Citation,23.0,0-15 Min,False,RI,,,1983.0,False,M,Speeding,Speeding,False,Zone K1
Zone K2,09:55,False,,2006-04-23,,False,,RI-2006-18563,W,White,900,Citation,44.0,0-15 Min,False,RI,,,1962.0,False,M,Speeding,Speeding,False,Zone K2
Zone K3,14:02,False,,2006-03-07,,False,,RI-2006-10744,W,White,300,Citation,28.0,0-15 Min,False,RI,,,1978.0,False,F,Speeding,Speeding,False,Zone K3
Zone K1,20:37,False,,2005-10-19,,False,,RI-2005-02687,W,White,600,Citation,17.0,0-15 Min,False,RI,,,1988.0,False,M,Other Traffic Violation,Moving violation,False,Zone K1
Zone X4,19:30,False,,2005-11-18,,False,,RI-2005-07913,W,White,500,Citation,49.0,0-15 Min,False,RI,,,1956.0,False,F,Speeding,Speeding,False,Zone X4
Zone K1,23:45,False,,2005-11-27,,True,,RI-2005-09408,W,White,600,Citation,20.0,0-15 Min,False,RI,,,1985.0,False,F,Speeding,Speeding,False,Zone K1
Zone K1,09:20,False,,2005-10-04,,False,,RI-2005-00633,W,White,600,Citation,40.0,0-15 Min,False,RI,,,1965.0,False,F,Speeding,Speeding,False,Zone K1
Zone X4,14:10,False,,2006-01-24,,False,,RI-2006-04266,B,Black,500,Citation,43.0,0-15 Min,False,RI,,,1963.0,False,M,Speeding,Speeding,False,Zone X4
Zone K3,22:45,False,,2006-02-20,,False,,RI-2006-08610,W,White,300,Citation,19.0,0-15 Min,False,RI,,,1987.0,False,M,Other Traffic Violation,Moving violation,False,Zone K3
Zone K3,06:35,False,,2006-04-22,,True,,RI-2006-18372,B,Black,300,Citation,56.0,0-15 Min,False,RI,,,1950.0,False,M,Speeding,Speeding,False,Zone K3
Zone X4,07:10,False,,2006-03-08,,False,,RI-2006-10837,W,White,500,Citation,25.0,16-30 Min,False,RI,,,1981.0,False,M,Speeding,Speeding,False,Zone X4
Zone K3,11:57,False,,2006-01-20,,True,,RI-2006-03515,W,White,300,Citation,56.0,0-15 Min,False,RI,,,1950.0,False,M,Speeding,Speeding,False,Zone K3
Zone K3,16:35,False,,2005-10-29,,False,,RI-2005-04337,W,White,300,Citation,28.0,0-15 Min,False,RI,,,1977.0,False,F,Speeding,Speeding,False,Zone K3
Zone K3,08:10,False,,2006-02-27,,False,,RI-2006-09512,W,White,300,Citation,22.0,0-15 Min,False,RI,,,1984.0,False,M,Speeding,Speeding,False,Zone K3
Zone K3,23:45,False,,2005-10-22,,False,,RI-2005-03230,W,White,300,Citation,20.0,0-15 Min,False,RI,,,1985.0,False,M,Equipment/Inspection Violation,Equipment,False,Zone K3
Zone X4,07:10,False,,2006-03-06,,False,,RI-2006-10443,W,White,500,Citation,26.0,0-15 Min,False,RI,,,1980.0,False,M,Speeding,Speeding,False,Zone X4
Zone X4,00:50,False,,2005-10-20,,False,,RI-2005-02720,W,White,500,Citation,19.0,0-15 Min,False,RI,,,1986.0,False,M,Speeding,Speeding,False,Zone X4
Zone K2,09:35,False,,2006-05-06,,True,,RI-2006-20759,W,White,900,Citation,24.0,0-15 Min,False,RI,,,1982.0,False,F,Speeding,Speeding,False,Zone K2
Zone X4,10:50,False,,2005-11-15,,False,,RI-2005-07389,W,White,500,Citation,42.0,0-15 Min,False,RI,,,1963.0,False,F,Other Traffic Violation,Moving violation,False,Zone X4
Zone K2,06:50,True,,2005-12-08,,False,Protective Frisk,RI-2005-10915,W,White,300,Arrest Driver,21.0,16-30 Min,True,RI,,Terry Frisk,1984.0,False,M,Equipment/Inspection Violation,Equipment,False,Zone K2
Zone X4,07:15,True,,2006-06-08,,False,,RI-2006-26084,W,White,500,Arrest Driver,36.0,16-30 Min,False,RI,,,1970.0,False,M,Other Traffic Violation,Moving violation,False,Zone X4
Zone K2,16:20,False,,2005-10-31,,False,Incident to Arrest,RI-2005-04718,W,White,900,Citation,34.0,30+ Min,True,RI,,Incident to Arrest,1971.0,False,M,Registration Violation,Registration/plates,False,Zone K2
Zone X3,12:30,False,,2006-03-03,,False,,RI-2006-10082,H,Hispanic,200,Citation,75.0,16-30 Min,False,RI,,,1931.0,False,M,Call for Service,Other,False,Zone X3
Zone K3,02:15,False,,2006-01-09,,False,,RI-2006-01283,W,White,300,Citation,53.0,16-30 Min,False,RI,,,1953.0,False,M,Other Traffic Violation,Moving violation,False,Zone K3
Zone X3,09:30,False,,2005-10-24,,False,,RI-2005-03517,W,White,200,Citation,29.0,0-15 Min,False,RI,,,1976.0,False,F,Speeding,Speeding,False,Zone X3
Zone K3,20:03,False,,2006-02-19,,False,,RI-2006-08399,W,White,300,Citation,38.0,0-15 Min,False,RI,,,1968.0,False,M,Speeding,Speeding,False,Zone K3
Zone X4,12:05,False,,2006-04-27,,False,,RI-2006-19271,W,White,500,Citation,20.0,0-15 Min,False,RI,,,1986.0,False,F,Speeding,Speeding,False,Zone X4
Zone K3,14:50,False,,2005-12-27,,False,,RI-2005-13404,W,White,300,Citation,25.0,16-30 Min,False,RI,,,1980.0,False,F,Equipment/Inspection Violation,Equipment,False,Zone K3
Zone X1,10:50,False,,2006-05-18,,True,,RI-2006-22220,W,White,000,Citation,47.0,0-15 Min,False,RI,,,1959.0,False,M,Speeding,Speeding,False,Zone X1
Zone X4,22:44,False,,2006-06-08,,False,,RI-2006-26178,H,Hispanic,500,Citation,41.0,0-15 Min,False,RI,,,1965.0,False,M,Speeding,Speeding,False,Zone X4
Zone K1,13:00,True,,2006-05-11,,False,,RI-2006-21410,W,White,600,Arrest Driver,23.0,16-30 Min,False,RI,,,1983.0,False,M,Speeding,Speeding,False,Zone K1
Zone K1,16:52,False,,2006-04-15,,True,,RI-2006-17431,B,Black,600,Citation,32.0,0-15 Min,False,RI,,,1974.0,False,M,Speeding,Speeding,False,Zone K1
Zone K2,13:30,False,,2005-11-12,,False,Incident to Arrest,RI-2005-06955,W,White,900,Citation,25.0,0-15 Min,True,RI,,Incident to Arrest,1980.0,False,M,Speeding,Speeding,False,Zone K2
Zone K3,06:50,True,,2006-02-10,,False,"Incident to Arrest,Inventory",RI-2006-07110,W,White,300,Arrest Driver,25.0,30+ Min,True,RI,,"Incident to Arrest,Inventory/Tow",1981.0,False,M,Speeding,Speeding,False,Zone K3
Zone X4,09:10,True,,2006-02-15,,False,,RI-2006-07685,B,Black,500,Arrest Driver,30.0,16-30 Min,False,RI,,,1976.0,False,M,Other Traffic Violation,Moving violation,False,Zone X4
Zone K2,22:45,False,,2006-05-07,,True,,RI-2006-20972,W,White,900,Citation,19.0,0-15 Min,False,RI,,,1987.0,False,F,Speeding,Speeding,False,Zone K2
Zone X3,10:41,True,,2006-01-22,,False,,RI-2006-03987,W,White,200,Arrest Passenger,26.0,16-30 Min,False,RI,,,1980.0,False,F,Speeding,Speeding,False,Zone X3
Zone X1,00:20,False,,2006-05-09,,True,,RI-2006-21102,W,White,000,Citation,22.0,0-15 Min,False,RI,,,1984.0,False,M,Speeding,Speeding,False,Zone X1
Zone X4,01:50,False,,2005-11-04,,False,,RI-2005-05246,W,White,500,Citation,17.0,16-30 Min,False,RI,,,1988.0,False,F,Other Traffic Violation,Moving violation,False,Zone X4
Zone K3,08:48,False,,2006-04-28,,False,,RI-2006-19441,W,White,300,Citation,20.0,0-15 Min,False,RI,,,1986.0,False,M,Other Traffic Violation,Moving violation,False,Zone K3
Zone K3,17:30,False,,2006-05-26,,True,,RI-2006-23748,W,White,300,Citation,31.0,0-15 Min,False,RI,,,1975.0,False,M,Speeding,Speeding,False,Zone K3
Zone X3,14:48,False,,2006-01-24,,True,,RI-2006-04275,W,White,200,Citation,20.0,0-15 Min,False,RI,,,1986.0,False,M,Other Traffic Violation,Moving violation,False,Zone X3
Zone K3,10:25,False,,2006-04-30,,True,,RI-2006-19842,W,White,300,Citation,26.0,0-15 Min,False,RI,,,1980.0,False,M,Speeding,Speeding,False,Zone K3
Zone X4,23:40,False,,2005-11-05,,False,,RI-2005-05772,W,White,500,Citation,24.0,0-15 Min,False,RI,,,1981.0,False,M,Speeding,Speeding,False,Zone X4
Zone X4,11:50,False,,2006-01-02,,False,,RI-2006-00212,W,White,500,Citation,42.0,16-30 Min,False,RI,,,1964.0,False,F,Registration Violation,Registration/plates,False,Zone X4
Zone X3,13:50,False,,2006-01-21,,False,,RI-2006-03778,W,White,200,Citation,53.0,0-15 Min,False,RI,,,1953.0,False,M,Speeding,Speeding,False,Zone X3
Zone X4,01:10,False,,2006-04-05,,True,,RI-2006-15651,W,White,500,Citation,27.0,0-15 Min,False,RI,,,1979.0,False,M,Speeding,Speeding,False,Zone X4
Zone K2,09:10,False,,2006-01-27,,False,,RI-2006-04697,W,White,900,Citation,54.0,0-15 Min,False,RI,,,1952.0,False,M,Speeding,Speeding,False,Zone K2
Zone K1,12:20,False,,2006-02-11,,False,,RI-2006-07283,W,White,600,Citation,47.0,0-15 Min,False,RI,,,1959.0,False,M,Speeding,Speeding,False,Zone K1
Zone X4,07:20,False,,2006-03-29,,False,,RI-2006-14429,W,White,500,Citation,44.0,0-15 Min,False,RI,,,1962.0,False,M,Speeding,Speeding,False,Zone X4
Zone X1,10:22,,,2006-06-08,,,,RI-2006-26112,,,000,,,,False,RI,,,,False,,,,False,Zone X1
Zone K3,08:50,,,2006-05-22,,,,RI-2006-23006,,,300,,,,False,RI,,,,False,,,,False,Zone K3
Zone K2,15:50,False,,2006-01-28,,True,,RI-2006-05057,W,White,900,Citation,23.0,0-15 Min,False,RI,,,1983.0,False,M,Speeding,Speeding,False,Zone K2
Zone K3,17:35,False,,2006-04-04,,False,,RI-2006-15588,W,White,300,Citation,32.0,0-15 Min,False,RI,,,1974.0,False,M,Speeding,Speeding,False,Zone K3
Zone X1,19:10,False,,2006-04-07,,False,,RI-2006-16063,W,White,0,Citation,18.0,0-15 Min,False,RI,,,1988.0,False,F,Other Traffic Violation,Moving violation,False,Zone X1
Zone X4,10:53,False,,2005-12-12,,False,,RI-2005-11457,B,Black,900,Citation,21.0,0-15 Min,False,RI,,,1984.0,False,M,Other Traffic Violation,Moving violation,False,Zone X4
Zone K3,07:03,False,,2006-03-15,,True,,RI-2006-12059,B,Black,500,Citation,34.0,0-15 Min,False,RI,,,1972.0,False,M,Speeding,Speeding,False,Zone K3
Zone X4,16:50,False,,2006-03-18,,False,,RI-2006-12593,B,Black,500,Citation,23.0,0-15 Min,False,RI,,,1983.0,False,M,Speeding,Speeding,False,Zone X4
Zone X4,07:50,False,,2006-02-05,,False,,RI-2006-06289,I,Asian,500,Citation,29.0,0-15 Min,False,RI,,,1977.0,False,M,Speeding,Speeding,False,Zone X4
Zone X3,01:50,False,,2006-04-19,,True,,RI-2006-17834,W,White,200,Citation,20.0,0-15 Min,False,RI,,,1986.0,False,M,Other Traffic Violation,Moving violation,False,Zone X3
Zone K2,21:10,False,,2006-01-10,,True,,RI-2006-01747,O,Other,900,Citation,23.0,16-30 Min,False,RI,,,1983.0,False,M,Speeding,Speeding,False,Zone K2
Zone K2,03:30,False,,2006-05-20,,False,,RI-2006-22519,W,White,900,Citation,17.0,0-15 Min,False,RI,,,1989.0,False,M,Speeding,Speeding,False,Zone K2
Zone X3,20:25,False,,2005-12-30,,False,,RI-2005-13837,B,Black,200,Citation,19.0,0-15 Min,False,RI,,,1986.0,False,M,Equipment/Inspection Violation,Equipment,False,Zone X3
Zone X4,04:20,False,,2006-01-26,,False,,RI-2006-04503,B,Black,500,Citation,40.0,0-15 Min,False,RI,,,1966.0,False,F,Equipment/Inspection Violation,Equipment,False,Zone X4
Zone X3,10:25,False,,2006-03-30,,True,,RI-2006-14620,W,White,200,Citation,29.0,0-15 Min,False,RI,,,1977.0,False,F,Speeding,Speeding,False,Zone X3
Zone X4,06:25,False,,2006-04-24,,True,,RI-2006-18689,W,White,500,Citation,26.0,0-15 Min,False,RI,,,1980.0,False,F,Speeding,Speeding,False,Zone X4
Zone X4,23:00,False,,2005-10-12,,False,,RI-2005-01881,W,White,500,Citation,50.0,0-15 Min,False,RI,,,1955.0,False,M,Registration Violation,Registration/plates,False,Zone X4
Zone X3,10:06,True,,2006-01-09,,False,Incident to Arrest,RI-2006-01371,W,White,200,Arrest Driver,19.0,16-30 Min,True,RI,,Incident to Arrest,1987.0,False,M,Speeding,Speeding,False,Zone X3
Zone K3,10:04,False,,2006-02-17,,True,,RI-2006-08037,W,White,300,Citation,53.0,0-15 Min,False,RI,,,1953.0,False,M,Speeding,Speeding,False,Zone K3
Zone K2,09:15,False,,2006-04-12,,False,,RI-2006-16877,W,White,900,Citation,59.0,0-15 Min,False,RI,,,1947.0,False,F,Speeding,Speeding,False,Zone K2
Zone K1,12:15,False,,2005-12-14,,True,,RI-2005-11781,W,White,600,Citation,36.0,0-15 Min,False,RI,,,1969.0,False,M,Speeding,Speeding,False,Zone K1
Zone K1,09:16,False,,2006-05-26,,False,,RI-2006-23663,W,White,600,Citation,37.0,0-15 Min,False,RI,,,1969.0,False,F,Speeding,Speeding,False,Zone K1
Zone X3,00:20,False,,2006-01-04,,False,,RI-2006-00399,W,White,200,Citation,39.0,0-15 Min,False,RI,,,1967.0,False,M,Speeding,Speeding,False,Zone X3
Zone X4,08:45,False,,2005-11-16,,False,,RI-2005-07536,W,White,500,Citation,38.0,0-15 Min,False,RI,,,1967.0,False,M,Other Traffic Violation,Moving violation,False,Zone X4
Zone K3,15:25,False,,2006-02-23,,False,,RI-2006-09011,W,White,300,Citation,49.0,0-15 Min,False,RI,,,1957.0,False,M,Speeding,Speeding,False,Zone K3
Zone X4,06:40,False,,2005-10-09,,True,,RI-2005-01405,W,White,500,Citation,21.0,0-15 Min,False,RI,,,1984.0,False,F,Speeding,Speeding,False,Zone X4
Zone X4,14:40,False,,2006-01-13,,False,,RI-2006-02315,W,White,500,Citation,20.0,0-15 Min,False,RI,,,1986.0,False,M,Speeding,Speeding,False,Zone X4
Zone K3,23:20,False,,2006-03-13,,True,,RI-2006-11851,W,White,300,Citation,27.0,0-15 Min,False,RI,,,1979.0,False,M,Speeding,Speeding,False,Zone K3
Zone K3,22:35,False,,2005-12-10,,False,,RI-2005-11215,B,Black,300,Citation,21.0,16-30 Min,False,RI,,,1984.0,False,M,Registration Violation,Registration/plates,False,Zone K3
Zone X3,11:17,False,,2006-04-26,,False,,RI-2006-19076,W,White,200,Citation,20.0,0-15 Min,False,RI,,,1986.0,False,M,Speeding,Speeding,False,Zone X3
Zone K3,21:15,False,,2006-01-10,,False,,RI-2006-01751,W,White,300,Warning,24.0,0-15 Min,False,RI,,,1982.0,False,M,Other Traffic Violation,Moving violation,False,Zone K3
Zone K1,15:00,False,,2005-10-23,,False,Incident to Arrest,RI-2005-03368,W,White,600,Citation,30.0,16-30 Min,True,RI,,Incident to Arrest,1975.0,True,M,Speeding,Speeding,True,Zone K1
Zone X3,07:03,False,,2006-02-13,,True,,RI-2006-07371,W,White,200,Citation,20.0,0-15 Min,False,RI,,,1986.0,False,M,Speeding,Speeding,False,Zone X3
Zone K2,15:05,False,,2006-03-14,,True,,RI-2006-11977,W,White,900,Citation,25.0,0-15 Min,False,RI,,,1981.0,False,M,Speeding,Speeding,False,Zone K2
Zone K3,02:00,False,,2006-05-17,,True,,RI-2006-22043,W,White,300,Citation,23.0,0-15 Min,False,RI,,,1983.0,False,M,Speeding,Speeding,False,Zone K3
Zone K2,11:20,False,,2006-05-20,,True,,RI-2006-22546,W,White,900,Citation,31.0,0-15 Min,False,RI,,,1975.0,False,M,Speeding,Speeding,False,Zone K2
Zone K3,14:45,False,,2006-05-07,,True,,RI-2006-20949,I,Asian,300,Citation,70.0,0-15 Min,False,RI,,,1936.0,False,M,Speeding,Speeding,False,Zone K3
Zone X4,07:35,False,,2005-11-03,,False,,RI-2005-05059,I,Asian,500,Citation,62.0,0-15 Min,False,RI,,,1943.0,False,M,Other Traffic Violation,Moving violation,False,Zone X4
Zone K2,10:50,False,,2006-04-27,,True,,RI-2006-19249,W,White,900,Citation,59.0,0-15 Min,False,RI,,,1947.0,False,M,Speeding,Speeding,False,Zone K2
Zone K1,22:00,False,,2005-12-23,,False,,RI-2005-13101,W,White,600,N/D,29.0,0-15 Min,False,RI,,,1976.0,False,M,Speeding,Speeding,False,Zone K1
Zone X4,00:20,False,,2006-06-11,,True,,RI-2006-26560,W,White,500,Citation,20.0,0-15 Min,False,RI,,,1986.0,False,F,Speeding,Speeding,False,Zone X4
Zone K2,08:50,False,,2005-12-17,,False,,RI-2005-12138,W,White,900,Citation,40.0,0-15 Min,False,RI,,,1965.0,False,M,Speeding,Speeding,False,Zone K2
Zone K1,16:15,False,,2005-12-13,,False,,RI-2005-11700,W,White,600,Citation,39.0,0-15 Min,False,RI,,,1966.0,False,M,Other Traffic Violation,Moving violation,False,Zone K1
Zone K2,18:55,False,,2005-11-25,,False,,RI-2005-08894,W,White,900,Citation,27.0,0-15 Min,False,RI,,,1978.0,False,M,Other Traffic Violation,Moving violation,False,Zone K2
Zone X3,17:48,False,,2006-06-01,,True,,RI-2006-25065,W,White,200,Citation,24.0,0-15 Min,False,RI,,,1982.0,False,M,Speeding,Speeding,False,Zone X3
Zone K3,03:55,False,,2005-10-16,,True,,RI-2005-02100,B,Black,300,Citation,25.0,0-15 Min,False,RI,,,1980.0,False,M,Speeding,Speeding,False,Zone K3
Zone X4,10:00,False,,2006-05-14,,False,,RI-2006-21718,H,Hispanic,500,Citation,19.0,0-15 Min,False,RI,,,1987.0,False,M,Other Traffic Violation,Moving violation,False,Zone X4
Zone K2,02:45,False,,2006-02-03,,False,,RI-2006-06009,B,Black,900,Citation,38.0,0-15 Min,False,RI,,,1968.0,False,F,Speeding,Speeding,False,Zone K2
Zone K3,10:12,False,,2005-11-23,,False,,RI-2005-08543,W,White,300,Citation,42.0,0-15 Min,False,RI,,,1963.0,False,F,Speeding,Speeding,False,Zone K3
Zone K2,08:10,False,,2006-01-27,,True,,RI-2006-04677,W,White,900,Citation,27.0,0-15 Min,False,RI,,,1979.0,False,M,Speeding,Speeding,False,Zone K2
Zone X3,01:30,False,,2006-02-05,,False,,RI-2006-06266,W,White,200,Citation,41.0,0-15 Min,False,RI,,,1965.0,False,M,Speeding,Speeding,False,Zone X3
Zone K3,09:40,False,,2006-01-10,,True,,RI-2006-01598,W,White,300,Citation,22.0,0-15 Min,False,RI,,,1984.0,False,F,Speeding,Speeding,False,Zone K3
Zone K3,06:55,False,,2006-03-24,,True,,RI-2006-13734,W,White,300,Citation,39.0,0-15 Min,False,RI,,,1967.0,False,M,Speeding,Speeding,False,Zone K3
Zone K1,00:40,False,,2006-04-21,,False,,RI-2006-18146,W,White,600,Citation,43.0,0-15 Min,False,RI,,,1963.0,False,F,Speeding,Speeding,False,Zone K1
Zone K2,13:20,False,,2005-10-07,,False,,RI-2005-01140,B,Black,900,Citation,46.0,0-15 Min,False,RI,,,1959.0,False,F,Speeding,Speeding,False,Zone K2
Zone X4,06:50,False,,2006-01-30,,True,,RI-2006-05341,W,White,500,Citation,36.0,0-15 Min,False,RI,,,1970.0,False,M,Speeding,Speeding,False,Zone X4
Zone K3,22:50,False,,2006-05-26,,False,,RI-2006-23789,W,White,300,Citation,24.0,0-15 Min,False,RI,,,1982.0,False,M,Speeding,Speeding,False,Zone K3
Zone X3,10:20,False,,2006-04-23,,True,,RI-2006-18572,W,White,200,Citation,30.0,0-15 Min,False,RI,,,1976.0,False,M,Speeding,Speeding,False,Zone X3
Zone K1,01:35,False,,2006-01-29,,False,,RI-2006-05130,W,White,600,Citation,22.0,0-15 Min,False,RI,,,1984.0,False,M,Speeding,Speeding,False,Zone K1
Zone X3,22:37,True,,2005-12-03,,False,,RI-2005-10363,B,Black,200,Arrest Driver,37.0,16-30 Min,False,RI,,,1968.0,False,M,Registration Violation,Registration/plates,False,Zone X3
Zone K1,22:15,True,,2006-02-17,,False,Probable Cause,RI-2006-08124,W,White,600,Arrest Driver,19.0,16-30 Min,True,RI,,Plain View,1987.0,True,M,Equipment/Inspection Violation,Equipment,True,Zone K1
Zone X4,16:13,False,,2006-03-12,,False,,RI-2006-11632,W,White,500,Citation,25.0,16-30 Min,False,RI,,,1981.0,False,M,Equipment/Inspection Violation,Equipment,False,Zone X4
Zone X4,13:05,False,,2006-03-13,,True,,RI-2006-11780,W,White,500,Citation,29.0,0-15 Min,False,RI,,,1977.0,False,M,Speeding,Speeding,False,Zone X4
Zone K1,08:44,False,,2005-11-16,,False,,RI-2005-07534,W,White,600,Citation,54.0,0-15 Min,False,RI,,,1951.0,False,F,Other Traffic Violation,Moving violation,False,Zone K1
Zone X4,02:30,False,,2006-06-10,,False,,RI-2006-26395,W,White,500,Citation,30.0,0-15 Min,False,RI,,,1976.0,False,M,Other Traffic Violation,Moving violation,False,Zone X4
Zone K3,16:55,False,,2005-11-23,,False,,RI-2005-08629,W,White,300,N/D,46.0,16-30 Min,False,RI,,,1959.0,False,M,Equipment/Inspection Violation,Equipment,False,Zone K3
Zone K3,09:25,False,,2006-05-19,,False,,RI-2006-22353,W,White,300,Citation,27.0,0-15 Min,False,RI,,,1979.0,False,F,Speeding,Speeding,False,Zone K3
Zone K3,09:50,False,,2005-12-21,,False,,RI-2005-12762,W,White,300,Citation,56.0,0-15 Min,False,RI,,,1949.0,False,M,Speeding,Speeding,False,Zone K3
Zone K2,13:59,True,,2006-01-06,,False,Incident to Arrest,RI-2006-00802,I,Asian,900,Arrest Driver,31.0,30+ Min,True,RI,,Incident to Arrest,1975.0,False,M,Speeding,Speeding,False,Zone K2
Zone K3,10:15,False,,2006-02-21,,True,,RI-2006-08703,W,White,300,Citation,56.0,16-30 Min,False,RI,,,1950.0,False,M,Speeding,Speeding,False,Zone K3
Zone X4,00:30,False,,2006-04-05,,False,,RI-2006-15644,W,White,500,N/D,21.0,0-15 Min,False,RI,,,1985.0,False,M,Equipment/Inspection Violation,Equipment,False,Zone X4
