police_department,contraband_found,driver_gender,fine_grained_location,is_arrested,county_fips,driver_age,stop_duration,drugs_related_stop,stop_time,id,stop_outcome,driver_age_raw,violation_raw,state,driver_race_raw,search_conducted,driver_race,violation,location_raw,search_type,county_name,stop_date,search_type_raw,district,out_of_state
600,False,F,,False,,58.0,0-15 Min,False,10:32,RI-2005-03128,Citation,1947.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2005-10-22,,Zone K1,True
500,False,M,,False,,45.0,16-30 Min,False,01:00,RI-2005-04758,No Action,1960.0,Motorist Assist/Courtesy,RI,W,False,White,Other,Zone K3,,,2005-11-01,,Zone K3,True
500,False,M,,False,,23.0,0-15 Min,False,10:05,RI-2006-16007,Citation,1983.0,Speeding,RI,B,False,Black,Speeding,Zone X4,,,2006-04-07,,Zone X4,True
0,False,M,,False,,26.0,0-15 Min,False,10:00,RI-2006-14909,Citation,1980.0,Speeding,RI,W,False,White,Speeding,Zone X1,,,2006-04-01,,Zone X1,False
300,False,M,,False,,20.0,0-15 Min,False,01:10,RI-2006-11353,Citation,1986.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-03-11,,Zone K3,False
500,False,M,,False,,39.0,0-15 Min,False,22:20,RI-2006-12977,Citation,1967.0,Registration Violation,RI,W,False,White,Registration/plates,Zone X4,,,2006-03-20,,Zone X4,False
900,False,M,,False,,41.0,0-15 Min,False,09:30,RI-2005-10935,Citation,1964.0,Equipment/Inspection Violation,RI,W,False,White,Equipment,Zone K2,,,2005-12-08,,Zone K2,False
900,False,F,,True,,36.0,16-30 Min,False,10:40,RI-2006-13583,Arrest Passenger,1970.0,Speeding,RI,B,False,Black,Speeding,Zone K2,,,2006-03-23,,Zone K2,True
200,False,M,,False,,27.0,0-15 Min,False,01:00,RI-2005-06165,Citation,1978.0,Speeding,RI,H,False,Hispanic,Speeding,Zone X3,,,2005-11-08,,Zone X3,False
000,False,M,,False,,45.0,0-15 Min,False,10:43,RI-2006-22218,Citation,1961.0,Speeding,RI,W,False,White,Speeding,Zone X3,,,2006-05-18,,Zone X3,True
900,False,M,,False,,36.0,0-15 Min,False,11:20,RI-2006-19483,Citation,1970.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-04-28,,Zone K2,False
200,False,M,,False,,27.0,0-15 Min,False,09:05,RI-2006-16257,Citation,1979.0,Speeding,RI,W,False,White,Speeding,Zone X3,,,2006-04-09,,Zone X3,True
300,False,M,,False,,31.0,0-15 Min,False,10:15,RI-2006-25007,Citation,1975.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-06-01,,Zone K3,True
500,False,M,,False,,72.0,0-15 Min,False,10:10,RI-2006-18042,Citation,1934.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-04-20,,Zone X4,False
600,False,M,,False,,41.0,0-15 Min,False,17:37,RI-2006-12597,Citation,1965.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-03-18,,Zone K1,True
300,False,M,,False,,19.0,0-15 Min,False,09:35,RI-2006-22761,Citation,1987.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-05-21,,Zone K3,True
600,False,M,,True,,37.0,16-30 Min,False,19:00,RI-2006-08109,Arrest Driver,1969.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone K1,,,2006-02-17,,Zone K1,False
600,False,M,,False,,61.0,0-15 Min,False,22:20,RI-2006-09296,Citation,1945.0,Speeding,RI,B,False,Black,Speeding,Zone K1,,,2006-02-25,,Zone K1,True
300,False,M,,False,,21.0,0-15 Min,False,02:10,RI-2005-00183,Citation,1984.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2005-10-01,,Zone K3,True
500,False,M,,False,,21.0,16-30 Min,False,21:45,RI-2006-23595,Citation,1985.0,Call for Service,RI,H,False,Hispanic,Other,Zone X4,,,2006-05-25,,Zone X4,False
500,False,M,,False,,29.0,0-15 Min,False,20:25,RI-2005-11714,Citation,1976.0,Other Traffic Violation,RI,B,False,Black,Moving violation,Zone X4,,,2005-12-13,,Zone X4,True
500,False,M,,False,,23.0,16-30 Min,False,00:05,RI-2006-11336,Citation,1983.0,Call for Service,RI,W,False,White,Other,Zone X4,,,2006-03-11,,Zone X4,False
900,False,M,,False,,19.0,0-15 Min,False,17:40,RI-2006-26742,Citation,1987.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-06-11,,Zone K2,False
600,False,M,,False,,56.0,0-15 Min,False,08:28,RI-2006-03908,Citation,1950.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-01-22,,Zone K1,False
500,False,M,,False,,35.0,0-15 Min,False,20:26,RI-2006-02912,Citation,1971.0,Registration Violation,RI,B,False,Black,Registration/plates,Zone X4,,,2006-01-16,,Zone X4,False
500,False,,,,,,,False,17:06,RI-2005-01163,,,,RI,,False,,,Zone X4,,,2005-10-07,,Zone X4,
600,False,M,,False,,31.0,0-15 Min,False,07:48,RI-2006-24781,Warning,1975.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-05-31,,Zone K1,False
200,False,M,,False,,23.0,0-15 Min,False,20:40,RI-2005-13435,Citation,1982.0,Speeding,RI,W,False,White,Speeding,Zone X3,,,2005-12-27,,Zone X3,False
500,False,M,,False,,32.0,0-15 Min,False,13:45,RI-2006-05617,Citation,1974.0,Equipment/Inspection Violation,RI,W,False,White,Equipment,Zone X4,,,2006-01-31,,Zone X4,False
900,False,M,,False,,24.0,0-15 Min,False,13:30,RI-2006-02426,Citation,1982.0,Speeding,RI,H,False,Hispanic,Speeding,Zone K2,,,2006-01-14,,Zone K2,False
900,False,F,,False,,41.0,16-30 Min,False,14:05,RI-2005-14029,Citation,1964.0,Speeding,RI,B,False,Black,Speeding,Zone K2,,,2005-12-31,,Zone K2,True
300,False,M,,False,,37.0,0-15 Min,False,13:22,RI-2006-24647,Citation,1969.0,Speeding,RI,B,False,Black,Speeding,Zone K3,,,2006-05-30,,Zone K3,True
500,False,M,,False,,45.0,0-15 Min,False,23:15,RI-2005-11564,Citation,1960.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone X4,,,2005-12-12,,Zone X4,False
200,False,M,,False,,29.0,0-15 Min,False,04:10,RI-2005-05254,Citation,1976.0,Speeding,RI,W,False,White,Speeding,Zone X3,,,2005-11-04,,Zone X3,True
500,False,M,,False,,48.0,0-15 Min,False,15:20,RI-2006-19547,Citation,1958.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-04-28,,Zone X4,False
500,False,M,,False,,22.0,0-15 Min,False,13:20,RI-2006-00055,Citation,1984.0,Equipment/Inspection Violation,RI,B,False,Black,Equipment,Zone X4,,,2006-01-01,,Zone X4,False
500,False,M,,False,,25.0,0-15 Min,False,11:10,RI-2006-12900,Citation,1981.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-03-20,,Zone X4,False
900,False,F,,False,,20.0,0-15 Min,False,12:30,RI-2006-03523,Citation,1986.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-01-20,,Zone K2,False
200,False,M,,False,,24.0,16-30 Min,False,00:15,RI-2006-05319,Citation,1982.0,Speeding,RI,W,False,White,Speeding,Zone X3,,,2006-01-30,,Zone X3,False
500,False,M,,False,,25.0,0-15 Min,False,02:50,RI-2005-12434,Citation,1980.0,Other Traffic Violation,RI,B,False,Black,Moving violation,Zone X4,,,2005-12-19,,Zone X4,False
200,False,F,,False,,28.0,0-15 Min,False,08:40,RI-2006-10980,Citation,1978.0,Speeding,RI,W,False,White,Speeding,Zone X3,,,2006-03-09,,Zone X3,True
900,False,,,,,,,False,13:20,RI-2006-23521,,,,RI,,False,,,Zone K2,,,2006-05-25,,Zone K2,
900,False,M,,False,,59.0,0-15 Min,False,07:45,RI-2006-08467,Citation,1947.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-02-20,,Zone K2,False
300,False,M,,False,,32.0,0-15 Min,False,16:40,RI-2006-21319,Citation,1974.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-05-10,,Zone K3,True
000,False,,,,,,,False,12:20,RI-2006-21973,,,,RI,,False,,,Zone X1,,,2006-05-16,,Zone X1,
600,False,M,,False,,34.0,0-15 Min,False,00:55,RI-2006-08933,Citation,1972.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-02-23,,Zone K1,True
500,False,M,,False,,27.0,0-15 Min,False,20:19,RI-2006-09181,Citation,1979.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-02-24,,Zone K3,True
900,False,M,,False,,20.0,0-15 Min,False,14:40,RI-2006-05272,Warning,1986.0,Speeding,RI,B,False,Black,Speeding,Zone K2,,,2006-01-29,,Zone K2,False
300,False,M,,False,,26.0,0-15 Min,False,23:46,RI-2006-08800,Citation,1980.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-02-21,,Zone K3,False
300,False,M,,False,,24.0,0-15 Min,False,23:00,RI-2006-18836,Citation,1982.0,Equipment/Inspection Violation,RI,W,False,White,Equipment,Zone K3,,,2006-04-24,,Zone K3,False
200,False,M,,False,,27.0,0-15 Min,False,13:45,RI-2005-09086,Citation,1978.0,Speeding,RI,B,False,Black,Speeding,Zone X3,,,2005-11-26,,Zone X3,True
900,False,M,,False,,53.0,0-15 Min,False,08:15,RI-2006-17865,Citation,1953.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-04-19,,Zone K2,False
900,False,M,,False,,30.0,0-15 Min,False,18:00,RI-2006-00084,Citation,1976.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-01-01,,Zone K2,False
300,False,F,,False,,38.0,0-15 Min,False,23:30,RI-2005-12983,Citation,1967.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2005-12-22,,Zone K3,True
300,False,M,,False,,38.0,0-15 Min,False,10:21,RI-2006-21623,Citation,1968.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-05-13,,Zone K3,False
600,False,F,,False,,47.0,0-15 Min,False,08:49,RI-2006-10452,Warning,1959.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-03-06,,Zone K1,True
300,False,M,,False,,22.0,0-15 Min,False,12:06,RI-2006-02835,Citation,1984.0,Speeding,RI,I,False,Asian,Speeding,Zone K3,,,2006-01-16,,Zone K3,True
500,False,M,,False,,19.0,0-15 Min,False,00:45,RI-2006-23824,Citation,1987.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-05-27,,Zone X4,False
300,False,M,,False,,31.0,0-15 Min,False,13:00,RI-2006-02075,Citation,1975.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-01-12,,Zone K3,False
300,False,F,,False,,23.0,0-15 Min,False,15:29,RI-2006-12580,Citation,1983.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-03-18,,Zone K3,False
203,False,M,,False,,28.0,0-15 Min,False,09:50,RI-2006-03466,Citation,1978.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-01-20,,Zone K2,True
900,False,F,,False,,62.0,0-15 Min,False,18:19,RI-2005-02536,N/D,1943.0,Equipment/Inspection Violation,RI,W,False,White,Equipment,Zone K2,,,2005-10-18,,Zone K2,False
300,False,M,,True,,25.0,30+ Min,False,18:40,RI-2005-03404,Arrest Driver,1980.0,Other Traffic Violation,RI,B,True,Black,Moving violation,Zone K3,"Incident to Arrest,Inventory",,2005-10-23,"Incident to Arrest,Inventory/Tow",Zone K3,False
300,False,F,,True,,19.0,16-30 Min,False,02:10,RI-2005-00752,Arrest Driver,1986.0,Equipment/Inspection Violation,RI,B,False,Black,Equipment,Zone K3,,,2005-10-05,,Zone K3,False
500,False,F,,False,,26.0,0-15 Min,False,00:40,RI-2006-02190,Citation,1980.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone X4,,,2006-01-13,,Zone X4,False
300,False,M,,True,,27.0,30+ Min,False,01:30,RI-2005-11133,Arrest Passenger,1978.0,Other Traffic Violation,RI,B,False,Black,Moving violation,Zone K3,,,2005-12-10,,Zone K3,False
600,False,,,,,,,False,11:34,RI-2006-04127,,,,RI,,False,,,Zone X4,,,2006-01-23,,Zone X4,
500,False,F,,False,,32.0,0-15 Min,False,10:59,RI-2006-20418,Citation,1974.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-05-04,,Zone X4,True
600,False,M,,False,,60.0,0-15 Min,False,07:05,RI-2006-16109,Citation,1946.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-04-08,,Zone K1,False
200,False,M,,False,,43.0,0-15 Min,False,11:30,RI-2005-01583,Citation,1962.0,Speeding,RI,W,False,White,Speeding,Zone X3,,,2005-10-10,,Zone X3,False
500,False,M,,False,,37.0,0-15 Min,False,01:05,RI-2006-03428,Citation,1969.0,Speeding,RI,B,False,Black,Speeding,Zone X4,,,2006-01-20,,Zone X4,False
600,False,M,,False,,24.0,0-15 Min,False,07:18,RI-2005-02746,Citation,1981.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2005-10-20,,Zone K1,True
900,False,M,,False,,19.0,0-15 Min,False,20:30,RI-2006-19752,Citation,1987.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-04-29,,Zone X4,False
900,False,M,,False,,39.0,0-15 Min,False,13:00,RI-2006-01892,Citation,1967.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-01-11,,Zone K2,False
300,False,M,,False,,51.0,0-15 Min,False,18:50,RI-2006-15598,Citation,1955.0,Equipment/Inspection Violation,RI,W,False,White,Equipment,Zone K3,,,2006-04-04,,Zone K3,False
500,False,F,,False,,21.0,0-15 Min,False,02:00,RI-2006-01076,Citation,1985.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-01-08,,Zone X4,True
300,False,M,,False,,54.0,0-15 Min,False,12:40,RI-2006-02594,Citation,1952.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-01-15,,Zone K3,False
300,False,M,,False,,29.0,0-15 Min,False,07:22,RI-2006-15986,Citation,1977.0,Speeding,RI,B,False,Black,Speeding,Zone K3,,,2006-04-07,,Zone K3,False
500,False,M,,False,,33.0,0-15 Min,False,04:00,RI-2005-06356,Citation,1972.0,Speeding,RI,B,False,Black,Speeding,Zone X4,,,2005-11-09,,Zone X4,False
500,False,M,,False,,25.0,0-15 Min,False,11:34,RI-2006-05893,Citation,1981.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone X4,,,2006-02-02,,Zone X4,False
600,False,F,,False,,28.0,0-15 Min,False,08:52,RI-2006-12220,Citation,1978.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-03-16,,Zone K1,False
900,False,M,,False,,18.0,0-15 Min,False,08:45,RI-2006-20598,Citation,1988.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-05-05,,Zone K2,False
500,False,M,,False,,25.0,0-15 Min,False,00:45,RI-2006-16095,N/D,1981.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone X4,,,2006-04-08,,Zone X4,False
600,False,F,,False,,22.0,0-15 Min,False,15:00,RI-2005-10995,Citation,1983.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2005-12-08,,Zone K1,False
300,False,M,,False,,23.0,0-15 Min,False,22:30,RI-2006-08126,Citation,1983.0,Speeding,RI,B,False,Black,Speeding,Zone K3,,,2006-02-17,,Zone K3,True
300,False,M,,False,,36.0,0-15 Min,False,12:50,RI-2006-04031,Citation,1970.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-01-22,,Zone K3,True
900,False,M,,False,,55.0,0-15 Min,False,00:50,RI-2005-07501,Citation,1950.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2005-11-16,,Zone K2,True
900,False,M,,False,,31.0,30+ Min,False,10:30,RI-2006-16888,Citation,1975.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone K2,,,2006-04-12,,Zone K2,True
900,False,F,,False,,51.0,0-15 Min,False,08:35,RI-2006-04909,Citation,1955.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-01-28,,Zone K2,True
300,False,M,,False,,50.0,0-15 Min,False,10:55,RI-2006-11442,Citation,1956.0,Equipment/Inspection Violation,RI,W,False,White,Equipment,Zone K3,,,2006-03-11,,Zone K3,False
300,False,M,,False,,22.0,16-30 Min,False,11:30,RI-2006-04008,Citation,1984.0,Speeding,RI,H,False,Hispanic,Speeding,Zone K3,,,2006-01-22,,Zone K3,False
900,False,F,,False,,30.0,0-15 Min,False,20:30,RI-2005-13432,Citation,1975.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2005-12-27,,Zone K2,False
0,False,M,,False,,22.0,0-15 Min,False,23:20,RI-2006-11543,Citation,1984.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone X1,,,2006-03-11,,Zone X1,True
900,False,M,,False,,34.0,0-15 Min,False,13:10,RI-2006-05247,Citation,1972.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-01-29,,Zone K2,True
300,False,,,,,,,False,10:10,RI-2006-17161,,,,RI,,False,,,Zone K3,,,2006-04-14,,Zone K3,
500,True,M,,False,,40.0,16-30 Min,True,00:15,RI-2005-08942,Citation,1965.0,Speeding,RI,W,True,White,Speeding,Zone X4,Incident to Arrest,,2005-11-26,Incident to Arrest,Zone X4,False
300,False,M,,False,,46.0,0-15 Min,False,19:20,RI-2006-26327,Citation,1960.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-06-09,,Zone K3,True
300,False,M,,False,,26.0,0-15 Min,False,11:30,RI-2006-20432,Citation,1980.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-05-04,,Zone K3,False
900,False,F,,False,,33.0,0-15 Min,False,10:10,RI-2006-04540,Citation,1973.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone K2,,,2006-01-26,,Zone K2,False
500,False,F,,False,,36.0,0-15 Min,False,09:30,RI-2005-00046,Citation,1969.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2005-07-14,,Zone X4,True
300,False,F,,False,,39.0,0-15 Min,False,23:40,RI-2005-03026,Citation,1966.0,Other Traffic Violation,RI,B,False,Black,Moving violation,Zone K3,,,2005-10-21,,Zone K3,False
300,False,F,,False,,22.0,0-15 Min,False,11:04,RI-2006-16562,Citation,1984.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-04-10,,Zone K3,True
300,False,M,,False,,46.0,16-30 Min,False,22:45,RI-2006-18121,Citation,1960.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-04-20,,Zone K3,True
900,False,M,,True,,44.0,16-30 Min,False,15:25,RI-2006-11280,Arrest Driver,1962.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone K2,,,2006-03-10,,Zone K2,False
200,False,M,,False,,49.0,0-15 Min,False,12:00,RI-2006-01657,Citation,1957.0,Equipment/Inspection Violation,RI,W,False,White,Equipment,Zone X3,,,2006-01-10,,Zone X3,False
300,False,F,,False,,26.0,0-15 Min,False,03:45,RI-2005-04772,Citation,1979.0,Speeding,RI,I,False,Asian,Speeding,Zone K3,,,2005-11-01,,Zone K3,False
200,False,M,,False,,27.0,0-15 Min,False,14:10,RI-2006-15078,Citation,1979.0,Speeding,RI,W,False,White,Speeding,Zone X3,,,2006-04-02,,Zone X3,True
900,False,M,,False,,29.0,0-15 Min,False,20:30,RI-2006-14672,Citation,1977.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-03-30,,Zone K2,False
500,False,M,,False,,32.0,0-15 Min,False,14:38,RI-2006-07554,Citation,1974.0,Speeding,RI,W,False,White,Speeding,Zone X3,,,2006-02-14,,Zone X3,False
600,False,F,,False,,29.0,0-15 Min,False,01:10,RI-2006-05123,Citation,1977.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-01-29,,Zone K1,False
300,False,F,,False,,31.0,0-15 Min,False,16:45,RI-2006-07820,Citation,1975.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-02-15,,Zone K3,False
900,False,M,,False,,20.0,0-15 Min,False,08:15,RI-2006-23430,Citation,1986.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-05-25,,Zone K2,True
500,False,M,,False,,55.0,0-15 Min,False,00:15,RI-2006-07963,N/D,1951.0,Equipment/Inspection Violation,RI,B,False,Black,Equipment,Zone X4,,,2006-02-17,,Zone X4,False
500,False,M,,False,,45.0,0-15 Min,False,07:55,RI-2006-21131,Citation,1961.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-05-09,,Zone X4,False
300,False,M,,False,,30.0,0-15 Min,False,02:00,RI-2006-05784,Citation,1976.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-02-02,,Zone K3,False
300,False,M,,False,,39.0,16-30 Min,False,13:10,RI-2005-09310,Citation,1966.0,Equipment/Inspection Violation,RI,W,False,White,Equipment,Zone K3,,,2005-11-27,,Zone K3,False
600,False,M,,False,,26.0,0-15 Min,False,23:30,RI-2006-17548,Citation,1980.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-04-16,,Zone K1,True
0,False,M,,False,,41.0,16-30 Min,False,10:39,RI-2006-01851,Citation,1965.0,Registration Violation,RI,W,True,White,Registration/plates,Zone K2,"Incident to Arrest,Reasonable Suspicion",,2006-01-11,"Incident to Arrest,Reasonable Suspicion",Zone K2,False
600,False,F,,False,,21.0,0-15 Min,False,23:10,RI-2006-22942,Citation,1985.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-05-21,,Zone K1,True
900,False,M,,False,,25.0,0-15 Min,False,03:20,RI-2006-13999,Citation,1981.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-03-26,,Zone K2,False
000,False,M,,False,,37.0,30+ Min,False,17:21,RI-2006-23352,Citation,1969.0,Speeding,RI,W,False,White,Speeding,Zone X1,,,2006-05-24,,Zone X1,False
900,False,F,,False,,32.0,0-15 Min,False,08:05,RI-2006-24127,Citation,1974.0,Speeding,RI,B,False,Black,Speeding,Zone K2,,,2006-05-28,,Zone K2,True
300,False,M,,False,,24.0,0-15 Min,False,01:47,RI-2006-05659,Citation,1982.0,Speeding,RI,I,False,Asian,Speeding,Zone K3,,,2006-02-01,,Zone K3,True
300,False,F,,False,,21.0,16-30 Min,False,12:05,RI-2005-04502,Citation,1984.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2005-10-30,,Zone K3,True
300,False,M,,False,,32.0,0-15 Min,False,21:55,RI-2006-07846,Citation,1974.0,Equipment/Inspection Violation,RI,W,False,White,Equipment,Zone K3,,,2006-02-15,,Zone K3,False
900,False,F,,False,,25.0,0-15 Min,False,11:45,RI-2006-01146,Citation,1981.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone K2,,,2006-01-08,,Zone K2,False
300,False,F,,False,,17.0,0-15 Min,False,00:05,RI-2006-21904,Citation,1989.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-05-16,,Zone K3,False
900,False,F,,False,,58.0,0-15 Min,False,09:20,RI-2006-25151,Citation,1948.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-06-02,,Zone K2,False
500,False,M,,False,,24.0,0-15 Min,False,12:40,RI-2006-19698,Citation,1982.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-04-29,,Zone X4,True
200,False,F,,False,,35.0,0-15 Min,False,07:10,RI-2005-06360,Citation,1970.0,Speeding,RI,B,False,Black,Speeding,Zone X3,,,2005-11-09,,Zone X3,False
500,False,F,,False,,23.0,0-15 Min,False,23:35,RI-2006-09190,Citation,1983.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-02-24,,Zone X4,False
300,False,M,,False,,33.0,16-30 Min,False,12:00,RI-2005-01587,Citation,1972.0,Speeding,RI,B,False,Black,Speeding,Zone K3,,,2005-10-10,,Zone K3,True
600,False,F,,False,,36.0,0-15 Min,False,10:45,RI-2006-25605,Citation,1970.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-06-05,,Zone K1,True
300,False,M,,False,,20.0,0-15 Min,False,12:10,RI-2006-02067,Citation,1986.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-01-12,,Zone K3,True
600,False,F,,False,,24.0,0-15 Min,False,22:47,RI-2006-00853,Citation,1982.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone K1,,,2006-01-06,,Zone K1,False
300,False,F,,False,,28.0,0-15 Min,False,16:18,RI-2006-20506,Citation,1978.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-05-04,,Zone K3,True
600,False,F,,False,,43.0,0-15 Min,False,11:55,RI-2006-21636,Citation,1963.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-05-13,,Zone K1,False
500,False,M,,False,,55.0,0-15 Min,False,10:45,RI-2006-24383,Citation,1951.0,Other Traffic Violation,RI,B,False,Black,Moving violation,Zone X4,,,2006-05-29,,Zone X4,False
300,False,F,,False,,57.0,0-15 Min,False,15:40,RI-2006-15568,Citation,1949.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-04-04,,Zone K3,True
500,False,M,,False,,26.0,0-15 Min,False,13:35,RI-2006-16346,Citation,1980.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-04-09,,Zone X4,False
500,False,M,,False,,24.0,16-30 Min,False,00:20,RI-2006-26376,Citation,1982.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-06-10,,Zone X4,True
300,False,M,,True,,50.0,16-30 Min,False,17:30,RI-2005-12677,Arrest Driver,1955.0,Warrant,RI,W,False,White,Other,Zone K3,,,2005-12-20,,Zone K3,False
500,False,M,,False,,42.0,0-15 Min,False,09:35,RI-2006-00435,Citation,1964.0,Speeding,RI,W,False,White,Speeding,Zone X3,,,2006-01-04,,Zone X3,True
500,False,M,,False,,45.0,0-15 Min,False,01:50,RI-2006-12372,Citation,1961.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-03-17,,Zone X4,True
0,False,M,,False,,18.0,0-15 Min,False,02:30,RI-2006-11582,Citation,1988.0,Speeding,RI,W,False,White,Speeding,Zone X1,,,2006-03-12,,Zone X1,False
200,False,M,,False,,38.0,0-15 Min,False,11:28,RI-2006-06193,Citation,1968.0,Speeding,RI,W,False,White,Speeding,Zone X3,,,2006-02-04,,Zone X3,False
300,False,M,,False,,35.0,0-15 Min,False,19:22,RI-2005-00066,Citation,1970.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2005-07-24,,Zone K3,False
300,False,F,,False,,22.0,0-15 Min,False,07:20,RI-2006-08001,Citation,1984.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-02-17,,Zone K3,True
300,False,M,,True,,33.0,30+ Min,False,03:12,RI-2006-18365,Arrest Passenger,1973.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone X3,,,2006-04-22,,Zone X3,False
500,False,M,,False,,21.0,0-15 Min,False,23:10,RI-2006-25737,Citation,1985.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-06-05,,Zone X4,True
300,False,F,,False,,49.0,0-15 Min,False,11:05,RI-2005-05641,Citation,1956.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2005-11-05,,Zone K3,False
300,False,F,,False,,43.0,0-15 Min,False,09:11,RI-2006-20387,Citation,1963.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-05-04,,Zone K1,True
900,False,M,,False,,20.0,0-15 Min,False,11:45,RI-2006-23963,Citation,1986.0,Speeding,RI,B,False,Black,Speeding,Zone K2,,,2006-05-27,,Zone K2,False
0,False,M,,False,,22.0,0-15 Min,False,06:20,RI-2005-11258,Citation,1983.0,Speeding,RI,W,False,White,Speeding,Zone X1,,,2005-12-11,,Zone X1,False
