is_arrested,search_type,stop_date,driver_race_raw,stop_time,fine_grained_location,driver_age_raw,state,stop_duration,stop_outcome,county_name,search_type_raw,county_fips,out_of_state,drugs_related_stop,contraband_found,driver_gender,location_raw,violation_raw,search_conducted,driver_race,district,violation,driver_age,id,police_department
False,,2006-01-22,W,09:00,,1973.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K2,Speeding,False,White,Zone K2,Speeding,33.0,RI-2006-03931,900
False,,2005-12-23,B,01:20,,1975.0,RI,16-30 Min,Citation,,,,False,False,False,M,Zone X4,Other Traffic Violation,False,Black,Zone X4,Moving violation,30.0,RI-2005-13010,500
False,,2005-11-06,W,09:55,,1988.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X4,Speeding,False,White,Zone X4,Speeding,17.0,RI-2005-05834,500
False,,2005-11-13,W,08:25,,1953.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone K1,Speeding,False,White,Zone K1,Speeding,52.0,RI-2005-07049,600
False,,2006-05-17,W,09:50,,1986.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone X1,Speeding,False,White,Zone X1,Speeding,20.0,RI-2006-22074,000
False,,2005-11-03,W,12:55,,1981.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K1,Speeding,False,White,Zone K1,Speeding,24.0,RI-2005-05125,600
False,,2006-05-18,W,23:53,,1964.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,42.0,RI-2006-22297,300
False,,2005-10-06,W,09:00,,1979.0,RI,0-15 Min,Citation,,,,True,False,False,F,Zone X3,Speeding,False,White,Zone X3,Speeding,26.0,RI-2005-00943,200
False,,2006-01-28,W,02:15,,1963.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone K1,Speeding,False,White,Zone K1,Speeding,43.0,RI-2006-04880,600
True,Protective Frisk,2006-03-19,B,12:00,,1977.0,RI,16-30 Min,Arrest Driver,,Terry Frisk,,False,False,False,M,Zone K2,Speeding,True,Black,Zone K2,Speeding,29.0,RI-2006-12733,900
False,,2005-12-12,W,14:52,,1957.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X3,Speeding,False,White,Zone X3,Speeding,48.0,RI-2005-11506,200
False,,2005-12-24,W,11:30,,1981.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone X1,Speeding,False,White,Zone X1,Speeding,24.0,RI-2005-13189,0
,,2006-05-12,,14:35,,,RI,,,,,,,False,False,,Zone X4,,False,,Zone X4,,,RI-2006-21549,500
False,,2006-05-21,I,03:00,,1987.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X4,Speeding,False,Asian,Zone X4,Speeding,19.0,RI-2006-22688,500
False,,2005-10-26,W,00:45,,1980.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone K2,Speeding,False,White,Zone K2,Speeding,25.0,RI-2005-03698,900
False,,2006-02-24,W,13:50,,1986.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X4,Speeding,False,White,Zone X4,Speeding,20.0,RI-2006-09154,500
False,,2006-03-01,W,12:42,,1957.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone X1,Speeding,False,White,Zone X1,Speeding,49.0,RI-2006-09863,0
False,,2006-04-10,W,09:41,,1985.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone K2,Speeding,False,White,Zone K2,Speeding,21.0,RI-2006-16523,900
False,,2006-01-19,W,11:10,,1968.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone X4,Speeding,False,White,Zone X4,Speeding,38.0,RI-2006-03347,500
False,,2006-02-26,W,15:50,,1979.0,RI,0-15 Min,Citation,,,,True,False,False,F,Zone K1,Speeding,False,White,Zone K1,Speeding,27.0,RI-2006-09426,600
False,,2005-10-31,W,10:00,,1979.0,RI,0-15 Min,Warning,,,,,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,26.0,RI-2005-04657,300
False,,2006-01-04,W,10:11,,1963.0,RI,0-15 Min,Citation,,,,True,False,False,F,Zone K3,Speeding,False,White,Zone K3,Speeding,43.0,RI-2006-00451,300
True,,2006-01-08,W,23:00,,1981.0,RI,16-30 Min,Arrest Driver,,,,False,False,False,M,Zone X4,Registration Violation,False,White,Zone X4,Registration/plates,25.0,RI-2006-01253,500
False,,2006-01-28,W,08:15,,1973.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K2,Speeding,False,White,Zone K2,Speeding,33.0,RI-2006-04907,900
False,,2005-11-05,W,11:10,,1985.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X3,Speeding,False,White,Zone X3,Speeding,20.0,RI-2005-05642,200
False,,2005-12-14,W,11:15,,1987.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K2,Speeding,False,White,Zone K2,Speeding,18.0,RI-2005-11775,900
False,,2005-11-13,W,09:43,,1961.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K1,Speeding,False,White,Zone K1,Speeding,44.0,RI-2005-07070,600
False,,2006-03-27,W,09:50,,1979.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone K2,Speeding,False,White,Zone K2,Speeding,27.0,RI-2006-14156,900
False,,2006-02-15,W,11:30,,1958.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,48.0,RI-2006-07734,300
False,,2005-11-28,W,10:00,,1982.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K2,Speeding,False,White,Zone K2,Speeding,23.0,RI-2005-09482,900
False,,2006-02-23,W,07:32,,1968.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K1,Speeding,False,White,Zone K1,Speeding,38.0,RI-2006-08954,600
False,,2006-06-12,W,00:30,,1975.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone X4,Speeding,False,White,Zone X4,Speeding,31.0,RI-2006-26781,500
False,,2005-11-02,W,03:20,,1974.0,RI,16-30 Min,Citation,,,,False,False,False,F,Zone X3,Speeding,False,White,Zone X3,Speeding,31.0,RI-2005-04934,200
False,,2006-04-08,W,02:10,,1979.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X3,Other Traffic Violation,False,White,Zone X3,Moving violation,27.0,RI-2006-16104,200
False,,2006-03-16,B,23:50,,1981.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X4,Speeding,False,Black,Zone X4,Speeding,25.0,RI-2006-12356,500
False,,2005-12-08,W,11:00,,1985.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone X3,Speeding,False,White,Zone X3,Speeding,20.0,RI-2005-10950,200
False,,2005-11-05,W,08:52,,1981.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone X1,Speeding,False,White,Zone X1,Speeding,24.0,RI-2005-05562,0
False,,2006-02-06,W,08:45,,1952.0,RI,16-30 Min,Citation,,,,False,False,False,F,Zone K3,Registration Violation,False,White,Zone K3,Registration/plates,54.0,RI-2006-06451,300
False,,2005-12-16,W,17:40,,1969.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X4,Other Traffic Violation,False,White,Zone X4,Moving violation,36.0,RI-2005-12040,500
False,Inventory,2005-12-07,B,10:04,,1973.0,RI,16-30 Min,Citation,,Inventory/Tow,,,False,False,M,Zone K3,Registration Violation,True,Black,Zone K3,Registration/plates,32.0,RI-2005-10794,900
False,,2005-11-13,W,11:00,,1982.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K1,Speeding,False,White,Zone K1,Speeding,23.0,RI-2005-07095,600
False,,2005-12-07,W,09:40,,1967.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K2,Other Traffic Violation,False,White,Zone K2,Moving violation,38.0,RI-2005-10790,900
False,,2006-05-08,W,22:45,,1977.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,29.0,RI-2006-21084,300
,,2006-04-29,,23:51,,,RI,,,,,,,False,False,,Zone K3,,False,,Zone K3,,,RI-2006-19783,300
False,,2006-05-21,W,07:45,,1968.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X3,Speeding,False,White,Zone X3,Speeding,38.0,RI-2006-22711,200
False,,2005-10-27,W,23:40,,1985.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone K3,Speeding,False,White,Zone K3,Speeding,20.0,RI-2005-03974,300
,,2006-03-04,,16:30,,,RI,,,,,,,False,False,,Zone K1,,False,,Zone K1,,,RI-2006-10243,600
False,,2006-01-16,W,14:10,,1969.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone X3,Other Traffic Violation,False,White,Zone X3,Moving violation,37.0,RI-2006-02852,200
False,,2006-03-29,W,08:39,,1942.0,RI,30+ Min,Citation,,,,True,False,False,M,Zone X1,Special Detail/Directed Patrol,False,White,Zone X1,Other,64.0,RI-2006-14445,0
False,,2006-06-11,W,23:35,,1987.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone X4,Speeding,False,White,Zone X4,Speeding,19.0,RI-2006-26768,500
False,,2006-05-11,W,13:40,,1978.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K2,Equipment/Inspection Violation,False,White,Zone K2,Equipment,28.0,RI-2006-21414,900
False,,2006-02-13,W,14:13,,1973.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone K1,Speeding,False,White,Zone K1,Speeding,33.0,RI-2006-07420,600
False,Probable Cause,2006-03-28,W,17:20,,1983.0,RI,16-30 Min,Citation,,Probable Cause,,False,False,True,M,Zone K3,Speeding,True,White,Zone K3,Speeding,23.0,RI-2006-14360,300
False,,2006-03-13,W,20:10,,1974.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,32.0,RI-2006-11838,300
False,,2006-02-23,W,04:35,,1978.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K2,Speeding,False,White,Zone K2,Speeding,28.0,RI-2006-08948,900
False,,2006-06-08,W,07:15,,1972.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone K2,Speeding,False,White,Zone K2,Speeding,34.0,RI-2006-26086,900
False,,2006-05-02,W,16:10,,1987.0,RI,0-15 Min,N/D,,,,False,False,False,F,Zone K1,Equipment/Inspection Violation,False,White,Zone K1,Equipment,19.0,RI-2006-20168,600
False,,2006-05-21,I,03:45,,1967.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone X4,Speeding,False,Asian,Zone X4,Speeding,39.0,RI-2006-22697,500
False,,2006-01-27,W,22:35,,1975.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone K1,Speeding,False,White,Zone K1,Speeding,31.0,RI-2006-04846,600
False,,2005-10-10,W,04:35,,1967.0,RI,0-15 Min,Warning,,,,False,False,False,M,Zone K2,Speeding,False,White,Zone K2,Speeding,38.0,RI-2005-01532,900
False,,2006-02-14,W,11:40,,1987.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone K2,Speeding,False,White,Zone K2,Speeding,19.0,RI-2006-07535,900
True,Incident to Arrest,2006-01-26,W,23:13,,1958.0,RI,0-15 Min,Arrest Passenger,,Incident to Arrest,,False,False,False,M,Zone K3,Other Traffic Violation,True,White,Zone K3,Moving violation,48.0,RI-2006-04618,300
False,,2006-03-01,W,11:00,,1984.0,RI,0-15 Min,Citation,,,,True,False,False,F,Zone K1,Speeding,False,White,Zone K1,Speeding,22.0,RI-2006-09849,600
False,,2006-05-21,W,08:15,,1937.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,69.0,RI-2006-22717,300
False,,2006-03-13,W,20:25,,1965.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K2,Registration Violation,False,White,Zone K2,Registration/plates,41.0,RI-2006-11840,900
False,,2005-10-01,W,10:45,,1971.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X4,Equipment/Inspection Violation,False,White,Zone X4,Equipment,34.0,RI-2005-00210,500
False,,2006-04-26,W,04:35,,1968.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,38.0,RI-2006-19009,300
False,,2005-11-18,W,09:50,,1964.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K2,Speeding,False,White,Zone K2,Speeding,41.0,RI-2005-07865,900
False,,2006-04-23,W,01:50,,1986.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K2,Speeding,False,White,Zone K2,Speeding,20.0,RI-2006-18518,900
False,,2006-05-06,W,00:45,,1984.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,22.0,RI-2006-20703,300
False,,2005-11-04,W,13:15,,1985.0,RI,0-15 Min,Citation,,,,True,False,False,F,Zone K3,Speeding,False,White,Zone K3,Speeding,20.0,RI-2005-05365,300
False,,2006-01-24,W,15:15,,1964.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X4,Speeding,False,White,Zone X4,Speeding,42.0,RI-2006-04280,500
False,,2005-10-07,W,19:50,,1960.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X4,Speeding,False,White,Zone X4,Speeding,45.0,RI-2005-01176,500
False,,2005-12-31,W,14:55,,1983.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone K3,Speeding,False,White,Zone K3,Speeding,22.0,RI-2005-14037,300
False,,2006-02-25,W,21:30,,1984.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone X4,Speeding,False,White,Zone X4,Speeding,22.0,RI-2006-09295,500
False,,2006-05-25,B,07:45,,1954.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone K1,Speeding,False,Black,Zone K1,Speeding,52.0,RI-2006-23419,600
,,2006-04-19,,20:25,,,RI,,,,,,,False,False,,Zone X4,,False,,Zone X4,,,RI-2006-17964,500
False,,2006-05-26,W,20:40,,1987.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone K3,Equipment/Inspection Violation,False,White,Zone K3,Equipment,19.0,RI-2006-23770,300
,,2006-02-07,,08:30,,,RI,,,,,,,False,False,,Zone X4,,False,,Zone X4,,,RI-2006-06598,500
False,,2006-05-23,W,23:20,,1960.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X4,Speeding,False,White,Zone X4,Speeding,46.0,RI-2006-23234,500
False,,2006-05-28,B,20:00,,1951.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K3,Speeding,False,Black,Zone K3,Speeding,55.0,RI-2006-24276,300
False,,2006-05-31,I,23:11,,1972.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K3,Speeding,False,Asian,Zone K3,Speeding,34.0,RI-2006-24953,300
False,,2005-10-24,W,12:39,,1956.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone K1,Speeding,False,White,Zone K1,Speeding,49.0,RI-2005-03563,600
,,2006-06-07,,07:38,,,RI,,,,,,,False,False,,Zone X1,,False,,Zone X1,,,RI-2006-25964,000
False,,2006-04-20,W,23:00,,1962.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X4,Speeding,False,White,Zone X4,Speeding,44.0,RI-2006-18122,500
False,,2005-11-06,W,20:39,,1980.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,25.0,RI-2005-05953,300
,,2005-10-23,,12:05,,,RI,,,,,,,False,False,,Zone K3,,False,,Zone K3,,,RI-2005-03333,300
False,,2005-12-26,W,20:35,,1985.0,RI,0-15 Min,Citation,,,,True,False,False,F,Zone X4,Speeding,False,White,Zone X4,Speeding,20.0,RI-2005-13301,500
False,,2006-01-24,I,20:10,,1983.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone K1,Speeding,False,Asian,Zone K1,Speeding,23.0,RI-2006-04317,600
False,,2006-01-16,W,12:00,,1962.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X4,Registration Violation,False,White,Zone X4,Registration/plates,44.0,RI-2006-02832,500
False,,2006-03-29,W,14:00,,1970.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K3,Other Traffic Violation,False,White,Zone K3,Moving violation,36.0,RI-2006-14499,300
False,,2006-05-19,W,23:15,,1987.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K2,Speeding,False,White,Zone K2,Speeding,19.0,RI-2006-22462,900
False,,2006-04-06,W,16:30,,1979.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X3,Speeding,False,White,Zone X3,Speeding,27.0,RI-2006-15911,200
False,,2005-12-07,W,20:20,,1984.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,21.0,RI-2005-10883,300
False,,2005-10-01,W,16:25,,1959.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X3,Speeding,False,White,Zone X3,Speeding,46.0,RI-2005-00254,200
,,2006-06-06,,15:46,,,RI,,,,,,,False,False,,Zone X1,,False,,Zone X1,,,RI-2006-25898,000
False,,2006-03-22,W,13:26,,1981.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone X3,Other Traffic Violation,False,White,Zone X3,Moving violation,25.0,RI-2006-13379,500
False,,2005-11-09,W,14:35,,1988.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K1,Speeding,False,White,Zone K1,Speeding,17.0,RI-2005-06449,600
False,,2006-03-29,W,23:30,,1983.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X4,Speeding,False,White,Zone X4,Speeding,23.0,RI-2006-14553,500
True,,2006-04-03,B,14:00,,1971.0,RI,30+ Min,Arrest Driver,,,,False,False,False,M,Zone K3,Registration Violation,False,Black,Zone K3,Registration/plates,35.0,RI-2006-15335,300
False,,2006-04-03,W,13:55,,1985.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone X3,Speeding,False,White,Zone X3,Speeding,21.0,RI-2006-15332,200
False,,2005-10-26,I,20:00,,1987.0,RI,16-30 Min,Citation,,,,False,False,False,F,Zone X4,Speeding,False,Asian,Zone X4,Speeding,18.0,RI-2005-03796,500
False,,2005-10-24,W,22:00,,1980.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K1,Speeding,False,White,Zone K1,Speeding,25.0,RI-2005-03632,600
False,,2005-12-13,W,09:45,,1947.0,RI,0-15 Min,Citation,,,,True,False,False,F,Zone X3,Speeding,False,White,Zone X3,Speeding,58.0,RI-2005-11623,200
False,,2006-05-19,W,10:30,,1950.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X4,Speeding,False,White,Zone X4,Speeding,56.0,RI-2006-22360,500
False,,2005-10-21,W,15:55,,1977.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone X4,Speeding,False,White,Zone X4,Speeding,28.0,RI-2005-02989,500
False,,2006-01-27,W,10:28,,1983.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone X3,Speeding,False,White,Zone X3,Speeding,23.0,RI-2006-04727,500
False,,2006-02-20,W,16:00,,1988.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X4,Other Traffic Violation,False,White,Zone X4,Moving violation,18.0,RI-2006-08561,500
False,,2005-12-30,W,14:30,,1980.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K2,Speeding,False,White,Zone K2,Speeding,25.0,RI-2005-13812,900
False,,2005-12-13,W,13:05,,1956.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone K2,Other Traffic Violation,False,White,Zone K2,Moving violation,49.0,RI-2005-11652,900
False,,2005-10-19,H,20:25,,1985.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X4,Speeding,False,Hispanic,Zone X4,Speeding,20.0,RI-2005-02683,500
False,,2005-12-03,W,23:50,,1980.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,25.0,RI-2005-10377,300
False,,2005-11-18,W,12:30,,1965.0,RI,0-15 Min,Citation,,,,True,False,False,F,Zone K1,Speeding,False,White,Zone K1,Speeding,40.0,RI-2005-07880,600
True,Incident to Arrest,2005-10-02,W,09:20,,1977.0,RI,16-30 Min,Arrest Passenger,,Incident to Arrest,,False,False,False,F,Zone K2,Other Traffic Violation,True,White,Zone K2,Moving violation,28.0,RI-2005-00363,900
False,,2006-03-23,W,13:00,,1965.0,RI,16-30 Min,Citation,,,,False,False,False,M,Zone K2,Registration Violation,False,White,Zone K2,Registration/plates,41.0,RI-2006-13616,900
False,,2006-03-07,W,08:05,,1952.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone X1,Speeding,False,White,Zone X1,Speeding,54.0,RI-2006-10634,0
False,,2006-02-09,W,13:10,,1980.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone X4,Speeding,False,White,Zone X4,Speeding,26.0,RI-2006-06959,500
,,2005-11-03,,14:15,,,RI,,,,,,,False,False,,Zone K3,,False,,Zone K3,,,RI-2005-05145,300
False,,2005-12-19,W,10:30,,1985.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X3,Speeding,False,White,Zone X3,Speeding,20.0,RI-2005-12468,200
False,,2006-05-22,B,10:16,,1978.0,RI,16-30 Min,Citation,,,,True,False,False,M,Zone X4,Registration Violation,False,Black,Zone X4,Registration/plates,28.0,RI-2006-23022,500
False,,2006-05-22,W,20:15,,1956.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K1,Speeding,False,White,Zone K1,Speeding,50.0,RI-2006-23088,600
False,,2006-03-15,W,06:50,,1953.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X4,Speeding,False,White,Zone X4,Speeding,53.0,RI-2006-12057,500
False,Protective Frisk,2005-10-27,W,08:40,,1986.0,RI,16-30 Min,Citation,,Terry Frisk,,False,False,False,M,Zone K2,Speeding,True,White,Zone K2,Speeding,19.0,RI-2005-03870,900
False,,2006-01-16,W,17:27,,1979.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone X4,Speeding,False,White,Zone X4,Speeding,27.0,RI-2006-02891,500
False,,2006-01-20,W,03:10,,1931.0,RI,0-15 Min,Citation,,,,True,False,False,F,Zone K3,Speeding,False,White,Zone K3,Speeding,75.0,RI-2006-03438,300
False,,2006-03-04,B,10:00,,1986.0,RI,16-30 Min,Citation,,,,False,False,False,M,Zone K3,Equipment/Inspection Violation,False,Black,Zone K3,Equipment,20.0,RI-2006-10197,300
False,,2006-02-21,W,12:25,,1984.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X3,Speeding,False,White,Zone X3,Speeding,22.0,RI-2006-08731,200
False,,2006-01-27,W,03:30,,1984.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K3,Other Traffic Violation,False,White,Zone K3,Moving violation,22.0,RI-2006-04659,300
False,,2006-04-17,W,01:45,,1981.0,RI,0-15 Min,Citation,,,,True,False,False,F,Zone K2,Speeding,False,White,Zone K2,Speeding,25.0,RI-2006-17572,900
False,,2006-06-04,W,14:45,,1981.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K1,Speeding,False,White,Zone K1,Speeding,25.0,RI-2006-25450,600
False,,2006-05-20,W,02:10,,1982.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,24.0,RI-2006-22500,300
False,,2006-05-24,W,01:45,,1983.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone X3,Speeding,False,White,Zone X3,Speeding,23.0,RI-2006-23255,200
False,,2006-04-16,W,00:10,,1989.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X4,Other Traffic Violation,False,White,Zone X4,Moving violation,17.0,RI-2006-17480,500
False,,2006-04-05,W,00:35,,1963.0,RI,0-15 Min,Citation,,,,True,False,False,F,Zone X1,Speeding,False,White,Zone X1,Speeding,43.0,RI-2006-15647,0
False,,2005-12-16,W,08:22,,1971.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,34.0,RI-2005-12006,300
False,,2005-10-25,W,16:30,,1959.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K2,Other Traffic Violation,False,White,Zone K2,Moving violation,46.0,RI-2005-03663,900
False,,2006-01-28,W,14:12,,1969.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X4,Speeding,False,White,Zone X4,Speeding,37.0,RI-2006-05032,500
False,,2006-03-13,W,16:35,,1959.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,47.0,RI-2006-11813,300
False,,2005-10-30,W,17:00,,1962.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K1,Speeding,False,White,Zone K1,Speeding,43.0,RI-2005-04579,600
False,,2006-02-27,W,22:40,,1986.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X4,Speeding,False,White,Zone X4,Speeding,20.0,RI-2006-09661,500
False,,2006-03-31,W,01:25,,1986.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone K2,Speeding,False,White,Zone K2,Speeding,20.0,RI-2006-14711,900
False,,2005-11-19,W,07:10,,1984.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone X4,Speeding,False,White,Zone X4,Speeding,21.0,RI-2005-07974,500
False,,2006-04-01,W,13:15,,1985.0,RI,0-15 Min,Citation,,,,True,False,False,F,Zone K1,Speeding,False,White,Zone K1,Speeding,21.0,RI-2006-14936,600
False,,2005-11-19,W,07:10,,1977.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X4,Speeding,False,White,Zone X4,Speeding,28.0,RI-2005-07973,500
False,,2006-05-26,W,15:00,,1957.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone X4,Equipment/Inspection Violation,False,White,Zone X4,Equipment,49.0,RI-2006-23734,500
False,,2005-10-21,W,09:20,,1983.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone K3,Speeding,False,White,Zone K3,Speeding,22.0,RI-2005-02916,300
False,,2006-04-14,B,11:30,,1965.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K2,Speeding,False,Black,Zone K2,Speeding,41.0,RI-2006-17194,900
False,,2006-06-08,W,11:50,,1986.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X3,Speeding,False,White,Zone X3,Speeding,20.0,RI-2006-26128,200
False,,2006-04-12,W,15:55,,1958.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,48.0,RI-2006-16931,300
False,,2006-05-18,W,00:00,,1963.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,43.0,RI-2006-22157,300
True,,2006-02-08,B,23:45,,1965.0,RI,16-30 Min,Arrest Driver,,,,False,False,False,F,Zone X4,Registration Violation,False,Black,Zone X4,Registration/plates,41.0,RI-2006-06799,500
False,,2005-12-15,W,22:55,,1984.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K3,Other Traffic Violation,False,White,Zone K3,Moving violation,21.0,RI-2005-11960,300
False,,2006-01-11,W,09:18,,1939.0,RI,16-30 Min,Warning,,,,False,False,False,F,Zone K2,Other Traffic Violation,False,White,Zone K2,Moving violation,67.0,RI-2006-01830,900
False,,2006-03-16,W,09:04,,1948.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone K1,Speeding,False,White,Zone K1,Speeding,58.0,RI-2006-12222,600
False,,2006-03-15,W,14:57,,1982.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K1,Speeding,False,White,Zone K1,Speeding,24.0,RI-2006-12122,600
False,,2006-01-07,W,04:05,,1971.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone X3,Speeding,False,White,Zone X3,Speeding,35.0,RI-2006-00901,200
