GameId,Year,Round,Date,MaxTemp,MinTemp,Rainfall,Venue,StartTime,Attendance,HomeTeam,HomeTeamScoreQT,HomeTeamScoreHT,HomeTeamScore3QT,HomeTeamScoreFT,HomeTeamScore,AwayTeam,AwayTeamScoreQT,AwayTeamScoreHT,AwayTeamScore3QT,AwayTeamScoreFT,AwayTeamScore
2015R0206,2015,R2,2015-04-11,23.3,9.2,0.0,Adelaide Oval,7:10 PM,"49,765",Port Adelaide,1.1,4.2,6.5,6.8,44,Sydney,3.1,7.4,11.6,14.8,92
2015R0207,2015,R2,2015-04-12,18.9,12.7,,Kardinia Park,1:10 PM,"23,723",Geelong,2.2,6.2,8.4,9.6,60,Fremantle,3.3,7.8,14.9,15.14,104
2015R0208,2015,R2,2015-04-12,19.3,12.7,0.0,M.C.G.,3:20 PM,"59,866",Essendon,2.2,7.3,9.4,12.6,78,Hawthorn,1.3,3.5,7.8,11.10,76
2015R0209,2015,R2,2015-04-12,19.3,12.7,0.0,Docklands,4:40 PM,"22,275",North Melbourne,5.3,13.5,15.9,20.13,133,Brisbane Lions,3.2,4.5,5.8,7.9,51
2015R0301,2015,R3,2015-04-17,16.5,8.9,,M.C.G.,7:50 PM,"45,197",Collingwood,6.2,12.6,16.10,21.14,140,St Kilda,6.3,7.4,8.6,10.6,66
2015R0302,2015,R3,2015-04-18,21.8,12.4,7.0,M.C.G.,1:45 PM,"54,854",Carlton,2.4,5.7,7.12,11.18,84,Essendon,3.4,10.4,14.6,16.9,105
2015R0303,2015,R3,2015-04-18,19.3,13.6,0.0,Adelaide Oval,1:40 PM,"43,713",Adelaide,3.1,5.3,9.4,12.8,80,Melbourne,3.4,4.6,6.9,7.13,55
2015R0304,2015,R3,2015-04-18,29.4,20.2,1.0,S.C.G.,4:35 PM,"31,966",Sydney,4.3,10.6,14.12,16.15,111,Greater Western Sydney,1.6,3.13,7.15,12.18,90
2015R0305,2015,R3,2015-04-18,21.8,12.4,7.0,Docklands,7:20 PM,"22,586",North Melbourne,2.0,5.4,11.7,16.9,105,Port Adelaide,3.3,8.6,12.9,17.11,113
2015R0306,2015,R3,2015-04-18,27.7,18.6,3.4,Gabba,7:20 PM,"22,441",Brisbane Lions,3.1,4.5,6.7,8.10,58,Richmond,4.4,8.5,13.7,21.11,137
2015R0307,2015,R3,2015-04-19,14.8,4.3,2.2,York Park,1:10 PM,"15,559",Hawthorn,2.3,11.6,14.7,19.13,127,Western Bulldogs,2.1,6.1,8.6,8.9,57
2015R0308,2015,R3,2015-04-19,15.0,8.1,5.4,Kardinia Park,3:20 PM,"20,813",Geelong,5.3,7.6,13.8,16.9,105,Gold Coast,6.5,8.12,9.15,13.18,96
2015R0309,2015,R3,2015-04-19,28.2,14.3,0.0,Subiaco,2:40 PM,"39,138",West Coast,0.4,3.5,6.7,12.9,81,Fremantle,9.2,14.5,16.7,17.9,111
2015R0401,2015,R4,2015-04-24,21.1,12.7,0.0,M.C.G.,7:50 PM,"58,175",Richmond,3.5,5.9,6.13,6.15,51,Melbourne,4.2,6.5,10.9,12.11,83
2015R0402,2015,R4,2015-04-25,,,,Wellington,1:10 PM,"12,125",St Kilda,5.3,8.6,10.8,12.9,81,Carlton,1.2,6.4,12.9,18.13,121
2015R0403,2015,R4,2015-04-25,14.6,10.6,0.0,M.C.G.,2:40 PM,"88,395",Essendon,2.0,4.8,5.10,6.13,49,Collingwood,3.2,4.9,7.12,9.15,69
2015R0404,2015,R4,2015-04-25,17.4,4.5,0.0,Manuka Oval,5:40 PM,"6,917",Greater Western Sydney,4.4,8.8,12.18,16.23,119,Gold Coast,1.2,4.6,5.8,7.11,53
2015R0405,2015,R4,2015-04-25,16.8,8.7,13.2,Adelaide Oval,7:10 PM,"49,831",Port Adelaide,8.2,12.4,15.8,15.9,99,Hawthorn,1.2,3.7,8.9,13.13,91
2015R0406,2015,R4,2015-04-25,23.2,11.9,0.0,Subiaco,6:45 PM,"39,009",Fremantle,4.2,9.3,9.4,11.8,74,Sydney,1.1,1.3,5.8,8.12,60
2015R0407,2015,R4,2015-04-26,23.4,16.7,0.0,Gabba,1:10 PM,"16,632",Brisbane Lions,1.1,4.4,5.9,9.11,65,West Coast,5.3,8.8,12.11,17.16,118
2015R0408,2015,R4,2015-04-26,15.9,9.5,,Kardinia Park,3:20 PM,"23,452",Geelong,4.3,4.6,6.8,9.13,67,North Melbourne,1.2,5.4,7.8,12.11,83
2015R0409,2015,R4,2015-04-26,15.1,9.5,,Docklands,4:40 PM,"19,915",Western Bulldogs,6.5,10.9,16.14,18.17,125,Adelaide,1.1,5.4,5.5,10.8,68
2015R0501,2015,R5,2015-05-01,22.8,5.5,0.0,M.C.G.,7:50 PM,"71,759",Carlton,1.1,2.3,5.6,6.9,45,Collingwood,4.4,8.9,14.11,18.12,120
2015R0502,2015,R5,2015-05-02,22.0,13.0,0.0,M.C.G.,1:45 PM,"45,228",Richmond,0.5,2.6,6.8,11.10,76,Geelong,2.2,7.4,9.9,12.13,85
2015R0503,2015,R5,2015-05-02,23.6,16.3,9.0,S.C.G.,2:10 PM,"25,541",Sydney,2.5,4.9,8.10,10.13,73,Western Bulldogs,5.1,6.8,10.9,11.11,77
2015R0504,2015,R5,2015-05-02,25.7,15.2,83.6,Carrara,4:35 PM,"12,464",Gold Coast,2.3,7.9,14.10,18.10,118,Brisbane Lions,2.3,3.5,7.8,7.12,54
2015R0505,2015,R5,2015-05-02,22.0,13.0,0.0,Docklands,7:20 PM,"38,077",North Melbourne,3.1,4.3,7.8,10.10,70,Hawthorn,6.4,7.8,12.13,19.16,130
2015R0506,2015,R5,2015-05-02,21.8,11.2,0.0,Subiaco,5:40 PM,"34,554",West Coast,4.2,9.4,12.10,18.12,120,Greater Western Sydney,3.4,3.4,4.8,4.9,33
2015R0507,2015,R5,2015-05-03,18.8,7.1,0.0,M.C.G.,1:10 PM,"22,892",Melbourne,2.2,5.4,6.8,6.14,50,Fremantle,5.3,8.6,11.8,18.10,118
2015R0508,2015,R5,2015-05-03,18.8,7.1,0.0,Docklands,3:20 PM,"29,869",St Kilda,2.6,6.7,10.10,11.14,80,Essendon,3.2,6.6,9.11,11.16,82
2015R0509,2015,R5,2015-05-03,20.6,11.0,0.0,Adelaide Oval,4:10 PM,"49,617",Adelaide,2.3,4.8,9.11,13.13,91,Port Adelaide,5.1,8.1,12.6,18.7,115
2015R0601,2015,R6,2015-05-08,16.7,9.3,0.2,M.C.G.,7:50 PM,"52,152",Collingwood,1.3,2.6,6.9,8.11,59,Geelong,7.1,11.4,12.8,15.10,100
2015R0602,2015,R6,2015-05-09,15.5,11.3,0.0,Bellerive Oval,1:45 PM,"17,544",North Melbourne,3.2,6.8,13.10,16.13,109,Richmond,2.1,5.8,6.11,10.14,74
2015R0603,2015,R6,2015-05-09,19.4,11.4,0.0,Docklands,2:10 PM,"29,619",Western Bulldogs,3.3,10.4,11.6,13.9,87,St Kilda,2.2,2.3,9.6,14.10,94
2015R0604,2015,R6,2015-05-09,21.1,8.2,0.0,Sydney Showground,4:35 PM,"13,556",Greater Western Sydney,2.2,7.4,11.5,16.12,108,Hawthorn,4.5,6.6,12.9,14.14,98
2015R0605,2015,R6,2015-05-09,23.7,14.0,0.0,Carrara,5:10 PM,"12,464",Gold Coast,3.3,4.4,6.9,11.12,78,Adelaide,5.2,9.4,14.7,18.11,119
2015R0606,2015,R6,2015-05-09,19.4,11.4,0.0,M.C.G.,7:20 PM,"26,894",Melbourne,1.1,1.3,4.5,7.8,50,Sydney,4.3,7.7,11.9,12.16,88
2015R0607,2015,R6,2015-05-09,23.4,7.9,0.0,Subiaco,6:10 PM,"37,535",Fremantle,4.3,9.4,12.6,12.8,80,Essendon,2.1,3.3,3.6,7.10,52
2015R0608,2015,R6,2015-05-10,15.7,12.0,10.6,Docklands,3:20 PM,"20,273",Carlton,3.2,6.4,9.7,11.9,75,Brisbane Lions,3.1,5.4,10.9,12.12,84
2015R0609,2015,R6,2015-05-10,18.1,14.6,2.0,Adelaide Oval,4:10 PM,"38,508",Port Adelaide,3.4,7.6,8.6,10.8,68,West Coast,3.4,4.7,8.11,11.12,78
2015R0701,2015,R7,2015-05-15,13.9,10.4,2.0,Docklands,7:50 PM,"43,972",Essendon,5.0,6.3,8.10,12.10,82,North Melbourne,2.6,7.9,9.13,13.15,93
2015R0702,2015,R7,2015-05-16,15.9,5.8,0.2,Adelaide Oval,1:15 PM,"43,532",Adelaide,3.3,9.3,15.6,18.11,119,St Kilda,3.3,5.8,7.12,10.13,73
2015R0703,2015,R7,2015-05-16,18.0,10.4,0.0,M.C.G.,2:10 PM,"41,935",Hawthorn,6.2,10.6,18.8,24.11,155,Melbourne,2.0,3.3,4.6,7.8,50
2015R0704,2015,R7,2015-05-16,18.0,10.4,0.0,Docklands,4:35 PM,"16,676",Carlton,2.0,4.1,8.2,9.3,57,Greater Western Sydney,4.4,8.10,16.15,19.21,135
2015R0705,2015,R7,2015-05-16,19.8,12.8,0.8,Stadium Australia,7:20 PM,"28,063",Sydney,4.3,8.4,11.9,18.12,120,Geelong,4.4,9.7,10.10,11.11,77
2015R0706,2015,R7,2015-05-16,15.8,12.6,4.0,Subiaco,5:40 PM,"26,964",West Coast,3.3,7.6,19.6,21.9,135,Gold Coast,1.1,1.2,2.6,6.7,43
2015R0707,2015,R7,2015-05-17,20.0,5.8,0.0,Docklands,1:10 PM,"18,170",Western Bulldogs,1.0,4.3,8.4,14.4,88,Fremantle,5.3,7.6,11.8,15.11,101
2015R0708,2015,R7,2015-05-17,20.0,5.8,0.0,M.C.G.,3:20 PM,"59,034",Richmond,1.2,9.5,12.6,16.9,105,Collingwood,4.4,7.5,12.7,15.10,100
2015R0709,2015,R7,2015-05-17,23.0,14.9,1.0,Gabba,4:40 PM,"15,957",Brisbane Lions,1.2,7.6,11.8,15.12,102,Port Adelaide,2.3,3.9,6.13,8.17,65
2015R0801,2015,R8,2015-05-22,15.0,8.7,0.4,Docklands,7:50 PM,"32,032",Geelong,6.1,11.5,18.6,22.8,140,Carlton,2.4,5.7,8.8,9.9,63
2015R0802,2015,R8,2015-05-23,13.5,9.8,0.0,Docklands,1:45 PM,"23,598",St Kilda,1.2,6.4,10.5,12.6,78,West Coast,7.3,8.4,15.6,20.11,131
2015R0803,2015,R8,2015-05-23,18.6,9.4,28.0,Sydney Showground,2:10 PM,"9,481",Greater Western Sydney,6.4,8.7,16.10,16.12,108,Adelaide,3.3,5.5,9.6,12.12,84
2015R0804,2015,R8,2015-05-23,22.4,15.6,0.2,Carrara,4:35 PM,"16,440",Gold Coast,1.3,6.5,6.7,9.9,63,Collingwood,5.2,10.4,15.8,20.12,132
2015R0805,2015,R8,2015-05-23,13.5,9.8,0.0,M.C.G.,7:20 PM,"63,319",Hawthorn,0.4,4.9,8.11,9.15,69,Sydney,5.1,7.4,8.7,11.7,73
2015R0806,2015,R8,2015-05-23,22.2,6.6,0.0,Subiaco,5:40 PM,"35,836",Fremantle,5.3,9.8,13.11,17.13,115,North Melbourne,1.1,4.4,5.6,5.12,42
2015R0807,2015,R8,2015-05-24,17.3,5.1,0.0,Docklands,1:10 PM,"36,857",Essendon,5.2,9.5,16.9,21.10,136,Brisbane Lions,5.3,8.6,10.6,12.6,78
2015R0808,2015,R8,2015-05-24,17.3,5.1,0.0,M.C.G.,3:20 PM,"29,381",Melbourne,3.3,7.5,10.10,15.13,103,Western Bulldogs,2.3,3.9,8.9,9.10,64
2015R0809,2015,R8,2015-05-24,17.1,5.7,0.0,Adelaide Oval,4:10 PM,"44,451",Port Adelaide,0.3,3.6,4.10,5.13,43,Richmond,3.4,7.5,7.5,11.10,76
2015R0901,2015,R9,2015-05-29,21.1,15.7,0.4,S.C.G.,7:50 PM,"32,105",Sydney,5.2,9.4,15.8,19.8,122,Carlton,1.4,2.4,5.5,9.8,62
2015R0902,2015,R9,2015-05-30,14.1,7.3,3.8,York Park,1:45 PM,"11,320",Hawthorn,3.0,6.4,12.7,14.9,93,Gold Coast,2.1,4.2,5.3,6.4,40
2015R0903,2015,R9,2015-05-30,24.0,12.4,0.0,Traeger Park,1:40 PM,"4,866",Melbourne,3.2,6.2,7.3,8.6,54,Port Adelaide,1.2,8.4,12.6,18.7,115
2015R0904,2015,R9,2015-05-30,17.0,9.0,0.0,Docklands,4:35 PM,"16,395",Western Bulldogs,8.1,10.5,13.12,16.17,113,Greater Western Sydney,2.0,5.0,7.0,11.2,68
2015R0905,2015,R9,2015-05-30,17.0,9.0,0.0,M.C.G.,7:20 PM,"83,804",Richmond,3.2,5.6,7.10,10.12,72,Essendon,1.4,3.7,6.8,8.11,59
2015R0906,2015,R9,2015-05-30,15.7,8.4,0.0,Adelaide Oval,7:10 PM,"45,518",Adelaide,3.4,4.9,7.12,7.15,57,Fremantle,3.1,4.3,9.4,10.8,68
2015R0907,2015,R9,2015-05-31,26.1,16.1,0.0,Gabba,1:10 PM,"16,898",Brisbane Lions,7.1,8.2,11.6,13.8,86,St Kilda,2.3,9.6,12.9,16.12,108
2015R0908,2015,R9,2015-05-31,17.2,9.6,0.0,M.C.G.,3:20 PM,"43,452",Collingwood,1.2,4.3,13.5,17.10,112,North Melbourne,4.4,10.6,10.9,14.11,95
2015R0909,2015,R9,2015-05-31,22.4,5.2,0.0,Subiaco,2:40 PM,"37,676",West Coast,2.6,4.17,9.21,16.24,120,Geelong,3.1,5.2,9.3,10.4,64
2015R1001,2015,R10,2015-06-05,23.4,9.2,0.0,Subiaco,6:10 PM,"38,019",Fremantle,3.1,5.2,8.5,10.10,70,Richmond,8.1,12.3,13.4,15.7,97
2015R1002,2015,R10,2015-06-06,16.8,8.6,0.4,M.C.G.,1:40 PM,"32,035",Carlton,4.1,6.2,11.3,14.6,90,Adelaide,6.3,8.9,10.13,14.15,99
2015R1003,2015,R10,2015-06-06,22.1,9.7,0.0,Carrara,4:35 PM,"13,068",Gold Coast,2.2,2.6,4.8,5.11,41,Sydney,5.5,9.8,10.11,13.15,93
2015R1004,2015,R10,2015-06-06,16.8,8.6,0.4,Docklands,7:20 PM,"40,632",Essendon,0.5,0.6,3.9,7.11,53,Geelong,3.1,9.5,15.6,19.8,122
2015R1005,2015,R10,2015-06-06,20.1,5.6,0.0,Adelaide Oval,7:10 PM,"40,907",Port Adelaide,5.1,9.3,10.4,16.4,100,Western Bulldogs,4.5,6.5,8.6,9.8,62
2015R1006,2015,R10,2015-06-07,21.7,5.7,0.0,Sydney Showground,1:10 PM,"9,079",Greater Western Sydney,1.3,7.5,10.8,14.13,97,Brisbane Lions,2.1,4.3,6.6,10.7,67
2015R1007,2015,R10,2015-06-07,19.8,10.7,0.2,Bellerive Oval,3:20 PM,"12,011",North Melbourne,4.4,5.4,9.6,13.7,85,West Coast,1.4,5.11,7.12,10.15,75
2015R1008,2015,R10,2015-06-07,13.7,10.4,0.0,Docklands,4:40 PM,"33,886",St Kilda,2.3,3.5,7.8,10.9,69,Hawthorn,4.5,8.10,14.11,20.12,132
2015R1009,2015,R10,2015-06-08,17.5,9.9,0.0,M.C.G.,3:20 PM,"66,120",Melbourne,3.1,9.1,13.4,13.7,85,Collingwood,7.1,11.3,15.4,17.8,110
2015R1101,2015,R11,2015-06-12,17.9,3.4,0.0,Adelaide Oval,7:20 PM,"46,140",Port Adelaide,5.2,7.3,10.3,11.3,69,Geelong,5.1,8.4,12.7,14.8,92
2015R1102,2015,R11,2015-06-13,20.4,15.9,2.0,Carrara,1:40 PM,"8,911",Gold Coast,2.0,3.1,5.2,7.4,46,Fremantle,1.3,3.7,5.11,6.17,53
2015R1103,2015,R11,2015-06-13,17.8,8.3,0.0,Subiaco,2:35 PM,"37,306",West Coast,2.5,7.7,9.8,14.12,96,Essendon,2.0,3.2,5.7,6.10,46
2015R1104,2015,R11,2015-06-13,17.9,3.4,0.0,Docklands,7:20 PM,"32,127",North Melbourne,3.4,4.6,8.11,10.15,75,Sydney,4.3,9.5,12.7,14.7,91
2015R1105,2015,R11,2015-06-14,17.4,3.4,0.0,M.C.G.,1:10 PM,"43,390",Collingwood,4.3,8.6,10.10,18.11,119,Greater Western Sydney,2.3,5.9,7.11,11.11,77
2015R1106,2015,R11,2015-06-14,17.4,3.4,0.0,Docklands,4:40 PM,"25,217",St Kilda,3.5,9.6,11.9,12.13,85,Melbourne,3.4,8.6,11.9,12.11,83
2015R1201,2015,R12,2015-06-18,16.5,10.5,2.8,Adelaide Oval,7:20 PM,"49,108",Adelaide,4.1,7.2,11.7,12.13,85,Hawthorn,6.2,9.6,13.9,17.12,114
2015R1202,2015,R12,2015-06-19,11.9,6.0,0.0,M.C.G.,7:50 PM,"45,178",Richmond,4.2,8.3,10.6,10.10,70,West Coast,4.3,7.6,12.8,13.12,90
2015R1203,2015,R12,2015-06-20,11.8,2.8,0.0,M.C.G.,1:40 PM,"27,693",Carlton,4.2,10.3,15.7,17.8,110,Port Adelaide,4.3,9.5,11.8,16.10,106
2015R1204,2015,R12,2015-06-20,16.3,6.9,0.2,Sydney Showground,4:35 PM,"7,824",Greater Western Sydney,1.4,4.8,8.12,8.13,61,North Melbourne,6.2,10.4,13.5,18.9,117
2015R1205,2015,R12,2015-06-20,11.8,2.8,0.0,Docklands,7:20 PM,"21,129",Western Bulldogs,5.3,8.6,13.11,22.14,146,Brisbane Lions,2.1,5.3,8.5,11.8,74
2015R1206,2015,R12,2015-06-21,12.4,3.2,0.2,Kardinia Park,3:20 PM,"28,007",Geelong,3.1,6.4,11.5,13.11,89,Melbourne,5.2,7.3,13.4,18.5,113
2015R1301,2015,R13,2015-06-25,20.7,4.5,0.0,Subiaco,6:10 PM,"37,145",Fremantle,3.2,7.4,9.6,12.8,80,Collingwood,3.4,7.6,9.6,11.7,73
2015R1302,2015,R13,2015-06-26,17.9,10.1,9.2,S.C.G.,7:50 PM,"37,579",Sydney,3.4,8.7,10.8,11.11,77,Richmond,2.4,3.5,10.10,14.11,95
2015R1303,2015,R13,2015-06-27,14.2,4.4,0.0,M.C.G.,1:40 PM,"62,500",Hawthorn,2.4,5.8,11.14,16.18,114,Essendon,2.5,5.7,7.8,11.10,76
2015R1304,2015,R13,2015-06-27,22.6,14.9,0.0,Gabba,4:35 PM,"18,146",Brisbane Lions,4.3,6.5,10.7,10.9,69,Adelaide,2.3,3.6,5.13,11.16,82
2015R1305,2015,R13,2015-06-27,14.2,4.4,0.0,Docklands,7:20 PM,"26,511",St Kilda,1.5,3.7,5.9,7.14,56,Western Bulldogs,1.3,3.4,7.7,9.8,62
2015R1306,2015,R13,2015-06-28,14.2,8.2,0.0,Docklands,3:20 PM,"30,207",Carlton,3.3,8.7,11.14,14.19,103,Gold Coast,5.5,6.7,8.9,9.15,69
2015R1401,2015,R14,2015-07-02,17.2,6.1,0.0,S.C.G.,7:20 PM,"28,316",Sydney,4.1,8.5,12.7,14.10,94,Port Adelaide,4.1,6.6,8.7,12.12,84
2015R1402,2015,R14,2015-07-03,10.9,3.5,4.2,M.C.G.,7:50 PM,"75,880",Collingwood,3.5,7.7,9.16,12.19,91,Hawthorn,4.2,8.5,12.7,15.11,101
2015R1403,2015,R14,2015-07-04,9.9,7.0,1.6,M.C.G.,1:40 PM,"35,968",Richmond,1.4,3.7,5.12,10.18,78,Greater Western Sydney,2.3,4.6,8.9,10.9,69
2015R1404,2015,R14,2015-07-04,21.7,12.0,0.0,Carrara,4:40 PM,"14,444",Gold Coast,2.3,5.5,11.9,19.11,125,North Melbourne,0.4,3.6,6.9,10.10,70
2015R1405,2015,R14,2015-07-04,9.9,7.0,1.6,Docklands,7:30 PM,"31,445",Western Bulldogs,3.3,4.4,7.8,9.10,64,Carlton,1.1,4.7,4.11,7.11,53
2015R1406,2015,R14,2015-07-04,31.4,17.9,0.0,Marrara Oval,7:10 PM,"11,873",Melbourne,2.4,5.5,8.6,9.6,60,West Coast,5.4,7.8,10.14,16.18,114
2015R1407,2015,R14,2015-07-05,15.3,7.2,0.0,Docklands,1:10 PM,"38,020",Essendon,1.0,5.1,7.3,8.4,52,St Kilda,5.3,10.8,17.9,25.12,162
2015R1408,2015,R14,2015-07-05,20.5,10.7,1.8,Subiaco,2:40 PM,"32,970",Fremantle,3.0,5.2,6.5,13.6,84,Brisbane Lions,3.2,5.2,6.2,7.6,48
2015R1501,2015,R15,2015-07-09,18.5,10.2,0.0,Adelaide Oval,7:20 PM,"44,496",Port Adelaide,5.3,6.6,8.11,9.12,66,Collingwood,1.1,5.5,7.6,9.9,63
2015R1502,2015,R15,2015-07-10,14.0,7.3,0.0,M.C.G.,7:50 PM,"52,564",Richmond,2.2,4.5,8.7,10.11,71,Carlton,1.4,2.7,4.9,5.11,41
2015R1503,2015,R15,2015-07-11,13.4,9.8,0.6,M.C.G.,1:40 PM,"38,861",Essendon,1.3,3.4,9.7,10.9,69,Melbourne,1.3,3.9,4.13,7.18,60
2015R1504,2015,R15,2015-07-11,27.1,19.1,0.4,Cazaly's Stadium,4:35 PM,"9,449",Western Bulldogs,1.1,3.3,4.9,14.11,95,Gold Coast,5.3,6.3,9.5,11.7,73
2015R1505,2015,R15,2015-07-11,13.4,9.8,0.6,Docklands,7:20 PM,"31,270",North Melbourne,3.2,10.5,14.7,18.12,120,Geelong,3.3,4.8,7.11,11.13,79
2015R1506,2015,R15,2015-07-11,16.7,2.6,0.2,Subiaco,5:40 PM,"38,133",West Coast,4.0,12.7,15.10,22.15,147,Adelaide,6.2,6.3,11.5,14.7,91
2015R1507,2015,R15,2015-07-12,14.8,6.6,7.8,Sydney Showground,1:10 PM,"9,178",Greater Western Sydney,4.3,8.5,8.8,12.12,84,St Kilda,0.5,2.7,5.10,6.13,49
2015R1508,2015,R15,2015-07-12,13.7,6.5,5.2,York Park,3:20 PM,"16,792",Hawthorn,4.3,7.6,13.8,17.13,115,Fremantle,1.2,1.4,3.7,6.7,43
2015R1509,2015,R15,2015-07-12,18.3,12.2,0.6,Gabba,4:40 PM,"16,936",Brisbane Lions,2.3,3.3,7.5,7.7,49,Sydney,1.2,5.3,8.6,10.10,70
2015R1601,2015,R16,2015-07-17,11.9,5.5,2.6,Docklands,7:50 PM,"31,025",North Melbourne,2.4,5.5,10.7,14.9,93,Essendon,1.5,6.7,7.10,9.14,68
2015R1602,2015,R16,2015-07-18,11.4,7.0,3.6,Kardinia Park,1:45 PM,"25,041",Geelong,3.4,4.8,8.10,10.12,72,Western Bulldogs,2.2,3.4,6.10,9.10,64
2015R1603,2015,R16,2015-07-18,19.3,4.9,0.0,Carrara,2:10 PM,"9,589",Gold Coast,4.1,7.4,8.4,12.7,79,Greater Western Sydney,6.4,7.9,8.15,13.16,94
2015R1604,2015,R16,2015-07-18,11.5,5.9,0.8,Docklands,4:35 PM,"36,527",Collingwood,1.4,4.6,7.9,7.14,56,West Coast,2.6,4.10,7.16,11.21,87
2015R1605,2015,R16,2015-07-18,14.8,4.7,3.4,Stadium Australia,7:20 PM,"37,369",Sydney,0.2,4.5,6.12,7.15,57,Hawthorn,6.1,9.5,16.7,23.8,146
2015R1606,2015,R16,2015-07-18,20.5,12.6,0.8,Subiaco,5:40 PM,"33,581",Fremantle,6.2,8.6,11.8,13.17,95,Carlton,3.2,6.3,8.5,8.5,53
2015R1607,2015,R16,2015-07-19,13.2,-1.5,0.0,M.C.G.,1:10 PM,"25,149",Melbourne,5.4,7.7,7.10,8.12,60,Brisbane Lions,1.2,1.5,3.8,4.12,36
2015R1608,2015,R16,2015-07-19,11.9,1.4,0.2,Adelaide Oval,2:50 PM,"53,518",Port Adelaide,3.4,8.4,13.6,17.11,113,Adelaide,6.1,11.3,18.6,18.8,116
2015R1609,2015,R16,2015-07-19,13.2,-1.5,0.0,Docklands,4:40 PM,"45,722",St Kilda,2.5,3.8,4.10,10.13,73,Richmond,2.3,8.6,13.8,13.11,89
2015R1701,2015,R17,2015-07-24,14.5,8.8,,Docklands,7:50 PM,"26,815",Carlton,0.2,2.5,2.7,4.11,35,Hawthorn,5.2,13.4,20.8,27.11,173
2015R1702,2015,R17,2015-07-25,13.4,4.4,2.4,Manuka Oval,1:45 PM,"14,667",Greater Western Sydney,1.1,2.3,4.6,6.6,42,Geelong,3.6,5.10,6.10,9.15,69
2015R1703,2015,R17,2015-07-25,15.1,11.1,1.8,Adelaide Oval,1:40 PM,"41,715",Adelaide,4.1,9.5,11.10,19.11,125,Gold Coast,4.1,7.4,10.7,12.8,80
2015R1704,2015,R17,2015-07-25,12.7,7.8,2.6,M.C.G.,4:35 PM,"39,777",Richmond,1.4,5.8,8.14,10.18,78,Fremantle,1.4,5.6,8.9,12.10,82
2015R1705,2015,R17,2015-07-25,12.7,7.8,2.6,Docklands,7:20 PM,"23,705",Essendon,6.1,8.9,12.12,17.14,116,Port Adelaide,4.3,10.5,13.6,20.9,129
2015R1706,2015,R17,2015-07-25,24.3,16.5,0.0,Gabba,7:20 PM,"15,563",Brisbane Lions,1.1,4.4,4.5,5.8,38,North Melbourne,5.5,7.7,9.11,16.14,110
2015R1707,2015,R17,2015-07-26,11.7,6.3,3.6,Docklands,1:10 PM,"40,581",Western Bulldogs,5.5,9.6,13.9,15.14,104,Collingwood,3.4,7.7,9.7,13.8,86
2015R1708,2015,R17,2015-07-26,11.7,6.3,3.6,M.C.G.,3:20 PM,"22,945",Melbourne,1.2,3.6,5.9,6.10,46,St Kilda,4.4,4.7,10.8,12.11,83
2015R1709,2015,R17,2015-07-26,18.2,3.9,0.0,Subiaco,2:40 PM,"38,760",West Coast,5.0,8.5,12.10,15.13,103,Sydney,0.5,1.6,5.7,7.9,51
2015R1801,2015,R18,2015-07-31,13.6,3.5,0.0,M.C.G.,7:50 PM,"66,305",Hawthorn,0.3,5.6,5.8,7.11,53,Richmond,3.4,5.4,8.8,10.11,71
2015R1802,2015,R18,2015-08-01,11.8,6.0,0.0,Kardinia Park,1:45 PM,"21,913",Geelong,5.1,7.4,13.7,17.11,113,Brisbane Lions,2.1,3.6,5.7,8.9,57
2015R1803,2015,R18,2015-08-01,11.2,7.3,0.8,M.C.G.,2:10 PM,"37,894",Collingwood,1.4,4.6,7.10,7.12,54,Melbourne,4.4,6.5,9.6,13.13,91
2015R1804,2015,R18,2015-08-01,23.3,7.4,0.0,S.C.G.,4:35 PM,"38,690",Sydney,6.2,11.5,13.9,17.15,117,Adelaide,2.2,4.4,7.8,9.11,65
2015R1805,2015,R18,2015-08-01,11.2,7.3,0.8,Docklands,7:20 PM,"25,251",Carlton,1.2,6.5,7.6,8.6,54,North Melbourne,5.3,8.3,12.6,18.10,118
2015R1806,2015,R18,2015-08-01,23.2,11.9,0.0,Carrara,7:20 PM,"9,341",Gold Coast,2.2,5.5,8.9,12.11,83,West Coast,2.6,5.11,7.12,11.17,83
2015R1807,2015,R18,2015-08-02,14.6,8.3,6.4,Adelaide Oval,12:40 PM,"35,977",Port Adelaide,4.5,8.5,12.7,17.10,112,St Kilda,1.4,3.10,4.12,6.13,49
2015R1808,2015,R18,2015-08-02,14.2,6.2,0.2,Docklands,3:20 PM,"33,466",Essendon,0.4,2.5,4.7,5.10,40,Western Bulldogs,1.2,8.8,15.11,19.13,127
2015R1809,2015,R18,2015-08-02,17.0,6.0,0.0,Subiaco,2:40 PM,"34,625",Fremantle,4.2,6.8,10.11,12.12,84,Greater Western Sydney,1.2,2.6,5.8,9.9,63
2015R1901,2015,R19,2015-08-07,11.8,9.9,0.4,Adelaide Oval,7:20 PM,"49,116",Adelaide,2.6,5.8,8.16,11.22,88,Richmond,3.1,5.2,6.2,8.4,52
2015R1902,2015,R19,2015-08-08,12.3,8.2,0.0,M.C.G.,1:45 PM,"48,133",Collingwood,3.2,7.7,9.9,16.9,105,Carlton,2.2,5.3,7.6,13.9,87
