salary_id,job_id,max_salary,med_salary,min_salary,pay_period,currency,compensation_type
1803,3887835977,54.0,,36.0,HOURLY,USD,BASE_SALARY
1804,3887879001,85000.0,,65000.0,YEARLY,USD,BASE_SALARY
1805,3885359154,155000.0,,90000.0,YEARLY,USD,BASE_SALARY
1806,3884830405,28.5,,22.5,HOURLY,USD,BASE_SALARY
1807,3885817093,164262.0,,96471.0,YEARLY,USD,BASE_SALARY
1808,3887841165,,66.0,,HOURLY,USD,BASE_SALARY
1809,3887884574,,23.0,,HOURLY,USD,BASE_SALARY
1810,3885824395,16.5,,15.85,HOURLY,USD,BASE_SALARY
1811,3884807751,195000.0,,175000.0,YEARLY,USD,BASE_SALARY
1812,3884991615,212600.0,,114300.0,YEARLY,USD,BASE_SALARY
1813,3884807829,7114.0,,5684.0,MONTHLY,USD,BASE_SALARY
1814,3885826228,170000.0,,90000.0,YEARLY,USD,BASE_SALARY
1815,3884996024,202800.0,,104300.0,YEARLY,USD,BASE_SALARY
1816,3884817960,,19.53,,HOURLY,USD,BASE_SALARY
1817,3887704243,55000.0,,50000.0,YEARLY,USD,BASE_SALARY
1818,3885827498,160000.0,,100000.0,YEARLY,USD,BASE_SALARY
1819,3887869640,44.56,,31.52,HOURLY,USD,BASE_SALARY
1820,3887490821,120000.0,,110000.0,YEARLY,USD,BASE_SALARY
1821,3885826582,110000.0,,90000.0,YEARLY,USD,BASE_SALARY
1822,3887706104,74.0,,65.0,HOURLY,USD,BASE_SALARY
1823,3887868663,105000.0,,79000.0,YEARLY,USD,BASE_SALARY
1824,3884828840,,22.0,,HOURLY,USD,BASE_SALARY
1825,3887880162,254300.0,,141300.0,YEARLY,USD,BASE_SALARY
1826,3885814486,,18.0,,HOURLY,USD,BASE_SALARY
1827,3887883657,,22.0,,HOURLY,USD,BASE_SALARY
1828,3884827467,125000.0,,106000.0,YEARLY,USD,BASE_SALARY
1829,3884820696,,30.6,,HOURLY,USD,BASE_SALARY
1830,3887494779,20.95,,16.5,HOURLY,USD,BASE_SALARY
1831,3885813518,36.94,,29.55,HOURLY,USD,BASE_SALARY
1832,3884830401,,50.0,,HOURLY,USD,BASE_SALARY
1833,3885829179,,20.0,,HOURLY,USD,BASE_SALARY
1834,3887862573,,13.0,,HOURLY,USD,BASE_SALARY
1835,3884997399,,46000.0,,YEARLY,USD,BASE_SALARY
1836,3884994063,204300.0,,105100.0,YEARLY,USD,BASE_SALARY
1837,3884827880,,20.0,,HOURLY,USD,BASE_SALARY
1838,3887726014,,38.0,,HOURLY,USD,BASE_SALARY
1839,3884833059,60000.0,,46000.0,YEARLY,USD,BASE_SALARY
1840,3887869544,20.0,,18.0,HOURLY,USD,BASE_SALARY
1841,3884827488,231000.0,,114000.0,YEARLY,USD,BASE_SALARY
1842,3885821887,55000.0,,45000.0,YEARLY,USD,BASE_SALARY
1843,3887836570,,118600.0,,YEARLY,USD,BASE_SALARY
1844,3884828829,,24.52,,HOURLY,USD,BASE_SALARY
1845,3887872746,174800.0,,156400.0,YEARLY,USD,BASE_SALARY
1846,3887493767,148500.0,,105000.0,YEARLY,USD,BASE_SALARY
1847,3887715991,,70000.0,,YEARLY,USD,BASE_SALARY
1848,3887860592,22.47,,19.97,HOURLY,USD,BASE_SALARY
1849,3887859697,80200.0,,71289.0,YEARLY,USD,BASE_SALARY
1850,3887858540,276000.0,,160000.0,YEARLY,USD,BASE_SALARY
1851,3887886233,25.34,,16.89,HOURLY,USD,BASE_SALARY
1852,3887840143,,38.0,,HOURLY,USD,BASE_SALARY
1853,3884829563,143000.0,,99500.0,YEARLY,USD,BASE_SALARY
1854,3885828295,,24.0,,HOURLY,USD,BASE_SALARY
1855,3887875969,254300.0,,141300.0,YEARLY,USD,BASE_SALARY
1856,3887860155,33.33,,31.33,HOURLY,USD,BASE_SALARY
1857,3885817060,28.0,,24.0,HOURLY,USD,BASE_SALARY
1858,3887886168,173264.0,,109637.0,YEARLY,USD,BASE_SALARY
1859,3884821449,,20.0,,HOURLY,USD,BASE_SALARY
1860,3884992261,222200.0,,136000.0,YEARLY,USD,BASE_SALARY
1861,3887883739,,16.28,,HOURLY,USD,BASE_SALARY
1862,3887491269,173000.0,,127000.0,YEARLY,USD,BASE_SALARY
1863,3884935001,130000.0,,90000.0,YEARLY,USD,BASE_SALARY
1864,3885824808,85000.0,,60000.0,YEARLY,USD,BASE_SALARY
1865,3884818995,107498.0,,67186.0,YEARLY,USD,BASE_SALARY
1866,3885826605,120000.0,,90000.0,YEARLY,USD,BASE_SALARY
1867,3885813069,38.45,,26.0,HOURLY,USD,BASE_SALARY
1868,3884807811,31.37,,26.0,HOURLY,USD,BASE_SALARY
1869,3884992254,212600.0,,114300.0,YEARLY,USD,BASE_SALARY
1870,3884826539,23.5,,17.0,HOURLY,USD,BASE_SALARY
1871,3884442062,30.0,,25.0,HOURLY,USD,BASE_SALARY
1872,3884824095,41.05,,19.75,HOURLY,USD,BASE_SALARY
1873,3885823892,31.5,,21.0,HOURLY,USD,BASE_SALARY
1874,3884926330,88300.0,,70700.0,YEARLY,USD,BASE_SALARY
1875,3885805746,,67810.0,,YEARLY,USD,BASE_SALARY
1876,3885816172,95700.0,,66100.0,YEARLY,USD,BASE_SALARY
1877,3884822884,72750.0,,48360.0,YEARLY,USD,BASE_SALARY
1878,3887834975,,38.0,,HOURLY,USD,BASE_SALARY
1879,3885826573,110000.0,,90000.0,YEARLY,USD,BASE_SALARY
1880,3885825302,156000.0,,94000.0,YEARLY,USD,BASE_SALARY
1881,3884441442,,19.95,,HOURLY,USD,BASE_SALARY
1882,3884825556,25.45,,15.45,HOURLY,USD,BASE_SALARY
1883,3884820659,149880.0,,64974.0,YEARLY,USD,BASE_SALARY
1884,3885811410,124000.0,,75000.0,YEARLY,USD,BASE_SALARY
1885,3885827485,110000.0,,80000.0,YEARLY,USD,BASE_SALARY
1886,3885808432,125200.0,,96300.0,YEARLY,USD,BASE_SALARY
1887,3884825052,68474.0,,47840.0,YEARLY,USD,BASE_SALARY
1888,3884916481,,19.5,,HOURLY,USD,BASE_SALARY
1889,3884823052,62000.0,,54000.0,YEARLY,USD,BASE_SALARY
1890,3887882905,,21.0,,HOURLY,USD,BASE_SALARY
1891,3863624365,28.0,,24.0,HOURLY,USD,BASE_SALARY
1892,3884820063,150000.0,,80000.0,YEARLY,USD,BASE_SALARY
1893,3884813159,30.8,,23.95,HOURLY,USD,BASE_SALARY
1894,3885827477,200000.0,,160000.0,YEARLY,USD,BASE_SALARY
1895,3887884061,,28.0,,HOURLY,USD,BASE_SALARY
1896,3884822314,,25.0,,HOURLY,USD,BASE_SALARY
1897,3887883668,,23.0,,HOURLY,USD,BASE_SALARY
1898,3887724198,75000.0,,70000.0,YEARLY,USD,BASE_SALARY
1899,3884440229,103000.0,,70000.0,YEARLY,USD,BASE_SALARY
1900,3887879080,71000.0,,63000.0,YEARLY,USD,BASE_SALARY
1901,3887873867,155000.0,,91000.0,YEARLY,USD,BASE_SALARY
1902,3887885402,92.0,,23.0,HOURLY,USD,BASE_SALARY
1903,3887888501,570000.0,,356000.0,YEARLY,USD,BASE_SALARY
1904,3885826872,20.0,,18.0,HOURLY,USD,BASE_SALARY
1905,3884824744,,72000.0,,YEARLY,USD,BASE_SALARY
1906,3884813011,13356.0,,8967.0,MONTHLY,USD,BASE_SALARY
1907,3887883663,95.0,,22.5,HOURLY,USD,BASE_SALARY
1908,3885350915,130000.0,,75000.0,YEARLY,USD,BASE_SALARY
1909,3887883597,160000.0,,120000.0,YEARLY,USD,BASE_SALARY
1910,3887474470,28.0,,24.0,YEARLY,USD,BASE_SALARY
1911,3884935344,,21.5,,HOURLY,USD,BASE_SALARY
1912,3884808710,13356.0,,8967.0,MONTHLY,USD,BASE_SALARY
1913,3885827354,23.77,,21.58,HOURLY,USD,BASE_SALARY
1914,3887882220,,16.0,,HOURLY,USD,BASE_SALARY
1915,3887836982,,35.0,,HOURLY,USD,BASE_SALARY
1916,3887887680,35.65,,20.72,HOURLY,USD,BASE_SALARY
1917,3884441202,180245.31,,133515.56,YEARLY,USD,BASE_SALARY
1918,3884804979,45000.0,,40000.0,YEARLY,USD,BASE_SALARY
1919,3884838060,219500.0,,134500.0,YEARLY,USD,BASE_SALARY
1920,3884813044,65.0,,45.0,HOURLY,USD,BASE_SALARY
1921,3885829530,48.0,,42.0,HOURLY,USD,BASE_SALARY
1922,3887718620,140000.0,,110000.0,YEARLY,USD,BASE_SALARY
1923,3887884559,96.0,,20.5,HOURLY,USD,BASE_SALARY
1924,3887885953,160000.0,,140500.0,YEARLY,USD,BASE_SALARY
1925,3885811823,23.0,,20.0,HOURLY,USD,BASE_SALARY
1926,3887717972,200000.0,,100000.0,YEARLY,USD,BASE_SALARY
1927,3885824934,,54000.0,,YEARLY,USD,BASE_SALARY
1928,3887882230,27.5,,20.0,HOURLY,USD,BASE_SALARY
1929,3885818127,27.29,,26.75,HOURLY,USD,BASE_SALARY
1930,3884439434,100000.0,,85000.0,YEARLY,USD,BASE_SALARY
1931,3884933676,60000.0,,55000.0,YEARLY,USD,BASE_SALARY
1932,3887883894,,16.0,,HOURLY,USD,BASE_SALARY
1933,3885810875,116516.0,,70659.0,YEARLY,USD,BASE_SALARY
1934,3887713771,275000.0,,205000.0,YEARLY,USD,BASE_SALARY
1935,3885827511,110000.0,,90000.0,YEARLY,USD,BASE_SALARY
1936,3887883877,,20.7,,HOURLY,USD,BASE_SALARY
1937,3564676727,120000.0,,80000.0,YEARLY,USD,BASE_SALARY
1938,3887892629,25.14,,20.0,HOURLY,USD,BASE_SALARY
1939,3887834974,,38.0,,HOURLY,USD,BASE_SALARY
1940,3887885409,,23.0,,HOURLY,USD,BASE_SALARY
1941,3884837256,26.97,,17.17,HOURLY,USD,BASE_SALARY
1942,3884435216,40.0,,38.0,HOURLY,USD,BASE_SALARY
1943,3884831814,,19.53,,HOURLY,USD,BASE_SALARY
1944,3887853815,67000.0,,41715.0,YEARLY,USD,BASE_SALARY
1945,3884431822,90000.0,,60000.0,YEARLY,USD,BASE_SALARY
1946,3884821525,32.0,,25.0,HOURLY,USD,BASE_SALARY
1947,3884990764,262000.0,,140800.0,YEARLY,USD,BASE_SALARY
1948,3884440227,180000.0,,90000.0,YEARLY,USD,BASE_SALARY
1949,3887719273,,20.02,,HOURLY,USD,BASE_SALARY
1950,3885828046,150000.0,,100000.0,YEARLY,USD,BASE_SALARY
1951,3884819258,60000.0,,55000.0,YEARLY,USD,BASE_SALARY
1952,3884822117,145000.0,,100000.0,YEARLY,USD,BASE_SALARY
1953,3884436927,30.0,,25.0,HOURLY,USD,BASE_SALARY
1954,3885814571,,17.0,,HOURLY,USD,BASE_SALARY
1955,3885826615,100000.0,,85000.0,YEARLY,USD,BASE_SALARY
1956,3885834345,18.0,,10.0,HOURLY,USD,BASE_SALARY
1957,3885811977,32.21,,28.37,HOURLY,USD,BASE_SALARY
1958,3885823516,23.77,,21.58,HOURLY,USD,BASE_SALARY
1959,3884932224,180000.0,,120000.0,YEARLY,USD,BASE_SALARY
1960,3887708250,130000.0,,100000.0,YEARLY,USD,BASE_SALARY
1961,3884831617,64000.0,,55000.0,YEARLY,USD,BASE_SALARY
1962,3885809827,33.42,,21.75,HOURLY,USD,BASE_SALARY
1963,3887834891,95000.0,,85000.0,YEARLY,USD,BASE_SALARY
1964,3885810454,124000.0,,75000.0,YEARLY,USD,BASE_SALARY
1965,3884810526,20.0,,15.0,HOURLY,USD,BASE_SALARY
1966,3887888881,25.14,,20.0,HOURLY,USD,BASE_SALARY
1967,3884832569,65.0,,60.0,HOURLY,USD,BASE_SALARY
1968,3884828731,238600.0,,112000.0,YEARLY,USD,BASE_SALARY
1969,3884938614,71.0,,65.0,HOURLY,USD,BASE_SALARY
1970,3884992277,185000.0,,79400.0,YEARLY,USD,BASE_SALARY
1971,3887884691,,18.0,,HOURLY,USD,BASE_SALARY
1972,3884824756,21.0,,15.0,HOURLY,USD,BASE_SALARY
1973,3885820652,41.75,,35.75,HOURLY,USD,BASE_SALARY
1974,3885826758,150000.0,,60000.0,YEARLY,USD,BASE_SALARY
1975,3887868162,232632.0,,181242.0,YEARLY,USD,BASE_SALARY
1976,3887472250,,20.0,,HOURLY,USD,BASE_SALARY
1977,3887885909,,35.02,,HOURLY,USD,BASE_SALARY
1978,3885827656,35.0,,25.0,HOURLY,USD,BASE_SALARY
1979,3884818992,68474.0,,47840.0,YEARLY,USD,BASE_SALARY
1980,3884812895,22.5,,17.0,HOURLY,USD,BASE_SALARY
1981,3887881257,180000.0,,150000.0,YEARLY,USD,BASE_SALARY
1982,3884992118,25.1,,24.1,HOURLY,USD,BASE_SALARY
1983,3887709782,18.0,,16.0,HOURLY,USD,BASE_SALARY
1984,3887895158,149750.0,,84500.0,YEARLY,USD,BASE_SALARY
1985,3887894423,28.0,,16.0,HOURLY,USD,BASE_SALARY
1986,3887881206,89.76,,59.83,HOURLY,USD,BASE_SALARY
1987,3887879870,45.0,,23.0,HOURLY,USD,BASE_SALARY
1988,3885819744,260000.0,,140000.0,YEARLY,USD,BASE_SALARY
1989,3887885656,,20.7,,HOURLY,USD,BASE_SALARY
1990,3885824657,130000.0,,90000.0,YEARLY,USD,BASE_SALARY
1991,3884441168,18.0,,16.0,HOURLY,USD,BASE_SALARY
1992,3884835229,80.0,,77.0,HOURLY,USD,BASE_SALARY
1993,3884994022,231400.0,,119000.0,YEARLY,USD,BASE_SALARY
1994,3885829649,140000.0,,110000.0,YEARLY,USD,BASE_SALARY
1995,3888000324,140000.0,,120000.0,YEARLY,USD,BASE_SALARY
1996,3887837674,45.0,,45.0,YEARLY,USD,BASE_SALARY
1997,3884830854,,21.5,,HOURLY,USD,BASE_SALARY
1998,3884833476,,34.13,,HOURLY,USD,BASE_SALARY
1999,3885832557,,18.0,,HOURLY,USD,BASE_SALARY
2000,3887883684,,18.0,,HOURLY,USD,BASE_SALARY
2001,3884935367,75.0,,60.0,HOURLY,USD,BASE_SALARY
2002,3887894639,190000.0,,110000.0,YEARLY,USD,BASE_SALARY
2003,3884830960,17.5,,16.0,HOURLY,USD,BASE_SALARY
2004,3887836566,,64400.0,,YEARLY,USD,BASE_SALARY
2005,3884801360,250000.0,,200000.0,YEARLY,USD,BASE_SALARY
2006,3884946155,19.24,,10.33,HOURLY,USD,BASE_SALARY
2007,3885826579,110000.0,,80000.0,YEARLY,USD,BASE_SALARY
2008,3887893566,160000.0,,100000.0,YEARLY,USD,BASE_SALARY
2009,3887883658,82.0,,22.0,HOURLY,USD,BASE_SALARY
2010,3884804022,57.62,,36.01,HOURLY,USD,BASE_SALARY
2011,3887868541,,25.72,,HOURLY,USD,BASE_SALARY
2012,3884807500,,30.0,,YEARLY,USD,BASE_SALARY
2013,3885826633,130000.0,,110000.0,YEARLY,USD,BASE_SALARY
2014,3884434792,38.0,,35.0,HOURLY,USD,BASE_SALARY
2015,3884825049,68474.0,,47840.0,YEARLY,USD,BASE_SALARY
2016,3885807706,124000.0,,75000.0,YEARLY,USD,BASE_SALARY
2017,3885827507,160000.0,,100000.0,YEARLY,USD,BASE_SALARY
2018,3885829250,,20.0,,HOURLY,USD,BASE_SALARY
2019,3887892961,21.0,,16.0,HOURLY,USD,BASE_SALARY
2020,3884808783,85000.0,,80000.0,YEARLY,USD,BASE_SALARY
2021,3887720515,100000.0,,80000.0,YEARLY,USD,BASE_SALARY
2022,3884832573,72000.0,,55000.0,YEARLY,USD,BASE_SALARY
2023,3884440867,160000.0,,130000.0,YEARLY,USD,BASE_SALARY
2024,3885827472,130000.0,,100000.0,YEARLY,USD,BASE_SALARY
2025,3884836326,275000.0,,200000.0,YEARLY,USD,BASE_SALARY
2026,3884835401,65000.0,,60000.0,YEARLY,USD,BASE_SALARY
2027,3887873255,123000.0,,107000.0,YEARLY,USD,BASE_SALARY
2028,3887713975,,23.5,,HOURLY,USD,BASE_SALARY
2029,3887890775,237100.0,,111100.0,YEARLY,USD,BASE_SALARY
2030,3887888029,140000.0,,92210.0,YEARLY,USD,BASE_SALARY
2031,3887892369,119900.0,,79900.0,YEARLY,USD,BASE_SALARY
2032,3885812706,75000.0,,67000.0,YEARLY,USD,BASE_SALARY
2033,3888004749,111080.0,,99970.0,YEARLY,USD,BASE_SALARY
2034,3884439374,31.74,,28.85,HOURLY,USD,BASE_SALARY
2035,3887891706,300000.0,,144400.0,YEARLY,USD,BASE_SALARY
2036,3887889343,20.0,,18.0,HOURLY,USD,BASE_SALARY
2037,3885833582,233000.0,,137000.0,YEARLY,USD,BASE_SALARY
2038,3885827114,140000.0,,90000.0,YEARLY,USD,BASE_SALARY
2039,3884829737,69000.0,,54000.0,YEARLY,USD,BASE_SALARY
2040,3887496817,80000.0,,70000.0,YEARLY,USD,BASE_SALARY
2041,3884824745,32.75,,22.75,HOURLY,USD,BASE_SALARY
2042,3887872027,75000.0,,70000.0,YEARLY,USD,BASE_SALARY
2043,3887875178,115000.0,,102000.0,YEARLY,USD,BASE_SALARY
2044,3887893274,154420.0,,115430.0,YEARLY,USD,BASE_SALARY
2045,3884808287,26.0,,22.0,HOURLY,USD,BASE_SALARY
2046,3884833400,38.0,,30.0,HOURLY,USD,BASE_SALARY
2047,3885825647,90000.0,,70000.0,YEARLY,USD,BASE_SALARY
2048,3888010279,,29.0,,HOURLY,USD,BASE_SALARY
2049,3887889762,237100.0,,111100.0,YEARLY,USD,BASE_SALARY
2050,3884809300,,26.86,,HOURLY,USD,BASE_SALARY
2051,3885812648,95000.0,,85000.0,YEARLY,USD,BASE_SALARY
2052,3885828018,140000.0,,100000.0,YEARLY,USD,BASE_SALARY
2053,3884826894,85.0,,80.0,HOURLY,USD,BASE_SALARY
2054,3887891791,140000.0,,110000.0,YEARLY,USD,BASE_SALARY
2055,3884817876,86000.0,,69000.0,YEARLY,USD,BASE_SALARY
2056,3885822769,90000.0,,80000.0,YEARLY,USD,BASE_SALARY
2057,3885842252,48.0,,36.0,HOURLY,USD,BASE_SALARY
2058,3884834779,200000.0,,150000.0,YEARLY,USD,BASE_SALARY
2059,3885826570,130000.0,,85000.0,YEARLY,USD,BASE_SALARY
2060,3887894212,,34.0,,HOURLY,USD,BASE_SALARY
2061,3887857359,22.36,,20.36,HOURLY,USD,BASE_SALARY
2062,3888009438,30.0,,27.0,HOURLY,USD,BASE_SALARY
2063,3885816281,79400.0,,66560.0,YEARLY,USD,BASE_SALARY
2064,3885828022,150000.0,,100000.0,YEARLY,USD,BASE_SALARY
2065,3884833058,102000.0,,68000.0,YEARLY,USD,BASE_SALARY
2066,3884819790,,21.35,,HOURLY,USD,BASE_SALARY
2067,3884831974,28.8,,19.18,HOURLY,USD,BASE_SALARY
2068,3887841183,,47.75,,HOURLY,USD,BASE_SALARY
2069,3885828020,130000.0,,90000.0,YEARLY,USD,BASE_SALARY
2070,3888008604,36.0,,33.0,HOURLY,USD,BASE_SALARY
2071,3884832785,,17.5,,HOURLY,USD,BASE_SALARY
2072,3884440612,,17.0,,HOURLY,USD,BASE_SALARY
2073,3884826390,5916.0,,3640.0,MONTHLY,USD,BASE_SALARY
2074,3887837969,,52.0,,HOURLY,USD,BASE_SALARY
2075,3884831621,38.0,,36.0,HOURLY,USD,BASE_SALARY
2076,3887876724,82000.0,,73000.0,YEARLY,USD,BASE_SALARY
2077,3888010311,38.0,,35.0,HOURLY,USD,BASE_SALARY
2078,3884830955,,50.0,,HOURLY,USD,BASE_SALARY
2079,3885824758,85000.0,,50000.0,YEARLY,USD,BASE_SALARY
2080,3884440541,213400.0,,160100.0,YEARLY,USD,BASE_SALARY
2081,3887838188,,127900.0,,YEARLY,USD,BASE_SALARY
2082,3888008606,32.0,,27.0,HOURLY,USD,BASE_SALARY
2083,3888004917,41.5,,29.5,HOURLY,USD,BASE_SALARY
2084,3887883678,,19.0,,HOURLY,USD,BASE_SALARY
2085,3888004873,30.0,,26.0,HOURLY,USD,BASE_SALARY
2086,3885825903,,24.0,,HOURLY,USD,BASE_SALARY
2087,3884824205,82867.0,,55245.0,YEARLY,USD,BASE_SALARY
2088,3884829108,21.0,,15.0,HOURLY,USD,BASE_SALARY
2089,3887888958,125000.0,,110000.0,YEARLY,USD,BASE_SALARY
2090,3884436999,170000.0,,130000.0,YEARLY,USD,BASE_SALARY
2091,3884832580,,30.0,,HOURLY,USD,BASE_SALARY
2092,3884838225,106100.0,,70700.0,YEARLY,USD,BASE_SALARY
2093,3885824660,160000.0,,100000.0,YEARLY,USD,BASE_SALARY
2094,3887857245,140000.0,,120000.0,YEARLY,USD,BASE_SALARY
2095,3888004874,,1000.0,,MONTHLY,USD,BASE_SALARY
2096,3887831804,,165000.0,,YEARLY,USD,BASE_SALARY
2097,3887894087,24.0,,19.0,HOURLY,USD,BASE_SALARY
2098,3887889781,170000.0,,100000.0,YEARLY,USD,BASE_SALARY
2099,3885826667,16.5,,15.85,HOURLY,USD,BASE_SALARY
2100,3887885054,27.0,,25.0,HOURLY,USD,BASE_SALARY
2101,3884825105,60000.0,,55000.0,YEARLY,USD,BASE_SALARY
2102,3884442995,135000.0,,100000.0,YEARLY,USD,BASE_SALARY
2103,3885828638,,17.0,,HOURLY,USD,BASE_SALARY
2104,3884829691,350000.0,,315000.0,YEARLY,USD,BASE_SALARY
2105,3888010386,16.0,,15.0,HOURLY,USD,BASE_SALARY
2106,3887704695,220000.0,,200000.0,YEARLY,USD,BASE_SALARY
2107,3887884014,33.69,,23.41,HOURLY,USD,BASE_SALARY
2108,3887887880,237100.0,,111100.0,YEARLY,USD,BASE_SALARY
2109,3887886561,55000.0,,50000.0,YEARLY,USD,BASE_SALARY
2110,3884836222,100000.0,,82800.0,YEARLY,USD,BASE_SALARY
2111,3885823697,200000.0,,120000.0,YEARLY,USD,BASE_SALARY
2112,3887494764,,21.0,,HOURLY,USD,BASE_SALARY
2113,3884834680,7.8,,7.8,HOURLY,USD,BASE_SALARY
2114,3884822435,68474.0,,47840.0,YEARLY,USD,BASE_SALARY
2115,3887882676,,22.0,,HOURLY,USD,BASE_SALARY
2116,3884995028,265400.0,,136500.0,YEARLY,USD,BASE_SALARY
2117,3884822321,,90.0,,HOURLY,USD,BASE_SALARY
2118,3887892598,27.69,,18.0,HOURLY,USD,BASE_SALARY
2119,3885832233,60000.0,,50000.0,YEARLY,USD,BASE_SALARY
2120,3888000675,17.3,,16.0,HOURLY,USD,BASE_SALARY
2121,3884830888,127900.0,,75500.0,YEARLY,USD,BASE_SALARY
2122,3887880813,,19.43,,HOURLY,USD,BASE_SALARY
2123,3887896252,25.0,,23.0,HOURLY,USD,BASE_SALARY
2124,3885826583,110000.0,,70000.0,YEARLY,USD,BASE_SALARY
2125,3885822399,120000.0,,70000.0,YEARLY,USD,BASE_SALARY
2126,3887882925,89300.0,,49400.0,YEARLY,USD,BASE_SALARY
2127,3884821357,116000.0,,91200.0,YEARLY,USD,BASE_SALARY
2128,3887879396,33.01,,22.0,HOURLY,USD,BASE_SALARY
2129,3887889556,,32.5,,HOURLY,USD,BASE_SALARY
2130,3885811464,124000.0,,81000.0,YEARLY,USD,BASE_SALARY
2131,3887891172,,65000.0,,YEARLY,USD,BASE_SALARY
2132,3888005816,36.0,,33.0,HOURLY,USD,BASE_SALARY
2133,3884836560,239300.0,,129400.0,YEARLY,USD,BASE_SALARY
2134,3887887956,140000.0,,115000.0,YEARLY,USD,BASE_SALARY
2135,3884993723,,18.0,,HOURLY,USD,BASE_SALARY
2136,3884834369,35.0,,32.0,HOURLY,USD,BASE_SALARY
2137,3884834350,,130000.0,,YEARLY,USD,BASE_SALARY
2138,3887886579,,18.0,,HOURLY,USD,BASE_SALARY
2139,3885822783,120000.0,,90000.0,YEARLY,USD,BASE_SALARY
2140,3887861998,175000.0,,100000.0,YEARLY,USD,BASE_SALARY
2141,3887892853,30.75,,20.54,HOURLY,USD,BASE_SALARY
2142,3885827475,130000.0,,90000.0,YEARLY,USD,BASE_SALARY
2143,3885826577,150000.0,,90000.0,YEARLY,USD,BASE_SALARY
2144,3887888868,300000.0,,144400.0,YEARLY,USD,BASE_SALARY
2145,3884823744,22.25,,19.25,HOURLY,USD,BASE_SALARY
2146,3885826858,,21.53,,HOURLY,USD,BASE_SALARY
2147,3884991627,185000.0,,93500.0,YEARLY,USD,BASE_SALARY
2148,3885806824,25.0,,21.5,HOURLY,USD,BASE_SALARY
2149,3885830014,,19.0,,HOURLY,USD,BASE_SALARY
2150,3884439564,80000.0,,45000.0,YEARLY,USD,BASE_SALARY
2151,3884825050,68474.0,,47840.0,YEARLY,USD,BASE_SALARY
2152,3887897139,26.22,,18.73,HOURLY,USD,BASE_SALARY
2153,3888010119,84196.0,,63147.0,YEARLY,USD,BASE_SALARY
2154,3884810243,,24.25,,HOURLY,USD,BASE_SALARY
2155,3888013488,25.0,,24.0,HOURLY,USD,BASE_SALARY
2156,3887887889,25.14,,20.0,HOURLY,USD,BASE_SALARY
2157,3885815070,116516.0,,70659.0,YEARLY,USD,BASE_SALARY
2158,3887856223,55.0,,45.0,HOURLY,USD,BASE_SALARY
2159,3887879975,250000.0,,200000.0,YEARLY,USD,BASE_SALARY
2160,3885827474,180000.0,,150000.0,YEARLY,USD,BASE_SALARY
2161,3887895712,,24.0,,HOURLY,USD,BASE_SALARY
2162,3887882381,33.5,,18.0,HOURLY,USD,BASE_SALARY
2163,3885811371,124000.0,,75000.0,YEARLY,USD,BASE_SALARY
2164,3887894845,180000.0,,160000.0,YEARLY,USD,BASE_SALARY
2165,3885823657,95000.0,,70000.0,YEARLY,USD,BASE_SALARY
2166,3887884012,,20.0,,HOURLY,USD,BASE_SALARY
2167,3887886767,260000.0,,208000.0,YEARLY,USD,BASE_SALARY
2168,3884820689,90.0,,22.03,HOURLY,USD,BASE_SALARY
2169,3885826581,150000.0,,125000.0,YEARLY,USD,BASE_SALARY
2170,3887835767,92000.0,,92000.0,YEARLY,USD,BASE_SALARY
2171,3885823641,150000.0,,100000.0,YEARLY,USD,BASE_SALARY
2172,3885839462,25.0,,22.0,HOURLY,USD,BASE_SALARY
2173,3885833300,131890.0,,83900.0,YEARLY,USD,BASE_SALARY
2174,3885827211,135000.0,,100000.0,YEARLY,USD,BASE_SALARY
2175,3885810720,,19.0,,HOURLY,USD,BASE_SALARY
2176,3884435209,80.0,,40.0,HOURLY,USD,BASE_SALARY
2177,3888010312,35.0,,30.0,HOURLY,USD,BASE_SALARY
2178,3887708915,19.0,,18.0,HOURLY,USD,BASE_SALARY
2179,3888005729,28.7,,21.23,HOURLY,USD,BASE_SALARY
2180,3885843339,110000.0,,90000.0,YEARLY,USD,BASE_SALARY
2181,3885825516,93704.0,,67771.14,YEARLY,USD,BASE_SALARY
2182,3888010284,32.0,,29.0,HOURLY,USD,BASE_SALARY
2183,3884443039,85000.0,,80000.0,YEARLY,USD,BASE_SALARY
2184,3884827505,135800.0,,66200.0,YEARLY,USD,BASE_SALARY
2185,3887888044,13623.0,,11435.0,MONTHLY,USD,BASE_SALARY
2186,3885809828,33.0,,28.5,HOURLY,USD,BASE_SALARY
2187,3888010302,30.0,,26.0,HOURLY,USD,BASE_SALARY
2188,3888003906,29.0,,26.0,HOURLY,USD,BASE_SALARY
2189,3888003922,30.0,,27.0,HOURLY,USD,BASE_SALARY
2190,3885847295,191000.0,,150000.0,YEARLY,USD,BASE_SALARY
2191,3888006731,,32.0,,HOURLY,USD,BASE_SALARY
2192,3885821882,80000.0,,70000.0,YEARLY,USD,BASE_SALARY
2193,3887887636,100000.0,,70000.0,YEARLY,USD,BASE_SALARY
2194,3888006735,39.0,,35.0,HOURLY,USD,BASE_SALARY
2195,3885827488,145000.0,,115000.0,YEARLY,USD,BASE_SALARY
2196,3887882229,,16.0,,HOURLY,USD,BASE_SALARY
