Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1387529614,---2413,NY,COM,06/27/2019,71,,FORD,P,87330,54130,45930,20191018,88.0,88,88,959015,0088,0.0,0648P,,K,F,381,Vanderbilt Ave,,0,408,99,,BBBBBBB,ALL,ALL,WH,0.0,1999,-,0,,,,,
1387529626,---2413,NY,PAS,06/18/2019,71,RV,FORD,P,0,40404,40404,20191018,88.0,88,88,953395,0088,0.0,0826P,,K,F,387,Vanderbilt,,0,408,C,,BBBBBBB,ALL,ALL,WH,0.0,0,-,0,,,,,
1399542515,---3956,NY,PAS,07/06/2019,45,SUBN,LEXUS,K,55960,0,0,20210716,45.0,45,2,160553,0002,0.0,0140P,,BX,F,1,Orchard Beach Rd,ORCHARD BEACH PARKIN,0,408,D1,,BBBBBBB,ALL,ALL,WHITE,0.0,2014,-,0,,,,,
1399542539,---8821,NY,999,07/06/2019,45,SUBN,DODGE,K,55960,0,0,20190813,45.0,45,2,160553,0002,0.0,0150P,,BX,F,1,Orchard Beach Rd,ORCHARD BEACH PARKIN,0,408,E1,,BBBBBBB,ALL,ALL,GRAY,0.0,2013,-,0,,,,,
1400045782,---7355,99,PAS,06/24/2019,46,SDN,BMW,P,57520,9320,7720,20200111,49.0,49,49,953307,0049,0.0,0730P,,BX,F,2937,Pearsall Ave,,0,408,D3,,BBBBBBB,ALL,ALL,WHITE,0.0,2015,-,0,,,,,
1400045794,---4246,NY,PAS,06/24/2019,46,SDN,ME/BE,P,57520,9320,7720,20190624,49.0,49,49,963951,0049,0.0,0731P,,BX,F,2937,Pearsall Ave,,0,408,F1,,BBBBBBB,ALL,ALL,GRY,0.0,2011,-,0,,,,,
1400967478,---7019,NY,PAS,06/28/2019,14,SUBN,TOYOT,P,0,40404,40404,20191203,113.0,113,642,47723,0642,0.0,0820P,,Q,F,,Terminal 7 Jfkia,,0,408,C,,BBBBBBB,ALL,ALL,BLACK,0.0,2018,-,0,,,,,
1401029449,---2015,NY,PAS,06/23/2019,46,SUBN,NISSA,P,14980,70030,73110,20210331,81.0,81,824,955326,0824,0.0,1004P,,K,F,300,Bainbridge,,0,408,F2,,BBBBBBB,ALL,ALL,WHITE,0.0,2010,-,0,,,,,
1402549027,---4457,NY,PAS,06/24/2019,51,SDN,HONDA,P,0,0,0,20210128,106.0,106,106,936431,0106,0.0,0328P,,Q,F,,S/E C/O 107 St,103 AVE,0,408,E5,,BBBBBBB,ALL,ALL,WH,0.0,2019,-,0,,,,,
1403300215,---7531,NC,PAS,06/24/2019,40,SDN,DODGE,P,0,40404,40404,0,06.0,6,6,960307,0006,0.0,0109A,,NY,O,510,Laguardia,,0,408,D,,BBBBBBB,ALL,ALL,SLV/G,0.0,0,-,0,,,,,
1403552988,---1568,NY,PAS,06/20/2019,40,SUBN,CHEVR,P,33175,25908,34850,20191016,120.0,120,120,962871,0120,0.0,0140A,0140A,R,O,14,Holbernt Ct,,0,408,E3,,BBBBBBB,ALL,ALL,WHT,0.0,2010,-,5,,,,,
1403553336,---7997,NY,PAS,06/23/2019,40,SDN,ME/BE,P,32000,44737,0,20200429,120.0,120,120,941465,0120,0.0,0933A,,R,,,Hart Blvd,REVERE ST,0,408,E2,,BBBBBBB,ALL,ALL,BK,0.0,2018,-,0,,,,,
1403624422,---8174,NY,PAS,06/08/2019,20,SDN,ME/BE,P,0,40404,40404,20200930,07.0,7,804,934499,0804,0.0,1040P,1020P,NY,F,45,Rutgers,,0,408,D5,,BBBBBBB,ALL,ALL,BLACK,0.0,2016,-,0,,,,,
1403960537,---9600,NY,PAS,06/24/2019,24,SDN,JAGUA,O,47150,41311,46850,20190821,122.0,122,992,1674,0992,0.0,0458P,,,F,777,Seaview Ave,,0,408,J7,,BBBBBBB,ALL,ALL,BLUE,0.0,2010,-,0,,,,,
1403967040,---4791,NY,PAS,06/08/2019,17,SDN,ME/BE,P,34610,11110,11112,20210314,10.0,10,136,940804,0136,0.0,1048P,,NY,O,647,W 42Nd St,,0,408,C4,,BBBBBBB,ALL,ALL,BK,0.0,2017,-,0,,,,,
1403976478,----90,FL,PAS,06/08/2019,24,SDN,AUDI,P,34610,11110,11112,0,10.0,10,136,950411,0136,0.0,0140A,,NY,O,605,W 42 St,,0,408,D5,,BBBBBBB,ALL,ALL,SILVE,0.0,0,-,0,,,,,
1404077364,---4612,NY,PAS,06/24/2019,20,SDN,HONDA,X,37550,40404,40404,20210617,122.0,122,0,612895,0CRU,0.0,0600A,0600A,R,O,1064,Major Ave,,20190624,408,F2,,BBBBBBB,ALL,ALL,GY,0.0,2008,-,0,,,,,
1404224579,---5277,NY,PAS,06/05/2019,14,SDN,MITSU,F,35430,14380,54050,20190312,61.0,61,276,919186,E276,0.0,0330P,,K,F,1644,E 14Th Street,,0,408,F2,,BBBBBBB,ALL,ALL,GREY,0.0,2017,-,0,,,,,
1404236247,--81744,NY,PAS,07/02/2019,40,SDN,JEEP,X,18450,10110,10010,20210312,19.0,19,235,916022,1235,0.0,0619P,0618P,,O,340,E 73 St,,0,408,C,,BBBBBBB,ALL,ALL,BK,0.0,2017,-,0,,,,,
1404245698,---9004,PA,PAS,06/08/2019,17,SDN,FORD,F,35430,15710,11710,0,20.0,20,74,921167,E074,0.0,0645P,0640P,NY,F,126,W 83 St,,0,408,C4,,BBBBBBB,ALL,ALL,WHITE,0.0,0,-,0,,,,,
1404252551,---3831,NY,PAS,06/19/2019,46,SUBN,DODGE,F,18630,69230,63030,20210127,79.0,79,102,919907,T102,0.0,0530P,1530P,K,O,850,Bedford Ave,,0,408,E2,,BBBBBBB,ALL,ALL,BLACK,0.0,2019,-,0,,,,,
1405585821,---7567,NY,PAS,07/09/2019,71,SUV,FORD,P,0,0,0,20200630,115.0,115,302,43488,0302,0.0,0935A,0935A,Q,F,,Lot 7,LGA AIRPORT,0,408,F1,,BBBBBBB,ALL,ALL,,0.0,2016,-,0,,,,,
1406217750,---3492,NY,PAS,06/17/2019,14,SUBN,LEXUS,P,14290,32625,30640,20201021,05.0,5,804,933662,0804,0.0,0420P,,,F,20,Catherine Slip,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0.0,2017,-,0,,,,,
1406217761,---9609,NY,PAS,06/17/2019,20,SDN,HONDA,P,14290,32625,30640,20191120,05.0,5,804,933662,0804,0.0,0425P,,NY,O,20,Catherine Slip,,0,408,C,,BBBBBBB,ALL,ALL,,0.0,2003,-,0,,,,,
1406217773,---9609,NY,PAS,06/17/2019,71,SDN,HONDA,P,14290,32625,30640,20191120,05.0,5,804,933662,0804,0.0,0425P,,NY,O,20,Catherine Slip,,0,408,D,,BBBBBBB,ALL,ALL,BLUE,0.0,2003,-,0,,,,,
1406217797,---9609,NY,PAS,06/23/2019,20,SDN,HONDA,P,14290,15010,32625,20191120,05.0,5,804,933662,0804,0.0,0623P,0620P,NY,F,10,Catherine Slip,,0,408,C,,BBBBBBB,ALL,ALL,BLUE,0.0,2003,-,0,,,,,
1406229064,---6744,99,PAS,06/27/2019,19,SDN,NISSA,P,12410,17130,17150,0,09.0,9,804,962091,0804,0.0,0520P,,,O,93,Ave D,,0,408,C3,,BBBBBBB,ALL,ALL,WHITE,0.0,2017,-,0,,,,,
1406229325,---7715,NY,PAS,06/08/2019,24,SDN,FORD,P,12410,17070,17090,20200624,09.0,9,0,752781,PSA4,0.0,1250A,,NY,O,40,Avenue D,,0,408,K6,,BBBBBBB,ALL,ALL,GREY,0.0,2016,-,0,,,,,
1406233699,---9922,NY,PAS,06/23/2019,14,SDN,ACURA,P,15010,29990,23990,20210315,07.0,7,804,937064,0804,0.0,0151P,,NY,F,282,Cherry Street,,0,408,K6,,BBBBBBB,ALL,ALL,WHITE,0.0,2013,-,0,,,,,
1406234825,---8656,NY,PAS,06/16/2019,24,SDN,HONDA,P,12410,17070,17090,20190817,09.0,9,804,953044,0804,0.0,0730P,,NY,O,50,Ave D,,0,408,C,,BBBBBBB,ALL,ALL,,0.0,0,-,0,,,,,
1406234837,---9758,NY,PAS,06/16/2019,20,SDN,CHEVR,P,19890,24995,12620,20200919,09.0,9,804,951835,0804,0.0,0715P,,NY,O,484,E Houston St,,0,408,D5,,YYYYYYY,ALL,ALL,BL,0.0,2011,-,0,,,,,
1406234849,---7178,NY,PAS,06/16/2019,24,SUBN,AUDI,P,20490,97510,17110,20201225,09.0,9,804,951835,0804,0.0,0740P,,NY,O,725,Fdr Dr,,0,408,D,,BBBBBBB,ALL,ALL,WH,0.0,2017,-,0,,,,,
1406269797,---3757,NY,PAS,06/14/2019,83,VAN,FORD,X,56530,20530,47100,20200307,84.0,84,972,573660,0972,0.0,0310P,0310P,K,O,255,Livingston Street,,0,408,J7,,BBBBYBB,ALL,ALL,WHITE,0.0,2009,-,0,,,,,
1406289395,---3684,NY,PAS,07/14/2019,20,SUBN,DODGE,P,13360,40404,40404,20191130,47.0,47,42,944693,0042,0.0,0151P,,BX,F,355,Boller,,0,408,E2,,BBBBBBB,ALL,ALL,SILVE,0.0,2016,-,0,,,,,
1408213760,---5589,NY,PAS,06/23/2019,98,SDN,BMW,P,20220,13820,42620,20210505,42.0,42,138,932206,0138,0.0,1035P,,BX,F,1335,Clinton Ave,,0,408,F2,,BBBBBBB,ALL,ALL,BLUE,0.0,2019,-,0,,,,,
1408278145,---6414,NY,PAS,06/27/2019,98,SUBN,NISSA,P,42820,54420,27180,20200709,46.0,46,138,952800,0138,0.0,0230A,,BX,F,2350,Jerome Ave,,0,408,F2,,BBBBBBB,ALL,ALL,GRY,0.0,2017,-,0,,,,,
1408278418,---6384,NY,PAS,07/06/2019,51,SUBN,CADIL,P,22420,26850,12550,20200629,42.0,42,138,954308,0138,0.0,0740P,,BX,F,1700,Crotona Park East,,0,408,E3,,BBBBBBB,ALL,ALL,WHITE,0.0,2007,-,0,,,,,
1408279538,---9865,NY,PAS,06/15/2019,46,SDN,ME/BE,P,31190,97530,37330,20201008,33.0,33,33,937361,0033,0.0,1220P,,NY,F,1365,St Nicholas Ave,,0,408,K6,,BBBBBBB,ALL,ALL,WHITE,0.0,2015,-,0,,,,,
1410920458,---3870,NY,PAS,06/20/2019,40,SUBN,FORD,P,36420,26820,61920,20200223,44.0,44,44,934480,0044,0.0,1030P,,BX,F,1520,Grand Concourse,,0,408,C3,,BBBBBBB,ALL,ALL,GREY,0.0,2005,-,7,,,,,
1410920460,---3870,NY,PAS,06/20/2019,67,SUBN,FORD,P,36420,26820,61920,20200223,44.0,44,44,934480,0044,0.0,1030P,,BX,F,1520,Grand Concourse,,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0.0,2005,-,0,,,,,
1412743590,---8079,NY,PAS,06/14/2019,51,SDN,MAZDA,P,0,40404,40404,20210319,808.0,808,805,960582,0805,0.0,0150A,,BX,F,3444,White Plains Rd,,0,408,D5,,BBBBBBB,ALL,ALL,GRAY,0.0,2003,-,0,,,,,
1413143258,---9497,NY,PAS,06/20/2019,24,TRK,DODGE,P,23532,40404,40404,20191121,07.0,7,876,956140,0876,0.0,0746A,0740A,NY,O,18 22,Jackson St,,0,408,F2,,BBBBBBB,ALL,ALL,BLUE,0.0,2002,-,0,,,,,
1413143271,---1538,NY,PAS,06/26/2019,24,SUBN,TOYOT,P,23532,25490,15010,20210523,07.0,7,876,956140,0876,0.0,0737A,0730A,NY,F,18-22,Jackson St,,0,408,E2,,BBBBBBB,ALL,ALL,GRY,0.0,2016,-,0,,,,,
1413143283,---9497,NY,PAS,06/19/2019,24,TRK,DODGE,P,23532,40404,40404,20191121,07.0,7,876,956140,0876,0.0,0740A,0735A,NY,O,18 22,Jackson St,,0,408,D5,,BBBBBBB,ALL,ALL,BLUE,0.0,2002,-,0,,,,,
1413143295,---1538,NY,PAS,06/14/2019,20,SUBN,TOYOT,P,23532,25490,15010,20210523,07.0,7,876,956140,0876,0.0,0800A,0750A,NY,O,18-22,Jackson St,,20190614,408,C3,,BBBBBBB,ALL,ALL,GRY,0.0,2016,-,0,,,,,
1413143301,---9497,NY,PAS,06/06/2019,74,TRK,DODGE,P,23532,25490,15010,20191121,07.0,7,876,956140,0876,0.0,0742A,0740A,NY,O,18-22,Jackson St,,0,408,D5,,BBBBBBB,ALL,ALL,BLUE,0.0,2002,-,0,,,,,
1413263616,--84272,NY,PAS,04/12/2019,17,EGOL,VOLKS,X,31190,37110,37130,20190716,33.0,33,1,992762,0001,0.0,1044A,,NY,O,1150,St Nicholas Ave,,0,408,F7,,YYYYYBB,0800A,0600P,BLUE,0.0,2019,-,0,,,,,
1413263653,---6160,NY,PAS,04/16/2019,17,SUBN,FORD,X,31190,37110,37130,20210127,33.0,33,1,992762,0001,0.0,0845A,,NY,O,1150,St Nicholas Ave,,0,408,C4,,YYYYYBB,0800A,0600P,BLK,0.0,2016,-,0,,,,,
1413263707,---3411,NY,PAS,04/24/2019,17,SUBN,VOLKS,X,31190,37110,37130,20200928,33.0,33,1,992762,0001,0.0,0814A,,NY,O,1150,St Nicholas Ave,,0,408,C4,,YYYYYBB,0800A,0600P,BLUE,0.0,2018,-,0,,,,,
1413263732,--84272,NY,PAS,04/26/2019,17,SDN,VOLKS,X,31190,37110,37130,20190716,33.0,33,1,992762,0001,0.0,0815A,,NY,O,1150,St Nicholas Ave,,0,408,C4,,YYYYYBB,0800A,0600P,BLUE,0.0,2019,-,0,,,,,
1413267476,---4521,NY,PAS,05/06/2019,17,SDN,,X,10410,36490,36510,20200121,32.0,32,1,708827,0001,0.0,0803A,,NY,F,2238,5Th Ave,,0,408,C4,,BBBBBBB,ALL,ALL,RED,0.0,0,-,0,,,,,
1413267488,---9783,NY,PAS,04/30/2019,17,I,NISSA,X,0,36510,0,20190707,32.0,32,1,708827,0001,0.0,0108,,NY,,,Sn 5Th Ave,W 137TH ST,0,408,C4,,YYYYYBB,0700A,0700P,WHITE,0.0,0,-,0,,,,,
1413267490,---8843,NY,PAS,04/17/2019,17,SUBN,CHEVR,X,0,40404,40404,20190911,32.0,32,1,708827,0001,0.0,0855,,NY,F,2238,5Th,,0,408,C4,,BYBBBBB,ALL,ALL,WHITE,0.0,2018,-,0,,,,,
1413287050,---3084,NY,PAS,06/27/2019,98,SDN,MERCU,X,11690,11790,12190,20190731,108.0,108,0,523866,0000,0.0,1234P,,Q,F,56-17,56 Dr,,0,408,C4,,BBBBBBB,ALL,ALL,BLUE,0.0,2019,-,0,,,,,
1413287165,---9755,NY,PAS,06/27/2019,16,SDN,CHEVR,X,11690,11790,12190,20210604,108.0,108,7,523866,0007,0.0,1215P,,Q,O,56-17,56 Dr,,0,408,F2,,YYYYYBB,0700A,0600P,WH,0.0,2004,-,0,,,,,
1413290383,---5622,NY,PAS,04/29/2019,17,SDN,HONDA,X,19250,24890,10210,20201228,23.0,23,1,992762,0001,0.0,0859A,,NY,F,158,East 115Th Street,,0,408,C4,,YYYYYYY,ALL,ALL,BLACK,0.0,2019,-,0,,,,,
1413290395,---2637,NY,PAS,04/30/2019,24,,TOYOT,X,19250,24890,10210,20190523,23.0,23,1,767354,0001,0.0,0311P,,NY,F,158,E 115Th St,,0,408,C4,,BBBBBBB,ALL,ALL,GREY,0.0,2016,-,0,,,,,
1413875099,---6509,NY,PAS,06/27/2019,74,SUBN,TOYOT,P,35720,18520,38620,20200715,43.0,43,43,933957,0043,0.0,0753P,,BX,F,2223,Gleason Ave,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0.0,2013,-,0,,,,,
1413875105,---6509,NY,PAS,06/27/2019,10,SUBN,TOYOT,P,35720,18520,38620,20200715,43.0,43,43,939957,0043,0.0,0749P,,BX,F,2223,Gleason Ave,,0,408,J2,,BBBBBBB,ALL,ALL,WHITE,0.0,2013,-,0,,,,,
1413875117,---1518,NY,PAS,06/21/2019,98,SDN,MITSU,P,30620,72220,59720,20190930,43.0,43,43,933953,0043,0.0,0621P,,BX,F,1976,Ellis Avenue,,0,408,F2,,BBBBBBB,ALL,ALL,WHITE,0.0,2001,-,0,,,,,
1414379146,---6297,NY,PAS,05/25/2019,27,SDN,NISSA,X,10100,10565,73480,20210315,69.0,69,835,632,0835,0.0,0359P,,K,F,,Canarsie Pier,,0,408,D,,BBBBBBB,ALL,ALL,SILVE,0.0,2017,-,0,,,,,
1414566736,---4679,NY,PAS,06/17/2019,71,SUBN,ME/BE,X,13930,0,0,20190930,30.0,30,982,600164,0982,0.0,0859P,,NY,,,Riverbank State Park,TRAFFIC CIRCLE LOT,0,408,C,,BBBBBBB,ALL,ALL,BLACK,0.0,2018,-,0,,,,,
1414737567,---3426,NY,PAS,07/15/2019,98,SDN,HONDA,P,52120,27030,29120,20210328,46.0,46,46,960457,0046,0.0,0305A,,BX,F,2029,Morris Ave,,0,408,D1,,BBBBBBB,ALL,ALL,RED,0.0,0,-,0,,,,,
1414737592,---2608,NY,PAS,06/23/2019,98,SDN,LEXUS,P,38420,74610,74630,20210312,46.0,46,46,960687,0046,0.0,0132A,,BX,F,2114,Harrison Ave,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0.0,2015,-,0,,,,,
1414775805,---6167,NY,PAS,07/16/2019,14,SUBN,ME/BE,P,50630,40404,40404,20210322,47.0,47,47,959887,0047,0.0,0243P,,BX,F,2254,Merritt Ave,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0.0,2015,-,0,,,,,
1415286863,---4501,NY,PAS,06/18/2019,98,SDN,FORD,P,53030,82930,73190,20210105,81.0,81,81,955528,0081,0.0,1040P,,K,F,709,Jefferson Ave,,0,408,F2,,BBBBBBB,ALL,ALL,GRAY,0.0,2017,-,0,,,,,
1415297939,---5941,OK,PAS,06/14/2019,46,SDN,ACURA,P,54000,63030,93230,20200301,79.0,79,79,955705,0079,0.0,1040A,1040A,K,F,894,Kent Ave,,20190614,408,F2,,BBBBBBB,ALL,ALL,BLK,0.0,0,-,0,,,,,
1416382070,---4207,99,PAS,06/18/2019,38,SDN,,P,75530,51030,20530,20210207,84.0,84,0,937030,TD30,0.0,0318P,,K,F,200,Schermerhorn St,,0,408,B,,YYYYYYB,0900A,0700P,BLK,0.0,0,-,0,,,,,
1416382161,---6068,NY,PAS,06/17/2019,46,SDN,HONDA,P,54110,79530,67030,20200204,79.0,79,0,937030,TD30,0.0,1235P,,K,F,88,Kosciuszko St,,0,408,I4,,BBBBBBB,ALL,ALL,GREY,0.0,2019,-,0,,,,,
1416382203,---2244,99,PAS,06/17/2019,46,,HYUND,P,75530,51030,20530,0,84.0,84,0,937030,TD30,0.0,1113A,,K,F,243,Schermerhorn St,,0,408,F1,,BBBBBBB,ALL,ALL,GREY,0.0,0,-,0,,,,,
1416409257,-41---,NJ,PAS,06/23/2019,20,SUBN,ACURA,P,25800,78150,15820,20220731,40.0,40,807,960176,0807,0.0,0352P,,BX,F,455,E 138 St,,0,408,D,,BBBBBBB,ALL,ALL,BROWN,0.0,2018,-,0,,,,,
1416411290,---4199,NY,PAS,07/15/2019,40,SDN,NISSA,P,25770,8120,23800,20201015,40.0,40,807,960988,0807,0.0,1028A,1020A,BX,F,350,East 137 St,,0,408,K2,,BBBBBBB,ALL,ALL,BLACK,0.0,2013,-,0,,,,,
1416416110,---5401,NY,PAS,06/07/2019,98,SDN,HONDA,P,40120,26820,26850,20200308,42.0,42,807,961923,0807,0.0,0943A,,BX,O,1520,Hoe Avenue,,0,408,E3,,BBBBBBB,ALL,ALL,GRAY,0.0,2004,-,0,,,,,
1416416122,---6740,NY,PAS,07/12/2019,40,VAN,MAZDA,P,8120,25890,25920,20210303,40.0,40,807,961894,0807,0.0,1120P,2315P,BX,F,340,Alexander Ave,,0,408,F1,,BBBBBBB,ALL,ALL,SILVE,0.0,2002,-,7,,,,,
1416416456,---9674,NY,PAS,06/15/2019,20,SUBN,HONDA,P,25890,8120,78150,20210128,40.0,40,807,966511,0807,0.0,0846P,,BX,,383,East 141 Street,,0,408,D,,BBBBBBB,ALL,ALL,SILVE,0.0,2011,-,0,,,,,
1416531300,---8216,NY,PAS,07/12/2019,46,SDN,HONDA,P,27060,40404,40404,20210620,46.0,46,46,955630,0046,0.0,1055A,,BX,O,2076,E 180 St,,0,408,F2,,BBBBBBB,ALL,ALL,WHITE,0.0,2015,-,0,,,,,
1416531312,---5351,NY,PAS,07/12/2019,46,SDN,TOYOT,P,0,40404,40404,20210602,46.0,46,46,955638,0046,0.0,0156P,,BX,F,2037,Grand Concourse Ave,,0,408,F1,,BBBBBBB,ALL,ALL,RED,0.0,2019,-,0,,,,,
1416531324,---4228,PA,PAS,07/12/2019,48,SDN,BMW,P,0,40404,40404,0,46.0,46,46,955637,0046,0.0,0311P,,BX,F,2400,Grand Concourse Ave,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0.0,0,-,0,,,,,
1416533424,---5352,NY,PAS,07/06/2019,48,SUBN,DODGE,P,36420,27150,32520,20210425,46.0,46,46,955258,0046,0.0,0320P,,BX,F,2318,Grand Concourse,,0,408,K5,,BBBBBBB,ALL,ALL,BLACK,0.0,2008,-,0,,,,,
1417082653,---9233,PA,PAS,06/24/2019,40,SDN,ME/BE,P,45430,39830,53954,0,75.0,75,75,957005,0075,0.0,1050P,,K,F,126,Grant Ave,,0,408,D,,BBBBBBB,ALL,ALL,GREY,0.0,0,-,0,,,,,
1417082665,---9644,NY,PAS,06/24/2019,40,SUBN,VOLKS,P,39230,73350,12830,20210528,75.0,75,75,957005,0075,0.0,0934P,,K,F,87,Elton Street,,0,408,E2,,BBBBBBB,ALL,ALL,GREY,0.0,2015,-,0,,,,,
1417082677,---5338,PA,PAS,06/24/2019,40,SDN,HONDA,P,56930,39830,73350,0,75.0,75,75,957005,0075,0.0,0933P,,K,F,87,Logan St,,0,408,E2,,BBBBBBB,ALL,ALL,GREEN,0.0,2001,-,0,,,,,
1418059158,---7789,NY,PAS,06/18/2019,17,SUBN,MAZDA,P,32660,23190,21790,20200831,01.0,1,0,0,0000,0.0,1045A,,NY,F,83,Vandam Street,,0,408,D5,,BBBBBBB,ALL,ALL,BLUE,0.0,2018,-,0,,,,,
1418338527,---2569,NY,PAS,06/22/2019,98,SUBN,JEEP,P,28320,77150,10620,20200308,41.0,41,47,963171,0047,0.0,0921P,,BX,F,711,East 223 St,,0,408,F2,,BBBBBBB,ALL,ALL,BLACK,0.0,2019,-,0,,,,,
1418354739,---5335,NY,PAS,07/07/2019,40,SDN,ME/BE,P,13920,73720,0,20210218,52.0,52,52,946477,0052,0.0,1000A,,BX,,,Botanical Sq,WEBSTER AVE,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0.0,2016,-,0,,,,,
1418388385,---4287,NY,PAS,07/06/2019,60,SDN,JEEP,P,0,0,0,20210330,46.0,46,46,932526,0046,0.0,0534P,,BX,,,C/O E 181,MORRIS AVE,0,408,J6,,BBBBBBB,ALL,ALL,BLACK,0.0,2017,-,0,,,,,
1418467959,---5805,NY,PAS,07/12/2019,20,SDN,SUBAR,P,67820,26580,26610,20200311,44.0,44,44,961149,0044,0.0,0307P,,BX,F,1000,Teller Ave,,0,408,E9,,BBBBBBB,ALL,ALL,BLUE,0.0,2003,-,0,,,,,
1447647518,---1667,NY,PAS,06/21/2019,40,SDN,HONDA,P,0,40404,40404,20200816,123.0,123,123,942719,0123,0.0,1035P,,R,F,66,Sandywood Loop,,0,408,D,,BBBBBBB,ALL,ALL,BLACK,0.0,2012,-,0,,,,,
1447647658,---6432,NY,PAS,06/21/2019,40,VAN,CHRYS,P,38240,18510,18510,20200622,123.0,123,123,942719,0123,0.0,1025P,,R,F,86,Marisa Circle,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0.0,2012,-,0,,,,,
1447648110,---4203,NY,PAS,06/26/2019,98,SDN,NISSA,P,70034,18510,38488,20191220,123.0,123,123,956762,0123,0.0,0334A,,R,F,60,Blueberry Lane,,0,408,F2,,BBBBBBB,ALL,ALL,BK,0.0,2014,-,0,,,,,
1447648699,---2848,NY,PAS,06/25/2019,70,SDN,JAGUA,P,17600,34869,0,20170627,123.0,123,123,944138,0123,0.0,0728P,,R,,,Bayview Ave,JOHNSTON TERRACE,0,408,F2,,BBBBBBB,ALL,ALL,WH,0.0,1998,-,0,,,,,
1447649102,---8956,PA,PAS,06/25/2019,40,SDN,LINCO,P,37742,18980,25908,0,123.0,123,123,954493,0123,0.0,0255A,,R,F,17,Mandy Court,,0,408,J3,,BBBBBBB,ALL,ALL,WH,0.0,0,-,1,,,,,
1447649280,---6355,99,PAS,06/20/2019,14,SUBN,JEEP,P,37280,25710,27930,20200706,123.0,123,123,941308,0123,0.0,1026A,,,,100,Luten Ave,,0,408,E2,,BBBBBBB,ALL,ALL,BL,0.0,2016,-,0,,,,,
1447649308,---4314,99,PAS,06/19/2019,27,SUBN,AUDI,P,0,0,0,20200517,123.0,123,123,941308,0123,0.0,0233P,,R,F,245,Bricktown Wy,,0,408,D4,,BBBBBBB,ALL,ALL,BLK,0.0,2013,-,0,,,,,
1447649357,---2840,NY,PAS,06/19/2019,62,SUBN,FORD,P,26450,52010,10280,20190930,123.0,123,123,941308,0123,0.0,0204P,,R,F,2965,Veterans Rd W,,0,408,D4,,BBBBBBB,ALL,ALL,BLK,0.0,0,-,0,,,,,
1447649369,---6856,NY,PAS,06/19/2019,27,SDN,TESLA,P,26450,18510,52010,20190925,123.0,123,123,941308,0123,0.0,0132P,,,O,2700,Veterans Rd W,,0,408,D4,,BBBBBBB,ALL,ALL,RED,0.0,2013,-,0,,,,,
1447649370,---1502,NY,PAS,06/19/2019,74,SDN,INFIN,P,26450,52010,10280,20200125,123.0,123,123,941308,0123,0.0,0145P,,,F,2955,Veterans Rd W,,0,408,D3,,BBBBBBB,ALL,ALL,BK,0.0,2017,-,0,,,,,
1447649382,---1502,NY,PAS,06/19/2019,71,SDN,INFIN,P,0,0,0,20200125,123.0,123,123,941308,0123,0.0,0145P,,,F,2955,Veterans Rd,,0,408,J2,,BBBBBBB,ALL,ALL,BLK,0.0,2017,-,0,,,,,
1447649680,---3672,NY,PAS,06/20/2019,70,SUBN,,P,26450,52010,10280,0,123.0,123,123,946720,0123,0.0,1155A,,R,F,2900,Veterans Rd West,,0,408,J2,,BBBBBBB,ALL,ALL,BL,0.0,0,-,0,,,,,
1447649692,---3672,NY,PAS,06/20/2019,74,,JEEP,P,26450,52010,10280,0,123.0,123,123,946720,0123,0.0,1155A,,R,F,2900,Veterans Rd West,,0,408,J3,,BBBBBBB,ALL,ALL,BL,0.0,0,-,0,,,,,
1447649709,---4829,NY,PAS,06/20/2019,96,TRK,DODGE,P,16860,22647,31210,20210131,123.0,123,123,946720,0123,0.0,1135A,,R,F,2790,Arthur Kill Rd,,0,408,J2,,BBBBBBB,ALL,ALL,BK,0.0,2019,-,0,,,,,
1447649746,---4685,NY,PAS,06/27/2019,20,SUBN,TESLA,P,25030,19075,37400,20191102,123.0,123,123,946720,0123,0.0,1200P,,R,F,426,Craig Ave,,0,408,C,,BBBBBBB,ALL,ALL,BK,0.0,2018,-,0,,,,,
