"assignment_id","assignment_name","start_date","end_date","budget","region","impact_score"
1304,"Assignment_1304","2020-06-07T00:00:00.000","2020-03-10T00:00:00.000",69318.48,"West",9.36
1305,"Assignment_1305","2021-03-31T00:00:00.000","2021-08-20T00:00:00.000",51626.25,"South",1.47
1306,"Assignment_1306","2021-05-07T00:00:00.000","2021-04-09T00:00:00.000",90679.66,"South",8.76
1307,"Assignment_1307","2020-02-08T00:00:00.000","2020-09-30T00:00:00.000",43171.05,"East",5.96
1308,"Assignment_1308","2021-12-04T00:00:00.000","2022-01-17T00:00:00.000",-35328.48,"West",1.28
1309,"Assignment_1309","2020-10-28T00:00:00.000","2021-03-01T00:00:00.000",82654.05,"North",7.79
1310,"Assignment_1310","2020-01-26T00:00:00.000","2020-05-18T00:00:00.000",65373.33,"West",8.72
1311,"Assignment_1311","2020-06-30T00:00:00.000","2021-05-03T00:00:00.000",56780.57,"East",5.12
1312,"Assignment_1312","2021-06-05T00:00:00.000","2022-03-10T00:00:00.000",-41939.97,"West",8.13
1313,"Assignment_1313","2020-03-06T00:00:00.000","2020-12-07T00:00:00.000",9433.41,"North",9.19
1314,"Assignment_1314","2021-11-07T00:00:00.000","2022-10-06T00:00:00.000",-24884.63,"West",6.11
1315,"Assignment_1315","2020-05-25T00:00:00.000","2021-05-23T00:00:00.000",73285.59,"South",9.25
1316,"Assignment_1316","2020-09-10T00:00:00.000","2021-01-29T00:00:00.000",55079.29,"West",4.75
1317,"Assignment_1317","2020-02-14T00:00:00.000","2020-06-14T00:00:00.000",82461.64,"North",8.31
1318,"Assignment_1318","2021-07-31T00:00:00.000","2021-12-13T00:00:00.000",94986.27,"North",8.03
1319,"Assignment_1319","2021-10-05T00:00:00.000","2022-02-19T00:00:00.000",66212.14,"North",7.47
1320,"Assignment_1320","2021-06-10T00:00:00.000","2022-02-13T00:00:00.000",99134.96,"West",4.7
1321,"Assignment_1321","2020-05-14T00:00:00.000","2021-02-26T00:00:00.000",42215.48,"West",5.21
1322,"Assignment_1322","2020-06-30T00:00:00.000","2021-03-25T00:00:00.000",-44430.56,"East",2.88
1323,"Assignment_1323","2021-04-19T00:00:00.000","2021-08-23T00:00:00.000",-47862.27,"East",3.5
1324,"Assignment_1324","2020-08-19T00:00:00.000","2020-10-24T00:00:00.000",1315.58,"East",7.14
1325,"Assignment_1325","2021-04-20T00:00:00.000","2021-12-03T00:00:00.000",73520.76,"West",3.93
1326,"Assignment_1326","2020-03-08T00:00:00.000","2020-06-01T00:00:00.000",79920.21,"East",7.52
1327,"Assignment_1327","2021-01-07T00:00:00.000","2022-02-25T00:00:00.000",94121.88,"East",6.62
1328,"Assignment_1328","2021-11-05T00:00:00.000","2022-05-07T00:00:00.000",-40231.78,"South",4.21
1329,"Assignment_1329","2021-02-01T00:00:00.000","2021-08-04T00:00:00.000",-43314.33,"West",2.51
1330,"Assignment_1330","2021-08-06T00:00:00.000","2021-11-06T00:00:00.000",86992.54,"South",3.88
1331,"Assignment_1331","2020-08-08T00:00:00.000","2021-04-19T00:00:00.000",-4243,"North",4.29
1332,"Assignment_1332","2021-08-22T00:00:00.000","2022-04-03T00:00:00.000",33698.11,"South",6.81
1333,"Assignment_1333","2021-12-11T00:00:00.000","2022-02-21T00:00:00.000",97366.73,"West",1.56
1334,"Assignment_1334","2021-11-16T00:00:00.000","2022-01-23T00:00:00.000",10067.28,"West",8.8
1335,"Assignment_1335","2020-10-01T00:00:00.000","2021-03-13T00:00:00.000",49880.71,"East",6.63
1336,"Assignment_1336","2020-11-15T00:00:00.000","2021-10-04T00:00:00.000",10131.93,"North",1.48
1337,"Assignment_1337","2020-12-21T00:00:00.000","2021-03-04T00:00:00.000",65229.2,"South",3.26
1338,"Assignment_1338","2020-02-11T00:00:00.000","2020-07-02T00:00:00.000",29157.21,"West",2.36
1339,"Assignment_1339","2021-05-05T00:00:00.000","2021-12-29T00:00:00.000",-14371.53,"West",6.24
1340,"Assignment_1340","2021-06-25T00:00:00.000","2021-12-16T00:00:00.000",-9304.08,"North",6.12
1341,"Assignment_1341","2021-02-04T00:00:00.000","2021-04-12T00:00:00.000",-11291.12,"East",4.28
1342,"Assignment_1342","2021-06-01T00:00:00.000","2022-02-03T00:00:00.000",29848.05,"East",7.84
1343,"Assignment_1343","2021-05-18T00:00:00.000","2021-07-21T00:00:00.000",55478.35,"South",1.56
1344,"Assignment_1344","2021-03-01T00:00:00.000","2021-12-25T00:00:00.000",92391.99,"East",8.45
1345,"Assignment_1345","2021-12-23T00:00:00.000","2022-10-29T00:00:00.000",54113.11,"North",9
1346,"Assignment_1346","2021-07-24T00:00:00.000","2022-07-03T00:00:00.000",67178.93,"North",2.67
1347,"Assignment_1347","2021-12-26T00:00:00.000","2022-03-24T00:00:00.000",-24661.08,"West",9.46
1348,"Assignment_1348","2020-11-30T00:00:00.000","2021-01-31T00:00:00.000",6109.39,"North",7.59
1349,"Assignment_1349","2021-03-27T00:00:00.000","2021-11-24T00:00:00.000",12067.03,"South",9.04
1350,"Assignment_1350","2020-12-19T00:00:00.000","2021-11-26T00:00:00.000",52957.03,"West",8.12
1351,"Assignment_1351","2021-01-15T00:00:00.000","2021-12-06T00:00:00.000",-5616.2,"North",1.61
1352,"Assignment_1352","2020-07-16T00:00:00.000","2021-09-03T00:00:00.000",-4506.21,"West",3.22
1353,"Assignment_1353","2021-06-30T00:00:00.000","2022-05-26T00:00:00.000",3383.37,"North",8.66
1354,"Assignment_1354","2021-01-04T00:00:00.000","2021-08-21T00:00:00.000",71545.31,"East",1.43
1355,"Assignment_1355","2020-06-16T00:00:00.000","2020-07-18T00:00:00.000",36638.51,"South",7.38
1356,"Assignment_1356","2020-09-18T00:00:00.000","2021-07-19T00:00:00.000",-38708.41,"South",7.13
1357,"Assignment_1357","2020-07-25T00:00:00.000","2021-03-03T00:00:00.000",-38263.09,"South",5
1358,"Assignment_1358","2020-02-02T00:00:00.000","2020-03-31T00:00:00.000",5693.04,"South",6.17
1359,"Assignment_1359","2020-02-04T00:00:00.000","2020-06-03T00:00:00.000",64988.66,"East",3.34
1360,"Assignment_1360","2020-02-10T00:00:00.000","2020-08-02T00:00:00.000",53302.51,"West",6.32
1361,"Assignment_1361","2020-06-05T00:00:00.000","2020-09-03T00:00:00.000",56197.35,"South",7.19
1362,"Assignment_1362","2020-09-28T00:00:00.000","2021-03-29T00:00:00.000",65081.51,"South",4.47
1363,"Assignment_1363","2020-01-04T00:00:00.000","2020-11-15T00:00:00.000",-6927.09,"North",2.33
1364,"Assignment_1364","2020-08-13T00:00:00.000","2020-12-18T00:00:00.000",32238.44,"West",9.5
1365,"Assignment_1365","2021-05-23T00:00:00.000","2021-10-19T00:00:00.000",31502.9,"South",9.91
1366,"Assignment_1366","2020-01-06T00:00:00.000","2020-09-04T00:00:00.000",60944.88,"South",1.63
1367,"Assignment_1367","2020-04-19T00:00:00.000","2020-05-22T00:00:00.000",93530.59,"West",1.5
1368,"Assignment_1368","2020-02-19T00:00:00.000","2020-05-25T00:00:00.000",-8301.51,"West",4.26
1369,"Assignment_1369","2021-09-03T00:00:00.000","2021-11-21T00:00:00.000",68992.25,"East",9.46
1370,"Assignment_1370","2020-11-28T00:00:00.000","2021-07-14T00:00:00.000",48995.58,"South",4.42
1371,"Assignment_1371","2021-12-06T00:00:00.000","2022-04-18T00:00:00.000",37035.68,"West",3.06
1372,"Assignment_1372","2020-06-21T00:00:00.000","2020-10-29T00:00:00.000",66231.97,"West",9.79
1373,"Assignment_1373","2021-04-17T00:00:00.000","2022-01-16T00:00:00.000",91604.87,"South",3.1
1374,"Assignment_1374","2020-11-03T00:00:00.000","2021-04-01T00:00:00.000",-44496.29,"West",7.16
1375,"Assignment_1375","2021-03-09T00:00:00.000","2021-09-10T00:00:00.000",-27889.98,"East",2.01
1376,"Assignment_1376","2021-12-16T00:00:00.000","2022-11-26T00:00:00.000",63443.08,"East",6.69
1377,"Assignment_1377","2020-06-20T00:00:00.000","2021-02-22T00:00:00.000",-37431.3,"South",2.3
1378,"Assignment_1378","2020-12-18T00:00:00.000","2021-06-15T00:00:00.000",27418.56,"West",3.51
1379,"Assignment_1379","2020-05-29T00:00:00.000","2021-11-04T00:00:00.000",-17020.88,"East",4.93
1380,"Assignment_1380","2020-09-20T00:00:00.000","2021-07-28T00:00:00.000",-8855.64,"South",7.89
1381,"Assignment_1381","2021-04-17T00:00:00.000","2022-01-13T00:00:00.000",55276.07,"West",6
1382,"Assignment_1382","2020-03-20T00:00:00.000","2020-08-27T00:00:00.000",-45471.08,"West",2.62
1383,"Assignment_1383","2021-04-15T00:00:00.000","2021-03-11T00:00:00.000",80997.91,"North",7.79
1384,"Assignment_1384","2021-11-16T00:00:00.000","2022-01-23T00:00:00.000",16671.84,"East",6.74
1385,"Assignment_1385","2020-03-07T00:00:00.000","2021-02-02T00:00:00.000",25358.99,"West",1.17
1386,"Assignment_1386","2021-09-09T00:00:00.000","2022-06-08T00:00:00.000",31007.19,"West",1.59
1387,"Assignment_1387","2020-09-04T00:00:00.000","2020-08-12T00:00:00.000",46831.64,"East",1.83
1388,"Assignment_1388","2020-07-09T00:00:00.000","2021-04-12T00:00:00.000",1728.49,"East",3.25
1389,"Assignment_1389","2021-02-20T00:00:00.000","2021-10-19T00:00:00.000",-34833.88,"South",3.49
1390,"Assignment_1390","2020-12-19T00:00:00.000","2021-06-08T00:00:00.000",-2243.16,"North",7.1
1391,"Assignment_1391","2021-11-24T00:00:00.000","2022-07-16T00:00:00.000",-24778.68,"North",6.85
1392,"Assignment_1392","2020-09-09T00:00:00.000","2021-03-15T00:00:00.000",33419.98,"South",8.85
1393,"Assignment_1393","2020-07-17T00:00:00.000","2021-01-18T00:00:00.000",-2295.71,"West",8.34
1394,"Assignment_1394","2020-01-23T00:00:00.000","2020-03-22T00:00:00.000",93710.08,"West",8.1
1395,"Assignment_1395","2021-09-02T00:00:00.000","2021-08-14T00:00:00.000",94860.14,"East",6.3
1396,"Assignment_1396","2020-02-04T00:00:00.000","2020-05-21T00:00:00.000",43018.88,"North",1.96
1397,"Assignment_1397","2020-05-27T00:00:00.000","2020-02-10T00:00:00.000",42624.59,"West",7.19
1398,"Assignment_1398","2020-10-13T00:00:00.000","2021-10-02T00:00:00.000",97806.78,"North",3.72
1399,"Assignment_1399","2020-03-03T00:00:00.000","2020-04-23T00:00:00.000",83092.47,"West",8.05
1400,"Assignment_1400","2020-11-06T00:00:00.000","2020-10-25T00:00:00.000",64760.49,"South",4.3
1401,"Assignment_1401","2021-11-06T00:00:00.000","2022-09-30T00:00:00.000",-2961.41,"East",2.21
1402,"Assignment_1402","2021-11-02T00:00:00.000","2021-04-18T00:00:00.000",4830.85,"East",6.45
1403,"Assignment_1403","2020-09-25T00:00:00.000","2021-09-17T00:00:00.000",-19809.99,"North",8.95
1404,"Assignment_1404","2020-05-25T00:00:00.000","2021-02-10T00:00:00.000",23072.22,"West",2.58
1405,"Assignment_1405","2021-12-10T00:00:00.000","2022-02-01T00:00:00.000",98555.28,"East",3.65
1406,"Assignment_1406","2020-06-05T00:00:00.000","2021-11-05T00:00:00.000",86822.64,"West",3.38
1407,"Assignment_1407","2020-07-14T00:00:00.000","2020-09-24T00:00:00.000",-32247.58,"West",8.04
1408,"Assignment_1408","2021-06-06T00:00:00.000","2021-08-04T00:00:00.000",-46221.46,"South",2.37
1409,"Assignment_1409","2021-07-20T00:00:00.000","2021-11-17T00:00:00.000",84795.65,"West",4.96
1410,"Assignment_1410","2021-07-25T00:00:00.000","2022-02-15T00:00:00.000",30575.52,"South",4.39
1411,"Assignment_1411","2020-08-22T00:00:00.000","2020-09-26T00:00:00.000",-19971.52,"West",7.92
1412,"Assignment_1412","2020-08-30T00:00:00.000","2020-12-13T00:00:00.000",51047.99,"North",4.95
1413,"Assignment_1413","2021-02-05T00:00:00.000","2021-09-10T00:00:00.000",46633.48,"South",3.24
1414,"Assignment_1414","2021-10-29T00:00:00.000","2022-05-27T00:00:00.000",-31687.16,"North",1.73
1415,"Assignment_1415","2020-10-25T00:00:00.000","2020-06-12T00:00:00.000",-11059.96,"West",5.37
1416,"Assignment_1416","2020-07-16T00:00:00.000","2020-09-16T00:00:00.000",-40988.31,"East",3.24
1417,"Assignment_1417","2021-01-09T00:00:00.000","2021-04-12T00:00:00.000",-18520.93,"North",7.17
1418,"Assignment_1418","2020-09-24T00:00:00.000","2021-09-22T00:00:00.000",-30154.15,"South",3.16
1419,"Assignment_1419","2021-11-08T00:00:00.000","2022-06-01T00:00:00.000",-21014.56,"West",5.83
1420,"Assignment_1420","2021-07-07T00:00:00.000","2022-03-29T00:00:00.000",52820.07,"North",6.73
1421,"Assignment_1421","2020-07-05T00:00:00.000","2021-06-18T00:00:00.000",-42575.04,"East",9.11
1422,"Assignment_1422","2020-02-04T00:00:00.000","2020-10-20T00:00:00.000",-34721.81,"South",9.15
1423,"Assignment_1423","2020-08-25T00:00:00.000","2021-10-05T00:00:00.000",-29873.95,"East",7.02
1424,"Assignment_1424","2021-12-26T00:00:00.000","2022-09-28T00:00:00.000",-2518.83,"West",2.92
1425,"Assignment_1425","2021-04-03T00:00:00.000","2021-09-08T00:00:00.000",-5187.45,"North",1.54
1426,"Assignment_1426","2020-02-26T00:00:00.000","2021-02-24T00:00:00.000",-11740.43,"North",7.77
1427,"Assignment_1427","2020-08-01T00:00:00.000","2020-05-25T00:00:00.000",62580.5,"South",4.24
1428,"Assignment_1428","2020-12-24T00:00:00.000","2021-07-03T00:00:00.000",99703.42,"East",2.09
1429,"Assignment_1429","2021-01-19T00:00:00.000","2021-10-25T00:00:00.000",30096.69,"West",8.52
1430,"Assignment_1430","2021-07-16T00:00:00.000","2021-10-29T00:00:00.000",91630.41,"East",5.83
1431,"Assignment_1431","2020-12-06T00:00:00.000","2021-04-06T00:00:00.000",9491.52,"North",9.54
1432,"Assignment_1432","2020-02-06T00:00:00.000","2020-06-24T00:00:00.000",-33997.63,"South",6.21
1433,"Assignment_1433","2021-12-13T00:00:00.000","2022-04-22T00:00:00.000",11316.07,"East",9.56
1434,"Assignment_1434","2021-09-20T00:00:00.000","2022-08-17T00:00:00.000",-5580.83,"North",5.94
1435,"Assignment_1435","2020-11-16T00:00:00.000","2021-01-05T00:00:00.000",24011.04,"North",2.55
1436,"Assignment_1436","2021-01-18T00:00:00.000","2021-10-26T00:00:00.000",48556.55,"North",9.68
1437,"Assignment_1437","2020-12-23T00:00:00.000","2021-07-14T00:00:00.000",19157.53,"East",1.81
1438,"Assignment_1438","2020-07-12T00:00:00.000","2021-05-23T00:00:00.000",90274.08,"East",2.64
1439,"Assignment_1439","2020-01-04T00:00:00.000","2021-03-19T00:00:00.000",82714.72,"North",9.96
1440,"Assignment_1440","2020-07-03T00:00:00.000","2020-05-30T00:00:00.000",55296.64,"North",8.01
1441,"Assignment_1441","2020-03-04T00:00:00.000","2020-04-18T00:00:00.000",23452.74,"West",8.57
1442,"Assignment_1442","2020-07-06T00:00:00.000","2021-01-07T00:00:00.000",-30246.91,"East",5.24
1443,"Assignment_1443","2020-03-17T00:00:00.000","2020-11-17T00:00:00.000",9552.05,"South",4.41
1444,"Assignment_1444","2021-10-03T00:00:00.000","2022-08-25T00:00:00.000",55660.23,"South",3.44
1445,"Assignment_1445","2021-08-17T00:00:00.000","2022-04-02T00:00:00.000",-7267.17,"East",1.48
1446,"Assignment_1446","2020-04-29T00:00:00.000","2021-03-20T00:00:00.000",-34401.79,"East",1.43
1447,"Assignment_1447","2020-11-17T00:00:00.000","2021-01-20T00:00:00.000",86184.77,"North",3.95
1448,"Assignment_1448","2021-11-17T00:00:00.000","2022-02-05T00:00:00.000",56357.62,"South",3.01
1449,"Assignment_1449","2021-12-14T00:00:00.000","2022-06-01T00:00:00.000",42291.46,"West",7
1450,"Assignment_1450","2020-06-14T00:00:00.000","2020-07-22T00:00:00.000",68874.84,"West",2.53
1451,"Assignment_1451","2020-12-08T00:00:00.000","2021-06-05T00:00:00.000",75346.91,"North",9.18
1452,"Assignment_1452","2021-04-20T00:00:00.000","2021-11-27T00:00:00.000",22518.85,"East",9.71
1453,"Assignment_1453","2020-02-29T00:00:00.000","2020-02-07T00:00:00.000",82178.24,"North",5.27
1454,"Assignment_1454","2021-09-27T00:00:00.000","2022-05-07T00:00:00.000",87462.85,"South",1.46
1455,"Assignment_1455","2020-11-27T00:00:00.000","2021-10-21T00:00:00.000",-9267.34,"North",2.54
1456,"Assignment_1456","2021-10-03T00:00:00.000","2021-06-11T00:00:00.000",41131.8,"North",3.4
1457,"Assignment_1457","2021-08-09T00:00:00.000","2022-06-21T00:00:00.000",28987.6,"North",8.88
1458,"Assignment_1458","2021-11-19T00:00:00.000","2022-07-06T00:00:00.000",30691.87,"East",8.99
1459,"Assignment_1459","2021-10-06T00:00:00.000","2022-04-25T00:00:00.000",90649.46,"South",9.7
1460,"Assignment_1460","2020-11-02T00:00:00.000","2021-10-14T00:00:00.000",-4221.69,"West",3.36
1461,"Assignment_1461","2020-01-31T00:00:00.000","2020-10-14T00:00:00.000",97515.1,"South",2.58
1462,"Assignment_1462","2020-05-20T00:00:00.000","2020-09-24T00:00:00.000",85319.68,"North",5.72
1463,"Assignment_1463","2020-07-12T00:00:00.000","2021-03-28T00:00:00.000",18808.43,"South",4.1
1464,"Assignment_1464","2021-01-15T00:00:00.000","2021-05-09T00:00:00.000",72617.99,"East",4.58
1465,"Assignment_1465","2020-06-19T00:00:00.000","2021-06-03T00:00:00.000",65357.05,"West",5.07
1466,"Assignment_1466","2020-09-04T00:00:00.000","2020-11-07T00:00:00.000",51684.25,"West",1.55
1467,"Assignment_1467","2021-10-14T00:00:00.000","2021-12-11T00:00:00.000",-2024.92,"West",3.92
1468,"Assignment_1468","2021-11-07T00:00:00.000","2022-05-12T00:00:00.000",-20532.35,"North",7.69
1469,"Assignment_1469","2020-08-04T00:00:00.000","2020-11-24T00:00:00.000",50729.15,"East",5.31
1470,"Assignment_1470","2021-12-26T00:00:00.000","2022-10-27T00:00:00.000",76445.99,"North",7.89
1471,"Assignment_1471","2020-09-30T00:00:00.000","2021-04-15T00:00:00.000",-47562.08,"North",7.05
1472,"Assignment_1472","2020-05-09T00:00:00.000","2021-08-16T00:00:00.000",46420.51,"East",9.47
1473,"Assignment_1473","2020-12-03T00:00:00.000","2021-10-21T00:00:00.000",16430.95,"North",7.21
1474,"Assignment_1474","2020-03-24T00:00:00.000","2020-10-06T00:00:00.000",84713.16,"West",6.04
1475,"Assignment_1475","2021-03-08T00:00:00.000","2021-04-27T00:00:00.000",-1779.06,"West",2.41
1476,"Assignment_1476","2021-11-29T00:00:00.000","2022-02-25T00:00:00.000",21127.72,"East",9.29
1477,"Assignment_1477","2020-08-09T00:00:00.000","2021-08-04T00:00:00.000",27215.07,"West",9.97
1478,"Assignment_1478","2021-04-18T00:00:00.000","2021-11-28T00:00:00.000",-28934.07,"North",8.58
1479,"Assignment_1479","2021-02-24T00:00:00.000","2021-09-20T00:00:00.000",56933.85,"West",1.84
1480,"Assignment_1480","2021-09-04T00:00:00.000","2022-08-08T00:00:00.000",74571.45,"East",2
1481,"Assignment_1481","2020-06-05T00:00:00.000","2021-04-21T00:00:00.000",-41313.61,"South",4.28
1482,"Assignment_1482","2021-06-07T00:00:00.000","2021-12-06T00:00:00.000",-6291.68,"South",7.26
1483,"Assignment_1483","2020-08-18T00:00:00.000","2021-02-02T00:00:00.000",-44293.3,"North",8.44
1484,"Assignment_1484","2021-08-26T00:00:00.000","2022-07-02T00:00:00.000",93481.62,"South",2.63
1485,"Assignment_1485","2020-09-12T00:00:00.000","2021-11-26T00:00:00.000",50075.32,"West",6.63
1486,"Assignment_1486","2021-03-02T00:00:00.000","2021-11-13T00:00:00.000",94630.06,"East",2.44
1487,"Assignment_1487","2021-04-14T00:00:00.000","2021-05-16T00:00:00.000",29724.14,"West",2.01
1488,"Assignment_1488","2020-12-24T00:00:00.000","2021-02-06T00:00:00.000",70310.28,"East",5.24
1489,"Assignment_1489","2021-02-20T00:00:00.000","2021-04-29T00:00:00.000",6162.1,"East",8.75
1490,"Assignment_1490","2021-05-07T00:00:00.000","2022-02-05T00:00:00.000",3072.85,"East",6.65
1491,"Assignment_1491","2020-07-21T00:00:00.000","2021-12-04T00:00:00.000",6740.17,"West",7.13
1492,"Assignment_1492","2020-07-30T00:00:00.000","2021-06-08T00:00:00.000",48679.32,"North",4.54
1493,"Assignment_1493","2020-06-29T00:00:00.000","2021-02-20T00:00:00.000",3917.97,"East",3.4
1494,"Assignment_1494","2020-01-13T00:00:00.000","2020-11-19T00:00:00.000",85055.12,"North",9.39
1495,"Assignment_1495","2020-04-02T00:00:00.000","2020-12-24T00:00:00.000",97491.23,"South",4.7
1496,"Assignment_1496","2021-04-22T00:00:00.000","2021-11-26T00:00:00.000",-45436.02,"South",5.62
1497,"Assignment_1497","2021-08-31T00:00:00.000","2021-12-22T00:00:00.000",-20956.51,"South",1.65
1498,"Assignment_1498","2021-06-07T00:00:00.000","2022-03-29T00:00:00.000",-33162.5,"South",1.62
1499,"Assignment_1499","2020-03-17T00:00:00.000","2020-10-12T00:00:00.000",-43645.39,"East",7.82
1500,"Assignment_1500","2020-05-14T00:00:00.000","2021-04-27T00:00:00.000",-15838.85,"East",9.39
1501,"Assignment_1501","2021-07-23T00:00:00.000","2021-09-17T00:00:00.000",-17019,"North",6.73
1502,"Assignment_1502","2020-11-18T00:00:00.000","2021-10-12T00:00:00.000",75548.55,"East",9.1
1503,"Assignment_1503","2020-12-07T00:00:00.000","2020-10-07T00:00:00.000",-16726.4,"West",7.97
1504,"Assignment_1504","2020-06-18T00:00:00.000","2020-10-04T00:00:00.000",24091.79,"West",2.16
1505,"Assignment_1505","2020-09-08T00:00:00.000","2021-04-21T00:00:00.000",89442.81,"West",1.6
1506,"Assignment_1506","2021-11-14T00:00:00.000","2022-09-30T00:00:00.000",50082.21,"South",9.48
1507,"Assignment_1507","2021-07-25T00:00:00.000","2021-10-26T00:00:00.000",69711.85,"North",2.45
1508,"Assignment_1508","2021-05-27T00:00:00.000","2022-02-02T00:00:00.000",32649.1,"West",6.66
1509,"Assignment_1509","2020-01-06T00:00:00.000","2020-07-29T00:00:00.000",97069.97,"South",3.12
1510,"Assignment_1510","2021-07-30T00:00:00.000","2022-07-03T00:00:00.000",38299.32,"East",5.64
1511,"Assignment_1511","2021-02-19T00:00:00.000","2021-11-30T00:00:00.000",-43173.39,"North",5.39
1512,"Assignment_1512","2021-02-04T00:00:00.000","2021-04-27T00:00:00.000",-20302.58,"North",7.47
1513,"Assignment_1513","2020-11-28T00:00:00.000","2021-04-05T00:00:00.000",10716.04,"West",8.38
1514,"Assignment_1514","2021-10-29T00:00:00.000","2022-02-26T00:00:00.000",40191.58,"East",9.99
1515,"Assignment_1515","2020-02-08T00:00:00.000","2020-03-14T00:00:00.000",65789.63,"North",2.88
1516,"Assignment_1516","2020-04-04T00:00:00.000","2020-12-03T00:00:00.000",11962.92,"North",4.93
1517,"Assignment_1517","2020-10-25T00:00:00.000","2021-02-01T00:00:00.000",56508.75,"West",4.38
1518,"Assignment_1518","2021-05-16T00:00:00.000","2022-05-02T00:00:00.000",68480.43,"North",1.3
1519,"Assignment_1519","2020-07-30T00:00:00.000","2020-11-08T00:00:00.000",-2410.97,"West",3.13
1520,"Assignment_1520","2020-01-04T00:00:00.000","2020-11-23T00:00:00.000",96890.54,"East",5.92
1521,"Assignment_1521","2021-07-26T00:00:00.000","2021-10-27T00:00:00.000",47448.47,"East",8.89
1522,"Assignment_1522","2021-03-14T00:00:00.000","2022-01-11T00:00:00.000",82149.71,"South",3.82
1523,"Assignment_1523","2020-10-05T00:00:00.000","2021-03-10T00:00:00.000",33390.65,"North",7.31
1524,"Assignment_1524","2020-06-27T00:00:00.000","2020-08-08T00:00:00.000",61240.47,"North",9.46
1525,"Assignment_1525","2021-06-08T00:00:00.000","2021-08-19T00:00:00.000",65581.61,"North",2.61
1526,"Assignment_1526","2021-10-07T00:00:00.000","2022-07-10T00:00:00.000",86237.26,"South",1.98
1527,"Assignment_1527","2021-06-30T00:00:00.000","2022-01-13T00:00:00.000",-27447.54,"South",9.88
1528,"Assignment_1528","2021-02-28T00:00:00.000","2021-10-02T00:00:00.000",33742.51,"South",1.45
1529,"Assignment_1529","2021-05-28T00:00:00.000","2021-12-05T00:00:00.000",14256.78,"South",3.53
1530,"Assignment_1530","2020-08-07T00:00:00.000","2021-02-15T00:00:00.000",88473.85,"South",8.82
1531,"Assignment_1531","2020-06-21T00:00:00.000","2021-05-18T00:00:00.000",-34235.8,"West",3.48
1532,"Assignment_1532","2021-07-28T00:00:00.000","2022-05-22T00:00:00.000",97386.08,"North",2.58
1533,"Assignment_1533","2021-10-08T00:00:00.000","2022-07-15T00:00:00.000",81317.7,"South",8.04
1534,"Assignment_1534","2021-12-01T00:00:00.000","2022-10-23T00:00:00.000",-38926.06,"West",7.53
1535,"Assignment_1535","2020-05-07T00:00:00.000","2021-01-06T00:00:00.000",23644.96,"North",1.97
1536,"Assignment_1536","2020-02-20T00:00:00.000","2020-11-20T00:00:00.000",57633.93,"South",5.52
1537,"Assignment_1537","2021-02-06T00:00:00.000","2021-11-22T00:00:00.000",60722.73,"South",9.04
1538,"Assignment_1538","2020-08-26T00:00:00.000","2021-06-01T00:00:00.000",85974.12,"East",4.82
1539,"Assignment_1539","2021-06-08T00:00:00.000","2022-01-01T00:00:00.000",69979.82,"East",3
1540,"Assignment_1540","2020-09-11T00:00:00.000","2020-11-02T00:00:00.000",-3360.44,"North",7.25
1541,"Assignment_1541","2020-06-30T00:00:00.000","2020-10-25T00:00:00.000",24765.22,"West",3.05
1542,"Assignment_1542","2020-10-16T00:00:00.000","2021-06-04T00:00:00.000",55267.86,"North",9.17
1543,"Assignment_1543","2021-05-03T00:00:00.000","2021-11-22T00:00:00.000",-29234.47,"West",4.77
1544,"Assignment_1544","2021-08-01T00:00:00.000","2021-06-23T00:00:00.000",-20901.38,"East",5.39
1545,"Assignment_1545","2020-10-08T00:00:00.000","2021-08-04T00:00:00.000",22156.37,"North",7.25
1546,"Assignment_1546","2021-03-28T00:00:00.000","2022-03-24T00:00:00.000",-5263.13,"North",4.24
1547,"Assignment_1547","2020-05-13T00:00:00.000","2021-04-27T00:00:00.000",79383.89,"West",9.48
1548,"Assignment_1548","2020-04-16T00:00:00.000","2021-01-14T00:00:00.000",37941.6,"South",3.46
1549,"Assignment_1549","2021-09-20T00:00:00.000","2022-01-05T00:00:00.000",2299.78,"East",9.69
1550,"Assignment_1550","2020-01-13T00:00:00.000","2020-06-23T00:00:00.000",77324.95,"South",4.49
1551,"Assignment_1551","2021-03-05T00:00:00.000","2021-12-04T00:00:00.000",70731.77,"South",8.02
1552,"Assignment_1552","2021-01-27T00:00:00.000","2021-08-02T00:00:00.000",99753.23,"East",8.29
1553,"Assignment_1553","2020-11-09T00:00:00.000","2021-06-11T00:00:00.000",77096.15,"East",6.59
1554,"Assignment_1554","2020-12-10T00:00:00.000","2021-01-01T00:00:00.000",12168.48,"West",8.31
1555,"Assignment_1555","2021-03-30T00:00:00.000","2021-09-02T00:00:00.000",-30875.17,"South",6.32
1556,"Assignment_1556","2021-08-05T00:00:00.000","2022-05-04T00:00:00.000",76096.14,"North",6.42
1557,"Assignment_1557","2020-01-20T00:00:00.000","2020-06-20T00:00:00.000",-41036.31,"North",2.27
1558,"Assignment_1558","2021-09-22T00:00:00.000","2022-01-29T00:00:00.000",2540.68,"East",9.01
1559,"Assignment_1559","2020-04-10T00:00:00.000","2020-11-23T00:00:00.000",87960.7,"South",2.39
1560,"Assignment_1560","2021-12-11T00:00:00.000","2022-12-03T00:00:00.000",94114.97,"East",5.55
