item_no,length,width,height,operator,rolling_mean,rolling_std,upper_control_limit,lower_control_limit,out_of_control
275,103.55,47.6,21.39,Op-11,20.668,0.7573770527287144,22.94013115818614,18.395868841813858,False
276,95.18,48.04,19.87,Op-11,20.64,0.7896834808960072,23.00905044268802,18.27094955731198,False
277,98.77,49.23,21.15,Op-11,20.916,0.6357515237889967,22.82325457136699,19.00874542863301,False
278,99.0,50.0,18.54,Op-11,20.346,1.163284144136779,23.835852432410338,16.856147567589662,False
279,99.95,51.93,19.75,Op-11,20.14,1.1584040745784865,23.615212223735462,16.66478777626454,False
280,100.4,48.97,21.65,Op-11,20.192,1.2320389604229396,23.888116881268818,16.495883118731182,False
281,99.72,49.44,19.97,Op-11,20.211999999999996,1.226303388236385,23.89091016470915,16.53308983529084,False
282,100.82,52.92,19.56,Op-11,19.894,1.1241574622801034,23.26647238684031,16.521527613159687,False
283,95.02,50.35,20.31,Op-11,20.247999999999998,0.8318773948125023,22.743632184437505,17.75236781556249,False
284,103.0,48.59,18.91,Op-11,20.08,1.0209309477139183,23.142792843141752,17.017207156858245,False
285,102.69,47.55,19.99,Op-11,19.747999999999998,0.5388135113376871,21.36444053401306,18.131559465986935,False
286,97.04,51.01,20.69,Op-11,19.892000000000003,0.6884184773813427,21.95725543214403,17.826744567855975,False
287,99.13,50.81,19.51,Op-12,19.881999999999998,0.6947805408904641,21.96634162267139,17.797658377328606,False
288,98.08,50.29,21.91,Op-12,20.201999999999998,1.1563390506248756,23.671017151874626,16.73298284812537,False
289,103.38,47.05,20.23,Op-12,20.466,0.9126225945044494,23.20386778351335,17.728132216486653,False
290,99.76,50.37,18.6,Op-12,20.188000000000002,1.2450381520258886,23.92311445607767,16.452885543922335,False
291,96.38,51.29,19.79,Op-12,20.008,1.2191062299898419,23.665318689969524,16.350681310030474,False
292,95.15,49.77,18.81,Op-12,19.868000000000002,1.3260920028414505,23.846276008524352,15.889723991475652,False
293,103.74,50.23,19.03,Op-12,19.292,0.6905939472657304,21.36378184179719,17.22021815820281,False
294,95.75,52.17,20.67,Op-12,19.380000000000003,0.8497058314499562,21.92911749434987,16.830882505650134,False
295,101.95,50.22,18.78,Op-12,19.416,0.8113445630557096,21.85003368916713,16.98196631083287,False
296,103.46,51.16,20.79,Op-12,19.616000000000003,1.0223893583171024,22.68316807495131,16.548831925048695,False
297,94.81,47.79,18.99,Op-12,19.652,0.9895554557477091,22.62066636724313,16.683333632756874,False
298,101.85,49.87,20.97,Op-12,20.04,1.0623558725775686,23.227067617732704,16.852932382267294,False
299,101.93,48.31,21.54,Op-12,20.214,1.2466073960955157,23.953822188286544,16.474177811713453,False
300,102.1,52.19,18.62,Op-12,20.182,1.2937812798151174,24.063343839445352,16.300656160554645,False
301,98.03,47.68,19.08,Op-12,19.84,1.3186546174036826,23.79596385221105,15.884036147788951,False
302,98.36,51.88,21.84,Op-12,20.41,1.4670037491431427,24.811011247429427,16.008988752570573,False
303,101.53,47.35,20.63,Op-12,20.342,1.4422274439213945,24.66868233176418,16.015317668235816,False
304,102.68,52.8,19.52,Op-12,19.938,1.2985068347914264,23.833520504374277,16.04247949562572,False
305,94.1,50.48,21.02,Op-12,20.418,1.1209460290308528,23.780838087092558,17.05516191290744,False
306,103.6,51.61,20.48,Op-12,20.698,0.8437535185111997,23.2292605555336,18.1667394444664,False
307,97.91,49.17,19.69,Op-13,20.268,0.6393512336736685,22.186053701021006,18.349946298978995,False
308,97.97,49.95,19.35,Op-13,20.012,0.7104716743122488,22.143415022936747,17.880584977063254,False
309,100.84,52.46,20.85,Op-13,20.278000000000002,0.7289513015284629,22.46485390458539,18.091146095414615,False
310,102.06,52.35,19.09,Op-13,19.892,0.7485452558129382,22.137635767438816,17.646364232561183,False
311,96.17,49.11,21.93,Op-13,20.182000000000002,1.1862208900538063,23.74066267016142,16.623337329838584,False
312,103.48,49.74,19.04,Op-13,20.052,1.2851147808659158,23.907344342597746,16.196655657402253,False
313,94.47,51.05,18.78,Op-13,19.938,1.3844023981487663,24.091207194446298,15.7847928055537,False
314,97.18,47.98,18.88,Op-13,19.544,1.3395633616966658,23.562690085089997,15.525309914910004,False
315,95.85,47.31,21.07,Op-13,19.94,1.4591264509973265,24.31737935299198,15.562620647008021,False
316,94.24,48.3,19.17,Op-13,19.387999999999998,0.9520346632345275,22.244103989703582,16.531896010296414,False
317,96.61,51.74,20.57,Op-13,19.694,1.0527725300367912,22.852317590110374,16.535682409889624,False
318,101.33,48.47,20.42,Op-13,20.022000000000002,0.9469794084350799,22.862938225305243,17.18106177469476,False
319,94.19,52.43,18.87,Op-13,20.020000000000003,0.9500000000000273,22.870000000000086,17.16999999999992,False
320,101.38,47.03,20.15,Op-13,19.836000000000002,0.7673200114685254,22.137960034405577,17.534039965594427,False
321,102.34,47.06,20.21,Op-13,20.044,0.6773330052493027,22.075999015747907,18.012000984252094,False
322,97.87,50.65,21.6,Op-13,20.250000000000004,0.9704895671773323,23.161468701532,17.338531298468006,False
323,102.87,51.36,21.11,Op-13,20.388,1.0467664495961078,23.528299348788323,17.24770065121168,False
324,102.43,53.0,18.88,Op-13,20.39,1.0431442853220458,23.519432855966137,17.260567144033864,False
325,99.76,47.7,20.99,Op-13,20.558,1.0622946860452784,23.744884058135835,17.371115941864165,False
326,96.81,47.56,21.36,Op-13,20.788,1.09218588161541,24.064557644846232,17.51144235515377,False
327,101.53,47.96,21.56,Op-13,20.779999999999998,1.0848732644876218,24.034619793462863,17.525380206537132,False
328,96.41,47.55,19.69,Op-14,20.496,1.1601422326594433,23.97642669797833,17.015573302021668,False
329,100.99,52.4,21.58,Op-14,21.035999999999998,0.78887895142412,23.40263685427236,18.669363145727637,False
330,95.21,49.4,20.3,Op-14,20.898000000000003,0.8563994395140754,23.46719831854223,18.328801681457776,False
331,101.53,51.47,20.05,Op-14,20.636000000000003,0.8797897476102055,23.27536924283062,17.996630757169385,False
332,97.87,48.76,21.72,Op-14,20.668,0.9236178863577883,23.438853659073363,17.897146340926636,False
333,98.2,48.19,18.8,Op-14,20.490000000000002,1.202788426947995,24.098365280843986,16.88163471915602,False
334,103.85,48.17,19.92,Op-14,20.158,1.0455237921731102,23.294571376519333,17.02142862348067,False
335,98.13,48.96,21.2,Op-14,20.338,1.1484859598619555,23.783457879585868,16.892542120414134,False
336,95.77,49.43,18.54,Op-14,20.035999999999998,1.4115523369680785,24.270657010904234,15.801342989095762,False
337,99.67,51.38,19.59,Op-14,19.61,1.051855503384402,22.765566510153207,16.454433489846792,False
338,100.85,49.92,18.83,Op-14,19.616,1.0461500848348935,22.75445025450468,16.47754974549532,False
339,98.25,52.58,18.68,Op-14,19.368000000000002,1.1015761435325557,22.67272843059767,16.063271569402335,False
340,100.59,47.63,19.68,Op-14,19.064,0.5321935738056809,20.66058072141704,17.46741927858296,False
341,97.85,47.96,21.6,Op-14,19.676,1.1637138823611477,23.16714164708344,16.184858352916557,False
342,97.76,49.64,19.97,Op-14,19.752,1.1690893892256717,23.259268167677014,16.244731832322984,False
343,99.0,52.93,21.45,Op-14,20.276,1.237671200278996,23.989013600836987,16.562986399163012,False
344,95.38,52.72,19.26,Op-14,20.392,1.0659596615257303,23.58987898457719,17.19412101542281,False
345,103.0,49.71,20.83,Op-14,20.622,0.9956756499985571,23.60902694999567,17.63497305000433,False
346,100.24,47.84,19.61,Op-14,20.223999999999997,0.900155542114832,22.924466626344493,17.5235333736555,False
347,103.85,48.97,19.7,Op-14,20.17,0.9269034469673991,22.950710340902198,17.389289659097805,False
348,99.53,51.06,21.78,Op-14,20.236,1.045050238026884,23.371150714080652,17.10084928591935,False
349,100.73,50.92,18.75,Op-14,20.134,1.1802669189636923,23.674800756891077,16.593199243108923,False
350,94.91,49.01,18.9,Op-14,19.747999999999998,1.2109376532258158,23.380812959677446,16.11518704032255,False
351,101.22,52.38,19.78,Op-14,19.782,1.208478382098764,23.407435146296294,16.156564853703706,False
352,94.31,52.03,21.61,Op-14,20.163999999999998,1.4531792731800313,24.523537819540092,15.804462180459904,False
353,95.58,51.24,19.61,Op-14,19.729999999999997,1.1402412025532338,23.1507236076597,16.309276392340294,False
354,101.33,47.25,20.03,Op-14,19.985999999999997,1.0003149504031439,22.98694485120943,16.985055148790565,False
355,102.63,50.47,21.11,Op-14,20.428,0.8817142394222987,23.073142718266897,17.782857281733104,False
356,98.24,51.31,20.53,Op-14,20.578,0.804313371765037,22.99094011529511,18.16505988470489,False
357,102.02,50.95,20.51,Op-14,20.358,0.5668509504270439,22.05855285128113,18.65744714871887,False
358,97.19,52.38,21.57,Op-14,20.75,0.5971599450733799,22.54147983522014,18.95852016477986,False
359,103.54,50.86,21.15,Op-14,20.974,0.4519734505477534,22.32992035164326,19.61807964835674,False
360,99.95,49.34,21.07,Op-14,20.966,0.44931058300472126,22.313931749014166,19.618068250985836,False
361,99.56,52.01,19.99,Op-14,20.858,0.6147519825100557,22.70225594753017,19.013744052469832,False
362,94.17,49.14,20.49,Op-14,20.854,0.6176406722359242,22.70692201670777,19.001077983292227,False
363,98.47,47.8,18.63,Op-15,20.266,1.0284357053311803,23.35130711599354,17.180692884006458,False
364,98.89,50.86,18.57,Op-15,19.75,1.117407714310243,23.10222314293073,16.39777685706927,False
365,100.91,48.33,21.83,Op-15,19.902,1.3659136136667058,23.99974084100012,15.804259158999884,False
366,100.89,51.61,21.98,Op-15,20.3,1.656894685850624,25.270684057551872,15.32931594244813,False
367,102.8,52.86,21.01,Op-15,20.404,1.6878329301207624,25.467498790362285,15.340501209637713,False
368,96.7,47.42,20.8,Op-15,20.838,1.3659319163120969,24.935795748936293,16.74020425106371,False
369,101.55,50.1,20.08,Op-15,21.139999999999997,0.7806727867679504,23.482018360303847,18.797981639696147,False
370,95.21,47.73,19.48,Op-15,20.669999999999998,0.9503683496413585,23.521105048924074,17.818894951075922,False
371,103.04,52.37,19.67,Op-15,20.208000000000002,0.6762913573305814,22.236874071991746,18.179125928008258,False
372,98.37,49.48,21.91,Op-15,20.387999999999998,0.9900858548631221,23.358257564589366,17.41774243541063,False
373,102.53,47.28,18.71,Op-15,19.97,1.1930423295089077,23.549126988526723,16.390873011473275,False
374,98.44,48.09,21.9,Op-15,20.334000000000003,1.4784890936358095,24.76946728090743,15.898532719092575,False
375,97.86,50.95,19.79,Op-15,20.396,1.4397152496240488,24.715145748872146,16.076854251127855,False
376,97.23,48.1,19.03,Op-15,20.268,1.5449983818761872,24.902995145628562,15.633004854371439,False
377,103.3,50.12,20.59,Op-15,20.004,1.2852159351642187,23.859647805492656,16.148352194507346,False
378,98.63,48.07,21.43,Op-15,20.548,1.1711618163174704,24.06148544895241,17.034514551047586,False
379,103.63,47.38,20.95,Op-15,20.358,0.9538972691018872,23.21969180730566,17.49630819269434,False
380,95.15,49.76,20.61,Op-15,20.522,0.9008440486566128,23.22453214596984,17.819467854030158,False
381,103.92,48.21,20.77,Op-15,20.869999999999997,0.3449637662132659,21.904891298639797,19.8351087013602,False
382,97.79,51.3,19.52,Op-16,20.656,0.7055352578007993,22.772605773402397,18.5393942265976,False
383,97.67,48.38,21.38,Op-16,20.646,0.6920476862182551,22.722143058654765,18.569856941345236,False
384,94.96,48.16,21.59,Op-16,20.774,0.8112521186413267,23.20775635592398,18.340243644076022,False
385,97.31,49.88,20.69,Op-16,20.79,0.8079913365872441,23.21397400976173,18.366025990238267,False
386,94.18,47.52,21.99,Op-16,21.034,0.9686743518851116,23.940023055655335,18.127976944344663,False
387,96.23,50.81,19.72,Op-16,21.074,0.8915884700914662,23.7487654102744,18.3992345897256,False
388,99.35,49.1,19.14,Op-16,20.625999999999998,1.2065363649720795,24.245609094916237,17.00639090508376,False
389,100.28,52.13,20.23,Op-16,20.354,1.0817254734913282,23.599176420473984,17.108823579526014,False
390,100.41,48.01,21.78,Op-16,20.572,1.261296951554248,24.355890854662743,16.788109145337256,False
391,95.57,47.72,20.9,Op-16,20.354,1.0274628947071713,23.436388684121514,17.271611315878484,False
392,95.78,52.0,20.71,Op-16,20.552,0.9684368848820452,23.457310654646136,17.646689345353863,False
393,101.47,50.08,19.22,Op-16,20.568,0.9395051889159749,23.386515566747924,17.74948443325208,False
394,99.27,49.93,19.08,Op-16,20.338,1.158240044205019,23.81272013261506,16.863279867384943,False
395,98.21,51.32,19.69,Op-16,19.919999999999998,0.8415759026968648,22.444727708090593,17.395272291909404,False
396,103.14,50.57,20.48,Op-16,19.836000000000002,0.7333007568522232,22.035902270556672,17.636097729443332,False
397,100.54,52.62,20.48,Op-16,19.79,0.6691786009728964,21.797535802918688,17.78246419708131,False
398,100.99,52.57,20.14,Op-16,19.974,0.5957180541162432,21.76115416234873,18.18684583765127,False
399,97.02,49.76,20.5,Op-16,20.258,0.35131182729883154,21.311935481896494,19.204064518103504,False
400,99.68,48.56,20.37,Op-16,20.394,0.1509304475579556,20.846791342673864,19.941208657326133,False
401,97.82,48.52,20.99,Op-16,20.496,0.3110144691168638,21.42904340735059,19.562956592649407,False
402,94.5,47.27,21.67,Op-16,20.734,0.6086296082183688,22.559888824655108,18.908111175344896,False
403,100.48,47.29,20.19,Op-16,20.744,0.596724391993527,22.53417317598058,18.95382682401942,False
404,101.91,48.95,21.59,Op-16,20.962,0.6787635818162643,22.99829074544879,18.925709254551208,False
405,97.59,49.88,21.29,Op-16,21.146,0.5980635417746553,22.940190625323968,19.351809374676034,False
406,102.08,49.65,21.85,Op-16,21.318,0.6622084264036848,23.304625279211056,19.331374720788947,False
407,98.59,47.47,21.15,Op-17,21.214,0.6333087714535812,23.113926314360743,19.314073685639254,False
408,99.32,48.32,21.39,Op-17,21.454,0.27327641683841986,22.27382925051526,20.634170749484742,False
409,101.72,48.51,21.31,Op-17,21.398000000000003,0.2670580461248939,22.199174138374683,20.596825861625323,False
410,100.46,51.29,18.95,Op-17,20.93,1.1370136322841722,24.341040896852515,17.518959103147484,False
411,99.35,49.99,19.09,Op-17,20.378,1.2436719824777134,24.10901594743314,16.64698405256686,False
412,103.06,52.5,20.34,Op-17,20.216,1.1684519673482718,23.721355902044817,16.710644097955186,False
413,95.1,47.96,21.53,Op-17,20.244,1.2047323354173107,23.85819700625193,16.62980299374807,False
414,96.77,48.25,21.41,Op-17,20.264,1.2274689405439345,23.946406821631804,16.581593178368195,False
415,97.01,47.74,19.53,Op-17,20.380000000000003,1.0921996154549996,23.656598846365,17.103401153635005,False
416,99.03,51.86,21.3,Op-17,20.822000000000003,0.8627108437941681,23.41013253138251,18.233867468617497,False
417,100.96,49.96,21.41,Op-17,21.036,0.8458013951277478,23.573404185383247,18.498595814616756,False
418,96.68,51.03,20.1,Op-17,20.75,0.8781514675726757,23.384454402718028,18.115545597281972,False
419,101.24,48.17,19.97,Op-17,20.462,0.8430124554240256,22.991037366272078,17.93296263372792,False
420,102.68,51.46,18.66,Op-17,20.288,1.1258197013732019,23.665459104119606,16.910540895880395,False
421,97.56,52.62,21.96,Op-17,20.419999999999998,1.2994421880176297,24.31832656405289,16.521673435947108,False
422,96.82,49.89,21.86,Op-17,20.509999999999998,1.3970683591006003,24.7012050773018,16.318794922698196,False
423,101.04,48.38,21.4,Op-17,20.77,1.4224275025462787,25.037282507638835,16.502717492361164,False
424,103.53,52.57,21.81,Op-17,21.137999999999998,1.4015776824707376,25.34273304741221,16.933266952587786,False
425,94.32,51.79,19.57,Op-17,21.32,1.0012741882222091,24.323822564666628,18.316177435333373,False
426,96.49,47.98,21.76,Op-17,21.28,0.9729080120957189,24.198724036287157,18.361275963712846,False
427,95.2,48.32,21.47,Op-17,21.201999999999998,0.929446071593206,23.990338214779616,18.41366178522038,False
428,101.29,51.52,19.02,Op-17,20.726,1.327075732578981,24.70722719773694,16.744772802263057,False
429,94.02,47.94,19.87,Op-17,20.338,1.209284912665347,23.965854737996043,16.71014526200396,False
430,96.84,50.75,21.89,Op-18,20.802,1.2837328382494695,24.653198514748407,16.950801485251592,False
431,96.02,50.02,20.36,Op-18,20.522000000000002,1.1702008374633976,24.032602512390195,17.01139748760981,False
432,97.54,48.75,21.84,Op-18,20.596,1.2538460830580598,24.35753824917418,16.83446175082582,False
433,94.52,49.67,18.74,Op-18,20.54,1.3447862283649543,24.57435868509486,16.505641314905137,False
434,98.55,47.74,20.47,Op-18,20.659999999999997,1.2959359552076797,24.547807865623035,16.772192134376958,False
435,100.97,48.89,21.39,Op-18,20.560000000000002,1.1924554499016053,24.13736634970482,16.982633650295185,False
436,94.43,50.34,18.54,Op-18,20.195999999999998,1.5054667050453276,24.71240011513598,15.679599884864015,False
437,95.24,49.29,21.59,Op-18,20.146,1.4399409710123658,24.465822913037098,15.826177086962904,False
438,103.15,48.27,21.64,Op-18,20.726000000000003,1.31024043595061,24.656721307851832,16.795278692148173,False
439,97.48,49.7,20.48,Op-18,20.727999999999998,1.3097595199119738,24.65727855973592,16.798721440264075,False
440,95.54,47.26,20.77,Op-18,20.604000000000003,1.2598134782578103,24.383440434773433,16.824559565226572,False
441,95.53,49.88,21.85,Op-18,21.266,0.6020215942971227,23.072064782891367,19.45993521710863,False
442,95.1,50.13,20.79,Op-18,21.106,0.6006912684566403,22.908073805369924,19.30392619463008,False
443,97.04,52.02,20.61,Op-18,20.9,0.5458937625582881,22.537681287674864,19.262318712325133,False
444,98.09,51.36,21.55,Op-18,21.114,0.5497999636231773,22.763399890869533,19.46460010913047,False
445,99.59,52.98,18.51,Op-18,20.662,1.3086328744151434,24.58789862324543,16.73610137675457,False
446,98.96,47.19,20.6,Op-18,20.412,1.132483995471917,23.809451986415752,17.014548013584246,False
447,94.86,50.35,20.83,Op-18,20.419999999999998,1.1359577456930505,23.82787323707915,17.012126762920847,False
448,95.9,51.13,20.46,Op-18,20.39,1.1316580755687808,23.784974226706343,16.99502577329366,False
449,97.31,49.79,19.12,Op-18,19.904000000000003,1.025782628045548,22.981347884136646,16.82665211586336,False
450,96.82,48.61,18.86,Op-18,19.974,0.9125678056999564,22.71170341709987,17.23629658290013,False
451,98.86,47.13,20.48,Op-18,19.95,0.8933644273195754,22.630093281958725,17.269906718041273,False
452,101.53,47.28,19.49,Op-18,19.682,0.7534056012534232,21.942216803760267,17.42178319623973,False
453,95.56,48.95,18.67,Op-18,19.324,0.7156325872960435,21.470897761888132,17.17710223811187,False
454,97.96,49.39,20.06,Op-18,19.511999999999997,0.7700454532039198,21.822136359611758,17.201863640388236,False
455,101.82,48.38,21.31,Op-18,20.002,0.9973815719172034,22.99414471575161,17.00985528424839,False
456,101.79,52.42,21.9,Op-18,20.286,1.3181160798655138,24.240348239596543,16.33165176040346,False
457,100.34,49.95,20.18,Op-18,20.424,1.2482107193899707,24.168632158169913,16.679367841830086,False
458,102.77,51.9,19.97,Op-18,20.683999999999997,0.8694423500152432,23.292327050045728,18.075672949954267,False
459,94.37,52.11,22.0,Op-19,21.072,0.9504577844386476,23.92337335331594,18.220626646684057,False
460,101.34,51.17,18.68,Op-19,20.546,1.404912808682458,24.760738426047375,16.331261573952624,False
461,96.54,51.81,20.01,Op-19,20.168,1.186874045549923,23.72862213664977,16.60737786335023,False
462,97.52,48.34,20.82,Op-19,20.296,1.2224688135081554,23.963406440524466,16.628593559475533,False
463,94.5,47.65,20.28,Op-19,20.358,1.2095949735345446,23.986784920603633,16.72921507939637,False
464,97.5,48.76,21.02,Op-19,20.162,0.9222906266465256,22.928871879939575,17.395128120060424,False
465,94.47,49.0,19.49,Op-19,20.323999999999998,0.6177620901285843,22.17728627038575,18.470713729614246,False
466,100.56,51.73,20.92,Op-19,20.506,0.6359087984923892,22.41372639547717,18.59827360452283,False
467,95.07,50.03,19.25,Op-19,20.192,0.8067651455039686,22.612295436511907,17.771704563488093,False
468,97.07,50.99,18.99,Op-19,19.933999999999997,0.9627720394776976,22.82231611843309,17.045683881566905,False
469,96.78,47.26,20.36,Op-19,19.802,0.8097345243967606,22.23120357319028,17.372796426809717,False
470,94.99,51.47,21.04,Op-19,20.112000000000002,0.9457113724599283,22.949134117379785,17.27486588262022,False
471,98.26,49.65,21.23,Op-19,20.174,1.0192301015963172,23.231690304788952,17.116309695211047,False
472,97.88,51.02,21.97,Op-19,20.718,1.1233298714091176,24.087989614227354,17.348010385772646,False
473,101.61,52.76,18.9,Op-19,20.699999999999996,1.1581234821900577,24.17437044657017,17.225629553429822,False
474,98.04,51.18,20.22,Op-19,20.671999999999997,1.1700299141475081,24.18208974244252,17.161910257557473,False
475,100.28,48.93,21.43,Op-19,20.75,1.212909724587953,24.38872917376386,17.11127082623614,False
476,102.52,52.15,18.6,Op-19,20.223999999999997,1.4910834986680097,24.697250496004024,15.750749503995968,False
477,96.37,52.25,19.7,Op-19,19.77,1.1279184367675004,23.1537553103025,16.3862446896975,False
478,98.19,51.7,20.26,Op-19,20.042,1.0249487792080327,23.1168463376241,16.967153662375903,False
479,94.51,49.64,18.72,Op-19,19.742,1.1691963051601046,23.249588915480317,16.234411084519685,False
480,102.67,47.83,21.38,Op-20,19.732,1.1512254340484487,23.185676302145346,16.278323697854653,False
481,101.4,49.13,20.47,Op-20,20.106,0.982995422166367,23.054986266499103,17.1570137335009,False
482,97.56,51.89,19.11,Op-20,19.988,1.0750209300288234,23.213062790086468,16.76293720991353,False
483,99.28,47.98,19.67,Op-20,19.869999999999997,1.0700700911622743,23.08021027348682,16.659789726513175,False
484,97.59,49.8,19.02,Op-20,19.93,0.9952637841296326,22.915791352388897,16.944208647611102,False
485,102.93,48.29,18.98,Op-20,19.45,0.6344682813191256,21.353404843957374,17.546595156042624,False
486,100.91,49.47,20.08,Op-20,19.372,0.48380781308288745,20.823423439248664,17.920576560751336,False
487,101.55,49.28,19.83,Op-20,19.516,0.49338625842238826,20.996158775267162,18.035841224732835,False
488,101.13,49.18,19.74,Op-20,19.529999999999998,0.4997999599840352,21.029399879952102,18.030600120047893,False
489,97.11,49.36,19.48,Op-20,19.622,0.4181148167669282,20.876344450300785,18.367655549699215,False
490,96.11,52.46,21.38,Op-20,20.101999999999997,0.7459356540614185,22.33980696218425,17.864193037815742,False
491,103.2,50.98,20.78,Op-20,20.241999999999997,0.8041890325041962,22.654567097512587,17.829432902487408,False
492,100.44,52.45,19.72,Op-20,20.22,0.8196340646898684,22.678902194069604,17.761097805930394,False
493,102.96,51.57,20.51,Op-20,20.374000000000002,0.778190208111123,22.708570624333372,18.039429375666632,False
494,99.14,51.04,21.36,Op-20,20.75,0.6870953354520952,22.811286006356287,18.688713993643713,False
495,98.34,49.03,19.3,Op-20,20.334,0.8259418865755837,22.81182565972675,17.85617434027325,False
496,101.24,49.03,20.96,Op-20,20.37,0.8536978388165417,22.931093516449625,17.808906483550377,False
497,98.37,52.12,19.68,Op-20,20.362000000000002,0.86146387039738,22.94639161119214,17.777608388807863,False
498,96.49,48.78,19.19,Op-20,20.098000000000003,0.9964537119204468,23.08736113576134,17.108638864238664,False
499,94.16,48.39,21.6,Op-20,20.146,1.0751185981090823,23.371355794327247,16.920644205672755,False
500,102.35,51.24,21.47,Op-20,20.580000000000002,1.0861629711972478,23.838488913591746,17.321511086408258,False
