id,case_id,party_number,victim_role,victim_sex,victim_age,victim_degree_of_injury,victim_seating_position,victim_safety_equipment_1,victim_safety_equipment_2,victim_ejected
297,3987713,1,passenger,female,1,no injury,passenger seat 2,not required,child restraint in vehicle used,not ejected
298,3987721,2,passenger,female,42,no injury,other occupants,not required,none in vehicle,not ejected
299,3987721,2,passenger,male,31,no injury,other occupants,not required,none in vehicle,not ejected
300,3987721,2,passenger,female,18,no injury,other occupants,not required,none in vehicle,not ejected
301,3987725,1,passenger,female,30,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
302,3987733,1,driver,male,54,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
303,3987733,1,passenger,female,70,complaint of pain,rear occupant of truck or van,not required,lap belt used,not ejected
304,3987733,1,passenger,male,71,complaint of pain,station wagon rear,not required,lap/shoulder harness used,not ejected
305,3987733,2,driver,male,21,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
306,3987737,2,driver,female,34,complaint of pain,driver,lap/shoulder harness used,,not ejected
307,3987741,1,passenger,female,55,no injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
308,3987741,3,pedestrian,male,25,other visible injury,position unknown,,,unknown
309,3987741,4,driver,female,47,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
310,3987757,2,driver,female,23,complaint of pain,driver,air bag not deployed,,not ejected
311,3987802,2,passenger,female,35,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
312,3987802,2,passenger,male,8,no injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
313,3987802,3,passenger,female,66,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
314,3987806,3,passenger,male,20,no injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
315,3987917,1,passenger,female,33,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
316,3987917,1,passenger,male,14,no injury,station wagon rear,air bag not deployed,lap/shoulder harness used,not ejected
317,3987917,1,passenger,female,8,no injury,station wagon rear,air bag not deployed,lap belt used,not ejected
318,3987917,1,passenger,male,6,no injury,station wagon rear,air bag not deployed,child restraint in vehicle used,not ejected
319,3988069,2,passenger,male,10,other visible injury,passenger seat 4,other,lap/shoulder harness used,not ejected
320,3988069,2,driver,male,17,other visible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
321,3988069,2,passenger,male,15,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
322,3988069,2,passenger,female,15,complaint of pain,passenger seat 6,other,lap/shoulder harness used,not ejected
323,3988077,2,pedestrian,male,48,other visible injury,position unknown,,,unknown
324,3989688,1,passenger,male,37,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
325,3989712,2,driver,female,78,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
326,3989809,2,pedestrian,,48,other visible injury,position unknown,,,unknown
327,3989813,1,passenger,male,39,no injury,station wagon rear,not required,,not ejected
328,3989813,1,passenger,female,39,no injury,station wagon rear,not required,,not ejected
329,3989813,1,driver,male,57,other visible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
330,3989817,2,driver,male,54,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
331,3990161,1,passenger,female,17,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
332,3990183,2,passenger,female,60,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
333,3990195,1,driver,male,53,complaint of pain,other occupants,air bag not deployed,not required,not ejected
334,3990207,1,passenger,male,57,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
335,3990243,1,passenger,male,19,no injury,passenger seat 6,not required,lap/shoulder harness used,not ejected
336,3990243,1,passenger,female,30,no injury,passenger seat 4,not required,lap/shoulder harness used,not ejected
337,3990243,1,passenger,male,38,no injury,passenger seat 3,not required,lap/shoulder harness used,not ejected
338,3990243,2,passenger,female,19,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
339,3990251,1,passenger,male,47,no injury,passenger seat 3,lap/shoulder harness used,,not ejected
340,3990261,2,passenger,male,33,no injury,position unknown,,,unknown
341,3990261,2,passenger,male,,no injury,position unknown,,,unknown
342,3990265,2,passenger,male,17,no injury,passenger seat 3,not required,lap/shoulder harness used,not ejected
343,3990267,2,passenger,male,25,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
344,3990273,1,driver,female,75,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
345,3990275,1,driver,male,28,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
346,3990275,2,driver,male,28,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
347,3990275,2,passenger,female,25,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
348,3990275,2,passenger,female,17,complaint of pain,passenger seat 6,not required,lap/shoulder harness used,not ejected
349,3990293,1,passenger,male,42,other visible injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
350,3990293,2,driver,female,52,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
351,3990305,2,passenger,female,4,no injury,passenger seat 4,not required,child restraint in vehicle used,not ejected
352,3990483,1,passenger,male,28,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
353,3990483,2,passenger,male,17,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
354,3990503,3,passenger,,49,complaint of pain,passenger seat 6,air bag not deployed,none in vehicle,not ejected
355,3990507,2,passenger,male,47,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
356,3990507,2,passenger,male,1,no injury,passenger seat 4,air bag not deployed,child restraint in vehicle used,not ejected
357,3990507,2,passenger,male,1,no injury,passenger seat 6,air bag not deployed,child restraint in vehicle used,not ejected
358,3990507,2,passenger,male,3,no injury,passenger seat 5,air bag not deployed,child restraint in vehicle used,not ejected
359,3990531,2,driver,female,26,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
360,3990535,2,passenger,male,56,no injury,driver,lap/shoulder harness not used,,not ejected
361,3990539,1,passenger,female,55,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
362,3990556,1,driver,female,58,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
363,3990556,2,passenger,male,28,no injury,passenger seat 3,not required,lap/shoulder harness used,not ejected
364,3990597,1,passenger,male,42,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
365,3990597,2,passenger,male,18,complaint of pain,passenger seat 3,not required,lap/shoulder harness used,not ejected
366,3990597,2,driver,male,23,complaint of pain,driver,not required,lap/shoulder harness used,not ejected
367,3990637,2,passenger,female,22,no injury,position unknown,none in vehicle,,not ejected
368,3990637,2,passenger,female,35,no injury,position unknown,none in vehicle,,not ejected
369,3990644,2,driver,male,53,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
370,3990644,2,passenger,female,50,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
371,3990646,1,driver,female,43,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
372,3990646,2,driver,female,36,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
373,3990646,2,passenger,female,0,other visible injury,passenger seat 6,air bag deployed,child restraint in vehicle used,not ejected
374,3990646,3,passenger,male,39,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
375,3990649,2,driver,male,51,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
376,3990653,2,driver,male,38,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
377,3990654,1,passenger,male,25,no injury,position unknown,none in vehicle,,not ejected
378,3990654,1,passenger,female,2,no injury,position unknown,none in vehicle,,not ejected
379,3990654,1,passenger,female,26,no injury,position unknown,none in vehicle,,not ejected
380,3990654,1,passenger,female,48,no injury,position unknown,none in vehicle,,not ejected
381,3990654,1,passenger,female,61,no injury,position unknown,none in vehicle,,not ejected
382,3990654,1,passenger,male,13,no injury,position unknown,none in vehicle,,not ejected
383,3990654,1,passenger,female,47,no injury,position unknown,none in vehicle,,not ejected
384,3990654,1,passenger,male,40,no injury,position unknown,none in vehicle,,not ejected
385,3990654,1,passenger,male,13,no injury,position unknown,none in vehicle,,not ejected
386,3990654,1,passenger,male,21,no injury,position unknown,none in vehicle,,not ejected
387,3990654,2,passenger,male,15,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
388,3990654,2,passenger,female,18,no injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
389,3990656,1,passenger,female,55,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
390,3990656,1,passenger,female,25,no injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
391,3990656,1,passenger,male,18,no injury,passenger seat 4,air bag not deployed,lap/shoulder harness used,not ejected
392,3990656,2,passenger,male,27,no injury,passenger seat 2,air bag not deployed,lap/shoulder harness used,not ejected
393,3990657,1,driver,male,67,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
394,3990657,1,passenger,female,61,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
395,3990659,1,driver,female,20,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
396,3990660,2,passenger,male,37,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
397,3990668,1,driver,male,49,complaint of pain,driver,not required,lap/shoulder harness used,not ejected
398,3990669,1,passenger,male,23,severe injury,passenger seat 3,none in vehicle,lap/shoulder harness used,not ejected
399,3990671,2,driver,male,58,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
400,3990671,2,passenger,female,57,no injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
401,3990673,1,driver,female,20,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
402,3990683,1,passenger,,49,no injury,passenger seat 3,not required,lap/shoulder harness used,not ejected
403,3990683,2,passenger,female,29,no injury,passenger seat 3,not required,lap/shoulder harness used,not ejected
404,3990689,1,passenger,male,3,no injury,passenger seat 3,not required,child restraint in vehicle used,not ejected
405,3990689,1,passenger,male,6,no injury,passenger seat 6,not required,lap/shoulder harness used,not ejected
406,3990689,1,passenger,male,13,no injury,station wagon rear,not required,lap/shoulder harness used,not ejected
407,3990703,1,driver,female,69,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
408,3990703,1,passenger,male,81,complaint of pain,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
409,3990703,2,driver,male,36,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
410,3990704,1,passenger,male,1,no injury,passenger seat 5,not required,child restraint in vehicle used,not ejected
411,3990704,1,passenger,male,4,no injury,passenger seat 6,not required,child restraint in vehicle used,not ejected
412,3990704,2,passenger,female,62,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
413,3990704,2,passenger,male,45,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
414,3990705,1,driver,female,49,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
415,3990705,1,passenger,male,42,complaint of pain,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
416,3990706,1,passenger,female,53,complaint of pain,passenger seat 6,not required,none in vehicle,not ejected
417,3990707,2,driver,female,26,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
418,3990707,2,passenger,male,33,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
419,3990714,1,driver,female,32,complaint of pain,driver,air bag not deployed,unknown,not ejected
420,3990719,1,driver,male,46,other visible injury,driver,air bag not deployed,none in vehicle,not ejected
421,3993844,5,driver,male,36,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
422,3993844,6,driver,male,49,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
423,3993860,1,passenger,male,31,complaint of pain,other occupants,not required,,not ejected
424,3993860,1,passenger,male,46,no injury,other occupants,not required,,unknown
425,3993860,1,passenger,male,35,no injury,other occupants,not required,,not ejected
426,3993887,1,passenger,male,34,no injury,passenger seat 3,lap/shoulder harness used,,not ejected
427,3993891,2,passenger,female,23,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,unknown
428,3993896,1,driver,female,23,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
429,3993900,1,driver,female,51,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
430,3993904,2,driver,female,36,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
431,3993908,3,pedestrian,male,22,severe injury,position unknown,not required,,not ejected
432,3995203,2,passenger,male,57,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
433,3995203,2,passenger,female,23,no injury,passenger seat 4,not required,lap/shoulder harness used,not ejected
434,3995203,2,passenger,female,58,no injury,passenger seat 6,not required,lap/shoulder harness used,not ejected
435,3995210,2,passenger,female,32,no injury,passenger seat 3,lap/shoulder harness used,air bag not deployed,not ejected
436,3995210,2,passenger,female,6,no injury,passenger seat 4,none in vehicle,lap/shoulder harness used,not ejected
437,3995210,2,passenger,male,13,no injury,passenger seat 6,none in vehicle,lap/shoulder harness used,not ejected
438,3995218,1,driver,female,69,complaint of pain,driver,child restraint in vehicle used,lap/shoulder harness used,not ejected
439,3995218,2,driver,female,49,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
440,3995219,1,passenger,male,25,no injury,passenger seat 3,none in vehicle,lap/shoulder harness used,not ejected
441,3995222,1,passenger,female,12,complaint of pain,position unknown,none in vehicle,not required,not ejected
442,3995226,2,passenger,male,26,no injury,passenger seat 2,air bag not deployed,lap/shoulder harness used,not ejected
443,3995226,2,passenger,male,45,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
444,3995227,1,driver,male,45,complaint of pain,driver,not required,lap/shoulder harness used,not ejected
445,3995230,1,passenger,male,,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
446,3995235,2,passenger,male,25,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
447,3995238,1,driver,male,23,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
448,3995238,1,passenger,male,24,other visible injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
449,3995242,1,driver,female,64,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
450,3995254,1,passenger,female,22,no injury,passenger seat 3,lap/shoulder harness used,,not ejected
451,3995254,2,driver,female,20,complaint of pain,driver,lap/shoulder harness used,,not ejected
452,3995254,2,passenger,female,23,complaint of pain,passenger seat 3,lap/shoulder harness used,,not ejected
453,3995257,1,driver,male,36,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
454,3995257,2,passenger,male,50,severe injury,passenger seat 6,not required,lap/shoulder harness not used,not ejected
455,3995257,2,driver,male,58,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
456,3995925,2,passenger,female,15,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
457,3995941,2,passenger,female,61,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
458,3995949,1,driver,male,24,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
459,3995949,1,passenger,female,20,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
460,3995961,2,driver,male,50,complaint of pain,driver,not required,lap/shoulder harness used,not ejected
461,3995965,1,driver,male,18,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
462,3995965,1,passenger,female,13,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
463,3995965,2,driver,male,51,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
464,3995973,1,passenger,female,18,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
465,3996570,2,driver,female,38,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
466,3996582,1,driver,male,20,other visible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
467,3996582,1,passenger,male,20,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
468,3996582,2,passenger,female,,no injury,passenger seat 2,air bag not deployed,none in vehicle,not ejected
469,3996582,2,passenger,male,,no injury,passenger seat 6,air bag not deployed,none in vehicle,not ejected
470,3996582,2,passenger,,,no injury,passenger seat 3,air bag not deployed,none in vehicle,not ejected
471,3996582,2,passenger,female,,no injury,position unknown,air bag not deployed,none in vehicle,not ejected
472,3996582,2,passenger,male,,no injury,position unknown,air bag not deployed,none in vehicle,not ejected
473,3996586,2,passenger,male,23,no injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
474,3996590,1,driver,female,32,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
475,3996590,1,passenger,female,32,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
476,3996610,1,driver,male,23,other visible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
477,3996610,3,driver,female,53,other visible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
478,3996614,2,passenger,female,59,complaint of pain,other occupants,none in vehicle,,not ejected
479,3996614,2,driver,male,49,complaint of pain,driver,air bag not deployed,lap belt used,not ejected
480,3996626,1,driver,male,31,other visible injury,driver,not required,other,partially ejected
481,3996626,2,passenger,male,21,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
482,4000502,2,driver,female,24,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
483,4000504,1,pedestrian,male,18,other visible injury,other occupants,not required,,not ejected
484,4000507,2,driver,male,23,other visible injury,driver,not required,lap/shoulder harness used,not ejected
485,4000509,2,passenger,male,10,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
486,4000509,2,passenger,male,8,no injury,passenger seat 6,not required,lap/shoulder harness used,not ejected
487,4000510,2,passenger,female,9,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
488,4000510,2,passenger,female,3,no injury,passenger seat 4,not required,other,not ejected
489,4000510,2,driver,female,58,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
490,4000511,1,driver,male,25,complaint of pain,driver,air bag deployed,unknown,not ejected
491,4000511,2,driver,male,59,complaint of pain,driver,unknown,,not ejected
492,4000515,1,passenger,female,50,no injury,passenger seat 4,not required,none in vehicle,not ejected
493,4000515,1,passenger,male,33,no injury,passenger seat 6,not required,none in vehicle,not ejected
494,4000515,2,passenger,male,4,no injury,passenger seat 4,air bag not deployed,child restraint in vehicle used,not ejected
495,4000517,2,driver,male,35,other visible injury,driver,air bag not deployed,lap belt used,not ejected
496,4000517,2,passenger,female,40,no injury,passenger seat 3,air bag not deployed,lap belt used,not ejected
497,4000518,1,passenger,female,61,no injury,passenger seat 3,not required,lap/shoulder harness used,not ejected
498,4000519,1,passenger,male,52,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
499,4000520,1,driver,male,45,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
500,4000520,2,passenger,male,53,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
501,4000520,2,passenger,male,73,no injury,rear occupant of truck or van,not required,passive restraint not used,not ejected
502,4000520,2,passenger,male,57,no injury,rear occupant of truck or van,not required,passive restraint not used,not ejected
503,4000524,1,passenger,male,33,no injury,passenger seat 2,air bag not deployed,lap belt used,not ejected
504,4000524,1,passenger,male,,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
505,4000524,2,passenger,female,14,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
506,4000524,2,passenger,female,12,no injury,passenger seat 4,not required,lap/shoulder harness used,not ejected
507,4000524,2,passenger,female,12,no injury,passenger seat 6,not required,lap/shoulder harness used,not ejected
508,4000530,2,passenger,male,2,no injury,passenger seat 5,air bag not deployed,child restraint in vehicle used,not ejected
509,4000535,2,passenger,female,34,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
510,4000535,2,passenger,male,7,no injury,passenger seat 4,air bag not deployed,lap/shoulder harness used,not ejected
511,4000535,2,passenger,male,9,no injury,passenger seat 6,not required,lap/shoulder harness used,not ejected
512,4000535,3,driver,male,57,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
513,4000544,2,passenger,female,46,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
514,4000545,1,passenger,female,16,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
515,4000545,1,passenger,female,15,no injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
516,4000546,1,passenger,male,6,no injury,passenger seat 2,air bag not deployed,lap/shoulder harness used,not ejected
517,4000546,1,passenger,male,28,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
518,4000547,1,passenger,male,50,no injury,rear occupant of truck or van,not required,,not ejected
519,4000668,1,driver,male,37,other visible injury,driver,not required,lap/shoulder harness used,not ejected
520,4000671,2,driver,female,22,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
521,4000679,1,passenger,female,9,complaint of pain,rear occupant of truck or van,not required,lap belt used,not ejected
522,4000679,1,passenger,male,10,no injury,rear occupant of truck or van,not required,lap belt used,not ejected
523,4000679,1,passenger,male,15,no injury,position unknown,not required,lap belt used,not ejected
524,4000679,1,passenger,female,8,no injury,passenger seat 4,not required,lap belt used,not ejected
525,4000679,2,passenger,female,30,no injury,passenger seat 5,not required,lap/shoulder harness used,not ejected
526,4000679,2,passenger,male,0,no injury,passenger seat 3,not required,child restraint in vehicle used,not ejected
527,4000679,3,passenger,female,49,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
528,4000679,3,passenger,female,5,no injury,station wagon rear,not required,lap/shoulder harness used,not ejected
529,4000680,2,passenger,male,58,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
530,4000680,2,passenger,male,17,no injury,passenger seat 4,air bag not deployed,lap/shoulder harness used,not ejected
531,4000680,2,passenger,male,23,no injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
532,4000683,1,passenger,female,58,complaint of pain,position unknown,not required,none in vehicle,not ejected
533,4000683,1,passenger,male,46,complaint of pain,position unknown,not required,none in vehicle,not ejected
534,4000683,1,passenger,male,53,no injury,position unknown,not required,none in vehicle,not ejected
535,4000683,2,passenger,female,4,no injury,passenger seat 6,air bag not deployed,child restraint in vehicle used,not ejected
536,4000683,2,passenger,female,25,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
537,4000684,1,passenger,male,41,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
538,4000687,2,passenger,male,45,no injury,driver,not required,lap belt used,not ejected
539,4000688,1,passenger,male,26,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
540,4000691,2,passenger,female,49,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
541,4000692,1,passenger,female,64,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
542,4000692,1,passenger,male,64,no injury,passenger seat 6,not required,lap/shoulder harness used,not ejected
543,4000692,2,passenger,male,34,no injury,passenger seat 3,not required,lap/shoulder harness used,not ejected
544,4000695,2,passenger,female,48,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
545,4000699,1,passenger,male,37,no injury,passenger seat 3,not required,lap/shoulder harness used,not ejected
546,4000703,1,passenger,female,38,severe injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
547,4000703,1,driver,male,24,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
548,4000704,1,driver,female,47,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
549,4000711,2,passenger,female,40,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
550,4000715,1,driver,male,51,other visible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
551,4000722,1,driver,female,25,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
552,4000730,1,passenger,female,14,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
553,4000730,2,passenger,female,17,no injury,other occupants,not required,unknown,not ejected
554,4000730,2,passenger,male,15,no injury,other occupants,not required,unknown,not ejected
555,4000730,2,passenger,female,16,no injury,other occupants,not required,unknown,not ejected
556,4000730,2,passenger,male,17,no injury,other occupants,not required,unknown,not ejected
557,4000730,2,passenger,female,15,no injury,other occupants,not required,unknown,not ejected
558,4000734,1,driver,female,29,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
559,4000734,1,passenger,female,14,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
560,4000734,1,passenger,male,16,no injury,passenger seat 4,air bag not deployed,lap/shoulder harness used,not ejected
561,4000734,1,passenger,female,4,no injury,passenger seat 5,air bag not deployed,lap belt used,not ejected
562,4000734,1,passenger,male,14,no injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
563,4000738,1,passenger,male,21,no injury,passenger seat 3,not required,lap/shoulder harness used,not ejected
564,4000742,1,driver,male,45,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
565,4000742,1,passenger,female,5,other visible injury,passenger seat 6,not required,child restraint in vehicle used,not ejected
566,4000758,2,passenger,male,82,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
567,4000766,2,passenger,female,17,no injury,passenger seat 6,not required,lap/shoulder harness used,not ejected
568,4000766,2,passenger,female,,no injury,passenger seat 5,not required,child restraint in vehicle used,not ejected
569,4000789,1,passenger,female,6,no injury,passenger seat 6,not required,lap/shoulder harness used,not ejected
570,4000789,1,passenger,male,9,no injury,passenger seat 4,not required,lap/shoulder harness used,not ejected
571,4000789,1,passenger,male,52,complaint of pain,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
572,4000789,1,driver,female,49,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
573,4000793,2,passenger,male,22,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
574,4000794,1,driver,male,54,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
575,4001511,2,passenger,male,36,no injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
576,4001512,1,passenger,male,9,other visible injury,passenger seat 6,not required,,not ejected
577,4001516,1,passenger,female,49,no injury,position unknown,not required,,not ejected
578,4001520,1,passenger,female,15,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
579,4001761,1,passenger,male,43,no injury,passenger seat 3,not required,lap/shoulder harness used,not ejected
580,4001764,1,driver,female,17,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
581,4001765,1,driver,male,90,other visible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
582,4001765,2,passenger,male,36,no injury,station wagon rear,not required,,not ejected
583,4001768,1,passenger,male,27,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
584,4001773,1,passenger,male,19,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
585,4001773,2,passenger,male,59,no injury,position unknown,not required,,not ejected
586,4001773,2,passenger,female,19,no injury,position unknown,not required,,not ejected
587,4001773,2,passenger,female,43,no injury,position unknown,not required,,not ejected
588,4001773,2,passenger,female,9,no injury,position unknown,not required,,not ejected
589,4001773,2,passenger,female,12,no injury,position unknown,not required,,not ejected
590,4001773,2,passenger,male,12,no injury,position unknown,not required,,not ejected
591,4001773,2,passenger,male,20,no injury,position unknown,not required,,not ejected
592,4001773,2,passenger,female,18,no injury,position unknown,not required,,not ejected
