case_id,jurisdiction,officer_id,reporting_district,chp_shift,population,county_city_location,county_location,special_condition,beat_type,chp_beat_type,city_division_lapd,chp_beat_class,beat_number,primary_road,secondary_road,distance,direction,intersection,weather_1,weather_2,state_highway_indicator,caltrans_county,caltrans_district,state_route,route_suffix,postmile_prefix,postmile,location_type,ramp_intersection,side_of_highway,tow_away,collision_severity,killed_victims,injured_victims,party_count,primary_collision_factor,pcf_violation_code,pcf_violation_category,pcf_violation,pcf_violation_subsection,hit_and_run,type_of_collision,motor_vehicle_involved_with,pedestrian_action,road_surface,road_condition_1,road_condition_2,lighting,control_device,chp_road_type,pedestrian_collision,bicycle_collision,motorcycle_collision,truck_collision,not_private_property,alcohol_involved,statewide_vehicle_type_at_fault,chp_vehicle_type_at_fault,severe_injury_count,other_visible_injury_count,complaint_of_pain_injury_count,pedestrian_killed_count,pedestrian_injured_count,bicyclist_killed_count,bicyclist_injured_count,motorcyclist_killed_count,motorcyclist_injured_count,primary_ramp,secondary_ramp,latitude,longitude,collision_date,collision_time,process_date
3987636,9151,15349,,1400 thru 2159,unincorporated,1700,lake,0,chp state highway,state route,,chp other,018,RT 29,LAKE DR,0.0,,1,clear,,1,lake,1,29,,,5.37,intersection,intersection,southbound,1,property damage only,0,0,2,vehicle code violation,,automobile right of way,21802,A,not hit and run,broadside,other motor vehicle,no pedestrian involved,dry,normal,,dark with street lights,functioning,1,0,0,0,0,1,,passenger car,sport utility vehicle,0,0,0,0,0,0,0,0,0,,,38.47685,-122.6193,2009-01-06,18:20:00,2009-10-07
3987640,4803,1326,,not chp,50000 to 100000,4803,solano,0,not chp,not chp,,not chp,,RED TOP RD,RT 80,75.0,west,0,clear,,1,solano,4,80,,R,11.186,ramp,"ramp entry, first 50 feet",westbound,1,property damage only,0,0,2,vehicle code violation,,automobile right of way,21800,A,not hit and run,broadside,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,,westbound on-ramp,,,2009-01-02,14:32:00,2009-10-08
3987644,9590,19201,,0600 thru 1359,>250000,1942,los angeles,0,chp state highway,interstate,,chp other,081,RT 5,WHITTIER BL,100.0,north,0,clear,,1,los angeles,7,5,,,17.09,highway,,southbound,0,property damage only,0,0,2,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,1,1,,truck or truck tractor,two axle truck,0,0,0,0,0,0,0,0,0,,,,,2009-01-06,13:45:00,2009-10-07
3987648,9590,16558,,1400 thru 2159,>250000,1942,los angeles,0,chp state highway,interstate,,chp other,040,RT 5,EUCLID AV,20.0,north,0,clear,,1,los angeles,7,5,,,15.96,ramp,mid-ramp,northbound,0,property damage only,0,0,2,vehicle code violation,,unsafe lane change,21658,A,misdemeanor,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,dark with street lights,none,1,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,0,0,0,0,0,0,0,0,0,TO,,34.08258,-118.22473,2009-01-06,19:00:00,2010-02-02
3987656,9590,19201,,0600 thru 1359,>250000,1942,los angeles,0,chp state highway,interstate,,chp other,083,RT 5,NEWELL ST,285.0,north,0,clear,,1,los angeles,7,5,,,22.33,highway,,southbound,1,property damage only,0,0,3,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,1,1,,truck or truck tractor with trailer,three or more axle truck,0,0,0,0,0,0,0,0,0,,,,,2009-01-06,07:48:00,2009-10-05
3987660,9590,14339,,1400 thru 2159,>250000,1942,los angeles,0,chp state highway,interstate,,chp other,053,RT 110,JEFFERSON BL,145.0,south,0,clear,,1,los angeles,7,110,,,20.18,highway,,southbound,0,pain,0,1,2,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,0,1,,passenger car,"passenger car, station",0,0,1,0,0,0,0,0,0,,,34.02048,-118.27876,2009-01-05,16:10:00,2010-01-20
3987664,9590,18323,,1400 thru 2159,>250000,1942,los angeles,0,chp state highway,us highway,,chp other,073,RT 101,LANKERSHIM BL,85.0,south,0,clear,,1,los angeles,7,101,,,10.34,highway,,southbound,1,property damage only,0,0,2,vehicle code violation,,unsafe lane change,21658,A,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,dark with street lights,none,1,0,0,0,1,1,,passenger car,"passenger car, station",0,0,0,0,0,0,0,0,0,,,,,2009-01-07,20:35:00,2009-10-27
3987668,9590,19092,,0600 thru 1359,>250000,1942,los angeles,0,chp state highway,interstate,,chp other,085,RT 5,FLETCHER DR,1000.0,north,0,clear,,1,los angeles,7,5,,,23.18,highway,,southbound,1,property damage only,0,0,2,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,1,1,,truck or truck tractor with trailer,three or more axle truck,0,0,0,0,0,0,0,0,0,,,34.10884,-118.26029,2009-01-06,08:00:00,2009-10-08
3987672,5600,4712,9006,not chp,100000 to 250000,5607,ventura,0,not chp,not chp,,not chp,09A,OLSEN RD,RT 23,24.0,north,0,clear,,1,ventura,7,23,,R,8.056,ramp,"not state highway, ramp-related, within 100 feet",northbound,1,property damage only,0,0,2,vehicle code violation,,improper turning,22100,A,not hit and run,hit object,fixed object,no pedestrian involved,dry,normal,,daylight,functioning,0,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,0,0,0,0,0,0,0,0,0,,northbound off-ramp,,,2009-01-07,11:18:00,2010-01-13
3987673,3905,3452,CIV,not chp,100000 to 250000,3905,san joaquin,0,not chp,not chp,,not chp,,SUTTER ST,MAIN ST,1.0,north,0,cloudy,,0,,,,,,,,,,0,property damage only,0,0,1,vehicle code violation,,improper turning,22107,,not hit and run,sideswipe,fixed object,no pedestrian involved,slippery,normal,,daylight,none,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,,,,,2009-01-06,07:04:00,2009-09-11
3987677,2803,25,,not chp,2500 to 10000,2803,napa,0,not chp,not chp,,not chp,,MAIN ST,HUNT ST,183.0,north,0,clear,,1,napa,4,29,,,28.64,highway,,southbound,1,property damage only,0,0,2,vehicle code violation,,other hazardous violation,22517,,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,1,1,,passenger car,"passenger car, station",0,0,0,0,0,0,0,0,0,,,,,2009-01-06,13:50:00,2010-01-27
3987680,3604,929,,not chp,100000 to 250000,3604,san bernardino,0,not chp,not chp,,not chp,,FOOTHILL BL,MULBERRY,15.0,north,0,clear,,0,,,,,,,,,,0,other injury,0,1,2,vehicle code violation,,pedestrian violation,21456,B,not hit and run,pedestrian,pedestrian,crossing in intersection crosswalk,dry,normal,,daylight,functioning,0,1,0,0,1,1,,pedestrian,pedestrian,0,1,0,0,1,0,0,0,0,,,,,2009-01-11,13:34:00,2009-10-12
3987681,9420,15261,,0600 thru 1359,unincorporated,1500,kern,0,chp county roadarea,county road area,,chp other,672,DI GIORGIO RD,COMANCHE DR,1056.0,west,0,fog,,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,improper turning,22107,,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,1,1,,passenger car,"passenger car, station",0,0,0,0,0,0,0,0,0,,,35.25275,-118.84621,2009-01-10,09:20:00,2009-09-14
3987682,3905,1334,PAR,not chp,100000 to 250000,3905,san joaquin,0,not chp,not chp,,not chp,,SIERRA NEVADA ST,FREMONT ST,0.0,,1,clear,,0,,,,,,,,,,0,pain,0,1,2,unknown,,unknown,,,not hit and run,broadside,other motor vehicle,no pedestrian involved,dry,normal,,dark with street lights,functioning,0,0,0,0,1,1,,,,0,0,1,0,0,0,0,0,0,,,,,2009-01-13,19:17:00,2009-09-14
3987683,1922,616,1922,not chp,100000 to 250000,1922,los angeles,0,not chp,not chp,,not chp,,VALLEY,PECK,40.0,west,0,clear,,0,,,,,,,,,,0,property damage only,0,0,1,unknown,,unknown,,,not hit and run,hit object,fixed object,no pedestrian involved,dry,normal,,dark with street lights,none,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,,,,,2009-01-08,19:13:00,2009-09-14
3987684,9855,12910,,0600 thru 1359,50000 to 100000,3611,san bernardino,0,chp state highway,interstate,,chp other,103,RT 10,MOUNTAIN AV,528.0,east,0,clear,,1,san bernardino,8,10,,,2.48,highway,,westbound,1,property damage only,0,0,2,vehicle code violation,,unsafe lane change,21658,A,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,1,1,,passenger car,sport utility vehicle,0,0,0,0,0,0,0,0,0,,,,,2009-01-12,07:14:00,2009-09-21
3987685,1953,5652,,not chp,100000 to 250000,1953,los angeles,0,not chp,not chp,,not chp,,ALTADENA DR,CORSON ST,40.0,north,0,clear,,0,,,,,,,,,,0,pain,0,3,2,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,functioning,0,0,0,0,0,1,,pickup or panel truck,pickups & panels,0,0,3,0,0,0,0,0,0,,,,,2009-01-01,13:23:00,2009-09-14
3987689,9420,12768,,1400 thru 2159,unincorporated,1500,kern,0,chp county roadarea,county road area,,chp other,550,7TH STANDARD RD,SANTA FE WY,0.0,,1,raining,,0,,,,,,,,,,1,property damage only,0,0,1,vehicle code violation,,traffic signals and signs,22450,,not hit and run,overturned,non-collision,no pedestrian involved,wet,normal,,dark with no street lights,,0,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,0,0,0,0,0,0,0,0,0,,,35.44154,-119.19887,2009-01-08,19:37:00,2009-09-15
3987694,3905,3452,CIV,not chp,100000 to 250000,3905,san joaquin,0,not chp,not chp,,not chp,,ALPINE AV,MONTEGO AV,215.0,east,0,cloudy,,0,,,,,,,,,,1,property damage only,0,0,2,vehicle code violation,,wrong side of road,21651,A,not hit and run,head-on,other motor vehicle,no pedestrian involved,dry,normal,,dark with street lights,none,0,0,0,0,1,1,,pickup or panel truck,pickups & panels,0,0,0,0,0,0,0,0,0,,,,,2009-01-12,06:12:00,2009-08-25
3987697,9420,13649,,0600 thru 1359,unincorporated,1500,kern,0,chp state highway,state route,,chp other,090,RT 99,7TH STANDARD RD,3168.0,south,0,cloudy,,1,kern,6,99,,R,29.93,highway,,northbound,0,property damage only,0,0,4,vehicle code violation,,unsafe lane change,21658,A,misdemeanor,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,dusk or dawn,none,1,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,0,0,0,0,0,0,0,0,0,,,35.4493,-119.09734,2009-01-08,06:38:00,2009-09-21
3987701,9420,12904,,0600 thru 1359,unincorporated,1500,kern,0,chp state highway,state route,,chp other,090,RT 99,RT 46,500.0,north,0,cloudy,,1,kern,6,99,,,44.45,highway,,northbound,1,property damage only,0,0,2,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,0,0,0,0,0,0,0,0,0,,,35.60648,-119.21157,2009-01-07,12:55:00,2009-09-22
3987703,9390,15135,,0600 thru 1359,50000 to 100000,0111,alameda,0,chp state highway,interstate,,chp other,051,RT 580,RT 680,860.0,east,0,clear,,1,alameda,4,580,,,20.88,highway,,westbound,0,property damage only,0,0,2,vehicle code violation,,improper turning,22107,,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,1,1,,truck or truck tractor with trailer,two-axle tow truck,0,0,0,0,0,0,0,0,0,,,,,2009-01-04,11:25:00,2009-10-02
3987706,9461,17183,,0600 thru 1359,unincorporated,2400,merced,0,chp state highway,state route,,chp primary,103,RT 33,RT 5,0.0,,1,clear,,1,merced,10,33,,R,16.49,highway,,northbound,0,property damage only,0,0,2,vehicle code violation,,traffic signals and signs,22450,A,not hit and run,broadside,other motor vehicle,no pedestrian involved,dry,normal,,daylight,functioning,0,0,0,0,1,1,,truck or truck tractor,truck tractor,0,0,0,0,0,0,0,0,0,,southbound on-ramp,,,2009-01-07,10:50:00,2009-10-30
3987708,9855,16756,,2200 thru 0559,50000 to 100000,3611,san bernardino,0,chp state highway,interstate,,chp other,203,RT 210,MOUNTAIN AV,2500.0,west,0,clear,,1,san bernardino,8,210,,,1.03,highway,,eastbound,1,other injury,0,1,2,vehicle code violation,,unsafe lane change,21658,A,not hit and run,sideswipe,non-collision,no pedestrian involved,dry,normal,,dark with no street lights,none,1,0,0,0,1,1,,passenger car,"passenger car, station",0,1,0,0,0,0,0,0,0,,,,,2009-01-02,02:35:00,2009-09-24
3987709,9655,11176,,0600 thru 1359,unincorporated,3300,riverside,0,chp county roadarea,county road area,,chp other,003,TRUELSON AV,CLINTON AV,0.0,,1,clear,,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,speeding,22350,,not hit and run,broadside,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,0,1,,passenger car,"passenger car, station",0,0,0,0,0,0,0,0,0,,,,,2009-01-06,07:30:00,2009-09-14
3987710,9461,16452,,0600 thru 1359,unincorporated,2400,merced,0,chp state highway,state route,,chp primary,265,RT 165,RT 5,0.0,,1,clear,,1,merced,10,165,,,0.038,intersection,intersection,southbound,1,property damage only,0,0,2,vehicle code violation,,automobile right of way,21802,A,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,1,1,,pickup or panel truck with trailer,pickups & panels,0,0,0,0,0,0,0,0,0,,northbound off-ramp,,,2009-01-07,12:25:00,2009-09-24
3987711,1941,5160,,not chp,>250000,1941,los angeles,0,not chp,not chp,,not chp,,PIER F AV,CAL EDIJON POLE 007371E,33.0,east,0,clear,,0,,,,,,,,,,1,pain,0,1,2,vehicle code violation,,speeding,22350,,not hit and run,rear end,parked motor vehicle,no pedestrian involved,dry,normal,,dusk or dawn,none,0,0,0,0,1,1,,,,0,0,1,0,0,0,0,0,0,,,,,2009-01-05,16:23:00,2009-09-21
3987713,9655,017501,,2200 thru 0559,unincorporated,3300,riverside,0,chp state highway,interstate,,chp other,202,RT 10,COUNTY LINE RD,5.0,west,0,clear,,1,riverside,8,10,,R,0.01,highway,,eastbound,0,property damage only,0,0,1,vehicle code violation,,improper turning,22107,,not hit and run,hit object,fixed object,no pedestrian involved,dry,normal,,dark with no street lights,none,1,0,0,0,1,1,,truck or truck tractor with trailer,two axle truck,0,0,0,0,0,0,0,0,0,,,,,2009-01-10,03:25:00,2009-10-05
3987719,1941,10165,LONGB,not chp,>250000,1941,los angeles,0,not chp,not chp,,not chp,015,STUDEBAKER,BARRIOS,0.0,,1,clear,,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,improper turning,22100,5,not hit and run,broadside,other motor vehicle,no pedestrian involved,dry,normal,,daylight,functioning,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,,,,,2009-01-09,16:25:00,2009-09-17
3987721,3010,1155,432,not chp,100000 to 250000,3010,orange,0,not chp,not chp,,not chp,004,RT 39,UTICA,45.0,south,0,clear,,1,orange,12,39,,,1.87,highway,,southbound,0,property damage only,0,0,2,vehicle code violation,,improper turning,22107,,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,daylight,functioning,0,0,0,0,0,1,,passenger car,"passenger car, station",0,0,0,0,0,0,0,0,0,,,,,2009-01-09,15:52:00,2009-11-09
3987723,9125,14428,,2200 thru 0559,unincorporated,1200,humboldt,0,chp county roadarea,county road area,,chp other,003,HERRICK AV,NOE AV,68.0,east,0,cloudy,,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,improper turning,22107,,misdemeanor,rear end,parked motor vehicle,no pedestrian involved,wet,normal,,dark with street lights,none,0,0,0,0,0,1,,,unknown hit and run vehicle involvement,0,0,0,0,0,0,0,0,0,,,,,2009-01-01,03:50:00,2009-09-11
3987725,3010,2130,149,not chp,100000 to 250000,3010,orange,0,not chp,not chp,,not chp,012,GOLDEN WEST,EDINGER,0.0,,1,clear,wind,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,unsafe lane change,21658,A,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,dusk or dawn,functioning,0,0,0,0,1,1,,passenger car,"passenger car, station",0,0,0,0,0,0,0,0,0,,,,,2009-01-09,17:09:00,2009-09-21
3987727,9335,9542,,0600 thru 1359,>250000,3801,san francisco,0,chp state highway,interstate,,chp other,080,RT 80,4TH ST,100.0,west,0,clear,,1,san francisco,4,80,,,4.89,highway,,westbound,1,property damage only,0,0,2,vehicle code violation,,unsafe lane change,21658,A,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,dark with street lights,none,1,0,0,0,1,1,,truck or truck tractor,two axle truck,0,0,0,0,0,0,0,0,0,,,,,2009-01-14,07:00:00,2009-10-07
3987733,9330,17984,,2200 thru 0559,25000 to 50000,4104,san mateo,0,chp state highway,us highway,,chp other,038,RT 101,BROADWAY AV,2640.0,north,0,clear,,1,san mateo,4,101,,,17.08,highway,,southbound,1,pain,0,4,2,vehicle code violation,,following too closely,21703,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,construction,reduced width,dark with no street lights,functioning,1,0,0,0,0,1,,other bus,general public paratransit,0,0,4,0,0,0,0,0,0,,,,,2009-01-08,00:15:00,2009-09-24
3987736,4903,1165,1,not chp,10000 to 25000,4903,sonoma,0,not chp,not chp,,not chp,00N,SPUR RIDGE LN,PARKLAND FARMS BL,446.0,north,0,clear,,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,unsafe starting or backing,22106,,not hit and run,rear end,parked motor vehicle,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,0,1,,pickup or panel truck,pickups and panels: hazardous material,0,0,0,0,0,0,0,0,0,,,,,2009-01-09,08:30:00,2009-09-17
3987737,4116,55,,not chp,50000 to 100000,4116,san mateo,0,not chp,not chp,,not chp,00E,EAST HILLSDALE BL,NORFOLK ST,15.0,east,0,cloudy,,0,,,,,,,,,,0,pain,0,1,2,vehicle code violation,,following too closely,21703,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,functioning,0,0,0,0,0,1,,other bus,,0,0,1,0,0,0,0,0,0,,,,,2009-01-06,14:05:00,2009-08-25
3987741,9330,18740,,0600 thru 1359,50000 to 100000,4116,san mateo,0,chp state highway,state route,,chp other,031,RT 92,ALAMEDA DELAS PULGAS,528.0,east,0,raining,,1,san mateo,4,92,,R,10.66,highway,,eastbound,1,other injury,0,2,5,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,in road,wet,normal,,daylight,none,1,1,0,0,1,1,,pickup or panel truck,pickups & panels,0,1,1,0,1,0,0,0,0,,,,,2009-01-02,10:10:00,2009-10-05
3987747,3604,599,,not chp,100000 to 250000,3604,san bernardino,0,not chp,not chp,,not chp,,JURUPA AV,MULBERRY AV,528.0,west,0,clear,wind,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,improper turning,22107,,not hit and run,broadside,other motor vehicle,no pedestrian involved,dry,normal,,daylight,functioning,0,0,0,0,1,1,,passenger car,"passenger car, station",0,0,0,0,0,0,0,0,0,,,,,2009-01-09,09:41:00,2009-09-17
3987749,3607,14471,206,not chp,100000 to 250000,3607,san bernardino,0,not chp,not chp,,not chp,161,BON VIEW AV,FRANCIS ST,1320.0,north,0,clear,,0,,,,,,,,,,0,property damage only,0,0,1,vehicle code violation,,improper turning,22107,,not hit and run,hit object,fixed object,no pedestrian involved,dry,normal,,daylight,functioning,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,,,,,2009-01-06,07:30:00,2009-09-17
3987751,3604,P765,,not chp,100000 to 250000,3604,san bernardino,0,not chp,not chp,,not chp,,SIERRA AV,SLOVER AV,45.0,north,0,clear,,0,,,,,,,,,,1,property damage only,0,0,2,vehicle code violation,,unsafe lane change,21658,A,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,construction,,daylight,functioning,0,0,0,1,1,1,,truck or truck tractor with trailer,truck tractor,0,0,0,0,0,0,0,0,0,,,,,2009-01-07,14:27:00,2009-09-17
3987753,3607,14997,246,not chp,100000 to 250000,3607,san bernardino,0,not chp,not chp,,not chp,052,EUCLID AV,RT 60,0.0,,1,clear,,1,san bernardino,8,83,,,7.226,intersection,intersection,southbound,1,property damage only,0,0,2,vehicle code violation,,improper turning,22107,,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,daylight,functioning,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,,westbound off-ramp,,,2009-01-08,15:43:00,2009-10-14
3987757,3607,80249,142,not chp,100000 to 250000,3607,san bernardino,0,not chp,not chp,,not chp,041,MILLIKEN AV,GUASTI RD,5.0,north,0,clear,,0,,,,,,,,,,0,pain,0,1,2,vehicle code violation,,speeding,22350,,not hit and run,,other motor vehicle,no pedestrian involved,dry,normal,,daylight,functioning,0,0,0,0,0,1,,,,0,0,1,0,0,0,0,0,0,,,,,2009-01-07,13:15:00,2009-09-14
3987798,5703,810,5703,not chp,25000 to 50000,5703,yolo,0,not chp,not chp,,not chp,002,BEAMER ST,COTTONWOOD ST,275.0,east,,clear,,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,hazardous parking,22515,A,not hit and run,head-on,parked motor vehicle,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,,,,,2009-01-06,11:39:00,2009-10-01
3987802,,121,2401,not chp,50000 to 100000,3450,sacramento,0,not chp,not chp,,not chp,002,LAGUNA BL,TRENHOLM DR,48.0,east,0,clear,,0,,,,,,,,,,1,pain,0,1,3,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,dark with street lights,functioning,0,0,0,0,0,1,,passenger car,"passenger car, station",0,0,1,0,0,0,0,0,0,,,,,2009-01-01,19:31:00,2009-09-10
3987806,9465,16460,,1400 thru 2159,unincorporated,5000,stanislaus,0,chp county roadarea,county road area,,chp other,040,7TH ST,BLANKENBURG AV,612.0,south,0,clear,,0,,,,,,,,,,1,property damage only,0,0,3,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,dark with street lights,none,0,0,0,0,0,1,,pickup or panel truck,pickups & panels,0,0,0,0,0,0,0,0,0,,,37.61959,-120.98967,2009-01-04,17:25:00,2009-09-10
3987842,9420,13649,,0600 thru 1359,unincorporated,1500,kern,0,chp state highway,state route,,chp other,090,RT 99,WHISLER RD,5280.0,south,0,cloudy,,1,kern,6,99,,,46.37,highway,,northbound,1,property damage only,0,0,2,vehicle code violation,,unsafe lane change,21658,A,not hit and run,rear end,other motor vehicle,no pedestrian involved,wet,normal,,daylight,none,1,0,0,0,1,1,,passenger car,"passenger car, station",0,0,0,0,0,0,0,0,0,,,35.62949,-119.21553,2009-01-03,08:18:00,2009-10-07
3987884,3496,183,,not chp,50000 to 100000,3496,sacramento,0,not chp,not chp,,not chp,007,MADISON AV,PRIMROSE DR,10.0,west,0,clear,,0,,,,,,,,,,1,property damage only,0,0,1,vehicle code violation,,dui,23152,A,misdemeanor,hit object,fixed object,no pedestrian involved,dry,normal,,dark with street lights,not functioning,0,0,0,0,0,1,1,pickup or panel truck,pickups & panels,0,0,0,0,0,0,0,0,0,,,,,2009-01-04,18:32:00,2009-08-25
3987901,1956,1219,51,not chp,50000 to 100000,1956,los angeles,0,not chp,not chp,,not chp,015,INGLEWOOD AV,CARNEGIE LN,135.0,north,0,fog,,0,,,,,,,,,,1,property damage only,0,0,3,vehicle code violation,,unsafe lane change,21658,A,not hit and run,rear end,parked motor vehicle,no pedestrian involved,wet,normal,,dark with street lights,none,0,0,0,0,1,1,,passenger car,"passenger car, station",0,0,0,0,0,0,0,0,0,,,,,2009-01-01,03:23:00,2009-08-25
3987909,9450,16314,,1400 thru 2159,unincorporated,2000,madera,0,chp state highway,state route,,chp other,031,RT 99,ALMOND AV,528.0,south,0,cloudy,,1,madera,6,99,,,9.39,highway,,southbound,1,property damage only,0,0,2,vehicle code violation,,unsafe lane change,21658,A,not hit and run,hit object,fixed object,no pedestrian involved,dry,normal,,dark with no street lights,none,1,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,0,0,0,0,0,0,0,0,0,,,36.94383,-120.04206,2009-01-03,17:23:00,2009-10-20
3987913,9420,013649,,0600 thru 1359,unincorporated,1500,kern,0,chp state highway,state route,,chp other,091,RT 99,POND RD,2112.0,north,0,cloudy,fog,1,kern,6,99,,,52.85,highway,,southbound,0,property damage only,0,0,1,vehicle code violation,,improper turning,22107,,not hit and run,hit object,fixed object,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,0,0,0,0,0,0,0,0,0,,,35.72502,-119.23829,2009-01-01,08:24:00,2009-10-06
3987917,9420,16767,,1400 thru 2159,unincorporated,1500,kern,0,chp state highway,state route,,chp other,091,RT 99,RT 46,2112.0,south,0,,,1,kern,6,99,,R,43.91,highway,,northbound,0,property damage only,0,0,2,unknown,,unknown,,,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,,,,,none,1,0,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,,,,,2009-01-05,21:08:00,2009-10-30
3988002,3404,0465,,not chp,>250000,3404,sacramento,0,not chp,not chp,,not chp,,25TH AV,RIVERSIDE BL,8.0,east,0,clear,,0,,,,,,,,,,1,property damage only,0,0,3,vehicle code violation,,dui,23152,A,not hit and run,,parked motor vehicle,no pedestrian involved,dry,normal,,dark with street lights,functioning,0,0,0,0,0,1,,passenger car,,0,0,0,0,0,0,0,0,0,,,,,2009-01-07,01:05:00,2009-09-17
3988006,1948,2657,1948,not chp,50000 to 100000,1948,los angeles,0,not chp,not chp,,not chp,003,SOUTH ATLANTIC BL,RIGGIN ST,18.0,south,,cloudy,,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,functioning,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,,,,,2009-01-02,09:49:00,2009-09-17
3988069,3906,1094,TSC,not chp,50000 to 100000,3906,san joaquin,0,not chp,not chp,,not chp,003,HOLLYWOOD AV,FINE AV,0.0,,1,clear,,0,,,,,,,,,,1,other injury,0,4,2,vehicle code violation,,automobile right of way,21800,B,not hit and run,broadside,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,1,1,,truck or truck tractor,two axle tank truck,0,2,2,0,0,0,0,0,0,,,,,2009-01-05,07:45:00,2009-09-17
3988073,3906,918,,not chp,50000 to 100000,3906,san joaquin,0,not chp,not chp,,not chp,002,CORRAL HOLLOW RD,FIELDVIEW,150.0,north,0,cloudy,,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,following too closely,21703,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,0,1,,pickup or panel truck with trailer,pickups & panels,0,0,0,0,0,0,0,0,0,,,,,2009-01-05,08:40:00,2009-09-17
3988077,3404,8193,,not chp,>250000,3404,sacramento,0,not chp,not chp,,not chp,04A,19TH ST,X ST,12.0,south,0,clear,,0,,,,,,,,,,0,other injury,0,1,2,vehicle code violation,,automobile right of way,21453,B,not hit and run,pedestrian,pedestrian,crossing in intersection crosswalk,dry,normal,,dark with street lights,functioning,0,1,0,0,0,1,1,other bus,other commercial,0,1,0,0,1,0,0,0,0,,,,,2009-01-05,17:42:00,2009-08-25
