"donor_id","donor_name","donor_type"
975,"Donor_975","Organization"
976,"Donor_976","Individual"
977,"Donor_977","Organization"
978,"Donor_978","Organization"
979,"Donor_979","Corporate"
980,"Donor_980","Individual"
981,"Donor_981","Organization"
982,"Donor_982","Individual"
983,"Donor_983","Corporate"
984,"Donor_984","Organization"
985,"Donor_985","Individual"
986,"Donor_986","Organization"
987,"Donor_987","Individual"
988,"Donor_988","Corporate"
989,"Donor_989","Corporate"
990,"Donor_990","Organization"
991,"Donor_991","Organization"
992,"Donor_992","Individual"
993,"Donor_993","Organization"
994,"Donor_994","Corporate"
995,"Donor_995","Corporate"
996,"Donor_996","Corporate"
997,"Donor_997","Organization"
998,"Donor_998","Individual"
999,"Donor_999","Corporate"
1000,"Donor_1000","Corporate"
1001,"Donor_1001","Organization"
1002,"Donor_1002","Organization"
1003,"Donor_1003","Organization"
1004,"Donor_1004","Organization"
1005,"Donor_1005","Individual"
1006,"Donor_1006","Organization"
1007,"Donor_1007","Individual"
1008,"Donor_1008","Individual"
1009,"Donor_1009","Corporate"
1010,"Donor_1010","Corporate"
1011,"Donor_1011","Organization"
1012,"Donor_1012","Corporate"
1013,"Donor_1013","Individual"
1014,"Donor_1014","Organization"
1015,"Donor_1015","Organization"
1016,"Donor_1016","Organization"
1017,"Donor_1017","Organization"
1018,"Donor_1018","Corporate"
1019,"Donor_1019","Organization"
1020,"Donor_1020","Individual"
1021,"Donor_1021","Organization"
1022,"Donor_1022","Corporate"
1023,"Donor_1023","Individual"
1024,"Donor_1024","Corporate"
1025,"Donor_1025","Corporate"
1026,"Donor_1026","Corporate"
1027,"Donor_1027","Corporate"
1028,"Donor_1028","Organization"
1029,"Donor_1029","Corporate"
1030,"Donor_1030","Organization"
1031,"Donor_1031","Organization"
1032,"Donor_1032","Corporate"
1033,"Donor_1033","Individual"
1034,"Donor_1034","Corporate"
1035,"Donor_1035","Corporate"
1036,"Donor_1036","Organization"
1037,"Donor_1037","Organization"
1038,"Donor_1038","Organization"
1039,"Donor_1039","Organization"
1040,"Donor_1040","Corporate"
1041,"Donor_1041","Individual"
1042,"Donor_1042","Individual"
1043,"Donor_1043","Individual"
1044,"Donor_1044","Individual"
1045,"Donor_1045","Organization"
1046,"Donor_1046","Corporate"
1047,"Donor_1047","Organization"
1048,"Donor_1048","Organization"
1049,"Donor_1049","Corporate"
1050,"Donor_1050","Corporate"
1051,"Donor_1051","Corporate"
1052,"Donor_1052","Organization"
1053,"Donor_1053","Individual"
1054,"Donor_1054","Organization"
1055,"Donor_1055","Organization"
1056,"Donor_1056","Corporate"
1057,"Donor_1057","Organization"
1058,"Donor_1058","Individual"
1059,"Donor_1059","Individual"
1060,"Donor_1060","Organization"
1061,"Donor_1061","Corporate"
1062,"Donor_1062","Organization"
1063,"Donor_1063","Individual"
1064,"Donor_1064","Individual"
1065,"Donor_1065","Organization"
1066,"Donor_1066","Individual"
1067,"Donor_1067","Organization"
1068,"Donor_1068","Individual"
1069,"Donor_1069","Corporate"
1070,"Donor_1070","Individual"
1071,"Donor_1071","Organization"
1072,"Donor_1072","Organization"
1073,"Donor_1073","Corporate"
1074,"Donor_1074","Individual"
1075,"Donor_1075","Organization"
1076,"Donor_1076","Individual"
1077,"Donor_1077","Corporate"
1078,"Donor_1078","Organization"
1079,"Donor_1079","Corporate"
1080,"Donor_1080","Organization"
1081,"Donor_1081","Individual"
1082,"Donor_1082","Organization"
1083,"Donor_1083","Corporate"
1084,"Donor_1084","Organization"
1085,"Donor_1085","Corporate"
1086,"Donor_1086","Organization"
1087,"Donor_1087","Corporate"
1088,"Donor_1088","Individual"
1089,"Donor_1089","Organization"
1090,"Donor_1090","Individual"
1091,"Donor_1091","Organization"
1092,"Donor_1092","Organization"
1093,"Donor_1093","Individual"
1094,"Donor_1094","Corporate"
1095,"Donor_1095","Individual"
1096,"Donor_1096","Individual"
1097,"Donor_1097","Organization"
1098,"Donor_1098","Corporate"
1099,"Donor_1099","Corporate"
1100,"Donor_1100","Individual"
1101,"Donor_1101","Individual"
1102,"Donor_1102","Corporate"
1103,"Donor_1103","Individual"
1104,"Donor_1104","Organization"
1105,"Donor_1105","Organization"
1106,"Donor_1106","Individual"
1107,"Donor_1107","Organization"
1108,"Donor_1108","Corporate"
1109,"Donor_1109","Individual"
1110,"Donor_1110","Organization"
1111,"Donor_1111","Individual"
1112,"Donor_1112","Corporate"
1113,"Donor_1113","Organization"
1114,"Donor_1114","Corporate"
1115,"Donor_1115","Individual"
1116,"Donor_1116","Individual"
1117,"Donor_1117","Organization"
1118,"Donor_1118","Corporate"
1119,"Donor_1119","Individual"
1120,"Donor_1120","Corporate"
1121,"Donor_1121","Corporate"
1122,"Donor_1122","Organization"
1123,"Donor_1123","Corporate"
1124,"Donor_1124","Individual"
1125,"Donor_1125","Individual"
1126,"Donor_1126","Organization"
1127,"Donor_1127","Corporate"
1128,"Donor_1128","Individual"
1129,"Donor_1129","Individual"
1130,"Donor_1130","Organization"
1131,"Donor_1131","Corporate"
1132,"Donor_1132","Corporate"
1133,"Donor_1133","Corporate"
1134,"Donor_1134","Individual"
1135,"Donor_1135","Individual"
1136,"Donor_1136","Organization"
1137,"Donor_1137","Individual"
1138,"Donor_1138","Organization"
1139,"Donor_1139","Organization"
1140,"Donor_1140","Corporate"
1141,"Donor_1141","Organization"
1142,"Donor_1142","Corporate"
1143,"Donor_1143","Corporate"
1144,"Donor_1144","Individual"
1145,"Donor_1145","Individual"
1146,"Donor_1146","Organization"
1147,"Donor_1147","Organization"
1148,"Donor_1148","Organization"
1149,"Donor_1149","Organization"
1150,"Donor_1150","Individual"
1151,"Donor_1151","Organization"
1152,"Donor_1152","Corporate"
1153,"Donor_1153","Individual"
1154,"Donor_1154","Corporate"
1155,"Donor_1155","Organization"
1156,"Donor_1156","Individual"
1157,"Donor_1157","Corporate"
1158,"Donor_1158","Individual"
1159,"Donor_1159","Corporate"
1160,"Donor_1160","Individual"
1161,"Donor_1161","Corporate"
1162,"Donor_1162","Corporate"
1163,"Donor_1163","Corporate"
1164,"Donor_1164","Individual"
1165,"Donor_1165","Corporate"
1166,"Donor_1166","Corporate"
1167,"Donor_1167","Organization"
1168,"Donor_1168","Corporate"
1169,"Donor_1169","Organization"
1170,"Donor_1170","Individual"
1171,"Donor_1171","Corporate"
1172,"Donor_1172","Individual"
1173,"Donor_1173","Organization"
1174,"Donor_1174","Organization"
1175,"Donor_1175","Individual"
1176,"Donor_1176","Corporate"
1177,"Donor_1177","Individual"
1178,"Donor_1178","Organization"
1179,"Donor_1179","Organization"
1180,"Donor_1180","Corporate"
1181,"Donor_1181","Organization"
1182,"Donor_1182","Corporate"
1183,"Donor_1183","Corporate"
1184,"Donor_1184","Corporate"
1185,"Donor_1185","Organization"
1186,"Donor_1186","Individual"
1187,"Donor_1187","Individual"
1188,"Donor_1188","Organization"
1189,"Donor_1189","Individual"
1190,"Donor_1190","Individual"
1191,"Donor_1191","Organization"
1192,"Donor_1192","Individual"
1193,"Donor_1193","Organization"
1194,"Donor_1194","Corporate"
1195,"Donor_1195","Corporate"
1196,"Donor_1196","Individual"
1197,"Donor_1197","Organization"
1198,"Donor_1198","Corporate"
1199,"Donor_1199","Organization"
1200,"Donor_1200","Organization"
1201,"Donor_1201","Organization"
1202,"Donor_1202","Individual"
1203,"Donor_1203","Corporate"
1204,"Donor_1204","Individual"
1205,"Donor_1205","Organization"
1206,"Donor_1206","Corporate"
1207,"Donor_1207","Individual"
1208,"Donor_1208","Corporate"
1209,"Donor_1209","Individual"
1210,"Donor_1210","Organization"
1211,"Donor_1211","Corporate"
1212,"Donor_1212","Organization"
1213,"Donor_1213","Organization"
1214,"Donor_1214","Corporate"
1215,"Donor_1215","Corporate"
1216,"Donor_1216","Individual"
1217,"Donor_1217","Individual"
1218,"Donor_1218","Organization"
1219,"Donor_1219","Individual"
1220,"Donor_1220","Corporate"
1221,"Donor_1221","Corporate"
1222,"Donor_1222","Corporate"
1223,"Donor_1223","Organization"
1224,"Donor_1224","Individual"
1225,"Donor_1225","Individual"
1226,"Donor_1226","Individual"
1227,"Donor_1227","Individual"
1228,"Donor_1228","Individual"
1229,"Donor_1229","Individual"
1230,"Donor_1230","Individual"
1231,"Donor_1231","Organization"
1232,"Donor_1232","Individual"
1233,"Donor_1233","Individual"
1234,"Donor_1234","Individual"
1235,"Donor_1235","Organization"
1236,"Donor_1236","Individual"
1237,"Donor_1237","Organization"
1238,"Donor_1238","Organization"
1239,"Donor_1239","Organization"
1240,"Donor_1240","Corporate"
1241,"Donor_1241","Individual"
1242,"Donor_1242","Corporate"
1243,"Donor_1243","Individual"
1244,"Donor_1244","Organization"
1245,"Donor_1245","Organization"
1246,"Donor_1246","Individual"
1247,"Donor_1247","Individual"
1248,"Donor_1248","Organization"
1249,"Donor_1249","Individual"
1250,"Donor_1250","Individual"
1251,"Donor_1251","Corporate"
1252,"Donor_1252","Organization"
1253,"Donor_1253","Corporate"
1254,"Donor_1254","Organization"
1255,"Donor_1255","Corporate"
1256,"Donor_1256","Individual"
1257,"Donor_1257","Individual"
1258,"Donor_1258","Organization"
1259,"Donor_1259","Organization"
1260,"Donor_1260","Organization"
1261,"Donor_1261","Corporate"
1262,"Donor_1262","Organization"
1263,"Donor_1263","Individual"
1264,"Donor_1264","Organization"
1265,"Donor_1265","Individual"
1266,"Donor_1266","Corporate"
1267,"Donor_1267","Individual"
1268,"Donor_1268","Individual"
1269,"Donor_1269","Corporate"
1270,"Donor_1270","Individual"
1271,"Donor_1271","Corporate"
1272,"Donor_1272","Corporate"
1273,"Donor_1273","Corporate"
1274,"Donor_1274","Individual"
1275,"Donor_1275","Corporate"
1276,"Donor_1276","Organization"
1277,"Donor_1277","Individual"
1278,"Donor_1278","Individual"
1279,"Donor_1279","Organization"
1280,"Donor_1280","Organization"
1281,"Donor_1281","Organization"
1282,"Donor_1282","Organization"
1283,"Donor_1283","Corporate"
1284,"Donor_1284","Individual"
1285,"Donor_1285","Individual"
1286,"Donor_1286","Organization"
1287,"Donor_1287","Corporate"
1288,"Donor_1288","Corporate"
1289,"Donor_1289","Organization"
1290,"Donor_1290","Organization"
1291,"Donor_1291","Organization"
1292,"Donor_1292","Organization"
1293,"Donor_1293","Corporate"
1294,"Donor_1294","Individual"
1295,"Donor_1295","Corporate"
1296,"Donor_1296","Individual"
1297,"Donor_1297","Individual"
1298,"Donor_1298","Individual"
1299,"Donor_1299","Corporate"
1300,"Donor_1300","Organization"
1301,"Donor_1301","Organization"
1302,"Donor_1302","Corporate"
1303,"Donor_1303","Corporate"
1304,"Donor_1304","Individual"
1305,"Donor_1305","Corporate"
1306,"Donor_1306","Individual"
1307,"Donor_1307","Corporate"
1308,"Donor_1308","Organization"
1309,"Donor_1309","Organization"
1310,"Donor_1310","Organization"
1311,"Donor_1311","Corporate"
1312,"Donor_1312","Individual"
1313,"Donor_1313","Organization"
1314,"Donor_1314","Individual"
1315,"Donor_1315","Organization"
1316,"Donor_1316","Individual"
1317,"Donor_1317","Corporate"
1318,"Donor_1318","Corporate"
1319,"Donor_1319","Individual"
1320,"Donor_1320","Corporate"
1321,"Donor_1321","Individual"
1322,"Donor_1322","Corporate"
1323,"Donor_1323","Corporate"
1324,"Donor_1324","Individual"
1325,"Donor_1325","Organization"
1326,"Donor_1326","Organization"
1327,"Donor_1327","Organization"
1328,"Donor_1328","Individual"
1329,"Donor_1329","Organization"
1330,"Donor_1330","Corporate"
1331,"Donor_1331","Organization"
1332,"Donor_1332","Corporate"
1333,"Donor_1333","Organization"
1334,"Donor_1334","Organization"
1335,"Donor_1335","Individual"
1336,"Donor_1336","Corporate"
1337,"Donor_1337","Corporate"
1338,"Donor_1338","Corporate"
1339,"Donor_1339","Organization"
1340,"Donor_1340","Organization"
1341,"Donor_1341","Individual"
1342,"Donor_1342","Individual"
1343,"Donor_1343","Individual"
1344,"Donor_1344","Organization"
1345,"Donor_1345","Individual"
1346,"Donor_1346","Corporate"
1347,"Donor_1347","Individual"
1348,"Donor_1348","Organization"
1349,"Donor_1349","Individual"
1350,"Donor_1350","Corporate"
1351,"Donor_1351","Corporate"
1352,"Donor_1352","Corporate"
1353,"Donor_1353","Organization"
1354,"Donor_1354","Corporate"
1355,"Donor_1355","Individual"
1356,"Donor_1356","Individual"
1357,"Donor_1357","Corporate"
1358,"Donor_1358","Organization"
1359,"Donor_1359","Corporate"
1360,"Donor_1360","Individual"
1361,"Donor_1361","Individual"
1362,"Donor_1362","Corporate"
1363,"Donor_1363","Organization"
1364,"Donor_1364","Individual"
1365,"Donor_1365","Organization"
1366,"Donor_1366","Corporate"
1367,"Donor_1367","Individual"
1368,"Donor_1368","Individual"
1369,"Donor_1369","Individual"
1370,"Donor_1370","Individual"
1371,"Donor_1371","Individual"
1372,"Donor_1372","Individual"
1373,"Donor_1373","Corporate"
1374,"Donor_1374","Individual"
1375,"Donor_1375","Individual"
1376,"Donor_1376","Corporate"
1377,"Donor_1377","Individual"
1378,"Donor_1378","Individual"
1379,"Donor_1379","Corporate"
1380,"Donor_1380","Individual"
1381,"Donor_1381","Individual"
1382,"Donor_1382","Corporate"
1383,"Donor_1383","Individual"
1384,"Donor_1384","Corporate"
1385,"Donor_1385","Individual"
1386,"Donor_1386","Individual"
1387,"Donor_1387","Corporate"
1388,"Donor_1388","Organization"
1389,"Donor_1389","Corporate"
1390,"Donor_1390","Organization"
1391,"Donor_1391","Organization"
1392,"Donor_1392","Individual"
1393,"Donor_1393","Corporate"
1394,"Donor_1394","Organization"
1395,"Donor_1395","Organization"
1396,"Donor_1396","Organization"
1397,"Donor_1397","Organization"
1398,"Donor_1398","Corporate"
1399,"Donor_1399","Individual"
1400,"Donor_1400","Individual"
1401,"Donor_1401","Organization"
1402,"Donor_1402","Individual"
1403,"Donor_1403","Organization"
1404,"Donor_1404","Individual"
1405,"Donor_1405","Individual"
1406,"Donor_1406","Corporate"
1407,"Donor_1407","Organization"
1408,"Donor_1408","Corporate"
1409,"Donor_1409","Individual"
1410,"Donor_1410","Organization"
1411,"Donor_1411","Organization"
1412,"Donor_1412","Organization"
1413,"Donor_1413","Organization"
1414,"Donor_1414","Organization"
1415,"Donor_1415","Organization"
1416,"Donor_1416","Individual"
1417,"Donor_1417","Organization"
1418,"Donor_1418","Individual"
1419,"Donor_1419","Corporate"
1420,"Donor_1420","Individual"
1421,"Donor_1421","Corporate"
1422,"Donor_1422","Organization"
1423,"Donor_1423","Individual"
1424,"Donor_1424","Individual"
1425,"Donor_1425","Individual"
1426,"Donor_1426","Corporate"
1427,"Donor_1427","Organization"
1428,"Donor_1428","Individual"
1429,"Donor_1429","Corporate"
1430,"Donor_1430","Individual"
1431,"Donor_1431","Individual"
1432,"Donor_1432","Individual"
1433,"Donor_1433","Individual"
1434,"Donor_1434","Corporate"
1435,"Donor_1435","Organization"
1436,"Donor_1436","Organization"
1437,"Donor_1437","Individual"
1438,"Donor_1438","Corporate"
1439,"Donor_1439","Organization"
1440,"Donor_1440","Organization"
1441,"Donor_1441","Individual"
1442,"Donor_1442","Individual"
1443,"Donor_1443","Corporate"
1444,"Donor_1444","Organization"
1445,"Donor_1445","Individual"
1446,"Donor_1446","Corporate"
1447,"Donor_1447","Corporate"
1448,"Donor_1448","Corporate"
1449,"Donor_1449","Organization"
1450,"Donor_1450","Organization"
1451,"Donor_1451","Organization"
1452,"Donor_1452","Corporate"
1453,"Donor_1453","Corporate"
1454,"Donor_1454","Individual"
1455,"Donor_1455","Individual"
1456,"Donor_1456","Organization"
1457,"Donor_1457","Organization"
1458,"Donor_1458","Individual"
1459,"Donor_1459","Organization"
1460,"Donor_1460","Individual"
1461,"Donor_1461","Individual"
1462,"Donor_1462","Individual"
1463,"Donor_1463","Corporate"
1464,"Donor_1464","Organization"
1465,"Donor_1465","Corporate"
1466,"Donor_1466","Organization"
1467,"Donor_1467","Corporate"
1468,"Donor_1468","Organization"
1469,"Donor_1469","Organization"
1470,"Donor_1470","Individual"
1471,"Donor_1471","Corporate"
1472,"Donor_1472","Corporate"
1473,"Donor_1473","Organization"
1474,"Donor_1474","Corporate"
1475,"Donor_1475","Organization"
1476,"Donor_1476","Organization"
1477,"Donor_1477","Individual"
1478,"Donor_1478","Organization"
1479,"Donor_1479","Corporate"
1480,"Donor_1480","Individual"
1481,"Donor_1481","Organization"
1482,"Donor_1482","Individual"
1483,"Donor_1483","Individual"
1484,"Donor_1484","Organization"
1485,"Donor_1485","Corporate"
1486,"Donor_1486","Organization"
1487,"Donor_1487","Organization"
1488,"Donor_1488","Organization"
1489,"Donor_1489","Organization"
1490,"Donor_1490","Organization"
1491,"Donor_1491","Corporate"
1492,"Donor_1492","Individual"
1493,"Donor_1493","Corporate"
1494,"Donor_1494","Organization"
1495,"Donor_1495","Individual"
1496,"Donor_1496","Individual"
1497,"Donor_1497","Individual"
1498,"Donor_1498","Corporate"
1499,"Donor_1499","Corporate"
1500,"Donor_1500","Corporate"
1501,"Donor_1501","Organization"
1502,"Donor_1502","Corporate"
1503,"Donor_1503","Corporate"
1504,"Donor_1504","Corporate"
1505,"Donor_1505","Individual"
1506,"Donor_1506","Individual"
1507,"Donor_1507","Organization"
1508,"Donor_1508","Individual"
1509,"Donor_1509","Organization"
1510,"Donor_1510","Individual"
1511,"Donor_1511","Organization"
1512,"Donor_1512","Organization"
1513,"Donor_1513","Individual"
1514,"Donor_1514","Individual"
1515,"Donor_1515","Corporate"
1516,"Donor_1516","Corporate"
1517,"Donor_1517","Organization"
1518,"Donor_1518","Organization"
1519,"Donor_1519","Organization"
1520,"Donor_1520","Individual"
1521,"Donor_1521","Individual"
1522,"Donor_1522","Corporate"
1523,"Donor_1523","Individual"
1524,"Donor_1524","Organization"
1525,"Donor_1525","Corporate"
1526,"Donor_1526","Individual"
1527,"Donor_1527","Organization"
1528,"Donor_1528","Individual"
1529,"Donor_1529","Individual"
1530,"Donor_1530","Individual"
1531,"Donor_1531","Organization"
1532,"Donor_1532","Organization"
1533,"Donor_1533","Individual"
1534,"Donor_1534","Organization"
1535,"Donor_1535","Individual"
1536,"Donor_1536","Corporate"
1537,"Donor_1537","Organization"
1538,"Donor_1538","Individual"
1539,"Donor_1539","Individual"
1540,"Donor_1540","Individual"
1541,"Donor_1541","Corporate"
1542,"Donor_1542","Organization"
1543,"Donor_1543","Individual"
1544,"Donor_1544","Individual"
1545,"Donor_1545","Individual"
1546,"Donor_1546","Organization"
1547,"Donor_1547","Corporate"
1548,"Donor_1548","Corporate"
1549,"Donor_1549","Individual"
1550,"Donor_1550","Individual"
1551,"Donor_1551","Organization"
1552,"Donor_1552","Individual"
1553,"Donor_1553","Corporate"
1554,"Donor_1554","Organization"
1555,"Donor_1555","Organization"
1556,"Donor_1556","Individual"
1557,"Donor_1557","Corporate"
1558,"Donor_1558","Organization"
1559,"Donor_1559","Organization"
1560,"Donor_1560","Individual"
1561,"Donor_1561","Corporate"
1562,"Donor_1562","Corporate"
1563,"Donor_1563","Organization"
1564,"Donor_1564","Corporate"
1565,"Donor_1565","Individual"
1566,"Donor_1566","Individual"
1567,"Donor_1567","Organization"
1568,"Donor_1568","Organization"
1569,"Donor_1569","Corporate"
1570,"Donor_1570","Individual"
1571,"Donor_1571","Corporate"
1572,"Donor_1572","Corporate"
1573,"Donor_1573","Organization"
1574,"Donor_1574","Individual"
1575,"Donor_1575","Individual"
1576,"Donor_1576","Corporate"
1577,"Donor_1577","Individual"
1578,"Donor_1578","Individual"
1579,"Donor_1579","Corporate"
1580,"Donor_1580","Organization"
1581,"Donor_1581","Organization"
1582,"Donor_1582","Organization"
1583,"Donor_1583","Corporate"
1584,"Donor_1584","Individual"
1585,"Donor_1585","Corporate"
1586,"Donor_1586","Corporate"
1587,"Donor_1587","Organization"
1588,"Donor_1588","Individual"
1589,"Donor_1589","Organization"
1590,"Donor_1590","Individual"
1591,"Donor_1591","Individual"
1592,"Donor_1592","Organization"
1593,"Donor_1593","Organization"
1594,"Donor_1594","Corporate"
1595,"Donor_1595","Individual"
1596,"Donor_1596","Individual"
1597,"Donor_1597","Individual"
1598,"Donor_1598","Individual"
1599,"Donor_1599","Individual"
1600,"Donor_1600","Corporate"
1601,"Donor_1601","Individual"
1602,"Donor_1602","Corporate"
1603,"Donor_1603","Organization"
1604,"Donor_1604","Corporate"
1605,"Donor_1605","Corporate"
1606,"Donor_1606","Corporate"
1607,"Donor_1607","Organization"
1608,"Donor_1608","Individual"
1609,"Donor_1609","Corporate"
1610,"Donor_1610","Organization"
1611,"Donor_1611","Corporate"
1612,"Donor_1612","Corporate"
1613,"Donor_1613","Organization"
1614,"Donor_1614","Corporate"
1615,"Donor_1615","Corporate"
1616,"Donor_1616","Individual"
1617,"Donor_1617","Organization"
1618,"Donor_1618","Corporate"
1619,"Donor_1619","Organization"
1620,"Donor_1620","Organization"
1621,"Donor_1621","Individual"
1622,"Donor_1622","Individual"
1623,"Donor_1623","Individual"
1624,"Donor_1624","Corporate"
1625,"Donor_1625","Corporate"
1626,"Donor_1626","Corporate"
1627,"Donor_1627","Corporate"
1628,"Donor_1628","Corporate"
1629,"Donor_1629","Corporate"
1630,"Donor_1630","Organization"
1631,"Donor_1631","Organization"
1632,"Donor_1632","Individual"
1633,"Donor_1633","Corporate"
1634,"Donor_1634","Organization"
1635,"Donor_1635","Individual"
1636,"Donor_1636","Individual"
1637,"Donor_1637","Individual"
1638,"Donor_1638","Individual"
1639,"Donor_1639","Organization"
1640,"Donor_1640","Organization"
1641,"Donor_1641","Organization"
1642,"Donor_1642","Individual"
1643,"Donor_1643","Individual"
1644,"Donor_1644","Corporate"
1645,"Donor_1645","Corporate"
1646,"Donor_1646","Individual"
1647,"Donor_1647","Organization"
1648,"Donor_1648","Individual"
1649,"Donor_1649","Corporate"
1650,"Donor_1650","Corporate"
1651,"Donor_1651","Organization"
1652,"Donor_1652","Individual"
1653,"Donor_1653","Corporate"
1654,"Donor_1654","Organization"
1655,"Donor_1655","Corporate"
1656,"Donor_1656","Organization"
1657,"Donor_1657","Corporate"
1658,"Donor_1658","Corporate"
1659,"Donor_1659","Individual"
1660,"Donor_1660","Organization"
1661,"Donor_1661","Organization"
1662,"Donor_1662","Corporate"
1663,"Donor_1663","Individual"
1664,"Donor_1664","Corporate"
1665,"Donor_1665","Corporate"
1666,"Donor_1666","Corporate"
1667,"Donor_1667","Organization"
1668,"Donor_1668","Individual"
1669,"Donor_1669","Corporate"
1670,"Donor_1670","Corporate"
1671,"Donor_1671","Corporate"
1672,"Donor_1672","Organization"
1673,"Donor_1673","Corporate"
1674,"Donor_1674","Organization"
1675,"Donor_1675","Organization"
1676,"Donor_1676","Organization"
1677,"Donor_1677","Organization"
1678,"Donor_1678","Organization"
1679,"Donor_1679","Individual"
1680,"Donor_1680","Organization"
1681,"Donor_1681","Organization"
1682,"Donor_1682","Corporate"
1683,"Donor_1683","Individual"
1684,"Donor_1684","Individual"
1685,"Donor_1685","Corporate"
1686,"Donor_1686","Organization"
1687,"Donor_1687","Individual"
1688,"Donor_1688","Organization"
1689,"Donor_1689","Corporate"
1690,"Donor_1690","Individual"
1691,"Donor_1691","Organization"
1692,"Donor_1692","Individual"
1693,"Donor_1693","Individual"
1694,"Donor_1694","Organization"
1695,"Donor_1695","Organization"
1696,"Donor_1696","Individual"
1697,"Donor_1697","Corporate"
1698,"Donor_1698","Individual"
1699,"Donor_1699","Corporate"
1700,"Donor_1700","Individual"
1701,"Donor_1701","Organization"
1702,"Donor_1702","Corporate"
1703,"Donor_1703","Corporate"
1704,"Donor_1704","Individual"
1705,"Donor_1705","Individual"
1706,"Donor_1706","Corporate"
1707,"Donor_1707","Organization"
1708,"Donor_1708","Corporate"
1709,"Donor_1709","Corporate"
1710,"Donor_1710","Organization"
1711,"Donor_1711","Organization"
1712,"Donor_1712","Individual"
1713,"Donor_1713","Individual"
1714,"Donor_1714","Individual"
1715,"Donor_1715","Organization"
1716,"Donor_1716","Corporate"
1717,"Donor_1717","Organization"
1718,"Donor_1718","Individual"
1719,"Donor_1719","Corporate"
1720,"Donor_1720","Individual"
1721,"Donor_1721","Corporate"
1722,"Donor_1722","Organization"
1723,"Donor_1723","Individual"
1724,"Donor_1724","Organization"
1725,"Donor_1725","Organization"
1726,"Donor_1726","Organization"
1727,"Donor_1727","Corporate"
1728,"Donor_1728","Organization"
1729,"Donor_1729","Organization"
1730,"Donor_1730","Corporate"
1731,"Donor_1731","Organization"
1732,"Donor_1732","Organization"
1733,"Donor_1733","Organization"
1734,"Donor_1734","Corporate"
1735,"Donor_1735","Corporate"
1736,"Donor_1736","Individual"
1737,"Donor_1737","Organization"
1738,"Donor_1738","Corporate"
1739,"Donor_1739","Organization"
1740,"Donor_1740","Corporate"
1741,"Donor_1741","Corporate"
1742,"Donor_1742","Corporate"
1743,"Donor_1743","Individual"
1744,"Donor_1744","Organization"
1745,"Donor_1745","Corporate"
1746,"Donor_1746","Organization"
1747,"Donor_1747","Corporate"
1748,"Donor_1748","Organization"
1749,"Donor_1749","Organization"
1750,"Donor_1750","Corporate"
1751,"Donor_1751","Organization"
1752,"Donor_1752","Individual"
1753,"Donor_1753","Individual"
1754,"Donor_1754","Organization"
1755,"Donor_1755","Organization"
1756,"Donor_1756","Corporate"
1757,"Donor_1757","Corporate"
1758,"Donor_1758","Organization"
1759,"Donor_1759","Organization"
1760,"Donor_1760","Organization"
1761,"Donor_1761","Organization"
1762,"Donor_1762","Individual"
1763,"Donor_1763","Organization"
1764,"Donor_1764","Corporate"
1765,"Donor_1765","Individual"
1766,"Donor_1766","Organization"
1767,"Donor_1767","Corporate"
1768,"Donor_1768","Individual"
1769,"Donor_1769","Organization"
1770,"Donor_1770","Organization"
1771,"Donor_1771","Organization"
1772,"Donor_1772","Organization"
1773,"Donor_1773","Individual"
1774,"Donor_1774","Corporate"
1775,"Donor_1775","Organization"
1776,"Donor_1776","Individual"
1777,"Donor_1777","Individual"
1778,"Donor_1778","Corporate"
1779,"Donor_1779","Individual"
1780,"Donor_1780","Individual"
1781,"Donor_1781","Corporate"
1782,"Donor_1782","Individual"
1783,"Donor_1783","Individual"
1784,"Donor_1784","Corporate"
1785,"Donor_1785","Individual"
1786,"Donor_1786","Corporate"
1787,"Donor_1787","Organization"
1788,"Donor_1788","Organization"
1789,"Donor_1789","Organization"
1790,"Donor_1790","Organization"
1791,"Donor_1791","Individual"
1792,"Donor_1792","Organization"
1793,"Donor_1793","Corporate"
1794,"Donor_1794","Corporate"
1795,"Donor_1795","Corporate"
1796,"Donor_1796","Corporate"
1797,"Donor_1797","Organization"
1798,"Donor_1798","Corporate"
1799,"Donor_1799","Organization"
1800,"Donor_1800","Corporate"
1801,"Donor_1801","Corporate"
1802,"Donor_1802","Organization"
1803,"Donor_1803","Organization"
1804,"Donor_1804","Individual"
1805,"Donor_1805","Individual"
1806,"Donor_1806","Individual"
1807,"Donor_1807","Corporate"
1808,"Donor_1808","Corporate"
1809,"Donor_1809","Corporate"
1810,"Donor_1810","Individual"
1811,"Donor_1811","Individual"
1812,"Donor_1812","Individual"
1813,"Donor_1813","Corporate"
1814,"Donor_1814","Organization"
1815,"Donor_1815","Individual"
1816,"Donor_1816","Organization"
1817,"Donor_1817","Corporate"
1818,"Donor_1818","Individual"
1819,"Donor_1819","Corporate"
1820,"Donor_1820","Organization"
1821,"Donor_1821","Corporate"
1822,"Donor_1822","Corporate"
1823,"Donor_1823","Individual"
1824,"Donor_1824","Organization"
1825,"Donor_1825","Individual"
1826,"Donor_1826","Corporate"
1827,"Donor_1827","Corporate"
1828,"Donor_1828","Organization"
1829,"Donor_1829","Corporate"
1830,"Donor_1830","Individual"
1831,"Donor_1831","Organization"
1832,"Donor_1832","Corporate"
1833,"Donor_1833","Individual"
1834,"Donor_1834","Individual"
