weight,id,name,gender,height,age
61.0,15382,Holly Brooks (-Whitney),F,168.0,31
79.0,15460,Aaron Brown,M,198.0,24
57.0,15464,Alicia Brown,F,165.0,26
75.0,15488,"Christopher Deon ""Chris"" Brown",M,178.0,37
80.0,15507,Devon Myles William Brown,M,188.0,24
85.0,15550,Ashani Kemarley Brown,M,182.0,24
87.0,15570,"Philip ""Phil"" Brown",M,182.0,22
69.0,15671,"Lucas ""Luc"" Bruchet",M,183.0,25
69.0,15710,Annika Bruhn,F,183.0,23
72.0,15717,Henricho Bruintjies,M,179.0,23
58.0,15729,Ese Brume,F,167.0,20
52.0,15771,Marie Laure Louise Graldine Brunet,F,166.0,25
59.0,15788,Rachele Bruni,F,170.0,25
66.0,15823,Federico Bruno,M,185.0,23
82.0,15885,Aleksey Sergeyevich Bryansky,M,192.0,18
63.0,15932,Yelyzaveta Viktorivna Bryzhina,F,173.0,26
79.0,15944,Maarten Brzoskowski,M,185.0,20
67.0,15950,Artur Brzozowski,M,174.0,31
56.0,15962,Matelita Buadromo,F,171.0,20
65.0,15971,Andreas Hjartbro Bube,M,178.0,29
78.0,15973,Mat Bubenik,M,197.0,26
57.0,16031,Selina Christina Bchel,F,167.0,25
54.0,16054,Nicole Bchler,F,162.0,32
50.0,16105,Zoe Buckman,F,168.0,27
63.0,16137,Siri Arun Budcharern,F,166.0,14
75.0,16167,Serhiy Volodymyrovych Budza,M,180.0,31
78.0,16237,Matthias Bhler,M,189.0,29
49.0,16249,Kim Bui,F,155.0,27
56.0,16258,Marion Buillet,F,170.0,23
56.0,16279,Cristina Ioana Bujin,F,172.0,28
138.0,16306,Konrad Bukowiecki,M,191.0,19
68.0,16331,Ivana Bulatovi,F,178.0,19
81.0,16399,Michael Bultheel,M,189.0,30
63.0,16428,Seren Bundy-Davies,F,175.0,21
58.0,16498,Nataliya Leonidivna Burdyga,F,167.0,30
43.0,16592,Gelete Burka Bati,F,160.0,30
73.0,16615,"Timothy John ""Tim"" Burke",M,180.0,32
83.0,16651,Pedro Luiz Burmann de Oliveira,M,180.0,24
72.0,16670,Jack David Burnell,M,185.0,23
90.0,16860,Tho Bussire,M,188.0,21
64.0,16876,David Bustos Gonzlez,M,182.0,25
64.0,16887,"Andrew ""Andy"" Butchart",M,175.0,24
84.0,16918,Geoffrey Butler,M,188.0,20
60.0,16926,Lara Butler,F,172.0,21
75.0,16940,Vitaliy Mykolaiovych Butrym,M,180.0,25
75.0,16995,Kimberly Buys,F,187.0,27
48.0,17004,Paulina Buziak,F,170.0,29
85.0,17036,Maciej Bydliski,M,180.0,25
59.0,17049,Byeon Yeong-Jun,M,175.0,32
70.0,17125,Denia Caballero Ponce,F,175.0,26
48.0,17144,Ana Isabel Vermelhudo Cabecinha,F,163.0,32
68.0,17159,"Donald ""Donn"" Cabral",M,178.0,26
84.0,17161,Johnathan Knight Cabral,M,190.0,23
66.0,17183,Lani Rose Cabrera,F,175.0,23
63.0,17215,Kateina Cachov,F,171.0,26
78.0,17236,Levi Asher Cadogan,M,181.0,20
60.0,17243,Irne Cadurisch,F,164.0,22
54.0,17250,Florent Caelen,M,175.0,27
85.0,17254,Basten Caerts,M,185.0,18
55.0,17300,Cai Zelin,M,175.0,25
60.0,17306,Ania Monica Germaine Caill,F,170.0,18
61.0,17415,Hilary Caldwell,F,173.0,25
59.0,17420,Sophie Caldwell,F,170.0,23
54.0,17470,Mara Elena Calle Galarza,F,162.0,41
86.0,17478,Emmanuel Earl Callender,M,189.0,32
54.0,17528,Jossimar Orlando Calvo Moreo,M,160.0,22
84.0,17560,Alyn Camara,M,196.0,27
69.0,17561,Amadou Camara,M,163.0,22
74.0,17602,"Asuka Antonio ""Aska"" Cambridge",M,179.0,23
48.0,17611,Alexandra Camencic,F,158.0,25
90.0,17679,Amber Campbell,F,171.0,35
58.0,17684,Bronte Campbell,F,179.0,22
67.0,17687,Cate Natalie Campbell,F,186.0,24
64.0,17714,Jasmine Jade Ariel Lyons Campbell,F,170.0,22
57.0,17726,Kemoy Campbell,M,168.0,25
54.0,17748,Simoya Kadine Campbell,F,167.0,22
58.0,17755,Veronica Angella Campbell-Brown,F,168.0,34
63.0,17769,Kvin Campion,M,183.0,28
61.0,17800,Lus Henry Campos Cruz,M,166.0,20
49.0,17836,Yasemin Can,F,166.0,19
60.0,17943,Juan Manuel Cano Ceres,M,168.0,28
77.0,18000,Cao Shuo,M,180.0,24
72.0,18006,Cao Yue,F,178.0,20
60.0,18058,Teodorico Caporaso,M,166.0,28
62.0,18127,Marzia Caravelli,F,177.0,34
75.0,18163,Roberto Carceln,M,174.0,43
116.0,18167,Kelsey Card,F,178.0,23
47.0,18197,Daniela Bruno Stoffel Cardoso,F,157.0,24
61.0,18271,Diletta Carli,F,170.0,20
57.0,18278,"Jazmin Roxy ""Jazz"" Carlin",F,175.0,25
82.0,18411,Laurent Carnol,M,187.0,26
60.0,18511,Martina Carraro,F,175.0,23
70.0,18538,Pol Carreras Torras,M,166.0,24
74.0,18542,Yaniel Carrero Zambrano,M,174.0,20
52.0,18562,Yeseida Isaid Carrillo Torres,F,168.0,22
60.0,18575,Fernando Carro Morillo,M,170.0,24
66.0,18610,Hamish Carson,M,181.0,27
82.0,18635,Deuce Carter,M,183.0,25
82.0,18637,Dylan Carter,M,190.0,20
136.0,18653,Michelle Denee Carter,F,176.0,30
57.0,18667,Louise Carton,F,172.0,22
75.0,18689,Diogo Filipe Silva de Carvalho,M,184.0,28
70.0,18690,Florian Carvalho,M,183.0,27
72.0,18699,Miguel ngelo Henriques Carvalho,M,185.0,21
68.0,18706,David Carver,M,183.0,28
117.0,18741,Yennifer Frank Casaas Hernndez,M,187.0,37
54.0,18745,Gilda Isabelis Casanova Aguilera,F,165.0,20
52.0,18795,Beln Adaluz Casetta,F,163.0,21
58.0,18890,Jorge Castelblanco,M,169.0,28
55.0,18930,Arianna Castiglioni,F,167.0,18
61.0,18936,Carles Castillejo Salvador,M,165.0,37
60.0,18976,Kristi Castlin,F,170.0,28
54.0,18983,ngela Melania Castro Chirivechz,F,160.0,23
73.0,19011,Lus Joel Castro Rivera,M,198.0,25
66.0,19021,Patricia Castro Ortega,F,178.0,23
54.0,19025,Simona Castro Lazo,F,160.0,27
76.0,19061,Roxroy Cato,M,183.0,28
60.0,19123,Jssica Bruin Cavalheiro,F,164.0,25
78.0,19161,Gino Caviezel,M,173.0,21
87.0,19162,Mauro Caviezel,M,181.0,25
61.0,19215,Alenka ebaek,F,166.0,24
70.0,19255,Machel Cedenio,M,183.0,20
62.0,19273,Andrea del Rosario Cedrn Rodrguez,F,169.0,22
52.0,19306,Jeena elnova-Prokopuka,F,168.0,39
65.0,19335,"Matthew Gerald ""Matt"" Centrowitz, Jr.",M,176.0,26
74.0,19349,Mihajlo eprkalo,M,172.0,17
77.0,19368,Tales Rocha Cerdeira,M,182.0,29
56.0,19406,Marua ernjul,F,177.0,24
48.0,19525,Rosa Alba Chacha Chacha,F,155.0,33
90.0,19528,Adrin Chacn Muoz,M,187.0,27
90.0,19603,Kyle Chalmers,M,193.0,18
56.0,19655,Jacky Chamoun,F,172.0,22
66.0,19692,Chan Ming Tai,M,175.0,21
50.0,19717,Dutee Chand,F,160.0,20
60.0,19795,Hassan Chani,M,170.0,28
57.0,19797,Natthanan Chankrajang,F,166.0,30
65.0,19896,Lus Enrique Charles,M,183.0,17
61.0,19964,Chanice Chase-Taylor,F,173.0,22
76.0,20039,Arturo Chvez Korfiatis,M,190.0,26
52.0,20057,Viviana Micaela Chvez,F,164.0,29
70.0,20073,Geoffrey Robin Cheah,M,188.0,25
48.0,20082,Winny Chebet,F,152.0,25
72.0,20086,Nikolay Sergeyevich Chebotko,M,178.0,31
60.0,20121,Yuliya Vladimirovna Chekalyova,F,165.0,30
,20126,Juliet Chekwel,F,,26
57.0,20133,Paul Kipkemboi Chelimo,M,175.0,25
,20135,Rose Chelimo,F,,27
52.0,20147,Lonah Korlima Chemtai,F,165.0,27
,20149,Peruth Chemutai,F,,17
73.0,20162,Chen Chieh,M,182.0,24
62.0,20182,Chen Ding,M,175.0,23
65.0,20214,Chen Jie,F,177.0,21
60.0,20299,Chen Xinyi,F,177.0,18
97.0,20307,Chen Yang,F,180.0,25
50.0,20322,Chen Yu-Hsuan,F,157.0,23
65.0,20352,"Li Mei ""Camille Lily"" Cheng",F,178.0,23
74.0,20407,Vladimir Vitalyevich Chepelin,M,171.0,25
54.0,20413,Beatrice Chepkoech Sitonik,F,170.0,25
47.0,20414,Nancy Chepkwemoi,F,,22
,20418,Joshua Kiprui Cheptegei,M,,19
54.0,20422,Oreoluwa Cherebin,F,150.0,18
70.0,20429,Sergey Pavlovich Cherepanov,M,181.0,28
75.0,20478,Ilya Grigoryevich Chernousov,M,175.0,27
60.0,20502,Abraham Naibei Cheroben,M,176.0,23
51.0,20505,Mercy Cherono Koech,F,,25
40.0,20525,Vivian Jepkemoi Cheruiyot,F,153.0,32
60.0,20526,Nelson Kipkosgei Cherutich,M,170.0,23
,20536,Stella Chesang,F,,19
75.0,20537,Silvano Chesani,M,190.0,28
72.0,20556,Andrew Chetcuti,M,177.0,23
55.0,20580,Anas Chevalier,F,163.0,20
84.0,20647,Germn Pablo Chiaraviglio Ermcora,M,195.0,29
59.0,20693,James Nyang Chiengjiek,M,179.0,24
86.0,20694,Marcelo Chierighini,M,190.0,25
55.0,20706,Maria Benedicta Chigbolu,F,172.0,27
70.0,20717,Pavel Chihun Camayo,M,170.0,30
59.0,20727,Darya Yaroslavovna Chikunova,F,177.0,17
60.0,20742,Eilidh Child-Doyle,F,170.0,29
54.0,20758,Gayane Chiloyan,F,164.0,15
61.0,20769,Svetlana Mikhaylovna Chimrova,F,173.0,20
56.0,20785,Chinbatyn Otgontsetseg,F,163.0,22
53.0,20812,Jordan Chipangama,M,173.0,27
60.0,20844,Tatiana Chica,F,175.0,21
63.0,20864,Kefasi Chitsala,M,170.0,22
66.0,20945,Cristian Andrs Chocho Len,M,170.0,32
82.0,20955,David Chodounsky,M,180.0,29
73.0,20956,Choe Byeong-Kwang,M,185.0,25
75.0,21009,Choi Gyu-Wung,M,181.0,26
74.0,21122,Dimitrios Chondrokoukis,M,194.0,28
78.0,21128,Nikola Chongarov,M,178.0,24
55.0,21205,Martina Chrapnov,F,165.0,24
69.0,21206,Karolina Chrapek,F,173.0,24
,21289,Henrik Christiansen,M,191.0,19
64.0,21347,Lavinia Chrystal,F,168.0,24
71.0,21439,Anton Mikhaylovich Chupkov,M,188.0,19
74.0,21460,Andrey Viktorovich Churilo,M,189.0,23
43.0,21462,Oksana Aleksandrovna Chusovitina,F,153.0,41
,21524,Federico Pablo Cichero,M,,30
56.0,21527,Angelika Cichocka,F,170.0,28
110.0,21546,Javier Cienfuegos Pinilla,M,187.0,26
62.0,21612,Mathilde Cini,F,166.0,21
47.0,21676,Elena Daniela Crlan,F,164.0,35
65.0,21762,Roland Clara,M,174.0,31
98.0,21769,Johan Clarey,M,191.0,33
,21822,Milly Clark,F,,27
71.0,21844,Allistar Clarke,M,187.0,25
56.0,21869,Kendra Clarke,F,167.0,19
52.0,21872,Lanece Clarke,F,170.0,28
77.0,21873,Charles Lawrence Somerset Clarke,M,187.0,26
71.0,21894,Eugenio Claro,M,175.0,30
68.0,21936,Carlos Eduardo Claverie Borgiani,M,190.0,19
,21944,Grace Claxton,F,,22
72.0,21954,"William Bundu ""Will"" Claye",M,181.0,25
86.0,21990,Kerron Stephon Clement,M,188.0,30
74.0,22002,Kyle Clemons,M,180.0,25
64.0,22069,Mick Clohisey,M,180.0,30
54.0,22121,Georgia Amy Coates,F,170.0,17
54.0,22143,Emma Jane Coburn,F,173.0,25
80.0,22166,Ryan Andrew Cochrane,M,192.0,27
64.0,22170,Marius Iulian Cocioran,M,173.0,33
76.0,22182,Jesse Cockney,M,180.0,24
80.0,22196,Piero Codia,M,190.0,26
84.0,22203,Giovanni Orlando Codrington,M,177.0,28
75.0,22219,Jordan Coelho,M,183.0,24
79.0,22227,Willem Coertzen,M,186.0,33
72.0,22342,Christian Coleman,M,175.0,20
74.0,22355,Michelle Elizabeth Coleman,F,186.0,22
60.0,22368,Alexandra Coletti,F,164.0,30
71.0,22409,Williams Collazo Gutirrez,M,172.0,29
64.0,22431,Latario Collie-Minns,M,173.0,22
77.0,22468,Kim Collins,M,180.0,40
74.0,22496,Dario Alonzo Cologna,M,179.0,27
74.0,22497,Gianluca Cologna,M,178.0,23
57.0,22539,Diego Alberto Colorado Agudelo,M,171.0,42
100.0,22575,Brbara Roco Comba,F,180.0,29
83.0,22604,Benjamin Compaor,M,189.0,28
53.0,22622,Jhennifer Alves da Conceio,F,162.0,19
88.0,22641,Santo Condorelli,M,188.0,21
50.0,22649,Muriel Coneo Paredes,F,160.0,29
80.0,22662,"John ""Jack"" Conger",M,193.0,21
63.0,22674,Alyssa Conley,F,176.0,25
49.0,22675,"Kimberley Frances ""Kim"" Conley",F,161.0,30
54.0,22694,Breege Connolly,F,163.0,38
74.0,22810,Yidiel Islay Contreras Garca,M,180.0,23
56.0,22837,Annelies Cook,F,168.0,29
73.0,22863,Stacey Janelle Cook,F,163.0,29
61.0,22865,Tamsin Cook,F,170.0,17
62.0,22901,Reid Coolsaet,M,173.0,37
58.0,22961,Anuradha Indrajith Cooray,M,178.0,38
102.0,22974,Leslie Arthur Copeland,M,183.0,28
85.0,22978,Yasmani Copello Escobar,M,191.0,29
88.0,23040,Kevin Cordes,M,196.0,22
71.0,23050,Nicols Crdoba,M,165.0,26
54.0,23092,Wendy Gabriela Cornejo Aliaga,F,162.0,23
54.0,23140,Stefany Mildred Coronado Gemio,F,173.0,19
64.0,23149,Daniel Corral Barrn,M,173.0,26
81.0,23160,Harold Correa,M,190.0,28
60.0,23289,Joana Ribeiro Costa,F,173.0,35
63.0,23296,Keila da Silva da Costa,F,170.0,33
69.0,23303,Melania Felicitas Costa Schmid,F,180.0,27
63.0,23314,Susana Cristina Sade da Costa,F,178.0,31
64.0,23330,Chiara Costazza,F,172.0,29
95.0,23331,Alin Coste,M,201.0,24
55.0,23504,Geisa Aparecida Muniz Coutinho,F,161.0,36
74.0,23511,Kurt Leonel da Rocha Couto,M,180.0,31
69.0,23519,Alicia Jayne Coutts,F,176.0,28
64.0,23549,Kirsty Leigh Coventry (-Seward),F,176.0,32
65.0,23573,Rhydian Cowley,M,181.0,25
61.0,23579,Carmiesha Cox,F,168.0,21
93.0,23641,Shanice Craft,F,185.0,23
68.0,23707,Chandra Crawford,F,175.0,30
67.0,23721,Rosanna Lee Crawford,F,180.0,25
70.0,23731,Eric Shauwn Brazas Cray,M,176.0,27
60.0,23765,Edgar Roberto Crespo Echeverra,M,170.0,27
52.0,23772,Mariana Cress,F,159.0,17
49.0,23792,Anja Crevar,F,164.0,16
112.0,23794,Brittany Crew,F,178.0,22
79.0,23874,Louis Croenen,M,186.0,22
84.0,23972,Jarred Crous,M,187.0,20
125.0,23974,Ryan Crouser,M,201.0,23
105.0,23975,"Samuel ""Sam"" Crouser",M,198.0,24
81.0,23984,Kvin Crovetto,M,183.0,24
83.0,24093,"Lszl Cseh, Jr.",M,188.0,30
54.0,24103,Gspr Csere,M,172.0,24
80.0,24206,Gustavo Cuesta Rosario,M,183.0,27
62.0,24213,Martn Esteban Cuestas,M,182.0,29
63.0,24214,Nicols Cuestas,M,180.0,29
62.0,24243,Aurore Cuinet-Jan,F,175.0,28
82.0,24280,Javier Culson Prez,M,200.0,32
66.0,24317,Ana Marcela Jesus Soares da Cunha,F,165.0,24
73.0,24339,Logan Perry Cunningham,M,175.0,25
56.0,24344,Vashti Cunningham,F,185.0,18
66.0,24403,Russell Currier,M,173.0,26
82.0,24470,Luke Arron Cutts,M,188.0,28
56.0,24523,Mria Czakov,F,166.0,27
78.0,24551,Konrad Czerniak,M,193.0,27
78.0,24579,Damian Czykier,M,191.0,23
50.0,24584,"Abigail ""Abbey"" D'Agostino",F,160.0,24
85.0,24621,Andrea Mitchell D'Arrigo,M,194.0,21
60.0,24673,Duane Da Rocha Marc,F,180.0,28
52.0,24680,Adriana Aparecida da Silva,F,166.0,35
80.0,24705,Holder Ocante da Silva,M,182.0,28
60.0,24733,Rui Pedro S Alves da Silva,M,173.0,35
80.0,24742,Aldemir Gomes da Silva Jnior,M,193.0,24
,24760,Kokoutse Fabrice Dabla,M,,23
104.0,24784,Fedrick Dacres,M,191.0,22
79.0,24792,Edi Dadi,M,183.0,20
65.0,24793,Ivona Dadic,F,179.0,22
86.0,24849,Sren Dahl,M,193.0,23
110.0,24872,"Jennifer ""Jenny"" Dahlgren Fitzner",F,180.0,32
52.0,24887,Laura Dahlmeier,F,162.0,20
124.0,24896,Tobias Dahm,M,205.0,29
54.0,24899,Kenza Tifahi Dahmani,F,164.0,35
67.0,25040,"Jacob ""Jake"" Dalton",M,168.0,24
58.0,25075,Dambadarjaagiin Gantulga,M,170.0,27
72.0,25119,Darko Damjanovski,M,180.0,32
50.0,25160,Silviya Georgieva Danekova,F,165.0,33
82.0,25181,Thibaut Amani Danho,M,185.0,22
68.0,25192,Debra Daniel,F,153.0,25
78.0,25256,Yury Milanovich Danilochkin,M,182.0,22
78.0,25300,Mohamed Lamine Dansoko,M,161.0,18
73.0,25308,Djnbou Dant,F,176.0,26
60.0,25394,Maoulida Daroueche,M,177.0,26
79.0,25397,"Mackenzie ""Mack"" Darragh",M,185.0,22
88.0,25431,Oyeyemi Olugbenga Olatokunbo James Dasaolu,M,187.0,28
60.0,25434,Ana Iulia Dascl,F,183.0,13
62.0,25442,Tuba Dademir-Kocaaa,F,165.0,28
,25460,Emmanuel Kwame Dasor,M,,20
43.0,25509,Christelle Daunay,F,162.0,41
64.0,25520,Lukas Dauser,M,172.0,23
60.0,25521,Inga Daukne,F,171.0,33
62.0,25530,Axelle Dauwens,F,171.0,25
69.0,25575,Klberson Davide,M,175.0,31
64.0,25620,Georgia Beth Davies,F,175.0,25
43.0,25663,Desiree Nicole Davila-Linden,F,155.0,33
55.0,25746,Artur Davtyan,M,162.0,23
51.0,25807,Christine Day,F,168.0,29
73.0,25852,Luca De Aliprandini,M,170.0,23
69.0,25891,lvaro de Arriba Lpez,M,177.0,22
85.0,25906,Bruno Lins Tenrio de Barros,M,182.0,29
50.0,26013,Tatiele Roberta de Carvalho,F,156.0,26
70.0,26073,Leonardo Gomes de Deus,M,175.0,25
71.0,26078,Francesco De Fabiani,M,183.0,20
70.0,26135,Andre De Grasse,M,176.0,21
53.0,26254,Jovana de la Cruz Capani,F,161.0,24
76.0,26258,Paul de la Cuesta Esnal,M,173.0,25
65.0,26367,Flvia Maria de Lima,F,176.0,23
65.0,26369,Jailma Sales de Lima,F,174.0,29
65.0,26384,Christian De Lorenzi,M,172.0,32
70.0,26396,Marco De Luca,M,188.0,35
96.0,26399,Joo Bevilaqua de Lucca,M,193.0,26
63.0,26400,Natalia de Luccas,F,167.0,19
56.0,26428,Virginia De Martin Topranin,F,164.0,26
65.0,26442,Martina De Memme,F,175.0,24
97.0,26473,Andressa Oliveira de Morais,F,178.0,25
61.0,26498,Mayobanex de leo,M,171.0,23
70.0,26499,Augusto Dutra de Oliveira,M,180.0,26
87.0,26510,Joo Vtor de Oliveira,M,190.0,24
95.0,26512,Jlio Csar Miranda de Oliveira,M,185.0,30
55.0,26530,Daynara Lopes Ferreira de Paula,F,163.0,27
55.0,26651,rica Rocha de Sena,F,168.0,31
49.0,26690,Leticia Cherpe de Souza,F,165.0,20
61.0,26795,Laura de Witte,F,173.0,20
60.0,26796,Lisanne de Witte,F,175.0,23
65.0,26873,Fanny Deberghes,F,170.0,22
56.0,26875,Ilaria Debertolis,F,169.0,24
46.0,26969,Andrea Deelstra,F,164.0,31
89.0,26979,Didier Dfago,M,184.0,36
81.0,27048,Steffen Deibler,M,186.0,29
46.0,27062,Veerle Dejaeghere,F,159.0,43
67.0,27081,Inge Dekker,F,183.0,30
85.0,27093,Dieter Dekoninck,M,190.0,25
62.0,27104,Stanly Jos del Carmen Cruz,M,163.0,20
56.0,27131,Ajla Del Ponte,F,168.0,20
112.0,27136,Diego Alan del Real Galindo,M,188.0,22
58.0,27380,"Cynthia ""Janay"" DeLoach (-Soukup)",F,166.0,30
48.0,27450,Yigrem Demelash,M,167.0,22
58.0,27488,Mirela Krasimirova Demireva,F,180.0,26
75.0,27520,Dominic Demschar,M,176.0,20
58.0,27572,Deng Shudi,M,163.0,24
118.0,27643,Matthew Denny,M,195.0,20
110.0,27699,Emel Dereli,F,181.0,20
46.0,27714,Senna Sandra Deriks,F,155.0,15
50.0,27720,Dariya Derkach,F,170.0,23
75.0,27753,Kateryna Oleksandrivna Derun,F,167.0,22
46.0,27757,Nina Derwael,F,165.0,16
80.0,27762,Andriy Vasylovych Deryzemlia,M,188.0,36
67.0,27768,Eseosa Fostine Desalu,M,180.0,22
72.0,27842,Jrmy Desplanches,M,189.0,21
67.0,27872,Simon Desthieux,M,175.0,22
79.0,27897,Gabriele Detti,M,184.0,21
65.0,27911,Bart Deurloo,M,170.0,25
58.0,28016,Ana erek,F,164.0,17
63.0,28026,Jeroen D'hoedt,M,183.0,26
64.0,28039,Ayyasamy Dharun,M,177.0,19
67.0,28062,Giorgio Di Centa,M,174.0,41
75.0,28077,Alex Di Giorgio,M,185.0,26
57.0,28101,Silvia Di Pietro,F,165.0,23
82.0,28109,Gary di Silvestri,M,183.0,47
70.0,28120,Mamadou Chrif Dia,M,180.0,31
49.0,28143,Sahily Diago Mesa,F,169.0,20
58.0,28171,Emily Jane Diamond,F,173.0,25
55.0,28191,Camile Dias,F,165.0,17
55.0,28225,Azucena Daz Calvo,F,163.0,33
67.0,28266,Jos Ignacio Daz Velzquez,M,168.0,36
52.0,28311,Genzebe Dibaba Keneni,F,168.0,25
45.0,28312,Mare Dibaba Hurssa (-Ibrahimova-),F,156.0,26
50.0,28313,Tirunesh Dibaba Keneni,F,166.0,31
47.0,28336,Marisa Roseanne Dick,F,153.0,19
50.0,28371,Kylie Rei Dickson,F,160.0,17
82.0,28430,Christian Diener,M,182.0,23
58.0,28503,"Jessica ""Jessie"" Diggins",F,163.0,22
82.0,28538,Karsten Dilla,M,188.0,27
82.0,28569,Stefanos Dimitriadis,M,189.0,26
72.0,28574,Dimitrios Dimitriou,M,179.0,19
77.0,28600,Rumen Dimitrov,M,175.0,29
93.0,28667,Shawn Erbelau Dingilius-Wallace,M,184.0,22
66.0,28676,Yohann Diniz,M,185.0,38
65.0,28734,"Madeline Jane ""Maya"" DiRado",F,175.0,23
49.0,28744,Etenesh Diro Neda,F,168.0,25
69.0,28762,Cline Distel-Bonnet,F,170.0,29
81.0,28763,Dominik Distelberger,M,186.0,26
43.0,28814,Alyson Dixon,F,155.0,37
67.0,28917,Ruslan Hryhorovych Dmytrenko,M,180.0,30
68.0,28924,Nicolas d'Oriano,M,175.0,19
73.0,28937,Allan Lopes Mamdio do Carmo,M,174.0,27
75.0,28958,Patryk Dobek,M,187.0,22
72.0,29069,Jeremy Dodson,M,180.0,28
73.0,29110,Sean Doherty,M,180.0,18
62.0,29113,Carl Dohmann,M,183.0,26
72.0,29139,Peter Dokl,M,178.0,29
68.0,29183,Sergey Nikolayevich Dolidovich,M,175.0,40
51.0,29222,Marina Frantsevna Domantsevich,F,162.0,32
100.0,29254,Wagner Jos Alberto Carvalho Domingos,M,187.0,33
58.0,29305,Darya Vladimirovna Domracheva,F,168.0,27
83.0,29336,Fabrizio Donato,M,189.0,39
74.0,29366,Dong Bin,M,180.0,27
55.0,29372,Dong Guojian,M,170.0,29
62.0,29374,Dong Jie,F,170.0,17
95.0,29383,Auriol Dongmo Mekemnang,F,173.0,26
85.0,29453,Fritz Dopfer,M,188.0,26
69.0,29457,Valdas Dopolskas,M,183.0,24
55.0,29493,Marie Dorin-Habert,F,168.0,27
74.0,29497,Troy Doris,M,172.0,27
67.0,29546,Aleksandr Sergeyevich Dorozhko,M,172.0,22
59.0,29555,Frantz Mike Itelord Dorsainvil,M,170.0,25
58.0,29590,Marlson Gomes dos Santos,M,174.0,38
46.0,29591,Marily dos Santos,F,158.0,38
70.0,29595,Peterson dos Santos,M,181.0,25
74.0,29604,Vtor Hugo Silva Mouro dos Santos,M,185.0,20
60.0,29610,Mrio Jos dos Santos Jnior,M,171.0,36
60.0,29638,Anastasiya Aleksandrovna Dotsenko,F,170.0,27
80.0,29644,Luca Dotto,M,192.0,26
70.0,29648,Hannes Dotzler,M,176.0,23
,29668,Gabriella Al-Doueihy,F,,17
50.0,29686,"Gabrielle Christina Victoria ""Gabby"" Douglas",F,157.0,20
78.0,29737,"Konstantinos Alexandros ""Kostas"" Douvalidis-Ricks",M,181.0,29
,29754,Mikhail Dzhavanshirovich Dovgalyuk,M,,21
65.0,29775,Anna Dowgiert,F,178.0,26
55.0,29788,"Rebecca Lauren ""Beckie"" Downie",F,156.0,24
60.0,29789,"Elissa Rebecca Louis ""Ellie"" Downie",F,162.0,17
65.0,29813,Fiona Doyle,F,175.0,24
73.0,29858,Jonathan Drack,M,184.0,27
64.0,29890,Marian Drgulescu,M,163.0,35
57.0,29898,Aneka Drahotov,F,180.0,21
67.0,29914,Theodora Drakou,F,169.0,24
62.0,29933,"Jessica Margaret Aida ""Jess"" Draskau-Petersson",F,170.0,38
74.0,29939,Yevgeny Yuryevich Drattsev,M,180.0,33
58.0,29948,Rasa Drazdauskait,F,173.0,35
88.0,29962,Dion Christian Dreesens,M,195.0,23
59.0,29974,Hannah Dreissigacker,F,170.0,27
86.0,29989,Caeleb Remel Dressel,M,191.0,19
83.0,30097,Derek Drouin,M,196.0,26
63.0,30138,Ilya Andreyevich Druzhinin,M,173.0,18
113.0,30141,Mark William Dry,M,184.0,28
46.0,30144,Monika Mariola Drybulska-Stefanowicz,F,160.0,36
73.0,30228,talo Manzine Amaral Duarte Garfalo,M,180.0,24
63.0,30242,Anastasiya Viktorovna Dubarezova,F,171.0,28
76.0,30268,Alyona Viktorovna Dubitskaya (Grishko-),F,180.0,26
,30269,Cedric Dubler,M,191.0,21
72.0,30305,Martina Dubovsk,F,174.0,21
54.0,30336,Krista DuChene,F,167.0,39
100.0,30357,Natalia Duc Soler,F,177.0,27
85.0,30379,Mihail Duda,M,184.0,26
105.0,30482,Damir Dugonji,M,202.0,28
70.0,30644,Evan Dunfee,M,182.0,25
64.0,30660,Susan Krista Dunklee,F,170.0,27
79.0,30661,Fitzroy Junior Dunkley,M,195.0,23
55.0,30717,Duo Bujie,M,175.0,22
80.0,30788,Miguel Durn Navia,M,193.0,20
83.0,30802,Yordanys Duraona Garca,M,185.0,28
63.0,30851,Johannes Drr,M,177.0,26
56.0,30873,Nadiya Dusanova,F,174.0,28
74.0,30894,Stuart Dutamby,M,176.0,22
61.0,30902,Pamela Dutkiewicz,F,170.0,24
71.0,30948,Robin Duvillard,M,178.0,30
89.0,31012,Conor James Dwyer,M,196.0,27
47.0,31054,Agnieszka Dygacz,F,160.0,31
66.0,31127,Yuliya Valentynivna Dzhyma,F,166.0,23
81.0,31205,Ashton James Eaton,M,186.0,28
68.0,31266,Yuki Ebihara,F,164.0,30
55.0,31330,Lisa Ecker,F,157.0,23
59.0,31342,Tiril Kampenhaug Eckhoff,F,163.0,23
57.0,31354,Ludovico Edalli,M,165.0,22
79.0,31391,Simon Eder,M,186.0,30
60.0,31452,Muktar Edris Awel,M,171.0,22
76.0,31468,Alonso Reno Edward Henry,M,181.0,26
72.0,31629,Ogho-Ogene Omano Egwero,M,171.0,27
59.0,31634,Naito Ehara,M,172.0,23
72.0,31769,Sebastian Eisenlauer,M,181.0,23
59.0,31885,Yekaterina Aleksandrovna Ektova,F,170.0,23
61.0,31902,El Hassan El-Abbassi,M,171.0,32
