CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13629,4605,11,2480.76,2,1,1,211,2High Value
13630,4587,6,403.99,1,1,1,111,High Value1
13631,4788,1,100.0,4,4,3,443,4Lost
13632,4606,5,363.81,2,1,1,211,2High Value
13634,4615,5,352.33000000000004,2,1,1,211,2High Value
13635,4649,1,243.23000000000002,3,4,2,342,3Low Value
13636,4618,4,185.0,2,2,2,222,Medium Value2
13637,4634,3,256.25,3,2,2,322,Medium Value2
13638,4597,1,38.1,1,4,4,144,144
13639,4656,1,270.78,3,4,2,342,3Low Value
13642,4797,1,51.07,4,4,4,444,444
13643,4613,2,152.7,2,3,2,232,2Medium Value
13644,4598,4,639.3399999999999,1,2,1,121,High Value1
13645,4702,1,19.9,3,4,4,344,344
13647,4591,4,240.56,1,2,2,122,High Value2
13649,4838,1,15.299999999999999,4,4,4,444,444
13650,4598,6,461.9200000000001,1,1,1,111,High Value1
13652,4627,2,170.68,2,3,2,232,2Medium Value
13654,4625,5,442.94,2,1,1,211,2High Value
13655,4696,2,190.16,3,3,2,332,3Medium Value
13656,4746,2,62.11999999999999,4,3,3,433,Lost3
13657,4592,2,22.8,1,3,4,134,134
13658,4591,4,244.46,1,2,2,122,High Value2
13659,4787,2,268.3299999999999,4,3,2,432,4Medium Value
13662,4667,3,134.84,3,2,3,323,Medium Value3
13663,4761,1,5.04,4,4,4,444,444
13666,4642,2,12.55,3,3,4,334,Lost4
13667,4731,1,53.940000000000005,4,4,4,444,444
13668,4584,21,1320.5700000000004,1,1,1,111,High Value1
13669,4632,2,60.45,2,3,3,233,2Lost
13670,4657,1,59.94,3,4,3,343,3Lost
13673,4600,2,110.91999999999999,1,3,3,133,1Lost
13675,4733,2,167.04,4,3,2,432,4Medium Value
13678,4733,1,11.64,4,4,4,444,444
13680,4583,4,983.1599999999999,1,2,1,121,High Value1
13681,4599,4,177.88,1,2,2,122,High Value2
13682,4769,1,42.5,4,4,4,444,444
13684,4867,1,14.8,4,4,4,444,444
13685,4585,5,754.27,1,1,1,111,High Value1
13686,4764,1,8.5,4,4,4,444,444
13689,4645,1,358.0,3,4,1,341,3Low Value
13690,4641,1,32.7,3,4,4,344,344
13692,4606,2,324.90000000000003,2,3,2,232,2Medium Value
13694,4585,36,12768.029999999999,1,1,1,111,High Value1
13695,4613,8,305.27,2,1,2,212,2High Value
13697,4620,1,48.32,2,4,4,244,244
13699,4737,1,63.6,4,4,3,443,4Lost
13700,4608,10,495.38,2,1,1,211,2High Value
13703,4900,1,99.5,4,4,3,443,4Lost
13704,4587,6,320.96999999999997,1,1,2,112,High Value2
13705,4589,2,99.36000000000001,1,3,3,133,1Lost
13706,4884,1,41.10000000000001,4,4,4,444,444
13707,4849,2,110.44999999999999,4,3,3,433,Lost3
13708,4853,1,88.43,4,4,3,443,4Lost
13709,4585,9,1458.9299999999998,1,1,1,111,High Value1
13710,4613,1,23.28,2,4,4,244,244
13711,4800,1,88.19,4,4,3,443,4Lost
13712,4828,1,15.0,4,4,4,444,444
13715,4863,3,198.25,4,2,2,422,4Medium Value
13716,4851,1,25.849999999999998,4,4,4,444,444
13717,4614,6,204.65999999999997,2,1,2,212,2High Value
13718,4828,2,73.1,4,3,3,433,Lost3
13719,4597,5,278.09000000000003,1,1,2,112,High Value2
13720,4698,3,118.1,3,2,3,323,Medium Value3
13721,4618,1,127.95,2,4,3,243,2Lost
13722,4713,3,437.44000000000005,3,2,1,321,Medium Value1
13723,4799,1,19.75,4,4,4,444,444
13725,4631,6,215.95000000000002,2,1,2,212,2High Value
13726,4620,2,349.94,2,3,1,231,2Medium Value
13727,4610,2,103.85,2,3,3,233,2Lost
13728,4618,6,187.7,2,1,2,212,2High Value
13730,4717,2,288.47,3,3,2,332,3Medium Value
13731,4801,2,215.51999999999998,4,3,2,432,4Medium Value
13732,4610,1,71.4,2,4,3,243,2Lost
13735,4606,4,720.4899999999999,2,2,1,221,Medium Value1
13736,4587,2,84.36,1,3,3,133,1Lost
13737,4782,1,46.45,4,4,4,444,444
13740,4822,1,30.479999999999997,4,4,4,444,444
13741,4653,3,153.21,3,2,2,322,Medium Value2
13742,4598,10,569.5100000000001,1,1,1,111,High Value1
13743,4584,5,275.88,1,1,2,112,High Value2
13744,4677,2,301.48,3,3,2,332,3Medium Value
13745,4744,1,111.71999999999998,4,4,3,443,4Lost
13748,4677,4,215.14999999999998,3,2,2,322,Medium Value2
13750,4635,3,467.07000000000005,3,2,1,321,Medium Value1
13751,4870,1,169.2,4,4,2,442,4Low Value
13752,4737,5,204.57999999999998,4,1,2,412,4High Value
13753,4869,1,63.9,4,4,3,443,4Lost
13754,4899,1,45.3,4,4,4,444,444
13755,4585,9,520.77,1,1,1,111,High Value1
13756,4584,12,831.33,1,1,1,111,High Value1
13758,4620,4,423.65000000000003,2,2,1,221,Medium Value1
13759,4653,1,282.44,3,4,2,342,3Low Value
13760,4636,2,30.04,3,3,4,334,Lost4
13761,4632,2,162.09,2,3,2,232,2Medium Value
13762,4800,1,30.0,4,4,4,444,444
13763,4645,1,281.52,3,4,2,342,3Low Value
13764,4652,3,154.42999999999998,3,2,2,322,Medium Value2
13767,4607,30,2940.2,2,1,1,211,2High Value
13769,4584,8,729.26,1,1,1,111,High Value1
13771,4646,4,331.90000000000003,3,2,2,322,Medium Value2
13772,4615,3,212.15,2,2,2,222,Medium Value2
13774,4663,1,62.349999999999994,3,4,3,343,3Lost
13777,4590,16,4401.26,1,1,1,111,High Value1
13778,4685,1,27.25,3,4,4,344,344
13780,4589,2,62.31,1,3,3,133,1Lost
13781,4832,1,37.830000000000005,4,4,4,444,444
13782,4594,6,227.92,1,1,2,112,High Value2
13784,4800,1,55.800000000000004,4,4,4,444,444
13787,4657,1,13.89,3,4,4,344,344
13790,4586,1,85.26,1,4,3,143,1Lost
13791,4709,2,648.0,3,3,1,331,3Medium Value
13792,4648,2,38.4,3,3,4,334,Lost4
13798,4584,44,8167.580000000001,1,1,1,111,High Value1
13799,4698,2,136.3,3,3,3,333,Lost3
13800,4891,1,151.8,4,4,2,442,4Low Value
13801,4648,1,30.299999999999997,3,4,4,344,344
13802,4720,3,1114.98,3,2,1,321,Medium Value1
13803,4837,1,57.7,4,4,4,444,444
13804,4612,6,374.91999999999996,2,1,1,211,2High Value
13805,4634,2,303.40000000000003,3,3,2,332,3Medium Value
13808,4587,4,339.7,1,2,1,121,High Value1
13819,4883,3,241.8,4,2,2,422,4Medium Value
13821,4726,2,77.69,4,3,3,433,Lost3
13822,4622,1,93.59,2,4,3,243,2Lost
13823,4600,2,341.55,1,3,1,131,1Medium Value
13824,4823,2,216.5,4,3,2,432,4Medium Value
13826,4758,1,25.5,4,4,4,444,444
13827,4639,3,76.17999999999999,3,2,3,323,Medium Value3
13828,4604,1,10.2,2,4,4,244,244
13831,4598,3,367.90999999999997,1,2,1,121,High Value1
13832,4601,1,19.799999999999997,2,4,4,244,244
13833,4741,1,97.7,4,4,3,443,4Lost
13835,4607,4,160.18,2,2,2,222,Medium Value2
13837,4793,2,8.5,4,3,4,434,Lost4
13838,4587,3,106.15000000000002,1,2,3,123,High Value3
13842,4640,8,664.89,3,1,1,311,3High Value
13844,4593,1,111.10000000000001,1,4,3,143,1Lost
13846,4606,3,242.45000000000002,2,2,2,222,Medium Value2
13848,4879,1,85.0,4,4,3,443,4Lost
13849,4633,2,401.78,3,3,1,331,3Medium Value
13850,4711,1,308.63,3,4,2,342,3Low Value
13851,4677,3,366.53999999999996,3,2,1,321,Medium Value1
13853,4639,1,139.39999999999998,3,4,2,342,3Low Value
13854,4590,14,1367.89,1,1,1,111,High Value1
13856,4750,2,112.8,4,3,3,433,Lost3
13858,4639,1,50.370000000000005,3,4,4,344,344
13859,4908,1,50.09,4,4,4,444,444
13860,4583,4,294.94,1,2,2,122,High Value2
13862,4600,8,390.54999999999995,1,1,1,111,High Value1
13863,4829,1,60.18,4,4,3,443,4Lost
13865,4640,4,121.82,3,2,3,323,Medium Value3
13866,4656,1,24.900000000000002,3,4,4,344,344
13867,4613,3,180.56,2,2,2,222,Medium Value2
13868,4620,1,108.05000000000001,2,4,3,243,2Lost
13869,4705,4,674.3799999999999,3,2,1,321,Medium Value1
13870,4584,8,563.3299999999999,1,1,1,111,High Value1
13871,4604,12,997.16,2,1,1,211,2High Value
13873,4701,1,47.7,3,4,4,344,344
13874,4940,1,227.64999999999998,4,4,2,442,4Low Value
13875,4635,5,442.64,3,1,1,311,3High Value
13876,4645,1,58.6,3,4,4,344,344
13878,4636,1,313.42,3,4,2,342,3Low Value
13880,4603,11,708.83,2,1,1,211,2High Value
13881,4607,12,2785.2099999999996,2,1,1,211,2High Value
13882,4584,5,284.74,1,1,2,112,High Value2
13883,4592,5,527.69,1,1,1,111,High Value1
13884,4589,3,171.5,1,2,2,122,High Value2
13885,4782,1,64.7,4,4,3,443,4Lost
13886,4653,1,39.7,3,4,4,344,344
13887,4786,1,78.96000000000001,4,4,3,443,4Lost
13888,4701,2,160.51,3,3,2,332,3Medium Value
13889,4674,1,133.7,3,4,3,343,3Lost
13890,4583,10,246.53999999999996,1,1,2,112,High Value2
13892,4646,1,105.4,3,4,3,343,3Lost
13893,4879,1,84.80000000000001,4,4,3,443,4Lost
13894,4605,2,65.4,2,3,3,233,2Lost
13895,4610,4,539.74,2,2,1,221,Medium Value1
13897,4632,1,74.9,2,4,3,243,2Lost
13898,4907,1,29.85,4,4,4,444,444
13899,4856,1,78.9,4,4,3,443,4Lost
13900,4774,2,121.22000000000001,4,3,3,433,Lost3
13901,4654,4,496.62,3,2,1,321,Medium Value1
13904,4619,2,50.4,2,3,4,234,234
13908,4661,4,491.82,3,2,1,321,Medium Value1
13911,4639,9,473.54,3,1,1,311,3High Value
13914,4593,1,67.86,1,4,3,143,1Lost
13917,4631,2,17.04,2,3,4,234,234
13918,4631,2,106.30000000000001,2,3,3,233,2Lost
13922,4933,1,51.75,4,4,4,444,444
13923,4635,1,98.42000000000002,3,4,3,343,3Lost
13924,4583,5,337.24,1,1,1,111,High Value1
13925,4703,2,142.47,3,3,2,332,3Medium Value
13926,4605,1,20.4,2,4,4,244,244
13927,4656,1,47.2,3,4,4,344,344
13928,4592,4,91.32,1,2,3,123,High Value3
13929,4751,2,433.7,4,3,1,431,4Medium Value
13930,4639,2,30.6,3,3,4,334,Lost4
13931,4677,2,280.9,3,3,2,332,3Medium Value
13933,4691,2,77.1,3,3,3,333,Lost3
13934,4845,1,219.25,4,4,2,442,4Low Value
13936,4761,1,112.53999999999999,4,4,3,443,4Lost
13937,4751,1,50.39999999999999,4,4,4,444,444
13938,4617,1,21.939999999999998,2,4,4,244,244
13939,4605,3,149.91,2,2,2,222,Medium Value2
13940,4599,4,141.54000000000002,1,2,2,122,High Value2
13941,4603,4,547.2,2,2,1,221,Medium Value1
13946,4783,2,131.39999999999998,4,3,3,433,Lost3
13947,4647,1,19.799999999999997,3,4,4,344,344
13948,4942,1,46.8,4,4,4,444,444
13949,4584,6,454.94000000000005,1,1,1,111,High Value1
13950,4593,3,55.08,1,2,4,124,High Value4
13951,4758,3,115.38,4,2,3,423,Low Value3
13952,4799,2,722.06,4,3,1,431,4Medium Value
13953,4589,3,795.0,1,2,1,121,High Value1
13954,4583,2,176.5,1,3,2,132,1Medium Value
13955,4736,2,72.98000000000002,4,3,3,433,Lost3
13956,4587,5,266.48,1,1,2,112,High Value2
13959,4661,3,142.96000000000004,3,2,2,322,Medium Value2
13960,4603,1,24.660000000000004,2,4,4,244,244
13962,4827,1,15.299999999999999,4,4,4,444,444
13963,4890,3,45.2,4,2,4,424,Low Value4
13967,4727,1,45.0,4,4,4,444,444
13969,4589,16,1970.9700000000003,1,1,1,111,High Value1
13971,4600,8,467.36,1,1,1,111,High Value1
13972,4783,1,53.9,4,4,4,444,444
13973,4869,1,177.2,4,4,2,442,4Low Value
13974,4631,1,39.96,2,4,4,244,244
13975,4613,5,433.74999999999994,2,1,1,211,2High Value
13978,4627,1,63.32000000000001,2,4,3,243,2Lost
13979,4655,1,227.0,3,4,2,342,3Low Value
13980,4642,1,91.66,3,4,3,343,3Lost
13982,4621,3,325.34999999999997,2,2,2,222,Medium Value2
13983,4611,7,826.94,2,1,1,211,2High Value
13984,4907,1,11.8,4,4,4,444,444
13985,4586,14,1406.42,1,1,1,111,High Value1
13986,4599,1,58.129999999999995,1,4,4,144,144
13988,4601,6,661.7399999999999,2,1,1,211,2High Value
13989,4647,2,316.6,3,3,2,332,3Medium Value
13990,4795,1,54.550000000000004,4,4,4,444,444
13991,4594,5,195.13,1,1,2,112,High Value2
13992,4612,1,20.0,2,4,4,244,244
13993,4624,8,541.28,2,1,1,211,2High Value
13994,4585,6,467.04,1,1,1,111,High Value1
13995,4638,4,217.43,3,2,2,322,Medium Value2
13999,4592,10,588.9800000000001,1,1,1,111,High Value1
14000,4793,1,60.0,4,4,3,443,4Lost
14001,4627,2,496.20000000000005,2,3,1,231,2Medium Value
14002,4716,2,70.28,3,3,3,333,Lost3
14004,4625,7,1170.75,2,1,1,211,2High Value
14005,4591,5,697.3600000000001,1,1,1,111,High Value1
14006,4697,3,196.32,3,2,2,322,Medium Value2
14009,4780,2,199.11,4,3,2,432,4Medium Value
14012,4859,1,104.4,4,4,3,443,4Lost
14013,4692,3,82.38,3,2,3,323,Medium Value3
14014,4659,1,28.240000000000002,3,4,4,344,344
14015,4634,1,189.42000000000002,3,4,2,342,3Low Value
14019,4628,3,204.85,2,2,2,222,Medium Value2
14020,4598,2,119.05999999999999,1,3,3,133,1Lost
14021,4737,3,218.85000000000002,4,2,2,422,4Medium Value
14022,4807,1,64.86,4,4,3,443,4Lost
14023,4589,2,110.5,1,3,3,133,1Lost
14024,4703,2,66.15,3,3,3,333,Lost3
14027,4642,1,10.2,3,4,4,344,344
14029,4645,1,25.5,3,4,4,344,344
14030,4600,6,297.68000000000006,1,1,2,112,High Value2
14031,4589,14,2504.68,1,1,1,111,High Value1
14032,4598,9,484.41999999999996,1,1,1,111,High Value1
14034,4604,2,66.69,2,3,3,233,2Lost
14035,4610,4,275.12,2,2,2,222,Medium Value2
14036,4866,1,137.0,4,4,2,442,4Low Value
14037,4946,1,15.75,4,4,4,444,444
14038,4660,3,237.70000000000005,3,2,2,322,Medium Value2
14039,4615,1,102.6,2,4,3,243,2Lost
14040,4643,8,696.3,3,1,1,311,3High Value
14041,4848,1,11.799999999999999,4,4,4,444,444
14044,4608,4,118.19000000000001,2,2,3,223,Medium Value3
14047,4590,2,113.1,1,3,3,133,1Lost
14048,4887,1,95.46999999999998,4,4,3,443,4Lost
14049,4598,4,1048.92,1,2,1,121,High Value1
14050,4613,2,184.73000000000002,2,3,2,232,2Medium Value
14051,4582,18,2688.95,1,1,1,111,High Value1
14052,4601,1,39.0,2,4,4,244,244
14054,4647,1,9.959999999999999,3,4,4,344,344
14055,4688,1,137.6,3,4,2,342,3Low Value
14056,4583,22,1618.46,1,1,1,111,High Value1
14057,4605,15,1356.94,2,1,1,211,2High Value
14059,4848,1,23.4,4,4,4,444,444
14060,4586,15,1623.3,1,1,1,111,High Value1
14062,4591,8,1140.22,1,1,1,111,High Value1
14064,4611,5,218.70999999999998,2,1,2,212,2High Value
14066,4848,1,53.25,4,4,4,444,444
14067,4645,2,73.89999999999999,3,3,3,333,Lost3
14068,4902,1,67.80000000000001,4,4,3,443,4Lost
14071,4585,8,296.93,1,1,2,112,High Value2
14073,4614,1,30.939999999999998,2,4,4,244,244
14075,4586,3,222.12,1,2,2,122,High Value2
14076,4711,1,21.79,3,4,4,344,344
14077,4660,4,111.27,3,2,3,323,Medium Value3
14078,4683,4,300.4,3,2,2,322,Medium Value2
14079,4706,1,46.55,3,4,4,344,344
14081,4884,1,98.9,4,4,3,443,4Lost
14082,4946,1,32.6,4,4,4,444,444
14083,4586,5,153.29999999999998,1,1,2,112,High Value2
14085,4584,16,925.34,1,1,1,111,High Value1
14087,4584,1,56.51,1,4,4,144,144
14088,4592,11,11812.27,1,1,1,111,High Value1
14089,4638,1,79.45,3,4,3,343,3Lost
14092,4589,12,634.5,1,1,1,111,High Value1
14093,4594,1,91.35,1,4,3,143,1Lost
14096,4586,17,13300.1,1,1,1,111,High Value1
14098,4618,1,18.259999999999998,2,4,4,244,244
14099,4598,11,701.9300000000001,1,1,1,111,High Value1
14100,4719,1,41.95,3,4,4,344,344
14101,4655,6,2191.9399999999996,3,1,1,311,3High Value
14102,4587,4,251.59999999999997,1,2,2,122,High Value2
14104,4736,2,93.6,4,3,3,433,Lost3
14105,4821,1,224.73000000000002,4,4,2,442,4Low Value
14107,4633,7,498.15999999999997,3,1,1,311,3High Value
14108,4612,2,85.98,2,3,3,233,2Lost
14109,4654,1,55.2,3,4,4,344,344
14110,4585,9,1367.8999999999999,1,1,1,111,High Value1
14112,4604,6,537.9000000000001,2,1,1,211,2High Value
14113,4585,2,106.80000000000001,1,3,3,133,1Lost
14114,4855,2,53.699999999999996,4,3,4,434,Lost4
14116,4601,5,245.32000000000002,2,1,2,212,2High Value
14117,4725,1,30.0,4,4,4,444,444
14121,4585,4,631.1200000000001,1,2,1,121,High Value1
14124,4666,1,118.08,3,4,3,343,3Lost
14125,4592,3,443.07000000000005,1,2,1,121,High Value1
14126,4592,1,29.400000000000002,1,4,4,144,144
14127,4704,2,92.34,3,3,3,333,Lost3
14128,4642,2,184.22,3,3,2,332,3Medium Value
14129,4583,4,251.0,1,2,2,122,High Value2
14130,4901,1,99.25000000000001,4,4,3,443,4Lost
14132,4584,11,757.98,1,1,1,111,High Value1
14133,4711,2,187.92,3,3,2,332,3Medium Value
14135,4583,11,1035.2400000000002,1,1,1,111,High Value1
14138,4583,2,327.29,1,3,2,132,1Medium Value
14139,4628,1,66.24,2,4,3,243,2Lost
14140,4585,2,164.54999999999998,1,3,2,132,1Medium Value
14141,4584,3,144.60000000000002,1,2,2,122,High Value2
14145,4628,3,1128.6,2,2,1,221,Medium Value1
14146,4590,5,823.62,1,1,1,111,High Value1
14147,4867,1,136.0,4,4,3,443,4Lost
14148,4815,1,127.5,4,4,3,443,4Lost
14149,4802,1,50.39999999999999,4,4,4,444,444
14150,4617,2,163.6,2,3,2,232,2Medium Value
14152,4657,2,114.17999999999999,3,3,3,333,Lost3
14154,4821,2,214.7,4,3,2,432,4Medium Value
14155,4848,1,35.7,4,4,4,444,444
14157,4867,1,18.97,4,4,4,444,444
14158,4622,1,115.98,2,4,3,243,2Lost
14159,4601,11,837.3899999999999,2,1,1,211,2High Value
14161,4797,2,70.44,4,3,3,433,Lost3
14162,4755,2,35.849999999999994,4,3,4,434,Lost4
14163,4669,4,524.84,3,2,1,321,Medium Value1
14164,4662,1,131.4,3,4,3,343,3Lost
14165,4857,1,49.480000000000004,4,4,4,444,444
14167,4621,4,167.95,2,2,2,222,Medium Value2
14171,4680,1,83.57,3,4,3,343,3Lost
14173,4592,4,53.68000000000001,1,2,4,124,High Value4
14174,4615,1,19.05,2,4,4,244,244
14175,4641,3,707.59,3,2,1,321,Medium Value1
14176,4879,3,88.0,4,2,3,423,Low Value3
14177,4677,2,68.3,3,3,3,333,Lost3
14178,4590,7,342.89,1,1,1,111,High Value1
14179,4622,2,149.38000000000002,2,3,2,232,2Medium Value
14180,4592,21,754.0000000000001,1,1,1,111,High Value1
14184,4648,1,110.64,3,4,3,343,3Lost
14185,4913,1,165.0,4,4,2,442,4Low Value
14188,4612,6,422.40000000000003,2,1,1,211,2High Value
14189,4584,14,987.9499999999999,1,1,1,111,High Value1
14191,4583,12,896.0699999999999,1,1,1,111,High Value1
14193,4649,2,157.2,3,3,2,332,3Medium Value
14194,4586,20,2343.45,1,1,1,111,High Value1
14195,4834,1,100.80000000000001,4,4,3,443,4Lost
14196,4688,1,244.79999999999998,3,4,2,342,3Low Value
14198,4600,3,106.75,1,2,3,123,High Value3
14201,4642,4,113.17999999999999,3,2,3,323,Medium Value3
14204,4584,1,45.6,1,4,4,144,144
14205,4598,2,113.7,1,3,3,133,1Lost
14206,4821,1,56.99999999999999,4,4,4,444,444
14208,4676,1,10.5,3,4,4,344,344
14209,4703,4,119.75000000000001,3,2,3,323,Medium Value3
14210,4687,5,397.0400000000001,3,1,1,311,3High Value
14211,4635,7,299.82000000000005,3,1,2,312,3High Value
14212,4671,1,339.4,3,4,1,341,3Low Value
14214,4752,2,196.59,4,3,2,432,4Medium Value
14215,4593,5,311.25000000000006,1,1,2,112,High Value2
14216,4585,4,276.86,1,2,2,122,High Value2
14217,4593,14,595.53,1,1,1,111,High Value1
14218,4624,1,54.56,2,4,4,244,244
14219,4586,1,4.68,1,4,4,144,144
14220,4829,2,307.2,4,3,2,432,4Medium Value
14221,4624,7,588.7900000000001,2,1,1,211,2High Value
14222,4759,1,212.21999999999997,4,4,2,442,4Low Value
14223,4674,3,111.92,3,2,3,323,Medium Value3
14224,4692,4,214.73,3,2,2,322,Medium Value2
14226,4611,4,461.20000000000005,2,2,1,221,Medium Value1
14227,4608,7,677.8799999999999,2,1,1,211,2High Value
14229,4633,3,313.98,3,2,2,322,Medium Value2
14231,4765,3,164.62,4,2,2,422,4Medium Value
14232,4624,5,475.26,2,1,1,211,2High Value
14233,4631,2,174.76000000000002,2,3,2,232,2Medium Value
14234,4612,3,182.75000000000003,2,2,2,222,Medium Value2
14235,4739,4,701.48,4,2,1,421,4Medium Value
14236,4662,1,33.839999999999996,3,4,4,344,344
14239,4625,10,507.06000000000006,2,1,1,211,2High Value
14240,4612,1,80.16,2,4,3,243,2Lost
14241,4765,1,94.60000000000001,4,4,3,443,4Lost
14242,4816,2,34.55,4,3,4,434,Lost4
14243,4590,7,325.23,1,1,2,112,High Value2
14245,4801,2,298.71999999999997,4,3,2,432,4Medium Value
14246,4692,3,233.14000000000001,3,2,2,322,Medium Value2
14247,4860,1,21.799999999999997,4,4,4,444,444
14248,4900,1,43.379999999999995,4,4,4,444,444
14250,4589,3,365.54,1,2,1,121,High Value1
14251,4583,5,536.9999999999999,1,1,1,111,High Value1
14256,4842,2,301.3,4,3,2,432,4Medium Value
14257,4705,3,358.75,3,2,1,321,Medium Value1
14258,4671,4,2687.34,3,2,1,321,Medium Value1
14259,4723,1,15.9,4,4,4,444,444
14261,4632,2,256.5,2,3,2,232,2Medium Value
14262,4590,7,482.82,1,1,1,111,High Value1
14264,4736,1,79.7,4,4,3,443,4Lost
14267,4744,3,311.68,4,2,2,422,4Medium Value
14270,4913,1,111.30000000000001,4,4,3,443,4Lost
14271,4807,1,11.9,4,4,4,444,444
14272,4655,2,86.30000000000001,3,3,3,333,Lost3
14273,4718,2,35.099999999999994,3,3,4,334,Lost4
14276,4680,3,212.65999999999997,3,2,2,322,Medium Value2
14280,4778,1,20.94,4,4,4,444,444
14282,4585,14,781.2199999999999,1,1,1,111,High Value1
14284,4612,2,109.44999999999999,2,3,3,233,2Lost
14285,4603,2,199.92,2,3,2,232,2Medium Value
14286,4605,3,1011.76,2,2,1,221,Medium Value1
14287,4590,2,35.400000000000006,1,3,4,134,134
14288,4795,1,80.7,4,4,3,443,4Lost
14289,4590,4,178.2,1,2,2,122,High Value2
14290,4593,5,648.19,1,1,1,111,High Value1
14291,4583,7,1054.1399999999999,1,1,1,111,High Value1
14292,4589,6,793.6800000000001,1,1,1,111,High Value1
14293,4585,3,84.36,1,2,3,123,High Value3
14295,4622,1,50.400000000000006,2,4,4,244,244
14297,4599,3,283.21,1,2,2,122,High Value2
14298,4590,36,9798.259999999998,1,1,1,111,High Value1
14299,4590,7,542.5600000000001,1,1,1,111,High Value1
14301,4699,1,168.12,3,4,2,342,3Low Value
14304,4804,1,96.5,4,4,3,443,4Lost
14305,4653,2,364.62999999999994,3,3,1,331,3Medium Value
14306,4633,2,208.5,3,3,2,332,3Medium Value
14307,4670,4,566.83,3,2,1,321,Medium Value1
14309,4590,9,671.6700000000001,1,1,1,111,High Value1
14311,4824,1,96.55000000000001,4,4,3,443,4Lost
14312,4628,6,262.54,2,1,2,212,2High Value
14314,4688,1,9.120000000000001,3,4,4,344,344
14315,4626,5,647.35,2,1,1,211,2High Value
14317,4646,1,142.38,3,4,2,342,3Low Value
14320,4914,1,93.09,4,4,3,443,4Lost
14321,4592,5,271.91999999999996,1,1,2,112,High Value2
14323,4696,2,208.07999999999998,3,3,2,332,3Medium Value
14326,4824,1,40.2,4,4,4,444,444
14327,4745,1,90.19999999999999,4,4,3,443,4Lost
14329,4599,6,967.2800000000001,1,1,1,111,High Value1
14331,4717,1,58.379999999999995,3,4,4,344,344
14332,4604,3,84.36000000000001,2,2,3,223,Medium Value3
14333,4649,1,29.1,3,4,4,344,344
14334,4675,7,596.5600000000001,3,1,1,311,3High Value
14336,4598,4,342.82,1,2,1,121,High Value1
14338,4778,1,59.6,4,4,3,443,4Lost
14339,4824,1,116.1,4,4,3,443,4Lost
14340,4800,1,65.4,4,4,3,443,4Lost
14341,4627,6,363.03000000000003,2,1,1,211,2High Value
14342,4603,3,169.56,2,2,2,222,Medium Value2
14344,4709,5,67.94,3,1,3,313,Medium Value3
14345,4620,1,32.85,2,4,4,244,244
14346,4702,2,274.36,3,3,2,332,3Medium Value
14348,4842,1,47.7,4,4,4,444,444
14349,4592,1,25.49,1,4,4,144,144
14350,4856,1,31.86,4,4,4,444,444
14351,4746,1,51.0,4,4,4,444,444
14352,4816,2,236.60000000000002,4,3,2,432,4Medium Value
14353,4797,1,18.9,4,4,4,444,444
14354,4587,2,48.599999999999994,1,3,4,134,134
14356,4661,2,138.47000000000003,3,3,2,332,3Medium Value
14357,4625,1,25.25,2,4,4,244,244
14359,4601,3,189.3,2,2,2,222,Medium Value2
14360,4613,4,675.6999999999999,2,2,1,221,Medium Value1
14362,4604,1,36.8,2,4,4,244,244
14364,4716,7,1066.0,3,1,1,311,3High Value
14367,4590,15,1913.4100000000003,1,1,1,111,High Value1
14368,4901,1,17.0,4,4,4,444,444
14371,4877,1,26.099999999999998,4,4,4,444,444
14373,4940,1,24.95,4,4,4,444,444
14375,4767,1,87.1,4,4,3,443,4Lost
14377,4773,2,115.85,4,3,3,433,Lost3
14379,4626,2,80.97,2,3,3,233,2Lost
14381,4634,1,40.199999999999996,3,4,4,344,344
14382,4608,1,176.65,2,4,2,242,2Low Value
14383,4620,3,348.0199999999999,2,2,1,221,Medium Value1
14385,4591,3,71.05,1,2,3,123,High Value3
14386,4878,1,27.900000000000002,4,4,4,444,444
14387,4614,3,368.13,2,2,1,221,Medium Value1
14388,4592,7,588.69,1,1,1,111,High Value1
14389,4647,2,220.1,3,3,2,332,3Medium Value
14390,4592,7,917.61,1,1,1,111,High Value1
14393,4800,1,29.75,4,4,4,444,444
14395,4584,8,682.0499999999998,1,1,1,111,High Value1
14396,4647,1,110.52000000000001,3,4,3,343,3Lost
14397,4584,13,498.9799999999999,1,1,1,111,High Value1
14400,4731,1,153.14000000000001,4,4,2,442,4Low Value
14401,4586,12,805.9599999999999,1,1,1,111,High Value1
14403,4799,2,546.8100000000001,4,3,1,431,4Medium Value
14404,4615,5,205.01,2,1,2,212,2High Value
14406,4701,1,15.299999999999999,3,4,4,344,344
14407,4689,5,471.99,3,1,1,311,3High Value
14408,4592,6,589.42,1,1,1,111,High Value1
14409,4653,4,324.40999999999997,3,2,2,322,Medium Value2
14410,4674,8,257.51,3,1,2,312,3High Value
14411,4892,1,286.20000000000005,4,4,2,442,4Low Value
14412,4624,2,114.13,2,3,3,233,2Lost
14413,4944,1,14.45,4,4,4,444,444
14414,4673,7,347.46,3,1,1,311,3High Value
14415,4583,13,1044.5499999999997,1,1,1,111,High Value1
14416,4624,1,36.1,2,4,4,244,244
14418,4585,3,499.59,1,2,1,121,High Value1
14419,4592,6,202.57,1,1,2,112,High Value2
14420,4681,1,48.36,3,4,4,344,344
