year,country_id,gdp,population,nobel_prize_winners
2003-01-01,121,1980901554,3612874,
2003-01-01,122,3588988601,32933,
2003-01-01,123,1595297356,2469286,
2003-01-01,124,1707710053,612267,
2003-01-01,125,52064058834,29843937,
2003-01-01,126,5597367853,19716598,
2003-01-01,127,10467109978,47624894,
2003-01-01,128,4931312147,1986535,
2003-01-01,129,6330473097,24950623,
2003-01-01,130,5.71863E+11,16225302,
2003-01-01,131,88250885550,4027200,
2003-01-01,132,5322454926,5240879,
2003-01-01,133,2731416346,12656870,
2003-01-01,134,67655813930,131972533,
2003-01-01,135,,23538540,
2003-01-01,136,2.28752E+11,4564855,
2003-01-01,137,21633810143,2385255,
2003-01-01,138,83244801093,147703401,
2003-01-01,139,152771900,19700,
2003-01-01,140,,,
2003-01-01,141,13693981200,3209174,
2003-01-01,142,3536411824,6010724,
2003-01-01,143,6588103836,5607950,
2003-01-01,144,58731030122,26937738,
2003-01-01,145,83908206648,83031954,
2003-01-01,146,2.17513E+11,38204570,
2003-01-01,147,1.64964E+11,10458821,
2003-01-01,148,74827400000,3826095,
2003-01-01,149,23533791209,688586,
2003-01-01,150,,,
2003-01-01,151,59867801205,21574326,
2003-01-01,152,4.30348E+11,144648257,1
2003-01-01,153,1846198771,8680346,
2003-01-01,154,465850739.6,47306,
2003-01-01,155,823837141.1,160973,
2003-01-01,156,481806296.3,108350,
2003-01-01,157,338838639.4,177662,
2003-01-01,158,1600451467,28494,
2003-01-01,159,95544010.78,148372,
2003-01-01,160,2.15808E+11,22556425,
2003-01-01,161,6858952880,10670990,
2003-01-01,162,21188704081,7480591,
2003-01-01,163,705704816,82781,
2003-01-01,164,1385810072,5199549,
2003-01-01,165,97001377569,4114826,
2003-01-01,166,46731767494,5373374,
2003-01-01,167,29697448108,1995733,
2003-01-01,168,332738245.9,446769,
2003-01-01,169,,9836397,
2003-01-01,170,1.75257E+11,47648727,
2003-01-01,171,6.80521E+11,47892330,
2003-01-01,172,,7501642,
2003-01-01,173,9.06853E+11,42187645,
2003-01-01,174,18881765437,19215307,
2003-01-01,175,17646503525,29435944,
2003-01-01,176,1271196078,488332,
2003-01-01,177,2197612701,1087392,
2003-01-01,178,3.31109E+11,8958229,
2003-01-01,179,3.52915E+11,7339001,
2003-01-01,180,21828144686,17415266,
2003-01-01,181,1554125531,6576877,
2003-01-01,182,11659129889,37149072,
2003-01-01,183,1.52281E+11,64554952,
2003-01-01,184,543358124.6,960852,
2003-01-01,185,1673690430,5391401,
2003-01-01,186,202543202,99789,
2003-01-01,187,11305459802,1284052,
2003-01-01,188,27453084983,9939678,
2003-01-01,189,3.11823E+11,66085803,
2003-01-01,190,5977560877,4655741,
2003-01-01,191,18231078.54,9767,
2003-01-01,192,6336696289,26624820,
2003-01-01,193,50132953288,47812950,
2003-01-01,194,1.24346E+11,3741932,
2003-01-01,195,1.15107E+13,290107933,7
2003-01-01,196,3453000000,108506,
2003-01-01,197,12045631093,3325637,
2003-01-01,198,10128112401,25567650,
2003-01-01,199,83620628582,25868523,
2003-01-01,200,39552513316,82747662,
2003-01-01,201,11777768087,19462086,
2003-01-01,202,4901839731,11421984,
2003-01-01,203,5727591800,12633897,
2004-01-01,1,5285465686,24118979,
2004-01-01,2,7314865176,3026939,
2004-01-01,3,85324998814,32831096,
2004-01-01,4,512000000,59264,
2004-01-01,5,2935659300,76244,
2004-01-01,6,19640853734,18865716,
2004-01-01,7,919577148.1,88257,
2004-01-01,8,1.64658E+11,38728696,
2004-01-01,9,3576615240,3000612,
2004-01-01,10,2228279330,98737,
2004-01-01,11,6.11904E+11,20127400,
2004-01-01,12,3.00904E+11,8171966,
2004-01-01,13,8680472169,8306500,
2004-01-01,14,9055290000,322526,
2004-01-01,15,13150166755,829848,
2004-01-01,16,65108544250,141307489,
2004-01-01,17,3514350000,273091,
2004-01-01,18,23144351852,9730146,
2004-01-01,19,3.70885E+11,10421137,
2004-01-01,20,1057845500,276089,
2004-01-01,21,4521424807,7750004,
2004-01-01,22,4484703000,63740,
2004-01-01,23,8773451739,8967741,
2004-01-01,24,10022840635,3781287,
2004-01-01,25,8957467707,1829330,
2004-01-01,26,6.69317E+11,184738458,
2004-01-01,27,,22541,
2004-01-01,28,7872333215,359523,
2004-01-01,29,25957970922,7716860,
2004-01-01,30,4838551100,13030569,
2004-01-01,31,915257323.4,7182451,
2004-01-01,32,5337833248,13063377,
2004-01-01,33,17430933517,16959081,
2004-01-01,34,1.0232E+12,31995000,
2004-01-01,35,924318490.8,467664,
2004-01-01,36,,47299,
2004-01-01,37,1270080251,4055036,
2004-01-01,38,4414929220,9710043,
2004-01-01,39,99210392858,15973778,
2004-01-01,40,1.95535E+12,1296075000,
2004-01-01,41,,,
2004-01-01,42,1.17075E+11,42724163,
2004-01-01,43,368143118.7,597228,
2004-01-01,44,4648628921,3605439,
2004-01-01,45,10297483481,53034217,
2004-01-01,46,,,
2004-01-01,47,18529767934,4187038,
2004-01-01,48,16554441847,17997738,
2004-01-01,49,41574530816,4439000,
2004-01-01,50,38203000000,11266941,
2004-01-01,51,17422375000,1010410,
2004-01-01,52,1.19162E+11,10197101,
2004-01-01,53,2.51373E+11,5404523,
2004-01-01,54,666072101.8,770752,
2004-01-01,55,374771481.5,70379,
2004-01-01,56,22692574473,9102998,
2004-01-01,57,36591661000,13509647,
2004-01-01,58,78845185293,75381899,
2004-01-01,59,13724810900,6000775,
2004-01-01,60,4410764339,724817,
2004-01-01,61,1109054005,3858623,
2004-01-01,62,12059201242,1362550,
2004-01-01,63,10131187261,74624405,
2004-01-01,64,240097000,106577,
2004-01-01,65,2727507213,818354,
2004-01-01,66,1.96768E+11,5228172,
2004-01-01,67,2.11574E+12,62704895,
2004-01-01,68,7756293575,1364205,
2004-01-01,69,578785951.4,1398573,
2004-01-01,70,5125363001,4245000,
2004-01-01,71,2.81925E+12,82516260,
2004-01-01,72,8881368538,20986536,
2004-01-01,73,2.39856E+12,59987905,
2004-01-01,74,2.40521E+11,10955141,
2004-01-01,75,599118592.6,102656,
2004-01-01,76,3857000000,158099,
2004-01-01,77,23965275996,12796925,
2004-01-01,78,3666349049,9490229,
2004-01-01,79,531109356.2,1350345,
2004-01-01,80,785918769.6,751652,
2004-01-01,81,3537720277,9119178,
2004-01-01,82,8772194250,7204153,
2004-01-01,83,1.691E+11,6783500,
2004-01-01,84,1.04067E+11,10107146,
2004-01-01,85,13722824251,292074,
2004-01-01,86,6.99689E+11,1126135777,
2004-01-01,87,,,
2004-01-01,88,2.56837E+11,223614649,
2004-01-01,89,1.90043E+11,69617100,
2004-01-01,90,1.9387E+11,4070262,
2004-01-01,91,1.35445E+11,6809000,2
2004-01-01,92,1.79831E+12,57685327,
2004-01-01,93,10150978155,2728777,
2004-01-01,94,4.81515E+12,127761000,
2004-01-01,95,11411390409,5535595,
2004-01-01,96,43151647003,15012985,
2004-01-01,97,16095337094,35074931,
2004-01-01,98,102367039.3,90542,
2004-01-01,99,3639935348,1704622,
2004-01-01,100,2211535312,5104700,
2004-01-01,101,2366398120,5664605,
2004-01-01,102,14373269156,2263122,
2004-01-01,103,20955223881,3863267,
2004-01-01,104,1511236656,1933728,
2004-01-01,105,474700000,3176414,
2004-01-01,106,33122307692,5704759,
2004-01-01,107,3454362686,34596,
2004-01-01,108,22649930576,3377075,
2004-01-01,109,34685281848,458095,
2004-01-01,110,5682719260,2057047,
2004-01-01,111,4363934494,17802997,
2004-01-01,112,3476094499,12676038,
2004-01-01,113,1.2475E+11,25174109,
2004-01-01,114,1226829563,310423,
2004-01-01,115,5444474268,12391906,
2004-01-01,116,6062780269,401268,
2004-01-01,117,131334600,52074,
2004-01-01,118,1833444740,3042823,
2004-01-01,119,6385695187,1221003,
2004-01-01,120,7.82241E+11,106995583,
2004-01-01,121,2598231467,3603945,
2004-01-01,122,4110348444,33314,
2004-01-01,123,1992066808,2496832,
2004-01-01,124,2073234418,613353,
2004-01-01,125,59626020162,30179285,
2004-01-01,126,6831808930,20312705,
2004-01-01,127,10567354056,48073707,
2004-01-01,128,6606858786,2009228,
2004-01-01,129,7273938315,25309449,
2004-01-01,130,6.50533E+11,16281779,
2004-01-01,131,1.03905E+11,4087500,
2004-01-01,132,5795568205,5309703,
2004-01-01,133,3052898739,13127012,
2004-01-01,134,87845420504,135393616,
2004-01-01,135,,23729498,
2004-01-01,136,2.64357E+11,4591910,
2004-01-01,137,24763589077,2444751,
2004-01-01,138,97977766198,150780300,
2004-01-01,139,164166000,19804,
2004-01-01,140,,,
2004-01-01,141,15013381700,3269541,
2004-01-01,142,3927157867,6161517,
2004-01-01,143,8033877360,5703740,
2004-01-01,144,66768703498,27273194,
2004-01-01,145,91371242496,84678493,
2004-01-01,146,2.55102E+11,38182222,
2004-01-01,147,1.89187E+11,10483861,
2004-01-01,148,80322313000,3826878,
2004-01-01,149,31734065934,758855,
2004-01-01,150,,,
2004-01-01,151,76216441462,21451748,
2004-01-01,152,5.91017E+11,144067054,
2004-01-01,153,2088961969,8818438,
2004-01-01,154,502561629.6,47971,
2004-01-01,155,893107210.8,162251,
2004-01-01,156,521975111.1,108559,
2004-01-01,157,420320176.4,178781,
2004-01-01,158,1877328036,28866,
2004-01-01,159,104486043.5,151969,
2004-01-01,160,2.58742E+11,23228890,
2004-01-01,161,8031344381,10955944,
2004-01-01,162,24861483281,7463157,
2004-01-01,163,839319927.3,82475,
2004-01-01,164,1448536631,5439695,
2004-01-01,165,1.14189E+11,4166664,
2004-01-01,166,57240535138,5372280,
2004-01-01,167,34470227454,1997012,
2004-01-01,168,375111894.9,458324,
2004-01-01,169,,10116228,
2004-01-01,170,2.28937E+11,48247395,
2004-01-01,171,7.64881E+11,48082519,
2004-01-01,172,,7787655,
2004-01-01,173,1.06956E+12,42921895,
2004-01-01,174,20662525941,19372538,
2004-01-01,175,21457470203,30186341,
2004-01-01,176,1484092538,493630,
2004-01-01,177,2770082792,1095053,
2004-01-01,178,3.81705E+11,8993531,
2004-01-01,179,3.94164E+11,7389625,
2004-01-01,180,25086930693,17806638,
2004-01-01,181,2076148696,6712841,
2004-01-01,182,12825801581,38249984,
2004-01-01,183,1.72895E+11,65002231,
2004-01-01,184,1078398152,996698,
2004-01-01,185,1937074572,5534598,
2004-01-01,186,229358214.8,100406,
2004-01-01,187,13280275123,1290535,
2004-01-01,188,31183139301,10017601,
2004-01-01,189,4.04787E+11,67007855,
2004-01-01,190,6838351088,4703398,
2004-01-01,191,21534931.61,9894,
2004-01-01,192,7940362799,27568436,
2004-01-01,193,64883060726,47451600,
2004-01-01,194,1.47824E+11,4087931,
2004-01-01,195,1.22749E+13,292805298,10
2004-01-01,196,3799000000,108467,
2004-01-01,197,13686329890,3324096,
2004-01-01,198,12030023548,25864350,
2004-01-01,199,1.12453E+11,26327225,
2004-01-01,200,45427854693,83527678,
2004-01-01,201,13873500888,20017068,
2004-01-01,202,6221077675,11731746,
2004-01-01,203,5805598400,12777511,
2005-01-01,1,6275073572,25070798,
2005-01-01,2,8158548717,3011487,
2005-01-01,3,1.03198E+11,33288437,
2005-01-01,4,503000000,59118,
2005-01-01,5,3255789081,78867,
2005-01-01,6,28233712738,19552542,
2005-01-01,7,1022191296,89253,
2005-01-01,8,1.98737E+11,39145488,
2005-01-01,9,4900469950,2981259,
2005-01-01,10,2331005587,100031,
2005-01-01,11,6.92642E+11,20394800,2
2005-01-01,12,3.15974E+11,8227829,
2005-01-01,13,13245716099,8391850,
2005-01-01,14,9836200000,329249,
2005-01-01,15,15968726862,889168,
2005-01-01,16,69442943089,143431101,
2005-01-01,17,3897300000,274009,
2005-01-01,18,30207567317,9663915,
2005-01-01,19,3.87366E+11,10478617,
2005-01-01,20,1114222550,283277,
2005-01-01,21,4803702821,7982225,
2005-01-01,22,4868136000,64154,
2005-01-01,23,9549077869,9125409,
2005-01-01,24,11225138297,3781530,
2005-01-01,25,9931134941,1855852,
2005-01-01,26,8.9163E+11,186917361,
2005-01-01,27,,23168,
2005-01-01,28,9531402848,365158,
2005-01-01,29,29636617750,7658972,
2005-01-01,30,5462709498,13421930,
2005-01-01,31,1117257279,7423289,
2005-01-01,32,6293046162,13270201,
2005-01-01,33,17944084201,17420795,
2005-01-01,34,1.16936E+12,32312000,
2005-01-01,35,971977088.2,474567,
2005-01-01,36,,48622,
2005-01-01,37,1337362392,4127910,
2005-01-01,38,6646663561,10067009,
2005-01-01,39,1.22965E+11,16147064,
2005-01-01,40,2.28597E+12,1303720000,
2005-01-01,41,,,
2005-01-01,42,1.46566E+11,43285634,
2005-01-01,43,380372892.6,611627,
2005-01-01,44,6087003176,3718243,
2005-01-01,45,11964484668,54751476,
2005-01-01,46,,,
2005-01-01,47,19952156475,4247841,
2005-01-01,48,17084928927,18336303,
2005-01-01,49,45416358502,4442000,
2005-01-01,50,42643836075,11284253,
2005-01-01,51,18703146375,1027658,
2005-01-01,52,1.36281E+11,10211216,
2005-01-01,53,2.64467E+11,5419432,
2005-01-01,54,708633194.7,783254,
2005-01-01,55,370370370.4,70627,
2005-01-01,56,36119047252,9237566,
2005-01-01,57,41507085000,13735233,
2005-01-01,58,89685725230,76778149,
2005-01-01,59,14698001400,6028961,
2005-01-01,60,8217369093,757317,
2005-01-01,61,1098425901,3969007,
2005-01-01,62,14006088297,1354775,
2005-01-01,63,12401139454,76727083,
2005-01-01,64,250149400,106196,
2005-01-01,65,3006725015,821817,
2005-01-01,66,2.04436E+11,5246096,
2005-01-01,67,2.19613E+12,63179351,1
2005-01-01,68,9578973591,1403126,
2005-01-01,69,624173239.9,1444204,
2005-01-01,70,6410852596,4190000,
2005-01-01,71,2.86141E+12,82469422,2
2005-01-01,72,10731634117,21542009,
2005-01-01,73,2.5207E+12,60401206,
2005-01-01,74,2.47783E+11,10987314,
2005-01-01,75,695370296.3,102949,
2005-01-01,76,4197000000,158402,
2005-01-01,77,27211377225,13096028,
2005-01-01,78,2937071767,9679745,
2005-01-01,79,586795675.4,1380838,
2005-01-01,80,824880550.3,750946,
2005-01-01,81,4310358096,9263404,
2005-01-01,82,9672035709,7373430,
2005-01-01,83,1.8157E+11,6813200,
2005-01-01,84,1.13035E+11,10087065,
2005-01-01,85,16691490114,296734,
2005-01-01,86,8.08901E+11,1144118674,
2005-01-01,87,,,
2005-01-01,88,2.85869E+11,226712730,
2005-01-01,89,2.26452E+11,70421811,
2005-01-01,90,2.11651E+11,4159914,
2005-01-01,91,1.42463E+11,6930100,1
2005-01-01,92,1.85266E+12,57969484,
2005-01-01,93,11204416000,2744673,
2005-01-01,94,4.75541E+12,127773000,
2005-01-01,95,12588665303,5714111,
2005-01-01,96,57123671734,15147029,
2005-01-01,97,18737897745,36048288,
2005-01-01,98,112133944.3,92325,
2005-01-01,99,3736599925,1705780,
2005-01-01,100,2460248026,5162600,
2005-01-01,101,2735558726,5754026,
2005-01-01,102,16922504045,2238799,
2005-01-01,103,21287562189,3986852,
2005-01-01,104,1682350935,1949543,
2005-01-01,105,550000000,3261230,
2005-01-01,106,47334148578,5792688,
2005-01-01,107,3659251526,34852,
2005-01-01,108,26125575942,3322528,
2005-01-01,109,37347394603,465158,
2005-01-01,110,6258600714,2060272,
2005-01-01,111,5039293031,18336724,
2005-01-01,112,3655909664,13039711,
2005-01-01,113,1.43534E+11,25659393,
2005-01-01,114,1163362438,318836,
2005-01-01,115,6245031690,12798763,
2005-01-01,116,6394851387,403834,
2005-01-01,117,137928600,52055,
2005-01-01,118,2184445123,3130720,
2005-01-01,119,6283803256,1228254,
2005-01-01,120,8.77476E+11,108472228,
2005-01-01,121,2988338439,3595187,
2005-01-01,122,4280072626,33793,
2005-01-01,123,2523471532,2526446,
2005-01-01,124,2257174481,614261,
2005-01-01,125,62343022651,30521070,
2005-01-01,126,7723846195,20923070,
2005-01-01,127,11986972419,48482614,
2005-01-01,128,7261333795,2032196,
2005-01-01,129,8130258041,25640287,
2005-01-01,130,6.78534E+11,16319868,
2005-01-01,131,1.14719E+11,4133900,
2005-01-01,132,6321335612,5379328,
2005-01-01,133,3405134832,13618449,
2005-01-01,134,1.12248E+11,138939478,
2005-01-01,135,,23904167,
2005-01-01,136,3.08722E+11,4623291,
2005-01-01,137,31081924577,2511269,
2005-01-01,138,1.09502E+11,153909667,
2005-01-01,139,184683500,19906,
2005-01-01,140,,,
2005-01-01,141,16374393900,3330465,
2005-01-01,142,4865892972,6314709,
2005-01-01,143,8734653809,5795494,
2005-01-01,144,76060606061,27610410,
2005-01-01,145,1.03072E+11,86274237,
2005-01-01,146,3.06125E+11,38165445,
2005-01-01,147,1.97305E+11,10503330,
2005-01-01,148,83914521300,3821362,
2005-01-01,149,44530494505,864863,
2005-01-01,150,,,
2005-01-01,151,99697566668,21319685,
2005-01-01,152,7.64017E+11,143518523,
2005-01-01,153,2581313486,8991735,
2005-01-01,154,543167666.7,48611,
2005-01-01,155,951207366,163714,
2005-01-01,156,550728666.7,108744,
2005-01-01,157,462649043,179929,
2005-01-01,158,1958711603,29240,
2005-01-01,159,125146438.7,155630,
2005-01-01,160,3.2846E+11,23905654,
2005-01-01,161,8707015771,11251266,
2005-01-01,162,26252007830,7440769,
2005-01-01,163,919103254.5,82858,
2005-01-01,164,1650494367,5658379,
2005-01-01,165,1.27418E+11,4265762,
2005-01-01,166,62697540107,5372807,
2005-01-01,167,36346974008,2000474,
2005-01-01,168,413909879.3,469885,
2005-01-01,169,,10409925,
2005-01-01,170,2.57671E+11,48820586,
2005-01-01,171,8.98137E+11,48184561,
2005-01-01,172,,8108877,
2005-01-01,173,1.15728E+12,43653155,
2005-01-01,174,24405791045,19524558,
2005-01-01,175,26524538566,30911914,
2005-01-01,176,1793754805,498946,
2005-01-01,177,3178126492,1105873,
2005-01-01,178,3.89042E+11,9029572,
2005-01-01,179,4.08689E+11,7437115,
2005-01-01,180,28858965517,18294611,
2005-01-01,181,2312319579,6854176,
2005-01-01,182,16929976600,39410545,
2005-01-01,183,1.89318E+11,65425470,
2005-01-01,184,1813734851,1026484,
2005-01-01,185,2115154262,5683268,
2005-01-01,186,262176133.7,101041,
2005-01-01,187,15982282462,1296934,
2005-01-01,188,32273007554,10102482,
2005-01-01,189,5.01416E+11,67903406,
2005-01-01,190,8104355717,4754641,
2005-01-01,191,21839098.89,10027,
2005-01-01,192,9013834373,28543940,
2005-01-01,193,86142018069,47105150,
2005-01-01,194,1.80617E+11,4579562,
2005-01-01,195,1.30937E+13,295516599,6
2005-01-01,196,4439000000,108454,
2005-01-01,197,17362857684,3325612,
2005-01-01,198,14307509839,26167000,
2005-01-01,199,1.4551E+11,26784161,
2005-01-01,200,57633255618,84308843,
2005-01-01,201,16753769532,20582927,
2005-01-01,202,8331870169,12052156,
2005-01-01,203,5755215200,12940032,
2006-01-01,1,7057598407,25893450,
2006-01-01,2,8992642349,2992547,
2006-01-01,3,1.17027E+11,33777915,
2006-01-01,4,496000000,58650,
2006-01-01,5,3543256806,80991,
2006-01-01,6,41789479932,20262399,
2006-01-01,7,1157005444,90301,
2006-01-01,8,2.32557E+11,39558890,
2006-01-01,9,6384451606,2958500,
2006-01-01,10,2421474860,100832,
2006-01-01,11,7.45522E+11,20697900,
2006-01-01,12,3.35999E+11,8268641,
2006-01-01,13,20982986344,8484550,
2006-01-01,14,10167250000,335830,
2006-01-01,15,18505053191,958414,
2006-01-01,16,71819083684,145368004,
2006-01-01,17,4246600000,275039,
2006-01-01,18,36954312354,9604924,
2006-01-01,19,4.09813E+11,10547958,
2006-01-01,20,1217467600,290747,
2006-01-01,21,5142380779,8216896,
2006-01-01,22,5414299000,64523,
2006-01-01,23,11451869165,9283334,
2006-01-01,24,12866524918,3779468,
2006-01-01,25,10126940513,1884238,
2006-01-01,26,1.10764E+12,189012412,
2006-01-01,27,,23905,
2006-01-01,28,11470703002,370250,
2006-01-01,29,34130122491,7601022,
2006-01-01,30,5816310158,13829177,
2006-01-01,31,1273180597,7675338,
2006-01-01,32,7274595707,13474489,
2006-01-01,33,19356046328,17899562,
2006-01-01,34,1.31542E+12,32570505,
2006-01-01,35,1107891063,480795,
2006-01-01,36,3207032513,50031,
2006-01-01,37,1460561215,4201758,
2006-01-01,38,7422102656,10421597,
2006-01-01,39,1.54788E+11,16319792,
2006-01-01,40,2.75213E+12,1311020000,
2006-01-01,41,,,
2006-01-01,42,1.6259E+11,43835722,
2006-01-01,43,406111873.5,626425,
2006-01-01,44,7731261311,3842365,
2006-01-01,45,14451902468,56543011,
2006-01-01,46,,,
2006-01-01,47,22600431878,4308794,
2006-01-01,48,17800887796,18699435,
2006-01-01,49,50453577898,4440000,
2006-01-01,50,52742800000,11296233,
2006-01-01,51,20403713461,1045509,
2006-01-01,52,1.55464E+11,10238905,
2006-01-01,53,2.82885E+11,5437272,
2006-01-01,54,768873684,796208,
2006-01-01,55,390370370.4,70807,
2006-01-01,56,38116351526,9371338,
2006-01-01,57,46802044000,13967480,
2006-01-01,58,1.07484E+11,78159048,
2006-01-01,59,15999886400,6056478,
2006-01-01,60,10086528699,792217,
2006-01-01,61,1211161880,4066648,
2006-01-01,62,16963625016,1346810,
2006-01-01,63,15280861835,78850689,
2006-01-01,64,253372300,105684,
2006-01-01,65,3102741451,827411,
2006-01-01,66,2.16553E+11,5266268,
2006-01-01,67,2.31859E+12,63621381,
2006-01-01,68,10318424464,1444844,
2006-01-01,69,655070067.7,1491021,
2006-01-01,70,7745406201,4136000,
2006-01-01,71,3.00245E+12,82376451,
2006-01-01,72,20409668522,22113425,
2006-01-01,73,2.69261E+12,60846820,
2006-01-01,74,2.73318E+11,11020362,
2006-01-01,75,698700666.7,103259,
2006-01-01,76,4213000000,158648,
2006-01-01,77,30231249362,13397008,
2006-01-01,78,4375865936,9881428,
2006-01-01,79,591839470.7,1412669,
2006-01-01,80,1458449453,749601,
2006-01-01,81,4756204070,9409457,
2006-01-01,82,10841742348,7541406,
2006-01-01,83,1.93536E+11,6857100,
2006-01-01,84,1.15295E+11,10071370,
2006-01-01,85,17048647568,303782,
2006-01-01,86,9.20317E+11,1161977719,
2006-01-01,87,,,
2006-01-01,88,3.64571E+11,229838202,
2006-01-01,89,2.66299E+11,71227880,
2006-01-01,90,2.32086E+11,4273591,
2006-01-01,91,1.53967E+11,7053700,
2006-01-01,92,1.94263E+12,58143979,
2006-01-01,93,11905525197,2760279,
2006-01-01,94,4.53038E+12,127854000,
2006-01-01,95,15056929760,5934232,
2006-01-01,96,81003884545,15308084,
2006-01-01,97,25825524821,37052050,
2006-01-01,98,108545632.5,94260,
2006-01-01,99,4078158324,1719536,
2006-01-01,100,2834168889,5218400,
2006-01-01,101,3452882514,5849356,
2006-01-01,102,21447021570,2218357,
2006-01-01,103,21796351575,4057350,
2006-01-01,104,1800105590,1965662,
2006-01-01,105,604028900,3375838,
2006-01-01,106,54961936663,5881435,
2006-01-01,107,4000239273,35095,
2006-01-01,108,30216060233,3269909,
2006-01-01,109,42414308117,472637,
2006-01-01,110,6861222332,2063145,
2006-01-01,111,5515884349,18880268,
2006-01-01,112,3997852636,13429262,
2006-01-01,113,1.62691E+11,26143566,
2006-01-01,114,1575200391,327371,
2006-01-01,115,6899799786,13227064,
2006-01-01,116,6757119558,405308,
2006-01-01,117,143930000,52078,
2006-01-01,118,3040716679,3220653,
2006-01-01,119,7028803366,1233996,
2006-01-01,120,9.75387E+11,110092378,
2006-01-01,121,3408272498,3585209,
2006-01-01,122,4663488363,34408,
2006-01-01,123,3414055566,2558012,
2006-01-01,124,2721904403,615025,
2006-01-01,125,68640825481,30869346,
2006-01-01,126,8312078525,21547463,
2006-01-01,127,14502553710,48846474,
2006-01-01,128,7978734402,2055734,
2006-01-01,129,9043715356,25940618,
2006-01-01,130,7.26649E+11,16346101,
2006-01-01,131,1.11609E+11,4184600,
2006-01-01,132,6763671611,5450211,
2006-01-01,133,3646728060,14132064,
2006-01-01,134,1.4543E+11,142614094,
2006-01-01,135,,24061097,
2006-01-01,136,3.45425E+11,4660677,
2006-01-01,137,37215864759,2582991,
2006-01-01,138,1.37264E+11,157093993,
2006-01-01,139,188044800,20012,
2006-01-01,140,,,
2006-01-01,141,18141666300,3391905,
2006-01-01,142,8306343442,6470272,
2006-01-01,143,10646157920,5882796,
2006-01-01,144,88643193062,27949944,
2006-01-01,145,1.22211E+11,87809419,
2006-01-01,146,3.44749E+11,38141267,
2006-01-01,147,2.08567E+11,10522288,
2006-01-01,148,87276164400,3805214,
2006-01-01,149,60882142857,1010382,
2006-01-01,150,,,
2006-01-01,151,1.23533E+11,21193760,
2006-01-01,152,9.89931E+11,143049528,
2006-01-01,153,3152324689,9206580,
2006-01-01,154,636218037,49210,
2006-01-01,155,1134193630,165407,
2006-01-01,156,610930037,108907,
2006-01-01,157,508503671.3,181094,
2006-01-01,158,2092585623,29614,
2006-01-01,159,133324919,159328,
2006-01-01,160,3.769E+11,24578301,
2006-01-01,161,9358710935,11556763,
2006-01-01,162,30607991862,7411569,
2006-01-01,163,1016418229,84600,
2006-01-01,164,1885112202,5848692,
2006-01-01,165,1.47797E+11,4401365,
2006-01-01,166,70596729394,5373054,
2006-01-01,167,39587732029,2006868,
2006-01-01,168,456705434,481422,
2006-01-01,169,,10718317,
2006-01-01,170,2.71811E+11,49364582,
2006-01-01,171,1.0118E+12,48438292,
2006-01-01,172,,8468152,
2006-01-01,173,1.26455E+12,44397319,
2006-01-01,174,28267410543,19670151,
2006-01-01,175,35822408612,31607064,
2006-01-01,176,2626380435,504307,
2006-01-01,177,3291353836,1120514,
2006-01-01,178,4.20032E+11,9080505,
2006-01-01,179,4.30921E+11,7483934,
2006-01-01,180,33332844575,18914977,
2006-01-01,181,2830236054,7000557,
2006-01-01,182,18610460327,40634948,
2006-01-01,183,2.21758E+11,65824164,
2006-01-01,184,2657852897,1048621,
2006-01-01,185,2202809251,5837792,
2006-01-01,186,294137737.1,101689,
2006-01-01,187,18369070085,1303144,
2006-01-01,188,34378437265,10196136,
2006-01-01,189,5.52487E+11,68763405,
2006-01-01,190,10277598152,4810105,
2006-01-01,191,22902861.45,10137,
2006-01-01,192,9942597780,29550662,
2006-01-01,193,1.07753E+11,46787750,
2006-01-01,194,2.22117E+11,5242032,
2006-01-01,195,1.38559E+13,298379912,6
2006-01-01,196,4504000000,108371,
2006-01-01,197,19579457966,3331043,
2006-01-01,198,17330833853,26488250,
2006-01-01,199,1.83478E+11,27239168,
2006-01-01,200,66371664817,85094617,
2006-01-01,201,19081722875,21160534,
2006-01-01,202,12756858899,12383446,
2006-01-01,203,5443896500,13124267,
2007-01-01,1,9843842455,26616792,
2007-01-01,2,10701011897,2970017,
2007-01-01,3,1.34977E+11,34300076,
2007-01-01,4,520000000,57903,
2007-01-01,5,4016972351,82683,
2007-01-01,6,60448924662,20997687,
2007-01-01,7,1311401333,91381,
2007-01-01,8,2.87531E+11,39970224,
2007-01-01,9,9206301700,2933056,
2007-01-01,10,2623726257,101220,
2007-01-01,11,8.51963E+11,20827600,
2007-01-01,12,3.88691E+11,8295487,
2007-01-01,13,33050343783,8581300,
2007-01-01,14,10618340000,342328,
2007-01-01,15,21730000000,1035891,
2007-01-01,16,79611888213,147139191,
2007-01-01,17,4523750000,276150,
2007-01-01,18,45277399814,9560953,
2007-01-01,19,4.71821E+11,10625700,
2007-01-01,20,1290573400,298407,
2007-01-01,21,5969535132,8454791,
2007-01-01,22,5895048000,64888,
2007-01-01,23,13120183157,9441444,
2007-01-01,24,15776422673,3774000,
2007-01-01,25,10939053365,1914414,
2007-01-01,26,1.39708E+12,191026637,
2007-01-01,27,,24731,
2007-01-01,28,12247694247,374864,
2007-01-01,29,44411476557,7545338,
2007-01-01,30,6771277871,14252021,
2007-01-01,31,1356078278,7939573,
2007-01-01,32,8639235842,13676693,
2007-01-01,33,22365265026,18395389,
