generation biomass,generation fossil brown coal/lignite,generation fossil coal-derived gas,generation fossil gas,generation fossil hard coal,generation fossil oil,generation fossil oil shale,generation fossil peat,generation geothermal,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation marine,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind offshore,generation wind onshore,forecast solar day ahead,forecast wind onshore day ahead,total load forecast,total load actual,price day ahead
403.0,576.0,0.0,5378.0,2997.0,335.0,0.0,0.0,0.0,0.0,424.0,462.0,0.0,6818.0,55.0,87.0,590.0,341.0,0.0,7881.0,481.0,7900.0,27661.0,27890.0,42.66
535.0,0.0,0.0,3392.0,1671.0,244.0,0.0,0.0,0.0,1626.0,546.0,816.0,0.0,6695.0,81.0,66.0,428.0,243.0,0.0,11902.0,430.0,11796.0,24847.0,24300.0,35.0
379.0,231.0,0.0,4351.0,5672.0,271.0,0.0,0.0,0.0,631.0,895.0,442.0,0.0,7089.0,47.0,84.0,33.0,338.0,0.0,6401.0,21.0,6458.0,22959.0,23272.0,46.7
374.0,558.0,0.0,5480.0,6061.0,314.0,0.0,0.0,0.0,1943.0,865.0,474.0,0.0,7099.0,47.0,84.0,30.0,317.0,0.0,4249.0,24.0,4107.0,24845.0,24917.0,47.89
354.0,714.0,0.0,10457.0,5263.0,305.0,0.0,0.0,0.0,1.0,1111.0,2770.0,0.0,6046.0,65.0,100.0,2398.0,281.0,0.0,2793.0,2363.0,2664.0,34605.0,34552.0,65.06
507.0,890.0,0.0,4713.0,7717.0,400.0,0.0,0.0,0.0,32.0,725.0,2150.0,0.0,6442.0,92.0,75.0,491.0,259.0,0.0,6832.0,373.0,6762.0,33681.0,33017.0,57.0
313.0,0.0,0.0,4580.0,977.0,329.0,0.0,0.0,0.0,0.0,1241.0,1843.0,0.0,7048.0,58.0,85.0,267.0,256.0,0.0,8899.0,386.0,8820.0,28148.0,27699.0,33.25
550.0,370.0,0.0,4079.0,5445.0,412.0,0.0,0.0,0.0,191.0,777.0,1374.0,0.0,4868.0,84.0,73.0,1153.0,245.0,0.0,11538.0,1051.0,10765.0,30318.0,29938.0,54.58
385.0,0.0,0.0,5134.0,3400.0,317.0,0.0,0.0,0.0,0.0,773.0,2969.0,0.0,6957.0,58.0,82.0,673.0,314.0,0.0,3998.0,646.0,4011.0,27800.0,28035.0,43.2
284.0,0.0,0.0,4177.0,1128.0,280.0,0.0,0.0,0.0,0.0,1534.0,7968.0,0.0,5081.0,16.0,87.0,908.0,232.0,0.0,7196.0,1026.0,7115.0,31116.0,30956.0,32.8
566.0,956.0,0.0,4412.0,5364.0,316.0,0.0,0.0,0.0,0.0,792.0,3154.0,0.0,5052.0,85.0,69.0,2521.0,201.0,0.0,1098.0,2798.0,1223.0,25967.0,26366.0,52.6
364.0,756.0,0.0,5045.0,4320.0,259.0,0.0,0.0,0.0,38.0,1249.0,2773.0,0.0,7072.0,62.0,76.0,1871.0,299.0,0.0,11635.0,1927.0,11426.0,35418.0,35390.0,60.51
289.0,858.0,0.0,12113.0,7437.0,334.0,0.0,0.0,0.0,0.0,876.0,2320.0,0.0,5988.0,57.0,90.0,4928.0,307.0,0.0,2700.0,4697.0,2736.0,38349.0,38527.0,56.93
324.0,398.0,0.0,4746.0,3265.0,289.0,0.0,0.0,0.0,930.0,362.0,278.0,0.0,5903.0,53.0,92.0,47.0,296.0,0.0,7287.0,42.0,7219.0,23648.0,23780.0,47.86
343.0,406.0,0.0,6322.0,5790.0,268.0,0.0,0.0,0.0,208.0,1564.0,2572.0,0.0,4053.0,59.0,98.0,26.0,260.0,0.0,725.0,92.0,1232.0,24564.0,24558.0,66.13
362.0,0.0,0.0,1641.0,1316.0,249.0,0.0,0.0,0.0,1948.0,1515.0,4968.0,0.0,6442.0,89.0,59.0,1757.0,203.0,0.0,11347.0,1881.0,11362.0,28023.0,27871.0,6.5
514.0,913.0,0.0,6725.0,7406.0,426.0,0.0,0.0,0.0,158.0,606.0,1130.0,0.0,5913.0,86.0,72.0,766.0,276.0,0.0,6237.0,623.0,6195.0,32399.0,30897.0,55.68
368.0,0.0,0.0,3336.0,1063.0,270.0,0.0,0.0,0.0,1506.0,1699.0,3906.0,0.0,7101.0,53.0,62.0,90.0,132.0,0.0,5708.0,102.0,5929.0,21596.0,21713.0,18.75
473.0,0.0,0.0,3662.0,1608.0,365.0,0.0,0.0,0.0,1587.0,1413.0,3764.0,0.0,7102.0,84.0,71.0,857.0,217.0,0.0,15408.0,841.0,15475.0,32328.0,33203.0,30.0
538.0,543.0,0.0,4176.0,5491.0,361.0,0.0,0.0,0.0,1411.0,502.0,360.0,0.0,6709.0,86.0,71.0,20.0,230.0,0.0,5118.0,0.0,5263.0,23843.0,23426.0,40.13
348.0,588.0,0.0,6193.0,5100.0,310.0,0.0,0.0,0.0,0.0,1051.0,3346.0,0.0,6946.0,54.0,100.0,5467.0,292.0,0.0,4179.0,5242.0,4075.0,35586.0,36052.0,66.01
470.0,178.0,0.0,4039.0,4389.0,261.0,0.0,0.0,0.0,2134.0,886.0,760.0,0.0,7098.0,40.0,76.0,68.0,239.0,0.0,5198.0,11.0,5102.0,20351.0,21476.0,36.0
305.0,620.0,0.0,6797.0,5511.0,256.0,0.0,0.0,0.0,43.0,932.0,1099.0,0.0,5052.0,56.0,104.0,9.0,269.0,0.0,6445.0,4.0,7079.0,26664.0,26628.0,59.41
470.0,779.0,0.0,4646.0,5833.0,285.0,0.0,0.0,0.0,49.0,603.0,1585.0,0.0,6910.0,89.0,69.0,39.0,265.0,0.0,4762.0,128.0,4970.0,25164.0,24758.0,50.02
362.0,0.0,0.0,5126.0,1713.0,312.0,0.0,0.0,0.0,0.0,1616.0,4261.0,0.0,5037.0,53.0,101.0,894.0,294.0,0.0,8699.0,826.0,8459.0,31529.0,31457.0,57.34
332.0,306.0,0.0,5374.0,1786.0,298.0,0.0,0.0,0.0,0.0,1664.0,6775.0,0.0,5084.0,20.0,86.0,1988.0,216.0,0.0,2673.0,2181.0,2736.0,28952.0,28611.0,33.09
376.0,438.0,0.0,5455.0,3136.0,313.0,0.0,0.0,0.0,0.0,1521.0,4948.0,0.0,5030.0,63.0,104.0,5104.0,269.0,0.0,4524.0,5088.0,4682.0,34565.0,34690.0,60.77
379.0,796.0,0.0,5364.0,4831.0,320.0,0.0,0.0,0.0,19.0,1014.0,2560.0,0.0,7111.0,62.0,89.0,24.0,300.0,0.0,2703.0,9.0,2725.0,28162.0,28039.0,58.78
495.0,914.0,0.0,6715.0,6159.0,337.0,0.0,0.0,0.0,19.0,1642.0,7714.0,0.0,6981.0,83.0,69.0,901.0,156.0,0.0,1070.0,908.0,1031.0,32552.0,32830.0,65.18
368.0,0.0,0.0,3293.0,1941.0,314.0,0.0,0.0,0.0,1908.0,1096.0,4410.0,0.0,6081.0,89.0,60.0,18.0,220.0,0.0,9283.0,5.0,9149.0,23818.0,23974.0,16.0
240.0,0.0,0.0,5900.0,1274.0,274.0,0.0,0.0,0.0,103.0,1915.0,8475.0,0.0,6963.0,56.0,100.0,380.0,248.0,0.0,1843.0,487.0,2022.0,31006.0,30594.0,42.0
307.0,174.0,0.0,6292.0,4100.0,309.0,0.0,0.0,0.0,297.0,1567.0,2835.0,0.0,5056.0,58.0,97.0,219.0,191.0,0.0,1299.0,152.0,875.0,23752.0,23581.0,65.0
527.0,980.0,0.0,5845.0,8169.0,342.0,0.0,0.0,0.0,1.0,1240.0,2445.0,0.0,7102.0,83.0,71.0,2127.0,257.0,0.0,8548.0,2063.0,8825.0,38273.0,38052.0,59.07
391.0,924.0,0.0,5599.0,6311.0,326.0,0.0,0.0,0.0,1574.0,501.0,782.0,0.0,6856.0,53.0,102.0,42.0,315.0,0.0,4870.0,17.0,4796.0,24297.0,24470.0,56.08
361.0,0.0,0.0,6201.0,4069.0,276.0,0.0,0.0,0.0,0.0,775.0,4957.0,0.0,7082.0,48.0,78.0,26.0,110.0,0.0,2374.0,45.0,2425.0,28771.0,28812.0,62.1
313.0,311.0,0.0,3962.0,1836.0,299.0,0.0,0.0,0.0,0.0,1864.0,8014.0,0.0,5092.0,12.0,74.0,4489.0,195.0,0.0,1239.0,4279.0,1187.0,30743.0,30925.0,36.0
332.0,202.0,0.0,4705.0,3208.0,251.0,0.0,0.0,0.0,352.0,1189.0,1369.0,0.0,6103.0,57.0,93.0,61.0,283.0,0.0,10658.0,80.0,9892.0,27256.0,27081.0,57.5
385.0,871.0,0.0,7714.0,5636.0,246.0,0.0,0.0,0.0,0.0,726.0,1783.0,0.0,5520.0,49.0,89.0,595.0,342.0,0.0,3505.0,593.0,3638.0,28469.0,28532.0,54.89
310.0,0.0,0.0,2799.0,879.0,178.0,0.0,0.0,0.0,1543.0,1061.0,3483.0,0.0,6075.0,89.0,65.0,447.0,180.0,0.0,13027.0,688.0,13050.0,25349.0,26596.0,8.0
353.0,786.0,0.0,5992.0,4905.0,315.0,0.0,0.0,0.0,23.0,951.0,1070.0,0.0,5333.0,57.0,98.0,518.0,343.0,0.0,4367.0,566.0,4564.0,27621.0,27521.0,48.65
227.0,0.0,0.0,4817.0,1809.0,304.0,0.0,0.0,0.0,227.0,1590.0,1997.0,0.0,5878.0,57.0,106.0,542.0,186.0,0.0,7832.0,502.0,7190.0,26768.0,26959.0,51.84
335.0,0.0,0.0,5233.0,3317.0,296.0,0.0,0.0,0.0,17.0,1216.0,3624.0,0.0,7015.0,58.0,91.0,1299.0,265.0,0.0,4370.0,1594.0,4801.0,29777.0,29410.0,42.03
324.0,868.0,0.0,5418.0,5843.0,292.0,0.0,0.0,0.0,704.0,638.0,704.0,0.0,5056.0,58.0,84.0,2555.0,323.0,0.0,5268.0,2336.0,5411.0,29918.0,29560.0,55.98
342.0,0.0,0.0,3647.0,1430.0,313.0,0.0,0.0,0.0,3016.0,983.0,866.0,0.0,7092.0,54.0,85.0,19.0,287.0,0.0,11150.0,11.0,11372.0,21452.0,21429.0,32.32
467.0,619.0,0.0,4065.0,4322.0,265.0,0.0,0.0,0.0,2937.0,989.0,491.0,0.0,7104.0,83.0,64.0,65.0,262.0,0.0,5071.0,12.0,5208.0,22934.0,22776.0,29.53
337.0,0.0,0.0,3829.0,1751.0,234.0,0.0,0.0,0.0,3039.0,600.0,564.0,0.0,7022.0,58.0,96.0,4.0,314.0,0.0,8368.0,20.0,8215.0,20551.0,19965.0,50.12
504.0,800.0,0.0,4813.0,5591.0,307.0,0.0,0.0,0.0,317.0,534.0,708.0,0.0,6430.0,79.0,72.0,2213.0,262.0,0.0,2515.0,2124.0,2357.0,25458.0,25121.0,50.83
342.0,482.0,0.0,6560.0,4802.0,297.0,0.0,0.0,0.0,1.0,1212.0,2141.0,0.0,6102.0,57.0,100.0,13.0,295.0,0.0,12879.0,14.0,13277.0,33177.0,33400.0,65.66
223.0,0.0,0.0,4586.0,1828.0,247.0,0.0,0.0,0.0,821.0,1656.0,4611.0,0.0,5051.0,14.0,79.0,18.0,327.0,0.0,7277.0,36.0,6031.0,25219.0,25082.0,47.2
322.0,580.0,0.0,9031.0,3641.0,351.0,0.0,0.0,0.0,0.0,573.0,2369.0,0.0,6859.0,64.0,94.0,743.0,308.0,0.0,3695.0,741.0,3716.0,33509.0,33481.0,53.21
364.0,0.0,0.0,2664.0,848.0,241.0,0.0,0.0,0.0,989.0,1091.0,5338.0,0.0,6075.0,90.0,66.0,27.0,218.0,0.0,13930.0,10.0,14116.0,29259.0,29949.0,26.93
514.0,0.0,0.0,3260.0,2163.0,267.0,0.0,0.0,0.0,75.0,840.0,2745.0,0.0,5051.0,88.0,76.0,910.0,191.0,0.0,10522.0,802.0,10587.0,26827.0,27048.0,39.25
392.0,395.0,0.0,4923.0,3296.0,222.0,0.0,0.0,0.0,12.0,1112.0,1544.0,0.0,6160.0,55.0,99.0,3049.0,329.0,0.0,2782.0,2931.0,3451.0,28827.0,28315.0,60.89
312.0,718.0,0.0,5106.0,2697.0,209.0,0.0,0.0,0.0,853.0,682.0,1006.0,0.0,5840.0,56.0,90.0,1398.0,262.0,0.0,5798.0,1470.0,5796.0,24418.0,23498.0,49.19
366.0,761.0,0.0,4178.0,4750.0,236.0,0.0,0.0,0.0,12.0,813.0,1825.0,0.0,6986.0,56.0,99.0,2548.0,336.0,0.0,285.0,2623.0,751.0,25822.0,25616.0,71.39
344.0,708.0,0.0,4159.0,4967.0,257.0,0.0,0.0,0.0,105.0,621.0,978.0,0.0,7009.0,59.0,109.0,4692.0,333.0,0.0,2995.0,4392.0,1597.0,28841.0,28718.0,72.69
385.0,969.0,0.0,10631.0,3223.0,340.0,0.0,0.0,0.0,0.0,476.0,3518.0,0.0,6830.0,59.0,93.0,3087.0,317.0,0.0,604.0,3039.0,639.0,31531.0,31479.0,54.66
214.0,0.0,0.0,4783.0,1597.0,226.0,0.0,0.0,0.0,421.0,1839.0,4391.0,0.0,5055.0,14.0,87.0,36.0,316.0,0.0,5013.0,80.0,5264.0,25268.0,25263.0,49.68
348.0,873.0,0.0,11518.0,7291.0,337.0,0.0,0.0,0.0,0.0,858.0,1576.0,0.0,5996.0,52.0,101.0,5223.0,275.0,0.0,1940.0,5207.0,1952.0,37466.0,36906.0,57.61
351.0,888.0,0.0,10729.0,5910.0,284.0,0.0,0.0,0.0,0.0,677.0,1034.0,0.0,5049.0,58.0,79.0,4020.0,292.0,0.0,6123.0,3851.0,6249.0,33680.0,33644.0,61.7
490.0,385.0,0.0,4459.0,5576.0,307.0,0.0,0.0,0.0,2189.0,713.0,386.0,0.0,6096.0,85.0,62.0,202.0,237.0,0.0,3797.0,226.0,3857.0,22586.0,22387.0,42.65
363.0,578.0,0.0,4834.0,5001.0,234.0,0.0,0.0,0.0,0.0,409.0,1479.0,0.0,6975.0,54.0,93.0,1027.0,314.0,0.0,2470.0,1241.0,2623.0,26541.0,26352.0,47.01
479.0,914.0,0.0,3781.0,6150.0,244.0,0.0,0.0,0.0,652.0,840.0,1800.0,0.0,5012.0,87.0,62.0,2028.0,269.0,0.0,3104.0,2308.0,2932.0,23257.0,23241.0,48.1
359.0,412.0,0.0,4599.0,2369.0,241.0,0.0,0.0,0.0,3345.0,971.0,801.0,0.0,4870.0,52.0,81.0,407.0,274.0,0.0,6384.0,376.0,6529.0,20033.0,20009.0,34.21
471.0,876.0,0.0,4982.0,7550.0,358.0,0.0,0.0,0.0,516.0,648.0,464.0,0.0,6090.0,89.0,73.0,29.0,237.0,0.0,2416.0,13.0,2318.0,23647.0,23884.0,56.7
361.0,0.0,0.0,1652.0,1119.0,241.0,0.0,0.0,0.0,2059.0,1382.0,3856.0,0.0,6442.0,91.0,57.0,1915.0,202.0,0.0,12198.0,2296.0,12133.0,26798.0,26705.0,4.0
243.0,0.0,0.0,4141.0,2128.0,277.0,0.0,0.0,0.0,1110.0,1701.0,4182.0,0.0,5052.0,14.0,98.0,722.0,300.0,0.0,6321.0,589.0,5554.0,26051.0,25619.0,46.5
558.0,811.0,0.0,4361.0,6608.0,359.0,0.0,0.0,0.0,458.0,645.0,586.0,0.0,5038.0,87.0,68.0,80.0,251.0,0.0,1737.0,30.0,1736.0,21411.0,21467.0,48.92
220.0,0.0,0.0,3541.0,1141.0,274.0,0.0,0.0,0.0,3106.0,1706.0,4764.0,0.0,7094.0,53.0,77.0,582.0,250.0,0.0,8927.0,522.0,9141.0,24746.0,24731.0,19.12
345.0,0.0,0.0,3657.0,1105.0,331.0,0.0,0.0,0.0,3296.0,919.0,1447.0,0.0,6071.0,86.0,63.0,24.0,202.0,0.0,13566.0,0.0,13644.0,22147.0,22556.0,8.0
314.0,399.0,0.0,4772.0,2955.0,247.0,0.0,0.0,0.0,498.0,1623.0,2410.0,0.0,4648.0,53.0,95.0,2680.0,245.0,0.0,2470.0,2739.0,2697.0,24074.0,23582.0,55.0
517.0,939.0,0.0,5089.0,7085.0,329.0,0.0,0.0,0.0,106.0,708.0,1531.0,0.0,4986.0,83.0,67.0,385.0,251.0,0.0,5315.0,225.0,5385.0,27320.0,26886.0,54.58
533.0,634.0,0.0,6694.0,7418.0,389.0,0.0,0.0,0.0,566.0,730.0,3772.0,0.0,5050.0,93.0,73.0,407.0,285.0,0.0,1846.0,464.0,1822.0,29717.0,30057.0,60.12
356.0,871.0,0.0,11562.0,5741.0,294.0,0.0,0.0,0.0,663.0,556.0,3094.0,0.0,6026.0,58.0,95.0,67.0,316.0,0.0,3623.0,186.0,3549.0,29399.0,30660.0,64.9
432.0,940.0,0.0,4978.0,4361.0,278.0,0.0,0.0,0.0,459.0,1130.0,2833.0,0.0,5046.0,84.0,66.0,185.0,152.0,0.0,2792.0,183.0,2941.0,23753.0,23850.0,51.65
376.0,418.0,0.0,7255.0,4177.0,284.0,0.0,0.0,0.0,0.0,679.0,1596.0,0.0,5921.0,8.0,96.0,4145.0,291.0,0.0,724.0,4026.0,701.0,30120.0,29968.0,50.11
312.0,630.0,0.0,4225.0,4822.0,283.0,0.0,0.0,0.0,212.0,476.0,634.0,0.0,7036.0,59.0,104.0,21.0,325.0,0.0,2598.0,74.0,2993.0,23185.0,23118.0,61.85
345.0,548.0,0.0,9702.0,5655.0,316.0,0.0,0.0,0.0,0.0,406.0,279.0,0.0,5015.0,50.0,89.0,3233.0,256.0,0.0,7303.0,3114.0,7305.0,30659.0,30293.0,58.07
354.0,659.0,0.0,11095.0,6797.0,287.0,0.0,0.0,0.0,0.0,809.0,6062.0,0.0,7101.0,61.0,104.0,103.0,275.0,0.0,7745.0,15.0,7772.0,41035.0,41015.0,92.6
332.0,883.0,0.0,4008.0,4216.0,219.0,0.0,0.0,0.0,1902.0,519.0,349.0,0.0,7102.0,55.0,85.0,35.0,268.0,0.0,1185.0,0.0,1187.0,18939.0,18574.0,42.84
309.0,595.0,0.0,7584.0,6484.0,331.0,0.0,0.0,0.0,0.0,1006.0,1291.0,0.0,7084.0,53.0,103.0,62.0,287.0,0.0,9030.0,74.0,9223.0,36073.0,35609.0,66.78
395.0,664.0,0.0,5287.0,2632.0,269.0,0.0,0.0,0.0,54.0,955.0,2696.0,0.0,5543.0,57.0,105.0,4850.0,298.0,0.0,2565.0,4809.0,2996.0,29587.0,30153.0,62.21
317.0,0.0,0.0,4945.0,4659.0,324.0,0.0,0.0,0.0,397.0,1011.0,877.0,0.0,6996.0,58.0,94.0,472.0,226.0,0.0,5162.0,449.0,5144.0,24450.0,24841.0,38.1
515.0,636.0,0.0,9773.0,7832.0,399.0,0.0,0.0,0.0,0.0,611.0,1775.0,0.0,6873.0,86.0,77.0,569.0,268.0,0.0,3684.0,474.0,3549.0,32610.0,32740.0,65.46
388.0,912.0,0.0,6641.0,5300.0,332.0,0.0,0.0,0.0,0.0,1389.0,2370.0,0.0,7110.0,65.0,99.0,2974.0,272.0,0.0,5860.0,2413.0,5827.0,36592.0,36383.0,59.68
303.0,0.0,0.0,3062.0,1896.0,147.0,0.0,0.0,0.0,302.0,1779.0,3769.0,0.0,5060.0,12.0,92.0,95.0,305.0,0.0,3500.0,83.0,4594.0,22330.0,22165.0,42.0
383.0,764.0,0.0,8570.0,5804.0,287.0,0.0,0.0,0.0,0.0,823.0,3228.0,0.0,6916.0,20.0,103.0,1221.0,332.0,0.0,2793.0,1335.0,3014.0,33066.0,33174.0,74.91
213.0,0.0,0.0,3781.0,1043.0,322.0,0.0,0.0,0.0,54.0,1782.0,7565.0,0.0,7097.0,55.0,84.0,128.0,226.0,0.0,8204.0,94.0,8567.0,30963.0,31112.0,27.86
504.0,913.0,0.0,6045.0,8124.0,390.0,0.0,0.0,0.0,0.0,827.0,2683.0,0.0,5988.0,87.0,57.0,1662.0,209.0,0.0,5963.0,1111.0,5883.0,34217.0,34513.0,62.21
364.0,0.0,0.0,8234.0,4584.0,321.0,0.0,0.0,0.0,1.0,1240.0,2082.0,0.0,6038.0,59.0,100.0,19.0,291.0,0.0,5610.0,29.0,5178.0,31344.0,31163.0,64.33
357.0,0.0,0.0,3329.0,1401.0,403.0,0.0,0.0,0.0,645.0,984.0,3331.0,0.0,6075.0,88.0,76.0,20.0,200.0,0.0,13837.0,0.0,13833.0,30905.0,32080.0,33.49
357.0,845.0,0.0,5935.0,6172.0,286.0,0.0,0.0,0.0,0.0,623.0,1251.0,0.0,5059.0,55.0,81.0,2372.0,322.0,0.0,5664.0,2063.0,5597.0,31988.0,31532.0,58.23
400.0,639.0,0.0,7500.0,3662.0,335.0,0.0,0.0,0.0,0.0,492.0,1660.0,0.0,6811.0,65.0,94.0,3385.0,326.0,0.0,5481.0,3236.0,5437.0,33529.0,33793.0,51.09
223.0,0.0,0.0,2417.0,832.0,198.0,0.0,0.0,0.0,2309.0,1355.0,3808.0,0.0,5083.0,11.0,64.0,3376.0,217.0,0.0,9960.0,3138.0,9719.0,22410.0,21756.0,9.95
392.0,628.0,0.0,4684.0,4600.0,297.0,0.0,0.0,0.0,23.0,1046.0,2117.0,0.0,5993.0,54.0,92.0,621.0,300.0,0.0,5482.0,592.0,5324.0,28962.0,28925.0,62.21
232.0,0.0,0.0,3997.0,1393.0,218.0,0.0,0.0,0.0,1660.0,784.0,967.0,0.0,7053.0,9.0,87.0,863.0,306.0,0.0,5221.0,1242.0,5329.0,18723.0,20389.0,36.45
406.0,575.0,0.0,4385.0,4940.0,354.0,0.0,0.0,0.0,137.0,922.0,2479.0,0.0,6510.0,43.0,65.0,80.0,180.0,0.0,6110.0,112.0,5978.0,27518.0,27310.0,53.19
186.0,324.0,0.0,5547.0,3430.0,317.0,0.0,0.0,0.0,0.0,1384.0,4661.0,0.0,7107.0,60.0,90.0,1853.0,275.0,0.0,7556.0,2009.0,7653.0,33402.0,34678.0,48.48
370.0,0.0,0.0,10323.0,6136.0,317.0,0.0,0.0,0.0,1.0,1252.0,1913.0,0.0,5026.0,57.0,95.0,2209.0,273.0,0.0,6191.0,1333.0,5742.0,33247.0,32901.0,67.96
365.0,484.0,0.0,7627.0,5733.0,335.0,0.0,0.0,0.0,0.0,740.0,2270.0,0.0,6989.0,63.0,82.0,3592.0,317.0,0.0,3503.0,3674.0,3585.0,33884.0,33907.0,72.26
539.0,0.0,0.0,3297.0,2390.0,301.0,0.0,0.0,0.0,301.0,580.0,1827.0,0.0,6892.0,75.0,67.0,747.0,246.0,0.0,9778.0,719.0,9959.0,25397.0,25950.0,42.11
314.0,0.0,0.0,4623.0,1313.0,337.0,0.0,0.0,0.0,101.0,1278.0,1789.0,0.0,6864.0,65.0,98.0,1667.0,304.0,0.0,12099.0,1555.0,12059.0,32305.0,31637.0,49.96
403.0,827.0,0.0,8654.0,5472.0,336.0,0.0,0.0,0.0,466.0,751.0,1163.0,0.0,5969.0,50.0,100.0,422.0,340.0,0.0,4482.0,793.0,4612.0,30397.0,30615.0,54.81
373.0,601.0,0.0,4476.0,2802.0,271.0,0.0,0.0,0.0,702.0,679.0,458.0,0.0,5864.0,57.0,89.0,418.0,308.0,0.0,5159.0,535.0,5162.0,22740.0,23013.0,41.7
383.0,866.0,0.0,10618.0,6182.0,338.0,0.0,0.0,0.0,0.0,425.0,1449.0,0.0,5961.0,56.0,106.0,263.0,328.0,0.0,1287.0,288.0,1294.0,28971.0,28808.0,63.0
337.0,417.0,0.0,4621.0,2329.0,225.0,0.0,0.0,0.0,1349.0,894.0,692.0,0.0,6934.0,57.0,96.0,3332.0,318.0,0.0,6669.0,3383.0,5211.0,27256.0,27567.0,51.61
526.0,959.0,0.0,6106.0,7785.0,316.0,0.0,0.0,0.0,455.0,843.0,1732.0,0.0,7102.0,47.0,71.0,36.0,215.0,0.0,2029.0,1.0,2030.0,27285.0,27045.0,60.89
543.0,536.0,0.0,4142.0,5657.0,301.0,0.0,0.0,0.0,1676.0,553.0,816.0,0.0,6875.0,87.0,65.0,940.0,254.0,0.0,3236.0,1304.0,3371.0,22484.0,22402.0,45.1
306.0,0.0,0.0,5311.0,1770.0,298.0,0.0,0.0,0.0,953.0,1218.0,1685.0,0.0,7015.0,57.0,74.0,3981.0,235.0,0.0,11961.0,3857.0,11775.0,32517.0,33552.0,32.24
406.0,0.0,0.0,4914.0,2574.0,245.0,0.0,0.0,0.0,171.0,1037.0,2370.0,0.0,5009.0,84.0,74.0,345.0,120.0,0.0,6842.0,215.0,6945.0,24703.0,25281.0,35.1
382.0,0.0,0.0,9882.0,5935.0,311.0,0.0,0.0,0.0,1.0,1241.0,2243.0,0.0,5042.0,57.0,99.0,3540.0,282.0,0.0,5060.0,3545.0,4683.0,34784.0,34456.0,65.5
227.0,481.0,0.0,3991.0,2498.0,278.0,0.0,0.0,0.0,0.0,1099.0,3581.0,0.0,7082.0,15.0,95.0,3633.0,330.0,0.0,640.0,3826.0,688.0,26443.0,25897.0,52.15
528.0,834.0,0.0,4443.0,6016.0,309.0,0.0,0.0,0.0,0.0,633.0,1683.0,0.0,6679.0,88.0,72.0,712.0,261.0,0.0,6708.0,691.0,6633.0,29039.0,29071.0,62.98
475.0,475.0,0.0,4864.0,6850.0,346.0,0.0,0.0,0.0,118.0,1040.0,1473.0,0.0,7094.0,44.0,78.0,3940.0,209.0,0.0,8033.0,3645.0,7809.0,34582.0,33886.0,58.38
182.0,0.0,0.0,3802.0,1408.0,269.0,0.0,0.0,0.0,1639.0,1136.0,991.0,0.0,7109.0,58.0,87.0,218.0,263.0,0.0,8835.0,145.0,8876.0,23231.0,23136.0,32.9
390.0,699.0,0.0,4151.0,4569.0,245.0,0.0,0.0,0.0,0.0,714.0,1978.0,0.0,6985.0,58.0,99.0,5065.0,325.0,0.0,1091.0,4955.0,1234.0,27473.0,27448.0,71.5
255.0,0.0,0.0,3899.0,1402.0,191.0,0.0,0.0,0.0,1.0,1847.0,5849.0,0.0,5054.0,13.0,86.0,2641.0,289.0,0.0,3225.0,3222.0,3153.0,25692.0,25424.0,42.0
543.0,0.0,0.0,4451.0,2111.0,262.0,0.0,0.0,0.0,977.0,720.0,1506.0,0.0,5058.0,87.0,69.0,355.0,196.0,0.0,5890.0,270.0,5915.0,20920.0,20745.0,36.58
360.0,615.0,0.0,7825.0,6086.0,257.0,0.0,0.0,0.0,0.0,683.0,2435.0,0.0,7111.0,61.0,103.0,2264.0,286.0,0.0,2761.0,1980.0,2750.0,31829.0,31888.0,74.99
387.0,0.0,0.0,2980.0,984.0,176.0,0.0,0.0,0.0,2492.0,1159.0,4330.0,0.0,7104.0,82.0,65.0,4039.0,175.0,0.0,11926.0,4206.0,11825.0,28421.0,28389.0,12.4
566.0,0.0,0.0,4266.0,3508.0,391.0,0.0,0.0,0.0,0.0,891.0,3311.0,0.0,5055.0,89.0,69.0,2841.0,200.0,0.0,6745.0,3001.0,6741.0,30293.0,30299.0,51.69
378.0,982.0,0.0,9893.0,6860.0,340.0,0.0,0.0,0.0,205.0,534.0,528.0,0.0,5047.0,54.0,96.0,3419.0,252.0,0.0,11852.0,3291.0,11731.0,37033.0,36559.0,66.96
519.0,673.0,0.0,5396.0,5835.0,415.0,0.0,0.0,0.0,148.0,508.0,427.0,0.0,6885.0,83.0,70.0,3993.0,228.0,0.0,5367.0,3717.0,5230.0,29222.0,29063.0,49.0
200.0,0.0,0.0,3673.0,1263.0,247.0,0.0,0.0,0.0,1238.0,1675.0,4521.0,0.0,7101.0,52.0,73.0,61.0,201.0,0.0,6788.0,37.0,6862.0,23309.0,23647.0,15.69
500.0,982.0,0.0,5626.0,6386.0,344.0,0.0,0.0,0.0,0.0,808.0,4446.0,0.0,5022.0,87.0,79.0,640.0,269.0,0.0,4287.0,744.0,4577.0,30834.0,31386.0,61.0
289.0,0.0,0.0,3920.0,1503.0,314.0,0.0,0.0,0.0,1390.0,1108.0,635.0,0.0,7109.0,60.0,86.0,61.0,275.0,0.0,7779.0,10.0,7765.0,23677.0,23453.0,33.44
