tag,date,question_count,question_pct,unanswered_count,unanswered_pct
sql-server,2018-03-23,227968,0.014648533,56368,0.012564821
amazon-elb,2018-03-23,983,6.32e-5,366,8.16e-5
amazon-sqs,2018-03-23,1334,8.57e-5,450,1.00309e-4
amazon-route53,2018-03-23,960,6.17e-5,335,7.47e-5
dropbox-api,2018-03-23,2013,1.29349e-4,797,1.77656e-4
amazon-data-pipeline,2018-03-22,373,2.4e-5,187,4.17e-5
ios9,2018-03-22,4184,2.69005e-4,1618,3.60986e-4
amazon-emr,2018-03-22,1031,6.63e-5,485,1.08206e-4
actionscript,2018-03-22,9062,5.8263e-4,2430,5.42149e-4
amazon-simpledb,2018-03-22,391,2.51e-5,79,1.76e-5
amazon,2018-03-22,4089,2.62897e-4,1602,3.57416e-4
amazon-cloudsearch,2018-03-22,304,1.95e-5,132,2.94e-5
amazon-ses,2018-03-22,763,4.91e-5,270,6.02e-5
windows,2018-03-22,118892,0.007643976,36766,0.008202672
amazon-glacier,2018-03-22,175,1.13e-5,53,1.18e-5
amazon-rds,2018-03-22,2132,1.37074e-4,825,1.84062e-4
ios8,2018-03-22,9420,6.05647e-4,3251,7.25318e-4
amazon-ecs,2018-03-22,709,4.56e-5,323,7.21e-5
amazon-cloudfront,2018-03-22,2031,1.30581e-4,785,1.75138e-4
excel,2018-03-22,141819,0.009118035,49162,0.010968277
applepay,2018-03-22,316,2.03e-5,151,3.37e-5
paypal,2018-03-22,17800,0.001144422,8349,0.001862699
amazon-kinesis,2018-03-22,639,4.11e-5,310,6.92e-5
amazon-cloudwatch,2018-03-22,923,5.93e-5,370,8.25e-5
dropbox-api,2018-03-22,2013,1.29422e-4,796,1.7759e-4
amazon-sqs,2018-03-22,1334,8.58e-5,450,1.00398e-4
amazon-elb,2018-03-22,983,6.32e-5,367,8.19e-5
sql-server,2018-03-22,227852,0.01464939,56324,0.012566156
ios,2018-03-22,555969,0.035745335,182611,0.04074165
google-spreadsheet,2018-03-22,13598,8.74264e-4,5170,0.001153456
osx,2018-03-22,84293,0.005419512,84293,0.018806288
dropbox,2018-03-22,2990,1.92237e-4,1141,2.54561e-4
amazon-route53,2018-03-22,957,6.15e-5,333,7.43e-5
amazon-redshift,2018-03-22,2869,1.84459e-4,1034,2.30692e-4
amazon-dynamodb,2018-03-22,5083,3.26805e-4,1830,4.08284e-4
mongodb,2018-03-22,96439,0.0062004,33660,0.007509713
amazon-ec2,2018-03-22,20834,0.001339495,7640,0.001704532
amazon-cognito,2018-03-22,1477,9.5e-5,572,1.27617e-4
amazon-ebs,2018-03-22,320,2.06e-5,50,1.12e-5
amazon-lambda,2018-03-22,5644,3.62873e-4,5644,0.001259208
cognos,2018-03-22,817,5.25e-5,370,8.25e-5
amazon-rds-aurora,2018-03-22,242,1.56e-5,108,2.41e-5
stripe-payments,2018-03-22,3762,2.41871e-4,1466,3.27069e-4
amazon-swf,2018-03-22,228,1.47e-5,77,1.72e-5
amazon-s3,2018-03-22,22787,0.001465061,8938,0.001994124
amazon-elastic-beanstalk,2018-03-22,594,3.82e-5,293,6.54e-5
android,2018-03-22,1087259,0.069903785,405826,0.090542102
actionscript-3,2018-03-22,41039,0.002638551,11030,0.002460864
azure,2018-03-22,53910,0.003466057,18178,0.004055594
amazon-mws,2018-03-22,629,4.04e-5,247,5.51e-5
amazon-elasticache,2018-03-22,389,2.5e-5,161,3.59e-5
applepayjs,2018-03-22,20,1.29e-6,9,2.01e-6
android-pay,2018-03-22,491,3.16e-5,229,5.11e-5
amazon-sns,2018-03-22,1230,7.91e-5,545,1.21593e-4
amazon-vpc,2018-03-22,624,4.01e-5,179,3.99e-5
amazon-cloudformation,2018-03-22,1925,1.23765e-4,652,1.45465e-4
amazon-web-services,2018-03-22,54670,0.003514938,21207,0.004731416
citrix,2018-03-22,586,3.77e-5,290,6.47e-5
amazon-rds-aurora,2018-03-21,238,1.53e-5,104,2.32e-5
cognos,2018-03-21,816,5.25e-5,369,8.24e-5
amazon-swf,2018-03-21,228,1.47e-5,77,1.72e-5
azure,2018-03-21,53849,0.003464181,18149,0.004052825
amazon-lambda,2018-03-21,5626,3.61929e-4,5626,0.001256338
amazon-ebs,2018-03-21,320,2.06e-5,50,1.12e-5
amazon-cognito,2018-03-21,1472,9.47e-5,567,1.26617e-4
amazon-s3,2018-03-21,22764,0.001464445,8925,0.001993041
amazon-ec2,2018-03-21,20820,0.001339384,7637,0.001705418
amazon-dynamodb,2018-03-21,5074,3.26419e-4,1827,4.07987e-4
mongodb,2018-03-21,96366,0.006199362,33632,0.007510311
android,2018-03-21,1086726,0.069910684,405566,0.090566373
amazon-elastic-beanstalk,2018-03-21,594,3.82e-5,293,6.54e-5
actionscript-3,2018-03-21,41037,0.002639978,11030,0.002463112
amazon-route53,2018-03-21,955,6.14e-5,333,7.44e-5
amazon-redshift,2018-03-21,2864,1.84246e-4,1030,2.30009e-4
dropbox,2018-03-21,2989,1.92286e-4,1141,2.54793e-4
osx,2018-03-21,84258,0.005420457,84258,0.018815666
google-spreadsheet,2018-03-21,13584,8.73878e-4,5165,0.001153388
amazon-mws,2018-03-21,627,4.03e-5,245,5.47e-5
amazon-elasticache,2018-03-21,389,2.5e-5,161,3.6e-5
ios,2018-03-21,555717,0.035750201,182492,0.040752323
sql-server,2018-03-21,227731,0.014650257,56282,0.012568246
amazon-elb,2018-03-21,981,6.31e-5,367,8.2e-5
amazon-sqs,2018-03-21,1332,8.57e-5,448,1.00043e-4
applepayjs,2018-03-21,20,1.29e-6,9,2.01e-6
dropbox-api,2018-03-21,2013,1.29499e-4,796,1.77752e-4
amazon-kinesis,2018-03-21,637,4.1e-5,309,6.9e-5
paypal,2018-03-21,17793,0.001144648,8349,0.001864399
android-pay,2018-03-21,491,3.16e-5,229,5.11e-5
applepay,2018-03-21,315,2.03e-5,150,3.35e-5
excel,2018-03-21,141703,0.009115956,49110,0.01096668
amazon-cloudfront,2018-03-21,2032,1.30722e-4,786,1.75522e-4
amazon-ecs,2018-03-21,707,4.55e-5,324,7.24e-5
ios8,2018-03-21,9420,6.06004e-4,3252,7.26205e-4
amazon-sns,2018-03-21,1227,7.89e-5,543,1.21257e-4
amazon-cloudwatch,2018-03-21,922,5.93e-5,370,8.26e-5
amazon-vpc,2018-03-21,623,4.01e-5,178,3.97e-5
amazon-cloudformation,2018-03-21,1922,1.23645e-4,650,1.45151e-4
amazon-data-pipeline,2018-03-21,373,2.4e-5,187,4.18e-5
amazon-rds,2018-03-21,2133,1.37219e-4,826,1.84454e-4
amazon-glacier,2018-03-21,175,1.13e-5,53,1.18e-5
windows,2018-03-21,118829,0.007644438,36731,0.008202342
amazon-ses,2018-03-21,762,4.9e-5,270,6.03e-5
amazon-cloudsearch,2018-03-21,304,1.96e-5,132,2.95e-5
amazon-simpledb,2018-03-21,391,2.52e-5,79,1.76e-5
citrix,2018-03-21,585,3.76e-5,289,6.45e-5
amazon,2018-03-21,4085,2.62795e-4,1600,3.57296e-4
actionscript,2018-03-21,9061,5.82909e-4,2429,5.42421e-4
amazon-emr,2018-03-21,1030,6.63e-5,484,1.08082e-4
ios9,2018-03-21,4183,2.69099e-4,1617,3.61092e-4
stripe-payments,2018-03-21,3756,2.41628e-4,1465,3.27145e-4
amazon-web-services,2018-03-21,54603,0.0035127,21181,0.004729927
amazon-simpledb,2018-03-20,391,2.52e-5,79,1.77e-5
amazon-rds-aurora,2018-03-20,238,1.53e-5,104,2.32e-5
cognos,2018-03-20,816,5.25e-5,369,8.25e-5
excel,2018-03-20,141579,0.009113195,49061,0.010965775
amazon-rds,2018-03-20,2134,1.37362e-4,830,1.85517e-4
amazon-swf,2018-03-20,228,1.47e-5,77,1.72e-5
amazon-ebs,2018-03-20,320,2.06e-5,51,1.14e-5
amazon-glacier,2018-03-20,175,1.13e-5,53,1.18e-5
amazon-cloudfront,2018-03-20,2033,1.30861e-4,785,1.75459e-4
amazon-lambda,2018-03-20,5615,3.61429e-4,5615,0.001255031
amazon-ecs,2018-03-20,705,4.54e-5,322,7.2e-5
amazon-cognito,2018-03-20,1469,9.46e-5,565,1.26285e-4
amazon-s3,2018-03-20,22736,0.001463482,8905,0.001990397
amazon-ec2,2018-03-20,20804,0.001339123,7630,0.001705416
ios8,2018-03-20,9420,6.06352e-4,3252,7.2687e-4
amazon-web-services,2018-03-20,54533,0.003510208,21147,0.004726661
amazon-dynamodb,2018-03-20,5063,3.25898e-4,1823,4.07467e-4
windows,2018-03-20,118796,0.007646692,36714,0.008206052
android,2018-03-20,1086220,0.069918169,405288,0.090587353
actionscript-3,2018-03-20,41036,0.002641427,11030,0.002465366
azure,2018-03-20,53790,0.003462367,18131,0.004052507
amazon-route53,2018-03-20,952,6.13e-5,330,7.38e-5
amazon-sns,2018-03-20,1225,7.89e-5,542,1.21145e-4
amazon-elastic-beanstalk,2018-03-20,593,3.82e-5,293,6.55e-5
amazon-ses,2018-03-20,761,4.9e-5,269,6.01e-5
dropbox,2018-03-20,2988,1.92331e-4,1141,2.55026e-4
amazon-redshift,2018-03-20,2859,1.8403e-4,1027,2.29549e-4
citrix,2018-03-20,585,3.77e-5,289,6.46e-5
osx,2018-03-20,84222,0.005421248,84222,0.018824862
google-spreadsheet,2018-03-20,13566,8.73221e-4,5151,0.001151317
amazon-cloudsearch,2018-03-20,304,1.96e-5,132,2.95e-5
amazon-mws,2018-03-20,626,4.03e-5,245,5.48e-5
amazon-elasticache,2018-03-20,388,2.5e-5,160,3.58e-5
amazon-vpc,2018-03-20,622,4e-5,177,3.96e-5
ios,2018-03-20,555495,0.035756415,182412,0.040771797
sql-server,2018-03-20,227595,0.014649894,56235,0.012569247
actionscript,2018-03-20,9061,5.83243e-4,2429,5.42918e-4
amazon-elb,2018-03-20,981,6.31e-5,367,8.2e-5
amazon-sqs,2018-03-20,1328,8.55e-5,445,9.95e-5
applepayjs,2018-03-20,20,1.29e-6,9,2.01e-6
amazon-cloudformation,2018-03-20,1920,1.23587e-4,648,1.44837e-4
amazon-emr,2018-03-20,1029,6.62e-5,483,1.07957e-4
amazon-data-pipeline,2018-03-20,373,2.4e-5,188,4.2e-5
dropbox-api,2018-03-20,2013,1.29573e-4,796,1.77915e-4
amazon-kinesis,2018-03-20,635,4.09e-5,308,6.88e-5
paypal,2018-03-20,17791,0.001145175,8348,0.001865882
mongodb,2018-03-20,96279,0.006197314,33588,0.007507354
amazon-cloudwatch,2018-03-20,917,5.9e-5,366,8.18e-5
ios9,2018-03-20,4182,2.69189e-4,1616,3.612e-4
applepay,2018-03-20,314,2.02e-5,149,3.33e-5
stripe-payments,2018-03-20,3755,2.41702e-4,1464,3.27219e-4
amazon,2018-03-20,4083,2.62817e-4,1600,3.57623e-4
android-pay,2018-03-20,490,3.15e-5,228,5.1e-5
android-pay,2018-03-19,490,3.16e-5,228,5.1e-5
amazon-ses,2018-03-19,761,4.9e-5,269,6.02e-5
windows,2018-03-19,118746,0.007647529,36680,0.00820526
amazon-glacier,2018-03-19,175,1.13e-5,53,1.19e-5
amazon-rds,2018-03-19,2130,1.37177e-4,828,1.85223e-4
amazon-ecs,2018-03-19,704,4.53e-5,322,7.2e-5
excel,2018-03-19,141459,0.009110303,49022,0.010966145
amazon-simpledb,2018-03-19,391,2.52e-5,79,1.77e-5
applepay,2018-03-19,314,2.02e-5,149,3.33e-5
paypal,2018-03-19,17789,0.001145654,8347,0.00186721
dropbox-api,2018-03-19,2012,1.29577e-4,796,1.78063e-4
amazon-sqs,2018-03-19,1329,8.56e-5,448,1.00217e-4
sql-server,2018-03-19,227477,0.014650068,56184,0.012568276
ios,2018-03-19,555284,0.035761764,182311,0.040782867
google-spreadsheet,2018-03-19,13550,8.72654e-4,5145,0.00115093
osx,2018-03-19,84197,0.00542251,84197,0.018834821
amazon-redshift,2018-03-19,2852,1.83676e-4,1023,2.28844e-4
dropbox,2018-03-19,2988,1.92434e-4,1140,2.55014e-4
amazon-dynamodb,2018-03-19,5054,3.25491e-4,1815,4.06014e-4
amazon-ec2,2018-03-19,20791,0.001338995,7628,0.001706379
amazon-cognito,2018-03-19,1468,9.45e-5,566,1.26614e-4
amazon-lambda,2018-03-19,5600,3.60654e-4,5600,0.001252716
amazon-rds-aurora,2018-03-19,238,1.53e-5,105,2.35e-5
stripe-payments,2018-03-19,3753,2.41701e-4,1463,3.27268e-4
amazon-swf,2018-03-19,228,1.47e-5,77,1.72e-5
amazon-s3,2018-03-19,22714,0.001462841,8894,0.001989582
actionscript-3,2018-03-19,41033,0.002642633,11028,0.002466955
amazon-mws,2018-03-19,626,4.03e-5,245,5.48e-5
applepayjs,2018-03-19,20,1.29e-6,9,2.01e-6
amazon-sns,2018-03-19,1225,7.89e-5,542,1.21245e-4
amazon-web-services,2018-03-19,54461,0.00350743,21117,0.004723859
amazon-data-pipeline,2018-03-19,373,2.4e-5,188,4.21e-5
citrix,2018-03-19,585,3.77e-5,289,6.46e-5
amazon-cloudformation,2018-03-19,1918,1.23524e-4,646,1.4451e-4
amazon-vpc,2018-03-19,620,3.99e-5,178,3.98e-5
amazon-elasticache,2018-03-19,388,2.5e-5,160,3.58e-5
android,2018-03-19,1085734,0.069923955,405057,0.090610758
azure,2018-03-19,53721,0.003459762,18100,0.004048946
cognos,2018-03-19,816,5.26e-5,369,8.25e-5
amazon-ebs,2018-03-19,319,2.05e-5,51,1.14e-5
amazon-route53,2018-03-19,950,6.12e-5,328,7.34e-5
amazon-elb,2018-03-19,980,6.31e-5,366,8.19e-5
amazon-kinesis,2018-03-19,635,4.09e-5,309,6.91e-5
ios8,2018-03-19,9420,6.06673e-4,3252,7.27471e-4
amazon-cloudfront,2018-03-19,2032,1.30866e-4,785,1.75604e-4
amazon-cloudsearch,2018-03-19,304,1.96e-5,132,2.95e-5
actionscript,2018-03-19,9061,5.83552e-4,2429,5.43365e-4
amazon-emr,2018-03-19,1029,6.63e-5,484,1.0827e-4
ios9,2018-03-19,4181,2.69267e-4,1615,3.61275e-4
amazon,2018-03-19,4076,2.62505e-4,1595,3.568e-4
amazon-elastic-beanstalk,2018-03-19,592,3.81e-5,293,6.55e-5
mongodb,2018-03-19,96206,0.006195901,33561,0.007507543
amazon-cloudwatch,2018-03-19,915,5.89e-5,365,8.17e-5
amazon-data-pipeline,2018-03-18,373,2.4e-5,188,4.21e-5
amazon-route53,2018-03-18,950,6.12e-5,329,7.36e-5
amazon-dynamodb,2018-03-18,5050,3.2532e-4,1813,4.05734e-4
ios9,2018-03-18,4181,2.69339e-4,1615,3.61423e-4
amazon-rds-aurora,2018-03-18,238,1.53e-5,105,2.35e-5
amazon-ec2,2018-03-18,20782,0.001338773,7622,0.001705737
amazon-emr,2018-03-18,1028,6.62e-5,483,1.08091e-4
cognos,2018-03-18,816,5.26e-5,369,8.26e-5
azure,2018-03-18,53710,0.003459982,18092,0.004048834
amazon-elastic-beanstalk,2018-03-18,591,3.81e-5,292,6.53e-5
amazon-lambda,2018-03-18,5592,3.60235e-4,5592,0.001251441
amazon-ebs,2018-03-18,319,2.05e-5,51,1.14e-5
amazon-cloudformation,2018-03-18,1918,1.23557e-4,646,1.44569e-4
actionscript,2018-03-18,9061,5.83708e-4,2429,5.43589e-4
amazon-cloudsearch,2018-03-18,304,1.96e-5,132,2.95e-5
amazon-ses,2018-03-18,761,4.9e-5,270,6.04e-5
amazon-vpc,2018-03-18,620,3.99e-5,178,3.98e-5
windows,2018-03-18,118727,0.007648358,36676,0.008207755
amazon-glacier,2018-03-18,175,1.13e-5,53,1.19e-5
amazon-sns,2018-03-18,1225,7.89e-5,544,1.21743e-4
amazon-rds,2018-03-18,2128,1.37085e-4,827,1.85076e-4
amazon-web-services,2018-03-18,54426,0.003506113,21097,0.004721325
applepayjs,2018-03-18,20,1.29e-6,9,2.01e-6
amazon-ecs,2018-03-18,703,4.53e-5,321,7.18e-5
amazon-elasticache,2018-03-18,388,2.5e-5,160,3.58e-5
amazon-cloudfront,2018-03-18,2030,1.30772e-4,783,1.75229e-4
amazon-mws,2018-03-18,626,4.03e-5,245,5.48e-5
excel,2018-03-18,141430,0.009110877,49015,0.010969103
android,2018-03-18,1085479,0.069926257,404923,0.090618
applepay,2018-03-18,314,2.02e-5,149,3.33e-5
actionscript-3,2018-03-18,41032,0.002643274,11028,0.002467972
ios8,2018-03-18,9420,6.06835e-4,3252,7.2777e-4
paypal,2018-03-18,17788,0.001145897,8347,0.001867988
amazon-kinesis,2018-03-18,634,4.08e-5,308,6.89e-5
citrix,2018-03-18,585,3.77e-5,289,6.47e-5
amazon-simpledb,2018-03-18,391,2.52e-5,79,1.77e-5
amazon-s3,2018-03-18,22709,0.00146291,8892,0.001989952
amazon-swf,2018-03-18,228,1.47e-5,77,1.72e-5
dropbox-api,2018-03-18,2012,1.29612e-4,796,1.78138e-4
mongodb,2018-03-18,96172,0.006195372,33545,0.007507061
amazon-elb,2018-03-18,979,6.31e-5,365,8.17e-5
amazon-sqs,2018-03-18,1327,8.55e-5,447,1.00035e-4
sql-server,2018-03-18,227440,0.014651615,56178,0.012572125
ios,2018-03-18,555205,0.035766215,182269,0.040790253
amazon-cloudwatch,2018-03-18,915,5.89e-5,365,8.17e-5
android-pay,2018-03-18,490,3.16e-5,228,5.1e-5
stripe-payments,2018-03-18,3753,2.41766e-4,1463,3.27406e-4
amazon-cognito,2018-03-18,1468,9.46e-5,566,1.26666e-4
amazon-redshift,2018-03-18,2851,1.83661e-4,1022,2.28715e-4
google-spreadsheet,2018-03-18,13536,8.71985e-4,5141,0.001150507
osx,2018-03-18,84170,0.005422218,84170,0.01883653
amazon,2018-03-18,4075,2.62511e-4,1594,3.56723e-4
dropbox,2018-03-18,2988,1.92486e-4,1140,2.55122e-4
citrix,2018-03-17,585,3.77e-5,289,6.46e-5
amazon-route53,2018-03-17,950,6.12e-5,330,7.37e-5
azure,2018-03-17,53728,0.003459605,18124,0.004048692
ios9,2018-03-17,4182,2.69284e-4,1616,3.60996e-4
amazon-dynamodb,2018-03-17,5049,3.25111e-4,1812,4.0478e-4
amazon-ecs,2018-03-17,702,4.52e-5,321,7.17e-5
amazon,2018-03-17,4084,2.62974e-4,1601,3.57645e-4
amazon-elasticache,2018-03-17,389,2.5e-5,161,3.6e-5
osx,2018-03-17,84242,0.005424449,84242,0.018818695
amazon-elb,2018-03-17,982,6.32e-5,368,8.22e-5
amazon-mws,2018-03-17,627,4.04e-5,246,5.5e-5
stripe-payments,2018-03-17,3754,2.41723e-4,1468,3.27932e-4
amazon-ec2,2018-03-17,20792,0.001338822,7632,0.0017049
excel,2018-03-17,141575,0.009116173,49174,0.010984907
amazon-rds-aurora,2018-03-17,238,1.53e-5,105,2.35e-5
amazon-web-services,2018-03-17,54458,0.003506617,21143,0.004723101
cognos,2018-03-17,818,5.27e-5,371,8.29e-5
amazon-elastic-beanstalk,2018-03-17,590,3.8e-5,291,6.5e-5
amazon-sqs,2018-03-17,1327,8.54e-5,448,1.00078e-4
amazon-cognito,2018-03-17,1467,9.45e-5,564,1.25991e-4
sql-server,2018-03-17,227498,0.014648849,56244,0.012564269
amazon-lambda,2018-03-17,5597,3.60397e-4,5597,0.001250305
amazon-ebs,2018-03-17,319,2.05e-5,51,1.14e-5
amazon-redshift,2018-03-17,2852,1.83644e-4,1025,2.28973e-4
amazon-emr,2018-03-17,1028,6.62e-5,483,1.07896e-4
amazon-cloudformation,2018-03-17,1916,1.23374e-4,646,1.44309e-4
actionscript,2018-03-17,9062,5.83513e-4,2430,5.42834e-4
ios,2018-03-17,555371,0.035761041,182470,0.040761729
amazon-cloudsearch,2018-03-17,305,1.96e-5,133,2.97e-5
android,2018-03-17,1086078,0.069933823,405576,0.09060116
amazon-ses,2018-03-17,762,4.91e-5,271,6.05e-5
amazon-cloudfront,2018-03-17,2029,1.3065e-4,784,1.75136e-4
amazon-vpc,2018-03-17,621,4e-5,179,4e-5
windows,2018-03-17,118800,0.007649665,36754,0.008210421
actionscript-3,2018-03-17,41031,0.002642037,11026,0.002463083
applepay,2018-03-17,314,2.02e-5,149,3.33e-5
ios8,2018-03-17,9421,6.0663e-4,3253,7.26683e-4
amazon-glacier,2018-03-17,175,1.13e-5,53,1.18e-5
amazon-data-pipeline,2018-03-17,373,2.4e-5,188,4.2e-5
amazon-sns,2018-03-17,1224,7.88e-5,543,1.213e-4
paypal,2018-03-17,17817,0.001147256,8374,0.001870653
amazon-kinesis,2018-03-17,634,4.08e-5,308,6.88e-5
amazon-cloudwatch,2018-03-17,917,5.9e-5,367,8.2e-5
amazon-s3,2018-03-17,22716,0.001462711,8900,0.001988157
amazon-rds,2018-03-17,2127,1.3696e-4,827,1.84742e-4
google-spreadsheet,2018-03-17,13556,8.72887e-4,5164,0.00115358
amazon-simpledb,2018-03-17,391,2.52e-5,79,1.76e-5
android-pay,2018-03-17,490,3.16e-5,228,5.09e-5
amazon-swf,2018-03-17,228,1.47e-5,77,1.72e-5
mongodb,2018-03-17,96221,0.006195779,33609,0.007507868
applepayjs,2018-03-17,20,1.29e-6,9,2.01e-6
dropbox-api,2018-03-17,2014,1.29683e-4,798,1.78263e-4
dropbox,2018-03-17,2989,1.92464e-4,1141,2.54884e-4
citrix,2018-03-15,584,3.76e-5,288,6.44e-5
amazon-cloudformation,2018-03-15,1905,1.22796e-4,645,1.4432e-4
amazon-vpc,2018-03-15,619,3.99e-5,179,4.01e-5
amazon-sns,2018-03-15,1222,7.88e-5,543,1.21498e-4
applepayjs,2018-03-15,20,1.29e-6,9,2.01e-6
amazon-elasticache,2018-03-15,389,2.51e-5,161,3.6e-5
amazon-mws,2018-03-15,627,4.04e-5,246,5.5e-5
android,2018-03-15,1085094,0.069944833,405057,0.09063231
actionscript-3,2018-03-15,41024,0.0026444,11022,0.002466199
amazon-s3,2018-03-15,22669,0.001461239,8871,0.001984907
amazon-swf,2018-03-15,228,1.47e-5,77,1.72e-5
amazon-cognito,2018-03-15,1460,9.41e-5,561,1.25525e-4
android-pay,2018-03-15,490,3.16e-5,228,5.1e-5
amazon-cloudwatch,2018-03-15,912,5.88e-5,365,8.17e-5
stripe-payments,2018-03-15,3747,2.41529e-4,1465,3.27794e-4
amazon-elastic-beanstalk,2018-03-15,590,3.8e-5,292,6.53e-5
amazon-rds-aurora,2018-03-15,238,1.53e-5,106,2.37e-5
amazon-ebs,2018-03-15,319,2.06e-5,51,1.14e-5
amazon-lambda,2018-03-15,5569,3.58976e-4,5569,0.001246077
amazon-ec2,2018-03-15,20768,0.001338701,7617,0.001704322
amazon-dynamodb,2018-03-15,5036,3.24619e-4,1806,4.04097e-4
amazon-route53,2018-03-15,947,6.1e-5,328,7.34e-5
dropbox,2018-03-15,2987,1.9254e-4,1141,2.55299e-4
google-spreadsheet,2018-03-15,13515,8.71173e-4,5141,0.001150308
azure,2018-03-15,53571,0.003453163,18067,0.004042515
amazon-simpledb,2018-03-15,391,2.52e-5,79,1.77e-5
ios,2018-03-15,554934,0.03577099,182277,0.04078506
sql-server,2018-03-15,227243,0.014647995,56137,0.01256074
amazon-sqs,2018-03-15,1325,8.54e-5,447,1.00017e-4
amazon-elb,2018-03-15,980,6.32e-5,367,8.21e-5
amazon-redshift,2018-03-15,2845,1.83388e-4,1024,2.29122e-4
dropbox-api,2018-03-15,2012,1.29692e-4,797,1.78329e-4
mongodb,2018-03-15,96059,0.006191929,33525,0.007501275
amazon-kinesis,2018-03-15,633,4.08e-5,308,6.89e-5
paypal,2018-03-15,17798,0.001147251,8361,0.001870783
ios8,2018-03-15,9421,6.07277e-4,3253,7.27869e-4
applepay,2018-03-15,314,2.02e-5,149,3.33e-5
amazon-cloudfront,2018-03-15,2026,1.30596e-4,783,1.75198e-4
excel,2018-03-15,141378,0.009113173,49125,0.010991804
amazon-ecs,2018-03-15,699,4.51e-5,320,7.16e-5
amazon-rds,2018-03-15,2120,1.36655e-4,824,1.84372e-4
amazon-glacier,2018-03-15,175,1.13e-5,53,1.19e-5
cognos,2018-03-15,818,5.27e-5,371,8.3e-5
windows,2018-03-15,118695,0.007651034,36701,0.008211905
amazon-ses,2018-03-15,759,4.89e-5,268,6e-5
amazon-cloudsearch,2018-03-15,304,1.96e-5,132,2.95e-5
actionscript,2018-03-15,9061,5.8407e-4,2431,5.43942e-4
amazon-emr,2018-03-15,1023,6.59e-5,480,1.07401e-4
ios9,2018-03-15,4182,2.69571e-4,1617,3.61808e-4
osx,2018-03-15,84198,0.005427394,84198,0.018839575
amazon-data-pipeline,2018-03-15,371,2.39e-5,186,4.16e-5
amazon-web-services,2018-03-15,54305,0.003500489,21061,0.00471245
amazon,2018-03-15,4075,2.62674e-4,1594,3.56661e-4
amazon-ec2,2018-03-14,20753,0.0013385,7607,0.001703627
ios8,2018-03-14,9421,6.07624e-4,3253,7.28528e-4
amazon-rds-aurora,2018-03-14,237,1.53e-5,106,2.37e-5
applepay,2018-03-14,313,2.02e-5,148,3.31e-5
dropbox,2018-03-14,2987,1.9265e-4,1141,2.5553e-4
actionscript-3,2018-03-14,41022,0.002645785,11020,0.002467991
amazon-web-services,2018-03-14,54236,0.003498042,21030,0.004709779
amazon-cloudfront,2018-03-14,2021,1.30348e-4,778,1.74237e-4
android,2018-03-14,1084580,0.069951642,404801,0.090657061
amazon-rds,2018-03-14,2115,1.3641e-4,823,1.84315e-4
amazon-mws,2018-03-14,626,4.04e-5,245,5.49e-5
sql-server,2018-03-14,227114,0.014648055,56099,0.012563625
amazon-elasticache,2018-03-14,389,2.51e-5,161,3.61e-5
amazon-ecs,2018-03-14,698,4.5e-5,319,7.14e-5
amazon,2018-03-14,4068,2.62373e-4,1588,3.55641e-4
amazon-lambda,2018-03-14,5555,3.58279e-4,5555,0.001244068
applepayjs,2018-03-14,20,1.29e-6,9,2.02e-6
excel,2018-03-14,141272,0.00911155,49083,0.010992368
ios,2018-03-14,554725,0.035777951,182192,0.040802944
amazon-simpledb,2018-03-14,391,2.52e-5,79,1.77e-5
ios9,2018-03-14,4182,2.69725e-4,1618,3.6236e-4
amazon-cognito,2018-03-14,1456,9.39e-5,557,1.24743e-4
amazon-sqs,2018-03-14,1325,8.55e-5,447,1.00108e-4
amazon-ebs,2018-03-14,319,2.06e-5,51,1.14e-5
amazon-dynamodb,2018-03-14,5030,3.24418e-4,1806,4.04463e-4
android-pay,2018-03-14,490,3.16e-5,228,5.11e-5
amazon-cloudwatch,2018-03-14,912,5.88e-5,365,8.17e-5
amazon-route53,2018-03-14,943,6.08e-5,325,7.28e-5
amazon-emr,2018-03-14,1023,6.6e-5,481,1.07722e-4
amazon-elb,2018-03-14,979,6.31e-5,367,8.22e-5
google-spreadsheet,2018-03-14,13496,8.70445e-4,5131,0.001149112
amazon-cloudformation,2018-03-14,1901,1.22608e-4,643,1.44003e-4
amazon-data-pipeline,2018-03-14,370,2.39e-5,185,4.14e-5
actionscript,2018-03-14,9060,5.8434e-4,2430,5.44212e-4
dropbox-api,2018-03-14,2011,1.29702e-4,796,1.78266e-4
citrix,2018-03-14,583,3.76e-5,287,6.43e-5
amazon-swf,2018-03-14,228,1.47e-5,77,1.72e-5
amazon-cloudsearch,2018-03-14,304,1.96e-5,132,2.96e-5
amazon-ses,2018-03-14,759,4.9e-5,268,6e-5
amazon-vpc,2018-03-14,618,3.99e-5,178,3.99e-5
amazon-elastic-beanstalk,2018-03-14,589,3.8e-5,291,6.52e-5
windows,2018-03-14,118647,0.007652315,36678,0.008214204
osx,2018-03-14,84155,0.005427722,84155,0.018846991
mongodb,2018-03-14,95990,0.006191019,33491,0.007500463
cognos,2018-03-14,818,5.28e-5,371,8.31e-5
amazon-glacier,2018-03-14,175,1.13e-5,53,1.19e-5
amazon-kinesis,2018-03-14,633,4.08e-5,310,6.94e-5
amazon-s3,2018-03-14,22658,0.001461366,8871,0.001986707
