work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,company_location,company_size
2023,SE,FT,Machine Learning Scientist,170000,USD,170000,US,M
2023,SE,FT,Data Analyst,135000,USD,135000,US,M
2023,SE,FT,Data Analyst,105500,USD,105500,US,M
2023,SE,FT,Data Analyst,100000,USD,100000,US,M
2023,SE,FT,Data Analyst,80000,USD,80000,US,M
2023,SE,FT,Data Engineer,160000,USD,160000,CA,M
2023,SE,FT,Data Engineer,145000,USD,145000,CA,M
2023,SE,FT,Data Engineer,150000,USD,150000,US,M
2023,SE,FT,Data Engineer,111000,USD,111000,US,M
2023,SE,FT,Data Engineer,160000,USD,160000,US,M
2023,SE,FT,Data Engineer,130000,USD,130000,US,M
2023,SE,FT,Data Engineer,252000,USD,252000,US,M
2023,SE,FT,Data Engineer,129000,USD,129000,US,M
2023,SE,FT,Data Scientist,201036,USD,201036,US,M
2023,SE,FT,Data Scientist,134024,USD,134024,US,M
2023,SE,FT,Data Analyst,165000,USD,165000,US,M
2023,SE,FT,Data Analyst,140000,USD,140000,US,M
2023,SE,FT,Data Scientist,172000,USD,172000,US,M
2023,SE,FT,Data Scientist,115000,USD,115000,US,M
2023,SE,FT,Data Engineer,163800,USD,163800,US,M
2023,SE,FT,Data Engineer,126000,USD,126000,US,M
2023,SE,FT,Data Scientist,237000,USD,237000,US,M
2023,SE,FT,Data Scientist,145000,USD,145000,US,M
2023,SE,FT,Data Engineer,139500,USD,139500,US,M
2023,SE,FT,Data Engineer,109400,USD,109400,US,M
2023,SE,FT,Data Scientist,258000,USD,258000,CA,M
2023,SE,FT,Data Scientist,190000,USD,190000,CA,M
2023,SE,FT,Data Engineer,205600,USD,205600,US,L
2023,SE,FT,Data Engineer,105700,USD,105700,US,L
2023,SE,FT,Data Engineer,252000,USD,252000,US,M
2023,SE,FT,Data Engineer,129000,USD,129000,US,M
2023,SE,FT,Data Scientist,239748,USD,239748,US,M
2023,SE,FT,Data Scientist,159832,USD,159832,US,M
2023,SE,FT,Data Scientist,186300,USD,186300,US,M
2023,SE,FT,Data Scientist,102500,USD,102500,US,M
2023,SE,FT,Data Engineer,165000,USD,165000,US,M
2023,SE,FT,Data Engineer,132300,USD,132300,US,M
2023,SE,FT,Data Scientist,190000,USD,190000,US,M
2023,SE,FT,Data Scientist,126000,USD,126000,US,M
2023,SE,FT,Data Architect,149040,USD,149040,US,M
2023,SE,FT,Data Architect,113900,USD,113900,US,M
2023,SE,FT,Data Engineer,153600,USD,153600,US,M
2023,SE,FT,Data Engineer,106800,USD,106800,US,M
2023,SE,FT,Data Engineer,172600,USD,172600,US,M
2023,SE,FT,Data Engineer,107900,USD,107900,US,M
2023,SE,FT,Data Analyst,180180,USD,180180,US,M
2023,SE,FT,Data Analyst,106020,USD,106020,US,M
2023,SE,FT,Data Architect,376080,USD,376080,US,M
2023,SE,FT,Data Architect,213120,USD,213120,US,M
2023,SE,FT,Data Analyst,153600,USD,153600,US,M
2023,SE,FT,Data Analyst,100500,USD,100500,US,M
2023,SE,FT,Data Analyst,206500,USD,206500,US,M
2023,SE,FT,Data Analyst,121600,USD,121600,US,M
2023,SE,FT,Data Engineer,260000,USD,260000,US,M
2023,SE,FT,Data Engineer,225000,USD,225000,US,M
2023,SE,FT,Cloud Database Engineer,170000,USD,170000,US,L
2023,SE,FT,Applied Machine Learning Scientist,90000,USD,90000,US,L
2023,SE,FT,Data Engineer,275000,USD,275000,US,M
2023,SE,FT,Data Engineer,160000,USD,160000,US,M
2023,SE,FT,Data Analyst,115934,USD,115934,US,M
2023,SE,FT,Data Analyst,81666,USD,81666,US,M
2023,SE,FT,Data Scientist,175000,USD,175000,US,M
2023,SE,FT,Data Scientist,120000,USD,120000,US,M
2023,SE,FT,Machine Learning Engineer,150000,USD,150000,US,M
2023,SE,FT,Machine Learning Engineer,120000,USD,120000,US,M
2023,SE,FT,Research Engineer,200000,USD,200000,US,M
2023,SE,FT,Research Engineer,175000,USD,175000,US,M
2023,SE,FT,Data Architect,138000,USD,138000,GB,M
2023,SE,FT,Data Architect,92000,USD,92000,GB,M
2023,SE,FT,Data Manager,65000,USD,65000,CO,M
2023,SE,FT,Data Manager,48000,USD,48000,CO,M
2023,SE,FT,Data Analyst,110000,USD,110000,US,M
2023,SE,FT,Data Analyst,75000,USD,75000,US,M
2023,SE,FT,Analytics Engineer,130000,USD,130000,US,M
2023,SE,FT,Analytics Engineer,87000,USD,87000,US,M
2023,SE,FT,Data Science Manager,299500,USD,299500,US,M
2023,SE,FT,Data Science Manager,245100,USD,245100,US,M
2023,SE,FT,Data Engineer,147100,USD,147100,US,M
2023,SE,FT,Data Engineer,90700,USD,90700,US,M
2023,SE,FT,Data Engineer,168400,USD,168400,US,M
2023,SE,FT,Data Engineer,105200,USD,105200,US,M
2023,SE,FT,Data Scientist,210000,USD,210000,US,M
2023,SE,FT,Data Scientist,160000,USD,160000,US,M
2023,SE,FT,Applied Scientist,222200,USD,222200,US,L
2023,SE,FT,Applied Scientist,136000,USD,136000,US,L
2023,SE,FT,Data Analyst,185000,USD,185000,US,M
2023,SE,FT,Data Analyst,120250,USD,120250,US,M
2023,SE,FT,Data Scientist,205000,USD,205000,US,M
2023,SE,FT,Data Scientist,140000,USD,140000,US,M
2023,SE,FT,Data Scientist,297300,USD,297300,US,M
2023,SE,FT,Data Scientist,198200,USD,198200,US,M
2023,SE,FT,Research Scientist,141288,USD,141288,US,M
2023,SE,FT,Research Scientist,94192,USD,94192,US,M
2023,SE,FT,Data Infrastructure Engineer,184000,USD,184000,US,M
2023,SE,FT,Data Infrastructure Engineer,143000,USD,143000,US,M
2023,SE,FT,Data Analyst,70000,USD,70000,US,M
2023,SE,FT,Data Analyst,55000,USD,55000,US,M
2023,SE,FT,Analytics Engineer,275300,USD,275300,US,M
2023,SE,FT,Analytics Engineer,183500,USD,183500,US,M
2023,SE,FT,Data Architect,149040,USD,149040,US,M
2023,SE,FT,Data Architect,113900,USD,113900,US,M
2023,SE,FT,Data Analyst,180180,USD,180180,US,M
2023,SE,FT,Data Analyst,106020,USD,106020,US,M
2023,SE,FT,Data Engineer,139500,USD,139500,US,M
2023,SE,FT,Data Engineer,109400,USD,109400,US,M
2023,SE,FT,Data Scientist,105000,USD,105000,US,M
2023,SE,FT,Data Scientist,70000,USD,70000,US,M
2023,SE,FT,Data Engineer,146000,USD,146000,US,M
2023,SE,FT,Data Engineer,75000,USD,75000,US,M
2023,SE,FT,Data Engineer,160000,USD,160000,US,M
2023,SE,FT,Data Engineer,130000,USD,130000,US,M
2023,SE,FT,Data Analyst,169000,USD,169000,US,M
2023,SE,FT,Data Analyst,110600,USD,110600,US,M
2023,SE,FT,Data Operations Engineer,193000,USD,193000,US,M
2023,SE,FT,Data Operations Engineer,136850,USD,136850,US,M
2023,SE,FT,Machine Learning Engineer,139500,USD,139500,US,M
2023,SE,FT,Machine Learning Engineer,109400,USD,109400,US,M
2023,SE,FT,Data Engineer,276000,USD,276000,US,M
2023,SE,FT,Data Engineer,178500,USD,178500,US,M
2023,SE,FT,Machine Learning Engineer,161000,GBP,195652,GB,M
2023,SE,FT,Machine Learning Engineer,83300,GBP,101228,GB,M
2023,SE,FT,Data Engineer,112700,GBP,136956,GB,M
2023,SE,FT,Data Engineer,83300,GBP,101228,GB,M
2023,SE,FT,Data Engineer,252000,USD,252000,US,M
2023,SE,FT,Data Engineer,129000,USD,129000,US,M
2023,SE,FT,Data Engineer,163800,USD,163800,US,M
2023,SE,FT,Data Engineer,126000,USD,126000,US,M
2023,SE,FT,ML Engineer,260000,USD,260000,CA,M
2023,SE,FT,ML Engineer,110000,USD,110000,CA,M
2023,SE,FT,Analytics Engineer,170000,USD,170000,US,M
2023,SE,FT,Analytics Engineer,130000,USD,130000,US,M
2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,M
2023,SE,FT,Machine Learning Engineer,172200,USD,172200,US,M
2023,SE,FT,Data Scientist,239748,USD,239748,US,M
2023,SE,FT,Data Scientist,159832,USD,159832,US,M
2023,SE,FT,Machine Learning Engineer,163800,USD,163800,US,M
2023,SE,FT,Machine Learning Engineer,126000,USD,126000,US,M
2023,SE,FT,Data Engineer,252000,USD,252000,US,M
2023,SE,FT,Data Engineer,129000,USD,129000,US,M
2023,SE,FT,Data Science Manager,299500,USD,299500,US,M
2023,SE,FT,Data Science Manager,245100,USD,245100,US,M
2023,SE,FT,Data Architect,188500,USD,188500,US,M
2023,SE,FT,Data Architect,117000,USD,117000,US,M
2023,SE,FT,Data Analyst,250000,USD,250000,US,M
2023,SE,FT,Data Analyst,138000,USD,138000,US,M
2023,SE,FT,Deep Learning Researcher,115000,EUR,123405,DE,L
2023,SE,FT,Data Engineer,140000,USD,140000,US,M
2023,SE,FT,Data Engineer,120000,USD,120000,US,M
2023,SE,FT,BI Analyst,160000,USD,160000,US,M
2023,SE,FT,BI Analyst,135000,USD,135000,US,M
2023,SE,FT,Data Engineer,153600,USD,153600,US,M
2023,SE,FT,Data Engineer,106800,USD,106800,US,M
2023,SE,FT,Data Analyst,127000,USD,127000,US,M
2023,SE,FT,Data Analyst,94000,USD,94000,US,M
2023,SE,FT,Data Scientist,210550,USD,210550,US,M
2023,SE,FT,Data Scientist,153300,USD,153300,US,M
2023,SE,FT,Data Analyst,161500,USD,161500,US,M
2023,SE,FT,Data Analyst,119500,USD,119500,US,M
2023,SE,FT,Data Analyst,175000,USD,175000,US,M
2023,SE,FT,Data Analyst,145000,USD,145000,US,M
2023,SE,FT,Data Scientist,175000,USD,175000,US,M
2023,SE,FT,Data Scientist,148750,USD,148750,US,M
2023,SE,FT,Data Analytics Specialist,105000,USD,105000,US,M
2023,SE,FT,Data Analytics Specialist,85000,USD,85000,US,M
2023,SE,FT,Research Scientist,215000,USD,215000,US,M
2023,SE,FT,Research Scientist,146300,USD,146300,US,M
2023,SE,FT,Machine Learning Engineer,153400,USD,153400,US,M
2023,SE,FT,Machine Learning Engineer,122700,USD,122700,US,M
2023,SE,FT,Data Scientist,186300,USD,186300,US,M
2023,SE,FT,Data Scientist,123900,USD,123900,US,M
2023,SE,FT,Machine Learning Engineer,153400,USD,153400,US,M
2023,SE,FT,Machine Learning Engineer,122700,USD,122700,US,M
2023,SE,FT,Data Analyst,185900,USD,185900,US,M
2023,SE,FT,Data Analyst,121700,USD,121700,US,M
2023,SE,FT,Data Analyst,153600,USD,153600,US,M
2023,SE,FT,Data Analyst,106800,USD,106800,US,M
2023,SE,FL,Software Data Engineer,50000,USD,50000,AU,M
2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,M
2023,SE,FT,Machine Learning Engineer,172200,USD,172200,US,M
2023,SE,FT,Data Analyst,125000,USD,125000,US,M
2023,SE,FT,Data Analyst,110000,USD,110000,US,M
2023,SE,FT,Data Scientist,149076,USD,149076,US,M
2023,SE,FT,Data Scientist,82365,USD,82365,US,M
2023,SE,FT,Machine Learning Engineer,139500,USD,139500,US,M
2023,SE,FT,Machine Learning Engineer,109400,USD,109400,US,M
2023,SE,FT,Data Engineer,139500,USD,139500,US,M
2023,SE,FT,Data Engineer,109400,USD,109400,US,M
2023,SE,FT,Data Engineer,252000,USD,252000,US,M
2023,SE,FT,Data Engineer,129000,USD,129000,US,M
2023,SE,FT,Data Analyst,95000,USD,95000,US,M
2023,SE,FT,Data Analyst,85500,USD,85500,US,M
2023,SE,FT,Data Analyst,185900,USD,185900,US,M
2023,SE,FT,Data Analyst,121700,USD,121700,US,M
2023,SE,FT,Data Scientist,201000,USD,201000,US,M
2023,SE,FT,Data Scientist,122000,USD,122000,US,M
2023,SE,FT,Data Engineer,252000,USD,252000,US,M
2023,SE,FT,Data Engineer,129000,USD,129000,US,M
2023,SE,FT,Data Analyst,120000,USD,120000,US,M
2023,SE,FT,Data Analyst,75000,USD,75000,US,M
2023,SE,FT,Data Scientist,185900,USD,185900,US,M
2023,SE,FT,Data Scientist,129300,USD,129300,US,M
2023,SE,FT,Data Scientist,201000,USD,201000,US,M
2023,SE,FT,Data Scientist,122000,USD,122000,US,M
2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,M
2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,M
2023,SE,FT,Data Manager,155000,USD,155000,US,M
2023,SE,FT,Data Manager,140000,USD,140000,US,M
2023,SE,FT,Data Engineer,121500,USD,121500,US,M
2023,SE,FT,Data Engineer,78000,USD,78000,US,M
2023,SE,FT,Data Scientist,190000,USD,190000,US,M
2023,SE,FT,Data Scientist,136000,USD,136000,US,M
2023,SE,FT,Data Analyst,180000,USD,180000,US,M
2023,SE,FT,Data Analyst,110000,USD,110000,US,M
2023,SE,FT,Data Scientist,275300,USD,275300,US,M
2023,SE,FT,Data Scientist,183000,USD,183000,US,M
2023,SE,FT,Data Engineer,170000,USD,170000,US,M
2023,SE,FT,Data Engineer,140000,USD,140000,US,M
2023,SE,FT,Data Engineer,154000,USD,154000,US,M
2023,SE,FT,Data Engineer,116000,USD,116000,US,M
2023,SE,FT,Data Engineer,160000,USD,160000,US,M
2023,SE,FT,Data Engineer,130000,USD,130000,US,M
2023,SE,FT,Data Scientist,175000,USD,175000,US,M
2023,SE,FT,Data Scientist,160000,USD,160000,US,M
2023,SE,FT,Data Engineer,153600,USD,153600,US,M
2023,SE,FT,Data Engineer,106800,USD,106800,US,M
2023,SE,FT,Data Scientist,225000,USD,225000,US,M
2023,SE,FT,Data Scientist,156400,USD,156400,US,M
2023,SE,FT,Analytics Engineer,150000,USD,150000,US,M
2023,SE,FT,Analytics Engineer,120000,USD,120000,US,M
2023,SE,FT,Machine Learning Engineer,163800,USD,163800,US,M
2023,SE,FT,Machine Learning Engineer,126000,USD,126000,US,M
2023,SE,FT,Data Analyst,145000,USD,145000,US,M
2023,SE,FT,Data Analyst,90000,USD,90000,US,M
2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,M
2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,M
2023,SE,FT,Data Analyst,95000,USD,95000,US,M
2023,SE,FT,Data Analyst,85500,USD,85500,US,M
2023,SE,FT,Data Engineer,167500,USD,167500,US,M
2023,SE,FT,Data Engineer,106500,USD,106500,US,M
2023,SE,FT,Data Engineer,163800,USD,163800,US,M
2023,SE,FT,Data Engineer,126000,USD,126000,US,M
2023,SE,FT,Research Scientist,250000,USD,250000,US,M
2023,SE,FT,Research Scientist,200000,USD,200000,US,M
2023,SE,FT,Data Scientist,260000,USD,260000,US,M
2023,SE,FT,Data Scientist,186000,USD,186000,US,M
2023,SE,FT,Data Engineer,160000,USD,160000,US,M
2023,SE,FT,Data Engineer,130000,USD,130000,US,M
2023,SE,FT,Research Scientist,200000,USD,200000,US,M
2023,SE,FT,Research Scientist,150000,USD,150000,US,M
2023,SE,FT,Data Scientist,45000,EUR,48289,ES,M
2023,SE,FT,Data Scientist,36000,EUR,38631,ES,M
2023,SE,FT,Data Scientist,150000,USD,150000,US,M
2023,SE,FT,Data Scientist,120000,USD,120000,US,M
2023,SE,FT,Head of Data,70000,EUR,75116,PT,L
2023,SE,FT,Data Analyst,175000,USD,175000,US,M
2023,SE,FT,Data Analyst,130000,USD,130000,US,M
2023,SE,FT,Data Analyst,122000,USD,122000,US,M
2023,SE,FT,Data Analyst,93800,USD,93800,US,M
2023,SE,FT,Data Science Manager,150000,USD,150000,MX,M
2023,SE,FT,Data Science Manager,90000,USD,90000,MX,M
2023,SE,FT,Data Analyst,165000,USD,165000,US,M
2023,SE,FT,Data Analyst,112000,USD,112000,US,M
2023,SE,FT,BI Data Analyst,67000,EUR,71897,DE,M
2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,M
2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,M
2023,SE,FT,Data Analyst,1300000,INR,15806,IN,S
2023,SE,FT,Data Engineer,185900,USD,185900,US,M
2023,SE,FT,Data Engineer,129300,USD,129300,US,M
2023,SE,FT,Data Analyst,185900,USD,185900,US,M
2023,SE,FT,Data Analyst,121700,USD,121700,US,M
2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,M
2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,M
2023,SE,FT,Data Science Consultant,1000000,THB,29453,TH,M
2023,SE,FT,Data Analyst,180180,USD,180180,US,M
2023,SE,FT,Data Analyst,106020,USD,106020,US,M
2023,SE,FT,Data Scientist,136000,USD,136000,US,M
2023,SE,FT,Data Scientist,104000,USD,104000,US,M
2023,SE,FT,Data Analyst,125000,USD,125000,US,M
2023,SE,FT,Data Analyst,110000,USD,110000,US,M
2023,SE,FT,Machine Learning Engineer,153400,USD,153400,US,M
2023,SE,FT,Machine Learning Engineer,122700,USD,122700,US,M
2023,SE,FT,Data Analyst,152380,USD,152380,US,M
2023,SE,FT,Data Analyst,121904,USD,121904,US,M
2023,SE,FT,Data Scientist,185900,USD,185900,US,M
2023,SE,FT,Data Scientist,129300,USD,129300,US,M
2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,M
2023,SE,FT,Machine Learning Engineer,172200,USD,172200,US,M
2023,SE,FT,Data Architect,168400,USD,168400,US,M
2023,SE,FT,Data Architect,105200,USD,105200,US,M
2023,SE,FT,Machine Learning Engineer,128280,USD,128280,US,M
2023,SE,FT,Machine Learning Engineer,106900,USD,106900,US,M
2023,SE,FT,Research Engineer,100000,EUR,107309,DE,S
2023,SE,FT,Research Engineer,80000,EUR,85847,DE,S
2023,SE,FT,Machine Learning Engineer,275000,USD,275000,DE,M
2023,SE,FT,Machine Learning Engineer,174000,USD,174000,DE,M
2023,SE,FT,Data Engineer,139500,USD,139500,US,M
2023,SE,FT,Data Engineer,109400,USD,109400,US,M
2023,SE,FT,Machine Learning Engineer,139500,USD,139500,US,M
2023,SE,FT,Machine Learning Engineer,109400,USD,109400,US,M
2023,SE,FT,Data Analyst,170500,USD,170500,US,M
2023,SE,FT,Data Analyst,85000,USD,85000,US,M
2023,SE,FT,Data Manager,60027,GBP,72946,GB,M
2023,SE,FT,Data Manager,44737,GBP,54365,GB,M
2023,SE,FT,Data Engineer,80000,USD,80000,US,M
2023,SE,FT,Data Engineer,65000,USD,65000,US,M
2023,SE,FT,Data Engineer,124740,USD,124740,US,M
2023,SE,FT,Data Engineer,65488,USD,65488,US,M
2023,SE,FT,Data Quality Analyst,72200,USD,72200,US,M
2023,SE,FT,Data Quality Analyst,64980,USD,64980,US,M
2023,SE,FT,Data Engineer,153600,USD,153600,US,M
2023,SE,FT,Data Engineer,106800,USD,106800,US,M
2023,SE,FT,Data Analyst,179975,USD,179975,US,M
2023,SE,FT,Data Analyst,86466,USD,86466,US,M
2023,SE,FT,Data Engineer,120000,USD,120000,US,M
2023,SE,FT,Data Engineer,90000,USD,90000,US,M
2023,SE,FT,Data Scientist,149076,USD,149076,US,M
2023,SE,FT,Data Scientist,82365,USD,82365,US,M
2023,SE,FT,Data Analyst,169000,USD,169000,US,M
2023,SE,FT,Data Analyst,110600,USD,110600,US,M
2023,SE,FT,Data Science Manager,175000,USD,175000,US,M
2023,SE,FT,Data Science Manager,120000,USD,120000,US,M
2023,SE,FT,Data Analyst,230000,USD,230000,US,M
2023,SE,FT,Data Analyst,180000,USD,180000,US,M
2023,SE,FT,Data Analyst,153600,USD,153600,US,M
2023,SE,FT,Data Analyst,106800,USD,106800,US,M
2023,SE,FT,Data Manager,140000,USD,140000,US,M
2023,SE,FT,Data Manager,120000,USD,120000,US,M
2023,SE,FT,Machine Learning Infrastructure Engineer,205920,USD,205920,US,M
2023,SE,FT,Machine Learning Infrastructure Engineer,171600,USD,171600,US,M
2023,SE,FT,Data Analyst,165000,USD,165000,US,M
2023,SE,FT,Data Analyst,125000,USD,125000,US,M
2023,SE,FT,Data Engineer,265000,USD,265000,US,M
2023,SE,FT,Data Engineer,185000,USD,185000,US,M
2023,SE,FT,Data Analyst,95000,USD,95000,US,M
2023,SE,FT,Data Analyst,85500,USD,85500,US,M
2023,SE,FT,Data Scientist,147100,USD,147100,US,M
2023,SE,FT,Data Scientist,90700,USD,90700,US,M
2023,SE,FT,Data Engineer,167580,USD,167580,US,M
2023,SE,FT,Data Engineer,87980,USD,87980,US,M
2023,SE,FT,Data Engineer,202000,USD,202000,US,M
2023,SE,FT,Data Engineer,135000,USD,135000,US,M
2023,SE,FT,Data Engineer,163800,USD,163800,US,M
2023,SE,FT,Data Engineer,126000,USD,126000,US,M
2023,SE,FT,Machine Learning Engineer,163800,USD,163800,US,M
2023,SE,FT,Machine Learning Engineer,126000,USD,126000,US,M
2023,SE,FT,Data Engineer,104000,USD,104000,US,M
2023,SE,FT,Data Engineer,65000,USD,65000,US,M
2023,SE,FT,Research Engineer,230000,USD,230000,US,M
2023,SE,FT,Research Engineer,148000,USD,148000,US,M
2023,SE,FT,Machine Learning Engineer,269000,USD,269000,CA,M
2023,SE,FT,Machine Learning Engineer,158000,USD,158000,CA,M
2023,SE,FT,Analytics Engineer,197000,USD,197000,US,M
2023,SE,FT,Analytics Engineer,106000,USD,106000,US,M
2023,SE,FT,Data Engineer,290000,USD,290000,US,M
2023,SE,FT,Data Engineer,210000,USD,210000,US,M
2023,SE,FT,Data Engineer,192000,USD,192000,US,M
2023,SE,FT,Data Engineer,172800,USD,172800,US,M
2023,SE,FT,Data Scientist,300240,USD,300240,US,M
2023,SE,FT,Data Scientist,200160,USD,200160,US,M
2023,SE,FT,Data Scientist,300240,USD,300240,US,M
2023,SE,FT,Data Scientist,200160,USD,200160,US,M
2023,SE,FT,Analytics Engineer,175000,USD,175000,US,M
2023,SE,FT,Analytics Engineer,140000,USD,140000,US,M
2023,SE,FT,Data Manager,169000,USD,169000,US,M
2023,SE,FT,Data Manager,100000,USD,100000,US,M
2023,SE,FT,Data Scientist,370000,USD,370000,US,M
2023,SE,FT,Data Scientist,245000,USD,245000,US,M
2023,SE,FT,Data Analyst,110000,USD,110000,US,S
2023,SE,FT,Data Analyst,80000,USD,80000,US,S
2023,SE,FT,Data Analyst,95000,USD,95000,US,M
2023,SE,FT,Data Analyst,85000,USD,85000,US,M
2023,SE,FT,Data Engineer,137500,USD,137500,US,M
2023,SE,FT,Data Engineer,81500,USD,81500,US,M
2023,SE,FT,Machine Learning Engineer,323300,USD,323300,US,M
2023,SE,FT,Machine Learning Engineer,184700,USD,184700,US,M
2023,SE,FT,Machine Learning Engineer,186000,USD,186000,US,M
2023,SE,FT,Machine Learning Engineer,153088,USD,153088,US,M
2023,SE,FT,Machine Learning Engineer,200000,USD,200000,US,M
2023,SE,FT,Machine Learning Engineer,150000,USD,150000,US,M
2023,SE,FT,Machine Learning Engineer,240000,USD,240000,US,M
2023,SE,FT,Machine Learning Engineer,180000,USD,180000,US,M
2023,SE,FT,Machine Learning Engineer,200000,USD,200000,US,M
2023,SE,FT,Machine Learning Engineer,150000,USD,150000,US,M
2023,SE,FT,Data Science Manager,299500,USD,299500,US,M
2023,SE,FT,Data Science Manager,245100,USD,245100,US,M
2023,SE,FT,Data Engineer,144000,USD,144000,US,M
2023,SE,FT,Data Engineer,66000,USD,66000,US,M
2023,SE,FT,Data Architect,228000,USD,228000,US,M
2023,SE,FT,Data Architect,120000,USD,120000,US,M
2023,SE,FT,Machine Learning Software Engineer,180000,USD,180000,US,M
2023,SE,FT,Machine Learning Software Engineer,90000,USD,90000,US,M
2023,SE,FT,Data Scientist,126500,USD,126500,US,M
2023,SE,FT,Data Scientist,78000,USD,78000,US,M
2023,SE,FT,Data Engineer,180000,USD,180000,US,M
2023,SE,FT,Data Engineer,160000,USD,160000,US,M
2023,SE,FT,Machine Learning Software Engineer,272000,USD,272000,US,M
2023,SE,FT,Machine Learning Software Engineer,170000,USD,170000,US,M
2023,SE,FT,Data Engineer,259000,USD,259000,US,M
2023,SE,FT,Data Engineer,146000,USD,146000,US,M
2023,SE,FT,Data Engineer,200000,USD,200000,US,M
2023,SE,FT,Data Engineer,160000,USD,160000,US,M
2023,SE,FT,Data Analyst,142000,USD,142000,US,M
2023,SE,FT,Data Analyst,95000,USD,95000,US,M
2023,SE,FT,Data Scientist,155000,USD,155000,US,M
2023,SE,FT,Data Scientist,139500,USD,139500,US,M
2023,SE,FT,Data Engineer,259000,USD,259000,US,M
2023,SE,FT,Data Engineer,146000,USD,146000,US,M
2023,SE,FT,Data Science Lead,247500,USD,247500,US,M
2023,SE,FT,Data Science Lead,172200,USD,172200,US,M
2023,SE,FT,Data Scientist,225000,USD,225000,US,M
2023,SE,FT,Data Scientist,156400,USD,156400,US,M
2023,SE,FT,Data Engineer,139500,USD,139500,US,M
2023,SE,FT,Data Engineer,109400,USD,109400,US,M
2023,SE,FT,Machine Learning Infrastructure Engineer,100000,EUR,107309,FR,M
2023,SE,FT,Machine Learning Infrastructure Engineer,70000,EUR,75116,FR,M
2023,SE,FT,Data Scientist,185900,USD,185900,US,M
2023,SE,FT,Data Scientist,129300,USD,129300,US,M
2023,SE,FT,Machine Learning Engineer,139500,USD,139500,US,M
2023,SE,FT,Machine Learning Engineer,109400,USD,109400,US,M
2023,SE,FT,Data Analyst,120000,USD,120000,US,M
2023,SE,FT,Data Analyst,75000,USD,75000,US,M
2023,SE,FT,Data Analyst,169000,USD,169000,US,M
2023,SE,FT,Data Analyst,110600,USD,110600,US,M
2023,SE,FT,Machine Learning Engineer,288000,USD,288000,US,M
2023,SE,FT,Machine Learning Engineer,140000,USD,140000,US,M
2023,SE,FT,Machine Learning Engineer,288000,USD,288000,US,M
2023,SE,FT,Machine Learning Engineer,140000,USD,140000,US,M
2023,SE,FT,Data Scientist,215050,USD,215050,US,M
2023,SE,FT,Data Scientist,156400,USD,156400,US,M
2023,SE,FT,Data Architect,198000,USD,198000,US,M
2023,SE,FT,Data Architect,114000,USD,114000,US,M
2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,M
2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,M
2023,SE,FT,Data Scientist,209300,USD,209300,US,M
2023,SE,FT,Data Scientist,182200,USD,182200,US,M
2023,SE,FT,Data Manager,140000,USD,140000,US,M
2023,SE,FT,Data Manager,120000,USD,120000,US,M
2023,SE,FT,Machine Learning Engineer,147100,USD,147100,US,M
2023,SE,FT,Machine Learning Engineer,90700,USD,90700,US,M
2023,SE,FT,Data Engineer,230000,USD,230000,US,M
2023,SE,FT,Data Engineer,170000,USD,170000,US,M
2023,SE,FT,Data Analyst,227000,USD,227000,US,M
2023,SE,FT,Data Analyst,108000,USD,108000,US,M
2023,SE,FT,Data Engineer,180000,USD,180000,US,M
2023,SE,FT,Data Engineer,160000,USD,160000,US,M
2023,SE,FT,Data Architect,180000,USD,180000,US,M
2023,SE,FT,Data Architect,160000,USD,160000,US,M
2023,SE,FT,Data Engineer,180000,USD,180000,US,M
2023,SE,FT,Data Engineer,130000,USD,130000,US,M
2023,SE,FT,Data Analyst,52000,EUR,55800,ES,M
2023,SE,FT,Data Analyst,48000,EUR,51508,ES,M
2023,SE,FT,Data Engineer,226700,USD,226700,US,M
2023,SE,FT,Data Engineer,133300,USD,133300,US,M
2023,SE,FT,Data Engineer,252000,USD,252000,US,M
2023,SE,FT,Data Engineer,129000,USD,129000,US,M
2023,SE,FT,Big Data Architect,124999,GBP,151902,GB,L
2023,SE,FT,Data Analyst,80000,USD,80000,US,M
2023,SE,FT,Data Analyst,52500,USD,52500,US,M
2023,SE,FT,Data Engineer,250000,USD,250000,US,M
2023,SE,FT,Data Engineer,162500,USD,162500,US,M
2023,SE,FT,Data Analyst,153600,USD,153600,US,M
2023,SE,FT,Data Analyst,106800,USD,106800,US,M
2023,SE,FT,Data Analyst,115934,USD,115934,US,M
2023,SE,FT,Data Analyst,81666,USD,81666,US,M
2023,SE,FT,Data Engineer,167580,USD,167580,US,M
2023,SE,FT,Data Engineer,87980,USD,87980,US,M
