"operator","row_number","height","avg_height","stddev_height","ucl","lcl","alert"
"Op-7",21,21.47,19.824,1.1844534605,21.4131110723,18.2348889277,true
"Op-7",22,21.66,20.268,1.4008461729,22.1474323611,18.3885676389,false
"Op-7",23,20.45,20.636,1.0555235668,22.0521334683,19.2198665317,false
"Op-7",24,20.42,20.92,0.5965316421,21.7203311814,20.1196688186,false
"Op-7",25,21.1,21.02,0.5708327251,21.7858524662,20.2541475338,false
"Op-7",26,21.21,20.968,0.5299716974,21.6790316449,20.2569683551,false
"Op-7",27,18.72,20.38,0.9961676566,21.7164991582,19.0435008418,true
"Op-7",28,20.2,20.33,0.998048095,21.6690220312,18.9909779688,false
"Op-7",29,18.64,19.974,1.2448614381,21.6441568789,18.3038431211,false
"Op-7",30,21.63,20.08,1.3799456511,21.9313913687,18.2286086313,false
"Op-7",31,20.57,19.952,1.2745862074,21.6620368417,18.2419631583,false
"Op-7",32,19.3,20.068,1.1552359066,21.6179116104,18.5180883896,false
"Op-7",33,20,20.028,1.1529830875,21.5748891363,18.4811108637,false
"Op-8",5,18.55,20.388,1.4076647328,22.2765804193,18.4994195807,false
"Op-8",6,18.7,20.264,1.5457942942,22.3379006726,18.1900993274,false
"Op-8",7,21.02,20.142,1.4308284314,22.061657782,18.222342218,false
"Op-8",8,20.08,19.816,1.1404955063,21.3461352881,18.2858647119,false
"Op-8",9,20.08,19.686,1.0431586648,21.0855442115,18.2864557885,false
"Op-8",10,20.97,20.17,0.9406912352,21.4320697287,18.9079302713,false
"Op-8",11,19.12,20.254,0.7819718665,21.30312535,19.20487465,true
"Op-8",12,20.57,20.164,0.6925532471,21.0931576831,19.2348423169,false
"Op-8",13,19.28,20.004,0.800768381,21.0783435205,18.9296564795,false
"Op-8",14,18.79,19.746,0.9617847992,21.0363697145,18.4556302855,false
"Op-8",15,21.7,19.892,1.2158823956,21.5232774136,18.2607225864,true
"Op-8",16,18.79,19.826,1.2757468401,21.5375939939,18.1144060061,false
"Op-8",17,19,19.512,1.2395442711,21.1750231508,17.8489768492,false
"Op-8",18,21.56,19.968,1.5204177058,22.0078544066,17.9281455934,false
"Op-8",19,21.4,20.49,1.4617797372,22.4511833163,18.5288166837,false
"Op-8",20,19.36,20.022,1.3476720669,21.8300918118,18.2139081882,false
"Op-9",5,19.19,20.506,1.1377521699,22.032454716,18.979545284,false
"Op-9",6,20.48,20.53,1.1351651862,22.0529839132,19.0070160868,false
"Op-9",7,18.56,19.962,1.2908601783,21.6938706649,18.2301293351,false
"Op-9",8,20.71,20.168,1.3165371244,21.9343199031,18.4016800969,false
"Op-9",9,20,19.788,0.8999277749,20.9953798077,18.5806201923,false
"Op-9",10,21.33,20.216,1.0420796515,21.6140965632,18.8179034368,false
"Op-9",11,18.63,19.846,1.2354068156,21.5034721717,18.1885278283,false
"Op-9",12,20.04,20.142,1.00631506,21.4921133286,18.7918866714,false
"Op-9",13,19.94,19.988,0.9552852977,21.2696497181,18.7063502819,false
"Op-9",14,19.46,19.88,0.983692025,21.1997613421,18.5602386579,false
"Op-9",15,20.65,19.744,0.753080341,20.754363301,18.733636699,false
"Op-9",16,18.78,19.774,0.6986272253,20.7113067801,18.8366932199,true
"Op-9",17,20.68,19.902,0.8093948357,20.9879171239,18.8160828761,false
"Op-9",18,19.45,19.804,0.8329645851,20.9215392611,18.6864607389,false
"Op-9",19,19.93,19.898,0.8106602248,20.9856148215,18.8103851785,false
"Op-9",20,20.98,19.964,0.8961194117,21.1662703523,18.7617296477,false
"Op-9",21,20.29,20.266,0.6042598779,21.0766996978,19.4553003022,false
"Op-9",22,21.14,20.358,0.7089922426,21.3092129099,19.4067870901,false
"Op-9",23,19.19,20.306,0.796385585,21.3744633826,19.2375366174,true
"Op-9",24,20.93,20.506,0.80388432,21.5845239914,19.4274760086,false
"Op-9",25,20.74,20.458,0.7751580484,21.4979836537,19.4180163463,false
"Op-9",26,21.97,20.794,1.0120424892,22.1517974812,19.4362025188,false
"Op-9",27,18.77,20.32,1.3181805643,22.088524809,18.551475191,false
"Op-9",28,18.9,20.262,1.3850162454,22.1201942848,18.4038057152,false
"Op-9",29,19.18,19.912,1.3950878109,21.7837067078,18.0402932922,false
"Op-9",30,18.66,19.496,1.3965779606,21.3697059535,17.6222940465,false
"Op-9",31,19.01,18.904,0.2030517175,19.176422466,18.631577534,false
"Op-9",32,18.57,18.864,0.2502598649,19.199758842,18.528241158,false
"Op-9",33,20.91,19.266,0.9522762204,20.5436126173,17.9883873827,true
"Op-9",34,21.24,19.678,1.2911119239,21.410208417,17.945791583,false
"Op-9",35,21.66,20.278,1.3928280583,22.1466749316,18.4093250684,false
