,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
plot-pie-007,Bash-new-ls,Python-new,Python-debug,Python-debug,Bash-new-cat,Bash-new-head,Bash-new-head,Bash-new-head,Terminate,,,,,,,,,,,
plot-pie-008,Bash-new-ls,SQL-new-SELECT,Python-new,Python-debug,SQL-new-SELECT,Bash-new-ls,Python-new,Python-debug,Python-debug,SQL-new-SELECT,Bash-new-ls,Python-new,Python-debug,Python-debug,SQL-new-SELECT,Bash-new-ls,Python-new,Python-debug,Python-debug,SQL-new-SELECT
plot-scatter-001,Bash-new-ls,SQL-new-SELECT,Python-new,Bash-new-head,Terminate,,,,,,,,,,,,,,,
plot-scatter-002,Bash-new-ls,Bash-new-gunzip,Python-new,Bash-new-head,Python-new,Python-debug,Python-debug,Terminate,,,,,,,,,,,,
plot-scatter-003,Bash-new-ls,Python-new,Bash-new-pip,Python-new,Terminate,,,,,,,,,,,,,,,
plot-scatter-004,Bash-new-ls,Bash-new-cat,Python-new,Bash-new-head,Python-new,Python-new,Terminate,,,,,,,,,,,,,
plot-scatter-005,Python-new,Bash-new-ls,Python-new,Terminate,,,,,,,,,,,,,,,,
plot-scatter-006,Bash-new-ls,Python-new,Python-debug,Python-debug,Python-debug,Terminate,,,,,,,,,,,,,,
ml-binary-001,Bash-new-ls,Bash-new-cat,Python-new,Bash-new-head,Python-new,Terminate,,,,,,,,,,,,,,
ml-binary-002,Bash-new-ls,Python-new,Python-new,Python-new,Python-new,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Terminate,,,,,,,,,
ml-binary-003,Bash-new-cat,Bash-new-head,Python-new,Bash-new-head,Python-new,Python-debug,Python-new,Terminate,,,,,,,,,,,,
ml-binary-004,Bash-new-ls,Bash-new-cat,Python-new,Python-new,Python-debug,Python-new,Python-debug,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new
ml-binary-005,Bash-new-ls,Python-new,Python-debug,Python-new,Terminate,,,,,,,,,,,,,,,
ml-binary-006,Bash-new-cat,Python-new,Bash-new-head,Python-new,Python-debug,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head
ml-binary-007,Bash-new-ls,Python-new,Python-debug,Python-debug,Python-debug,Terminate,,,,,,,,,,,,,,
ml-binary-008,Bash-new-ls,Python-new,Python-debug,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head
ml-binary-009,Bash-new-ls,Bash-new-head,Python-new,Python-new,Python-debug,Python-new,Python-debug,Python-debug,Python-debug,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new
ml-binary-010,Bash-new-ls,Bash-new-cat,Python-new,Bash-new-head,Python-new,Terminate,,,,,,,,,,,,,,
ml-binary-011,Bash-new-cat,Python-new,Python-new,Python-debug,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Python-new
ml-binary-012,Bash-new-cat,Python-new,Bash-new-ls,Python-new,Python-debug,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head
ml-binary-013,Bash-new-head,Python-new,Python-debug,Terminate,,,,,,,,,,,,,,,,
ml-binary-014,Bash-new-ls,Python-new,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Terminate,,,,,,,
ml-binary-015,Bash-new-ls,Python-new,Bash-new-head,Python-new,Python-debug,Terminate,,,,,,,,,,,,,,
ml-binary-016,Bash-new-ls,Python-new,Bash-new-head,Python-new,Terminate,,,,,,,,,,,,,,,
ml-binary-017,Bash-new-head,Python-new,Python-debug,Python-debug,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new
ml-binary-018,Python-new,Bash-new-head,Python-new,Python-debug,Bash-new-head,Terminate,,,,,,,,,,,,,,
ml-binary-019,Bash-new-pip,Python-new,Bash-new-head,Python-new,Python-debug,Python-debug,Terminate,,,,,,,,,,,,,
ml-binary-020,Bash-new-ls,Python-new,Python-debug,Python-debug,Python-debug,Python-debug,Terminate,,,,,,,,,,,,,
ml-binary-021,Bash-new-ls,Bash-new-cat,Python-new,Python-debug,Terminate,,,,,,,,,,,,,,,
ml-binary-022,Bash-new-pip,Python-new,Python-debug,Python-new,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug
ml-cluster-001,Bash-new-ls,Python-new,Terminate,,,,,,,,,,,,,,,,,
ml-cluster-002,Bash-new-pip,Python-new,Python-debug,Bash-new-ls,Terminate,,,,,,,,,,,,,,,
ml-cluster-003,Bash-new-ls,Python-new,Python-debug,Python-new,Python-new,Python-debug,Python-new,Bash-new-ls,Bash-new-head,Terminate,,,,,,,,,,
ml-cluster-004,Bash-new-ls,Bash-new-pip,Bash-new-pip,Python-new,Python-debug,Terminate,,,,,,,,,,,,,,
ml-cluster-005,Bash-new-ls,Python-new,Terminate,,,,,,,,,,,,,,,,,
ml-cluster-006,Bash-new-ls,Bash-new-pip,Python-new,Python-debug,Python-debug,Bash-new-head,Python-new,Python-debug,Python-debug,Python-debug,Terminate,,,,,,,,,
ml-cluster-007,Bash-new-ls,Python-new,Python-debug,Bash-new-head,Terminate,,,,,,,,,,,,,,,
ml-cluster-008,Python-new,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Terminate,,,,,,,,,,,
ml-cluster-009,Bash-new-ls,Python-new,Python-debug,Python-debug,Terminate,,,,,,,,,,,,,,,
ml-cluster-010,Bash-new-ls,Python-new,Terminate,,,,,,,,,,,,,,,,,
ml-cluster-011,Bash-new-ls,Python-new,Python-debug,Bash-new-ls,Bash-new-head,Terminate,,,,,,,,,,,,,,
ml-cluster-012,Bash-new-ls,Python-new,Python-debug,Python-debug,Python-debug,Python-debug,Terminate,,,,,,,,,,,,,
ml-cluster-013,Bash-new-ls,Python-new,Terminate,,,,,,,,,,,,,,,,,
ml-cluster-014,Bash-new-ls,Bash-new-cat,Python-new,Python-debug,Python-debug,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Python-debug,Python-new,Python-new,Python-new,Python-debug,Python-new,Python-new,Python-new,Python-debug,Python-new
ml-cluster-015,Bash-new-ls,Python-new,Python-debug,Bash-new-python,Bash-debug-python,Python-new,Python-debug,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new
ml-cluster-016,Bash-new-ls,Python-new,Terminate,,,,,,,,,,,,,,,,,
ml-cluster-017,Bash-new-ls,Bash-new-cat,Python-new,Python-new,Python-new,Python-debug,Bash-new-ls,Terminate,,,,,,,,,,,,
ml-cluster-018,Bash-new-ls,Python-new,Bash-new-ls,Terminate,,,,,,,,,,,,,,,,
ml-cluster-019,Bash-new-ls,Python-new,Python-new,Python-debug,Python-new,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Python-new
ml-cluster-020,Bash-new-ls,Python-new,Bash-new-ls,Bash-new-head,Terminate,,,,,,,,,,,,,,,
ml-competition-001,Bash-new-ls,Bash-new-cat,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-debug,Python-new,Python-new,Python-new,Python-new,Python-new
ml-competition-002,Bash-new-ls,Bash-new-cat,Python-new,Python-new,Python-new,Python-new,Terminate,,,,,,,,,,,,,
ml-competition-003,Bash-new-cat,Bash-new-ls,Bash-new-head,Python-new,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug
ml-competition-004,Bash-new-ls,Bash-new-cat,Bash-new-head,Python-new,Python-new,Python-new,Python-debug,Python-debug,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug
ml-competition-005,Bash-new-ls,Bash-new-cat,Bash-new-head,Python-new,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug
ml-competition-006,Bash-new-ls,Bash-new-cat,Bash-new-head,Python-new,Python-debug,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug
ml-competition-007,Bash-new-ls,Bash-new-cat,Bash-new-cat,Python-new,Python-new,Python-debug,Python-debug,Python-new,Python-new,Python-debug,Python-new,Python-new,Python-new,Python-new,Python-debug,Python-new,Python-new,Python-new,Python-new,Python-new
ml-competition-008,Bash-new-ls,Bash-new-cat,Bash-new-head,Python-new,Python-debug,Python-debug,Bash-new-ls,Terminate,,,,,,,,,,,,
ml-competition-009,Bash-new-ls,Bash-new-cat,Python-new,Python-new,Python-debug,Terminate,,,,,,,,,,,,,,
ml-competition-010,Bash-new-ls,Bash-new-cat,Python-new,Python-new,Bash-new-display,Python-new,Python-debug,Python-new,Python-new,Python-new,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug
ml-competition-011,Bash-new-ls,Bash-new-cat,Bash-new-head,Bash-new-head,Python-new,Python-new,Python-new,Python-new,Terminate,,,,,,,,,,,
ml-competition-012,Bash-new-ls,Bash-new-cat,Bash-new-head,Python-new,Python-new,Python-debug,Python-debug,Python-new,Python-debug,Python-new,Python-new,Python-new,Python-debug,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new
ml-competition-013,Bash-new-ls,Bash-new-cat,Bash-new-head,Bash-new-head,Bash-new-head,Python-new,Python-debug,Python-debug,Python-debug,Python-debug,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new
ml-competition-014,Bash-new-ls,Bash-new-cat,Bash-new-head,Python-new,Python-debug,Python-debug,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new
ml-competition-015,Bash-new-ls,Bash-new-cat,Python-new,Python-new,Python-debug,Python-debug,Bash-new-ls,Bash-new-diff,Terminate,,,,,,,,,,,
ml-competition-016,Bash-new-ls,Python-new,Python-new,Python-debug,Python-new,Python-debug,Python-debug,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Python-new,Python-debug
ml-competition-017,Bash-new-ls,Python-new,Python-new,Python-new,Python-debug,Terminate,,,,,,,,,,,,,,
ml-competition-018,Bash-new-ls,Bash-new-cat,Bash-new-cat,Bash-new-head,Bash-new-head,Python-new,Python-new,Bash-new-head,Python-new,Terminate,,,,,,,,,,
ml-competition-019,Bash-new-ls,Bash-new-cat,Bash-new-head,Python-new,Python-new,Python-new,Python-new,Python-debug,Python-debug,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new
ml-competition-020,Bash-new-ls,Bash-new-cat,Bash-new-head,Bash-new-head,Python-new,Python-new,Bash-new-head,Python-new,Python-new,Bash-new-head,Python-new,Python-new,Bash-new-head,Python-new,Python-new,Bash-new-head,Python-new,Python-new,Bash-new-head,Python-new
ml-multi-001,Bash-new-ls,Python-new,Python-new,Python-new,Python-debug,Python-new,Python-new,Bash-new-ls,Python-new,Python-debug,Python-new,Python-new,Python-new,Python-new,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug
ml-multi-002,Bash-new-ls,Bash-new-cat,Bash-new-head,Bash-new-head,Bash-new-head,Python-new,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-new,Python-debug,Python-new,Python-debug
ml-multi-003,Bash-new-ls,Bash-new-cat,Python-new,Bash-new-ls,Python-new,Python-new,Python-debug,Python-new,Python-debug,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug
ml-multi-004,Bash-new-head,Python-new,Terminate,,,,,,,,,,,,,,,,,
ml-multi-005,Bash-new-ls,Python-new,Bash-new-pip,Python-new,Bash-new-ls,Bash-new-head,Terminate,,,,,,,,,,,,,
ml-multi-006,Bash-new-head,Bash-new-pip,Bash-new-pip,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new
ml-multi-007,Bash-new-ls,Python-new,Bash-new-pip,Bash-new-python,Python-new,Python-debug,Bash-new-ls,Python-new,Python-new,Python-new,Python-debug,Terminate,,,,,,,,
ml-multi-008,Bash-new-head,Python-new,Python-debug,Bash-new-head,Terminate,,,,,,,,,,,,,,,
ml-multi-009,Bash-new-head,Python-new,Python-debug,Python-new,Terminate,,,,,,,,,,,,,,,
ml-multi-010,Bash-new-ls,Python-new,Bash-new-head,Python-new,Bash-new-ls,Bash-new-head,Terminate,,,,,,,,,,,,,
ml-multi-011,Bash-new-ls,Bash-new-python,Bash-new-python,Bash-new-python,Bash-new-python,Bash-new-python,Bash-new-python,Bash-new-python,Bash-new-python,Bash-new-python,Bash-new-python,Bash-new-python,Bash-new-python,Bash-new-python,Bash-new-python,Bash-new-python,Bash-new-python,Bash-new-python,Bash-new-python,Bash-new-python
ml-multi-012,Bash-new-cat,Bash-new-head,Python-new,Python-new,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Python-debug,Terminate,,,,,,,,,
ml-regression-001,Bash-new-ls,Bash-new-head,Python-new,Python-new,Python-debug,Python-new,Python-new,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Python-new,Python-debug
ml-regression-002,Bash-new-ls,Bash-new-cat,Python-new,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-new,Terminate,,,,,,,,
ml-regression-003,Bash-new-ls,Bash-new-cat,Python-new,Python-new,Bash-new-pip,Python-new,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Python-new,Python-new,Python-debug,Bash-new-cat,Terminate,,,,
ml-regression-004,Bash-new-cat,Bash-new-ls,Bash-new-head,Bash-new-head,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-new,Python-debug,Python-new,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug
ml-regression-005,Bash-new-cat,Python-new,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug
ml-regression-006,Bash-new-ls,Bash-new-cat,Python-new,Bash-new-head,Bash-new-sed,Python-new,Bash-new-head,Python-new,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-new,Python-debug
ml-regression-007,Bash-new-ls,Python-new,Python-new,Python-debug,Python-new,Python-new,Python-debug,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new
ml-regression-008,Bash-new-ls,Bash-new-head,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug
ml-regression-009,Bash-new-ls,Python-new,Python-new,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,failParse,Python-new,failParse,Python-new,None
ml-regression-010,Bash-new-ls,Bash-new-head,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-debug,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-debug
ml-regression-011,Bash-new-ls,Bash-new-head,Python-new,Terminate,,,,,,,,,,,,,,,,
ml-regression-012,Bash-new-ls,Bash-new-head,Bash-new-tail,Bash-new-wc,Bash-new-head,Python-new,Bash-new-head,Bash-new-wc,Python-new,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Bash-new-head,Terminate,,,,
ml-regression-013,Bash-new-head,Python-new,Terminate,,,,,,,,,,,,,,,,,
ml-regression-014,Bash-new-head,Python-new,Python-debug,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new
ml-regression-015,Bash-new-head,Python-new,Bash-new-ls,Python-new,Terminate,,,,,,,,,,,,,,,
ml-regression-016,Bash-new-ls,Python-new,Python-debug,Bash-new-pip,Python-new,Python-debug,Terminate,,,,,,,,,,,,,
ml-regression-017,Bash-new-head,Python-new,Terminate,,,,,,,,,,,,,,,,,
ml-regression-018,Bash-new-ls,Python-new,Bash-new-head,Python-new,Python-debug,Python-debug,Bash-new-head,Terminate,,,,,,,,,,,,
ml-regression-019,Bash-new-head,Python-new,Python-debug,Python-debug,Python-new,Python-new,Python-new,Python-debug,Python-new,Python-new,Bash-new-ls,Terminate,,,,,,,,
ml-regression-020,Bash-new-head,Python-new,Python-debug,Python-debug,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Python-new,Python-debug
ml-regression-021,Bash-new-ls,Python-new,Python-debug,Python-debug,Terminate,,,,,,,,,,,,,,,
