,Unnamed: 0,id,name,description,original_price,price,fulfillment_type,brand,review_count,rating_average,favourite_count,pay_later,current_seller,date_created,number_of_images,vnd_cashback,has_video,category,quantity_sold
3164,3164,157649535,Dép Sandal Chaco Nam Mã D100 Đế Thơm,       Dép chaco nam cỡ 38-43 đế thơm ko nhăn ko lún.   Hàng loại 1 chất lượng hoàn toàn khác hàng gia công giá rẻ trôi nổi trên thị thường   - Dây dép ko dính cố định mà thông nhau bên trong đế...,292000,292000,dropship,OEM,0,0.0,0,True,Giày Thái Lan,608,2,0,False,Root,1
5614,5614,148693978,Bộ vệ sinh giày Sneaker cao cấp cho dân chơi giày - Best Seller Tony,"       Có xuất hóa đơn VAT và sl nhiều nhé   Bộ phụ kiện bảo vệ và vệ sinh giày Super   Bạn là một tín đồ thời trang? Hẳn là bạn không thể nào không sở hữu ít nhất một đôi giày, phải không nào? ...",1140000,1140000,dropship,OEM,0,0.0,0,True,SkyLife,637,5,51227,False,Root,1
3276,3276,116822929,dép quai ngang nam nữ ( đế trắng ) size từ 34 nữ đến 43 nam,Dép nam và nữ mẫu thời trang thông dụng được thiết kế và đóng tại xưởng hàng luôn mới đủ mẫu đủ màu size có từ 18 đến size 45 sản phẩm được thiết kế phù hợp cho nhiều lứa tuổi cho học sinh sinh viên v...,81500,81500,dropship,OEM,0,0.0,0,False,Dép Sandanl đồng nai,767,4,0,False,Root,0
3745,3745,157649657,Dép Xăng Đan Nam Chaco Mã D146 Sandal Nam,"       Shop sẽ gửi hàng theo thông tin đơn hàng của khách đặt, Quý khách vui lòng không đặt 1 đằng ghi chú 1 nẻo hoặc đặt mẫu này nhắn tin yêu cầu đổi mẫu khác. Shop sẽ không giải quyết tất cả nhữ...",162000,162000,dropship,OEM,1,5.0,0,True,Giày Thái Lan,608,8,0,False,Root,4
4871,4871,151422759,"Miếng Lót Giày Da Độn Đế Giày Chống Rộng, Lót Giày Da Sơn Hà Khử Mùi Hôi Hiệu Quả","       1 Đôi Lót Da Sơn Hà] Cặp Lót Giày Bằng Da Tổng Hợp, Lót Giày Da Sơn Hà Khử Mùi Hôi Hiệu Quả   Miếng lót giầy Da là dòng sản phẩm có chất lượng vượt trội và cũng là dòng sản phẩm chủ lực củ...",24000,24000,dropship,OEM,0,0.0,0,False,AZMAN,630,9,0,False,Root,0
1869,1869,67626652,HAVAIANAS - Dép unisex Top 4000029-0555,"Thông tin sản phẩmChất liệu: 100% cao su tự nhiênChất liệu: Cao su cao cấpKiểu dáng quai kẹp dễ dàng thao tác xỏ/tháoPhong cách tối giản, phóng khoángĐế có rãnh chống trơn trượt, tăng độ bámThiết...",499000,499000,seller_delivery,Havaianas,1,5.0,0,True,Havaianas Official Store,1069,3,0,False,Root,3
3418,3418,249182045,xăng đan nữ A24 ca rô size từ 34 đến 42,     ...,89900,89900,dropship,OEM,0,0.0,0,False,LYNA Sandal,166,5,2406,False,Root,0
5301,5301,179748047,Gôm tẩy giày thông minh đánh bay vết bẩn siêu tốc - Như Trang Plaza,"       Ưu điểm cục tẩy vệ sinh giày siêu tốc:   - Tác dụng: Tẩy nhanh các vết bẩn trên giày, dùng hiệu quả trên các chất liệu da lộn, da nubuck, giày vải, các loại giây thể thao…   - Ngoài ra cò...",30000,30000,dropship,OEM,0,0.0,0,False,hotdeal365,488,5,0,False,Root,0
3720,3720,102576458,| CL03 | Giày Sandal Nam Nữ," SANDAL CAM KẾT1. Chất lượng giống như hình 100%2. Được đóng hộp cẩn thận trước khi giaoTHÔNG TIN SẢN PHẨM️ Quai dù và da hạn chế thấm nước tối đa, giúp nhanh khô và thoáng khí️ Đế dưới siêu ...",259200,259200,dropship,OEM,0,0.0,0,True,Buenasshop,832,2,0,False,Giày sandals nam quai ngang,0
5101,5101,189671689,EuroQuality MÁY ĐÁNH BÓNG GIÀY CẦM TAY MINI ,"  THÔNG SỐ KỸ THUẬT   * Tên sản phẩm: Máy đánh giày cầm tay   * Màu sắc chủ đạo: Trắng   * Chất liệu sản phẩm: Nhựa PVC dẻo dai, bền bỉ   * Nguồn cấp điện: Sản phẩm sử dụng pin sạc gắn sẵn trong ...",449000,449000,dropship,OEM,0,0.0,0,True,Thanh Tung international,402,7,12020,False,Phụ kiện cho giày nam,0
5171,5171,166397786,Bình xịt giày chống hôi chân NCE,"       Bình xịt giày chống hôi chân NCE- một sản phẩm nổi tiếng Nhật Bản   Hết hôi chân, đổ mồ hôi chân   – Hạn chế sự gia tăng của vi khuẩn gây mùi ở chân và giày   – Hiệu quả kéo dài 24 giờ ...",40000,40000,dropship,OEM,0,0.0,0,False,DƯỢC PHẨM MINH HƯƠNG,558,6,0,False,Root,2
1564,1564,210471258,"Giày thể thao sneaker nam cổ thấp, giày đế tăng chiều cao dáng hiện đại S02","Thiết kế trẻ trung, năng độngChất liệu cao cấp bền đẹpKiểu dáng thời trang, dễ phối đồMàu sắt tinh tế, thanh lịchGiày thể thao sneaker nam cổ thấp, giày đế tăng chiều cao mẫu mới -Chất liệu đế: c...",220000,110000,dropship,OEM,0,0.0,0,True,Spi Shop,268,3,0,False,Giày thể thao nam cổ thấp,0
4770,4770,20637521,Lót giày tăng chiều cao mút xốp Nửa bàn (3 cm),"Lót giày tăng chiều cao mút xốp Nửa bàn (3 cm) - Lót giày tăng chiều cao mút xốp nửa bàn (3 cm) được làm từ chất liệu mút xốp mềm mại, êm ái, đi rất êm, thiết kế những đường vân có tác dụng mát xa b...",25000,25000,dropship,OEM,1,5.0,0,False,THỊNH PHÁT SHOP,1540,2,0,False,Thời Trang,8
5552,5552,13624361,Combo 2 bộ miếng lau giày siêu sạch shoe shine,"- Xi mút đánh giày với thiết kế tiện dụng cho bạn đánh bóng giày, dép, túi xách, cặp… bằng da một cách dễ dàng và nhanh chóng.- Xi mút làm bóng giày dép – CF Shine Ever: làm bóng da trong vòng 10 giây...",30000,30000,dropship,OEM,1,4.0,0,False,HƯNG THỊNH SHOP,1617,4,0,False,Thời Trang,13
4149,4149,127581070,Giày Da Thể Thao LC2101X da bò sáp,"        Da bò nguyên tấm - phát hiện giả da tặng luôn giày    1 đổi 1 nếu đi cảm thấy ko vừa size    Giao hàng toàn quốc, Chỉ thanh toán sau khi nhận được hàng    100% ảnh chụp thật từ màu sắc,...",650000,650000,dropship,OEM,1,5.0,0,True,LS Store,706,7,0,False,Giày tây nam có dây,3
4407,4407,215024402,"[Hàng Chính Hãng] Giày Sami 15CC Chống Thấm Nước, Chống Dập Ngón, Đế Thép Chống Đâm Xuyên","ĐẶC ĐIỂM NỔI BẬT- Thân giày được làm từ da trâu/bò- Đế giày được làm từ cao su Nitrile mang lại sự êm ái, thoải mái với tính năng chống dầu,chống axit,chống trơn trượt cực tốt.- Không chỉ có vậy, l...",340000,340000,dropship,OEM,0,0.0,0,True,GIÀY BẢO HỘ CHẤT,241,6,9102,False,Giày thể thao nam cổ cao,1
2764,2764,177165214,Giày Lười Trẻ Em NATIVE Miles Print Child,"NATIVE SHOES ra mắt bộ sưu tập rực rỡ sắc màu hợp tác cùng thương hiệu BÚT MÀU CRAYOLA, USA. Bộ sưu tập lần này mang đậm nét trẻ trung, năng động và đầy chất sáng tạo từ những điều thật đơn giản và gầ...",1400000,1400000,dropship,Native,0,0.0,0,True,SHOOZ,500,8,0,False,Giày lười nhựa nam,0
3248,3248,157658545,Dép Sandal Đôi Nam Nữ Đế Êm Quai Dù H76 (Giá 1 Đôi),"       Giá trên là giá của 1 đôi, bạn muốn đặt 2 đôi thì cho từng cỡ vào giỏ hàng sau đó vào giỏ hàng chọn 2 sản phẩm đó rồi tạo đơn nhé   Dép Xăng Đan đôi dành cho cả nam và nữcỡ 35-43 đế êm. Hà...",171000,171000,dropship,OEM,0,0.0,0,True,Giày Thái Lan,608,9,0,False,Root,0
252,252,197951659,Dép nam quai ngang Baya chất EVA siêu nhẹ đi mưa đi trong nhà iDÉP- DL159,"  DÉP CROSS QUAI NGANG SIÊU NHẸ   Mẫu HOT dành cho ai đang cần ạ !!!!   Mũ giày bằng nhựa EVA mềm chống bám bẩn hàng Việt Nam xuất khẩu    Đế 2 lớp và lót cấu tạo bằng nhựa EVA SIÊU NHẸ, MỀM và KH...",59000,59000,dropship,OEM,0,0.0,0,False,IDÉP Giày Dép Nam Nữ,357,7,0,False,Dép nam quai ngang,0
350,350,49872018,Dép quai ngang đúc nguyên khối chống nước -f1,...,85000,85000,dropship,OEM,1,5.0,0,False,shoptamnham,1285,4,0,False,Thời Trang,1
2526,2526,192450907,GIÀY BOOTS COLE HAAN NAM ZERØGRAND OMNI CITY BOOT WP C34238,"- Mũ giày làm bằng da chống thấm nước, có khóa kéo bên hông, dễ dàng mang vào/tháo ra.- Lớp lót phủ toàn phần bên trong giày.- Đế ngoài EVA nhẹ, tạo sự linh hoạt.- Phần gót trước và gót sau làm bằng c...",5490000,2745000,dropship,Cole Haan,0,0.0,0,True,Cole Haan Official Store,412,6,26772,False,Giày boots nam cổ thấp,2
2749,2749,177165722,Giày Lười Trẻ Em NATIVE Miles Print Junior,"NATIVE SHOES ra mắt bộ sưu tập rực rỡ sắc màu hợp tác cùng thương hiệu BÚT MÀU CRAYOLA, USA. Bộ sưu tập lần này mang đậm nét trẻ trung, năng động và đầy chất sáng tạo từ những điều thật đơn giản và gầ...",1500000,1500000,dropship,Native,0,0.0,0,True,SHOOZ,500,8,0,False,Giày lười nhựa nam,0
457,457,115831453,Giày Da Nam Da Bóng Có Đai Vàng Sang Trọng Mã L157,"       *Mẫu L157 là mẫu Giày Da Nam bán chạy nhất của shop hiện nay.   - Mẫu giày da nam này phù hợp với khách hàng tuổi từ 18-38   - Đế giày da nam làm từ cao su bền chắc, có độ bám cao. Đế già...",199000,199000,dropship,OEM,0,0.0,0,True,Giày da VN24H,774,7,0,False,Root,0
2926,2926,127379646,"Giày Lười Sneaker Da Nam DINCOX C38 Đơn Giản, Lịch Lãm Grey",       Giày thể thao kiểu dáng sneaker Dincox/Coxshoes   Giày Chuẩn ÂU - GIá Ưu Việt   Tự Hào Thương Hiệu Việt   MADE IN VIETNAM   --------------------------------------------   Thông tin già...,520000,520000,dropship,DINCOX,6,5.0,0,True,Dincox Official Store,703,9,13921,False,Root,16
479,479,115767643,Giày Da nam cực chất xả kho giá gốc - giày lười nam mã x084,"       - Đế giày : Đế cao su   - Size : 38, 39, 40, 41, 42   - Cam kết sản phẩm y hình 100%. Hàng về không giống hình hoàn tiền 100% cho khách hàng.   ---------------   * Hướng dẫn đánh giày d...",199000,199000,dropship,OEM,0,0.0,0,True,Giày da VN24H,775,4,0,False,Root,0
798,798,115768260,Giày Lười Nam Công Sở Cao Cấp - Da LÌ - Đế Khâu Chắc Chắn - Mã X084,"       ☆ Giày Lười Nam Đẹp,kiểu dáng mới, trẻ trung năng động cá tính   ☆ Mẫu giày lười nam phù hợp với khách hàng tuổi từ 18-38   ☆ Đế giày lười nam làm từ cao su bền chắc, có độ bám cao được k...",199000,199000,dropship,OEM,0,0.0,0,True,Giày da VN24H,775,6,0,False,Root,0
4476,4476,192034220,Giày Converse Renew Chuck Taylor All Star Green Crater Knit High - 170869C,Converse Chuck Taylor All Star Crate Knit đã trở lại để mang sự cổ điển đến gần hơn với một tương lai không lãng phí. Kiểu dáng Chuck Taylor với phần đế cao su được làm từ Công nghệ Nike Grind kết hợp...,2100000,900000,dropship,Converse,1,5.0,0,True,Sneaker Buzz,416,7,0,False,Giày thể thao nam cổ cao,4
2240,2240,132006977,"Giày Chelsea Boots Nam Cao Cấp, Phong Cách Sang Trọng, Lịch Lãm","Chelsea Boots là một mẫu giày không thể thiếu trong tủ giày của cánh đàn ông. Mẫu Boots nam cổ cao phù hợp với rất nhiều trang phục tạo nên một phong cách vừa cổ điển, sang trọng mà không kém phần hiệ...",350000,299000,dropship,DySeven,98,4.7,0,True,HDStore34,692,4,0,False,Giày boots nam cổ cao,320
26,26,147777760,Dép ngang khách sạn,  Shop bán dép xốp ngang mang trong khách sạn siêu nhẹ cho nam và nữ mang thoải mái.   Kiểu dáng: quai bấm nút châc chắn   Size 36-43. quí khách vui lòng nâng số dép hơn 1 2 size mang thoải mái ạ ...,20000,20000,dropship,OEM,0,0.0,0,False,Minh long shops,508,2,0,False,Dép nam quai ngang,0
2821,2821,252265461,Giày Lười Bé Trai NATIVE Jefferson Block Junior,"• Native Jefferson Block được sản xuất bằng chất liệu nhựa EVA êm ái, trọng lượng siêu nhẹ, không thấm nước và có thể vệ sinh một cách dễ dàng.• Bề mặt với thiết kế đục lỗ đặc trưng thương hiệu mang ...",1400000,1400000,dropship,Native,0,0.0,0,True,SHOOZ,146,6,0,False,Giày lười nhựa nam,0
4103,4103,169828387,Giày Tây Nam trẻ trung Cao Cấp Mã BL 100,"       Da bò thật 100%, da chịu lửa, không bị nổ da khi sử dụng   Da xử lý sau thuộc mềm, chạm khắc tinh tế.   Đế cao su mềm cao cấp, kết hợp với lót đàn hồi, có tạo chi tiết ma sát dưới gầm đế....",820000,619000,dropship,OEM,0,0.0,0,True,Giày Nam Bảo Linh,545,8,0,True,Giày tây nam có dây,0
1539,1539,72741715,Giày thể thao thời trang nam - CV02,"Thiết kế thời trangPhong cách trẻ trung,hiện đạiChất lượng cao cấpDễ phối trang phụcChất liệu vảiThiết kế mũi giày trònĐế giày xẻ rãnh chống trơn trượtKiểu dáng đa phong cáchĐường may tinh tế sắc sảo...",99000,99000,dropship,OEM,0,0.0,0,False,GH Store,1033,4,0,False,Giày - Dép nam,5
4742,4742,13631614,Lót giày tăng chiều cao cao su nửa bàn 2 lớp cao 5 cm (Màu Đen),"* Ưu điểm Sản phẩm:  - Cải thiện chiều cao đáng kể ngay lập tức. Chiều cao của bạn được cải thiện một cách kín đáo, khó phát hiện ra được.- Lót giày được tráng một lớp nhung vải mềm mại có...",44899,44899,dropship,OEM,7,4.7,0,False,CATAN shop,1617,12,0,False,Thời Trang,27
3607,3607,91122416,Dép Nam Sandal Ni-Ta ĐẾ XỐP ĐI CỰC ÊM,       Dép Sandal Nam Ni-Ling Quai Ngang Mẫu Mới Nhất   - Thiết kế: Dép Sandal Nam năng động trẻ trung   -Sandal là đôi giày mà cả nam lẫn nữ đều cần sở hữu cho mình. Nếu các cô gái yêu thích cá...,168000,168000,dropship,OEM,13,4.3,0,True,Đức Hiệp Store,880,9,4497,False,Root,43
3994,3994,173252858,Giày nam trẻ trung buộc dây 20896,       Đế cao su đúc nguyên khối giày dặn cứng cáp tăng độ mạnh mẽ của người đi   -Phần mũi giày có những họa tiết chấm bi rất thời trang và tinh tế. Ngoài ra độ cao của đế có hai loại 3cm và 6cm...,364700,328000,dropship,OEM,0,0.0,0,True,ĐỒ DA THÀNH LONG TLG,530,9,8781,False,Root,0
3859,3859,197551659,Giày Sandal Nam The Bily Quai Chéo - Đế Trắng Lót Đen Màu Xám Thổ Cẩm BLDTMD01,"Giày Sandal Nam Nữ Unisex The BiLy Quai Chéo Dây Dù Đế Phylon Siêu Êm Nhẹ Nhiều Màu-BLDTMD01+Mô Tả Sản Phẩm:- Dòng sản phẩm The Bily 01 có nhiều size dành cho nam và nữ, có nhiều màu sắc, thời trang d...",319000,319000,dropship,THE BILY,0,0.0,0,True,THE BILY STORE,364,5,8540,True,Giày sandals nam quai ngang,0
4464,4464,203995378,Giày Trẻ Em Converse Chuck Taylor All Star Classic Kid 327469C,"Giày Converse Chuck Taylor All Star Classic Kid được thiết kế từ chất liệu vải canvas nhẹ.Thiết kế Zip bên hông tạo cảm giác thoải mái cho trẻ em khi mang.Đế có rãnh chống trơn trượt, không chỉ đem ...",850000,850000,dropship,Converse,0,0.0,0,True,Sneaker Buzz,313,4,0,False,Giày thể thao nam cổ cao,0
4936,4936,257326416,Keo Dán Giày Nhiệt XIMO Trong Suốt Siêu Dính Dùng Không Tổn Thương Da XKDG06,"Keo dán giày TỐT phải đảm bảo 6 yếu tố: Kết dính tốt, bám dính tốt, giá tốt, linh hoạt, chống nước tốt và đặc biệt là AN TOÀN CHO DA không làm tổn thương đến da của bạn khi bạn vô tình để keo vương ra...",50000,35000,dropship,Ximo,926,4.6,0,False,PHỤ KIỆN GIÀY XIMO,118,8,0,False,Giày - Dép nam,5429
2323,2323,10177578,Giày bốt nam chelsea boot da bò lộn 2H - 47," Có xưởng sản xuất gia công riêng nên đảm bảo về giá cả và chất lượng tốt, bán đến đâu đóng mới đến đó nên sản phẩm luôn trong trạng thái vừa mới sản xuất. Thiết kế thời trang, sang trọng. Da bò thật ...",449000,449000,dropship,OEM,8,3.5,0,True,Giày Nam 2H,1666,3,0,False,Thời Trang,35
1498,1498,110192355,Giày thẻ thao nam SSN giày cao 4cm đi lại nhẹ nhàng-chất liệu vải thoáng khí-thấm hút tốt, CHÀO MỪNG BẠN GHÉ THĂM SHOP GIÀY THỂ THAO NAM SSN ️ Các chương trình khuyến mại bất ngờ cực kỳ hấp dẫn sẽ có tại Shop mời bạn ấn theo dõi để biết thêm chi tiết ️ FRRESHIP / HỖ TRỢ PHÍ VẬN CHUYỂN (...,88000,88000,dropship,OEM,0,0.0,0,False,SONGNGỌC241,798,8,2355,False,Giày thể thao nam cổ thấp,4
4725,4725,55721221,Lót giày sợi đay Hương Quế CI-08 vải dệt từ sợi đay - vải cotton - bột quế giúp êm chân - khử mùi và cải thiện sức khoẻ ,                                        ...,79000,79000,dropship,Hương quế,7,5.0,0,False,Hương quế shop,1196,7,0,False,Thời Trang,39
607,607,108141693,giầy da nam có đế (lười xích vàng),"       - Sản phẩm thách thức về chất lượng.   - Chất Liệu : da pu cao cấp, da rất mềm, đi không sợ đau chân.   - Chất Liệu đế : đế cau su khâu bằng chỉ chuyên dụng rất chắc chắn và bền bỉ.   - ...",198000,198000,dropship,OEM,0,0.0,0,True,Giày Chất Store,810,4,0,False,Root,0
1870,1870,204615011,Dép Eva Nam Biti's DEM012700XAM,"Kiểu dáng đơn giản nhưng thời trang, mang lại sự thoải mái và tự tin cho bạn suốt ngày dài. Thiết kế cao cấp, bền chắc, mang lại nhẹ nhàng, êm ái cho bàn chân. Giày với thiết kế khỏe khoắn, phù hợp ...",199000,199000,dropship,Biti's,1,4.0,0,True,An Tín Store,309,6,0,False,Dép nam xỏ ngón,1
4370,4370,100428550,Giày Leo Núi X ULTRA MID 3 AERO W SHADOW L41044000,"Hướng dẫn chọn Size:Thiết kế thời trang nhưng vẫn bảo vệ tốt và linh hoạtGai đế sâu bám tốt trên mọi địa hình, mũ cao su bảo vệ tốt các ngón chânĐộ bền caoMang phong cách thể thao nhưng không kém ph...",3960000,3960000,dropship,Salomon,2,5.0,0,True,Salomon vietnam,834,5,0,False,Giày thể thao nam cổ cao,5
3129,3129,242748868,Giày lười nam - Slip on nam vải - Mã A1206,       ️ CAM KẾT:    Cam kết SP đến tay khách hàng y như hình    Hỗ Trợ đổi size khác nếu đi không vừa   CHÍNH SÁCH ĐỔI TRẢ HÀNG:   • Sản phẩm vẫn còn thời hạn đổi trả hàng ( sản phẩm đổi trả ...,350000,350000,dropship,OEM,0,0.0,0,True,82SHOES,189,10,9370,False,Root,0
1235,1235,135897241,Giày VNXK - Da PU Đế Cao Su Đúc Đã Khâu ĐEN LÌ X076,"       Giày Tây lười nam da công sở   - Là sản phẩm VNXK, giày được thiết kế tinh tế, sang trọng với lớp keo chắc chắn.   - Được làm từ chất liệu DA PU và mặt nỉ nhung không bị nổ da, lớp da dày...",199000,199000,dropship,OEM,0,0.0,0,True,Chất Store 247,681,7,0,False,Root,0
3618,3618,59434082,Sandal nam cao cấp Pierre Cardin - PCMFWL 127 màu đen,"MÔ TẢ SẢN PHẨM:Biến hóa linh động với thiết kế mới nhất từ Sandals Pierre Cardin. Lấy cảm hứng từ mẫu Sandals quai đôi truyền thống, phối hợp quai giữa với họa tiết dập nổi giả khóa bền chắc và sành ...",1890000,945000,dropship,Pierre Cardin,3,5.0,0,True,Pierre Cardin International,1119,6,0,False,Thời Trang,18
5286,5286,166073334,Xịt giầy chống hôi chân,"       Xịt giầy chống hôi chân cực hiệu quả nhé khách   Cách sử dụng   - lắc đều lên ruid xịt trực tiếp vào giầy nhé , mùi cực thơm mà không gây kích ứng da   ...",30000,30000,dropship,OEM,0,0.0,0,False,tongkholongbienhn,559,3,0,False,Root,0
5639,5639,139192952,Keo Dán Giày Nhiệt Trong Suốt Siêu Dính Dùng Không Tổn Thương Da,"       Keo dán giày TỐT phải đảm bảo 6 yếu tố: Kết dính tốt, bám dính tốt, giá tốt, linh hoạt, chống nước tốt và đặc biệt là AN TOÀN CHO DA không làm tổn thương đến da của bạn khi bạn vô tình để k...",33000,33000,dropship,OEM,3,4.7,0,False,Hoa Sala,670,7,0,False,Root,33
4541,4541,104527634,Giày Chelsea Boot Nam Cổ Khóa Rất Dễ Xỏ Da Búc Màu Xám Cực Đẹp - Giày Chelsea Boot Nam CB521-bucxamkhoa(L)-XAMBUCK,"       GIÀY THỂ THAO NAM   ➫ Shop đảm bảo hàng bán ra giống hình 100%   ➫ Mẫu thiết kế trẻ trung, sang trọng & hợp thời trang, dễ phối với nhiều loại trang phục.   ➫Giày được may tỉ mỉ chắc...",210000,199500,dropship,OEM,0,0.0,0,True,Atuni,825,7,0,False,Root,0
203,203,182987451,"Dép nhựa nam,A12,chống trượt,mang đi nước thuận tiện,size 38-43","       Tên sản phẩm: Dép nam,dép nữ   Công ty TNHH Xuất Nhập khẩu Interwyse   Xuất xứ: Thái Lan   Màu sắc: như trên phần mô tả   size:có hình ảnh mô tả   HÀNG CHUẨN   Thông tin nổi bật :   ...",79000,79000,dropship,OEM,0,0.0,0,False,vucama Store,474,4,0,False,Root,1
339,339,6012203,Dép Nam Quai Ngang,"Dép Nam Quai Ngang được thiết kế theo công nghệ mới, độ chống trơn trượt cao, mang đến cho người sử dụng cảm giác thoải mái và tự tin khi di chuyển.Phong cách đơn giản nhưng vẫn hiện đại, bắt kịp xu...",149000,139000,dropship,OEM,18,4.5,0,True,HƯƠNG GIÀY,1789,2,3721,False,Thời Trang,65
4557,4557,9809916,Giày Sneaker Unisex Sk8 Hi Vans - VN000D5IW00,"Thiết kế cổ cao năng động, phong cáchGiày Sneaker Unisex Sk8 Hi Vans VN000D5IW00 - True White là một trong những dòng giày mang tính kinh điển và làm nên thương hiệu của VANS - OFF THE WALL. Kiểu dán...",1950000,1950000,dropship,Vans,6,4.2,0,True,Sneaker Buzz,1711,6,0,False,Thời Trang,15
4168,4168,201820562,"Giầy da nam cao cấp buộc dây, giày tây công sở chuẩn hàng việt xuất xịn - HS078","Thông Tin Sản Phẩm:• Mã SP: HS78• Chất liệu: Da bò thật 100%, loại da bò tấm chuyên dùng cho các mẫu giày da bò dập vân cá sấu.• Chất liệu đế: Cao su tự nhiên ép nhiệt.• Màu sắc: Đen• Size: 38 ,3...",799000,799000,dropship,OEM,0,0.0,0,True,SIMIER store,326,9,0,False,Giày tây nam có dây,0
387,387,210279112,Dép nam quai ngang Thái Lan Aerosoft 2551,"Dép nam quai ngang Thái Lan Aerosoft 2551Mẫu dép Nam giành cho các anh, các bác đây ạ.✪ Chất liệu: Đế cao su, thân nhựa mềm, dẻo✪ Cao: 3 cm✪ Màu sắc: Đen, Nâu✪ Dép bản nam - một phụ kiện không th...",290000,220000,dropship,OEM,0,0.0,0,True,Giày Dép Thanh Thanh,269,9,5931,False,Dép nam quai ngang,0
4351,4351,211945787,"[Hàng Chính Hãng] Giày Safety Jogger Xplore Chống Đâm Xuyên, Chống Va Đập, Chống Trượt, Chống Thấm Nước","Giày bảo hộ Safety Jogger Xplore S3 HRO là sản phẩm mà Thế Giới Giày Bảo Hộ nhập khẩu chính hãng từ Bỉ, bảo hộ đa chức năng kết hợp kiểu dáng thể thao hiện đại, phù hợp nhu cầu sử dụng trong môi trườn...",1053000,1053000,dropship,Safety Jogger,1,3.0,0,True,GIÀY BẢO HỘ CHẤT,248,9,26772,False,Giày thể thao nam cổ cao,1
5694,5694,168929376,GIẤY LAU GIÀY SNEAKER,"       Giấy lau giầy thần thánh Sneaker   Sỉ 2x   Giấy ướt lau giày cực tiện luôn ạ, nhất là khi đi du lịch hay đi xa, mà chẳng may giày bị bẩn, muốn lau cái là sạch đẹp mà ko cần phải dùng bất ...",80000,80000,dropship,OEM,0,0.0,0,False,shop đồ chơi công nghệ mới,545,4,0,False,Root,2
4509,4509,205109383,Giày Thể Thao Nam  Đế Cao Cổ Lửng TT15 Fashion,"Giày với thiết kế trẻ trung, năng động sang trọng.Giày được may dập tỉ mỉ chắc chắn đến từng đường chỉ.Dễ phối với các loại quần vải, quần thể thao, quần jeans, quần kaki, quần shoort.Đế đư...",245000,245000,dropship,OEM,0,0.0,0,True,Pumboo,306,14,0,False,Giày thể thao nam cổ cao,0
4564,4564,262422160,Giày Converse Chuck Taylor All Star Lift Pride A06031C," Nằm trong BST Converse Pride, Converse Chuck Taylor All Star Lift Pride mang nhiều ý nghĩa đến cho cộng đồng LGBTG+. Thiết kế giày theo form dáng cổ điển đình đám nhất nhà Converse - dòng All Star,...",2500000,2500000,dropship,Converse,0,0.0,0,True,Sneaker Buzz,104,8,0,False,Giày thể thao nam cổ cao,0
3425,3425,249197144,đép nam nữ sỏ ngón ( đế bò sữa quai dù không hậu ) size từ 35 nữ đến 43 nam thêm quai hậu ib,     ...,89999,89999,dropship,OEM,0,0.0,0,False,LYNA Sandal,166,4,2409,False,Root,0
3181,3181,161400856,"Dép quai chéo nữ ,đế trắng quai dù không hậu,size từ 34 đến 42 nữ,khác size ib chọn thêm",     ...,81999,81999,dropship,OEM,0,0.0,0,False,Dép Sandanl đồng nai,563,4,0,False,Giày sandals nam quai chéo,0
1891,1891,137822550,Dép Xỏ Ngón Nam HÀ NAM Da Bò Thật Cao Cấp DNA2143,"Dép Xỏ Ngón Nam HÀ NAM Da Bò Thật Cao Cấp DNA2143Giày Dép Được Gia Công Tại Xưởng ShopHoàn Trả Tiền 100% Hoặc 1 Đổi 1 Nếu Shop Giao Không Đúng Hàng, Không Đúng Như Mô Tả + THÔNG TIN SẢN PHẨM...",278900,216000,dropship,OEM,2,5.0,0,True,GIAYHANAM,675,9,5782,False,Dép nam xỏ ngón,10
4572,4572,215538182,Giày Palladium Pampa Sc Wpn U-S 77235-252-M,"Đứng cao và táo bạo, đây là hai nguyên tắc cơ bản của tinh thần Palladium. Trong khuôn mẫu này, Palladium đã tạo ra Pampa Sc Wpn U-S để làm nền tảng cho bộ sưu tập mùa mới của bạn. Đôi giày là sự pha ...",3300000,3300000,dropship,Palladium,0,0.0,0,True,Sneaker Buzz,237,6,0,False,Giày thể thao nam cổ cao,0
1374,1374,251438565,Giày thể thao nam BELIFA mã GMT,"SNEAKERSản phẩm giày sneaker nam chuẩn 100% như hìnhGiao hàng trên toàn quốcĐổi size giày sneaker nam nếu không vừa, thời gian trong 7 ngày.=============================ĐẶC ĐIỂM SẢN PH...",150000,75000,dropship,OEM,0,0.0,0,False,BELIFA STORE,153,3,0,False,Giày thể thao nam cổ thấp,4
677,677,178954810,"GIÀY LƯỜI NAM DA Pu 100% DẬP VÂN CÁ SẤU, GẮN CHUÔNG, ĐẾ cao suNHẬP - MÃ X091-2 MÀU ĐEN HÀNG VIỆT NAM","       GIÀY LƯỜI NAM DA Pu 100% DẬP VÂN CÁ SẤU, GẮN CHUÔNG, ĐẾ cao suNHẬP - MÃ X091-2 MÀU ĐEN HÀNG VIỆT NAM   ...",150000,150000,dropship,OEM,0,0.0,0,True,Chất Store 247,491,7,0,False,Root,1
