company_id,company,city,country,continent,date_joined,year_founded,valuation,funding,select_investors,industry
586,Pipe,Miami,United States,North America,2021-05-19,2019,2000000000,566000000,"""next47, MaC Venture Capital, FinVC""",Fintech
585,Opay,Lagos,Nigeria,Africa,2021-08-23,2018,2000000000,570000000,"""Sequoia Capital China, Source Code Capital, Redpoint Ventures China""",Fintech
594,Tier,Berlin,Germany,Europe,2021-10-25,2018,2000000000,587000000,"""Northzone Ventures, White Star Capital, Novator Partners""",Travel
148,Collibra,Brussels,Belgium,Europe,2019-01-29,2008,5000000000,596000000,"""Index Ventures, Battery Ventures, ICONIQ Capital""",Data management & analytics
157,Hopper,Montreal,Canada,North America,2021-03-24,2007,5000000000,599000000,"""Capital One Growth Ventures, Citi Ventures, OMERS Ventures""",Travel
312,BharatPe,New Delhi,India,Asia,2021-07-30,2018,3000000000,600000000,"""Insight Partners, Sequoia Capital India, BEENEXT""",Fintech
75,Dapper Labs,Vancouver,Canada,North America,2021-03-30,2018,8000000000,607000000,"""Union Square Ventures, Venrock, Andreessen Horowitz""",Fintech
316,SpotOn,San Francisco,United States,North America,2021-05-26,2017,3000000000,628000000,"""Dragoneer Investment Group, DST Global, Franklin Templeton""",Fintech
107,Deel,San Francisco,United States,North America,2021-04-21,2018,6000000000,629000000,"""Andreessen Horowitz, Spark Capital, Y Combinator""",Fintech
156,Cockroach Labs,New York,United States,North America,2021-01-12,2015,5000000000,633000000,"""Google Ventures, Benchmark, FirstMark Capital""",Data management & analytics
372,PolicyBazaar,Gurgaon,India,Asia,2019-05-06,2008,2000000000,634000000,"""Info Edge, Softbank Capital""",Fintech
167,ZEPZ,London,United Kingdom,Europe,2021-08-23,2010,5000000000,655000000,"""Accel, Technology Crossover Ventures, LeapFrog Investments""",Fintech
821,GetYourGuide,Berlin,Germany,Europe,2019-05-16,2009,1000000000,656000000,"""Spark Capital, Highland Europe, Sunstone Capital""",Travel
661,Trumid,New York,United States,North America,2020-07-15,2014,1000000000,660000000,"""T. Rowe Price, Dragoneer Investment Group, BlackRock""",Fintech
80,Ramp,New York,United States,North America,2021-03-29,2019,8000000000,660000000,"""D1 Capital Partners, Stripe, Coatue Management""",Fintech
100,ConsenSys,New York,United States,North America,2021-11-17,2014,7000000000,660000000,"""Third Point, Electric Capital, Coinbase Ventures""",Fintech
515,Addepar,Mountain View,United States,North America,2021-06-15,2009,2000000000,676000000,"""8VC, D1 Capital Partners, Sway Ventures""",Fintech
399,Collective Health,San Francisco,United States,North America,2019-06-17,2013,2000000000,719000000,"""New Enterprise Associates, Founders Fund, Google Ventures""",Fintech
61,Dunamu,Seoul,South Korea,Asia,2021-07-22,2012,9000000000,71000000,"""Qualcomm Ventures, Woori Investment, Hanwha Investment & Securities""",Fintech
22,Genki Forest,Beijing,China,Asia,2020-03-01,2016,15000000000,721000000,"""Sequoia Capital China, Longfor Capitalm, Gaorong Capital""",Consumer & retail
111,FiveTran,Oakland,United States,North America,2020-06-30,2012,6000000000,728000000,"""Matrix Partners, Andreessen Horowitz, General Catalyst""",Data management & analytics
126,iCapital Network,New York,United States,North America,2021-07-27,2013,6000000000,729000000,"""BlackRock, Blackstone, UBS""",Fintech
74,Razorpay,Bengaluru,India,Asia,2020-10-11,2013,8000000000,742000000,"""Sequoia Capital India, Tiger Global Management, Matrix Partners India""",Fintech
161,Ola Electric Mobility,Bengaluru,India,Asia,2019-07-02,2019,5000000000,761000000,"""SoftBank Group, Tiger Global Management, Matrix Partners India""",Auto & transportation
20,Rapyd,London,United Kingdom,Europe,2019-12-03,2016,15000000000,770000000,"""Target Global, General Catalyst, Durable Capital Partners""",Fintech
294,Via,New York,United States,North America,2020-03-30,2012,3000000000,777000000,"""83North, RiverPark Ventures, Pitango Venture Capital""",Auto & transportation
538,Starling Bank,London,United Kingdom,Europe,2021-03-08,2014,2000000000,791000000,"""JTC Group, Qatar Investment Authority, Fidelity Investment""",Fintech
1072,Zopa,London,United Kingdom,Europe,2021-10-19,2005,1000000000,792000000,"""IAG Capital Partners, Augmentum Fintech, Northzone Ventures""",Fintech
106,Airwallex,Melbourne,Australia,Oceania,2019-03-25,2015,6000000000,802000000,"""DST Global, Sequoia Capital China, Tencent Holdings""",Fintech
1071,Zihaiguo,Chongqing,China,Asia,2021-05-06,2018,1000000000,80000000,"""Xingwang Investment Management, China Capital Investment Group, Matrix Partners China""",Consumer & retail
152,Creditas,Sao Paulo,Brazil,South America,2020-12-18,2012,5000000000,824000000,"""Kaszek Ventures, Amadeus Capital Partners, Quona Capital""",Fintech
178,Celsius Network,Hoboken,United States,North America,2021-10-12,2017,4000000000,864000000,"""WestCap Group, Caisse de depot et placement du Quebec""",Fintech
231,Next Insurance,Palo Alto,United States,North America,2019-10-07,2016,4000000000,881000000,"""Zeev Ventures, Ribbit Capital, TLV Partners""",Fintech
162,Pine Labs,Noida,India,Asia,2020-01-24,1998,5000000000,903000000,"""Sequoia Capital India, Temasek, PayPal Ventures""",Fintech
836,The Bank of London,London,United Kingdom,Europe,2021-11-30,2018,1000000000,90000000,"""Mangrove Capital Partners,14W, ForgeLight""",Fintech
668,Forte Labs,San Francisco,United States,North America,2021-05-12,2018,1000000000,910000000,"""Iris Capital, Accel, Elaia Partners""",Fintech
353,wefox,Berlin,Germany,Europe,2019-03-05,2014,3000000000,919000000,"""Salesforce Ventures, Seedcamp, OMERS Ventures""",Fintech
87,CRED,Bengaluru,India,Asia,2021-04-06,2018,7000000000,922000000,"""Tiger Global Management, DST Global, Sequoia Capital India""",Fintech
109,Mollie,Amsterdam,Netherlands,Europe,2020-09-08,2004,6000000000,928000000,Technology Crossover Ventures,Fintech
937,Ibotta,Denver,United States,North America,2019-08-06,2011,1000000000,93000000,"""Koch Disruptive Technologies, Teamworthy Ventures, GGV Capital""",Fintech
271,Varo Bank,San Francisco,United States,North America,2021-09-09,2015,3000000000,987000000,"""Warburg Pincus, The Rise Fund, HarbourVest Partners""",Fintech
664,Earnix,Giv'atayim,Israel,Asia,2021-02-21,2001,1000000000,98000000,"""Jerusalem Venture Partners, Israel Growth Partners, Insight Partners""",Fintech
146,Trade Republic,Berlin,Germany,Europe,2021-05-20,2015,5000000000,996000000,"""Founders Fund, Accel, Creandum""",Fintech
945,Iodine Software,Austin,United States,North America,2021-12-01,2010,1000000000,0,"""Advent International, Bain Capital Ventures, Silversmith Capital Partners""",Data management & analytics
651,Xiaobing,Beijing,China,Asia,2021-07-12,2020,1000000000,0,"""NetEase Capital, Northern Light Venture Capital, Microsoft""",Fintech
890,Carson Group,Lincoln,United States,North America,2021-07-14,2012,1000000000,0,Bain Capital,Fintech
