"country_name","country_code","indicator_name","indicator_code","debt"
"Djibouti","DJI","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",176522478.2
"Djibouti","DJI","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",54314937.5
"Djibouti","DJI","""PPG, private creditors (AMT, current US$)""","DT.AMT.PRVT.CD",127000
"Djibouti","DJI","""PPG, private creditors (INT, current US$)""","DT.INT.PRVT.CD",11000
"Djibouti","DJI","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",83185188.29999998
"Dominica","DMA","""Disbursements on external debt, long-term (DIS, current US$)""","DT.DIS.DLXF.CD",17673239
"Dominica","DMA","""Interest payments on external debt, long-term (INT, current US$)""","DT.INT.DLXF.CD",6947369.4
"Dominica","DMA","""PPG, bilateral (AMT, current US$)""","DT.AMT.BLAT.CD",8487067.1
"Dominica","DMA","""PPG, bilateral (DIS, current US$)""","DT.DIS.BLAT.CD",1092575
"Dominica","DMA","""PPG, bilateral (INT, current US$)""","DT.INT.BLAT.CD",1693891.5
"Dominica","DMA","""PPG, bonds (AMT, current US$)""","DT.AMT.PBND.CD",97108.5
"Dominica","DMA","""PPG, bonds (INT, current US$)""","DT.INT.PBND.CD",1706962.9
"Dominica","DMA","""PPG, commercial banks (AMT, current US$)""","DT.AMT.PCBK.CD",1142907.2
"Dominica","DMA","""PPG, commercial banks (INT, current US$)""","DT.INT.PCBK.CD",288740.8
"Dominica","DMA","""PPG, multilateral (AMT, current US$)""","DT.AMT.MLAT.CD",11130355.8
"Dominica","DMA","""PPG, multilateral (DIS, current US$)""","DT.DIS.MLAT.CD",16580664
"Dominica","DMA","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",3120737.1
"Dominica","DMA","""PPG, official creditors (AMT, current US$)""","DT.AMT.OFFT.CD",19617422.9
"Dominica","DMA","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",17673239
"Dominica","DMA","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",4814628.6
"Dominica","DMA","""PPG, other private creditors (AMT, current US$)""","DT.AMT.PROP.CD",536719.6
"Dominica","DMA","""PPG, other private creditors (INT, current US$)""","DT.INT.PROP.CD",137037.1
"Dominica","DMA","""PPG, private creditors (AMT, current US$)""","DT.AMT.PRVT.CD",1776735.3
"Dominica","DMA","""PPG, private creditors (INT, current US$)""","DT.INT.PRVT.CD",2132740.8
"Dominica","DMA","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",21394158.2
"Dominican Republic","DOM","""Disbursements on external debt, long-term (DIS, current US$)""","DT.DIS.DLXF.CD",643781535.5
"Dominican Republic","DOM","""Interest payments on external debt, long-term (INT, current US$)""","DT.INT.DLXF.CD",1365524193.4
"Dominican Republic","DOM","""Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)""","DT.INT.DPNG.CD",424284000
"Dominican Republic","DOM","""PPG, bilateral (AMT, current US$)""","DT.AMT.BLAT.CD",214014574.6
"Dominican Republic","DOM","""PPG, bilateral (DIS, current US$)""","DT.DIS.BLAT.CD",311336450.8
"Dominican Republic","DOM","""PPG, bilateral (INT, current US$)""","DT.INT.BLAT.CD",43812226.9
"Dominican Republic","DOM","""PPG, bonds (AMT, current US$)""","DT.AMT.PBND.CD",0
"Dominican Republic","DOM","""PPG, bonds (INT, current US$)""","DT.INT.PBND.CD",766308000
"Dominican Republic","DOM","""PPG, commercial banks (AMT, current US$)""","DT.AMT.PCBK.CD",313591688.9
"Dominican Republic","DOM","""PPG, commercial banks (DIS, current US$)""","DT.DIS.PCBK.CD",136346421.2
"Dominican Republic","DOM","""PPG, commercial banks (INT, current US$)""","DT.INT.PCBK.CD",39744531.5
"Georgia","GEO","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",63295059
"Dominican Republic","DOM","""PPG, multilateral (AMT, current US$)""","DT.AMT.MLAT.CD",254728306.1
"Dominican Republic","DOM","""PPG, multilateral (DIS, current US$)""","DT.DIS.MLAT.CD",186149762.4
"Dominican Republic","DOM","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",91151435
"Dominican Republic","DOM","""PPG, official creditors (AMT, current US$)""","DT.AMT.OFFT.CD",468742880.7
"Dominican Republic","DOM","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",497486213.2
"Dominican Republic","DOM","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",134963661.9
"Dominican Republic","DOM","""PPG, other private creditors (AMT, current US$)""","DT.AMT.PROP.CD",9497666.6
"Dominican Republic","DOM","""PPG, other private creditors (DIS, current US$)""","DT.DIS.PROP.CD",9948901.1
"Dominican Republic","DOM","""PPG, other private creditors (INT, current US$)""","DT.INT.PROP.CD",224000
"Dominican Republic","DOM","""PPG, private creditors (AMT, current US$)""","DT.AMT.PRVT.CD",323089355.5
"Dominican Republic","DOM","""PPG, private creditors (DIS, current US$)""","DT.DIS.PRVT.CD",146295322.3
"Dominican Republic","DOM","""PPG, private creditors (INT, current US$)""","DT.INT.PRVT.CD",806276531.5
"Dominican Republic","DOM","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",1978111141.2
"Dominican Republic","DOM","""Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)""","DT.AMT.DPNG.CD",1186278905
"Ecuador","ECU","""Disbursements on external debt, long-term (DIS, current US$)""","DT.DIS.DLXF.CD",819756142.2
"Ecuador","ECU","""Interest payments on external debt, long-term (INT, current US$)""","DT.INT.DLXF.CD",1902464851.8
"Ecuador","ECU","""Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)""","DT.INT.DPNG.CD",222441000
"Ecuador","ECU","""PPG, bilateral (AMT, current US$)""","DT.AMT.BLAT.CD",1177917742.6
"Ecuador","ECU","""PPG, bilateral (DIS, current US$)""","DT.DIS.BLAT.CD",415778474.8
"Ecuador","ECU","""PPG, bilateral (INT, current US$)""","DT.INT.BLAT.CD",424453624.8
"Ecuador","ECU","""PPG, bonds (AMT, current US$)""","DT.AMT.PBND.CD",360282500
"Ecuador","ECU","""PPG, bonds (INT, current US$)""","DT.INT.PBND.CD",809837000
"Ecuador","ECU","""PPG, commercial banks (AMT, current US$)""","DT.AMT.PCBK.CD",79394343.7
"Ecuador","ECU","""PPG, commercial banks (DIS, current US$)""","DT.DIS.PCBK.CD",60256258.1
"Ecuador","ECU","""PPG, commercial banks (INT, current US$)""","DT.INT.PCBK.CD",207314486.5
"Ecuador","ECU","""PPG, multilateral (AMT, current US$)""","DT.AMT.MLAT.CD",578894793.9
"Ecuador","ECU","""PPG, multilateral (DIS, current US$)""","DT.DIS.MLAT.CD",343721409.3
"Ecuador","ECU","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",237657740.5
"Ecuador","ECU","""PPG, official creditors (AMT, current US$)""","DT.AMT.OFFT.CD",1756812536.5
"Ecuador","ECU","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",759499884.1
"Ecuador","ECU","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",662111365.3
"Ecuador","ECU","""PPG, other private creditors (AMT, current US$)""","DT.AMT.PROP.CD",122807000
"Ecuador","ECU","""PPG, other private creditors (INT, current US$)""","DT.INT.PROP.CD",761000
"Ecuador","ECU","""PPG, private creditors (AMT, current US$)""","DT.AMT.PRVT.CD",562483843.7
"Ecuador","ECU","""PPG, private creditors (DIS, current US$)""","DT.DIS.PRVT.CD",60256258.1
"Ecuador","ECU","""PPG, private creditors (INT, current US$)""","DT.INT.PRVT.CD",1017912486.5
"Ecuador","ECU","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",3623731570.2
"Ecuador","ECU","""Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)""","DT.AMT.DPNG.CD",1304435190
"""Egypt, Arab Rep.""","EGY","""Disbursements on external debt, long-term (DIS, current US$)""","DT.DIS.DLXF.CD",9552207423.5
"""Egypt, Arab Rep.""","EGY","""Interest payments on external debt, long-term (INT, current US$)""","DT.INT.DLXF.CD",1480967451
"""Egypt, Arab Rep.""","EGY","""Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)""","DT.INT.DPNG.CD",3477000
"""Egypt, Arab Rep.""","EGY","""PPG, bilateral (AMT, current US$)""","DT.AMT.BLAT.CD",6949184320.5
"""Egypt, Arab Rep.""","EGY","""PPG, bilateral (DIS, current US$)""","DT.DIS.BLAT.CD",7275502144.399999
"""Egypt, Arab Rep.""","EGY","""PPG, bilateral (INT, current US$)""","DT.INT.BLAT.CD",462561367
"""Egypt, Arab Rep.""","EGY","""PPG, bonds (AMT, current US$)""","DT.AMT.PBND.CD",0
"""Egypt, Arab Rep.""","EGY","""PPG, bonds (INT, current US$)""","DT.INT.PBND.CD",607496000
"""Egypt, Arab Rep.""","EGY","""PPG, commercial banks (AMT, current US$)""","DT.AMT.PCBK.CD",222817364.8
"""Egypt, Arab Rep.""","EGY","""PPG, commercial banks (DIS, current US$)""","DT.DIS.PCBK.CD",196463721.6
"""Egypt, Arab Rep.""","EGY","""PPG, commercial banks (INT, current US$)""","DT.INT.PCBK.CD",85717906.5
"""Egypt, Arab Rep.""","EGY","""PPG, multilateral (AMT, current US$)""","DT.AMT.MLAT.CD",2424904078
"""Egypt, Arab Rep.""","EGY","""PPG, multilateral (DIS, current US$)""","DT.DIS.MLAT.CD",2080241557.5
"""Egypt, Arab Rep.""","EGY","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",321643387.3
"""Egypt, Arab Rep.""","EGY","""PPG, official creditors (AMT, current US$)""","DT.AMT.OFFT.CD",9374088398.5
"""Egypt, Arab Rep.""","EGY","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",9355743701.9
"""Egypt, Arab Rep.""","EGY","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",784204754.2999998
"""Egypt, Arab Rep.""","EGY","""PPG, other private creditors (AMT, current US$)""","DT.AMT.PROP.CD",546016.3
"""Egypt, Arab Rep.""","EGY","""PPG, other private creditors (INT, current US$)""","DT.INT.PROP.CD",71790.2
"""Egypt, Arab Rep.""","EGY","""PPG, private creditors (AMT, current US$)""","DT.AMT.PRVT.CD",223363381.1
"""Egypt, Arab Rep.""","EGY","""PPG, private creditors (DIS, current US$)""","DT.DIS.PRVT.CD",196463721.6
"""Egypt, Arab Rep.""","EGY","""PPG, private creditors (INT, current US$)""","DT.INT.PRVT.CD",693285696.7
"""Egypt, Arab Rep.""","EGY","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",9692114176.9
"""Egypt, Arab Rep.""","EGY","""Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)""","DT.AMT.DPNG.CD",94662397.3
"El Salvador","SLV","""Disbursements on external debt, long-term (DIS, current US$)""","DT.DIS.DLXF.CD",245967023.2
"El Salvador","SLV","""Interest payments on external debt, long-term (INT, current US$)""","DT.INT.DLXF.CD",690320052.7
"El Salvador","SLV","""Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)""","DT.INT.DPNG.CD",163296000
"El Salvador","SLV","""PPG, bilateral (AMT, current US$)""","DT.AMT.BLAT.CD",46180727.2
"El Salvador","SLV","""PPG, bilateral (DIS, current US$)""","DT.DIS.BLAT.CD",16377537.9
"El Salvador","SLV","""PPG, bilateral (INT, current US$)""","DT.INT.BLAT.CD",10447436.1
"El Salvador","SLV","""PPG, bonds (AMT, current US$)""","DT.AMT.PBND.CD",1259866714.3
"El Salvador","SLV","""PPG, bonds (INT, current US$)""","DT.INT.PBND.CD",393550000
"El Salvador","SLV","""PPG, commercial banks (AMT, current US$)""","DT.AMT.PCBK.CD",11407489.1
"El Salvador","SLV","""PPG, commercial banks (DIS, current US$)""","DT.DIS.PCBK.CD",72460052.2
"El Salvador","SLV","""PPG, commercial banks (INT, current US$)""","DT.INT.PCBK.CD",11143690.6
"El Salvador","SLV","""PPG, multilateral (AMT, current US$)""","DT.AMT.MLAT.CD",298939687.1
"El Salvador","SLV","""PPG, multilateral (DIS, current US$)""","DT.DIS.MLAT.CD",157129433.1
"El Salvador","SLV","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",111128086.3
"El Salvador","SLV","""PPG, official creditors (AMT, current US$)""","DT.AMT.OFFT.CD",345120414.3
"El Salvador","SLV","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",173506971
"El Salvador","SLV","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",121575522.4
"El Salvador","SLV","""PPG, other private creditors (AMT, current US$)""","DT.AMT.PROP.CD",555864.6
"El Salvador","SLV","""PPG, other private creditors (INT, current US$)""","DT.INT.PROP.CD",754839.7
"El Salvador","SLV","""PPG, private creditors (AMT, current US$)""","DT.AMT.PRVT.CD",1271830068
"El Salvador","SLV","""PPG, private creditors (DIS, current US$)""","DT.DIS.PRVT.CD",72460052.2
"El Salvador","SLV","""PPG, private creditors (INT, current US$)""","DT.INT.PRVT.CD",405448530.3
"El Salvador","SLV","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",2574548482.3
"El Salvador","SLV","""Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)""","DT.AMT.DPNG.CD",957598000
"Eritrea","ERI","""Disbursements on external debt, long-term (DIS, current US$)""","DT.DIS.DLXF.CD",7203213.6
"Eritrea","ERI","""Interest payments on external debt, long-term (INT, current US$)""","DT.INT.DLXF.CD",5851311.7
"Eritrea","ERI","""PPG, bilateral (AMT, current US$)""","DT.AMT.BLAT.CD",15627602.4
"Eritrea","ERI","""PPG, bilateral (DIS, current US$)""","DT.DIS.BLAT.CD",2678802.6
"Eritrea","ERI","""PPG, bilateral (INT, current US$)""","DT.INT.BLAT.CD",1556112.1
"Eritrea","ERI","""PPG, multilateral (AMT, current US$)""","DT.AMT.MLAT.CD",15482475.4
"Eritrea","ERI","""PPG, multilateral (DIS, current US$)""","DT.DIS.MLAT.CD",4524411
"Eritrea","ERI","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",4124899
"Eritrea","ERI","""PPG, official creditors (AMT, current US$)""","DT.AMT.OFFT.CD",31110077.8
"Eritrea","ERI","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",7203213.6
"Eritrea","ERI","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",5681011.1
"Eritrea","ERI","""PPG, other private creditors (AMT, current US$)""","DT.AMT.PROP.CD",0
"Eritrea","ERI","""PPG, other private creditors (INT, current US$)""","DT.INT.PROP.CD",170300.6
"Eritrea","ERI","""PPG, private creditors (AMT, current US$)""","DT.AMT.PRVT.CD",0
"Eritrea","ERI","""PPG, private creditors (INT, current US$)""","DT.INT.PRVT.CD",170300.6
"Eritrea","ERI","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",31110077.8
"Eswatini","SWZ","""Disbursements on external debt, long-term (DIS, current US$)""","DT.DIS.DLXF.CD",106108147.6
"Eswatini","SWZ","""Interest payments on external debt, long-term (INT, current US$)""","DT.INT.DLXF.CD",12654109.2
"Eswatini","SWZ","""PPG, bilateral (AMT, current US$)""","DT.AMT.BLAT.CD",21586421.3
"Eswatini","SWZ","""PPG, bilateral (DIS, current US$)""","DT.DIS.BLAT.CD",54462529.7
"Eswatini","SWZ","""PPG, bilateral (INT, current US$)""","DT.INT.BLAT.CD",5511319
"Eswatini","SWZ","""PPG, commercial banks (AMT, current US$)""","DT.AMT.PCBK.CD",0
"Eswatini","SWZ","""PPG, commercial banks (INT, current US$)""","DT.INT.PCBK.CD",1801378.1
"Eswatini","SWZ","""PPG, multilateral (AMT, current US$)""","DT.AMT.MLAT.CD",18130218.8
"Eswatini","SWZ","""PPG, multilateral (DIS, current US$)""","DT.DIS.MLAT.CD",51645617.9
"Eswatini","SWZ","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",5341412.1
"Eswatini","SWZ","""PPG, official creditors (AMT, current US$)""","DT.AMT.OFFT.CD",39716640.1
"Eswatini","SWZ","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",106108147.6
"Eswatini","SWZ","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",10852731.1
"Eswatini","SWZ","""PPG, private creditors (AMT, current US$)""","DT.AMT.PRVT.CD",0
"Eswatini","SWZ","""PPG, private creditors (INT, current US$)""","DT.INT.PRVT.CD",1801378.1
"Eswatini","SWZ","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",39716640.1
"Ethiopia","ETH","""Disbursements on external debt, long-term (DIS, current US$)""","DT.DIS.DLXF.CD",2681493007.3
"Ethiopia","ETH","""Interest payments on external debt, long-term (INT, current US$)""","DT.INT.DLXF.CD",702459842.2
"Ethiopia","ETH","""PPG, bilateral (AMT, current US$)""","DT.AMT.BLAT.CD",510741366.9
"Ethiopia","ETH","""PPG, bilateral (DIS, current US$)""","DT.DIS.BLAT.CD",1142444763.3
"Ethiopia","ETH","""PPG, bilateral (INT, current US$)""","DT.INT.BLAT.CD",331367061.4
"Ethiopia","ETH","""PPG, bonds (AMT, current US$)""","DT.AMT.PBND.CD",0
"Ethiopia","ETH","""PPG, bonds (INT, current US$)""","DT.INT.PBND.CD",65998000
"Ethiopia","ETH","""PPG, commercial banks (AMT, current US$)""","DT.AMT.PCBK.CD",294411928.4
"Ethiopia","ETH","""PPG, commercial banks (DIS, current US$)""","DT.DIS.PCBK.CD",127663171.3
"Ethiopia","ETH","""PPG, commercial banks (INT, current US$)""","DT.INT.PCBK.CD",120237813.8
"Ethiopia","ETH","""PPG, multilateral (AMT, current US$)""","DT.AMT.MLAT.CD",171590722.7
"Ethiopia","ETH","""PPG, multilateral (DIS, current US$)""","DT.DIS.MLAT.CD",1344105921.6
"Ethiopia","ETH","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",95255967
"Ethiopia","ETH","""PPG, official creditors (AMT, current US$)""","DT.AMT.OFFT.CD",682332089.6
"Ethiopia","ETH","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",2486550684.9
"Ethiopia","ETH","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",426623028.4
"Ethiopia","ETH","""PPG, other private creditors (AMT, current US$)""","DT.AMT.PROP.CD",212179959.6
"Ethiopia","ETH","""PPG, other private creditors (DIS, current US$)""","DT.DIS.PROP.CD",67279151.1
"Ethiopia","ETH","""PPG, other private creditors (INT, current US$)""","DT.INT.PROP.CD",89601000
"Ethiopia","ETH","""PPG, private creditors (AMT, current US$)""","DT.AMT.PRVT.CD",506591888
"Ethiopia","ETH","""PPG, private creditors (DIS, current US$)""","DT.DIS.PRVT.CD",194942322.4
"Ethiopia","ETH","""PPG, private creditors (INT, current US$)""","DT.INT.PRVT.CD",275836813.8
"Ethiopia","ETH","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",1188923977.6
"Georgia","GEO","""PPG, official creditors (AMT, current US$)""","DT.AMT.OFFT.CD",207893813.6
"Fiji","FJI","""Disbursements on external debt, long-term (DIS, current US$)""","DT.DIS.DLXF.CD",66510192.6
"Fiji","FJI","""Interest payments on external debt, long-term (INT, current US$)""","DT.INT.DLXF.CD",27910526.5
"Fiji","FJI","""Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)""","DT.INT.DPNG.CD",12000
"Fiji","FJI","""PPG, bilateral (AMT, current US$)""","DT.AMT.BLAT.CD",37382876.6
"Fiji","FJI","""PPG, bilateral (DIS, current US$)""","DT.DIS.BLAT.CD",3902886.7
"Fiji","FJI","""PPG, bilateral (INT, current US$)""","DT.INT.BLAT.CD",6175526.5
"Fiji","FJI","""PPG, bonds (AMT, current US$)""","DT.AMT.PBND.CD",0
"Fiji","FJI","""PPG, bonds (INT, current US$)""","DT.INT.PBND.CD",13250000
"Fiji","FJI","""PPG, multilateral (AMT, current US$)""","DT.AMT.MLAT.CD",9082442.6
"Fiji","FJI","""PPG, multilateral (DIS, current US$)""","DT.DIS.MLAT.CD",62607305.9
"Fiji","FJI","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",8473000
"Fiji","FJI","""PPG, official creditors (AMT, current US$)""","DT.AMT.OFFT.CD",46465319.2
"Fiji","FJI","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",66510192.6
"Fiji","FJI","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",14648526.5
"Fiji","FJI","""PPG, private creditors (AMT, current US$)""","DT.AMT.PRVT.CD",0
"Fiji","FJI","""PPG, private creditors (INT, current US$)""","DT.INT.PRVT.CD",13250000
"Fiji","FJI","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",46532508.5
"Fiji","FJI","""Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)""","DT.AMT.DPNG.CD",67189.3
"Gabon","GAB","""Disbursements on external debt, long-term (DIS, current US$)""","DT.DIS.DLXF.CD",519921205.7
"Gabon","GAB","""Interest payments on external debt, long-term (INT, current US$)""","DT.INT.DLXF.CD",209330192.9
"Gabon","GAB","""PPG, bilateral (AMT, current US$)""","DT.AMT.BLAT.CD",114697076
"Gabon","GAB","""PPG, bilateral (DIS, current US$)""","DT.DIS.BLAT.CD",354919707
"Gabon","GAB","""PPG, bilateral (INT, current US$)""","DT.INT.BLAT.CD",33263802.5
"Gabon","GAB","""PPG, bonds (AMT, current US$)""","DT.AMT.PBND.CD",0
"Gabon","GAB","""PPG, bonds (INT, current US$)""","DT.INT.PBND.CD",144272000
"Gabon","GAB","""PPG, commercial banks (AMT, current US$)""","DT.AMT.PCBK.CD",153982580.5
"Gabon","GAB","""PPG, commercial banks (DIS, current US$)""","DT.DIS.PCBK.CD",18711238.7
"Gabon","GAB","""PPG, commercial banks (INT, current US$)""","DT.INT.PCBK.CD",13403376.8
"Gabon","GAB","""PPG, multilateral (AMT, current US$)""","DT.AMT.MLAT.CD",62404132.3
"Gabon","GAB","""PPG, multilateral (DIS, current US$)""","DT.DIS.MLAT.CD",146290260
"Gabon","GAB","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",18155013.6
"Gabon","GAB","""PPG, official creditors (AMT, current US$)""","DT.AMT.OFFT.CD",177101208.3
"Gabon","GAB","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",501209967
"Gabon","GAB","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",51418816.1
"Gabon","GAB","""PPG, other private creditors (AMT, current US$)""","DT.AMT.PROP.CD",2233200
"Gabon","GAB","""PPG, other private creditors (INT, current US$)""","DT.INT.PROP.CD",236000
"Gabon","GAB","""PPG, private creditors (AMT, current US$)""","DT.AMT.PRVT.CD",156215780.5
"Gabon","GAB","""PPG, private creditors (DIS, current US$)""","DT.DIS.PRVT.CD",18711238.7
"Gabon","GAB","""PPG, private creditors (INT, current US$)""","DT.INT.PRVT.CD",157911376.8
"Gabon","GAB","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",333316988.8
"""Gambia, The""","GMB","""Disbursements on external debt, long-term (DIS, current US$)""","DT.DIS.DLXF.CD",89552885.9
"""Gambia, The""","GMB","""Interest payments on external debt, long-term (INT, current US$)""","DT.INT.DLXF.CD",8397638.2
"""Gambia, The""","GMB","""PPG, bilateral (AMT, current US$)""","DT.AMT.BLAT.CD",13014909.1
"""Gambia, The""","GMB","""PPG, bilateral (DIS, current US$)""","DT.DIS.BLAT.CD",21371548.3
"""Gambia, The""","GMB","""PPG, bilateral (INT, current US$)""","DT.INT.BLAT.CD",2686367
"""Gambia, The""","GMB","""PPG, commercial banks (AMT, current US$)""","DT.AMT.PCBK.CD",974231.4
"""Gambia, The""","GMB","""PPG, commercial banks (INT, current US$)""","DT.INT.PCBK.CD",3597.9
"""Gambia, The""","GMB","""PPG, multilateral (AMT, current US$)""","DT.AMT.MLAT.CD",33231516.7
"""Gambia, The""","GMB","""PPG, multilateral (DIS, current US$)""","DT.DIS.MLAT.CD",68181337.6
"""Gambia, The""","GMB","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",5707673.3
"""Gambia, The""","GMB","""PPG, official creditors (AMT, current US$)""","DT.AMT.OFFT.CD",46246425.8
"""Gambia, The""","GMB","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",89552885.9
"""Gambia, The""","GMB","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",8394040.3
"""Gambia, The""","GMB","""PPG, private creditors (AMT, current US$)""","DT.AMT.PRVT.CD",974231.4
"""Gambia, The""","GMB","""PPG, private creditors (INT, current US$)""","DT.INT.PRVT.CD",3597.9
"""Gambia, The""","GMB","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",47220657.2
"Georgia","GEO","""Disbursements on external debt, long-term (DIS, current US$)""","DT.DIS.DLXF.CD",775345350.5
"Georgia","GEO","""Interest payments on external debt, long-term (INT, current US$)""","DT.INT.DLXF.CD",3087990080.3
"Georgia","GEO","""Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)""","DT.INT.DPNG.CD",536500000
"Georgia","GEO","""PPG, bilateral (AMT, current US$)""","DT.AMT.BLAT.CD",63831412.1
"Georgia","GEO","""PPG, bilateral (DIS, current US$)""","DT.DIS.BLAT.CD",110677830.3
"Georgia","GEO","""PPG, bilateral (INT, current US$)""","DT.INT.BLAT.CD",2435342284.4
"Georgia","GEO","""PPG, bonds (AMT, current US$)""","DT.AMT.PBND.CD",0
"Georgia","GEO","""PPG, bonds (INT, current US$)""","DT.INT.PBND.CD",51374000
"Georgia","GEO","""PPG, commercial banks (AMT, current US$)""","DT.AMT.PCBK.CD",14240741.3
"Georgia","GEO","""PPG, commercial banks (DIS, current US$)""","DT.DIS.PCBK.CD",3992133.9
"Georgia","GEO","""PPG, commercial banks (INT, current US$)""","DT.INT.PCBK.CD",1478736.9
"Georgia","GEO","""PPG, multilateral (AMT, current US$)""","DT.AMT.MLAT.CD",144062401.5
"Georgia","GEO","""PPG, multilateral (DIS, current US$)""","DT.DIS.MLAT.CD",660675386.3
"Georgia","GEO","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",771353216.6
"Georgia","GEO","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",2498637343.4
"Georgia","GEO","""PPG, private creditors (AMT, current US$)""","DT.AMT.PRVT.CD",14240741.3
"Georgia","GEO","""PPG, private creditors (DIS, current US$)""","DT.DIS.PRVT.CD",3992133.9
"Georgia","GEO","""PPG, private creditors (INT, current US$)""","DT.INT.PRVT.CD",52852736.9
"Georgia","GEO","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",1552116953.6
"Georgia","GEO","""Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)""","DT.AMT.DPNG.CD",1329982398.7
"Ghana","GHA","""Disbursements on external debt, long-term (DIS, current US$)""","DT.DIS.DLXF.CD",1508869861.5
"Ghana","GHA","""Interest payments on external debt, long-term (INT, current US$)""","DT.INT.DLXF.CD",624681303.4
"Ghana","GHA","""Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)""","DT.INT.DPNG.CD",6328000
"Ghana","GHA","""PPG, bilateral (AMT, current US$)""","DT.AMT.BLAT.CD",865892038.7
"Ghana","GHA","""PPG, bilateral (DIS, current US$)""","DT.DIS.BLAT.CD",1163413713.8
"Ghana","GHA","""PPG, bilateral (INT, current US$)""","DT.INT.BLAT.CD",105007672
"Ghana","GHA","""PPG, bonds (AMT, current US$)""","DT.AMT.PBND.CD",0
