rank,title,name,ticker,url,hq,sector,industry,employees,revenues,revenues_change,profits,profits_change,assets,equity
152,Jabil Circuit,"Jabil Circuit, Inc.",JBL,http://www.jabil.com,"St. Petersburg, FL",Technology,Semiconductors and Other Electronic Components,138000,18353.0,2.5,254.1,-10.5,10323,2438.0
153,Hartford Financial Services Group,"The Hartford Financial Services Group, Inc.",HIG,http://www.thehartford.com,"Hartford, CT",Financials,Insurance: Property and Casualty (Stock),16900,18300.0,-0.4,896.0,-46.7,223432,16903.0
154,Thermo Fisher Scientific,Thermo Fisher Scientific Inc.,TMO,http://www.thermofisher.com,"Waltham, MA",Technology,"Scientific, Photographic and Control Equipment",54800,18274.0,7.7,2021.8,2.3,45908,21539.0
155,Kimberly-Clark,Kimberly-Clark Corporation,KMB,http://www.kimberly-clark.com,"Irving, TX",Household Products,Household and Personal Products,42000,18202.0,-2.1,2166.0,113.8,14602,-102.0
156,Molina Healthcare,"Molina Healthcare, Inc.",MOH,http://www.molinahealthcare.com,"Long Beach, CA",Health Care,Health Care: Insurance and Managed Care,21000,17782.0,25.4,52.0,-63.6,7449,1649.0
157,PG&E Corp.,PG&E Corporation,PCG,http://www.pgecorp.com,"San Francisco, CA",Energy,Utilities: Gas and Electric,24000,17666.0,4.9,1393.0,59.4,68598,17940.0
158,Supervalu,Supervalu Inc.,SVU,http://www.supervalu.com,"Eden Prairie, MN",Food & Drug Stores,Food and Drug Stores,38000,17529.0,-1.6,178.0,-7.3,4370,-441.0
159,Cummins,Cummins Inc.,CMI,http://www.cummins.com,"Columbus, IN",Industrials,Industrial Machinery,55400,17509.0,-8.4,1394.0,-0.4,15011,6875.0
160,CenturyLink,"CenturyLink, Inc.",CTL,http://www.centurylink.com,"Monroe, LA",Telecommunications,Telecommunications,40000,17470.0,-2.4,626.0,-28.7,47017,13399.0
161,AECOM,AECOM,ACM,http://www.aecom.com,"Los Angeles, CA",Engineering & Construction,"Engineering, Construction",87000,17411.0,-3.2,96.1,,13727,3367.0
162,Xerox,Xerox Corporation,XRX,http://www.xerox.com,"Norwalk, CT",Technology,Computer Peripherals,133600,17126.0,-8.2,-477.0,-200.6,18145,4803.0
163,Marriott International,"Marriott International, Inc.",MAR,http://www.marriott.com,"Bethesda, MD","Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",226500,17072.0,17.9,780.0,-9.2,24140,5357.0
164,Paccar,PACCAR Inc,PCAR,http://www.paccar.com,"Bellevue, WA",Industrials,Construction and Farm Machinery,23000,17033.0,-10.9,521.7,-67.5,20639,6778.0
165,General Mills,"General Mills, Inc.",GIS,http://www.generalmills.com,"Minneapolis, MN","Food, Beverages & Tobacco",Food Consumer Products,39000,16563.0,-6.1,1697.4,39.0,21712,4930.0
166,PNC Financial Services Group,"The PNC Financial Services Group, Inc.",PNC,http://www.pnc.com,"Pittsburgh, PA",Financials,Commercial Banks,50683,16423.0,0.9,3903.0,-4.9,366380,45699.0
167,American Electric Power,"American Electric Power Company, Inc.",AEP,http://www.aep.com,"Columbus, OH",Energy,Utilities: Gas and Electric,17634,16380.0,-3.1,610.9,-70.2,63468,17397.0
168,Icahn Enterprises,Icahn Enterprises L.P.,IEP,http://www.ielp.com,"New York, NY",Financials,Diversified Financials,90980,16348.0,7.0,-1128.0,,33335,2154.0
169,Nucor,Nucor Corporation,NUE,http://www.nucor.com,"Charlotte, NC",Materials,Metals,23900,16208.0,-1.4,796.3,122.6,15224,7880.0
170,NextEra Energy,"NextEra Energy, Inc.",NEE,http://www.nexteraenergy.com,"Juno Beach, FL",Energy,Utilities: Gas and Electric,14700,16155.0,-7.6,2912.0,5.8,89993,24341.0
171,Performance Food Group,Performance Food Group Company,PFGC,http://www.pfgc.com,"Richmond, VA",Wholesalers,Wholesalers: Food and Grocery,13000,16105.0,5.5,68.3,20.9,3455,803.0
172,PBF Energy,PBF Energy Inc.,PBF,http://www.pbfenergy.com,"Parsippany, NJ",Energy,Petroleum Refining,3165,15920.0,21.3,170.8,16.7,7622,2025.0
173,Halliburton,Halliburton Company,HAL,http://www.halliburton.com,"Houston, TX",Energy,"Oil and Gas Equipment, Services",50000,15887.0,-32.8,-5763.0,,27000,9409.0
174,CarMax,"CarMax, Inc.",KMX,http://www.carmax.com,"Richmond, VA",Retailing,"Automotive Retailing, Services",22429,15833.0,6.4,623.4,4.4,14482,2905.0
175,Freeport-McMoRan,Freeport-McMoRan Inc.,FCX,http://www.fcx.com,"Phoenix, AZ",Energy,"Mining, Crude-Oil Production",30000,15789.0,-0.6,-4154.0,,37317,6051.0
176,Whole Foods Market,"Whole Foods Market, Inc.",WFM,http://www.wholefoodsmarket.com,"Austin, TX",Food & Drug Stores,Food and Drug Stores,73515,15724.0,2.2,507.0,-5.4,6341,3224.0
177,Bank of New York Mellon,The Bank of New York Mellon Corporation,BK,http://www.bnymellon.com,"New York, NY",Financials,Commercial Banks,52000,15683.0,1.0,3547.0,12.3,333469,38811.0
178,Gap,"The Gap, Inc.",GPS,http://www.gapinc.com,"San Francisco, CA",Retailing,Specialty Retailers: Apparel,135000,15516.0,-1.8,676.0,-26.5,7610,2904.0
179,Omnicom Group,Omnicom Group Inc.,OMC,http://www.omnicomgroup.com,"New York, NY",Business Services,"Advertising, Marketing",78500,15417.0,1.9,1148.6,5.0,23165,2162.0
180,Genuine Parts,Genuine Parts Company,GPC,http://www.genpt.com,"Atlanta, GA",Wholesalers,Wholesalers: Diversified,40000,15340.0,0.4,687.2,-2.6,8859,3194.0
181,DaVita,DaVita Inc.,DVA,http://www.davita.com,"Denver, CO",Health Care,Health Care: Medical Facilities,70300,15197.0,6.9,879.9,226.2,18741,4648.0
182,Colgate-Palmolive,Colgate-Palmolive Company,CL,http://www.colgatepalmolive.com,"New York, NY",Household Products,Household and Personal Products,36700,15195.0,-5.2,2441.0,76.4,12123,-243.0
183,PPG Industries,"PPG Industries, Inc.",PPG,http://www.ppg.com,"Pittsburgh, PA",Chemicals,Chemicals,47000,15178.0,-1.0,877.0,-37.6,15769,4826.0
184,Goodyear Tire & Rubber,The Goodyear Tire & Rubber Company,GT,http://www.goodyear.com,"Akron, OH",Motor Vehicles & Parts,Motor Vehicles and Parts,66000,15158.0,-7.8,1264.0,311.7,16511,4507.0
185,Synchrony Financial,Synchrony Financial,SYF,http://www.synchronyfinancial.com,"Stamford, CT",Financials,Diversified Financials,15000,15122.0,11.0,2251.0,1.7,90207,14196.0
186,DISH Network,DISH Network Corporation,DISH,http://www.dish.com,"Englewood, CO",Telecommunications,Telecommunications,16000,15095.0,0.2,1449.9,94.1,28092,4637.0
187,Visa,Visa Inc.,V,http://www.visa.com,"Foster City, CA",Business Services,Financial Data Services,14200,15082.0,8.7,5991.0,-5.3,64035,32912.0
188,Nordstrom,"Nordstrom, Inc.",JWN,http://www.nordstrom.com,"Seattle, WA",Retailing,General Merchandisers,72500,14757.0,2.2,354.0,-41.0,7858,870.0
189,INTL FCStone,INTL FCStone Inc.,INTL,http://www.intlfcstone.com,"New York, NY",Financials,Diversified Financials,1464,14755.0,-57.5,54.7,-1.8,5951,434.0
190,WestRock,WestRock Company,WRK,http://www.westrock.com,"Richmond, VA",Materials,"Packaging, Containers",39000,14706.0,29.2,-396.3,-178.2,23038,9729.0
191,XPO Logistics,"XPO Logistics, Inc.",XPO,http://www.xpo.com,"Greenwich, CT",Transportation,Transportation and Logistics,87000,14619.0,91.8,69.0,,11698,2700.0
192,Aramark,Aramark,ARMK,http://www.aramark.com,"Philadelphia, PA",Business Services,Diversified Outsourcing Services,217250,14416.0,0.6,287.8,22.0,10582,2161.0
193,CBS,CBS Corporation,CBS,http://www.cbscorporation.com,"New York, NY",Media,Entertainment,18410,14386.0,3.6,1261.0,-10.8,24238,3689.0
194,AES,The AES Corporation,AES,http://www.aes.com,"Arlington, VA",Energy,Utilities: Gas and Electric,19000,14287.0,-4.5,-1130.0,-469.3,36119,2794.0
195,WellCare Health Plans,"WellCare Health Plans, Inc.",WCG,http://www.wellcare.com,"Tampa, FL",Health Care,Health Care: Insurance and Managed Care,7400,14237.0,2.5,242.1,104.1,6153,2000.0
196,FirstEnergy,FirstEnergy Corp.,FE,http://www.firstenergycorp.com,"Akron, OH",Energy,Utilities: Gas and Electric,15707,14156.0,-3.1,-6177.0,-1168.7,43148,6241.0
197,Conagra Brands,"Conagra Brands, Inc.",CAG,http://www.conagrabrands.com,"Chicago, IL","Food, Beverages & Tobacco",Food Consumer Products,20900,14134.0,-10.8,-677.0,,13391,3714.0
198,Synnex,Synnex Corporation,SNX,http://www.synnex.com,"Fremont, CA",Wholesalers,Wholesalers: Electronics and Office Equipment,110000,14062.0,5.4,234.9,12.7,5223,1976.0
199,CDW,CDW Corporation,CDW,http://www.cdw.com,"Lincolnshire, IL",Technology,Information Technology Services,8516,13982.0,7.6,424.4,5.3,6948,1046.0
200,Textron,Textron Inc.,TXT,http://www.textron.com,"Providence, RI",Aerospace & Defense,Aerospace and Defense,36000,13788.0,2.7,962.0,38.0,15358,5574.0
201,Waste Management,"Waste Management, Inc.",WM,http://www.wm.com,"Houston, TX",Business Services,Waste Management,41200,13609.0,5.0,1182.0,57.0,20859,5297.0
202,Illinois Tool Works,Illinois Tool Works Inc.,ITW,http://www.itw.com,"Glenview, IL",Industrials,Industrial Machinery,50000,,1.4,2035.0,7.2,15201,4254.0
203,Office Depot,"Office Depot, Inc.",ODP,http://www.officedepot.com,"Boca Raton, FL",Retailing,Specialty Retailers: Other,38000,13585.0,-6.2,529.0,,5540,1852.0
204,Monsanto,Monsanto Company,MON,http://www.monsanto.com,"St. Louis, MO",Chemicals,Chemicals,22450,13502.0,-10.0,1336.0,-42.3,19736,4534.0
205,Cognizant Technology Solutions,Cognizant Technology Solutions Corporation,CTSH,http://www.cognizant.com,"Teaneck, NJ",Technology,Information Technology Services,260200,13487.0,8.6,1553.0,-4.3,14262,10728.0
206,Texas Instruments,Texas Instruments Incorporated,TXN,http://www.ti.com,"Dallas, TX",Technology,Semiconductors and Other Electronic Components,29865,13370.0,2.8,3595.0,20.4,16431,10473.0
207,Lincoln National,Lincoln National Corporation,LNC,http://www.lfg.com,"Radnor, PA",Financials,"Insurance: Life, Health (Stock)",9057,13330.0,-1.8,1192.0,3.3,261627,14478.0
208,Newell Brands,Newell Brands Inc.,NWL,http://www.newellbrands.com,"Hoboken, NJ",Household Products,"Home Equipment, Furnishings",53400,13264.0,122.1,527.8,50.8,33838,11349.0
209,Land O’Lakes,"Land O'Lakes, Inc.",,http://www.landolakesinc.com,"Arden Hills, MN","Food, Beverages & Tobacco",Food Consumer Products,10000,13233.0,0.6,244.9,-20.4,8305,1904.0
210,Marsh & McLennan,"Marsh & McLennan Companies, Inc.",MMC,http://www.mmc.com,"New York, NY",Financials,Diversified Financials,60000,13211.0,2.5,1768.0,10.6,18190,6192.0
211,Ecolab,Ecolab Inc.,ECL,http://www.ecolab.com,"St. Paul, MN",Chemicals,,47565,13153.0,-2.9,1229.6,22.7,18330,6901.0
212,C.H. Robinson Worldwide,"C. H. Robinson Worldwide, Inc.",CHRW,http://www.chrobinson.com,"Eden Prairie, MN",Transportation,Transportation and Logistics,14125,13144.0,-2.5,513.4,0.7,3688,1258.0
213,Loews,Loews Corporation,L,http://www.loews.com,"New York, NY",Financials,Insurance: Property and Casualty (Stock),15800,13105.0,-2.3,654.0,151.5,76594,18163.0
214,CBRE Group,"CBRE Group, Inc.",CBG,http://www.cbre.com,"Los Angeles, CA",Financials,Real Estate,75000,13072.0,20.4,572.0,4.5,10780,3015.0
215,Kinder Morgan,"Kinder Morgan, Inc.",KMI,http://www.kindermorgan.com,"Houston, TX",Energy,Pipelines,11121,13058.0,-9.3,708.0,179.8,80305,34431.0
216,Kellogg,Kellogg Company,K,http://www.kelloggcompany.com,"Battle Creek, MI","Food, Beverages & Tobacco",Food Consumer Products,37369,13014.0,-3.8,694.0,13.0,15111,1910.0
217,Western Digital,Western Digital Corporation,WDC,http://www.westerndigital.com,"Irvine, CA",Technology,Computer Peripherals,72878,12994.0,-10.8,242.0,-83.5,32862,11145.0
218,Guardian Life Ins. Co. of America,Guardian Life Ins. Co. of America,,http://www.guardianlife.com,"New York, NY",Financials,"Insurance: Life, Health (Mutual)",8876,12919.0,2.3,263.9,-35.7,70339,6172.5
219,Ross Stores,"Ross Stores, Inc.",ROST,http://www.rossstores.com,"Dublin, CA",Retailing,Specialty Retailers: Apparel,78600,12867.0,7.8,1117.7,9.5,5309,2748.0
220,L Brands,"L Brands, Inc.",LB,http://www.lb.com,"Columbus, OH",Retailing,Specialty Retailers: Apparel,59100,12574.0,3.5,1158.1,-7.6,8170,-729.0
221,J.C. Penney,"J.C. Penney Company, Inc.",JCP,http://www.jcpenney.com,"Plano, TX",Retailing,General Merchandisers,106000,12547.0,-0.6,1.0,,9314,1354.0
222,Farmers Insurance Exchange,Farmers Insurance Exchange,,http://www.farmers.com,"Woodland Hills, CA",Financials,Insurance: Property and Casualty (Mutual),13309,12513.0,-0.9,-147.9,,16057,4219.0
223,Reynolds American,Reynolds American Inc.,RAI,http://www.reynoldsamerican.com,"Winston-Salem, NC","Food, Beverages & Tobacco",Tobacco,5525,12503.0,17.1,6073.0,86.7,51095,21711.0
224,Viacom,Viacom Inc.,VIAB,http://www.viacom.com,"New York, NY",Media,Entertainment,9650,12488.0,-5.9,1438.0,-25.2,22508,4277.0
225,Becton Dickinson,"Becton, Dickinson and Company",BDX,http://www.bd.com,"Franklin Lakes, NJ",Health Care,Medical Products and Equipment,50928,12483.0,21.4,976.0,40.4,25586,7633.0
226,Micron Technology,"Micron Technology, Inc.",MU,http://www.micron.com,"Boise, ID",Technology,Semiconductors and Other Electronic Components,31400,12399.0,-23.4,-276.0,-109.5,27540,12080.0
227,Principal Financial,"Principal Financial Group, Inc.",PFG,http://www.principal.com,"Des Moines, IA",Financials,"Insurance: Life, Health (Stock)",14854,12394.0,3.6,1316.5,6.7,228014,10227.0
228,Arconic,Arconic Inc.,ARNC,http://www.arconic.com,"New York, NY",Aerospace & Defense,Aerospace and Defense,41500,12394.0,-45.0,-941.0,,20038,5115.0
229,NRG Energy,"NRG Energy, Inc.",NRG,http://www.nrg.com,"Princeton, NJ",Energy,Energy,8763,12351.0,-15.8,-774.0,,30355,2041.0
230,VF,V.F. Corporation,VFC,http://www.vfc.com,"Greensboro, NC",Apparel,Apparel,69000,12207.0,-1.4,1074.1,-12.8,9739,4941.0
231,Devon Energy,Devon Energy Corporation,DVN,http://www.devonenergy.com,"Oklahoma City, OK",Energy,"Mining, Crude-Oil Production",3545,12197.0,-7.2,-3302.0,,25913,5927.0
232,D.R. Horton,"D.R. Horton, Inc.",DHI,http://www.drhorton.com,"Fort Worth, TX",Engineering & Construction,Homebuilders,6976,12157.0,12.3,886.3,18.1,11559,6793.0
233,Bed Bath & Beyond,Bed Bath & Beyond Inc.,BBBY,http://www.bedbathandbeyond.com,"Union, NJ",Retailing,Specialty Retailers: Other,62000,12104.0,1.9,841.5,-12.1,6499,2560.0
234,Consolidated Edison,"Consolidated Edison, Inc.",ED,http://www.conedison.com,"New York, NY",Energy,Utilities: Gas and Electric,14960,12075.0,-3.8,1245.0,4.4,48255,14298.0
235,Edison International,Edison International,EIX,http://www.edisoninvestor.com,"Rosemead, CA",Energy,Utilities: Gas and Electric,12390,11869.0,3.0,1311.0,28.5,51319,11996.0
236,Sherwin-Williams,The Sherwin-Williams Company,SHW,http://www.sherwin.com,"Cleveland, OH",Chemicals,,42550,11856.0,4.6,1132.7,7.5,6753,1878.0
237,NGL Energy Partners,NGL Energy Partners LP,NGL,http://www.nglenergypartners.com,"Tulsa, OK",Energy,Energy,3200,11742.0,-30.1,-198.9,-633.2,5560,1656.0
238,Dominion Energy,"Dominion Energy, Inc.",D,http://www.dominionenergy.com,"Richmond, VA",Energy,Utilities: Gas and Electric,16200,11737.0,0.5,2123.0,11.8,71610,14605.0
239,Ameriprise Financial,"Ameriprise Financial, Inc.",AMP,http://www.ameriprise.com,"Minneapolis, MN",Financials,Diversified Financials,13195,11735.0,-3.8,1314.0,-15.9,139821,6292.0
240,ADP,"Automatic Data Processing, Inc.",ADP,http://www.adp.com,"Roseland, NJ",Business Services,Diversified Outsourcing Services,57000,11668.0,1.7,1492.5,2.8,43670,4482.0
241,Hilton Worldwide Holdings,Hilton Worldwide Holdings Inc.,HLT,http://www.hiltonworldwide.com,"McLean, VA","Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",169000,11663.0,3.5,348.0,-75.2,26211,5899.0
242,First Data,First Data Corporation,FDC,http://www.firstdata.com,"Atlanta, GA",Business Services,Financial Data Services,24000,11584.0,1.2,420.0,,40292,1220.0
243,Henry Schein,"Henry Schein, Inc.",HSIC,http://www.henryschein.com,"Melville, NY",Wholesalers,Wholesalers: Health Care,21000,11572.0,8.9,506.8,5.8,6730,2793.0
244,Toys “R” Us,"Toys ""R"" Us, Inc.",,http://www.toysrusinc.com,"Wayne, NJ",Retailing,Specialty Retailers: Other,64000,11540.0,-2.2,-36.0,,6908,-1292.0
245,BB&T Corp.,BB&T Corporation,BBT,http://www.bbt.com,"Winston-Salem, NC",Financials,Commercial Banks,37500,11538.0,11.5,2426.0,16.4,219276,29881.0
246,Reinsurance Group of America,"Reinsurance Group of America, Incorporated",RGA,http://www.rgare.com,"Chesterfield, MO",Financials,"Insurance: Life, Health (Stock)",2371,11522.0,10.6,701.4,39.7,53098,7093.1
247,Core-Mark Holding,"Core-Mark Holding Company, Inc.",CORE,http://www.core-mark.com,"South San Francisco, CA",Wholesalers,Wholesalers: Food and Grocery,7688,11507.0,29.9,54.2,5.2,1497,530.0
248,Biogen,Biogen Inc.,BIIB,http://www.biogen.com,"Cambridge, MA",Health Care,Pharmaceuticals,7400,11449.0,6.4,3702.8,4.4,22877,12140.0
249,Las Vegas Sands,Las Vegas Sands Corp.,LVS,http://www.sands.com,"Las Vegas, NV","Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",49000,11410.0,-2.4,1670.0,-15.1,20469,6177.0
250,Stanley Black & Decker,"Stanley Black & Decker, Inc.",SWK,http://www.stanleyblackanddecker.com,"New Britain, CT",Household Products,"Home Equipment, Furnishings",54023,11407.0,1.7,965.3,9.2,15635,6367.0
251,Parker-Hannifin,Parker-Hannifin Corporation,PH,http://www.parker.com,"Cleveland, OH",Industrials,Industrial Machinery,48950,11361.0,-10.6,806.8,-20.3,12057,4575.0
252,Stryker,Stryker Corporation,SYK,http://www.stryker.com,"Kalamazoo, MI",Health Care,Medical Products and Equipment,33000,11325.0,13.9,1647.0,14.5,20435,9550.0
253,Estee Lauder,The Estee Lauder Companies Inc.,EL,http://www.elcompanies.com,"New York, NY",Household Products,Household and Personal Products,46000,11262.0,4.5,1114.6,2.4,9223,3572.0
254,Celgene,Celgene Corporation,CELG,http://www.celgene.com,"Summit, NJ",Health Care,Pharmaceuticals,7132,11229.0,21.3,1999.2,24.8,28086,6599.0
255,BlackRock,"BlackRock, Inc.",BLK,http://www.blackrock.com,"New York, NY",Financials,Securities,13000,11155.0,-2.2,3172.0,-5.2,220177,29098.0
256,Xcel Energy,Xcel Energy Inc.,XEL,http://www.xcelenergy.com,"Minneapolis, MN",Energy,Utilities: Gas and Electric,11476,11107.0,0.7,1123.4,14.1,41155,11021.0
257,CSX,CSX Corporation,CSX,http://www.csx.com,"Jacksonville, FL",Transportation,Railroads,26628,11069.0,-6.3,1714.0,-12.9,35414,11679.0
258,Unum Group,Unum Group,UNM,http://www.unum.com,"Chattanooga, TN",Financials,"Insurance: Life, Health (Stock)",9400,11047.0,2.9,931.4,7.4,61942,8968.0
259,Jacobs Engineering Group,Jacobs Engineering Group Inc.,JEC,http://www.jacobs.com,"Dallas, TX",Engineering & Construction,"Engineering, Construction",49350,10964.0,-9.5,210.5,-30.5,7360,4265.0
260,Lennar,Lennar Corporation,LEN,http://www.lennar.com,"Miami, FL",Engineering & Construction,Homebuilders,8335,10950.0,15.6,911.8,13.6,15362,7026.0
261,Group 1 Automotive,"Group 1 Automotive, Inc.",GPI,http://www.group1auto.com,"Houston, TX",Retailing,"Automotive Retailing, Services",13500,10888.0,2.4,147.1,56.5,4462,930.0
262,Leucadia National,Leucadia National Corporation,LUK,http://www.leucadia.com,"New York, NY",Financials,Diversified Financials,13000,10875.0,-6.9,130.0,-54.2,45071,10128.0
263,Entergy,Entergy Corporation,ETR,http://www.entergy.com,"New Orleans, LA",Energy,Utilities: Gas and Electric,13513,10846.0,-5.8,-583.6,,45904,8082.0
264,PayPal Holdings,"PayPal Holdings, Inc.",PYPL,http://www.paypal.com,"San Jose, CA",Business Services,Financial Data Services,18100,10842.0,17.2,1401.0,14.1,33103,14712.0
265,Applied Materials,"Applied Materials, Inc.",AMAT,http://www.appliedmaterials.com,"Santa Clara, CA",Technology,Semiconductors and Other Electronic Components,16150,10825.0,12.1,1721.0,25.0,14588,7217.0
266,Voya Financial,"Voya Financial, Inc.",VOYA,http://www.voya.com,"New York, NY",Financials,Diversified Financials,6700,10782.0,-4.9,-428.0,-204.8,214235,12994.0
267,Mastercard,Mastercard Incorporated,MA,http://www.mastercard.com,"Purchase, NY",Business Services,Financial Data Services,11900,10776.0,11.5,4059.0,6.6,18675,5656.0
268,Priceline Group,The Priceline Group Inc.,PCLN,http://www.pricelinegroup.com,"Norwalk, CT",Technology,Internet Services and Retailing,18500,10743.0,16.5,2135.0,-16.3,19839,9820.0
269,Liberty Interactive,Liberty Interactive Corporation,QVCA,http://www.libertyinteractive.com,"Englewood, CO",Retailing,Internet Services and Retailing,21080,10647.0,6.6,1235.0,42.1,20355,6772.0
270,AutoZone,"AutoZone, Inc.",AZO,http://www.autozone.com,"Memphis, TN",Retailing,Specialty Retailers: Other,66780,10636.0,4.4,1241.0,7.0,8600,-1788.0
271,State Street Corp.,State Street Corporation,STT,http://www.statestreet.com,"Boston, MA",Financials,Commercial Banks,33783,10635.0,-1.2,2143.0,8.2,242698,21219.0
272,DTE Energy,DTE Energy Company,DTE,http://www.dteenergy.com,"Detroit, MI",Energy,Utilities: Gas and Electric,10000,10630.0,2.8,868.0,19.4,32041,9011.0
273,L3 Technologies,"L3 Technologies, Inc.",LLL,http://www.l3t.com,"New York, NY",Aerospace & Defense,Aerospace and Defense,38000,10597.0,-8.3,710.0,,11865,4553.0
274,HollyFrontier,HollyFrontier Corporation,HFC,http://www.hollyfrontier.com,"Dallas, TX",Energy,Petroleum Refining,2676,10536.0,-20.4,-260.5,-135.2,9436,4681.0
275,Praxair,"Praxair, Inc.",PX,http://www.praxair.com,"Danbury, CT",Chemicals,Chemicals,26498,10534.0,-2.2,1500.0,-3.0,19332,5021.0
276,Universal Health Services,"Universal Health Services, Inc.",UHS,http://www.uhsinc.com,"King of Prussia, PA",Health Care,Health Care: Medical Facilities,70863,10508.0,7.4,702.4,3.2,10318,4533.0
277,Discover Financial Services,Discover Financial Services,DFS,http://www.discover.com,"Riverwoods, IL",Financials,Commercial Banks,15549,10497.0,4.9,2393.0,4.2,92308,11323.0
278,Occidental Petroleum,Occidental Petroleum Corporation,OXY,http://www.oxy.com,"Houston, TX",Energy,,11000,10398.0,-18.1,-574.0,,43109,21497.0
279,United States Steel,United States Steel Corporation,X,http://www.ussteel.com,"Pittsburgh, PA",Materials,Metals,29800,10261.0,-11.3,-440.0,,9160,2274.0
280,Sempra Energy,Sempra Energy,SRE,http://www.sempra.com,"San Diego, CA",Energy,Utilities: Gas and Electric,16575,10183.0,-0.5,1370.0,1.6,47786,12951.0
281,Baxter International,Baxter International Inc.,BAX,http://www.baxter.com,"Deerfield, IL",Health Care,Medical Products and Equipment,48000,10163.0,2.0,4965.0,412.9,15546,8290.0
282,W.W. Grainger,"W.W. Grainger, Inc.",GWW,http://www.grainger.com,"Lake Forest, IL",Wholesalers,Wholesalers: Diversified,25000,10137.0,1.6,605.9,-21.2,5694,1798.0
283,Autoliv,"Autoliv, Inc.",ALV,http://www.autoliv.com,"Auburn Hills, MI",Motor Vehicles & Parts,Motor Vehicles and Parts,65900,10074.0,9.9,567.1,24.1,8234,3677.0
284,Norfolk Southern,Norfolk Southern Corporation,NSC,http://www.nscorp.com,"Norfolk, VA",Transportation,Railroads,27856,9888.0,-5.9,1668.0,7.2,34892,12409.0
285,Baker Hughes,Baker Hughes Incorporated,BHI,http://www.bakerhughes.com,"Houston, TX",Energy,"Oil and Gas Equipment, Services",33000,9841.0,-37.5,-2738.0,,19034,12656.0
286,Ally Financial,Ally Financial Inc.,ALLY,http://www.ally.com,"Detroit, MI",Financials,Diversified Financials,7600,9835.0,3.1,1067.0,-17.2,163728,13317.0
287,Sonic Automotive,"Sonic Automotive, Inc",SAH,http://www.sonicautomotive.com,"Charlotte, NC",Retailing,"Automotive Retailing, Services",9800,9732.0,1.1,93.2,8.0,3639,725.0
288,Owens & Minor,"Owens & Minor, Inc.",OMI,http://www.owens-minor.com,"Mechanicsville, VA",Wholesalers,Wholesalers: Health Care,7900,9723.0,-0.5,108.8,5.2,2718,960.0
289,Huntsman,Huntsman Corporation,HUN,http://www.huntsman.com,"The Woodlands, TX",Chemicals,Chemicals,15000,9657.0,-6.2,326.0,250.5,9189,1287.0
290,Laboratory Corp. of America,Laboratory Corporation of America Holdings,LH,http://www.labcorp.com,"Burlington, NC",Health Care,Health Care: Pharmacy and Other Services,52000,9642.0,11.1,732.1,67.6,14247,5506.0
291,Murphy USA,Murphy USA Inc.,MUSA,http://www.murphyusa.com,"El Dorado, AR",Retailing,Specialty Retailers: Other,6600,9633.0,-11.5,221.5,25.6,2089,697.0
292,Advance Auto Parts,"Advance Auto Parts, Inc.",AAP,http://www.advanceautoparts.com,"Roanoke, VA",Retailing,Specialty Retailers: Other,57500,9568.0,-1.7,459.6,-2.9,8315,2916.0
293,Fidelity National Financial,"Fidelity National Financial, Inc.",FNF,http://www.fnf.com,"Jacksonville, FL",Financials,Insurance: Property and Casualty (Stock),55219,9554.0,4.6,650.0,23.3,14463,5996.0
294,Air Products & Chemicals,"Air Products & Chemicals, Inc.",APD,http://www.airproducts.com,"Allentown, PA",Chemicals,Chemicals,18450,9524.0,-3.7,631.1,-50.6,18055,7080.0
295,Hormel Foods,Hormel Foods Corporation,HRL,http://www.hormelfoods.com,"Austin, MN","Food, Beverages & Tobacco",Food Consumer Products,21100,9523.0,2.8,890.1,29.7,6370,4448.0
296,Hertz Global Holdings,"Hertz Global Holdings, Inc.",HTZ,http://www.hertz.com,"Estero, FL",Retailing,"Automotive Retailing, Services",36000,9480.0,-10.0,-491.0,-279.9,19155,1075.0
297,MGM Resorts International,MGM Resorts International,MGM,http://www.mgmresorts.com,"Las Vegas, NV","Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",66500,9455.0,2.9,1101.4,,28173,6220.0
298,Corning,Corning Incorporated,GLW,http://www.corning.com,"Corning, NY",Industrials,"Electronics, Electrical Equipment",40700,9390.0,3.1,3695.0,176.0,27899,17893.0
299,Republic Services,"Republic Services, Inc.",RSG,http://www.republicservices.com,"Phoenix, AZ",Business Services,Waste Management,33000,9388.0,3.0,612.6,-18.3,20630,7691.0
300,Alcoa,Alcoa Corporation,AA,http://www.alcoa.com,"New York, NY",Materials,Metals,14000,9318.0,3.0,-400.0,,16741,5654.0
301,Fidelity National Information Services,"Fidelity National Information Services, Inc.",FIS,http://www.fisglobal.com,"Jacksonville, FL",Business Services,Financial Data Services,55000,9241.0,40.1,568.0,-10.1,26031,9741.0
302,Pacific Life,Pacific Life,,http://www.pacificlife.com,"Newport Beach, CA",Financials,"Insurance: Life, Health (Stock)",3628,9169.0,6.1,824.0,24.7,143298,11022.0
