home_player_Y3,SJH,away_player_1,BWH,match_api_id,home_player_X7,VCH,away_player_9,id,away_player_Y7,home_player_10,cross,shoton,away_team_api_id,away_player_10,home_player_Y2,LBH,away_player_Y4,home_team_api_id,B365H,VCA,home_player_Y8,home_player_X4,home_player_3,away_player_X7,home_player_X1,BWD,home_player_6,card,goal,away_player_5,away_player_X1,B365D,home_player_Y4,home_player_1,away_player_Y10,away_player_3,away_player_X9,BSD,away_player_X4,home_player_Y9,away_player_X10,WHA,IWD,IWA,LBA,season,home_player_X2,league_id,BSH,date,away_player_Y9,home_player_Y7,away_player_Y6,home_player_Y10,home_player_9,home_player_5,home_player_Y11,away_player_X3,away_player_7,country_id,away_player_6,home_player_X10,shotoff,away_player_Y11,away_player_X11,GBA,home_player_4,home_player_Y1,home_team_goal,PSA,SJA,corner,home_player_11,away_player_X2,B365A,away_player_X5,away_player_Y5,home_player_Y6,BSA,LBD,home_player_X6,home_player_7,home_player_8,GBH,home_player_Y5,WHH,stage,GBD,BWA,WHD,away_player_X8,home_player_X3,possession,home_player_X9,IWH,away_player_Y8,away_player_Y2,home_player_X8,PSD,PSH,away_player_Y3,away_player_11,away_player_X6,home_player_X5,away_team_goal,SJD,foulcommit,home_player_2,away_player_Y1,VCD,home_player_X11,away_player_2,away_player_4,away_player_8
,2.15,,2.15,492689,,2.1,,57,,,,,7947,,,2.0,,9998,2.1,3.0,,,,,,3.1,,,,,,3.25,,,,,,3.25,,,,3.0,3.1,3.0,3.2,2008/2009,,1,2.1,2008-12-06 00:00:00,,,,,,,,,,1,,,,,,3.1,,,5,,3.4,,,,3.25,,,,3.1,3.2,,,,2.1,,2.1,15,3.2,3.1,3.2,,,,,2.1,,,,,,,,,,2,3.25,,,,3.25,,,,
,1.7,,1.6,492692,,1.65,,58,,,,,8203,,,1.62,,9986,1.67,4.5,,,,,,3.5,,,,,,3.4,,,,,,3.4,,,,4.5,3.3,4.4,4.5,2008/2009,,1,1.67,2008-12-06 00:00:00,,,,,,,,,,1,,,,,,4.6,,,1,,5.25,,,,5.0,,,,4.75,3.5,,,,1.67,,1.65,15,3.4,4.9,3.4,,,,,1.65,,,,,,,,,,2,3.5,,,,3.5,,,,
,2.4,,2.25,492693,,2.3,,59,,,,,9991,,,2.38,,9984,2.4,2.65,,,,,,3.0,,,,,,3.3,,,,,,3.2,,,,2.75,3.1,2.8,2.6,2008/2009,,1,2.3,2008-12-05 00:00:00,,,,,,,,,,1,,,,,,2.8,,,3,,3.0,,,,2.88,,,,2.75,3.2,,,,2.35,,2.25,15,3.25,3.0,3.2,,,,,2.2,,,,,,,,,,1,3.2,,,,3.3,,,,
,3.2,,3.0,492696,,2.6,,60,,,,,8342,,,2.75,,9994,2.88,2.35,,,,,,3.0,,,,,,3.2,,,,,,3.2,,,,2.25,3.1,2.3,2.25,2008/2009,,1,2.62,2008-12-07 00:00:00,,,,,,,,,,1,,,,,,2.3,,,2,,2.25,,,,2.3,,,,2.38,3.2,,,,2.75,,2.75,15,3.2,2.25,3.2,,,,,2.6,,,,,,,,,,0,3.2,,,,3.3,,,,
,3.4,,2.95,492699,,3.0,,61,,,,,10001,,,2.88,,9999,3.25,2.1,,,,,,3.25,,,,,,3.3,,,,,,3.25,,,,2.0,3.1,2.2,2.1,2008/2009,,1,3.1,2008-12-06 00:00:00,,,,,,,,,,1,,,,,,2.2,,,1,,2.15,,,,2.1,,,,2.1,3.3,,,,2.85,,3.2,15,3.25,2.15,3.2,,,,,2.8,,,,,,,,,,0,3.25,,,,3.25,,,,
,3.5,,3.35,492702,,3.0,,62,,,,,9987,,,3.0,,8571,3.25,2.1,,,,,,3.2,,,,,,3.25,,,,,,3.25,,,,2.1,3.1,2.0,2.1,2008/2009,,1,3.3,2008-12-07 00:00:00,,,,,,,,,,1,,,,,,2.1,,,3,,2.15,,,,2.1,,,,2.0,3.2,,,,3.1,,3.0,15,3.2,2.0,3.2,,,,,3.2,,,,,,,,,,1,3.2,,,,3.25,,,,
,2.38,,2.15,492706,,2.25,,63,,,,,9996,,,2.2,,9993,2.2,2.75,,,,,,3.15,,,,,,3.25,,,,,,3.2,,,,2.75,3.1,2.5,2.75,2008/2009,,1,2.3,2008-12-06 00:00:00,,,,,,,,,,1,,,,,,2.9,,,3,,3.0,,,,3.0,,,,2.75,3.25,,,,2.2,,2.2,15,3.25,3.05,3.25,,,,,2.4,,,,,,,,,,0,3.2,,,,3.3,,,,
,2.4,,2.25,492709,,2.3,,64,,,,,9985,,,2.25,,8342,2.62,2.7,,,,,,3.2,,,,,,3.2,,,,,,3.2,,,,2.7,3.1,3.0,2.7,2008/2009,,1,2.3,2008-12-14 00:00:00,,,,,,,,,,1,,,,,,2.85,,,1,,2.8,,,,2.62,,,,2.75,3.25,,,,2.3,,2.3,16,3.2,2.9,3.1,,,,,2.1,,,,,,,,,,4,3.2,,,,3.2,,,,
,1.62,,1.55,492713,,1.45,,65,,,,,9986,,,1.5,,9987,1.53,6.5,,,,,,3.55,,,,,,4.0,,,,,,3.6,,,,5.0,3.5,4.8,6.0,2008/2009,,1,1.57,2008-12-13 00:00:00,,,,,,,,,,1,,,,,,5.25,,,1,,5.5,,,,6.0,,,,5.0,3.5,,,,1.6,,1.57,16,3.5,5.65,3.5,,,,,1.55,,,,,,,,,,0,3.6,,,,3.6,,,,
,2.1,,2.1,492717,,1.95,,66,,,,,9996,,,2.0,,10000,2.05,3.4,,,,,,3.2,,,,,,3.3,,,,,,3.25,,,,2.9,3.1,3.0,3.2,2008/2009,,1,2.1,2008-12-13 00:00:00,,,,,,,,,,1,,,,,,3.3,,,2,,3.25,,,,3.6,,,,3.1,3.2,,,,2.05,,2.1,16,3.25,3.2,3.25,,,,,2.1,,,,,,,,,,1,3.25,,,,3.25,,,,
,1.5,,1.45,492720,,1.4,,67,,,,,8571,,,1.57,,9991,1.5,6.5,,,,,,3.65,,,,,,4.0,,,,,,3.6,,,,6.0,3.8,5.4,5.5,2008/2009,,1,1.5,2008-12-13 00:00:00,,,,,,,,,,1,,,,,,7.0,,,1,,6.5,,,,6.5,,,,6.0,3.25,,,,1.45,,1.5,16,3.75,7.15,3.4,,,,,1.45,,,,,,,,,,1,3.8,,,,3.8,,,,
,2.8,,2.75,492722,,2.75,,68,,,,,9994,,,2.75,,7947,3.25,2.25,,,,,,3.15,,,,,,3.25,,,,,,3.25,,,,2.25,3.1,2.3,2.25,2008/2009,,1,2.7,2008-12-13 00:00:00,,,,,,,,,,1,,,,,,2.3,,,1,,2.4,,,,2.2,,,,2.3,3.2,,,,2.75,,2.75,16,3.25,2.35,3.2,,,,,2.6,,,,,,,,,,1,3.2,,,,3.25,,,,
,2.38,,2.2,492724,,2.25,,69,,,,,9993,,,2.37,,8203,2.5,2.8,,,,,,3.25,,,,,,3.3,,,,,,3.2,,,,2.75,3.1,2.6,2.6,2008/2009,,1,2.38,2008-12-12 00:00:00,,,,,,,,,,1,,,,,,2.6,,,2,,3.0,,,,2.75,,,,2.62,3.2,,,,2.6,,2.25,16,3.1,2.95,3.2,,,,,2.3,,,,,,,,,,1,3.2,,,,3.2,,,,
,6.5,,7.15,492728,,6.5,,70,,,,,8635,,,6.0,,9999,8.0,1.4,,,,,,4.0,,,,,,4.75,,,,,,4.0,,,,1.44,3.9,1.4,1.44,2008/2009,,1,7.0,2008-12-14 00:00:00,,,,,,,,,,1,,,,,,1.4,,,0,,1.5,,,,1.36,,,,1.4,3.75,,,,7.0,,6.5,16,4.0,1.4,3.6,,,,,6.0,,,,,,,,,,3,3.8,,,,3.8,,,,
,2.6,,2.4,492734,,2.5,,71,,,,,9998,,,2.37,,4049,2.8,2.5,,,,,,3.2,,,,,,3.25,,,,,,3.2,,,,2.5,3.1,2.6,2.6,2008/2009,,1,2.5,2008-12-13 00:00:00,,,,,,,,,,1,,,,,,2.6,,,2,,2.6,,,,2.5,,,,2.5,3.2,,,,2.5,,2.4,16,3.2,2.65,3.25,,,,,2.3,,,,,,,,,,1,3.2,,,,3.25,,,,
,1.9,,1.95,492735,,2.0,,72,,,,,9984,,,2.0,,10001,2.05,3.25,,,,,,3.05,,,,,,3.3,,,,,,3.3,,,,3.2,3.2,3.4,3.2,2008/2009,,1,1.91,2008-12-13 00:00:00,,,,,,,,,,1,,,,,,3.5,,,1,,3.8,,,,3.6,,,,3.5,3.2,,,,1.95,,2.0,16,3.3,3.7,3.2,,,,,1.9,,,,,,,,,,2,3.4,,,,3.25,,,,
,1.57,,1.5,492742,,1.6,,73,,,,,9987,,,1.57,,8635,1.57,5.0,,,,,,3.7,,,,,,3.8,,,,,,3.6,,,,4.8,3.4,4.6,5.0,2008/2009,,1,1.57,2008-12-19 00:00:00,,,,,,,,,,1,,,,,,5.0,,,2,,6.0,,,,6.0,,,,5.0,3.5,,,,1.6,,1.6,17,3.6,5.7,3.4,,,,,1.6,,,,,,,,,,0,3.75,,,,3.4,,,,
,1.57,,1.45,492745,,1.5,,74,,,,,9991,,,1.53,,9985,1.5,6.0,,,,,,3.6,,,,,,4.2,,,,,,3.6,,,,6.0,3.7,5.0,5.5,2008/2009,,1,1.53,2008-12-21 00:00:00,,,,,,,,,,1,,,,,,5.75,,,2,,6.0,,,,6.5,,,,5.5,3.5,,,,1.55,,1.5,17,3.6,7.0,3.4,,,,,1.5,,,,,,,,,,1,3.6,,,,3.6,,,,
,2.4,,2.4,492746,,2.2,,75,,,,,10000,,,2.4,,9998,2.25,2.9,,,,,,3.2,,,,,,3.25,,,,,,3.2,,,,2.6,3.1,2.6,2.5,2008/2009,,1,2.25,2008-12-20 00:00:00,,,,,,,,,,1,,,,,,2.8,,,2,,2.88,,,,3.25,,,,2.8,3.25,,,,2.3,,2.3,17,3.2,2.7,3.25,,,,,2.3,,,,,,,,,,2,3.2,,,,3.25,,,,
,1.7,,1.6,492749,,1.65,,76,,,,,7947,,,1.62,,9986,1.61,4.35,,,,,,3.5,,,,,,3.75,,,,,,3.4,,,,4.33,3.3,4.0,5.0,2008/2009,,1,1.67,2008-12-20 00:00:00,,,,,,,,,,1,,,,,,5.0,,,2,,5.0,,,,5.5,,,,4.5,3.25,,,,1.65,,1.7,17,3.4,5.0,3.25,,,,,1.7,,,,,,,,,,0,3.5,,,,3.4,,,,
,1.44,,1.4,492753,,1.45,,77,,,,,9999,,,1.36,,9984,1.4,6.5,,,,,,3.75,,,,,,4.33,,,,,,3.75,,,,6.0,3.8,5.4,7.0,2008/2009,,1,1.44,2008-12-20 00:00:00,,,,,,,,,,1,,,,,,7.0,,,4,,7.5,,,,8.5,,,,6.5,4.0,,,,1.45,,1.44,17,3.75,8.0,3.75,,,,,1.45,,,,,,,,,,3,4.0,,,,3.75,,,,
,1.73,,1.7,492757,,1.75,,78,,,,,8203,,,1.62,,9994,1.83,4.35,,,,,,3.4,,,,,,3.4,,,,,,3.3,,,,4.2,3.3,4.0,5.0,2008/2009,,1,1.73,2008-12-20 00:00:00,,,,,,,,,,1,,,,,,4.75,,,2,,5.0,,,,4.5,,,,4.33,3.25,,,,1.7,,1.73,17,3.3,4.6,3.25,,,,,1.7,,,,,,,,,,2,3.4,,,,3.3,,,,
,3.0,,3.0,492758,,2.8,,79,,,,,8342,,,2.75,,9996,3.0,2.25,,,,,,3.2,,,,,,3.25,,,,,,3.2,,,,2.25,3.1,2.2,2.2,2008/2009,,1,2.75,2008-12-20 00:00:00,,,,,,,,,,1,,,,,,2.2,,,5,,2.3,,,,2.4,,,,2.3,3.25,,,,3.0,,2.7,17,3.2,2.2,3.2,,,,,2.8,,,,,,,,,,1,3.25,,,,3.25,,,,
,2.5,,2.35,492760,,2.4,,80,,,,,10001,,,2.2,,8571,2.3,2.65,,,,,,3.15,,,,,,3.25,,,,,,3.2,,,,2.5,3.1,2.5,2.75,2008/2009,,1,2.4,2008-12-21 00:00:00,,,,,,,,,,1,,,,,,2.7,,,0,,2.75,,,,3.2,,,,2.62,3.25,,,,2.4,,2.4,17,3.2,2.8,3.2,,,,,2.4,,,,,,,,,,0,3.2,,,,3.2,,,,
,1.62,,1.6,492763,,1.65,,81,,,,,4049,,,1.67,,9993,1.57,4.5,,,,,,3.55,,,,,,3.8,,,,,,3.4,,,,4.33,3.4,4.2,4.33,2008/2009,,1,1.57,2008-12-20 00:00:00,,,,,,,,,,1,,,,,,5.25,,,2,,5.5,,,,6.0,,,,5.5,3.4,,,,1.6,,1.67,17,3.4,4.9,3.4,,,,,1.65,,,,,,,,,,0,3.6,,,,3.4,,,,
,2.6,,2.55,492769,,2.4,,82,,,,,9987,,,2.5,,9993,2.6,2.65,,,,,,3.3,,,,,,3.3,,,,,,3.2,,,,2.5,3.2,2.3,2.5,2008/2009,,1,2.5,2009-01-18 00:00:00,,,,,,,,,,1,,,,,,2.45,,,4,,2.6,,,,2.62,,,,2.5,3.1,,,,2.6,,2.5,18,3.25,2.4,3.1,,,,,2.5,,,,,,,,,,1,3.2,,,,3.25,,,,
,1.95,,2.15,492772,,2.1,,83,,,,,10000,,,1.8,,9994,2.1,3.2,,,,,,3.1,,,,,,3.2,,,,,,3.2,,,,3.2,3.2,3.7,4.0,2008/2009,,1,2.0,2009-01-17 00:00:00,,,,,,,,,,1,,,,,,3.5,,,2,,3.75,,,,3.3,,,,3.4,3.2,,,,2.0,,2.0,18,3.3,3.1,3.2,,,,,1.8,,,,,,,,,,1,3.3,,,,3.2,,,,
,1.33,,1.3,492775,,1.35,,84,,,,,9984,,,1.33,,8635,1.36,7.5,,,,,,4.5,,,,,,4.5,,,,,,4.5,,,,8.0,4.0,7.0,8.0,2008/2009,,1,1.3,2009-01-16 00:00:00,,,,,,,,,,1,,,,,,7.5,,,1,,9.0,,,,9.0,,,,8.5,4.0,,,,1.35,,1.33,18,4.5,8.25,4.0,,,,,1.37,,,,,,,,,,2,4.5,,,,4.35,,,,
,2.8,,2.9,492779,,2.8,,85,,,,,9991,,,2.7,,9998,2.8,2.3,,,,,,3.3,,,,,,3.3,,,,,,3.2,,,,2.3,3.2,2.3,2.2,2008/2009,,1,2.62,2009-01-17 00:00:00,,,,,,,,,,1,,,,,,2.25,,,1,,2.38,,,,2.3,,,,2.38,3.3,,,,2.9,,2.6,18,3.25,2.15,3.25,,,,,2.5,,,,,,,,,,2,3.25,,,,3.2,,,,
,1.18,,1.16,492781,,1.2,,86,,,,,7947,,,1.17,,9985,1.2,12.0,,,,,,6.0,,,,,,6.5,,,,,,6.0,,,,10.0,5.0,10.0,12.0,2008/2009,,1,1.14,2009-01-17 00:00:00,,,,,,,,,,1,,,,,,12.0,,,3,,12.0,,,,13.0,,,,15.0,5.5,,,,1.18,,1.17,18,6.0,12.0,6.0,,,,,1.2,,,,,,,,,,2,6.5,,,,5.5,,,,
,1.4,,1.45,492782,,1.4,,87,,,,,8203,,,1.36,,8342,1.45,7.0,,,,,,3.6,,,,,,4.0,,,,,,3.75,,,,7.0,4.2,8.0,7.0,2008/2009,,1,1.44,2009-01-17 00:00:00,,,,,,,,,,1,,,,,,6.5,,,3,,8.0,,,,6.0,,,,6.5,4.0,,,,1.45,,1.4,18,4.1,7.0,3.75,,,,,1.33,,,,,,,,,,0,4.0,,,,4.2,,,,
,1.67,,1.65,492785,,1.65,,88,,,,,9999,,,1.67,,8571,1.67,4.75,,,,,,3.45,,,,,,3.5,,,,,,3.4,,,,4.33,3.3,4.0,4.5,2008/2009,,1,1.62,2009-01-17 00:00:00,,,,,,,,,,1,,,,,,4.75,,,2,,5.0,,,,4.75,,,,5.0,3.3,,,,1.67,,1.67,18,3.4,4.6,3.4,,,,,1.7,,,,,,,,,,1,3.5,,,,3.5,,,,
,1.44,,1.55,492789,,1.5,,89,,,,,4049,,,1.53,,9996,1.45,6.0,,,,,,3.5,,,,,,3.8,,,,,,3.6,,,,5.5,3.7,5.0,5.5,2008/2009,,1,1.5,2009-01-17 00:00:00,,,,,,,,,,1,,,,,,6.0,,,1,,7.5,,,,6.5,,,,6.0,3.5,,,,1.53,,1.5,18,3.6,5.5,3.6,,,,,1.5,,,,,,,,,,1,3.8,,,,3.7,,,,
,2.1,,2.1,492792,,2.2,,90,,,,,10001,,,2.1,,9986,2.1,3.1,,,,,,3.15,,,,,,3.3,,,,,,3.2,,,,3.0,3.1,2.8,3.0,2008/2009,,1,2.2,2009-01-18 00:00:00,,,,,,,,,,1,,,,,,3.1,,,1,,3.4,,,,3.5,,,,2.88,3.2,,,,2.15,,2.1,18,3.2,3.15,3.2,,,,,2.2,,,,,,,,,,2,3.2,,,,3.1,,,,
,3.0,,2.75,492798,,2.8,,91,,,,,8342,,,2.75,,10000,2.7,2.3,,,,,,3.2,,,,,,3.25,,,,,,3.2,,,,2.3,3.2,2.1,2.2,2008/2009,,1,2.62,2009-01-25 00:00:00,,,,,,,,,,1,,,,,,2.3,,,3,,2.25,,,,2.4,,,,2.38,3.25,,,,2.8,,2.6,19,3.25,2.3,3.25,,,,,2.9,,,,,,,,,,1,3.25,,,,3.2,,,,
,3.25,,2.8,492801,,2.8,,92,,,,,8635,,,2.75,,9991,3.0,2.2,,,,,,3.2,,,,,,3.3,,,,,,3.25,,,,2.25,3.0,2.1,2.2,2008/2009,,1,2.75,2009-02-18 00:00:00,,,,,,,,,,1,,,,,,2.3,,,1,,2.15,,,,2.2,,,,2.3,3.25,,,,2.85,,2.75,19,3.25,2.3,3.2,,,,,3.1,,,,,,,,,,2,3.25,,,,3.25,,,,
,3.5,,3.4,492804,,3.6,,93,,,,,9985,,,2.75,,10001,3.4,1.9,,,,,,3.35,,,,,,3.25,,,,,,3.3,,,,2.1,3.3,1.9,2.2,2008/2009,,1,3.5,2009-01-25 00:00:00,,,,,,,,,,1,,,,,,2.0,,,0,,2.05,,,,2.0,,,,1.91,3.25,,,,3.4,,2.9,19,3.25,1.95,3.25,,,,,3.3,,,,,,,,,,1,3.25,,,,3.3,,,,
,1.44,,1.4,492805,,1.4,,94,,,,,9998,,,1.4,,9987,1.44,7.0,,,,,,3.85,,,,,,4.0,,,,,,3.75,,,,5.5,3.8,5.4,7.0,2008/2009,,1,1.44,2009-01-24 00:00:00,,,,,,,,,,1,,,,,,6.5,,,2,,7.0,,,,6.5,,,,6.5,3.75,,,,1.45,,1.5,19,3.9,7.1,3.6,,,,,1.45,,,,,,,,,,0,4.0,,,,4.0,,,,
,2.75,,2.6,492807,,2.65,,95,,,,,9986,,,2.5,,9999,2.7,2.35,,,,,,3.25,,,,,,3.2,,,,,,3.2,,,,2.5,3.2,2.4,2.5,2008/2009,,1,2.5,2009-01-24 00:00:00,,,,,,,,,,1,,,,,,2.45,,,3,,2.5,,,,2.4,,,,2.5,3.2,,,,2.65,,2.5,19,3.2,2.4,3.1,,,,,2.4,,,,,,,,,,1,3.2,,,,3.2,,,,
,3.0,,2.85,492810,,2.7,,96,,,,,9994,,,2.75,,4049,2.9,2.35,,,,,,3.25,,,,,,3.2,,,,,,3.2,,,,2.2,3.2,2.3,2.2,2008/2009,,1,2.8,2009-01-24 00:00:00,,,,,,,,,,1,,,,,,2.35,,,2,,2.3,,,,2.25,,,,2.25,3.25,,,,2.75,,2.8,19,3.2,2.2,3.25,,,,,2.5,,,,,,,,,,1,3.2,,,,3.2,,,,
,2.3,,2.25,492814,,2.3,,97,,,,,9996,,,2.2,,8203,2.3,2.8,,,,,,3.2,,,,,,3.25,,,,,,3.2,,,,2.6,3.2,2.75,2.75,2008/2009,,1,2.3,2009-01-24 00:00:00,,,,,,,,,,1,,,,,,2.85,,,2,,3.0,,,,2.8,,,,2.75,3.25,,,,2.3,,2.3,19,3.2,2.85,3.25,,,,,2.2,,,,,,,,,,2,3.2,,,,3.2,,,,
,1.57,,1.5,492817,,1.55,,98,,,,,8571,,,1.57,,9984,1.57,5.5,,,,,,3.65,,,,,,3.6,,,,,,3.6,,,,5.0,3.5,4.8,5.0,2008/2009,,1,1.53,2009-01-24 00:00:00,,,,,,,,,,1,,,,,,5.5,,,0,,5.5,,,,5.25,,,,5.5,3.5,,,,1.57,,1.57,19,3.5,5.75,3.5,,,,,1.55,,,,,,,,,,1,3.75,,,,3.5,,,,
,3.0,,2.75,492819,,2.9,,99,,,,,9993,,,2.6,,7947,3.2,2.25,,,,,,3.2,,,,,,3.25,,,,,,3.2,,,,2.4,3.2,2.3,2.37,2008/2009,,1,2.88,2009-01-24 00:00:00,,,,,,,,,,1,,,,,,2.3,,,0,,2.25,,,,2.1,,,,2.2,3.2,,,,2.85,,2.5,19,3.2,2.3,3.25,,,,,2.5,,,,,,,,,,1,3.25,,,,3.2,,,,
,1.4,,1.32,492482,,1.33,,100,,,,,10000,,,1.33,,8342,1.33,8.0,,,,,,4.5,,,,,,4.5,,,,,,4.0,,,,7.0,4.2,8.0,8.0,2008/2009,,1,1.4,2008-10-29 00:00:00,,,,,,,,,,1,,,,,,7.5,,,2,,8.0,,,,8.0,,,,7.0,4.0,,,,1.4,,1.35,2,4.25,8.0,4.2,,,,,1.3,,,,,,,,,,0,4.5,,,,4.35,,,,
,1.62,,1.65,492483,,1.55,,101,,,,,9991,,,1.53,,8635,1.65,5.0,,,,,,3.55,,,,,,3.4,,,,,,3.4,,,,4.8,3.7,5.0,5.5,2008/2009,,1,1.62,2008-08-23 00:00:00,,,,,,,,,,1,,,,,,5.0,,,2,,6.0,,,,5.0,,,,5.0,3.5,,,,1.6,,1.6,2,3.5,4.5,3.4,,,,,1.5,,,,,,,,,,2,3.4,,,,3.6,,,,
,1.33,,1.35,492484,,1.35,,102,,,,,10001,,,1.33,,9985,1.33,8.0,,,,,,4.25,,,,,,4.2,,,,,,4.33,,,,7.0,4.0,7.0,8.0,2008/2009,,1,1.33,2008-08-23 00:00:00,,,,,,,,,,1,,,,,,7.5,,,3,,9.0,,,,10.0,,,,7.5,4.0,,,,1.4,,1.36,2,3.8,7.5,4.0,,,,,1.35,,,,,,,,,,0,4.5,,,,4.0,,,,
,3.3,,2.9,492485,,3.0,,103,,,,,9987,,,2.8,,9998,3.6,2.1,,,,,,3.3,,,,,,3.3,,,,,,3.2,,,,2.2,3.2,2.2,2.2,2008/2009,,1,3.1,2008-08-24 00:00:00,,,,,,,,,,1,,,,,,2.15,,,3,,2.05,,,,1.95,,,,2.1,3.2,,,,3.0,,2.75,2,3.2,2.15,3.25,,,,,2.75,,,,,,,,,,1,3.3,,,,3.25,,,,
,1.57,,1.6,492486,,1.55,,104,,,,,9999,,,1.57,,9986,1.5,5.0,,,,,,3.45,,,,,,3.6,,,,,,3.6,,,,4.5,3.3,4.0,5.0,2008/2009,,1,1.53,2008-08-23 00:00:00,,,,,,,,,,1,,,,,,4.75,,,1,,6.5,,,,6.5,,,,5.5,3.5,,,,1.65,,1.62,2,3.4,5.15,3.5,,,,,1.7,,,,,,,,,,0,3.4,,,,3.6,,,,
,1.57,,1.7,492487,,1.65,,105,,,,,4049,,,1.53,,9994,1.65,4.5,,,,,,3.45,,,,,,3.6,,,,,,3.4,,,,4.33,3.3,4.4,5.5,2008/2009,,1,1.67,2008-08-23 00:00:00,,,,,,,,,,1,,,,,,4.5,,,4,,6.0,,,,4.75,,,,4.5,3.5,,,,1.67,,1.67,2,3.4,4.3,3.4,,,,,1.65,,,,,,,,,,1,3.5,,,,3.4,,,,
,1.95,,2.05,492488,,2.0,,106,,,,,8203,,,1.91,,9996,2.05,3.25,,,,,,3.2,,,,,,3.3,,,,,,3.25,,,,3.1,3.1,3.0,3.25,2008/2009,,1,2.0,2008-08-23 00:00:00,,,,,,,,,,1,,,,,,3.3,,,3,,3.6,,,,3.4,,,,3.3,3.4,,,,2.0,,2.0,2,3.2,3.2,3.3,,,,,2.1,,,,,,,,,,1,3.4,,,,3.25,,,,
,2.8,,2.8,492489,,2.8,,107,,,,,9984,,,2.75,,8571,3.0,2.25,,,,,,3.2,,,,,,3.25,,,,,,3.2,,,,2.38,3.2,2.3,2.25,2008/2009,,1,2.62,2008-08-23 00:00:00,,,,,,,,,,1,,,,,,2.3,,,2,,2.4,,,,2.2,,,,2.38,3.2,,,,2.7,,2.5,2,3.2,2.25,3.3,,,,,2.5,,,,,,,,,,1,3.25,,,,3.2,,,,
,1.5,,1.6,492490,,1.55,,108,,,,,7947,,,1.44,,9993,1.53,5.0,,,,,,3.45,,,,,,3.75,,,,,,3.6,,,,4.5,3.5,4.8,6.0,2008/2009,,1,1.53,2008-08-23 00:00:00,,,,,,,,,,1,,,,,,5.0,,,1,,6.5,,,,5.5,,,,5.5,3.75,,,,1.6,,1.62,2,3.5,5.2,3.5,,,,,1.55,,,,,,,,,,1,3.75,,,,3.5,,,,
,4.5,,4.4,492822,,4.5,,109,,,,,8635,,,4.2,,8571,4.75,1.7,,,,,,3.35,,,,,,3.6,,,,,,3.3,,,,1.8,3.3,1.7,1.73,2008/2009,,1,4.33,2009-01-31 00:00:00,,,,,,,,,,1,,,,,,1.7,,,1,,1.73,,,,1.66,,,,1.73,3.25,,,,4.5,,3.8,20,3.5,1.7,3.25,,,,,4.0,,,,,,,,,,3,3.4,,,,3.4,,,,
,2.38,,2.3,492844,,2.25,,110,,,,,9987,,,2.2,,9994,2.4,2.8,,,,,,3.2,,,,,,3.25,,,,,,3.2,,,,2.6,3.1,2.5,2.8,2008/2009,,1,2.3,2009-02-01 00:00:00,,,,,,,,,,1,,,,,,2.8,,,1,,2.8,,,,2.7,,,,2.75,3.2,,,,2.35,,2.3,20,3.2,2.75,3.3,,,,,2.4,,,,,,,,,,2,3.2,,,,3.25,,,,
,3.0,,2.8,492845,,2.75,,111,,,,,9984,,,3.1,,9998,3.25,2.25,,,,,,3.2,,,,,,3.2,,,,,,3.25,,,,2.2,3.1,2.1,2.0,2008/2009,,1,3.0,2009-01-31 00:00:00,,,,,,,,,,1,,,,,,2.25,,,1,,2.2,,,,2.2,,,,2.15,3.3,,,,3.0,,2.8,20,3.25,2.25,3.2,,,,,3.0,,,,,,,,,,1,3.25,,,,3.25,,,,
,2.5,,2.4,492847,,2.6,,112,,,,,9991,,,2.5,,9986,2.6,2.4,,,,,,3.2,,,,,,3.25,,,,,,3.2,,,,2.5,3.1,2.6,2.5,2008/2009,,1,2.5,2009-02-01 00:00:00,,,,,,,,,,1,,,,,,2.6,,,2,,2.6,,,,2.5,,,,2.5,3.1,,,,2.55,,2.5,20,3.2,2.6,3.1,,,,,2.3,,,,,,,,,,5,3.2,,,,3.25,,,,
,1.62,,1.6,492849,,1.5,,113,,,,,7947,,,1.62,,9996,1.57,5.5,,,,,,3.5,,,,,,3.5,,,,,,3.6,,,,5.0,3.5,4.8,5.0,2008/2009,,1,1.53,2009-01-31 00:00:00,,,,,,,,,,1,,,,,,5.5,,,0,,5.0,,,,5.5,,,,5.5,3.25,,,,1.6,,1.6,20,3.6,5.0,3.4,,,,,1.55,,,,,,,,,,2,3.6,,,,3.6,,,,
,1.73,,1.8,492851,,1.85,,114,,,,,8203,,,1.7,,10000,1.8,3.75,,,,,,3.2,,,,,,3.4,,,,,,3.3,,,,4.2,3.3,3.8,4.33,2008/2009,,1,1.75,2009-01-31 00:00:00,,,,,,,,,,1,,,,,,4.25,,,1,,4.5,,,,4.0,,,,4.2,3.25,,,,1.8,,1.73,20,3.3,4.1,3.25,,,,,1.75,,,,,,,,,,1,3.4,,,,3.25,,,,
,1.2,,1.2,492853,,1.15,,115,,,,,9999,,,1.2,,9985,1.2,12.0,,,,,,5.6,,,,,,5.5,,,,,,6.0,,,,12.0,5.5,11.0,11.0,2008/2009,,1,1.17,2009-01-31 00:00:00,,,,,,,,,,1,,,,,,12.0,,,3,,11.0,,,,11.0,,,,11.0,5.0,,,,1.2,,1.12,20,5.75,10.0,6.5,,,,,1.17,,,,,,,,,,0,5.75,,,,6.0,,,,
