id,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Pastry,Z_Scratch,K_Scatch,Stains,Dirtiness,Bumps,Other_Faults,id
4229,39,212,1505915,1505982,6605,299,170,684731,38,126,1356,0,1,40,0.0575,0.473,0.3864,0.1261,0.5676,0.4125,0.0,3.8197,2.233,1.8195,-0.6136,-0.1852,1.0,0,0,1,0,0,0,0,4229
7051,719,728,214533,214550,181,9,17,20778,99,141,1360,0,1,125,0.966,0.3025,0.4706,0.0067,1.0,1.0,1.0,2.2577,0.9542,1.2305,0.5294,-0.1111,0.3419,0,0,0,0,0,1,0,7051
1965,1073,1084,287964,287972,107,15,15,14697,118,141,1687,0,1,200,0.4686,0.3,0.8571,0.0059,0.6667,0.9333,1.0,2.0294,1.0,1.1461,0.1429,-0.0436,0.2901,0,0,0,0,0,1,0,1965
17855,1339,1348,1248676,1248687,78,12,20,9074,116,133,1392,0,1,220,0.2552,0.2857,0.35,0.0044,0.5833,1.0,1.0,1.8921,0.7782,1.301,0.65,-0.0705,0.2532,0,0,0,0,0,1,0,17855
9398,39,195,1576208,1576347,10796,572,363,1245388,38,126,1400,0,1,40,0.0557,0.6042,0.9737,0.1114,0.2815,0.3896,0.0,4.0408,2.1931,2.233,-0.0263,-0.09,1.0,0,0,1,0,0,0,0,9398
1584,1068,1077,3947227,3947239,132,16,15,13800,82,118,1630,1,0,100,0.7332,0.2,0.6667,0.0061,0.625,1.0,1.0,2.1206,1.0,1.1761,0.3333,-0.2,0.266,0,0,0,0,0,1,0,1584
2025,41,212,2364730,2364667,6010,286,108,659881,39,124,1358,0,1,40,0.0604,0.4408,0.4118,0.1274,0.6311,0.5824,0.0,3.7946,2.238,1.8129,-0.5882,-0.1874,1.0,0,0,1,0,0,0,0,2025
10352,0,1665,333373,333576,21987,976,534,640970,21,143,1398,0,1,40,0.0,0.5214,0.9238,0.1665,0.1855,0.3616,1.0,4.3422,2.3541,2.3222,0.0762,-0.0625,1.0,0,0,0,0,0,0,1,10352
9432,1261,1281,1036577,1036598,709,43,31,86424,95,124,1354,0,1,70,0.1262,0.4022,0.4193,0.0117,0.3636,0.9394,1.0,2.8998,1.2041,1.4914,0.5806,-0.1551,0.9998,0,1,0,0,0,0,0,9432
4069,1159,1172,2097069,2097080,133,18,11,14689,75,119,1688,1,0,60,0.5772,0.303,0.8182,0.0083,0.8333,1.0,0.0,2.1239,1.1761,1.0414,-0.1818,-0.2106,0.2051,0,0,0,0,0,1,0,4069
1215,957,966,828904,828914,54,10,6,6651,87,121,1692,1,0,100,0.7456,0.1667,0.45,0.006,1.0,1.0,1.0,1.7324,1.0,0.7782,0.55,-0.2019,0.1753,0,0,0,0,0,1,0,1215
18534,1327,1332,126951,126958,51,9,9,5546,89,109,1352,0,1,40,0.0425,0.2778,0.8889,0.0044,0.6667,1.0,1.0,1.7076,0.7782,0.9542,0.1111,-0.2435,0.1773,0,0,0,0,0,1,0,18534
12752,757,774,3149494,3257901,87,23,7,9559,114,143,1362,1,0,69,0.8235,0.5292,0.5,0.0148,0.7692,0.4286,0.0,1.9395,1.301,0.699,-0.5,-0.0049,0.2384,0,0,0,0,0,1,0,12752
14111,893,906,914648,914661,12,7,5,14087,113,151,1358,0,1,50,0.9401,0.4,0.8,0.0037,0.7143,1.0,0.0,1.0792,0.699,0.6021,-0.2,0.0289,0.1322,0,0,0,1,0,0,0,14111
11832,525,538,830518,830524,248,30,23,29895,93,119,1353,0,1,50,0.776,0.3254,1.0,0.0148,0.8333,0.5652,0.5,2.3944,1.301,1.1139,0.0,-0.2066,0.6268,0,0,0,0,0,0,1,11832
31,1644,1661,2552670,2552812,762,102,155,63525,28,93,1692,1,0,70,0.0495,0.4194,0.0519,0.0095,0.0782,0.9916,1.0,2.8819,1.2041,2.1903,0.9481,-0.4375,0.9994,0,0,0,0,0,0,1,31
13434,897,904,1136912,1136924,196,25,17,18651,96,126,1362,1,0,80,0.6706,0.5454,0.6667,0.0131,0.52,0.75,0.0,2.2923,1.2553,1.0792,-0.3333,-0.1589,0.7079,0,0,0,0,0,0,1,13434
6836,1598,1610,2451285,2451296,73,11,11,7736,96,119,1686,1,0,150,0.0665,0.2182,0.9091,0.0059,0.8182,1.0,1.0,1.8633,1.0,1.0414,0.0909,-0.1926,0.2173,0,0,0,0,0,1,0,6836
3585,268,279,739072,739080,170,27,23,17419,96,118,1364,0,1,40,0.4164,0.3965,0.8,0.0147,0.7407,0.8261,0.0,2.2304,1.301,1.2787,-0.2,-0.1927,0.5296,0,0,0,0,0,0,1,3585
8762,17,28,2563219,2563241,126,21,19,13196,95,116,1354,1,0,70,0.0291,0.3619,0.4762,0.0096,0.6191,1.0,1.0,2.1004,1.1139,1.3222,0.5238,-0.1719,0.3509,0,0,0,0,0,0,1,8762
14746,793,801,801889,801872,63,9,13,7451,125,143,1360,0,1,40,0.9534,0.1852,0.5385,0.005,0.7778,1.0,1.0,1.7993,0.8451,1.1139,0.4615,0.031,0.1892,0,0,0,0,0,0,1,14746
7142,1287,1296,590440,590503,134,10,16,17433,102,132,1686,1,0,70,0.6302,0.3929,0.25,0.0053,0.8,1.0,1.0,2.1271,0.9542,1.2041,0.75,-0.1014,0.3241,0,0,0,0,0,0,0,7142
2928,1123,1137,3746641,3746649,109,19,17,11293,89,111,1387,1,0,60,0.6631,0.6823,0.0294,0.0095,0.9412,0.3529,0.0,2.0356,1.2305,0.4771,-0.9706,-0.2093,0.4729,0,0,0,0,0,0,1,2928
3208,1136,1178,713531,713546,793,43,93,68851,89,125,1353,0,1,100,0.2754,0.4362,0.2581,0.0081,0.2778,1.0,1.0,2.8998,1.0414,1.9685,0.7419,-0.1461,0.999,0,0,0,0,1,0,0,3208
8833,1277,1290,789340,789352,115,15,11,11861,67,125,1360,0,1,175,0.1247,0.2349,0.9167,0.0088,0.8,1.0,0.0,2.0607,1.0792,1.0414,-0.0833,-0.2135,0.2432,0,0,0,0,0,1,0,8833
1343,1164,1185,1738808,1738812,77,29,15,9432,109,127,1362,1,0,69,0.239,0.6457,0.2,0.0147,0.7407,0.4667,0.0,1.8865,1.301,0.8451,-0.8,-0.0786,0.2532,0,0,0,0,0,1,0,1343
14938,39,191,1945494,1945637,11211,602,355,1293558,71,133,1400,0,1,40,0.0557,0.5058,0.8516,0.1084,0.2459,0.3857,0.0,4.0391,2.1818,2.1553,-0.1484,-0.1041,1.0,0,0,1,0,0,0,0,14938
11596,1051,1063,1398169,1398179,62,22,7,6146,104,127,1650,1,0,69,0.8494,0.3788,0.5789,0.014,0.96,0.5714,0.0,1.7924,1.2787,0.8451,-0.4211,-0.0972,0.1892,1,0,0,0,0,0,0,11596
13147,1643,1656,2240686,2240690,99,20,15,5702,49,86,1692,1,0,300,0.0,0.3905,0.9333,0.0089,0.7,0.9333,0.0,1.9956,1.1761,1.1461,-0.0667,-0.4422,0.3509,0,0,0,0,0,0,1,13147
8374,459,470,455871,455881,87,10,11,10024,102,124,1688,1,0,150,0.644,0.3636,0.7273,0.0047,0.8,1.0,1.0,1.9395,0.9031,1.0414,0.2727,-0.1228,0.2432,0,0,0,0,0,0,1,8374
14258,1258,1272,815716,815742,250,21,25,30229,105,140,1652,1,0,80,0.1608,0.3972,0.5,0.0089,0.7143,1.0,1.0,2.3927,1.1761,1.3979,0.5,-0.0722,0.6221,0,0,0,0,0,1,0,14258
14416,561,571,214533,214550,110,16,17,13374,113,135,1358,0,1,40,0.6794,0.3726,0.4706,0.0074,0.5,1.0,1.0,2.0414,1.0,1.2305,0.5294,-0.0679,0.2482,1,0,0,0,0,0,0,14416
5377,817,834,1398169,1398179,128,27,26,13352,56,127,1387,0,1,40,0.7127,0.4195,0.8571,0.0103,0.4737,0.7308,1.0,2.1072,1.1461,1.3222,0.1429,-0.1736,0.5903,0,0,1,0,0,0,0,5377
14836,159,172,2550643,2550653,63,25,11,7394,81,126,1358,1,0,70,0.2385,0.5278,0.9,0.0147,0.8,0.9091,0.0,1.7993,1.301,1.0,-0.1,-0.1849,0.1954,0,0,0,0,0,0,0,14836
6661,37,212,1970774,1970877,6239,289,158,671353,41,124,1356,0,1,40,0.0604,0.4407,0.3885,0.1291,0.658,0.5,0.0,3.813,2.243,1.8195,-0.6115,-0.1926,1.0,0,0,1,0,0,0,0,6661
15776,19,24,9649727,9649771,138,19,19,18013,110,140,1362,0,1,40,0.028,0.5347,0.5789,0.0081,0.3823,0.9474,1.0,2.1399,1.0414,1.2787,0.4211,-0.0205,0.3494,0,0,0,0,0,0,1,15776
2930,54,57,863518,863529,84,15,12,10797,76,109,1628,1,0,70,0.0648,0.2182,0.9167,0.0068,0.8,1.0,1.0,1.9243,1.0414,1.0792,0.0833,-0.2759,0.2432,0,0,0,0,0,0,1,2930
18135,897,907,844907,844932,106,19,19,14689,123,141,1372,0,1,40,0.6637,0.3275,0.4737,0.0066,0.5263,1.0,1.0,2.0253,0.9542,1.2787,0.5263,0.0315,0.2942,0,0,0,0,0,0,0,18135
7475,1152,1162,1399301,1399304,415,26,29,47440,66,127,1360,0,1,40,0.2874,0.4133,0.6207,0.0103,0.5,1.0,1.0,2.6181,1.1461,1.4624,0.3793,-0.1685,0.8123,0,0,0,0,0,1,0,7475
17958,41,216,1636571,1636729,6596,275,140,660291,44,126,1358,0,1,40,0.0604,0.4235,0.3559,0.1289,0.6364,0.471,0.0,3.819,2.243,1.7924,-0.6441,-0.1865,1.0,0,0,1,0,0,0,0,17958
15617,1145,1154,629605,629613,62,12,10,6342,79,134,1690,1,0,150,0.6464,0.36,1.0,0.0059,0.8333,1.0,0.5,1.7924,1.0,1.0,0.0,-0.1555,0.1852,0,0,0,0,0,1,0,15617
3855,1123,1142,133188,13320,155,18,29,16258,104,132,1356,1,0,70,0.2656,0.2899,0.7059,0.0066,0.3684,1.0,1.0,2.1903,0.9542,1.4624,0.2941,-0.0811,0.4729,0,1,0,0,0,0,0,3855
17754,752,763,645933,645992,112,9,18,9956,77,109,1366,1,0,100,0.4686,0.3875,0.4,0.0059,0.8889,1.0,1.0,2.0492,0.9031,1.2553,0.6,-0.2727,0.2914,0,0,0,0,0,0,1,17754
3886,795,802,1378585,1378588,26,11,4,3341,102,126,1358,0,1,50,0.8118,0.4375,0.5,0.0074,0.9091,1.0,0.0,1.415,1.0,0.6021,-0.5,-0.1148,0.1417,0,0,0,0,0,0,1,3886
12876,951,964,9649727,9649771,459,32,42,46972,76,103,1687,0,1,90,0.5691,0.3972,0.2727,0.0089,0.3125,1.0,1.0,2.6637,1.1761,1.6233,0.7273,-0.2939,0.9373,0,0,0,0,0,1,0,12876
14617,971,980,4116853,4116868,150,13,21,16873,90,133,1362,0,1,175,0.5369,0.2579,0.5714,0.0066,0.6923,1.0,1.0,2.1761,0.9542,1.3222,0.4286,-0.1162,0.3197,0,0,0,0,0,1,0,14617
10387,908,914,612662,612672,56,13,10,5942,88,116,1652,1,0,100,0.6647,0.3,0.9,0.0055,0.6923,1.0,1.0,1.7482,0.9542,1.0,0.1,-0.19,0.1954,0,0,0,0,0,1,0,10387
700,41,219,2023127,2023150,6827,351,173,735371,42,124,1356,0,1,40,0.0585,0.4959,0.4104,0.1271,0.5687,0.3416,0.0,3.8252,2.2504,1.8573,-0.5896,-0.1873,1.0,0,0,1,0,0,0,0,700
12567,52,175,578380,578392,4239,175,89,456305,78,128,1360,0,1,40,0.075,0.3998,0.3966,0.0913,0.7316,0.5268,0.0,3.6381,2.1399,1.6721,-0.6033,-0.1876,1.0,0,0,0,0,0,0,1,12567
9720,812,823,776120,776124,6,8,8,7182,125,158,1360,0,1,50,0.8073,0.1625,1.0,0.0044,0.6667,1.0,0.5,0.7782,0.7782,0.9031,0.0,0.2489,0.1449,0,0,0,1,0,0,0,9720
17928,1267,1278,1599135,1599173,217,23,28,25269,78,132,1362,1,0,80,0.1696,0.6042,0.7857,0.011,0.6522,1.0,1.0,2.3385,1.1761,1.4472,0.2143,-0.2465,0.7933,0,0,0,0,0,0,1,17928
15272,39,191,1436089,1436092,11510,562,357,1270726,43,135,1402,0,1,40,0.0556,0.4568,0.9737,0.1056,0.2504,0.4402,1.0,4.0623,2.1818,2.1818,0.0263,-0.1712,1.0,0,0,1,0,0,0,0,15272
14205,41,212,1359784,1359867,6490,263,137,677554,36,124,1358,0,1,40,0.0605,0.4332,0.3757,0.1261,0.6383,0.4891,0.0,3.8122,2.233,1.8692,-0.6243,-0.179,1.0,0,0,1,0,0,0,0,14205
8406,8,18,1033448,1033459,140,21,24,12317,77,109,1364,0,1,200,0.2121,0.6191,0.9167,0.0088,0.5714,1.0,1.0,2.1461,1.0792,1.3424,0.0833,-0.2788,0.5362,0,0,0,0,0,0,1,8406
11419,1056,1077,33796,33812,170,29,18,16061,82,124,1364,1,0,80,0.4047,0.2589,1.0,0.0139,0.8214,0.9444,0.5,2.2304,1.3617,1.2305,0.0,-0.2465,0.4779,0,0,0,0,0,0,1,11419
9134,689,696,1622520,1622524,26,6,4,1967,109,141,1358,0,1,50,0.9765,0.4333,0.5,0.0044,1.0,1.0,0.0,1.415,0.7782,0.6021,-0.5,0.003,0.1417,0,0,0,1,0,0,0,9134
14797,1595,1610,4022595,4022595,134,40,18,15572,111,126,1687,0,1,40,0.1182,0.3566,0.4706,0.0125,0.525,0.9444,0.0,2.1206,1.3222,1.2305,-0.5294,-0.0581,0.5378,0,0,0,0,0,1,0,14797
18867,74,92,14524,14551,145,19,16,13193,97,111,1358,1,0,70,0.1035,0.4775,0.7778,0.0117,0.6842,0.8182,1.0,2.1614,1.2041,1.2553,0.2222,-0.205,0.417,0,1,0,0,0,0,0,18867
14782,137,170,7818756,7818807,703,175,43,86417,103,135,1356,0,1,40,0.2054,0.6346,0.4637,0.0531,0.7069,0.7907,0.0,2.8176,1.8692,1.5315,-0.5363,-0.0705,0.9997,0,0,0,0,0,0,1,14782
1314,1069,1090,2056310,2056391,229,59,50,25531,113,140,1372,0,1,40,0.4185,0.5249,0.5454,0.0161,0.3636,0.7083,1.0,2.3598,1.3424,1.5315,0.4545,-0.0481,0.7147,0,0,0,0,0,1,0,1314
13583,833,856,728350,728372,68,32,11,8140,101,150,1690,1,0,70,0.8015,0.4318,0.0714,0.0248,1.0,0.2727,0.0,1.8325,1.8195,0.4771,-0.9286,-0.0238,0.2359,0,0,0,0,0,1,0,13583
764,39,216,1801480,1800071,6664,280,149,674326,43,127,1358,0,1,40,0.0574,0.4562,0.4138,0.1291,0.6464,0.5113,0.0,3.8142,2.243,1.8195,-0.5862,-0.1858,1.0,0,0,1,0,0,0,0,764
7530,1122,1134,2451285,2451296,112,18,14,11748,104,134,1686,1,0,143,0.6289,0.2619,0.7857,0.0078,0.7222,1.0,1.0,2.0492,1.1139,1.1461,0.2143,-0.0571,0.2712,0,0,0,0,0,1,0,7530
13613,919,930,1083340,1083344,41,13,7,4442,92,127,1358,0,1,50,0.6143,0.3131,0.5238,0.0081,0.8461,1.0,0.0,1.6128,1.0414,0.699,-0.4762,-0.1809,0.1715,0,0,0,1,0,0,0,13613
6647,1057,1069,830707,830795,128,12,20,16669,89,126,1362,0,1,185,0.4634,0.3278,0.45,0.0066,0.75,1.0,1.0,2.1072,0.9542,1.301,0.55,-0.1567,0.3068,1,0,0,0,0,0,0,6647
19181,792,801,1565703,1564557,160,25,14,17295,109,126,1352,0,1,140,0.7561,0.4306,0.5,0.0096,0.52,0.9412,1.0,2.2041,1.1139,1.1461,0.5,-0.0877,0.463,0,0,0,0,0,0,1,19181
8550,895,907,579795,579857,253,63,33,27344,118,140,1358,0,1,40,0.5534,0.4583,0.2385,0.0118,0.3488,0.9688,1.0,2.4031,1.2041,1.4314,0.7615,-0.0085,0.7933,0,0,0,0,0,1,0,8550
11135,41,216,1889165,1889228,6494,280,145,676077,40,124,1358,0,1,40,0.0604,0.4319,0.3714,0.1289,0.625,0.4545,0.0,3.8128,2.243,1.8129,-0.6286,-0.1808,1.0,0,0,1,0,0,0,0,11135
3934,899,906,733668,733675,80,12,9,8558,81,126,1696,1,0,100,0.9795,0.2361,0.8889,0.0053,0.75,1.0,1.0,1.9031,0.9542,0.9542,0.1111,-0.2435,0.1773,0,0,0,0,0,1,0,3934
6271,980,992,1312116,1312132,334,62,50,35856,89,133,1687,1,0,80,0.5308,0.3543,0.3333,0.01,0.3158,0.8182,1.0,2.5159,1.3802,1.6812,0.6667,-0.1705,0.9998,1,0,0,0,0,0,0,6271
8063,806,815,103914,103916,52,10,8,5816,139,141,1387,0,1,50,0.7944,0.2778,0.8889,0.0065,0.9,0.9,0.0,1.716,0.9542,0.9031,-0.1111,0.338,0.1773,0,0,0,1,0,0,0,8063
13225,133,149,1733555,1735462,294,48,33,29386,92,134,1354,1,0,70,0.2278,0.4111,0.5909,0.0168,0.4211,0.8929,1.0,2.4683,1.3617,1.3424,0.4091,-0.1315,0.5951,0,1,0,0,0,0,0,13225
9647,1300,1308,3976070,3976080,55,8,11,6396,105,132,1650,1,0,70,0.4146,0.3438,0.7273,0.0049,1.0,1.0,1.0,1.7404,0.9031,1.0414,0.2727,-0.0791,0.1934,0,0,0,0,0,1,0,9647
38,1343,1351,3094414,3094424,74,16,12,8851,108,127,1687,1,0,70,0.4326,0.268,1.0,0.0071,0.75,1.0,0.5,1.8692,1.0792,1.0792,0.0,-0.0617,0.2583,0,0,0,0,0,0,1,38
6977,39,214,779144,779308,6472,278,124,725465,42,125,1356,0,1,40,0.0575,0.4668,0.3778,0.1291,0.7202,0.5,0.0,3.8241,2.243,1.8261,-0.6222,-0.1925,1.0,0,0,1,0,0,0,0,6977
1455,808,816,4201928,4201948,169,19,17,19591,101,126,1360,1,0,80,0.9808,0.2513,0.3529,0.0066,0.4737,1.0,1.0,2.2279,0.9542,1.2305,0.6471,-0.0968,0.3168,0,0,0,0,0,1,0,1455
3509,37,216,441418,441483,6653,289,166,649801,46,125,1356,0,1,40,0.0574,0.4516,0.358,0.1298,0.5833,0.4889,0.0,3.7903,2.2455,1.7993,-0.6421,-0.1847,1.0,0,0,1,0,0,0,0,3509
15394,43,194,1555596,1555663,6294,310,145,648910,27,124,1358,0,1,40,0.0633,0.4331,0.3785,0.1148,0.7479,0.4894,0.0,3.7931,2.1847,1.8129,-0.6215,-0.1901,1.0,0,0,1,0,0,0,0,15394
12287,39,191,195003,195029,10941,615,420,1270726,40,141,1402,0,1,40,0.0585,0.5093,0.9398,0.1091,0.2598,0.3795,0.0,4.0609,2.1847,2.1732,-0.0602,-0.1057,1.0,0,0,1,0,0,0,0,12287
8907,1245,1254,3496093,3496125,199,18,32,21380,93,126,1362,0,1,40,0.0896,0.4444,0.2813,0.0066,0.6111,1.0,1.0,2.2989,1.0414,1.5051,0.7188,-0.1783,0.4763,0,0,0,0,0,1,0,8907
6223,42,53,2538079,2538108,204,12,21,20993,99,125,1366,0,1,40,0.0651,0.3462,0.2632,0.0051,0.5833,1.0,1.0,2.3096,0.8451,1.3222,0.7368,-0.1317,0.6453,1,0,0,0,0,0,0,6223
3115,575,583,155584,155593,18,15,6,2451,122,141,1352,0,1,50,0.8612,0.5,0.6667,0.0074,0.8,0.8333,0.0,1.2553,1.0792,0.699,-0.3333,0.0078,0.1353,0,0,0,0,0,0,1,3115
14614,1673,1687,1246188,1246244,585,75,54,53843,62,127,1698,0,1,90,0.0296,0.3864,0.2564,0.0059,0.1754,1.0,1.0,2.7672,1.0,1.7324,0.7436,-0.2511,0.9691,1,0,0,0,0,0,0,14614
4084,1677,1688,1540613,1540636,115,16,18,11562,67,108,1696,0,1,70,0.1596,0.2083,0.3571,0.0077,0.75,1.0,1.0,2.0607,1.1139,1.2305,0.6429,-0.2656,0.2359,0,0,0,0,0,0,1,4084
2894,673,695,690095,690120,176,38,23,21321,101,134,1364,0,1,200,0.8685,0.5371,0.8095,0.0095,0.4474,0.8261,1.0,2.2455,1.1139,1.2787,0.1905,-0.1014,0.4779,0,0,0,0,0,0,1,2894
2973,383,396,508640,508650,96,19,11,9693,85,133,1646,1,0,80,0.45,0.2546,0.9091,0.0067,0.5789,1.0,1.0,1.9823,1.0414,1.0414,0.0909,-0.1147,0.2173,0,0,0,0,0,1,0,2973
950,1261,1281,1253069,1253240,528,43,48,60109,79,124,1372,0,1,40,0.1313,0.4289,0.2759,0.0095,0.2955,1.0,1.0,2.7292,1.1139,1.6812,0.7241,-0.1797,0.9809,0,0,0,0,1,0,0,950
826,965,975,3379334,3379344,68,11,15,7279,83,126,1687,1,0,80,0.8619,0.2778,0.6667,0.0059,0.7273,1.0,1.0,1.8325,0.9031,1.1761,0.3333,-0.1776,0.2018,0,0,0,0,0,1,0,826
18907,919,928,1060712,1060732,16,6,6,1990,111,141,1358,0,1,50,0.6431,0.5,0.6667,0.0066,1.0,1.0,0.0,1.2041,0.9542,0.7782,-0.3333,-0.0202,0.1353,0,0,0,1,0,0,0,18907
274,1611,1623,2887095,2887114,264,32,25,22198,35,84,1656,1,0,80,0.065,0.4063,0.6,0.0061,0.3125,1.0,1.0,2.4216,1.0,1.3979,0.4,-0.5063,0.6422,0,0,0,0,0,1,0,274
12425,877,888,34180,3420092,125,15,12,12047,61,119,1686,1,0,70,0.7941,0.2917,1.0,0.0071,0.8,1.0,0.5,2.0969,1.0792,1.0792,0.0,-0.2653,0.2583,0,0,0,0,0,0,1,12425
17624,460,534,425925,425936,6596,288,155,674120,36,124,1356,0,1,40,0.0605,0.4569,0.4,0.1291,0.6272,0.4545,0.0,3.823,2.243,1.8451,-0.6,-0.1911,1.0,0,0,1,0,0,0,0,17624
12036,1445,1457,829599,829559,117,32,16,13987,113,143,1712,0,1,40,0.0337,0.4063,0.9063,0.0236,0.8649,0.75,0.0,2.0682,1.5051,0.9542,-0.0938,-0.0087,0.3068,0,0,0,0,0,0,1,12036
1053,47,181,909471,909492,2795,106,61,2862,113,141,1400,0,1,40,0.1827,0.4139,0.4872,0.1059,0.7174,0.5402,0.0,3.4506,2.1492,1.4914,-0.5128,-0.0336,1.0,0,0,1,0,0,0,0,1053
13505,1347,1360,898704,896671,561,43,53,60109,77,124,1353,1,0,70,0.0325,0.3699,0.4,0.0184,0.6061,0.9861,1.0,2.7566,1.3979,1.6902,0.6,-0.1849,0.9994,0,0,0,0,0,0,1,13505
11426,41,216,2829644,2829521,6652,257,113,684236,44,124,1358,0,1,40,0.0604,0.4331,0.3931,0.1291,0.7479,0.5,0.0,3.8197,2.243,1.8195,-0.6069,-0.1877,1.0,0,0,1,0,0,0,0,11426
15081,41,213,2265307,2265372,6276,289,166,647595,42,124,1356,0,1,40,0.0605,0.5176,0.3714,0.1291,0.5944,0.413,0.0,3.7977,2.243,1.8129,-0.6286,-0.1904,1.0,0,0,1,0,0,0,0,15081
14412,346,357,830518,830524,69,20,9,8535,109,127,1360,1,0,300,0.5609,0.4483,0.6429,0.0103,0.77,0.6923,0.0,1.8389,1.1461,0.9542,-0.3571,-0.0777,0.2359,0,0,0,0,0,0,0,14412
9086,1164,1174,5851552,5851560,71,17,11,8388,105,126,1373,0,1,40,0.1261,0.2917,0.9091,0.0066,0.6471,0.9091,0.0,1.8513,1.0414,1.0,-0.0909,-0.1034,0.2173,0,0,0,0,0,0,1,9086
6504,765,772,468317,468520,12,3,4,1542,108,134,1358,0,1,50,0.8311,0.45,0.5,0.003,1.0,1.0,0.0,1.0792,0.4771,0.6021,-0.5,-0.0572,0.1292,0,0,0,1,0,0,0,6504
5421,189,199,1552116,1552126,52,11,11,6560,113,135,1692,1,0,300,0.2227,0.47,1.0,0.0059,0.9091,0.9091,0.5,1.716,1.0,1.0,0.0,-0.1015,0.2061,0,0,0,0,0,0,1,5421
17152,1065,1083,5331249,5331309,359,47,45,39648,115,133,1362,0,1,40,0.4381,0.4417,0.8333,0.011,0.4138,0.9444,1.0,2.5551,1.1761,1.6532,0.1667,-0.0377,0.8299,0,0,0,0,0,0,0,17152
7220,1120,1141,68259,68288,468,43,56,61608,130,158,1353,0,1,120,0.3074,0.5196,0.1429,0.0126,0.2877,0.9107,1.0,2.6702,1.2305,1.716,0.8571,0.1696,0.9848,0,0,0,0,0,0,1,7220
18947,0,9,1825287,1825355,58,12,24,6996,87,118,1387,0,1,40,0.051,0.5,0.3333,0.0071,0.9231,1.0,1.0,1.7634,1.0792,1.3802,0.6667,-0.2192,0.2018,0,0,0,0,1,0,0,18947
7330,703,726,5897947,5897955,150,44,29,13815,30,109,1360,1,0,70,0.8232,0.5221,0.3954,0.0236,0.8649,0.8929,0.0,2.1732,1.5051,1.4314,-0.6047,-0.4283,0.4366,0,1,0,0,0,0,0,7330
3366,1183,1202,1469856,1469884,449,38,51,58157,104,143,1694,1,0,80,0.3123,0.3365,0.1838,0.0059,0.4211,1.0,1.0,2.652,1.0,1.7076,0.8162,-0.11,0.9818,0,0,0,0,1,0,0,3366
2807,1057,1084,3866538,3866570,630,67,36,65563,84,126,1356,1,0,80,0.4351,0.571,0.7059,0.0243,0.55,0.7778,0.0,2.7993,1.5185,1.3424,-0.2941,-0.1634,0.9935,0,0,0,0,0,1,0,2807
9504,1580,1590,2542022,2542072,91,14,14,7263,71,102,1688,1,0,150,0.1182,0.4388,0.5,0.0059,0.7143,1.0,1.0,1.959,1.0,1.1461,0.5,-0.3586,0.204,0,0,0,0,0,1,0,9504
4505,0,14,1148345,1148364,759,44,69,67967,51,93,1356,1,0,70,0.0,0.3563,0.3548,0.0111,0.3514,1.0,1.0,2.8802,1.1761,1.8389,0.6452,-0.4202,0.997,0,1,0,0,0,0,0,4505
14290,41,216,1549800,1549891,6562,274,141,671353,42,126,1358,0,1,40,0.0604,0.4317,0.3785,0.1289,0.6272,0.4558,0.0,3.8199,2.243,1.8325,-0.6215,-0.1743,1.0,0,0,1,0,0,0,0,14290
12389,911,920,638468,638484,79,11,11,7164,71,109,1352,1,0,300,0.6638,0.27,0.6364,0.0074,0.9091,1.0,1.0,1.8976,1.0,1.0414,0.3636,-0.294,0.1822,0,0,0,0,0,0,1,12389
304,1550,1564,4601186,4601217,747,57,54,61966,86,110,1626,1,0,80,0.0928,0.2706,0.0714,0.0086,0.2105,0.9825,1.0,2.8733,1.1461,1.7324,0.9286,-0.2627,0.9998,0,0,0,0,0,0,1,304
16540,717,723,718602,718521,66,8,7,8586,136,156,1690,1,0,70,0.9279,0.3333,0.75,0.0036,0.75,0.8571,1.0,1.8195,0.7782,0.7782,0.25,0.0616,0.215,0,0,0,0,1,0,0,16540
17345,1063,1082,4373281,4373312,204,19,21,23894,86,114,1364,0,1,175,0.4106,0.3726,0.4762,0.0096,0.6842,1.0,1.0,2.3032,1.1139,1.3222,0.5238,-0.2427,0.4498,0,0,0,0,0,1,0,17345
17802,39,216,1970774,1970877,6679,274,131,669161,27,124,1358,0,1,40,0.0574,0.4294,0.3807,0.1303,0.6264,0.5114,0.0,3.8241,2.248,1.8195,-0.6192,-0.1916,1.0,0,0,1,0,0,0,0,17802
14819,853,860,800126,800138,51,13,12,5448,86,116,1354,1,0,70,0.9952,0.2143,0.5833,0.0052,0.5385,1.0,1.0,1.7076,0.8451,1.0792,0.4167,-0.213,0.1892,0,0,0,0,0,0,1,14819
3851,386,403,9007,9033,576,65,37,58587,56,128,1356,1,0,200,0.4976,0.3769,0.6471,0.0177,0.3607,0.8788,1.0,2.7118,1.3802,1.3617,0.3529,-0.2332,0.9975,0,0,0,0,0,1,0,3851
