"garage_id","user_id","user_type","start_plugin","start_plugin_hour","end_plugout","end_plugout_hour","el_kwh","duration_hours","month_plugin","weekdays_plugin"
"Bl2","Bl2-5","Private","2019-05-03T22:00:00.000",22,"2019-05-04T19:00:00.000",19,3.62,21.00611111,"May","Friday"
"Bl2","Bl2-4","Private","2019-05-04T00:17:00.000",0,"2019-05-04T11:44:00.000",11,20.78,11.46138889,"May","Saturday"
"Bl2","Bl2-2","Private","2019-05-04T01:20:00.000",1,"2019-05-04T12:36:00.000",12,17.84,11.26611111,"May","Saturday"
"AdO3","AdO3-2","Private","2019-05-04T11:24:00.000",11,"2019-05-04T12:11:00.000",12,2.96,0.791111111,"May","Saturday"
"AdO3","AdO3-2","Private","2019-05-04T13:05:00.000",13,"2019-05-04T15:46:00.000",15,10.11,2.695,"May","Saturday"
"AsO2","AsO2-1","Private","2019-05-04T13:45:00.000",13,"2019-05-05T10:29:00.000",10,16.36,20.74722222,"May","Saturday"
"Bl2","Bl2-3","Private","2019-05-04T15:32:00.000",15,"2019-05-07T07:38:00.000",7,4.46,64.09444444,"May","Saturday"
"AdO1","AdO1-1","Private","2019-05-05T07:30:00.000",7,"2019-05-05T15:20:00.000",15,19.16,7.840833333,"May","Sunday"
"AdO3","AdO3-3","Private","2019-05-05T13:09:00.000",13,"2019-05-06T07:29:00.000",7,26.49,18.34388889,"May","Sunday"
"Bl2","Bl2-5","Private","2019-05-05T13:28:00.000",13,"2019-05-05T14:36:00.000",14,3.71,1.125833333,"May","Sunday"
"UT9","Share-14","Shared","2019-05-05T15:14:00.000",15,"2019-05-05T18:57:00.000",18,24.22,3.724166667,"May","Sunday"
"Bl2","Bl2-5","Private","2019-05-05T16:30:00.000",16,"2019-05-05T17:19:00.000",17,2.89,0.813888889,"May","Sunday"
"AdO3","AdO3-2","Private","2019-05-05T16:51:00.000",16,"2019-05-06T07:09:00.000",7,17.41,14.29694444,"May","Sunday"
"Bl2","Bl2-5","Private","2019-05-05T17:39:00.000",17,"2019-05-05T21:46:00.000",21,6.57,4.122777778,"May","Sunday"
"UT9","Share-12","Shared","2019-05-05T17:49:00.000",17,"2019-05-05T19:22:00.000",19,8.04,1.56,"May","Sunday"
"AsO2","AsO2-1","Private","2019-05-05T18:02:00.000",18,"2019-05-06T07:19:00.000",7,4.95,13.28277778,"May","Sunday"
"AsO2","Share-4","Shared","2019-05-05T18:37:00.000",18,"2019-05-05T19:09:00.000",19,1.72,0.532222222,"May","Sunday"
"UT9","Share-12","Shared","2019-05-05T19:22:00.000",19,"2019-05-05T19:23:00.000",19,0.01,0.005833333,"May","Sunday"
"AsO2","Share-2","Shared","2019-05-05T20:22:00.000",20,"2019-05-05T22:10:00.000",22,12.5,1.803888889,"May","Sunday"
"Bl2","Bl2-5","Private","2019-05-05T22:03:00.000",22,"2019-05-06T06:59:00.000",6,1.93,8.935,"May","Sunday"
"Bl2","Bl2-2","Private","2019-05-06T02:55:00.000",2,"2019-05-06T06:56:00.000",6,14.5,4.018055556,"May","Monday"
"AdO1","AdO1-1","Private","2019-05-06T07:52:00.000",7,"2019-05-06T10:55:00.000",10,9.28,3.060833333,"May","Monday"
"UT9","Share-11","Shared","2019-05-06T15:29:00.000",15,"2019-05-06T17:35:00.000",17,10.92,2.101388889,"May","Monday"
"UT9","Share-13","Shared","2019-05-06T15:47:00.000",15,"2019-05-06T18:40:00.000",18,10.38,2.871111111,"May","Monday"
"AsO2","AsO2-1","Private","2019-05-06T18:05:00.000",18,"2019-05-07T07:26:00.000",7,14.5,13.3475,"May","Monday"
"Bl2","Bl2-5","Private","2019-05-06T19:32:00.000",19,"2019-05-06T20:48:00.000",20,4.47,1.255277778,"May","Monday"
"AdO1","AdO1-2","Private","2019-05-06T20:04:00.000",20,"2019-05-08T10:15:00.000",10,9.54,38.1825,"May","Monday"
"Bl2","Bl2-1","Private","2019-05-06T20:15:00.000",20,"2019-05-06T21:05:00.000",21,2.97,0.834444444,"May","Monday"
"UT9","Share-12","Shared","2019-05-06T20:32:00.000",20,"2019-05-07T06:25:00.000",6,22.6,9.892222222,"May","Monday"
"Bl2","Bl2-5","Private","2019-05-06T21:10:00.000",21,"2019-05-06T21:40:00.000",21,1.81,0.5125,"May","Monday"
"AsO2","AsO10-4","Shared","2019-05-06T21:23:00.000",21,"2019-05-06T23:57:00.000",23,17.71,2.573055556,"May","Monday"
"Bl2","Bl2-1","Private","2019-05-06T22:18:00.000",22,"2019-05-07T08:09:00.000",8,15.78,9.865555556,"May","Monday"
"UT9","Share-11","Shared","2019-05-07T13:32:00.000",13,"2019-05-07T15:31:00.000",15,10.22,1.989166667,"May","Tuesday"
"AdO1","AdO1-3","Private","2019-05-07T15:27:00.000",15,"2019-05-07T17:38:00.000",17,7.58,2.191388889,"May","Tuesday"
"AsO2","AsO2-1","Private","2019-05-07T16:32:00.000",16,"2019-05-08T07:17:00.000",7,12.62,14.73416667,"May","Tuesday"
"Bl2","Bl2-3","Private","2019-05-07T17:36:00.000",17,"2019-05-08T07:52:00.000",7,12.25,14.26083333,"May","Tuesday"
"Bl2","Bl2-6","Private","2019-05-07T17:56:00.000",17,"2019-05-08T09:40:00.000",9,9.35,15.73805556,"May","Tuesday"
"Bl2","Bl2-5","Private","2019-05-07T22:10:00.000",22,"2019-05-08T07:23:00.000",7,6.87,9.205,"May","Tuesday"
"Bl2","Bl2-1","Private","2019-05-08T15:02:00.000",15,"2019-05-08T18:21:00.000",18,11.95,3.324444444,"May","Wednesday"
"Bl2","Bl2-5","Private","2019-05-08T15:46:00.000",15,"2019-05-08T17:42:00.000",17,4.43,1.924444444,"May","Wednesday"
"Bl2","Bl2-3","Private","2019-05-08T16:27:00.000",16,"2019-05-08T18:00:00.000",18,5.17,1.561111111,"May","Wednesday"
"AsO2","AsO2-1","Private","2019-05-08T16:31:00.000",16,"2019-05-09T07:14:00.000",7,13.19,14.70833333,"May","Wednesday"
"AdO1","AdO1-3","Private","2019-05-08T17:06:00.000",17,"2019-05-09T17:36:00.000",17,18.74,24.50083333,"May","Wednesday"
"AsO2","Share-2","Shared","2019-05-08T18:52:00.000",18,"2019-05-08T21:42:00.000",21,19.46,2.828611111,"May","Wednesday"
"Bl2","Bl2-4","Private","2019-05-08T19:20:00.000",19,"2019-05-08T23:04:00.000",23,23.89,3.726388889,"May","Wednesday"
"AdO1","AdO1-1","Private","2019-05-08T20:15:00.000",20,"2019-05-09T10:18:00.000",10,21.95,14.04583333,"May","Wednesday"
"UT9","Share-12","Shared","2019-05-08T21:35:00.000",21,"2019-05-09T07:57:00.000",7,23.9,10.36861111,"May","Wednesday"
"AdO1","AdO1-2","Private","2019-05-08T22:47:00.000",22,"2019-05-09T08:46:00.000",8,8.95,9.971666667,"May","Wednesday"
"UT9","Share-12","Shared","2019-05-09T10:52:00.000",10,"2019-05-09T14:06:00.000",14,7.73,3.231111111,"May","Thursday"
"Bl2","Bl2-3","Private","2019-05-09T15:12:00.000",15,"2019-05-11T10:46:00.000",10,11.91,43.57555556,"May","Thursday"
"AdO3","AdO3-3","Private","2019-05-09T15:37:00.000",15,"2019-05-10T07:39:00.000",7,12.97,16.02833333,"May","Thursday"
"Bl2","Bl2-2","Private","2019-05-09T16:05:00.000",16,"2019-05-09T17:29:00.000",17,5.06,1.406944444,"May","Thursday"
"UT9","Share-12","Shared","2019-05-09T18:20:00.000",18,"2019-05-10T07:11:00.000",7,21.01,12.84111111,"May","Thursday"
"Bl2","Bl2-1","Private","2019-05-09T19:05:00.000",19,"2019-05-10T08:41:00.000",8,13.11,13.61055556,"May","Thursday"
"AsO2","AsO2-1","Private","2019-05-09T19:14:00.000",19,"2019-05-10T07:06:00.000",7,13.18,11.87027778,"May","Thursday"
"AdO3","AdO3-2","Private","2019-05-09T19:16:00.000",19,"2019-05-10T06:29:00.000",6,5.78,11.22722222,"May","Thursday"
"Bl2","Bl2-5","Private","2019-05-09T19:50:00.000",19,"2019-05-10T06:42:00.000",6,15,10.86444444,"May","Thursday"
"Bl2","Bl2-6","Private","2019-05-09T19:52:00.000",19,"2019-05-11T11:40:00.000",11,8.87,39.79861111,"May","Thursday"
"UT9","Share-13","Shared","2019-05-09T21:01:00.000",21,"2019-05-09T23:57:00.000",23,7.76,2.931944444,"May","Thursday"
"Bl2","Share-8","Shared","2019-05-09T23:03:00.000",23,"2019-05-10T11:09:00.000",11,27.77,12.10833333,"May","Thursday"
"Bl2","Bl2-2","Private","2019-05-10T01:03:00.000",1,"2019-05-10T09:53:00.000",9,19.03,8.841388889,"May","Friday"
"AsO2","Share-2","Shared","2019-05-10T12:23:00.000",12,"2019-05-10T14:47:00.000",14,16.64,2.386944444,"May","Friday"
"UT9","Share-13","Shared","2019-05-10T15:50:00.000",15,"2019-05-10T17:23:00.000",17,5.8,1.555833333,"May","Friday"
"AsO2","Share-4","Shared","2019-05-10T18:02:00.000",18,"2019-05-11T11:29:00.000",11,6.98,17.43694444,"May","Friday"
"AsO2","AsO2-1","Private","2019-05-10T18:59:00.000",18,"2019-05-12T10:22:00.000",10,14.76,39.38416667,"May","Friday"
"Bl2","Bl2-4","Private","2019-05-10T21:07:00.000",21,"2019-05-12T14:32:00.000",14,17.64,41.40777778,"May","Friday"
"Bl2","Bl2-2","Private","2019-05-11T02:52:00.000",2,"2019-05-11T15:53:00.000",15,17.01,13.015,"May","Saturday"
"AdO1","AdO1-1","Private","2019-05-11T07:33:00.000",7,"2019-05-11T10:27:00.000",10,10.54,2.898055556,"May","Saturday"
"AdO1","AdO1-2","Private","2019-05-11T14:41:00.000",14,"2019-05-13T11:49:00.000",11,11.5,45.12416667,"May","Saturday"
"Bl2","Bl2-6","Private","2019-05-11T19:09:00.000",19,"2019-05-14T10:04:00.000",10,18.01,62.91222222,"May","Saturday"
"UT9","Share-14","Shared","2019-05-11T19:45:00.000",19,"2019-05-12T01:34:00.000",1,41.57,5.823055556,"May","Saturday"
"Bl2","Bl2-1","Private","2019-05-11T22:16:00.000",22,"2019-05-12T14:06:00.000",14,15.4,15.84138889,"May","Saturday"
"AdO1","AdO1-1","Private","2019-05-12T07:49:00.000",7,"2019-05-12T20:44:00.000",20,19.76,12.91583333,"May","Sunday"
"AdO3","AdO3-3","Private","2019-05-12T12:15:00.000",12,"2019-05-13T07:26:00.000",7,25.66,19.17361111,"May","Sunday"
"UT9","Share-13","Shared","2019-05-12T14:45:00.000",14,"2019-05-12T15:11:00.000",15,1.62,0.446111111,"May","Sunday"
"AsO2","AsO10-4","Shared","2019-05-12T18:11:00.000",18,"2019-05-12T19:26:00.000",19,8.49,1.236111111,"May","Sunday"
"UT9","Share-13","Shared","2019-05-12T18:37:00.000",18,"2019-05-12T21:51:00.000",21,11.96,3.248333333,"May","Sunday"
"Bl2","Bl2-2","Private","2019-05-12T21:26:00.000",21,"2019-05-13T10:58:00.000",10,9.79,13.53527778,"May","Sunday"
"Bl2","Bl2-5","Private","2019-05-12T22:44:00.000",22,"2019-05-13T06:45:00.000",6,14.32,8.020555556,"May","Sunday"
"AdO1","AdO1-3","Private","2019-05-13T09:46:00.000",9,"2019-05-13T12:33:00.000",12,9.73,2.776111111,"May","Monday"
"UT9","Share-12","Shared","2019-05-13T15:30:00.000",15,"2019-05-13T22:28:00.000",22,17.16,6.9625,"May","Monday"
"Bl2","Bl2-5","Private","2019-05-13T16:17:00.000",16,"2019-05-13T18:01:00.000",18,6.18,1.734444444,"May","Monday"
"AsO2","AsO10-4","Shared","2019-05-13T16:55:00.000",16,"2019-05-13T17:24:00.000",17,3.24,0.474444444,"May","Monday"
"Bl2","Bl2-2","Private","2019-05-13T18:13:00.000",18,"2019-05-13T19:35:00.000",19,4.93,1.372222222,"May","Monday"
"UT9","Share-14","Shared","2019-05-13T19:24:00.000",19,"2019-05-13T23:13:00.000",23,26.49,3.801944444,"May","Monday"
"Bl2","Bl2-5","Private","2019-05-13T20:20:00.000",20,"2019-05-14T06:51:00.000",6,12.8,10.50555556,"May","Monday"
"Bl2","Share-8","Shared","2019-05-13T22:44:00.000",22,"2019-05-14T09:45:00.000",9,17.28,11.01472222,"May","Monday"
"Bl2","Bl2-3","Private","2019-05-13T22:48:00.000",22,"2019-05-15T07:46:00.000",7,11.59,32.975,"May","Monday"
"Bl2","Bl2-2","Private","2019-05-14T03:31:00.000",3,"2019-05-14T07:16:00.000",7,13.51,3.743333333,"May","Tuesday"
"AdO1","AdO1-3","Private","2019-05-14T15:34:00.000",15,"2019-05-15T14:21:00.000",14,15.57,22.78083333,"May","Tuesday"
"AdO3","AdO3-2","Private","2019-05-14T15:36:00.000",15,"2019-05-14T18:07:00.000",18,5.13,2.511388889,"May","Tuesday"
"Bl2","Bl2-1","Private","2019-05-14T15:44:00.000",15,"2019-05-14T16:50:00.000",16,3.92,1.092777778,"May","Tuesday"
"Bl2","Bl2-5","Private","2019-05-14T15:55:00.000",15,"2019-05-14T18:41:00.000",18,4.64,2.773611111,"May","Tuesday"
"UT9","Share-11","Shared","2019-05-14T16:14:00.000",16,"2019-05-14T18:37:00.000",18,11.18,2.388055556,"May","Tuesday"
"Bl2","Bl2-1","Private","2019-05-14T16:52:00.000",16,"2019-05-14T19:28:00.000",19,9.39,2.607222222,"May","Tuesday"
"AsO2","AsO10-4","Shared","2019-05-14T20:19:00.000",20,"2019-05-14T21:41:00.000",21,9.42,1.3675,"May","Tuesday"
"Bl2","Bl2-5","Private","2019-05-14T21:21:00.000",21,"2019-05-14T22:08:00.000",22,2.77,0.780833333,"May","Tuesday"
"Bl2","Bl2-5","Private","2019-05-14T22:29:00.000",22,"2019-05-15T07:53:00.000",7,2.01,9.411111111,"May","Tuesday"
"AdO1","AdO1-2","Private","2019-05-15T01:10:00.000",1,"2019-05-15T12:20:00.000",12,9.56,11.16833333,"May","Wednesday"
"Bl2","Bl2-1","Private","2019-05-15T07:58:00.000",7,"2019-05-15T08:17:00.000",8,1.14,0.3225,"May","Wednesday"
"Bl2","Bl2-6","Private","2019-05-15T11:53:00.000",11,"2019-05-15T15:05:00.000",15,9.85,3.200833333,"May","Wednesday"
"Bl2","Bl2-2","Private","2019-05-15T14:55:00.000",14,"2019-05-15T19:26:00.000",19,16.33,4.522222222,"May","Wednesday"
"Bl2","Bl2-1","Private","2019-05-15T15:14:00.000",15,"2019-05-15T16:27:00.000",16,4.38,1.219722222,"May","Wednesday"
"Bl2","Bl2-5","Private","2019-05-15T16:13:00.000",16,"2019-05-15T16:33:00.000",16,1.21,0.342777778,"May","Wednesday"
"Bl2","Bl2-5","Private","2019-05-15T16:56:00.000",16,"2019-05-15T17:35:00.000",17,2.3,0.646666667,"May","Wednesday"
"Bl2","Bl2-3","Private","2019-05-15T17:54:00.000",17,"2019-05-15T23:06:00.000",23,10.69,5.211111111,"May","Wednesday"
"Bl2","Bl2-5","Private","2019-05-15T18:41:00.000",18,"2019-05-15T20:44:00.000",20,7.35,2.054722222,"May","Wednesday"
"Bl2","Bl2-1","Private","2019-05-15T19:36:00.000",19,"2019-05-16T07:58:00.000",7,16.69,12.36055556,"May","Wednesday"
"Bl2","Bl2-5","Private","2019-05-15T21:19:00.000",21,"2019-05-16T06:55:00.000",6,6.65,9.598333333,"May","Wednesday"
"Bl2","Bl2-4","Private","2019-05-15T21:25:00.000",21,"2019-05-16T09:42:00.000",9,20.58,12.29666667,"May","Wednesday"
"UT9","Share-12","Shared","2019-05-15T21:45:00.000",21,"2019-05-16T07:45:00.000",7,20.92,9.993888889,"May","Wednesday"
"AdO1","AdO1-2","Private","2019-05-15T21:48:00.000",21,"2019-05-16T15:10:00.000",15,6.03,17.35805556,"May","Wednesday"
"Bl2","Bl2-3","Private","2019-05-15T23:16:00.000",23,"2019-05-16T07:46:00.000",7,17.62,8.502222222,"May","Wednesday"
"AsO2","Share-4","Shared","2019-05-16T10:30:00.000",10,"2019-05-16T13:19:00.000",13,3.1,2.818055556,"May","Thursday"
"Bl2","Bl2-5","Private","2019-05-16T15:15:00.000",15,"2019-05-16T17:43:00.000",17,4.49,2.470277778,"May","Thursday"
"AdO1","AdO1-1","Private","2019-05-16T16:22:00.000",16,"2019-05-17T12:19:00.000",12,21.4,19.94138889,"May","Thursday"
"Bl2","Bl2-3","Private","2019-05-16T19:04:00.000",19,"2019-05-17T11:00:00.000",11,32.33,15.93472222,"May","Thursday"
"Bl2","Bl2-5","Private","2019-05-16T19:55:00.000",19,"2019-05-17T08:22:00.000",8,3.17,12.46111111,"May","Thursday"
"Bl2","Bl2-6","Private","2019-05-16T20:06:00.000",20,"2019-05-18T11:50:00.000",11,11.87,39.73194444,"May","Thursday"
"AdO3","AdO3-2","Private","2019-05-16T20:38:00.000",20,"2019-05-17T09:37:00.000",9,7.44,12.99277778,"May","Thursday"
"Bl2","Bl2-2","Private","2019-05-16T20:43:00.000",20,"2019-05-17T11:10:00.000",11,14.71,14.44583333,"May","Thursday"
"Bl2","Bl2-1","Private","2019-05-16T21:30:00.000",21,"2019-05-17T09:03:00.000",9,14.92,11.54694444,"May","Thursday"
"Bl2","Share-8","Shared","2019-05-16T22:13:00.000",22,"2019-05-17T08:13:00.000",8,20.6,9.990555556,"May","Thursday"
"Bl2","Bl2-3","Private","2019-05-17T11:00:00.000",11,"2019-05-18T11:10:00.000",11,11.34,24.16222222,"May","Friday"
"UT9","Share-11","Shared","2019-05-17T14:08:00.000",14,"2019-05-17T17:14:00.000",17,14.55,3.101388889,"May","Friday"
"Bl2","Bl2-5","Private","2019-05-18T12:37:00.000",12,"2019-05-18T15:50:00.000",15,9.53,3.213611111,"May","Saturday"
"AsO2","AsO2-1","Private","2019-05-18T16:19:00.000",16,"2019-05-20T07:09:00.000",7,13.76,38.82972222,"May","Saturday"
"Bl2","Bl2-2","Private","2019-05-18T16:28:00.000",16,"2019-05-18T20:14:00.000",20,12.44,3.763333333,"May","Saturday"
"AdO3","AdO3-2","Private","2019-05-18T16:46:00.000",16,"2019-05-20T07:21:00.000",7,9.88,38.58055556,"May","Saturday"
"AdO3","AdO3-3","Private","2019-05-18T17:07:00.000",17,"2019-05-19T09:17:00.000",9,19.59,16.16055556,"May","Saturday"
"Bl2","Bl2-3","Private","2019-05-18T18:13:00.000",18,"2019-05-20T16:10:00.000",16,28.39,45.9425,"May","Saturday"
"AdO1","AdO1-1","Private","2019-05-18T21:24:00.000",21,"2019-05-19T07:44:00.000",7,10.59,10.3425,"May","Saturday"
"UT9","Share-14","Shared","2019-05-19T00:57:00.000",0,"2019-05-19T13:24:00.000",13,56.5,12.44583333,"May","Sunday"
"Bl2","Bl2-5","Private","2019-05-19T14:14:00.000",14,"2019-05-19T16:52:00.000",16,5.3,2.623333333,"May","Sunday"
"AdO1","AdO1-3","Private","2019-05-19T14:16:00.000",14,"2019-05-20T07:21:00.000",7,7.79,17.09833333,"May","Sunday"
"AdO1","AdO1-2","Private","2019-05-19T16:32:00.000",16,"2019-05-20T10:59:00.000",10,7.13,18.44555556,"May","Sunday"
"Bl2","Bl2-5","Private","2019-05-19T17:16:00.000",17,"2019-05-19T20:50:00.000",20,2.11,3.569722222,"May","Sunday"
"AsO2","AsO10-4","Shared","2019-05-19T18:56:00.000",18,"2019-05-19T22:35:00.000",22,24.5,3.653055556,"May","Sunday"
"Bl2","Bl2-2","Private","2019-05-19T22:01:00.000",22,"2019-05-20T08:18:00.000",8,17,10.28,"May","Sunday"
"AsO2","AsO2-1","Private","2019-05-20T16:10:00.000",16,"2019-05-21T07:17:00.000",7,11.49,15.115,"May","Monday"
"Bl2","Bl2-6","Private","2019-05-20T20:16:00.000",20,"2019-05-21T12:36:00.000",12,10.9,16.33166667,"May","Monday"
"Bl2","Bl2-5","Private","2019-05-20T21:58:00.000",21,"2019-05-21T07:06:00.000",7,8.94,9.140555556,"May","Monday"
"Bl2","Bl2-1","Private","2019-05-21T10:18:00.000",10,"2019-05-21T12:18:00.000",12,7.21,2.004444444,"May","Tuesday"
"UT9","Share-12","Shared","2019-05-21T12:01:00.000",12,"2019-05-21T16:27:00.000",16,23.03,4.433611111,"May","Tuesday"
"Bl2","Bl2-2","Private","2019-05-21T14:23:00.000",14,"2019-05-21T18:29:00.000",18,14.85,4.1075,"May","Tuesday"
"AdO1","AdO1-3","Private","2019-05-21T16:21:00.000",16,"2019-05-22T07:17:00.000",7,16.93,14.94361111,"May","Tuesday"
"AsO2","AsO2-1","Private","2019-05-21T16:53:00.000",16,"2019-05-24T07:11:00.000",7,11.4,62.30027778,"May","Tuesday"
"Bl2","Bl2-3","Private","2019-05-21T20:00:00.000",20,"2019-05-22T18:28:00.000",18,3.89,22.47388889,"May","Tuesday"
"Bl2","Bl2-5","Private","2019-05-21T21:03:00.000",21,"2019-05-21T21:31:00.000",21,1.69,0.48,"May","Tuesday"
"Bl2","Bl2-4","Private","2019-05-21T21:11:00.000",21,"2019-05-22T10:32:00.000",10,18.59,13.34333333,"May","Tuesday"
"Bl2","Bl2-5","Private","2019-05-21T21:52:00.000",21,"2019-05-21T22:44:00.000",22,3.01,0.860555556,"May","Tuesday"
"Bl2","Bl2-5","Private","2019-05-21T23:17:00.000",23,"2019-05-22T06:44:00.000",6,6.84,7.455555556,"May","Tuesday"
"UT9","Share-6","Shared","2019-05-22T14:13:00.000",14,"2019-05-22T15:36:00.000",15,5.15,1.396111111,"May","Wednesday"
"Bl2","Bl2-2","Private","2019-05-22T15:08:00.000",15,"2019-05-22T16:31:00.000",16,4.99,1.386388889,"May","Wednesday"
"AdO1","AdO1-3","Private","2019-05-22T16:52:00.000",16,"2019-05-23T08:04:00.000",8,13.34,15.19083333,"May","Wednesday"
"Bl2","Bl2-5","Private","2019-05-22T18:03:00.000",18,"2019-05-23T06:59:00.000",6,7.18,12.92138889,"May","Wednesday"
"Bl2","Bl2-1","Private","2019-05-22T18:35:00.000",18,"2019-05-22T21:21:00.000",21,9.97,2.763333333,"May","Wednesday"
"Bl2","Bl2-1","Private","2019-05-22T21:41:00.000",21,"2019-05-23T06:50:00.000",6,9.04,9.1475,"May","Wednesday"
"UT9","Share-13","Shared","2019-05-22T22:23:00.000",22,"2019-05-23T00:26:00.000",0,7.42,2.049722222,"May","Wednesday"
"AdO1","AdO1-1","Private","2019-05-23T07:52:00.000",7,"2019-05-23T15:02:00.000",15,17.39,7.175277778,"May","Thursday"
"AsO2","Share-2","Shared","2019-05-23T08:22:00.000",8,"2019-05-23T15:21:00.000",15,44.69,6.988055556,"May","Thursday"
"UT9","Share-6","Shared","2019-05-23T13:53:00.000",13,"2019-05-23T19:38:00.000",19,20.37,5.746111111,"May","Thursday"
"AsO2","SR14-2","Shared","2019-05-23T14:06:00.000",14,"2019-05-23T17:33:00.000",17,21.37,3.454722222,"May","Thursday"
"AdO1","AdO1-3","Private","2019-05-23T14:33:00.000",14,"2019-05-23T19:39:00.000",19,14.38,5.093888889,"May","Thursday"
"AdO3","AdO3-3","Private","2019-05-23T15:13:00.000",15,"2019-05-24T07:23:00.000",7,15.9,16.16805556,"May","Thursday"
"AdO3","AdO3-4","Private","2019-05-23T15:30:00.000",15,"2019-05-23T19:36:00.000",19,26.46,4.0975,"May","Thursday"
"UT9","Share-11","Shared","2019-05-23T16:10:00.000",16,"2019-05-23T18:01:00.000",18,9.75,1.852777778,"May","Thursday"
"Bl2","Bl2-6","Private","2019-05-23T18:00:00.000",18,"2019-05-28T11:06:00.000",11,10.38,113.0958333,"May","Thursday"
"Bl2","Bl2-5","Private","2019-05-23T18:25:00.000",18,"2019-05-23T19:23:00.000",19,3.47,0.973611111,"May","Thursday"
"UT9","Share-12","Shared","2019-05-23T18:58:00.000",18,"2019-05-24T06:39:00.000",6,25.33,11.67638889,"May","Thursday"
"Bl2","Share-8","Shared","2019-05-23T19:31:00.000",19,"2019-05-24T10:10:00.000",10,29.47,14.64111111,"May","Thursday"
"Bl2","Bl2-5","Private","2019-05-23T19:57:00.000",19,"2019-05-24T07:04:00.000",7,9.91,11.12583333,"May","Thursday"
"UT9","Share-14","Shared","2019-05-23T20:05:00.000",20,"2019-05-23T23:42:00.000",23,18.73,3.617777778,"May","Thursday"
"Bl2","Bl2-2","Private","2019-05-23T20:23:00.000",20,"2019-05-23T20:33:00.000",20,0.62,0.178611111,"May","Thursday"
"Bl2","Bl2-2","Private","2019-05-23T21:24:00.000",21,"2019-05-24T08:55:00.000",8,14.68,11.51972222,"May","Thursday"
"AsO2","SR14-2","Shared","2019-05-23T22:04:00.000",22,"2019-05-24T07:17:00.000",7,30.99,9.2275,"May","Thursday"
"UT9","Share-14","Shared","2019-05-23T23:42:00.000",23,"2019-05-24T07:08:00.000",7,29.44,7.429166667,"May","Thursday"
"AdO3","AdO3-4","Private","2019-05-24T00:01:00.000",0,"2019-05-24T14:19:00.000",14,12.5,14.29944444,"May","Friday"
"UT9","Share-11","Shared","2019-05-24T14:20:00.000",14,"2019-05-24T17:01:00.000",17,6.23,2.685555556,"May","Friday"
"Bl2","Bl2-3","Private","2019-05-24T15:38:00.000",15,"2019-05-25T12:25:00.000",12,13.76,20.78694444,"May","Friday"
"AdO3","AdO3-2","Private","2019-05-24T16:04:00.000",16,"2019-05-24T22:22:00.000",22,2.21,6.299444444,"May","Friday"
"UT9","Share-13","Shared","2019-05-24T16:10:00.000",16,"2019-05-24T17:24:00.000",17,4.45,1.241666667,"May","Friday"
"AsO2","AsO2-1","Private","2019-05-24T17:40:00.000",17,"2019-05-24T18:18:00.000",18,2.27,0.636666667,"May","Friday"
"Bl2","Bl2-5","Private","2019-05-24T17:52:00.000",17,"2019-05-24T19:16:00.000",19,4.98,1.3975,"May","Friday"
"Bl2","Share-7","Shared","2019-05-24T21:22:00.000",21,"2019-05-25T08:35:00.000",8,63.8,11.22027778,"May","Friday"
"Bl2","Bl2-5","Private","2019-05-24T21:49:00.000",21,"2019-05-24T21:55:00.000",21,0.32,0.099722222,"May","Friday"
"Bl2","Bl2-5","Private","2019-05-24T22:31:00.000",22,"2019-05-25T08:17:00.000",8,10.85,9.763611111,"May","Friday"
"AdO3","AdO3-2","Private","2019-05-25T00:53:00.000",0,"2019-05-25T12:08:00.000",12,14.52,11.25861111,"May","Saturday"
"AsO2","Share-4","Shared","2019-05-25T09:00:00.000",9,"2019-05-25T10:58:00.000",10,5.87,1.962222222,"May","Saturday"
"Bl2","Bl2-1","Private","2019-05-25T09:03:00.000",9,"2019-05-25T12:41:00.000",12,10.06,3.643055556,"May","Saturday"
"Bl2","Bl2-2","Private","2019-05-25T11:45:00.000",11,"2019-05-25T14:39:00.000",14,10.46,2.901666667,"May","Saturday"
"AdO1","AdO1-1","Private","2019-05-25T14:54:00.000",14,"2019-05-26T11:59:00.000",11,16.74,21.08805556,"May","Saturday"
"Bl2","Bl2-5","Private","2019-05-25T18:17:00.000",18,"2019-05-25T23:30:00.000",23,14.74,5.218333333,"May","Saturday"
"UT9","Share-13","Shared","2019-05-25T18:34:00.000",18,"2019-05-25T21:48:00.000",21,11.7,3.231111111,"May","Saturday"
"Bl2","Bl2-2","Private","2019-05-25T19:24:00.000",19,"2019-05-25T20:01:00.000",20,2.22,0.620277778,"May","Saturday"
"Bl2","Bl2-2","Private","2019-05-25T22:02:00.000",22,"2019-05-25T22:18:00.000",22,0.89,0.253611111,"May","Saturday"
"Bl2","Bl2-2","Private","2019-05-25T23:05:00.000",23,"2019-05-26T00:51:00.000",0,6.35,1.765555556,"May","Saturday"
"Bl2","Bl2-2","Private","2019-05-26T01:26:00.000",1,"2019-05-26T15:57:00.000",15,9.75,14.51472222,"May","Sunday"
"Bl2","Bl2-1","Private","2019-05-26T10:23:00.000",10,"2019-05-26T11:16:00.000",11,3.16,0.885,"May","Sunday"
"AsO2","Share-4","Shared","2019-05-26T10:55:00.000",10,"2019-05-27T07:14:00.000",7,4.81,20.32777778,"May","Sunday"
