ride_id,rideable_type,started_at,ended_at,start_station_id,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual,ride_length
2170,standard_bike,2016-01-08 10:29:54,2016-01-08 10:53:53,3191,3214,40.7182113,-74.0836394,40.7127742,-74.0364857,Subscriber,1439
2171,standard_bike,2016-01-08 10:33:13,2016-01-08 10:35:36,3213,3186,40.71848892,-74.047726625,40.71958611647166,-74.04311746358871,Subscriber,143
2172,standard_bike,2016-01-08 10:46:39,2016-01-08 10:55:42,3194,3211,40.7253399253558,-74.06762212514877,40.72152515,-74.046304543,Subscriber,543
2173,standard_bike,2016-01-08 10:49:15,2016-01-08 10:56:09,3193,3195,40.7246050998869,-74.07840594649315,40.73074262530658,-74.06378388404846,Subscriber,414
2174,standard_bike,2016-01-08 11:06:20,2016-01-08 11:15:15,3212,3198,40.734785818,-74.050443636,40.74871594538023,-74.04044330120087,Subscriber,535
2175,standard_bike,2016-01-08 11:12:22,2016-01-08 11:15:43,3214,3183,40.7127742,-74.0364857,40.7162469,-74.0334588,Subscriber,201
2176,standard_bike,2016-01-08 11:29:46,2016-01-08 11:46:40,3210,3202,40.742677141,-74.051788633,40.7272235,-74.0337589,Subscriber,1013
2177,standard_bike,2016-01-08 11:34:18,2016-01-08 12:54:04,3209,3209,40.7241765,-74.0506564,40.7241765,-74.0506564,Subscriber,4785
2178,standard_bike,2016-01-08 11:39:20,2016-01-08 11:48:38,3203,3211,40.727595966,-74.044247311,40.72152515,-74.046304543,Subscriber,557
2179,standard_bike,2016-01-08 11:44:16,2016-01-08 11:57:09,3185,3195,40.7177325,-74.043845,40.73074262530658,-74.06378388404846,Subscriber,773
2180,standard_bike,2016-01-08 11:46:36,2016-01-08 11:55:33,3225,3186,40.7236589,-74.0641943,40.71958611647166,-74.04311746358871,Subscriber,537
2181,standard_bike,2016-01-08 11:47:43,2016-01-08 11:52:22,3209,3186,40.7241765,-74.0506564,40.71958611647166,-74.04311746358871,Subscriber,278
2182,standard_bike,2016-01-08 11:50:19,2016-01-08 11:58:26,3202,3183,40.7272235,-74.0337589,40.7162469,-74.0334588,Subscriber,486
2183,standard_bike,2016-01-08 11:57:53,2016-01-08 12:01:53,3186,3203,40.71958611647166,-74.04311746358871,40.727595966,-74.044247311,Subscriber,240
2184,standard_bike,2016-01-08 12:06:48,2016-01-08 12:11:36,3213,3183,40.71848892,-74.047726625,40.7162469,-74.0334588,Subscriber,287
2185,standard_bike,2016-01-08 12:08:27,2016-01-08 12:18:31,3183,3199,40.7162469,-74.0334588,40.7287448,-74.0321082,Subscriber,603
2186,standard_bike,2016-01-08 12:19:24,2016-01-08 12:26:26,3183,3211,40.7162469,-74.0334588,40.72152515,-74.046304543,Subscriber,421
2187,standard_bike,2016-01-08 12:26:53,2016-01-08 12:38:15,3186,3209,40.71958611647166,-74.04311746358871,40.7241765,-74.0506564,Subscriber,681
2188,standard_bike,2016-01-08 12:38:46,2016-01-08 13:05:49,3214,3214,40.7127742,-74.0364857,40.7127742,-74.0364857,Subscriber,1622
2189,standard_bike,2016-01-08 12:42:08,2016-01-08 12:48:52,3199,3184,40.7287448,-74.0321082,40.7141454,-74.0335519,Subscriber,404
2190,standard_bike,2016-01-08 12:42:58,2016-01-08 12:51:52,3195,3203,40.73074262530658,-74.06378388404846,40.727595966,-74.044247311,Subscriber,534
2191,standard_bike,2016-01-08 12:53:44,2016-01-08 13:04:36,3214,3202,40.7127742,-74.0364857,40.7272235,-74.0337589,Subscriber,652
2192,standard_bike,2016-01-08 13:03:06,2016-01-08 13:45:26,3184,3202,40.7141454,-74.0335519,40.7272235,-74.0337589,Customer,2540
2193,standard_bike,2016-01-08 13:04:14,2016-01-08 13:19:54,3211,3183,40.72152515,-74.046304543,40.7162469,-74.0334588,Subscriber,939
2194,standard_bike,2016-01-08 13:04:54,2016-01-08 13:08:01,3211,3203,40.72152515,-74.046304543,40.727595966,-74.044247311,Subscriber,187
2195,standard_bike,2016-01-08 13:13:17,2016-01-08 13:20:58,3211,3206,40.72152515,-74.046304543,40.7311689,-74.0575736,Subscriber,461
2196,standard_bike,2016-01-08 13:13:33,2016-01-08 13:43:25,3203,3186,40.727595966,-74.044247311,40.71958611647166,-74.04311746358871,Subscriber,1791
2197,standard_bike,2016-01-08 13:13:55,2016-01-08 13:17:49,3203,3209,40.727595966,-74.044247311,40.7241765,-74.0506564,Subscriber,234
2198,standard_bike,2016-01-08 13:16:01,2016-01-08 13:24:20,3183,3202,40.7162469,-74.0334588,40.7272235,-74.0337589,Subscriber,498
2199,standard_bike,2016-01-08 13:21:46,2016-01-08 13:27:43,3187,3185,40.7211236,-74.03805095,40.7177325,-74.043845,Subscriber,356
2200,standard_bike,2016-01-08 13:29:41,2016-01-08 13:37:09,3206,3201,40.7311689,-74.0575736,40.737711,-74.066921,Subscriber,448
2201,standard_bike,2016-01-08 13:31:42,2016-01-08 13:36:30,3186,3213,40.71958611647166,-74.04311746358871,40.71848892,-74.047726625,Subscriber,288
2202,standard_bike,2016-01-08 13:38:06,2016-01-08 13:58:17,3187,3187,40.7211236,-74.03805095,40.7211236,-74.03805095,Subscriber,1211
2203,standard_bike,2016-01-08 13:40:09,2016-01-08 13:49:22,3211,3183,40.72152515,-74.046304543,40.7162469,-74.0334588,Subscriber,553
2204,standard_bike,2016-01-08 14:05:18,2016-01-08 14:07:23,3211,3213,40.72152515,-74.046304543,40.71848892,-74.047726625,Subscriber,125
2205,standard_bike,2016-01-08 14:07:14,2016-01-08 14:11:09,3185,3187,40.7177325,-74.043845,40.7211236,-74.03805095,Subscriber,234
2206,standard_bike,2016-01-08 14:09:47,2016-01-08 14:15:59,3195,3201,40.73074262530658,-74.06378388404846,40.737711,-74.066921,Subscriber,371
2207,standard_bike,2016-01-08 14:12:04,2016-01-08 14:13:30,3199,3202,40.7287448,-74.0321082,40.7272235,-74.0337589,Subscriber,85
2208,standard_bike,2016-01-08 14:15:13,2016-01-08 14:27:52,3215,3202,40.7467299,-74.0492509,40.7272235,-74.0337589,Subscriber,759
2209,standard_bike,2016-01-08 14:26:03,2016-01-08 14:31:40,3186,3203,40.71958611647166,-74.04311746358871,40.727595966,-74.044247311,Subscriber,336
2210,standard_bike,2016-01-08 14:26:42,2016-01-08 14:40:42,3206,3209,40.7311689,-74.0575736,40.7241765,-74.0506564,Subscriber,840
2211,standard_bike,2016-01-08 14:27:01,2016-01-08 14:40:35,3206,3209,40.7311689,-74.0575736,40.7241765,-74.0506564,Subscriber,814
2212,standard_bike,2016-01-08 14:35:08,2016-01-08 14:45:36,3196,3195,40.7443187,-74.0439909,40.73074262530658,-74.06378388404846,Subscriber,627
2213,standard_bike,2016-01-08 14:37:36,2016-01-08 14:51:59,3186,3186,40.71958611647166,-74.04311746358871,40.71958611647166,-74.04311746358871,Subscriber,862
2214,standard_bike,2016-01-08 14:38:48,2016-01-08 14:48:56,3220,3211,40.73496102000952,-74.0595030784607,40.72152515,-74.046304543,Subscriber,608
2215,standard_bike,2016-01-08 14:39:30,2016-01-08 14:42:36,3194,3195,40.7253399253558,-74.06762212514877,40.73074262530658,-74.06378388404846,Subscriber,185
2216,standard_bike,2016-01-08 14:46:40,2016-01-08 14:54:43,3193,3195,40.7246050998869,-74.07840594649315,40.73074262530658,-74.06378388404846,Subscriber,482
2217,standard_bike,2016-01-08 14:58:44,2016-01-08 15:05:24,3203,3186,40.727595966,-74.044247311,40.71958611647166,-74.04311746358871,Subscriber,399
2218,standard_bike,2016-01-08 15:02:45,2016-01-08 15:12:42,3196,3197,40.7443187,-74.0439909,40.752559,-74.044725,Subscriber,596
2219,standard_bike,2016-01-08 15:06:41,2016-01-08 15:14:18,3199,3183,40.7287448,-74.0321082,40.7162469,-74.0334588,Subscriber,457
2220,standard_bike,2016-01-08 15:11:09,2016-01-08 15:15:25,3203,3187,40.727595966,-74.044247311,40.7211236,-74.03805095,Subscriber,256
2221,standard_bike,2016-01-08 15:21:25,2016-01-08 15:44:14,3195,3184,40.73074262530658,-74.06378388404846,40.7141454,-74.0335519,Subscriber,1368
2222,standard_bike,2016-01-08 15:22:28,2016-01-08 15:26:21,3213,3209,40.71848892,-74.047726625,40.7241765,-74.0506564,Subscriber,233
2223,standard_bike,2016-01-08 15:25:54,2016-01-08 15:39:24,3225,3186,40.7236589,-74.0641943,40.71958611647166,-74.04311746358871,Subscriber,809
2224,standard_bike,2016-01-08 15:28:22,2016-01-08 15:48:34,3202,3215,40.7272235,-74.0337589,40.7467299,-74.0492509,Subscriber,1211
2225,standard_bike,2016-01-08 15:31:27,2016-01-08 15:37:46,3202,3203,40.7272235,-74.0337589,40.727595966,-74.044247311,Subscriber,378
2226,standard_bike,2016-01-08 15:35:04,2016-01-08 15:40:14,3187,3199,40.7211236,-74.03805095,40.7287448,-74.0321082,Subscriber,310
2227,standard_bike,2016-01-08 15:36:27,2016-01-08 16:15:03,3197,3215,40.752559,-74.044725,40.7467299,-74.0492509,Subscriber,2315
2228,standard_bike,2016-01-08 15:36:37,2016-01-08 15:39:11,3202,3199,40.7272235,-74.0337589,40.7287448,-74.0321082,Customer,153
2229,standard_bike,2016-01-08 15:41:34,2016-01-08 15:49:25,3209,3186,40.7241765,-74.0506564,40.71958611647166,-74.04311746358871,Subscriber,471
2230,standard_bike,2016-01-08 15:45:46,2016-01-08 15:46:54,3183,3183,40.7162469,-74.0334588,40.7162469,-74.0334588,Subscriber,68
2231,standard_bike,2016-01-08 15:47:30,2016-01-08 15:51:14,3183,3214,40.7162469,-74.0334588,40.7127742,-74.0364857,Subscriber,223
2232,standard_bike,2016-01-08 15:49:20,2016-01-08 16:03:59,3194,3187,40.7253399253558,-74.06762212514877,40.7211236,-74.03805095,Subscriber,878
2233,standard_bike,2016-01-08 15:50:02,2016-01-08 16:04:10,3194,3187,40.7253399253558,-74.06762212514877,40.7211236,-74.03805095,Subscriber,848
2234,standard_bike,2016-01-08 15:50:42,2016-01-08 15:57:44,3195,3193,40.73074262530658,-74.06378388404846,40.7246050998869,-74.07840594649315,Subscriber,421
2235,standard_bike,2016-01-08 16:01:29,2016-01-08 16:20:50,3184,3220,40.7141454,-74.0335519,40.73496102000952,-74.0595030784607,Subscriber,1160
2236,standard_bike,2016-01-08 16:05:10,2016-01-08 16:18:36,3206,3199,40.7311689,-74.0575736,40.7287448,-74.0321082,Subscriber,805
2237,standard_bike,2016-01-08 16:13:55,2016-01-08 16:30:25,3203,3206,40.727595966,-74.044247311,40.7311689,-74.0575736,Subscriber,990
2238,standard_bike,2016-01-08 16:15:17,2016-01-08 16:21:15,3203,3202,40.727595966,-74.044247311,40.7272235,-74.0337589,Subscriber,358
2239,standard_bike,2016-01-08 16:16:27,2016-01-08 16:19:15,3205,3186,40.71653978099194,-74.0496379137039,40.71958611647166,-74.04311746358871,Subscriber,168
2240,standard_bike,2016-01-08 16:29:45,2016-01-08 16:37:02,3213,3184,40.71848892,-74.047726625,40.7141454,-74.0335519,Subscriber,437
2241,standard_bike,2016-01-08 16:31:40,2016-01-08 16:41:51,3195,3210,40.73074262530658,-74.06378388404846,40.742677141,-74.051788633,Subscriber,610
2242,standard_bike,2016-01-08 16:32:14,2016-01-08 16:39:41,3202,3203,40.7272235,-74.0337589,40.727595966,-74.044247311,Subscriber,446
2243,standard_bike,2016-01-08 16:32:29,2016-01-08 16:52:40,3214,3191,40.7127742,-74.0364857,40.7182113,-74.0836394,Subscriber,1210
2244,standard_bike,2016-01-08 16:36:11,2016-01-08 16:42:27,3186,3203,40.71958611647166,-74.04311746358871,40.727595966,-74.044247311,Subscriber,375
2245,standard_bike,2016-01-08 16:36:34,2016-01-08 16:41:57,3203,3202,40.727595966,-74.044247311,40.7272235,-74.0337589,Subscriber,322
2246,standard_bike,2016-01-08 16:36:43,2016-01-08 16:51:11,3186,3190,40.71958611647166,-74.04311746358871,40.7104670233797,-74.07003879547119,Subscriber,868
2247,standard_bike,2016-01-08 16:39:52,2016-01-08 16:48:37,3184,3192,40.7141454,-74.0335519,40.7112423,-74.0557013,Subscriber,524
2248,standard_bike,2016-01-08 16:40:06,2016-01-08 16:50:53,3184,3209,40.7141454,-74.0335519,40.7241765,-74.0506564,Subscriber,647
2249,standard_bike,2016-01-08 16:46:24,2016-01-08 16:54:51,3202,3214,40.7272235,-74.0337589,40.7127742,-74.0364857,Subscriber,506
2250,standard_bike,2016-01-08 16:54:11,2016-01-08 17:15:07,3183,3210,40.7162469,-74.0334588,40.742677141,-74.051788633,Subscriber,1255
2251,standard_bike,2016-01-08 16:56:23,2016-01-08 17:01:28,3184,3187,40.7141454,-74.0335519,40.7211236,-74.03805095,Subscriber,304
2252,standard_bike,2016-01-08 17:00:49,2016-01-08 17:02:59,3183,3184,40.7162469,-74.0334588,40.7141454,-74.0335519,Subscriber,129
2253,standard_bike,2016-01-08 17:01:35,2016-01-08 17:09:52,3212,3195,40.734785818,-74.050443636,40.73074262530658,-74.06378388404846,Subscriber,497
2254,standard_bike,2016-01-08 17:03:04,2016-01-08 17:14:31,3225,3183,40.7236589,-74.0641943,40.7162469,-74.0334588,Subscriber,687
2255,standard_bike,2016-01-08 17:04:16,2016-01-08 17:13:29,3212,3186,40.734785818,-74.050443636,40.71958611647166,-74.04311746358871,Subscriber,553
2256,standard_bike,2016-01-08 17:05:57,2016-01-08 17:13:21,3202,3214,40.7272235,-74.0337589,40.7127742,-74.0364857,Subscriber,444
2257,standard_bike,2016-01-08 17:06:04,2016-01-08 17:08:19,3186,3187,40.71958611647166,-74.04311746358871,40.7211236,-74.03805095,Subscriber,134
2258,standard_bike,2016-01-08 17:06:13,2016-01-08 17:17:21,3184,3203,40.7141454,-74.0335519,40.727595966,-74.044247311,Subscriber,667
2259,standard_bike,2016-01-08 17:07:05,2016-01-08 17:19:37,3199,3214,40.7287448,-74.0321082,40.7127742,-74.0364857,Subscriber,752
2260,standard_bike,2016-01-08 17:07:06,2016-01-08 17:18:40,3195,3193,40.73074262530658,-74.06378388404846,40.7246050998869,-74.07840594649315,Subscriber,693
2261,standard_bike,2016-01-08 17:09:51,2016-01-08 17:17:32,3184,3186,40.7141454,-74.0335519,40.71958611647166,-74.04311746358871,Subscriber,461
2262,standard_bike,2016-01-08 17:11:04,2016-01-08 17:14:40,3195,3201,40.73074262530658,-74.06378388404846,40.737711,-74.066921,Subscriber,215
2263,standard_bike,2016-01-08 17:11:49,2016-01-08 17:17:03,3186,3214,40.71958611647166,-74.04311746358871,40.7127742,-74.0364857,Subscriber,314
2264,standard_bike,2016-01-08 17:12:08,2016-01-08 17:23:16,3183,3213,40.7162469,-74.0334588,40.71848892,-74.047726625,Subscriber,667
2265,standard_bike,2016-01-08 17:14:47,2016-01-08 17:23:40,3183,3211,40.7162469,-74.0334588,40.72152515,-74.046304543,Subscriber,533
2266,standard_bike,2016-01-08 17:15:59,2016-01-08 17:29:41,3202,3210,40.7272235,-74.0337589,40.742677141,-74.051788633,Subscriber,822
2267,standard_bike,2016-01-08 17:18:29,2016-01-08 17:25:30,3187,3203,40.7211236,-74.03805095,40.727595966,-74.044247311,Subscriber,420
2268,standard_bike,2016-01-08 17:18:57,2016-01-08 17:25:16,3213,3186,40.71848892,-74.047726625,40.71958611647166,-74.04311746358871,Subscriber,379
2269,standard_bike,2016-01-08 17:20:49,2016-01-08 17:25:15,3183,3186,40.7162469,-74.0334588,40.71958611647166,-74.04311746358871,Subscriber,266
2270,standard_bike,2016-01-08 17:22:06,2016-01-08 17:32:10,3202,3211,40.7272235,-74.0337589,40.72152515,-74.046304543,Subscriber,604
2271,standard_bike,2016-01-08 17:23:41,2016-01-08 17:28:46,3184,3187,40.7141454,-74.0335519,40.7211236,-74.03805095,Subscriber,305
2272,standard_bike,2016-01-08 17:24:27,2016-01-08 17:32:53,3184,3202,40.7141454,-74.0335519,40.7272235,-74.0337589,Subscriber,505
2273,standard_bike,2016-01-08 17:28:35,2016-01-08 17:43:49,3193,3195,40.7246050998869,-74.07840594649315,40.73074262530658,-74.06378388404846,Subscriber,913
2274,standard_bike,2016-01-08 17:31:23,2016-01-08 17:40:16,3183,3203,40.7162469,-74.0334588,40.727595966,-74.044247311,Subscriber,533
2275,standard_bike,2016-01-08 17:31:23,2016-01-08 17:37:24,3186,3214,40.71958611647166,-74.04311746358871,40.7127742,-74.0364857,Subscriber,360
2276,standard_bike,2016-01-08 17:31:33,2016-01-08 17:36:57,3186,3209,40.71958611647166,-74.04311746358871,40.7241765,-74.0506564,Subscriber,323
2277,standard_bike,2016-01-08 17:32:44,2016-01-08 17:35:58,3186,3213,40.71958611647166,-74.04311746358871,40.71848892,-74.047726625,Subscriber,194
2278,standard_bike,2016-01-08 17:34:00,2016-01-08 17:38:23,3195,3194,40.73074262530658,-74.06378388404846,40.7253399253558,-74.06762212514877,Subscriber,263
2279,standard_bike,2016-01-08 17:34:38,2016-01-08 17:45:41,3214,3199,40.7127742,-74.0364857,40.7287448,-74.0321082,Subscriber,662
2280,standard_bike,2016-01-08 17:35:18,2016-01-08 17:39:12,3183,3187,40.7162469,-74.0334588,40.7211236,-74.03805095,Subscriber,233
2281,standard_bike,2016-01-08 17:35:40,2016-01-08 17:44:49,3195,3193,40.73074262530658,-74.06378388404846,40.7246050998869,-74.07840594649315,Subscriber,549
2282,standard_bike,2016-01-08 17:38:55,2016-01-08 17:42:11,3186,3187,40.71958611647166,-74.04311746358871,40.7211236,-74.03805095,Subscriber,195
2283,standard_bike,2016-01-08 17:42:26,2016-01-08 18:00:44,3183,3207,40.7162469,-74.0334588,40.7376037,-74.0524783,Subscriber,1098
2284,standard_bike,2016-01-08 17:43:43,2016-01-08 17:49:52,3186,3209,40.71958611647166,-74.04311746358871,40.7241765,-74.0506564,Subscriber,368
2285,standard_bike,2016-01-08 17:44:46,2016-01-08 17:51:39,3184,3213,40.7141454,-74.0335519,40.71848892,-74.047726625,Subscriber,413
2286,standard_bike,2016-01-08 17:50:02,2016-01-08 17:56:08,3183,3202,40.7162469,-74.0334588,40.7272235,-74.0337589,Subscriber,365
2287,standard_bike,2016-01-08 17:52:55,2016-01-08 17:57:31,3187,3186,40.7211236,-74.03805095,40.71958611647166,-74.04311746358871,Subscriber,275
2288,standard_bike,2016-01-08 17:56:21,2016-01-08 17:58:48,3183,3214,40.7162469,-74.0334588,40.7127742,-74.0364857,Subscriber,146
2289,standard_bike,2016-01-08 17:59:31,2016-01-08 18:04:33,3186,3203,40.71958611647166,-74.04311746358871,40.727595966,-74.044247311,Subscriber,302
2290,standard_bike,2016-01-08 18:00:38,2016-01-08 18:05:01,3195,3194,40.73074262530658,-74.06378388404846,40.7253399253558,-74.06762212514877,Subscriber,262
2291,standard_bike,2016-01-08 18:02:45,2016-01-08 18:08:49,3186,3209,40.71958611647166,-74.04311746358871,40.7241765,-74.0506564,Subscriber,364
2292,standard_bike,2016-01-08 18:03:23,2016-01-08 18:05:58,3183,3214,40.7162469,-74.0334588,40.7127742,-74.0364857,Subscriber,155
2293,standard_bike,2016-01-08 18:05:05,2016-01-08 18:10:28,3183,3186,40.7162469,-74.0334588,40.71958611647166,-74.04311746358871,Subscriber,323
2294,standard_bike,2016-01-08 18:06:29,2016-01-08 18:10:26,3186,3203,40.71958611647166,-74.04311746358871,40.727595966,-74.044247311,Subscriber,236
2295,standard_bike,2016-01-08 18:07:27,2016-01-08 18:21:01,3195,3212,40.73074262530658,-74.06378388404846,40.734785818,-74.050443636,Subscriber,813
2296,standard_bike,2016-01-08 18:07:38,2016-01-08 18:13:47,3220,3210,40.73496102000952,-74.0595030784607,40.742677141,-74.051788633,Subscriber,369
2297,standard_bike,2016-01-08 18:08:12,2016-01-08 18:19:02,3185,3192,40.7177325,-74.043845,40.7112423,-74.0557013,Subscriber,649
2298,standard_bike,2016-01-08 18:08:16,2016-01-08 18:10:37,3183,3214,40.7162469,-74.0334588,40.7127742,-74.0364857,Subscriber,141
2299,standard_bike,2016-01-08 18:08:52,2016-01-08 18:13:31,3205,3211,40.71653978099194,-74.0496379137039,40.72152515,-74.046304543,Subscriber,279
2300,standard_bike,2016-01-08 18:08:59,2016-01-08 18:13:52,3209,3186,40.7241765,-74.0506564,40.71958611647166,-74.04311746358871,Subscriber,293
2301,standard_bike,2016-01-08 18:09:26,2016-01-08 18:11:45,3211,3209,40.72152515,-74.046304543,40.7241765,-74.0506564,Subscriber,138
2302,standard_bike,2016-01-08 18:11:19,2016-01-08 18:16:03,3186,3209,40.71958611647166,-74.04311746358871,40.7241765,-74.0506564,Subscriber,283
2303,standard_bike,2016-01-08 18:11:23,2016-01-08 18:15:21,3214,3183,40.7127742,-74.0364857,40.7162469,-74.0334588,Subscriber,238
2304,standard_bike,2016-01-08 18:12:49,2016-01-08 18:19:40,3202,3187,40.7272235,-74.0337589,40.7211236,-74.03805095,Subscriber,410
2305,standard_bike,2016-01-08 18:13:17,2016-01-08 18:15:24,3183,3214,40.7162469,-74.0334588,40.7127742,-74.0364857,Subscriber,127
2306,standard_bike,2016-01-08 18:14:21,2016-01-08 18:18:05,3194,3195,40.7253399253558,-74.06762212514877,40.73074262530658,-74.06378388404846,Subscriber,223
2307,standard_bike,2016-01-08 18:14:37,2016-01-08 18:19:12,3195,3194,40.73074262530658,-74.06378388404846,40.7253399253558,-74.06762212514877,Subscriber,275
2308,standard_bike,2016-01-08 18:14:47,2016-01-08 18:23:50,3194,3211,40.7253399253558,-74.06762212514877,40.72152515,-74.046304543,Subscriber,543
2309,standard_bike,2016-01-08 18:15:21,2016-01-08 18:21:06,3184,3187,40.7141454,-74.0335519,40.7211236,-74.03805095,Subscriber,344
2310,standard_bike,2016-01-08 18:16:37,2016-01-08 18:20:38,3186,3213,40.71958611647166,-74.04311746358871,40.71848892,-74.047726625,Subscriber,241
2311,standard_bike,2016-01-08 18:16:48,2016-01-08 18:22:02,3186,3209,40.71958611647166,-74.04311746358871,40.7241765,-74.0506564,Subscriber,313
2312,standard_bike,2016-01-08 18:20:41,2016-01-08 18:24:12,3195,3194,40.73074262530658,-74.06378388404846,40.7253399253558,-74.06762212514877,Subscriber,211
2313,standard_bike,2016-01-08 18:21:13,2016-01-08 18:27:36,3211,3209,40.72152515,-74.046304543,40.7241765,-74.0506564,Subscriber,382
2314,standard_bike,2016-01-08 18:22:42,2016-01-08 18:29:14,3186,3209,40.71958611647166,-74.04311746358871,40.7241765,-74.0506564,Subscriber,391
2315,standard_bike,2016-01-08 18:24:46,2016-01-08 18:30:06,3186,3209,40.71958611647166,-74.04311746358871,40.7241765,-74.0506564,Subscriber,319
2316,standard_bike,2016-01-08 18:27:46,2016-01-08 18:33:03,3186,3203,40.71958611647166,-74.04311746358871,40.727595966,-74.044247311,Subscriber,317
2317,standard_bike,2016-01-08 18:29:10,2016-01-08 18:36:51,3211,3192,40.72152515,-74.046304543,40.7112423,-74.0557013,Subscriber,461
2318,standard_bike,2016-01-08 18:32:02,2016-01-08 18:37:52,3186,3213,40.71958611647166,-74.04311746358871,40.71848892,-74.047726625,Subscriber,349
2319,standard_bike,2016-01-08 18:33:51,2016-01-08 18:42:16,3186,3192,40.71958611647166,-74.04311746358871,40.7112423,-74.0557013,Subscriber,504
2320,standard_bike,2016-01-08 18:36:09,2016-01-08 18:42:52,3202,3203,40.7272235,-74.0337589,40.727595966,-74.044247311,Subscriber,403
2321,standard_bike,2016-01-08 18:37:36,2016-01-08 18:42:06,3186,3209,40.71958611647166,-74.04311746358871,40.7241765,-74.0506564,Subscriber,270
2322,standard_bike,2016-01-08 18:38:01,2016-01-08 18:40:49,3195,3194,40.73074262530658,-74.06378388404846,40.7253399253558,-74.06762212514877,Subscriber,168
2323,standard_bike,2016-01-08 18:38:35,2016-01-08 18:47:30,3195,3210,40.73074262530658,-74.06378388404846,40.742677141,-74.051788633,Subscriber,535
2324,standard_bike,2016-01-08 18:38:56,2016-01-08 18:56:22,3186,3192,40.71958611647166,-74.04311746358871,40.7112423,-74.0557013,Subscriber,1045
2325,standard_bike,2016-01-08 18:41:19,2016-01-08 18:48:28,3207,3211,40.7376037,-74.0524783,40.72152515,-74.046304543,Subscriber,428
2326,standard_bike,2016-01-08 18:42:51,2016-01-08 18:50:29,3203,3205,40.727595966,-74.044247311,40.71653978099194,-74.0496379137039,Subscriber,457
2327,standard_bike,2016-01-08 18:42:53,2016-01-08 18:49:57,3195,3212,40.73074262530658,-74.06378388404846,40.734785818,-74.050443636,Subscriber,423
2328,standard_bike,2016-01-08 18:46:37,2016-01-08 18:54:22,3186,3209,40.71958611647166,-74.04311746358871,40.7241765,-74.0506564,Subscriber,464
2329,standard_bike,2016-01-08 18:46:51,2016-01-08 18:56:59,3195,3210,40.73074262530658,-74.06378388404846,40.742677141,-74.051788633,Subscriber,607
2330,standard_bike,2016-01-08 18:47:59,2016-01-08 18:54:19,3209,3186,40.7241765,-74.0506564,40.71958611647166,-74.04311746358871,Subscriber,379
2331,standard_bike,2016-01-08 18:49:23,2016-01-08 18:54:30,3214,3186,40.7127742,-74.0364857,40.71958611647166,-74.04311746358871,Subscriber,307
2332,standard_bike,2016-01-08 18:50:53,2016-01-08 18:55:25,3183,3187,40.7162469,-74.0334588,40.7211236,-74.03805095,Subscriber,271
2333,standard_bike,2016-01-08 18:52:53,2016-01-08 19:00:11,3184,3211,40.7141454,-74.0335519,40.72152515,-74.046304543,Subscriber,438
2334,standard_bike,2016-01-08 18:54:18,2016-01-08 18:55:44,3202,3199,40.7272235,-74.0337589,40.7287448,-74.0321082,Subscriber,86
2335,standard_bike,2016-01-08 18:59:26,2016-01-08 19:16:23,3205,3183,40.71653978099194,-74.0496379137039,40.7162469,-74.0334588,Subscriber,1017
2336,standard_bike,2016-01-08 19:01:48,2016-01-08 19:09:11,3184,3211,40.7141454,-74.0335519,40.72152515,-74.046304543,Subscriber,443
2337,standard_bike,2016-01-08 19:01:53,2016-01-08 19:07:18,3199,3187,40.7287448,-74.0321082,40.7211236,-74.03805095,Subscriber,324
2338,standard_bike,2016-01-08 19:02:17,2016-01-08 19:06:58,3206,3212,40.7311689,-74.0575736,40.734785818,-74.050443636,Subscriber,280
2339,standard_bike,2016-01-08 19:03:57,2016-01-08 19:09:52,3195,3225,40.73074262530658,-74.06378388404846,40.7236589,-74.0641943,Subscriber,355
2340,standard_bike,2016-01-08 19:04:03,2016-01-08 19:10:12,3186,3209,40.71958611647166,-74.04311746358871,40.7241765,-74.0506564,Subscriber,369
2341,standard_bike,2016-01-08 19:05:19,2016-01-08 19:13:59,3209,3183,40.7241765,-74.0506564,40.7162469,-74.0334588,Subscriber,520
2342,standard_bike,2016-01-08 19:06:27,2016-01-08 19:15:10,3186,3186,40.71958611647166,-74.04311746358871,40.71958611647166,-74.04311746358871,Subscriber,522
2343,standard_bike,2016-01-08 19:07:38,2016-01-08 19:12:02,3209,3186,40.7241765,-74.0506564,40.71958611647166,-74.04311746358871,Subscriber,263
2344,standard_bike,2016-01-08 19:09:21,2016-01-08 19:12:02,3186,3213,40.71958611647166,-74.04311746358871,40.71848892,-74.047726625,Subscriber,160
2345,standard_bike,2016-01-08 19:17:03,2016-01-08 19:23:26,3195,3207,40.73074262530658,-74.06378388404846,40.7376037,-74.0524783,Subscriber,383
2346,standard_bike,2016-01-08 19:19:26,2016-01-08 19:23:29,3211,3203,40.72152515,-74.046304543,40.727595966,-74.044247311,Subscriber,243
2347,standard_bike,2016-01-08 19:23:17,2016-01-08 19:25:47,3183,3214,40.7162469,-74.0334588,40.7127742,-74.0364857,Subscriber,150
2348,standard_bike,2016-01-08 19:25:29,2016-01-08 19:27:46,3183,3214,40.7162469,-74.0334588,40.7127742,-74.0364857,Subscriber,136
2349,standard_bike,2016-01-08 19:26:29,2016-01-08 19:33:32,3186,3203,40.71958611647166,-74.04311746358871,40.727595966,-74.044247311,Subscriber,423
