"donation_id","donor_id","amount","donation_date","assignment_id"
1087,4452,925.59,"2020-03-14T00:00:00.000",4490
1088,1731,866.76,"2021-10-02T00:00:00.000",3759
1089,4178,324,"2022-02-05T00:00:00.000",1552
1090,2989,534.01,"2021-12-16T00:00:00.000",1956
1091,2087,934.35,"2021-11-14T00:00:00.000",1035
1092,4646,571.01,"2020-07-02T00:00:00.000",3976
1093,363,262.68,"2020-05-12T00:00:00.000",3599
1094,4649,687.75,"2020-05-06T00:00:00.000",2641
1095,1904,636.73,"2021-01-09T00:00:00.000",2212
1096,3868,90.86,"2020-06-02T00:00:00.000",493
1097,1460,772.46,"2020-08-26T00:00:00.000",3207
1098,2455,99.28,"2021-10-05T00:00:00.000",2802
1099,2726,632.27,"2020-11-27T00:00:00.000",2807
1100,543,693.6,"2021-11-15T00:00:00.000",1943
1101,1800,597.27,"2022-08-09T00:00:00.000",141
1102,240,379.54,"2020-04-29T00:00:00.000",3363
1103,2443,609.69,"2021-10-25T00:00:00.000",2034
1104,2894,557.07,"2022-05-18T00:00:00.000",299
1105,1939,599.25,"2021-09-04T00:00:00.000",3569
1106,61,811.65,"2020-03-02T00:00:00.000",1745
1107,25,827.71,"2020-10-07T00:00:00.000",1647
1108,4257,759.18,"2021-01-22T00:00:00.000",690
1109,3437,487.47,"2022-01-31T00:00:00.000",1685
1110,368,361.54,"2020-12-07T00:00:00.000",666
1111,4213,879.5,"2020-07-17T00:00:00.000",4881
1112,2021,877.99,"2021-03-09T00:00:00.000",4339
1113,4113,815.51,"2021-06-30T00:00:00.000",4071
1114,4073,885.51,"2021-05-11T00:00:00.000",705
1115,2257,401.31,"2021-11-06T00:00:00.000",498
1116,815,539.11,"2020-06-15T00:00:00.000",3433
1117,2655,574.19,"2022-05-15T00:00:00.000",1437
1118,1877,720.75,"2021-03-19T00:00:00.000",454
1119,3864,784.33,"2022-08-05T00:00:00.000",3425
1120,3728,566.57,"2022-04-20T00:00:00.000",845
1121,4269,903.7,"2020-11-08T00:00:00.000",1227
1122,1592,232.4,"2021-04-05T00:00:00.000",1273
1123,3484,414.59,"2021-11-17T00:00:00.000",3995
1124,3800,66.72,"2022-03-09T00:00:00.000",133
1125,3662,982.09,"2022-07-28T00:00:00.000",4085
1126,433,803.31,"2021-12-18T00:00:00.000",3782
1127,2008,132.29,"2022-04-12T00:00:00.000",3157
1128,2911,340.6,"2022-09-12T00:00:00.000",4627
1129,378,538.97,"2021-02-09T00:00:00.000",956
1130,4328,303.63,"2021-02-27T00:00:00.000",3933
1131,4834,126.72,"2020-12-26T00:00:00.000",1346
1132,882,602.73,"2020-01-26T00:00:00.000",2654
1133,1821,231.4,"2020-07-03T00:00:00.000",176
1134,3317,636.58,"2022-08-13T00:00:00.000",1387
1135,2117,693.96,"2020-06-02T00:00:00.000",3393
1136,2505,815.97,"2020-09-25T00:00:00.000",2376
1137,371,452.12,"2021-10-06T00:00:00.000",1394
1138,1585,701.32,"2021-01-21T00:00:00.000",4508
1139,1636,44.8,"2020-12-04T00:00:00.000",963
1140,2120,634.64,"2021-03-18T00:00:00.000",844
1141,2562,440.21,"2022-10-21T00:00:00.000",1707
1142,130,810.98,"2020-01-11T00:00:00.000",1440
1143,4296,988.01,"2022-04-11T00:00:00.000",774
1144,3738,299.51,"2022-03-11T00:00:00.000",2500
1145,1125,895.5,"2021-10-27T00:00:00.000",536
1146,2638,114.93,"2020-03-18T00:00:00.000",158
1147,3251,457.86,"2020-07-08T00:00:00.000",4387
1148,1436,698.33,"2021-08-20T00:00:00.000",4135
1149,4193,864.48,"2022-09-29T00:00:00.000",3508
1150,1580,229,"2021-02-27T00:00:00.000",3564
1151,3860,497.71,"2020-07-02T00:00:00.000",1592
1152,1326,976.15,"2022-05-27T00:00:00.000",3433
1153,101,739.9,"2021-07-11T00:00:00.000",794
1154,4433,400.07,"2020-12-22T00:00:00.000",4273
1155,4209,502.57,"2022-11-14T00:00:00.000",4165
1156,3307,920.45,"2022-12-28T00:00:00.000",3007
1157,4986,491.92,"2022-04-29T00:00:00.000",2181
1158,373,67.51,"2022-10-23T00:00:00.000",2302
1159,3989,212.65,"2021-03-14T00:00:00.000",2989
1160,3169,13.71,"2020-12-10T00:00:00.000",939
1161,1507,485.42,"2021-01-08T00:00:00.000",1532
1162,4972,973.67,"2020-04-10T00:00:00.000",4249
1163,4438,804.45,"2022-03-15T00:00:00.000",3385
1164,1027,50.88,"2021-04-22T00:00:00.000",1333
1165,3528,931.56,"2022-11-14T00:00:00.000",888
1166,2252,120.2,"2021-05-23T00:00:00.000",3609
1167,244,32.77,"2020-12-28T00:00:00.000",2261
1168,375,219.48,"2021-08-02T00:00:00.000",1776
1169,4960,505.16,"2022-09-03T00:00:00.000",439
1170,4162,86.98,"2022-01-16T00:00:00.000",316
1171,2513,783.54,"2021-03-21T00:00:00.000",1147
1172,4307,27.31,"2022-06-23T00:00:00.000",3135
1173,3471,225.97,"2020-09-23T00:00:00.000",1412
1174,802,602.42,"2020-08-01T00:00:00.000",179
1175,4636,416.47,"2020-01-25T00:00:00.000",1423
1176,2793,465.81,"2022-05-09T00:00:00.000",1255
1177,4472,673.29,"2022-02-23T00:00:00.000",4838
1178,3984,366.04,"2021-05-24T00:00:00.000",1689
1179,4936,248.25,"2021-07-24T00:00:00.000",1688
1180,2029,919.04,"2022-06-28T00:00:00.000",473
1181,1444,351.74,"2022-09-13T00:00:00.000",3881
1182,2786,483.24,"2020-02-09T00:00:00.000",2987
1183,946,821.76,"2020-07-20T00:00:00.000",3268
1184,849,636.47,"2021-09-06T00:00:00.000",1898
1185,4281,624.22,"2020-08-29T00:00:00.000",2457
1186,320,642.43,"2020-10-01T00:00:00.000",4051
1187,1467,812.27,"2022-03-03T00:00:00.000",39
1188,4998,530.6,"2020-04-28T00:00:00.000",1389
1189,4670,85.1,"2020-07-29T00:00:00.000",2444
1190,3179,668.86,"2020-11-16T00:00:00.000",129
1191,2516,173.35,"2022-02-10T00:00:00.000",2098
1192,2094,830.42,"2022-06-03T00:00:00.000",2414
1193,1599,164.98,"2022-12-16T00:00:00.000",1825
1194,3095,956.88,"2020-11-27T00:00:00.000",4575
1195,3722,713.25,"2020-12-31T00:00:00.000",4998
1196,1357,270.75,"2020-07-24T00:00:00.000",1267
1197,2219,215.38,"2020-12-29T00:00:00.000",3582
1198,760,879.47,"2021-08-20T00:00:00.000",1207
1199,4497,238.29,"2021-07-03T00:00:00.000",2049
1200,3388,417.74,"2022-08-03T00:00:00.000",187
1201,4370,465.72,"2022-07-07T00:00:00.000",28
1202,1341,133.12,"2020-07-24T00:00:00.000",3563
1203,878,738.11,"2022-09-04T00:00:00.000",2939
1204,4278,116.59,"2022-02-13T00:00:00.000",1983
1205,82,855.81,"2020-06-16T00:00:00.000",2637
1206,3614,536.45,"2022-08-14T00:00:00.000",3623
1207,2247,620.52,"2020-02-10T00:00:00.000",1455
1208,4125,830.57,"2022-03-28T00:00:00.000",288
1209,4581,342.89,"2022-07-15T00:00:00.000",4855
1210,4024,965.49,"2021-07-11T00:00:00.000",4275
1211,4595,615.68,"2022-01-29T00:00:00.000",3188
1212,4275,133,"2021-12-08T00:00:00.000",1394
1213,3671,294.89,"2021-04-24T00:00:00.000",897
1214,1803,501.3,"2020-01-20T00:00:00.000",1665
1215,3628,687.9,"2020-12-07T00:00:00.000",2406
1216,3004,210.14,"2022-05-12T00:00:00.000",498
1217,1439,432.69,"2022-10-11T00:00:00.000",2154
1218,1167,116.6,"2020-09-10T00:00:00.000",4661
1219,2036,188.74,"2022-10-23T00:00:00.000",4133
1220,4729,760.54,"2022-02-07T00:00:00.000",216
1221,1081,613.27,"2022-01-17T00:00:00.000",2282
1222,4546,457.72,"2022-04-28T00:00:00.000",1082
1223,1897,17.06,"2021-05-02T00:00:00.000",1124
1224,2192,75.47,"2022-12-29T00:00:00.000",2459
1225,632,765.93,"2020-05-02T00:00:00.000",1080
1226,3050,102.9,"2021-02-06T00:00:00.000",2874
1227,2357,773.33,"2020-08-01T00:00:00.000",467
1228,3160,726.93,"2022-07-27T00:00:00.000",662
1229,2979,518.6,"2021-09-16T00:00:00.000",3951
1230,438,365.29,"2022-12-28T00:00:00.000",1021
1231,2821,901.23,"2020-10-23T00:00:00.000",1790
1232,3964,184.82,"2021-05-06T00:00:00.000",1478
1233,2203,856.48,"2021-03-29T00:00:00.000",2660
1234,1493,765.84,"2021-08-19T00:00:00.000",2045
1235,2438,671.06,"2020-04-01T00:00:00.000",2424
1236,2322,942.95,"2020-11-20T00:00:00.000",3019
1237,1989,996.17,"2020-02-29T00:00:00.000",272
1238,2361,791.34,"2021-05-04T00:00:00.000",3736
1239,2209,236.48,"2021-01-22T00:00:00.000",4930
1240,338,688.11,"2021-06-17T00:00:00.000",703
1241,74,406.38,"2021-11-16T00:00:00.000",3616
1242,741,131.13,"2022-11-04T00:00:00.000",1921
1243,2399,850.3,"2022-10-21T00:00:00.000",3767
1244,3402,341.39,"2022-10-18T00:00:00.000",3394
1245,4461,964.81,"2020-12-16T00:00:00.000",4457
1246,3249,813.01,"2021-02-08T00:00:00.000",1321
1247,740,802.05,"2021-06-18T00:00:00.000",4732
1248,4670,828.65,"2022-11-09T00:00:00.000",3100
1249,3416,414.05,"2020-09-09T00:00:00.000",1748
1250,417,91.39,"2021-04-18T00:00:00.000",1165
1251,2361,995.1,"2020-01-27T00:00:00.000",2390
1252,413,964.51,"2021-07-07T00:00:00.000",2874
1253,4268,473.02,"2022-06-10T00:00:00.000",3992
1254,179,830.2,"2022-04-18T00:00:00.000",2474
1255,2863,482.59,"2020-03-31T00:00:00.000",1698
1256,2157,926.88,"2022-09-06T00:00:00.000",3229
1257,2470,406.06,"2020-08-22T00:00:00.000",1965
1258,2681,879.87,"2021-07-03T00:00:00.000",2775
1259,2051,22.82,"2020-02-04T00:00:00.000",4172
1260,786,347.89,"2022-02-01T00:00:00.000",1411
1261,4240,620.3,"2022-09-02T00:00:00.000",692
1262,708,856.3,"2020-04-05T00:00:00.000",3932
1263,1366,97.8,"2020-02-08T00:00:00.000",2791
1264,4851,83.92,"2021-01-10T00:00:00.000",491
1265,3166,789.99,"2020-03-10T00:00:00.000",3323
1266,824,570.45,"2020-01-20T00:00:00.000",1880
1267,2226,140.6,"2020-12-16T00:00:00.000",3138
1268,4857,482.61,"2022-10-12T00:00:00.000",3521
1269,645,212.59,"2021-05-22T00:00:00.000",3063
1270,90,753.88,"2020-04-13T00:00:00.000",621
1271,2292,817.45,"2020-04-06T00:00:00.000",704
1272,3696,446.22,"2021-06-19T00:00:00.000",1765
1273,4755,968.18,"2022-10-28T00:00:00.000",4378
1274,3194,639.04,"2021-10-18T00:00:00.000",1950
1275,2657,267.06,"2020-07-30T00:00:00.000",2104
1276,2396,75.27,"2020-12-02T00:00:00.000",4299
1277,2853,700.34,"2021-11-28T00:00:00.000",1943
1278,1408,594.1,"2021-11-07T00:00:00.000",1270
1279,388,349.73,"2020-08-08T00:00:00.000",4292
1280,1683,741.12,"2021-07-10T00:00:00.000",485
1281,206,48.35,"2021-04-29T00:00:00.000",3572
1282,2100,853.76,"2020-10-01T00:00:00.000",3497
1283,4658,198.75,"2022-10-05T00:00:00.000",2793
1284,2317,42.79,"2021-05-25T00:00:00.000",752
1285,2915,893,"2021-09-26T00:00:00.000",1343
1286,3679,621.75,"2021-08-17T00:00:00.000",3765
1287,3793,133.19,"2020-01-15T00:00:00.000",2176
1288,2114,631.32,"2021-09-27T00:00:00.000",82
1289,2137,890.14,"2021-02-13T00:00:00.000",2986
1290,166,589.2,"2022-04-09T00:00:00.000",526
1291,435,753.54,"2022-04-05T00:00:00.000",699
1292,1969,896.69,"2022-12-02T00:00:00.000",4285
1293,1229,916.95,"2022-12-31T00:00:00.000",3932
1294,1029,151.08,"2021-12-19T00:00:00.000",100
1295,1199,757.15,"2020-03-06T00:00:00.000",4544
1296,3983,859.64,"2022-05-27T00:00:00.000",1210
1297,3314,983.27,"2020-07-09T00:00:00.000",1699
1298,3407,865.34,"2021-09-27T00:00:00.000",968
1299,4967,686.09,"2021-08-29T00:00:00.000",3998
1300,3589,281.86,"2020-09-23T00:00:00.000",816
1301,4823,318.34,"2020-01-05T00:00:00.000",685
1302,975,792.27,"2022-02-16T00:00:00.000",2539
1303,1228,420.23,"2020-08-02T00:00:00.000",763
1304,4576,851.3,"2022-08-24T00:00:00.000",1970
1305,2583,476.18,"2022-10-25T00:00:00.000",777
1306,4908,669.06,"2022-03-09T00:00:00.000",1482
1307,1493,956.05,"2022-12-22T00:00:00.000",4829
1308,3768,220.16,"2020-08-18T00:00:00.000",1246
1309,1155,295.61,"2020-05-03T00:00:00.000",289
1310,1662,455.41,"2021-05-27T00:00:00.000",3441
1311,1665,788.21,"2021-01-03T00:00:00.000",1656
1312,3424,821.87,"2020-09-30T00:00:00.000",641
1313,185,820.41,"2021-01-18T00:00:00.000",43
1314,3783,334.53,"2020-02-04T00:00:00.000",2040
1315,2239,97.68,"2020-09-19T00:00:00.000",3361
1316,4860,157.24,"2022-11-28T00:00:00.000",254
1317,2766,163.89,"2022-05-22T00:00:00.000",988
1318,1677,674.38,"2020-09-18T00:00:00.000",1190
1319,294,562.71,"2020-05-01T00:00:00.000",1643
1320,4052,189.21,"2021-10-25T00:00:00.000",3197
1321,4984,456.31,"2022-07-17T00:00:00.000",870
1322,2364,513.34,"2020-06-10T00:00:00.000",2537
1323,4436,780.17,"2022-08-21T00:00:00.000",4373
1324,3881,586.74,"2022-09-03T00:00:00.000",1161
1325,1385,383.41,"2021-12-11T00:00:00.000",1423
1326,4080,949.91,"2020-08-21T00:00:00.000",2484
1327,3870,507.55,"2022-08-13T00:00:00.000",2444
1328,1077,862.94,"2022-07-24T00:00:00.000",433
1329,2699,447.26,"2020-03-03T00:00:00.000",2956
1330,3797,24.81,"2021-01-27T00:00:00.000",3703
1331,641,606.11,"2021-06-12T00:00:00.000",3524
1332,3752,804.4,"2021-08-07T00:00:00.000",2381
1333,4135,291.01,"2020-02-12T00:00:00.000",2862
1334,1507,709.28,"2022-08-30T00:00:00.000",1680
1335,194,468.83,"2020-02-26T00:00:00.000",4114
1336,1147,360.49,"2022-02-10T00:00:00.000",3150
1337,2738,69.52,"2020-05-19T00:00:00.000",4452
1338,4328,362.11,"2021-07-10T00:00:00.000",3146
1339,1346,810.68,"2021-03-30T00:00:00.000",3272
1340,1366,797.83,"2022-11-09T00:00:00.000",501
1341,2483,843.88,"2020-08-22T00:00:00.000",290
1342,1351,800.92,"2021-12-12T00:00:00.000",2849
1343,2663,769.04,"2021-01-01T00:00:00.000",4112
1344,2038,835.25,"2022-02-27T00:00:00.000",4868
1345,485,821.44,"2021-07-06T00:00:00.000",1308
1346,2200,228.77,"2020-09-09T00:00:00.000",2214
1347,2171,710.18,"2021-09-20T00:00:00.000",4975
1348,2131,996.49,"2021-06-08T00:00:00.000",2010
1349,90,153.65,"2021-02-23T00:00:00.000",3120
1350,751,738.08,"2022-02-03T00:00:00.000",122
1351,3186,922.95,"2021-09-01T00:00:00.000",3055
1352,156,655.22,"2020-01-23T00:00:00.000",220
1353,1538,348.59,"2021-04-27T00:00:00.000",1522
1354,2314,675.39,"2022-04-03T00:00:00.000",1754
1355,4212,928.49,"2021-03-23T00:00:00.000",2284
1356,1874,935.99,"2022-05-05T00:00:00.000",1283
1357,4492,867.62,"2021-12-29T00:00:00.000",2999
1358,2296,560.95,"2020-02-24T00:00:00.000",1907
1359,3578,576.12,"2022-04-06T00:00:00.000",2251
1360,55,959.88,"2022-06-05T00:00:00.000",1132
1361,1317,665.71,"2022-05-07T00:00:00.000",4079
1362,3199,30.02,"2021-02-11T00:00:00.000",4812
1363,20,284.25,"2022-12-02T00:00:00.000",1960
1364,1008,396.6,"2020-02-29T00:00:00.000",83
1365,3782,491.93,"2021-12-09T00:00:00.000",951
1366,4821,310.63,"2021-09-05T00:00:00.000",4670
1367,209,222.28,"2020-07-05T00:00:00.000",313
1368,2705,713.48,"2021-09-19T00:00:00.000",113
1369,2234,177.48,"2021-06-22T00:00:00.000",3437
1370,2145,100.18,"2022-02-09T00:00:00.000",2288
1371,2327,415.94,"2020-03-20T00:00:00.000",433
1372,1417,812.42,"2020-02-02T00:00:00.000",3649
1373,4927,762.67,"2021-02-28T00:00:00.000",3620
1374,1885,244.03,"2020-02-23T00:00:00.000",3922
1375,1194,274.23,"2021-01-29T00:00:00.000",735
1376,1867,987.28,"2022-11-23T00:00:00.000",4388
1377,103,83.55,"2022-11-22T00:00:00.000",47
1378,1629,87.86,"2022-06-23T00:00:00.000",3944
1379,2157,99.75,"2022-12-27T00:00:00.000",2395
1380,908,330.54,"2021-03-26T00:00:00.000",4429
1381,92,766.2,"2022-12-01T00:00:00.000",422
1382,1842,891.78,"2020-11-17T00:00:00.000",2900
1383,4680,933.09,"2022-04-02T00:00:00.000",583
1384,1448,259.88,"2022-03-12T00:00:00.000",2139
1385,2919,465.58,"2021-06-12T00:00:00.000",4164
1386,1098,102.57,"2021-08-22T00:00:00.000",4763
1387,1881,560.67,"2021-01-24T00:00:00.000",3370
1388,4237,16.47,"2020-11-20T00:00:00.000",581
1389,2793,465.04,"2020-06-29T00:00:00.000",3820
1390,1250,980.61,"2022-05-29T00:00:00.000",1867
1391,3900,149.02,"2021-05-26T00:00:00.000",868
1392,4815,218.65,"2021-01-11T00:00:00.000",4640
1393,3600,284.87,"2022-06-29T00:00:00.000",713
1394,1029,868.12,"2022-11-12T00:00:00.000",295
1395,1717,891.09,"2022-04-07T00:00:00.000",2836
1396,3912,945.83,"2022-11-24T00:00:00.000",1345
1397,2377,255.92,"2021-07-02T00:00:00.000",3343
1398,3334,458.96,"2020-09-09T00:00:00.000",167
1399,552,388.19,"2020-08-25T00:00:00.000",787
1400,336,599.9,"2021-05-28T00:00:00.000",479
1401,3920,303,"2020-01-15T00:00:00.000",3866
1402,3882,830.73,"2022-06-27T00:00:00.000",348
1403,663,907.08,"2020-03-20T00:00:00.000",2218
1404,1242,900.97,"2022-05-27T00:00:00.000",4411
1405,798,270.55,"2020-08-30T00:00:00.000",1319
1406,1802,489.64,"2021-06-19T00:00:00.000",3708
1407,3468,542.47,"2021-07-18T00:00:00.000",1201
1408,2942,970.23,"2021-03-28T00:00:00.000",3797
1409,2920,443.54,"2022-08-30T00:00:00.000",3804
1410,3795,79.13,"2021-03-31T00:00:00.000",1878
1411,256,646.97,"2021-05-16T00:00:00.000",3458
1412,1336,182.72,"2022-02-07T00:00:00.000",2445
1413,1547,371.54,"2021-09-19T00:00:00.000",226
1414,1678,522.89,"2022-07-22T00:00:00.000",177
1415,4152,963.15,"2021-10-31T00:00:00.000",4790
1416,408,168.06,"2020-09-21T00:00:00.000",838
1417,1382,853.35,"2020-01-02T00:00:00.000",3641
1418,4967,28.6,"2020-08-06T00:00:00.000",798
1419,1612,57.43,"2022-06-02T00:00:00.000",3203
1420,1910,484.67,"2020-03-08T00:00:00.000",1406
1421,4249,576.64,"2021-11-17T00:00:00.000",2339
1422,3410,197.12,"2020-07-14T00:00:00.000",4429
1423,3219,193.19,"2021-06-14T00:00:00.000",4045
1424,4160,722.52,"2020-01-15T00:00:00.000",4177
1425,1566,315.35,"2022-01-16T00:00:00.000",2648
1426,2994,713.15,"2022-10-28T00:00:00.000",3921
1427,4594,522.32,"2022-10-26T00:00:00.000",2068
1428,2411,373.27,"2021-02-04T00:00:00.000",2531
1429,4200,55.31,"2022-08-09T00:00:00.000",3992
1430,3340,972.78,"2020-10-18T00:00:00.000",2413
1431,313,386.21,"2020-04-19T00:00:00.000",2721
1432,1313,791.74,"2022-05-02T00:00:00.000",4383
1433,374,343.33,"2021-10-20T00:00:00.000",164
1434,834,898.81,"2021-03-08T00:00:00.000",2592
1435,2074,81.41,"2020-09-27T00:00:00.000",2218
1436,4045,288.57,"2022-04-02T00:00:00.000",4025
1437,2969,530.94,"2020-09-20T00:00:00.000",2519
1438,4244,616.85,"2020-04-08T00:00:00.000",768
1439,949,647.02,"2022-10-20T00:00:00.000",400
1440,2505,397.98,"2022-09-20T00:00:00.000",416
1441,4143,631.4,"2020-09-01T00:00:00.000",4419
1442,4132,867.56,"2022-06-19T00:00:00.000",4814
1443,2258,839.69,"2020-06-19T00:00:00.000",4107
1444,1176,259.77,"2022-02-21T00:00:00.000",785
1445,2110,51.18,"2022-09-08T00:00:00.000",4541
1446,1206,247.25,"2022-04-24T00:00:00.000",2010
1447,4621,821.31,"2022-07-28T00:00:00.000",2327
1448,4603,662.33,"2021-08-20T00:00:00.000",3328
1449,2159,133.26,"2021-11-06T00:00:00.000",3910
1450,680,172.63,"2021-02-16T00:00:00.000",3348
1451,1259,272.5,"2021-04-28T00:00:00.000",2631
1452,1902,855.75,"2021-03-18T00:00:00.000",2356
1453,2988,403.99,"2020-01-22T00:00:00.000",401
1454,595,346.26,"2021-10-27T00:00:00.000",509
1455,1487,233.4,"2021-03-11T00:00:00.000",483
1456,102,677.18,"2021-02-05T00:00:00.000",1207
1457,2425,968.36,"2022-04-15T00:00:00.000",2002
1458,4281,88.56,"2022-03-30T00:00:00.000",2457
1459,2083,507.7,"2022-05-11T00:00:00.000",2315
1460,987,903.52,"2021-05-08T00:00:00.000",1307
1461,524,274.9,"2021-06-15T00:00:00.000",3128
1462,2669,345.65,"2020-10-22T00:00:00.000",2296
1463,3212,498.52,"2021-11-01T00:00:00.000",3453
1464,2409,148.72,"2020-08-08T00:00:00.000",3953
1465,3967,805.75,"2020-01-10T00:00:00.000",1028
1466,3250,259.29,"2022-03-05T00:00:00.000",1215
1467,4045,68.23,"2020-08-29T00:00:00.000",3171
1468,4043,668.1,"2022-10-24T00:00:00.000",512
1469,4683,549.84,"2022-12-25T00:00:00.000",3840
1470,3212,930.34,"2022-05-25T00:00:00.000",1618
1471,4811,784.81,"2021-08-19T00:00:00.000",4030
1472,3533,45.66,"2021-07-14T00:00:00.000",2966
1473,2802,534.5,"2021-12-22T00:00:00.000",2480
1474,2417,869.15,"2020-02-26T00:00:00.000",1628
1475,1547,28.15,"2022-05-22T00:00:00.000",2127
1476,771,379.73,"2021-10-01T00:00:00.000",3923
1477,1402,834.76,"2022-09-16T00:00:00.000",4899
1478,76,256.84,"2022-08-12T00:00:00.000",3056
1479,1967,22.06,"2020-12-20T00:00:00.000",3067
1480,3124,347.17,"2020-01-25T00:00:00.000",3960
1481,4010,44.24,"2021-07-16T00:00:00.000",1392
1482,4091,916.53,"2022-04-01T00:00:00.000",4044
1483,3716,854.25,"2020-09-03T00:00:00.000",3795
1484,2321,427.7,"2022-11-22T00:00:00.000",2881
1485,3879,413.74,"2020-10-29T00:00:00.000",2471
1486,4357,979.63,"2022-09-07T00:00:00.000",2094
1487,916,494.37,"2021-07-04T00:00:00.000",1538
1488,4690,442.32,"2022-09-02T00:00:00.000",3113
1489,3217,406.46,"2022-12-23T00:00:00.000",2413
1490,2431,324.52,"2022-02-11T00:00:00.000",1650
1491,665,349.8,"2020-01-30T00:00:00.000",4449
1492,1292,449.94,"2021-01-22T00:00:00.000",2241
1493,151,924.29,"2022-06-06T00:00:00.000",959
1494,3645,879.07,"2021-01-11T00:00:00.000",2552
1495,1244,765.14,"2021-03-02T00:00:00.000",1133
1496,4739,785.95,"2020-10-14T00:00:00.000",1251
1497,1589,429.68,"2021-10-14T00:00:00.000",1011
1498,2393,586.99,"2020-05-01T00:00:00.000",4077
1499,2966,897.95,"2022-06-09T00:00:00.000",2733
1500,2464,337.57,"2021-11-27T00:00:00.000",3395
1501,756,403.44,"2021-01-02T00:00:00.000",2579
1502,3735,272.43,"2021-11-29T00:00:00.000",2766
1503,3709,54.49,"2022-03-01T00:00:00.000",502
1504,1323,26.07,"2022-12-31T00:00:00.000",4297
1505,2784,279.71,"2020-06-04T00:00:00.000",4613
1506,311,941.76,"2020-10-19T00:00:00.000",2954
1507,2643,331,"2020-09-12T00:00:00.000",577
1508,3864,889.69,"2021-11-15T00:00:00.000",4082
1509,302,126.94,"2020-04-11T00:00:00.000",535
1510,1972,677.92,"2021-10-24T00:00:00.000",922
1511,1340,335.29,"2022-09-13T00:00:00.000",540
1512,1965,893.56,"2021-09-05T00:00:00.000",2706
1513,1179,700.76,"2021-02-26T00:00:00.000",4798
1514,3705,348.71,"2021-01-27T00:00:00.000",3771
1515,2678,492.66,"2021-11-10T00:00:00.000",119
1516,4730,242.29,"2021-07-07T00:00:00.000",3191
1517,417,39.81,"2022-08-05T00:00:00.000",1132
1518,1823,74.09,"2021-05-24T00:00:00.000",1349
1519,3400,813.66,"2020-05-20T00:00:00.000",2877
1520,4193,742.17,"2021-04-21T00:00:00.000",4241
1521,1726,669.3,"2020-02-16T00:00:00.000",1505
1522,514,914,"2022-02-04T00:00:00.000",861
1523,3575,259.87,"2020-01-18T00:00:00.000",267
1524,2414,27.88,"2021-01-24T00:00:00.000",2164
1525,3191,915.54,"2020-11-11T00:00:00.000",300
1526,2523,986.71,"2021-09-10T00:00:00.000",443
1527,1040,175.47,"2021-08-23T00:00:00.000",2028
1528,1227,665.24,"2021-11-07T00:00:00.000",2695
1529,3752,110.24,"2022-09-14T00:00:00.000",3179
1530,107,64.74,"2022-08-29T00:00:00.000",519
1531,4353,369.03,"2022-11-11T00:00:00.000",477
1532,1618,109.59,"2021-08-27T00:00:00.000",2090
1533,3259,120.07,"2022-12-18T00:00:00.000",1765
1534,3085,499.03,"2020-02-29T00:00:00.000",2727
1535,432,534.58,"2022-06-24T00:00:00.000",754
1536,791,399.78,"2021-12-23T00:00:00.000",4210
1537,4469,668.4,"2021-07-04T00:00:00.000",982
1538,2019,986.82,"2022-06-02T00:00:00.000",783
1539,3883,843.43,"2020-07-15T00:00:00.000",4413
1540,3397,766.52,"2022-05-26T00:00:00.000",4879
1541,3963,422.14,"2021-03-08T00:00:00.000",1186
1542,831,336.55,"2021-05-24T00:00:00.000",2870
1543,3877,575.59,"2020-02-07T00:00:00.000",1429
1544,3924,315.16,"2021-09-10T00:00:00.000",2031
1545,2221,178.24,"2022-01-05T00:00:00.000",3409
1546,722,869.55,"2022-03-21T00:00:00.000",4191
1547,2289,129.5,"2020-07-29T00:00:00.000",883
1548,199,984.5,"2020-03-05T00:00:00.000",2966
1549,263,266.8,"2020-05-06T00:00:00.000",3848
1550,3505,739.88,"2022-05-29T00:00:00.000",3891
1551,4174,70.49,"2021-06-23T00:00:00.000",186
1552,2442,805.11,"2021-07-14T00:00:00.000",1698
1553,470,520.61,"2020-01-07T00:00:00.000",4354
1554,1859,967.85,"2020-04-17T00:00:00.000",3017
1555,1189,497.41,"2020-10-23T00:00:00.000",3462
1556,285,779.89,"2020-06-21T00:00:00.000",4764
1557,971,240.18,"2022-11-08T00:00:00.000",4247
1558,4989,354.74,"2022-04-19T00:00:00.000",1796
1559,1539,790.76,"2022-01-01T00:00:00.000",828
1560,2470,874.04,"2020-03-07T00:00:00.000",3248
1561,1759,115.34,"2021-05-03T00:00:00.000",3897
1562,4050,694.3,"2020-02-09T00:00:00.000",2508
1563,1540,980.63,"2021-05-04T00:00:00.000",1260
1564,112,947.4,"2021-09-01T00:00:00.000",649
1565,1780,370.69,"2020-07-13T00:00:00.000",4260
1566,4691,305.83,"2022-09-14T00:00:00.000",4662
1567,4915,143.17,"2021-03-03T00:00:00.000",1488
1568,1982,987.57,"2021-09-23T00:00:00.000",1911
1569,2539,771.16,"2022-11-08T00:00:00.000",3542
1570,4125,629.55,"2020-08-08T00:00:00.000",4668
1571,1828,525.78,"2022-07-14T00:00:00.000",323
1572,310,808.33,"2020-08-17T00:00:00.000",2632
1573,3867,655.14,"2021-09-19T00:00:00.000",1
1574,3442,492.75,"2021-04-20T00:00:00.000",4705
1575,3887,447.24,"2022-03-05T00:00:00.000",265
