Customer ID,TotalPrice,TotalOrders,Recency,Cluster
13589.0,741.09,4,84,0
13590.0,4322.17,14,10,0
13591.0,964.0600000000001,5,70,0
13593.0,3484.93,10,22,0
13594.0,111.45000000000002,2,120,0
13595.0,818.22,3,151,0
13597.0,372.21,3,23,0
13598.0,609.42,4,130,0
13599.0,4759.74,21,1,0
13600.0,298.9,1,269,0
13601.0,491.82,2,27,0
13602.0,596.28,3,16,0
13604.0,713.39,2,287,0
13605.0,522.67,2,22,0
13607.0,382.6,2,27,0
13608.0,236.2,1,175,0
13609.0,167.35,1,228,0
13610.0,1028.7,8,22,0
13611.0,2122.83,10,9,0
13612.0,777.79,2,153,0
13613.0,1039.8500000000001,5,87,0
13614.0,748.73,2,28,0
13615.0,5812.24,10,29,4
13616.0,288.1,2,203,0
13617.0,719.62,6,43,0
13619.0,231.69,2,179,0
13620.0,112.34,1,163,0
13622.0,651.45,2,323,0
13623.0,1773.92,8,15,0
13624.0,427.18,2,16,0
13625.0,301.26,1,231,0
13626.0,432.26,2,9,0
13627.0,593.53,3,123,0
13628.0,310.14,1,311,0
13629.0,5578.5,8,48,4
13632.0,1517.68,4,29,0
13633.0,-306.66,1,238,0
13634.0,2944.39,12,9,0
13635.0,1877.19,5,72,0
13639.0,312.93,1,71,0
13640.0,405.0,1,246,0
13641.0,921.82,7,275,0
13642.0,147.17,4,67,0
13643.0,1592.73,12,15,0
13646.0,323.3,3,34,0
13647.0,1393.56,4,129,0
13648.0,1679.01,11,35,0
13649.0,1332.28,5,1,0
13650.0,1289.16,9,9,0
13651.0,114.75,2,16,0
13652.0,1475.77,3,3,0
13653.0,152.2,1,122,0
13654.0,3600.67,5,15,0
13655.0,1326.33,6,9,0
13656.0,673.7,5,93,0
13658.0,3350.6,6,18,0
13659.0,3165.78,14,51,0
13660.0,303.69,2,30,0
13661.0,325.24,1,238,0
13662.0,1304.05,10,20,0
13663.0,1824.14,5,15,0
13664.0,-13.14,1,317,0
13665.0,1711.6599999999999,3,21,0
13666.0,43.25,2,55,0
13668.0,6533.07,18,17,4
13669.0,195.0,1,42,0
13671.0,194.95,1,29,0
13672.0,233.53000000000003,1,365,0
13674.0,215.88,2,64,0
13676.0,153.15,3,174,0
13677.0,556.1899999999999,2,39,0
13679.0,281.26,3,128,0
13680.0,7713.25,8,106,4
13683.0,258.6,1,92,0
13684.0,482.29,4,25,0
13686.0,337.04,2,15,0
13687.0,11880.84,1,73,4
13688.0,375.5,1,270,0
13689.0,349.5,1,79,0
13691.0,212.78,1,31,0
13692.0,1549.58,3,35,0
13693.0,1980.32,11,9,0
13694.0,128172.42,105,8,2
13695.0,266.6,1,212,0
13696.0,2008.7,4,56,0
13698.0,465.53000000000003,2,231,0
13699.0,402.82,2,182,0
13700.0,321.09,4,52,0
13701.0,159.55,2,72,0
13702.0,135.18,1,80,0
13703.0,8.881784197001252e-16,2,48,0
13705.0,1323.47,5,8,0
13706.0,300.38,1,261,0
13707.0,2559.45,3,64,0
13709.0,1263.7,5,81,0
13710.0,329.04,2,58,0
13711.0,1380.55,13,41,0
13712.0,537.58,1,245,0
13713.0,743.26,3,43,0
13714.0,161.35,1,100,0
13715.0,7384.400000000001,14,7,4
13717.0,315.79,4,87,0
13719.0,1773.57,6,28,0
13721.0,217.39999999999998,1,30,0
13722.0,3260.0,7,55,0
13723.0,1009.35,5,27,0
13724.0,213.01,1,272,0
13727.0,733.82,7,246,0
13728.0,1839.03,10,22,0
13729.0,676.4300000000001,5,70,0
13733.0,484.53000000000003,3,45,0
13734.0,3451.2900000000004,6,143,0
13735.0,6706.63,14,11,4
13736.0,1991.01,9,60,0
13738.0,440.93,1,31,0
13739.0,75.3,1,162,0
13740.0,1247.02,4,50,0
13745.0,469.73,2,176,0
13746.0,176.69,1,48,0
13747.0,169.79999999999998,2,8,0
13748.0,1320.1,5,8,0
13749.0,-10.25,1,336,0
13750.0,1916.3400000000001,8,9,0
13752.0,404.45000000000005,1,162,0
13753.0,1353.31,3,233,0
13754.0,164.45000000000002,1,72,0
13756.0,4002.0800000000004,11,2,0
13757.0,195.55,1,309,0
13758.0,6072.59,14,1,4
13760.0,1071.85,4,39,0
13761.0,881.52,4,137,0
13762.0,2165.76,4,228,0
13763.0,3492.53,3,23,0
13764.0,1431.5,3,204,0
13765.0,352.821,1,288,0
13766.0,190.35,1,130,0
13767.0,18169.97,48,4,4
13768.0,758.07,8,198,0
13769.0,2994.76,14,2,0
13770.0,785.37,4,57,0
13771.0,3094.37,5,168,0
13772.0,1962.59,6,30,0
13773.0,301.54,2,31,0
13775.0,1049.66,1,225,0
13776.0,-340.17,8,63,0
13777.0,30268.22,42,0,3
13778.0,937.84,4,126,0
13779.0,161.13,1,150,0
13780.0,375.81,1,42,0
13781.0,643.04,3,227,0
13782.0,873.77,8,88,0
13783.0,1542.09,4,122,0
13784.0,434.39,4,69,0
13785.0,542.49,4,63,0
13786.0,2506.01,8,2,0
13787.0,864.66,7,91,0
13788.0,3.75,1,140,0
13789.0,239.45999999999998,1,23,0
13792.0,188.4,1,57,0
13793.0,96.0,1,281,0
13794.0,126.03,1,181,0
13795.0,836.3,4,23,0
13796.0,289.7,1,134,0
13797.0,1168.45,4,71,0
13798.0,37222.05,63,7,3
13799.0,1350.96,11,72,0
13800.0,1121.24,2,65,0
13802.0,21585.29,18,9,4
13803.0,1042.04,3,66,0
13804.0,572.73,2,70,0
13807.0,397.3,4,2,0
13809.0,524.65,2,29,0
13813.0,1333.01,7,156,0
13814.0,676.95,2,148,0
13815.0,3270.88,5,31,0
13818.0,61.28,1,64,0
13819.0,1490.75,4,304,0
13820.0,640.4,5,53,0
13821.0,1001.39,5,27,0
13823.0,2400.89,6,14,0
13824.0,1574.42,9,14,0
13825.0,255.59,2,256,0
13829.0,102.0,1,56,0
13830.0,135.95000000000002,2,209,0
13831.0,4806.19,15,4,0
13832.0,561.49,1,57,0
13833.0,316.56,1,39,0
13834.0,247.89,3,211,0
13835.0,210.25,4,154,0
13836.0,602.52,3,34,0
13838.0,1274.3600000000001,7,4,0
13839.0,139.95000000000002,1,121,0
13840.0,651.4,1,51,0
13842.0,2219.34,11,1,0
13843.0,319.75,1,16,0
13846.0,442.73,1,34,0
13847.0,310.72,1,354,0
13848.0,2080.0,6,1,0
13849.0,1905.85,4,32,0
13851.0,1865.3000000000002,6,14,0
13852.0,170.45000000000002,2,241,0
13854.0,4133.19,17,0,0
13855.0,1253.94,5,135,0
13856.0,695.48,10,98,0
13857.0,997.11,7,28,0
13859.0,314.7,1,164,0
13861.0,251.31,3,64,0
13862.0,346.73,1,24,0
13863.0,918.07,4,83,0
13864.0,662.4000000000001,1,21,0
13869.0,5006.62,6,16,0
13870.0,2938.59,8,15,0
13871.0,1415.15,7,59,0
13872.0,891.32,6,148,0
13873.0,649.32,5,18,0
13874.0,1448.75,9,139,0
13875.0,3027.58,9,22,0
13877.0,329.09,4,99,0
13878.0,1191.53,3,182,0
13879.0,395.5,1,280,0
13880.0,1171.89,5,2,0
13881.0,27402.98,29,10,3
13883.0,3803.99,17,15,0
13884.0,1071.08,8,11,0
13888.0,1563.42,5,39,0
13889.0,1438.8300000000002,7,17,0
13890.0,997.87,8,9,0
13891.0,863.5600000000001,3,13,0
13892.0,634.68,2,112,0
13895.0,1335.5,3,141,0
13896.0,388.55,1,260,0
13897.0,849.56,2,73,0
13898.0,530.47,1,46,0
13900.0,867.14,4,15,0
13901.0,2732.14,15,9,0
13902.0,30411.26,8,267,3
13903.0,165.45000000000002,1,35,0
13905.0,244.45,3,206,0
13906.0,42.0,1,44,0
13907.0,136.8,1,326,0
13909.0,286.6,2,58,0
13910.0,-127.66,1,78,0
13911.0,1619.1299999999999,13,14,0
13912.0,124.95,1,58,0
13913.0,42.22,1,141,0
13915.0,31.200000000000003,2,29,0
13916.0,1260.51,5,98,0
13919.0,975.87,2,59,0
13920.0,1734.88,5,66,0
13921.0,720.75,5,34,0
13922.0,652.45,4,52,0
13927.0,340.97,2,48,0
13929.0,2515.25,11,51,0
13931.0,4019.85,9,27,0
13935.0,6116.92,3,231,4
13936.0,563.08,2,17,0
13937.0,708.53,2,31,0
13939.0,976.91,6,63,0
13941.0,5933.74,12,6,4
13942.0,320.0,1,169,0
13943.0,246.54,1,212,0
13944.0,200.43,1,288,0
13945.0,854.15,2,29,0
13946.0,1183.8600000000001,4,11,0
13948.0,434.86,4,46,0
13952.0,9544.8,14,9,4
13953.0,3125.0,5,44,0
13955.0,222.21,1,10,0
13957.0,458.25,3,52,0
13958.0,4504.78,12,7,0
13959.0,477.98,3,34,0
13961.0,498.7,2,20,0
13962.0,193.25,1,70,0
13963.0,2235.08,15,2,0
13964.0,421.9,3,22,0
13965.0,777.6600000000001,5,90,0
13966.0,390.86,1,70,0
13967.0,85.6,1,31,0
13968.0,123.66,1,58,0
13969.0,4226.08,20,0,0
13970.0,846.55,2,21,0
13971.0,1891.6100000000001,7,52,0
13974.0,249.93,3,212,0
13975.0,2824.06,7,28,0
13976.0,834.38,3,141,0
13977.0,519.8100000000001,1,46,0
13979.0,2456.96,10,28,0
13980.0,552.98,8,72,0
13981.0,327.39,2,35,0
13982.0,2557.68,9,0,0
13983.0,4402.95,18,1,0
13984.0,1128.09,8,1,0
13985.0,2957.78,8,9,0
13987.0,682.54,2,14,0
13988.0,609.84,2,18,0
13989.0,759.98,3,99,0
13992.0,142.7,2,15,0
13993.0,3280.7000000000003,12,14,0
13995.0,2452.77,12,14,0
13996.0,895.76,2,21,0
13997.0,382.31,3,154,0
13998.0,566.7,3,81,0
13999.0,5572.75,21,9,4
14000.0,1243.88,6,49,0
14001.0,2487.01,7,8,0
14003.0,209.41,1,367,0
14004.0,1675.81,4,28,0
14006.0,1234.48,4,163,0
14007.0,79.48,1,147,0
14008.0,493.74,2,10,0
14009.0,404.3,1,97,0
14010.0,288.09999999999997,3,200,0
14011.0,451.91999999999996,3,115,0
14013.0,533.2,3,15,0
14014.0,1443.03,2,11,0
14016.0,7051.25,8,31,4
14017.0,229.75,1,206,0
14018.0,367.15000000000003,1,280,0
14020.0,570.46,3,111,0
14021.0,1084.68,4,9,0
14022.0,352.15000000000003,1,121,0
14024.0,318.04,1,25,0
14025.0,3969.1,10,99,0
14026.0,713.11,2,105,0
14028.0,3175.5,5,133,0
14030.0,5785.5,16,1,4
14031.0,23391.33,35,0,4
14032.0,1856.23,8,1,0
14033.0,109.44,1,190,0
14035.0,1424.45,6,41,0
14037.0,608.75,5,113,0
14038.0,1446.45,4,23,0
14039.0,115.08000000000001,1,210,0
14040.0,8915.65,27,21,4
14042.0,431.98,1,360,0
14043.0,301.3,3,126,0
14044.0,2453.33,7,53,0
14045.0,8000.88,16,8,4
14047.0,2868.7200000000003,14,0,0
14048.0,338.76,2,17,0
14049.0,7424.88,12,22,4
14051.0,6627.16,17,1,4
14052.0,255.45,1,25,0
14053.0,312.05,2,32,0
14055.0,795.3199999999999,2,212,0
14057.0,2190.88,5,16,0
14058.0,469.19,2,97,0
14060.0,3367.76,14,1,0
14061.0,917.4300000000001,3,142,0
14062.0,14969.98,15,9,4
14063.0,-3767.1999999999994,13,65,0
14064.0,1851.43,14,65,0
14065.0,889.37,4,24,0
14068.0,1239.1200000000001,4,231,0
14069.0,230.06,2,149,0
14070.0,326.55,1,319,0
14072.0,390.85,1,301,0
14074.0,219.39999999999998,1,258,0
14075.0,792.61,3,38,0
14077.0,115.66,1,30,0
14078.0,643.26,4,8,0
14079.0,243.63,1,317,0
14080.0,1030.13,5,48,0
14081.0,4345.38,13,4,0
14082.0,231.10999999999999,1,27,0
14083.0,388.83,3,6,0
14084.0,150.5,1,147,0
14085.0,5656.43,16,3,4
14086.0,39.95,1,97,0
14087.0,621.8,3,39,0
14088.0,11984.53,6,22,4
14091.0,9530.08,2,289,4
14092.0,3146.64,11,7,0
14094.0,334.27,2,74,0
14095.0,2.95,1,357,0
14097.0,422.85999999999996,2,116,0
14099.0,2607.54,10,10,0
14101.0,3965.34,8,23,0
14103.0,0.0,1,300,0
14104.0,555.37,3,24,0
14105.0,4443.65,7,29,0
14106.0,214.79999999999998,1,372,0
14107.0,2165.2200000000003,5,72,0
14108.0,447.05,2,366,0
14110.0,7287.95,22,70,4
14112.0,2750.34,15,86,0
14113.0,4778.83,23,10,0
14114.0,977.5600000000001,5,30,0
14115.0,622.6700000000001,2,136,0
14118.0,458.45,1,63,0
14119.0,183.37,2,10,0
14120.0,-23.8,1,65,0
14122.0,309.77,5,29,0
14123.0,436.18,1,368,0
14126.0,466.33000000000004,1,79,0
14127.0,1190.3700000000001,3,15,0
14128.0,271.86,2,178,0
14129.0,1467.48,4,34,0
14130.0,1398.81,3,10,0
14131.0,187.87,1,283,0
14133.0,305.5,1,368,0
14134.0,11123.35,15,17,4
14135.0,4914.74,12,2,0
14136.0,1553.96,7,35,0
14137.0,294.1,2,316,0
14139.0,670.98,3,125,0
14142.0,655.94,4,8,0
14144.0,30.599999999999998,1,121,0
14145.0,3857.85,3,94,0
14146.0,5259.3,7,18,0
14147.0,1550.9,9,23,0
14148.0,309.09000000000003,1,49,0
14151.0,666.7,3,308,0
14152.0,1364.35,6,22,0
14153.0,233.4,1,118,0
14154.0,4917.98,8,16,0
14156.0,183180.55,138,6,2
14157.0,569.9,3,24,0
14159.0,2893.58,11,14,0
14160.0,8421.47,7,245,4
14161.0,2208.36,5,4,0
14163.0,148.71,1,97,0
14166.0,256.85,2,140,0
14167.0,721.65,4,99,0
14168.0,305.9,3,55,0
14169.0,624.4300000000001,2,65,0
14170.0,597.33,3,10,0
14171.0,135.0,1,365,0
14172.0,389.97,4,240,0
14173.0,116.11,3,276,0
14175.0,4242.38,10,15,0
14176.0,339.11,2,2,0
14177.0,1669.93,9,16,0
14180.0,1469.98,12,7,0
14181.0,310.55,2,45,0
14182.0,660.07,5,78,0
14183.0,286.29,2,46,0
14186.0,1550.63,5,62,0
14187.0,123.5,1,108,0
14189.0,1160.31,2,3,0
14190.0,79.9,1,301,0
14191.0,53.4,3,29,0
14192.0,293.74,1,23,0
14193.0,356.8,1,31,0
14194.0,7226.12,22,27,4
14195.0,1418.54,7,70,0
14197.0,390.05,1,45,0
14198.0,864.08,6,35,0
14199.0,731.0999999999999,5,35,0
14200.0,379.2,1,252,0
14201.0,446.1,3,44,0
14202.0,847.76,3,16,0
14203.0,339.34,1,32,0
14204.0,901.9300000000001,3,57,0
14205.0,1689.6,9,0,0
14206.0,836.9499999999999,3,15,0
14207.0,157.8,1,322,0
14208.0,415.31,1,186,0
14209.0,2870.2400000000002,12,20,0
14210.0,3913.4300000000003,15,6,0
14211.0,2093.39,13,46,0
14212.0,1119.6599999999999,1,80,0
14213.0,-1.4210854715202004e-14,2,6,0
14215.0,1626.61,4,3,0
14216.0,303.09,2,44,0
14217.0,1281.51,11,0,0
14219.0,543.89,2,44,0
14220.0,882.5999999999999,2,202,0
14221.0,3078.7400000000002,9,84,0
14224.0,847.78,5,25,0
14225.0,2015.12,5,69,0
14226.0,766.14,2,70,0
14227.0,3011.6,7,49,0
14228.0,745.5,3,72,0
14229.0,1018.39,6,38,0
14230.0,979.8000000000001,3,70,0
14231.0,309.91,1,85,0
14233.0,1319.45,5,9,0
14235.0,1573.1299999999999,4,133,0
14236.0,1241.88,6,7,0
14237.0,466.04,3,8,0
14238.0,287.38,2,297,0
14239.0,1880.22,11,66,0
14240.0,357.15,1,58,0
14241.0,120.0,1,331,0
14243.0,4829.4800000000005,10,0,0
14244.0,354.82,2,294,0
14247.0,632.9399999999999,5,39,0
14248.0,730.37,2,94,0
14249.0,5625.461,12,45,4
14252.0,350.99,1,16,0
14253.0,363.40000000000003,2,128,0
14254.0,601.03,1,67,0
14255.0,-1441.6,4,181,0
14256.0,1462.28,6,126,0
14257.0,2854.73,4,15,0
14258.0,18377.27,22,23,4
14260.0,824.28,3,106,0
14263.0,322.93,1,58,0
14264.0,1141.89,6,7,0
14265.0,843.17,2,99,0
14266.0,40.56,1,63,0
14267.0,-19.9,2,336,0
14268.0,354.85,1,105,0
14269.0,261.68,2,70,0
14271.0,106.81,1,44,0
14272.0,482.85,2,197,0
14274.0,256.6,1,321,0
14275.0,1189.3799999999999,6,30,0
14276.0,909.93,8,35,0
14277.0,367.4699999999999,10,46,0
14278.0,205.83,1,44,0
14279.0,191.86,2,155,0
14281.0,245.15,1,43,0
14282.0,4115.32,12,2,0
14283.0,628.4399999999999,4,98,0
14284.0,704.4,1,288,0
14285.0,1248.63,5,148,0
14286.0,3800.89,7,34,0
14290.0,1901.48,8,48,0
14291.0,3971.1,13,15,0
14292.0,4068.57,13,37,0
14293.0,2127.77,7,3,0
14294.0,375.34,1,42,0
14295.0,2161.36,6,73,0
14296.0,448.45,3,48,0
14298.0,39626.87,39,10,3
14299.0,9972.42,25,0,4
14301.0,1324.19,5,44,0
14302.0,742.9000000000001,3,65,0
14303.0,277.94,2,42,0
14304.0,1326.71,3,14,0
14306.0,1058.0800000000002,4,13,0
14307.0,2067.36,6,8,0
14308.0,-849.45,5,184,0
14309.0,1428.28,2,48,0
14310.0,492.1,1,67,0
14311.0,206.19,1,202,0
14312.0,1478.7,5,13,0
14313.0,-302.31,1,259,0
14314.0,101.9,2,48,0
14315.0,711.74,3,168,0
14316.0,1355.34,6,57,0
14318.0,158.02,1,95,0
14319.0,476.95000000000005,2,59,0
14320.0,861.01,4,181,0
14321.0,667.83,3,63,0
14322.0,384.3,6,62,0
14324.0,701.61,2,44,0
14325.0,245.48000000000002,1,204,0
14326.0,757.13,2,98,0
14327.0,1583.28,5,17,0
14328.0,-445.06,3,65,0
14329.0,4806.78,14,10,0
14330.0,200.63,1,258,0
14332.0,1077.2,2,16,0
14334.0,1753.52,5,60,0
14337.0,-658.63,1,366,0
14338.0,339.88,1,171,0
14339.0,310.75,1,63,0
14341.0,2277.09,11,55,0
14342.0,235.03,3,67,0
14343.0,1088.91,4,56,0
14344.0,2443.77,14,2,0
14346.0,1294.17,3,60,0
14347.0,82.6,1,371,0
14350.0,689.1,2,15,0
14353.0,285.9,2,45,0
14355.0,840.0500000000001,3,0,0
14358.0,384.29999999999995,3,24,0
14361.0,214.70999999999998,1,213,0
14363.0,227.47000000000003,2,37,0
14365.0,634.68,2,29,0
14366.0,136.0,1,160,0
14369.0,469.13,2,277,0
14370.0,1092.13,9,85,0
14372.0,830.1800000000001,3,78,0
14374.0,108.0,1,176,0
14375.0,875.31,2,85,0
14376.0,215.46,1,318,0
14378.0,131.25,1,256,0
14379.0,920.81,2,28,0
14380.0,-99.72999999999999,2,238,0
14381.0,428.65999999999997,1,86,0
14382.0,614.78,2,25,0
14384.0,58.5,1,135,0
14388.0,3417.26,12,1,0
14389.0,821.35,6,59,0
14390.0,1730.8600000000001,7,7,0
14391.0,135.6,1,211,0
14392.0,266.4,1,67,0
14394.0,93.8,1,199,0
14395.0,4688.9,13,7,0
14396.0,1633.94,6,6,0
14398.0,707.79,2,36,0
14399.0,2098.16,9,29,0
14400.0,1143.3,3,35,0
14401.0,2663.42,11,59,0
14402.0,285.6,1,287,0
14403.0,396.45,4,218,0
14404.0,1365.39,9,4,0
14405.0,195.0,1,21,0
14408.0,1503.2400000000002,4,106,0
14409.0,1545.44,6,3,0
14410.0,1546.07,2,11,0
14412.0,656.16,1,59,0
14413.0,647.67,3,45,0
14414.0,902.35,1,9,0
14415.0,6103.57,14,14,4
14417.0,604.2,1,22,0
14419.0,202.85,1,17,0
14420.0,1241.85,5,31,0
14421.0,1643.51,5,147,0
14422.0,5937.28,15,9,4
14423.0,649.76,3,59,0
14425.0,635.89,5,62,0
14426.0,7185.07,11,28,4
14427.0,900.1800000000001,2,129,0
14429.0,516.28,1,38,0
14430.0,956.4000000000001,5,146,0
14431.0,2143.84,3,14,0
14433.0,289.6,1,100,0
14435.0,90.42,1,136,0
14436.0,182.64000000000001,1,188,0
14437.0,873.34,6,0,0
14439.0,6781.8,4,78,4
14440.0,4169.15,11,0,0
14441.0,2816.45,10,0,0
14442.0,3727.4,7,49,0
14443.0,950.7,4,3,0
14444.0,132.04,1,91,0
14445.0,221.65,1,90,0
14446.0,201.73,1,21,0
14447.0,548.5,1,35,0
14449.0,1575.7,5,7,0
14450.0,645.19,4,14,0
14451.0,2603.0,16,24,0
14452.0,401.15,2,30,0
14454.0,970.7,6,11,0
14455.0,594.86,5,67,0
14458.0,237.42,1,15,0
14459.0,3501.221,2,168,0
14460.0,536.26,8,31,0
14461.0,4594.54,11,17,0
14462.0,265.99,1,67,0
14463.0,256.95,1,134,0
14464.0,111.0,2,203,0
14465.0,2887.4100000000003,8,63,0
14466.0,2374.5,7,7,0
14467.0,1622.23,8,24,0
14468.0,204.24,1,368,0
14469.0,2112.21,4,51,0
14470.0,250.85,1,65,0
14471.0,400.95,2,226,0
14472.0,291.38,1,324,0
14474.0,730.42,1,214,0
14475.0,225.3,1,43,0
14477.0,652.8,5,71,0
14478.0,1276.66,4,17,0
14479.0,982.86,3,0,0
14480.0,1016.22,4,37,0
14481.0,1298.81,4,42,0
14482.0,2124.1,8,14,0
14483.0,120.0,1,371,0
14484.0,749.0600000000001,3,36,0
14486.0,175.5,2,146,0
14487.0,244.53,3,3,0
14489.0,1111.55,3,72,0
14490.0,1273.47,2,41,0
14491.0,127.2,1,7,0
14492.0,1574.3600000000001,10,65,0
14493.0,2673.21,7,25,0
14494.0,261.9,2,36,0
14495.0,42.5,2,282,0
14496.0,2107.07,9,8,0
14497.0,221.69,1,308,0
14498.0,1953.95,5,36,0
14499.0,1305.3,7,9,0
14505.0,5900.1,16,39,4
14506.0,1278.5,3,4,0
14507.0,1804.31,7,9,0
14508.0,579.67,4,11,0
14509.0,110.95,1,169,0
14510.0,991.98,4,10,0
14512.0,948.19,5,18,0
14513.0,332.42,3,71,0
14514.0,3539.38,7,71,0
14515.0,1616.81,9,22,0
14516.0,163.92,1,151,0
14519.0,206.09,2,318,0
14521.0,167.65,2,112,0
14522.0,784.08,4,230,0
14524.0,1066.03,4,44,0
14525.0,3908.44,8,63,0
14526.0,262.4,1,24,0
14527.0,18063.16,108,0,4
14530.0,3151.2400000000002,13,31,0
14531.0,376.34,1,114,0
14532.0,2913.58,8,46,0
14533.0,1372.5,6,42,0
14534.0,1711.07,13,32,0
14535.0,3031.54,7,30,0
14537.0,279.89,2,241,0
14538.0,982.59,3,165,0
14540.0,2789.18,9,14,0
14541.0,1038.03,6,51,0
14543.0,9277.84,29,15,4
14544.0,957.98,1,105,0
14545.0,349.25,1,309,0
14546.0,2514.01,11,11,0
14548.0,1974.69,7,119,0
14549.0,627.3100000000001,3,55,0
14550.0,587.69,2,23,0
14551.0,672.36,7,44,0
14552.0,346.21,2,15,0
14553.0,956.77,5,46,0
14555.0,1982.3400000000001,5,16,0
14556.0,835.34,3,231,0
14558.0,614.1,5,288,0
14559.0,75.6,1,25,0
14560.0,3876.2599999999998,22,14,0
14562.0,1654.63,8,25,0
14563.0,679.44,2,144,0
14564.0,2519.32,5,62,0
14565.0,760.1,1,108,0
14566.0,2660.0,3,52,0
14568.0,909.5,2,59,0
14569.0,371.59,3,87,0
14570.0,395.69,1,78,0
14571.0,161.65,1,60,0
14572.0,2769.59,5,52,0
14573.0,968.0,5,7,0
14574.0,143.70000000000002,1,367,0
14575.0,460.71,1,123,0
14576.0,35.400000000000006,1,7,0
14577.0,514.54,3,29,0
14579.0,105.56,1,67,0
14580.0,14.850000000000001,1,153,0
14581.0,295.2,1,179,0
14583.0,728.48,3,18,0
14584.0,705.65,4,56,0
14585.0,986.22,4,17,0
14588.0,135.39,1,213,0
14589.0,39.75,1,6,0
14590.0,2884.29,28,59,0
14593.0,2997.18,15,32,0
14594.0,255.0,1,8,0
14595.0,423.85,2,88,0
14596.0,229.47,1,261,0
14597.0,1318.3899999999999,4,14,0
14598.0,1.7763568394002505e-15,2,204,0
14599.0,474.54,2,25,0
14600.0,471.84000000000003,1,28,0
14602.0,205.35999999999999,1,291,0
14604.0,143.85999999999999,1,268,0
14605.0,937.16,4,9,0
14606.0,18380.53,135,1,4
14607.0,7404.46,10,102,4
14608.0,1488.29,8,14,0
14609.0,764.64,7,23,0
14610.0,24.35,2,30,0
14611.0,599.38,3,74,0
14612.0,877.7,1,50,0
14613.0,76.32000000000001,1,315,0
14614.0,295.13,1,21,0
14615.0,934.26,6,29,0
14616.0,121.7,2,20,0
14617.0,190.47000000000003,2,37,0
14618.0,757.08,6,1,0
14619.0,896.8000000000001,1,176,0
14621.0,1112.51,10,141,0
14623.0,1161.48,6,15,0
14624.0,588.22,4,50,0
14625.0,3543.05,14,7,0
14626.0,2617.7,8,30,0
14627.0,428.25,2,14,0
14628.0,1326.04,3,77,0
14630.0,338.65,1,119,0
14631.0,1016.19,4,21,0
14634.0,1971.82,7,72,0
14635.0,215.22,1,88,0
14637.0,106.67999999999999,1,312,0
14639.0,1994.47,3,43,0
14640.0,1421.88,8,44,0
14643.0,986.08,3,252,0
14644.0,1297.01,8,49,0
14645.0,243.15,2,260,0
14646.0,243853.05,87,9,1
14647.0,276.75,1,158,0
14648.0,4458.21,19,38,0
14649.0,2336.87,7,16,0
14650.0,62.5,1,223,0
14651.0,1379.52,7,29,0
14653.0,1666.99,5,148,0
14654.0,246.86,1,373,0
14655.0,1899.08,7,14,0
14656.0,523.6,3,50,0
14657.0,612.65,2,64,0
14662.0,645.16,3,62,0
14663.0,490.6,2,65,0
14665.0,913.95,2,62,0
14667.0,12489.39,36,0,4
14668.0,111.63,1,80,0
14669.0,1973.94,4,268,0
14670.0,190.47,1,367,0
14671.0,1127.45,2,184,0
14672.0,347.59,2,150,0
14673.0,1674.41,3,2,0
14674.0,173.66,1,144,0
14675.0,462.15,1,23,0
14676.0,5742.25,8,20,4
14677.0,184.91,1,227,0
14678.0,386.44,2,206,0
14679.0,1272.95,5,6,0
14680.0,27869.0,65,6,3
14681.0,376.20000000000005,3,22,0
14682.0,1462.81,4,63,0
14683.0,146.56,1,223,0
14684.0,232.27,1,25,0
14685.0,4324.31,13,211,0
14686.0,877.88,6,49,0
14687.0,773.6800000000001,2,35,0
14688.0,2082.7,8,8,0
14690.0,422.63,2,27,0
14692.0,1153.54,8,15,0
14693.0,966.96,7,60,0
14694.0,244.31,1,252,0
14695.0,1552.57,4,154,0
14696.0,687.7,3,0,0
14699.0,593.47,3,70,0
14700.0,880.96,2,50,0
14701.0,2012.72,6,77,0
14702.0,3445.08,15,0,0
14704.0,266.66,2,59,0
14706.0,390.69,1,253,0
14707.0,139.2,2,70,0
14708.0,1085.91,3,3,0
14709.0,3955.34,13,14,0
14710.0,1316.46,9,14,0
14712.0,411.0,1,53,0
14713.0,2708.21,14,0,0
14714.0,736.21,6,35,0
14715.0,973.0699999999999,4,77,0
14716.0,235.77,1,79,0
14717.0,72.8,2,368,0
14718.0,226.42,1,45,0
14721.0,115.77,1,14,0
14722.0,325.45,2,112,0
14723.0,934.76,7,6,0
14724.0,345.25,1,225,0
14725.0,546.76,4,29,0
14726.0,124.75,1,289,0
14727.0,22.55,3,181,0
14728.0,190.58,1,48,0
14729.0,593.89,3,8,0
14732.0,2761.1800000000003,14,27,0
14733.0,6599.06,4,2,4
14734.0,1045.47,5,51,0
14735.0,6102.02,25,23,4
14736.0,401.08,2,120,0
14737.0,2389.62,1,35,0
14738.0,473.7,3,162,0
14739.0,8370.47,21,2,4
14740.0,2645.65,9,44,0
14741.0,497.25,2,7,0
14742.0,579.85,1,70,0
14743.0,50.48,1,227,0
14744.0,2732.49,9,1,0
14745.0,1324.3,11,136,0
14746.0,593.5,4,41,0
14748.0,1360.46,12,3,0
14749.0,310.15,1,114,0
14750.0,112.03,1,371,0
14751.0,126.45,2,319,0
14753.0,306.36,1,95,0
14754.0,908.23,5,52,0
