id,Sex,Length,Diameter,Height,Whole weight,Whole weight.1,Whole weight.2,Shell weight,Rings
70214,F,0.505,0.365,0.14,0.6195,0.2595,0.1495,0.18,12
30731,M,0.555,0.44,0.14,0.868,0.33,0.217,0.26,15
60768,M,0.61,0.47,0.15,1.114,0.5865,0.2145,0.29,10
33273,F,0.62,0.47,0.185,1.1735,0.5455,0.2525,0.285,12
59657,M,0.525,0.405,0.18,0.9955,0.289,0.1725,0.42,22
90223,I,0.36,0.265,0.1,0.2325,0.104,0.0395,0.075,6
33543,I,0.4,0.305,0.1,0.256,0.1145,0.05,0.08,7
8402,F,0.5,0.4,0.15,0.6675,0.2635,0.1625,0.225,10
22410,M,0.475,0.36,0.11,0.459,0.1975,0.099,0.1365,8
56353,M,0.59,0.45,0.16,1.004,0.3795,0.193,0.265,17
17492,M,0.74,0.58,0.225,2.0805,0.9115,0.4265,0.595,17
32820,I,0.545,0.4,0.125,0.5945,0.27,0.1285,0.166,8
82979,M,0.35,0.265,0.095,0.218,0.0945,0.064,0.06,11
28236,M,0.56,0.43,0.125,0.7155,0.3235,0.1625,0.245,10
65974,I,0.315,0.24,0.085,0.138,0.0615,0.0335,0.048,8
52244,I,0.525,0.395,0.14,0.7115,0.255,0.159,0.245,11
54614,I,0.475,0.375,0.125,0.458,0.25,0.098,0.13,9
89819,M,0.525,0.4,0.135,0.811,0.3875,0.1735,0.2035,8
49271,I,0.425,0.315,0.1,0.3675,0.1865,0.0785,0.081,7
64457,F,0.59,0.465,0.16,0.923,0.3875,0.2145,0.2415,8
44318,M,0.595,0.47,0.175,1.1835,0.4985,0.2645,0.295,12
86461,F,0.625,0.5,0.205,1.473,0.7185,0.3185,0.42,14
84618,M,0.675,0.525,0.195,1.525,0.6035,0.347,0.405,13
68552,I,0.475,0.37,0.11,0.441,0.2075,0.0995,0.155,9
53443,M,0.695,0.535,0.18,1.5575,0.7105,0.3525,0.4325,12
73949,I,0.405,0.3,0.095,0.2865,0.141,0.063,0.075,8
5124,I,0.35,0.26,0.09,0.205,0.078,0.051,0.07,7
21947,I,0.455,0.315,0.11,0.449,0.166,0.0965,0.1,7
62887,F,0.645,0.515,0.175,1.527,0.7725,0.3195,0.37,11
86323,M,0.565,0.44,0.165,0.813,0.2845,0.1795,0.24,10
47502,F,0.6,0.47,0.14,0.9155,0.4325,0.2175,0.259,8
11916,I,0.36,0.265,0.09,0.2005,0.0795,0.042,0.065,8
90505,M,0.57,0.46,0.15,1.016,0.391,0.2255,0.2285,8
39834,F,0.565,0.465,0.155,0.837,0.414,0.1685,0.24,9
80091,F,0.515,0.375,0.12,0.6295,0.2765,0.1175,0.155,8
9349,F,0.49,0.38,0.145,0.545,0.1785,0.1305,0.1595,15
58191,I,0.385,0.3,0.09,0.244,0.1225,0.0475,0.0735,9
67204,F,0.575,0.45,0.135,0.853,0.3155,0.1715,0.22,9
2864,M,0.565,0.44,0.15,0.9595,0.4455,0.189,0.2765,11
45796,F,0.525,0.4,0.145,0.7155,0.2415,0.161,0.184,7
39728,I,0.535,0.42,0.145,0.6845,0.3285,0.129,0.2175,8
66949,F,0.525,0.43,0.15,0.8295,0.3775,0.189,0.205,10
71617,M,0.59,0.455,0.14,0.976,0.3975,0.2385,0.2765,14
3698,I,0.255,0.19,0.06,0.076,0.0275,0.0245,0.02,7
82213,F,0.575,0.445,0.15,1.029,0.4865,0.24,0.28,14
30726,I,0.3,0.225,0.07,0.131,0.0765,0.0315,0.028,7
54127,F,0.615,0.495,0.16,1.083,0.4535,0.2815,0.305,9
49255,I,0.255,0.195,0.065,0.0335,0.0235,0.017,0.0105,5
29348,I,0.235,0.175,0.05,0.039,0.02,0.013,0.03,6
47493,F,0.64,0.515,0.175,1.218,0.5015,0.3025,0.37,10
30317,I,0.395,0.295,0.1,0.2715,0.135,0.0725,0.085,7
48117,M,0.66,0.515,0.185,1.264,0.55,0.3265,0.35,13
59978,F,0.495,0.4,0.13,0.7185,0.2175,0.158,0.22,15
69936,I,0.605,0.45,0.135,0.862,0.334,0.2055,0.2665,12
47956,M,0.43,0.34,0.135,0.4385,0.2075,0.1015,0.12,10
72226,I,0.35,0.275,0.095,0.2355,0.1125,0.0445,0.068,7
73086,I,0.39,0.285,0.1,0.2845,0.1225,0.0595,0.0725,6
24859,I,0.285,0.205,0.07,0.096,0.0405,0.0245,0.03,5
7451,I,0.505,0.385,0.115,0.5525,0.2355,0.1255,0.15,8
36780,I,0.565,0.45,0.155,0.874,0.3305,0.202,0.2475,10
51002,F,0.525,0.4,0.14,0.8295,0.2405,0.209,0.24,15
48289,I,0.445,0.345,0.115,0.3785,0.1525,0.084,0.125,9
23871,I,0.515,0.355,0.11,0.4525,0.1895,0.083,0.144,9
25356,I,0.11,0.13,0.03,0.008,0.0025,0.002,0.003,4
76982,I,0.43,0.325,0.11,0.3685,0.162,0.0865,0.1045,6
15767,M,0.47,0.38,0.125,0.495,0.167,0.1175,0.155,11
17556,M,0.595,0.445,0.145,0.982,0.4095,0.2195,0.2725,10
80003,I,0.415,0.325,0.105,0.3285,0.1205,0.061,0.11,8
44575,M,0.665,0.52,0.185,1.613,0.715,0.3525,0.47,10
88952,M,0.55,0.435,0.15,0.8395,0.3155,0.1635,0.24,12
36785,M,0.525,0.4,0.135,0.7105,0.2865,0.1555,0.2235,10
83753,F,0.58,0.45,0.17,1.042,0.3345,0.2245,0.325,13
17841,M,0.34,0.215,0.075,0.129,0.05,0.0265,0.05,5
14240,I,0.41,0.31,0.095,0.3265,0.1455,0.0575,0.085,6
80596,I,0.37,0.275,0.1,0.2225,0.093,0.026,0.08,6
85395,F,0.58,0.465,0.15,0.9,0.446,0.219,0.255,8
89455,I,0.38,0.285,0.1,0.2625,0.1165,0.0585,0.085,7
6978,F,0.615,0.475,0.15,1.0035,0.4455,0.2115,0.2885,10
78459,M,0.605,0.485,0.155,1.1785,0.5265,0.2385,0.3,9
17922,I,0.37,0.28,0.09,0.195,0.078,0.0455,0.058,6
67734,F,0.57,0.445,0.135,0.813,0.3895,0.1715,0.23,10
3099,F,0.655,0.525,0.175,1.361,0.5435,0.2635,0.465,16
20186,M,0.58,0.445,0.145,0.795,0.3465,0.1655,0.2495,8
67747,M,0.53,0.43,0.125,0.604,0.3035,0.096,0.1655,7
4948,M,0.7,0.5,0.19,1.642,0.7485,0.3345,0.49,12
10648,M,0.605,0.495,0.17,1.2525,0.542,0.281,0.355,10
2228,I,0.555,0.45,0.135,0.7665,0.3345,0.15,0.22,11
51180,M,0.525,0.41,0.14,0.737,0.3205,0.1405,0.212,9
58993,I,0.55,0.425,0.135,0.8145,0.427,0.1965,0.213,9
40171,M,0.465,0.35,0.11,0.4775,0.2105,0.0745,0.14,7
77492,M,0.65,0.52,0.16,1.2695,0.5675,0.2655,0.345,10
24712,F,0.595,0.46,0.15,1.1245,0.5415,0.221,0.29,8
7568,I,0.205,0.15,0.05,0.021,0.0125,0.008,0.015,5
33466,F,0.545,0.41,0.14,0.7145,0.3055,0.173,0.195,9
2593,M,0.57,0.45,0.175,0.9945,0.3875,0.2145,0.3,13
41165,M,0.655,0.505,0.195,1.4155,0.53,0.1965,0.515,17
11524,F,0.56,0.425,0.14,0.872,0.38,0.1755,0.22,9
70633,M,0.625,0.475,0.165,1.1955,0.5825,0.257,0.271,9
67626,F,0.5,0.4,0.14,0.599,0.2855,0.1455,0.21,13
38234,F,0.605,0.48,0.16,1.2435,0.6115,0.2935,0.34,9
23790,I,0.405,0.3,0.09,0.2815,0.1265,0.0655,0.07,8
46784,F,0.395,0.325,0.115,0.335,0.159,0.06,0.096,7
77484,M,0.515,0.425,0.13,0.872,0.3475,0.1815,0.22,9
31904,M,0.6,0.475,0.17,1.2355,0.5885,0.271,0.295,10
79581,F,0.66,0.535,0.17,1.5175,0.711,0.3125,0.4,11
65753,F,0.6,0.465,0.16,1.179,0.6355,0.2545,0.27,9
56062,M,0.645,0.5,0.165,1.3345,0.5715,0.3125,0.405,10
2006,I,0.35,0.26,0.09,0.17,0.0725,0.0495,0.065,5
63404,I,0.475,0.365,0.12,0.4905,0.2175,0.1165,0.135,8
85649,F,0.645,0.53,0.2,1.489,0.7765,0.3615,0.44,10
28503,M,0.525,0.43,0.125,0.7995,0.345,0.1905,0.2,8
81128,M,0.52,0.425,0.14,0.8665,0.3175,0.181,0.255,13
80796,I,0.41,0.3,0.1,0.304,0.129,0.0655,0.095,12
23589,M,0.595,0.455,0.145,0.9185,0.4525,0.1575,0.2515,9
68474,I,0.515,0.39,0.11,0.531,0.2415,0.0825,0.1615,7
84873,M,0.605,0.47,0.16,1.0885,0.4915,0.2585,0.31,10
19441,I,0.185,0.135,0.04,0.029,0.0125,0.0065,0.008,4
44911,F,0.6,0.45,0.165,1.0825,0.4925,0.1955,0.274,9
14259,M,0.645,0.52,0.165,1.491,0.6565,0.2565,0.3635,18
74089,F,0.66,0.475,0.165,1.1805,0.5315,0.296,0.3525,11
51251,I,0.535,0.425,0.135,0.771,0.3795,0.1715,0.1815,9
36407,I,0.235,0.175,0.065,0.0655,0.0245,0.0185,0.0225,5
46042,M,0.675,0.545,0.19,1.4165,0.5395,0.314,0.435,11
65194,I,0.38,0.26,0.095,0.2,0.086,0.0585,0.07,8
48004,M,0.53,0.41,0.125,0.769,0.295,0.1455,0.215,13
55507,I,0.55,0.445,0.145,0.8475,0.419,0.174,0.2585,9
82000,M,0.715,0.525,0.18,1.6,0.871,0.347,0.405,9
21631,I,0.215,0.17,0.04,0.028,0.012,0.0035,0.0065,5
30119,F,0.68,0.525,0.185,1.489,0.7185,0.3905,0.421,10
7342,M,0.57,0.435,0.14,0.818,0.3275,0.1725,0.2365,10
37592,I,0.39,0.3,0.095,0.3245,0.149,0.064,0.088,7
7985,F,0.62,0.47,0.165,0.9915,0.4035,0.2425,0.39,13
84096,I,0.415,0.32,0.1,0.3675,0.1515,0.0885,0.0985,8
81979,I,0.36,0.275,0.085,0.219,0.114,0.038,0.068,6
10157,I,0.2,0.145,0.04,0.037,0.0125,0.009,0.011,4
34165,M,0.585,0.46,0.145,0.966,0.3865,0.1715,0.253,9
19235,M,0.6,0.47,0.175,1.0915,0.4935,0.2575,0.305,10
67595,F,0.6,0.485,0.165,1.1735,0.4915,0.2635,0.3375,11
86540,M,0.665,0.54,0.205,1.5765,0.6675,0.297,0.5215,12
55736,I,0.255,0.205,0.06,0.074,0.0285,0.019,0.0215,5
65261,I,0.43,0.33,0.115,0.3625,0.1775,0.082,0.135,8
28389,F,0.595,0.455,0.17,0.922,0.3675,0.1785,0.345,12
71837,M,0.465,0.355,0.14,0.5325,0.25,0.096,0.1395,12
44824,I,0.255,0.185,0.05,0.0685,0.0225,0.0185,0.0185,5
45195,M,0.525,0.39,0.16,0.708,0.272,0.1675,0.275,11
55269,M,0.675,0.51,0.215,1.6225,0.5265,0.4185,0.45,14
64018,F,0.51,0.4,0.135,0.6765,0.1955,0.137,0.21,23
34784,M,0.52,0.395,0.125,0.5805,0.2345,0.1075,0.186,10
16469,M,0.695,0.545,0.195,1.726,0.7265,0.3345,0.405,13
68532,M,0.615,0.495,0.15,1.0105,0.4455,0.2195,0.265,9
50364,I,0.47,0.37,0.13,0.5235,0.2125,0.1395,0.175,8
42155,I,0.385,0.28,0.09,0.2815,0.1255,0.0695,0.0775,7
39486,I,0.52,0.395,0.14,0.646,0.3065,0.1335,0.2095,8
29487,I,0.465,0.35,0.11,0.5275,0.222,0.1045,0.15,7
53052,I,0.35,0.26,0.075,0.2025,0.0745,0.048,0.0655,7
43669,M,0.65,0.515,0.19,1.7015,0.74,0.3595,0.4265,10
63784,M,0.635,0.49,0.17,1.1635,0.5265,0.2475,0.305,9
57299,I,0.475,0.35,0.125,0.5755,0.2455,0.1465,0.2,9
732,F,0.555,0.445,0.14,0.945,0.407,0.1765,0.275,10
60525,I,0.5,0.375,0.11,0.5305,0.28,0.1125,0.147,8
48371,M,0.55,0.43,0.145,0.8175,0.3245,0.186,0.2285,11
75366,I,0.275,0.2,0.065,0.084,0.0345,0.0185,0.03,6
37514,F,0.64,0.485,0.16,1.1405,0.4325,0.3155,0.435,13
26348,F,0.54,0.42,0.135,0.8035,0.4055,0.161,0.21,8
21410,F,0.57,0.475,0.185,0.925,0.342,0.174,0.275,13
14384,I,0.525,0.4,0.135,0.6395,0.261,0.1365,0.22,9
40374,M,0.57,0.46,0.125,1.1015,0.4965,0.2055,0.25,9
60212,F,0.565,0.435,0.155,0.868,0.3515,0.156,0.285,19
85225,I,0.255,0.17,0.04,0.0525,0.019,0.012,0.015,5
1300,M,0.57,0.45,0.14,0.8295,0.3745,0.1625,0.26,10
79611,M,0.575,0.455,0.145,0.9115,0.3745,0.2095,0.27,16
42972,M,0.66,0.485,0.2,1.5175,0.739,0.302,0.401,10
83868,M,0.695,0.55,0.18,1.8295,0.732,0.398,0.45,14
9788,I,0.4,0.295,0.095,0.303,0.1325,0.0725,0.096,6
49295,M,0.56,0.47,0.135,0.9365,0.434,0.184,0.277,9
61002,I,0.47,0.35,0.125,0.468,0.1665,0.1115,0.1325,8
7774,I,0.375,0.3,0.1,0.2545,0.106,0.0565,0.08,7
10802,M,0.62,0.495,0.185,1.5275,0.579,0.346,0.41,12
54830,I,0.435,0.325,0.1,0.3635,0.1655,0.08,0.105,7
53959,I,0.57,0.44,0.13,0.805,0.3155,0.2,0.245,9
54413,I,0.255,0.185,0.07,0.075,0.028,0.018,0.027,5
84302,M,0.56,0.445,0.165,0.8435,0.3135,0.1835,0.27,11
78509,M,0.67,0.52,0.175,1.539,0.6285,0.3035,0.475,14
70550,I,0.265,0.205,0.07,0.096,0.0345,0.0295,0.03,6
27223,I,0.43,0.33,0.11,0.3675,0.159,0.082,0.125,7
19988,F,0.58,0.47,0.17,1.0145,0.472,0.244,0.29,13
5553,I,0.435,0.345,0.12,0.3705,0.1555,0.0965,0.116,8
7892,I,0.38,0.275,0.09,0.2225,0.0875,0.047,0.065,6
27994,F,0.615,0.455,0.16,1.0805,0.4955,0.2255,0.34,11
41130,F,0.53,0.405,0.14,0.7715,0.3285,0.156,0.265,10
60243,M,0.565,0.45,0.135,0.9885,0.387,0.1725,0.31,10
20906,I,0.405,0.31,0.09,0.312,0.138,0.06,0.097,7
88813,M,0.61,0.485,0.16,1.264,0.5715,0.326,0.372,11
14144,F,0.52,0.395,0.125,0.64,0.248,0.155,0.156,9
68622,F,0.615,0.52,0.165,1.097,0.4215,0.2345,0.354,15
2150,M,0.475,0.375,0.12,0.529,0.231,0.124,0.16,8
29219,F,0.655,0.505,0.195,1.3585,0.6765,0.2945,0.335,10
64984,M,0.49,0.4,0.155,0.7565,0.3125,0.159,0.275,12
52209,I,0.415,0.305,0.1,0.336,0.165,0.0685,0.0805,6
23599,F,0.55,0.425,0.185,0.873,0.31,0.1655,0.275,17
33954,F,0.6,0.475,0.145,1.1345,0.55,0.2875,0.285,12
49682,M,0.69,0.525,0.185,1.5275,0.6685,0.358,0.4395,12
56873,I,0.4,0.31,0.1,0.306,0.1375,0.061,0.085,7
6735,F,0.57,0.44,0.135,0.8295,0.3695,0.205,0.245,10
81484,F,0.575,0.445,0.175,1.049,0.4915,0.216,0.315,13
66215,F,0.655,0.54,0.24,1.514,0.5455,0.2815,0.455,17
43836,I,0.375,0.31,0.085,0.279,0.1275,0.0595,0.088,7
79952,F,0.44,0.35,0.11,0.4435,0.175,0.0955,0.135,8
998,M,0.6,0.45,0.145,1.0035,0.4835,0.2295,0.2685,10
18046,M,0.665,0.525,0.175,1.4385,0.5605,0.311,0.3465,10
87504,I,0.49,0.38,0.125,0.5125,0.2075,0.1155,0.172,8
39089,M,0.675,0.515,0.185,1.6885,0.8665,0.3675,0.4335,10
47693,M,0.555,0.445,0.14,0.836,0.4025,0.176,0.2735,8
55400,M,0.615,0.465,0.15,1.165,0.5,0.248,0.28,8
46317,M,0.6,0.47,0.155,1.124,0.556,0.236,0.27,9
83116,F,0.505,0.44,0.135,0.7895,0.37,0.1875,0.239,8
7793,M,0.58,0.45,0.13,0.8245,0.3395,0.1615,0.215,10
61493,I,0.37,0.29,0.09,0.2305,0.1155,0.06,0.065,6
47290,I,0.515,0.405,0.16,0.717,0.2885,0.1585,0.24,8
1444,M,0.565,0.44,0.16,0.8735,0.3435,0.1795,0.31,15
52321,I,0.44,0.325,0.1,0.3695,0.1405,0.0865,0.1185,8
27357,I,0.335,0.26,0.075,0.1445,0.056,0.04,0.065,7
63679,M,0.47,0.37,0.115,0.5395,0.2175,0.1065,0.15,7
82568,I,0.535,0.42,0.15,0.7905,0.3485,0.1825,0.2295,9
5827,M,0.355,0.275,0.1,0.2215,0.095,0.0525,0.095,10
86797,I,0.28,0.2,0.08,0.0945,0.0265,0.0135,0.03,5
82511,M,0.575,0.455,0.16,1.0595,0.4565,0.2745,0.295,15
33020,M,0.595,0.46,0.155,1.078,0.3945,0.2185,0.31,14
7733,I,0.34,0.265,0.075,0.1885,0.0855,0.0485,0.07,7
54647,F,0.645,0.54,0.185,1.885,0.6945,0.347,0.51,21
60916,F,0.685,0.535,0.205,1.6445,0.7735,0.3615,0.49,10
74788,I,0.405,0.325,0.085,0.3515,0.157,0.0685,0.125,8
3834,M,0.575,0.46,0.155,0.9205,0.4575,0.2075,0.2595,9
47004,I,0.435,0.335,0.105,0.383,0.1525,0.096,0.115,8
69796,F,0.62,0.475,0.175,1.5135,0.6535,0.3365,0.42,19
30351,I,0.39,0.3,0.085,0.2895,0.1205,0.0575,0.07,6
5710,I,0.325,0.23,0.075,0.155,0.0475,0.037,0.0355,5
9104,F,0.645,0.5,0.165,1.3335,0.6235,0.2905,0.34,9
64621,M,0.58,0.455,0.175,1.0615,0.4575,0.2195,0.265,12
40678,M,0.53,0.41,0.14,0.7665,0.3155,0.159,0.18,8
53369,M,0.52,0.39,0.13,0.6435,0.3135,0.15,0.161,7
54099,F,0.635,0.51,0.175,1.3635,0.6115,0.302,0.38,9
33972,F,0.53,0.415,0.135,0.7775,0.3325,0.1565,0.2375,9
62988,I,0.35,0.265,0.075,0.2315,0.105,0.046,0.065,6
87166,F,0.505,0.385,0.13,0.6175,0.241,0.1365,0.175,9
84817,I,0.515,0.4,0.13,0.66,0.3035,0.1285,0.17,13
88913,I,0.52,0.38,0.11,0.6445,0.32,0.137,0.1575,7
52595,F,0.59,0.45,0.175,1.167,0.4335,0.2515,0.385,29
19706,M,0.605,0.495,0.185,1.3585,0.5235,0.2675,0.45,17
70237,I,0.25,0.16,0.055,0.0545,0.0275,0.0125,0.015,5
13791,F,0.445,0.365,0.13,0.4365,0.146,0.071,0.15,16
68963,I,0.305,0.215,0.08,0.1245,0.053,0.03,0.047,8
83383,M,0.55,0.405,0.16,0.8945,0.3145,0.151,0.32,19
11495,I,0.365,0.27,0.09,0.2175,0.097,0.0485,0.07,7
15410,M,0.665,0.515,0.2,1.5265,0.6045,0.3275,0.495,21
59743,F,0.595,0.45,0.185,1.1775,0.4485,0.3015,0.39,16
61470,I,0.385,0.29,0.095,0.2425,0.104,0.0495,0.08,8
37192,F,0.605,0.485,0.165,1.0735,0.437,0.205,0.33,16
3059,I,0.39,0.3,0.1,0.2665,0.1185,0.061,0.081,8
86276,I,0.455,0.36,0.12,0.4155,0.1885,0.095,0.125,8
8477,I,0.3,0.23,0.06,0.1485,0.056,0.0355,0.03,7
16599,F,0.49,0.39,0.13,0.5705,0.186,0.158,0.25,12
77954,M,0.55,0.43,0.13,0.7665,0.3325,0.1565,0.2255,9
70104,I,0.375,0.29,0.085,0.2275,0.096,0.039,0.075,6
46860,I,0.535,0.405,0.13,0.6345,0.2785,0.1255,0.175,9
62880,F,0.5,0.38,0.135,0.5395,0.2175,0.1155,0.165,10
62921,F,0.58,0.46,0.165,0.9865,0.42,0.2175,0.26,11
16731,F,0.48,0.355,0.135,0.5825,0.221,0.1315,0.24,12
18124,I,0.44,0.35,0.1,0.413,0.144,0.0865,0.115,8
54201,M,0.525,0.415,0.145,0.6725,0.2615,0.1345,0.2185,10
10821,F,0.58,0.45,0.18,0.95,0.4005,0.2335,0.335,7
3388,M,0.355,0.265,0.09,0.1825,0.076,0.038,0.062,7
66336,I,0.495,0.38,0.11,0.4945,0.2145,0.091,0.14,8
53631,I,0.255,0.19,0.05,0.0835,0.0205,0.022,0.025,6
83906,I,0.315,0.23,0.07,0.1225,0.053,0.0265,0.04,8
84145,I,0.42,0.31,0.1,0.3465,0.173,0.08,0.1,7
545,F,0.605,0.475,0.175,1.218,0.5135,0.2495,0.3545,10
32648,M,0.65,0.54,0.19,1.541,0.5985,0.3575,0.39,11
48502,F,0.67,0.535,0.175,1.636,0.7455,0.2925,0.435,11
58091,I,0.55,0.435,0.14,0.7665,0.3695,0.1435,0.2175,10
46423,F,0.53,0.425,0.14,0.714,0.2455,0.2185,0.245,11
54599,F,0.63,0.505,0.175,1.336,0.5905,0.315,0.3245,10
71752,I,0.385,0.285,0.09,0.2615,0.111,0.057,0.075,6
9106,I,0.465,0.355,0.13,0.5805,0.2855,0.0935,0.1435,7
45136,F,0.56,0.455,0.145,0.976,0.4535,0.182,0.28,11
24469,F,0.51,0.385,0.12,0.5965,0.2895,0.1365,0.18,8
17328,M,0.625,0.505,0.16,1.3835,0.7105,0.3045,0.3135,12
46872,M,0.695,0.54,0.16,1.5145,0.715,0.408,0.406,12
5381,I,0.37,0.275,0.085,0.2425,0.11,0.053,0.062,6
48953,M,0.675,0.55,0.195,1.8325,0.942,0.366,0.44,13
78122,M,0.645,0.51,0.175,1.3905,0.6605,0.3035,0.405,10
48529,F,0.535,0.395,0.135,0.7635,0.3375,0.1425,0.225,10
25773,F,0.575,0.445,0.14,0.8495,0.4025,0.1905,0.22,8
70322,F,0.565,0.45,0.15,0.873,0.3465,0.1825,0.22,11
85532,M,0.575,0.44,0.14,0.873,0.3395,0.2195,0.2675,9
39926,I,0.405,0.3,0.095,0.2875,0.1155,0.0585,0.095,7
16465,I,0.39,0.31,0.09,0.237,0.1195,0.061,0.065,7
18236,M,0.59,0.47,0.18,1.0835,0.4865,0.1965,0.32,10
54904,I,0.53,0.42,0.18,0.8895,0.417,0.169,0.245,10
89577,I,0.53,0.43,0.135,0.6255,0.2575,0.1455,0.22,12
35994,I,0.39,0.295,0.095,0.2625,0.117,0.056,0.085,7
1580,F,0.63,0.48,0.15,1.1635,0.5265,0.2395,0.305,10
18115,F,0.6,0.48,0.16,0.983,0.419,0.225,0.29,10
89770,I,0.18,0.145,0.055,0.0495,0.049,0.0185,0.0125,3
73657,F,0.68,0.51,0.19,1.6385,0.8115,0.369,0.391,11
54185,M,0.57,0.46,0.13,1.1705,0.5405,0.2235,0.29,10
31797,M,0.575,0.45,0.165,1.1295,0.4695,0.2235,0.3,14
65483,I,0.38,0.29,0.085,0.252,0.115,0.0495,0.055,6
13966,I,0.385,0.29,0.095,0.2225,0.0945,0.0365,0.08,8
86718,F,0.615,0.455,0.155,1.1345,0.5305,0.258,0.265,10
36391,F,0.53,0.415,0.135,0.7365,0.2735,0.1435,0.195,8
40500,I,0.45,0.335,0.11,0.4245,0.188,0.086,0.13,9
67102,I,0.305,0.245,0.075,0.1455,0.0595,0.0305,0.044,6
71247,M,0.595,0.475,0.175,1.116,0.3865,0.2915,0.285,12
36665,F,0.485,0.365,0.155,1.029,0.4255,0.2285,0.313,10
79264,I,0.215,0.155,0.05,0.041,0.015,0.0085,0.01,5
39742,M,0.74,0.575,0.205,2.069,0.7285,0.409,0.643,12
16483,M,0.675,0.525,0.18,1.7315,0.8215,0.383,0.468,14
30914,F,0.475,0.35,0.14,0.5175,0.1765,0.1165,0.17,13
17743,I,0.46,0.36,0.11,0.4085,0.1685,0.0945,0.12,7
54959,M,0.56,0.435,0.14,0.7435,0.3305,0.2005,0.2,9
81980,M,0.55,0.415,0.14,0.9015,0.3395,0.2225,0.24,13
35967,I,0.27,0.2,0.08,0.1295,0.0455,0.0235,0.03,7
45170,I,0.545,0.415,0.12,0.8175,0.3305,0.1625,0.18,10
22201,I,0.58,0.45,0.145,0.8365,0.3745,0.1515,0.24,10
36433,F,0.55,0.465,0.17,0.8435,0.3345,0.2115,0.24,10
34197,I,0.275,0.2,0.08,0.096,0.0385,0.022,0.03,6
76268,F,0.485,0.39,0.15,0.696,0.2405,0.1635,0.265,17
45519,M,0.58,0.47,0.145,0.9455,0.3875,0.2105,0.251,9
31820,I,0.255,0.18,0.06,0.039,0.0215,0.011,0.02,4
73547,M,0.59,0.455,0.14,1.11,0.581,0.258,0.29,9
70363,F,0.625,0.49,0.175,1.145,0.4985,0.204,0.39,17
61995,F,0.565,0.45,0.14,0.8285,0.3425,0.1655,0.25,9
47822,I,0.4,0.3,0.11,0.318,0.1335,0.067,0.085,7
17607,I,0.375,0.305,0.085,0.2605,0.1145,0.0595,0.08,7
57629,I,0.255,0.18,0.065,0.079,0.025,0.022,0.018,5
76200,M,0.61,0.48,0.145,1.142,0.531,0.231,0.3135,8
53617,M,0.725,0.565,0.215,1.8275,0.7415,0.364,0.515,10
16230,M,0.415,0.315,0.105,0.388,0.068,0.09,0.125,7
85840,F,0.67,0.525,0.175,1.4385,0.6635,0.3375,0.3935,10
73104,M,0.575,0.46,0.12,0.906,0.4095,0.1895,0.235,14
65616,M,0.575,0.48,0.14,1.0635,0.5265,0.2195,0.296,10
33773,I,0.565,0.425,0.14,0.7395,0.349,0.1545,0.19,9
12049,F,0.575,0.455,0.155,0.945,0.4365,0.214,0.23,9
3675,F,0.58,0.465,0.165,0.9565,0.3695,0.2655,0.3,16
88528,M,0.52,0.385,0.16,0.8945,0.3145,0.151,0.32,18
86434,I,0.57,0.44,0.145,0.8915,0.3935,0.2195,0.245,9
29315,M,0.555,0.435,0.125,0.8155,0.3525,0.196,0.2365,8
34369,I,0.36,0.27,0.085,0.2255,0.08,0.049,0.07,6
61652,F,0.565,0.45,0.145,0.966,0.4315,0.196,0.24,10
54920,I,0.39,0.3,0.095,0.2695,0.12,0.0525,0.06,7
37200,F,0.63,0.505,0.175,1.2705,0.4985,0.3065,0.353,10
81992,I,0.47,0.335,0.1,0.411,0.19,0.0835,0.115,8
41707,M,0.345,0.255,0.08,0.1735,0.0765,0.0325,0.054,9
87206,I,0.235,0.175,0.055,0.08,0.031,0.0215,0.018,4
53299,M,0.59,0.46,0.155,0.974,0.4255,0.1925,0.26,10
6179,M,0.58,0.445,0.155,0.945,0.3865,0.221,0.345,15
34220,I,0.385,0.265,0.095,0.2245,0.105,0.0625,0.07,7
77422,I,0.445,0.325,0.11,0.438,0.1805,0.1065,0.17,10
4927,M,0.56,0.5,0.175,1.066,0.3685,0.2165,0.335,18
2564,I,0.475,0.36,0.115,0.4995,0.2025,0.0945,0.143,10
3661,I,0.39,0.29,0.1,0.2825,0.123,0.0665,0.072,7
30789,M,0.52,0.395,0.135,0.6335,0.2505,0.1395,0.17,12
89917,F,0.585,0.455,0.155,0.967,0.3245,0.2065,0.275,13
40578,F,0.54,0.415,0.145,0.8155,0.3485,0.1915,0.22,14
36618,F,0.53,0.43,0.16,0.7865,0.352,0.1925,0.225,8
21418,M,0.565,0.45,0.155,1.0385,0.4025,0.2475,0.295,13
59614,F,0.615,0.49,0.19,1.1345,0.4695,0.2595,0.348,10
47286,I,0.355,0.27,0.09,0.3035,0.147,0.051,0.085,7
87347,M,0.575,0.435,0.13,0.839,0.3485,0.207,0.192,9
87996,M,0.575,0.435,0.145,0.887,0.4405,0.1785,0.238,9
38905,M,0.67,0.54,0.195,1.6195,0.7815,0.3685,0.435,11
69933,F,0.67,0.535,0.18,1.494,0.7455,0.3295,0.4555,11
48173,F,0.575,0.43,0.17,0.8015,0.35,0.1775,0.25,8
21765,I,0.47,0.355,0.1,0.4265,0.197,0.081,0.135,7
