id,name,gender,age,height,weight
16670,Jack David Burnell,M,23,185,72.0
16860,Tho Bussire,M,21,188,90.0
16876,David Bustos Gonzlez,M,25,182,64.0
16887,"Andrew ""Andy"" Butchart",M,24,175,64.0
16918,Geoffrey Butler,M,20,188,84.0
16926,Lara Butler,F,21,172,60.0
16940,Vitaliy Mykolaiovych Butrym,M,25,180,75.0
16995,Kimberly Buys,F,27,187,75.0
17004,Paulina Buziak,F,29,170,48.0
17036,Maciej Bydliski,M,25,180,85.0
17049,Byeon Yeong-Jun,M,32,175,59.0
17125,Denia Caballero Ponce,F,26,175,70.0
17144,Ana Isabel Vermelhudo Cabecinha,F,32,163,48.0
17159,"Donald ""Donn"" Cabral",M,26,178,68.0
17161,Johnathan Knight Cabral,M,23,190,84.0
17183,Lani Rose Cabrera,F,23,175,66.0
17215,Kateina Cachov,F,26,171,63.0
17236,Levi Asher Cadogan,M,20,181,78.0
17243,Irne Cadurisch,F,22,164,60.0
17250,Florent Caelen,M,27,175,54.0
17254,Basten Caerts,M,18,185,85.0
17300,Cai Zelin,M,25,175,55.0
17306,Ania Monica Germaine Caill,F,18,170,60.0
17415,Hilary Caldwell,F,25,173,61.0
17420,Sophie Caldwell,F,23,170,59.0
17470,Mara Elena Calle Galarza,F,41,162,54.0
17478,Emmanuel Earl Callender,M,32,189,86.0
17528,Jossimar Orlando Calvo Moreo,M,22,160,54.0
17560,Alyn Camara,M,27,196,84.0
17561,Amadou Camara,M,22,163,69.0
17602,"Asuka Antonio ""Aska"" Cambridge",M,23,179,74.0
17611,Alexandra Camencic,F,25,158,48.0
17679,Amber Campbell,F,35,171,90.0
17684,Bronte Campbell,F,22,179,58.0
17687,Cate Natalie Campbell,F,24,186,67.0
17714,Jasmine Jade Ariel Lyons Campbell,F,22,170,64.0
17726,Kemoy Campbell,M,25,168,57.0
17748,Simoya Kadine Campbell,F,22,167,54.0
17755,Veronica Angella Campbell-Brown,F,34,168,58.0
17769,Kvin Campion,M,28,183,63.0
17800,Lus Henry Campos Cruz,M,20,166,61.0
17836,Yasemin Can,F,19,166,49.0
17943,Juan Manuel Cano Ceres,M,28,168,60.0
18000,Cao Shuo,M,24,180,77.0
18006,Cao Yue,F,20,178,72.0
18058,Teodorico Caporaso,M,28,166,60.0
18127,Marzia Caravelli,F,34,177,62.0
18163,Roberto Carceln,M,43,174,75.0
18167,Kelsey Card,F,23,178,116.0
18197,Daniela Bruno Stoffel Cardoso,F,24,157,47.0
18271,Diletta Carli,F,20,170,61.0
18278,"Jazmin Roxy ""Jazz"" Carlin",F,25,175,57.0
18411,Laurent Carnol,M,26,187,82.0
18511,Martina Carraro,F,23,175,60.0
18538,Pol Carreras Torras,M,24,166,70.0
18542,Yaniel Carrero Zambrano,M,20,174,74.0
18562,Yeseida Isaid Carrillo Torres,F,22,168,52.0
18575,Fernando Carro Morillo,M,24,170,60.0
18610,Hamish Carson,M,27,181,66.0
18635,Deuce Carter,M,25,183,82.0
18637,Dylan Carter,M,20,190,82.0
18653,Michelle Denee Carter,F,30,176,136.0
18667,Louise Carton,F,22,172,57.0
18689,Diogo Filipe Silva de Carvalho,M,28,184,75.0
18690,Florian Carvalho,M,27,183,70.0
18699,Miguel ngelo Henriques Carvalho,M,21,185,72.0
18706,David Carver,M,28,183,68.0
18741,Yennifer Frank Casaas Hernndez,M,37,187,117.0
18745,Gilda Isabelis Casanova Aguilera,F,20,165,54.0
18795,Beln Adaluz Casetta,F,21,163,52.0
18890,Jorge Castelblanco,M,28,169,58.0
18930,Arianna Castiglioni,F,18,167,55.0
18936,Carles Castillejo Salvador,M,37,165,61.0
18976,Kristi Castlin,F,28,170,60.0
18983,ngela Melania Castro Chirivechz,F,23,160,54.0
19011,Lus Joel Castro Rivera,M,25,198,73.0
19021,Patricia Castro Ortega,F,23,178,66.0
19025,Simona Castro Lazo,F,27,160,54.0
19061,Roxroy Cato,M,28,183,76.0
19123,Jssica Bruin Cavalheiro,F,25,164,60.0
19161,Gino Caviezel,M,21,173,78.0
19162,Mauro Caviezel,M,25,181,87.0
19215,Alenka ebaek,F,24,166,61.0
19255,Machel Cedenio,M,20,183,70.0
19273,Andrea del Rosario Cedrn Rodrguez,F,22,169,62.0
19306,Jeena elnova-Prokopuka,F,39,168,52.0
19335,"Matthew Gerald ""Matt"" Centrowitz, Jr.",M,26,176,65.0
19349,Mihajlo eprkalo,M,17,172,74.0
19368,Tales Rocha Cerdeira,M,29,182,77.0
19406,Marua ernjul,F,24,177,56.0
19525,Rosa Alba Chacha Chacha,F,33,155,48.0
19528,Adrin Chacn Muoz,M,27,187,90.0
19603,Kyle Chalmers,M,18,193,90.0
19655,Jacky Chamoun,F,22,172,56.0
19692,Chan Ming Tai,M,21,175,66.0
19717,Dutee Chand,F,20,160,50.0
19795,Hassan Chani,M,28,170,60.0
19797,Natthanan Chankrajang,F,30,166,57.0
19896,Lus Enrique Charles,M,17,183,65.0
19964,Chanice Chase-Taylor,F,22,173,61.0
20039,Arturo Chvez Korfiatis,M,26,190,76.0
20057,Viviana Micaela Chvez,F,29,164,52.0
20073,Geoffrey Robin Cheah,M,25,188,70.0
20082,Winny Chebet,F,25,152,48.0
20086,Nikolay Sergeyevich Chebotko,M,31,178,72.0
20121,Yuliya Vladimirovna Chekalyova,F,30,165,60.0
20126,Juliet Chekwel,F,26,160,
20133,Paul Kipkemboi Chelimo,M,25,175,57.0
20135,Rose Chelimo,F,27,160,
20147,Lonah Korlima Chemtai,F,27,165,52.0
20149,Peruth Chemutai,F,17,160,
20162,Chen Chieh,M,24,182,73.0
20182,Chen Ding,M,23,175,62.0
20214,Chen Jie,F,21,177,65.0
20299,Chen Xinyi,F,18,177,60.0
20307,Chen Yang,F,25,180,97.0
20322,Chen Yu-Hsuan,F,23,157,50.0
20352,"Li Mei ""Camille Lily"" Cheng",F,23,178,65.0
20407,Vladimir Vitalyevich Chepelin,M,25,171,74.0
20413,Beatrice Chepkoech Sitonik,F,25,170,54.0
20414,Nancy Chepkwemoi,F,22,160,47.0
20418,Joshua Kiprui Cheptegei,M,19,160,
20422,Oreoluwa Cherebin,F,18,150,54.0
20429,Sergey Pavlovich Cherepanov,M,28,181,70.0
20478,Ilya Grigoryevich Chernousov,M,27,175,75.0
20502,Abraham Naibei Cheroben,M,23,176,60.0
20505,Mercy Cherono Koech,F,25,160,51.0
20525,Vivian Jepkemoi Cheruiyot,F,32,153,40.0
20526,Nelson Kipkosgei Cherutich,M,23,170,60.0
20536,Stella Chesang,F,19,160,
20537,Silvano Chesani,M,28,190,75.0
20556,Andrew Chetcuti,M,23,177,72.0
20580,Anas Chevalier,F,20,163,55.0
20647,Germn Pablo Chiaraviglio Ermcora,M,29,195,84.0
20693,James Nyang Chiengjiek,M,24,179,59.0
20694,Marcelo Chierighini,M,25,190,86.0
20706,Maria Benedicta Chigbolu,F,27,172,55.0
20717,Pavel Chihun Camayo,M,30,170,70.0
20727,Darya Yaroslavovna Chikunova,F,17,177,59.0
20742,Eilidh Child-Doyle,F,29,170,60.0
20758,Gayane Chiloyan,F,15,164,54.0
20769,Svetlana Mikhaylovna Chimrova,F,20,173,61.0
20785,Chinbatyn Otgontsetseg,F,22,163,56.0
20812,Jordan Chipangama,M,27,173,53.0
20844,Tatiana Chica,F,21,175,60.0
20864,Kefasi Chitsala,M,22,170,63.0
20945,Cristian Andrs Chocho Len,M,32,170,66.0
20955,David Chodounsky,M,29,180,82.0
20956,Choe Byeong-Kwang,M,25,185,73.0
21009,Choi Gyu-Wung,M,26,181,75.0
21122,Dimitrios Chondrokoukis,M,28,194,74.0
21128,Nikola Chongarov,M,24,178,78.0
21205,Martina Chrapnov,F,24,165,55.0
21206,Karolina Chrapek,F,24,173,69.0
21289,Henrik Christiansen,M,19,191,
21347,Lavinia Chrystal,F,24,168,64.0
21439,Anton Mikhaylovich Chupkov,M,19,188,71.0
21460,Andrey Viktorovich Churilo,M,23,189,74.0
21462,Oksana Aleksandrovna Chusovitina,F,41,153,43.0
21524,Federico Pablo Cichero,M,30,160,
21527,Angelika Cichocka,F,28,170,56.0
21546,Javier Cienfuegos Pinilla,M,26,187,110.0
21612,Mathilde Cini,F,21,166,62.0
21676,Elena Daniela Crlan,F,35,164,47.0
21762,Roland Clara,M,31,174,65.0
21769,Johan Clarey,M,33,191,98.0
21822,Milly Clark,F,27,160,
21844,Allistar Clarke,M,25,187,71.0
21869,Kendra Clarke,F,19,167,56.0
21872,Lanece Clarke,F,28,170,52.0
21873,Charles Lawrence Somerset Clarke,M,26,187,77.0
21894,Eugenio Claro,M,30,175,71.0
21936,Carlos Eduardo Claverie Borgiani,M,19,190,68.0
21944,Grace Claxton,F,22,160,
21954,"William Bundu ""Will"" Claye",M,25,181,72.0
21990,Kerron Stephon Clement,M,30,188,86.0
22002,Kyle Clemons,M,25,180,74.0
22069,Mick Clohisey,M,30,180,64.0
22121,Georgia Amy Coates,F,17,170,54.0
22143,Emma Jane Coburn,F,25,173,54.0
22166,Ryan Andrew Cochrane,M,27,192,80.0
22170,Marius Iulian Cocioran,M,33,173,64.0
22182,Jesse Cockney,M,24,180,76.0
22196,Piero Codia,M,26,190,80.0
22203,Giovanni Orlando Codrington,M,28,177,84.0
22219,Jordan Coelho,M,24,183,75.0
22227,Willem Coertzen,M,33,186,79.0
22342,Christian Coleman,M,20,175,72.0
22355,Michelle Elizabeth Coleman,F,22,186,74.0
22368,Alexandra Coletti,F,30,164,60.0
22409,Williams Collazo Gutirrez,M,29,172,71.0
22431,Latario Collie-Minns,M,22,173,64.0
22468,Kim Collins,M,40,180,77.0
22496,Dario Alonzo Cologna,M,27,179,74.0
22497,Gianluca Cologna,M,23,178,74.0
22539,Diego Alberto Colorado Agudelo,M,42,171,57.0
22575,Brbara Roco Comba,F,29,180,100.0
22604,Benjamin Compaor,M,28,189,83.0
22622,Jhennifer Alves da Conceio,F,19,162,53.0
22641,Santo Condorelli,M,21,188,88.0
22649,Muriel Coneo Paredes,F,29,160,50.0
22662,"John ""Jack"" Conger",M,21,193,80.0
22674,Alyssa Conley,F,25,176,63.0
22675,"Kimberley Frances ""Kim"" Conley",F,30,161,49.0
22694,Breege Connolly,F,38,163,54.0
22810,Yidiel Islay Contreras Garca,M,23,180,74.0
22837,Annelies Cook,F,29,168,56.0
22863,Stacey Janelle Cook,F,29,163,73.0
22865,Tamsin Cook,F,17,170,61.0
22901,Reid Coolsaet,M,37,173,62.0
22961,Anuradha Indrajith Cooray,M,38,178,58.0
22974,Leslie Arthur Copeland,M,28,183,102.0
22978,Yasmani Copello Escobar,M,29,191,85.0
23040,Kevin Cordes,M,22,196,88.0
23050,Nicols Crdoba,M,26,165,71.0
23092,Wendy Gabriela Cornejo Aliaga,F,23,162,54.0
23140,Stefany Mildred Coronado Gemio,F,19,173,54.0
23149,Daniel Corral Barrn,M,26,173,64.0
23160,Harold Correa,M,28,190,81.0
23289,Joana Ribeiro Costa,F,35,173,60.0
23296,Keila da Silva da Costa,F,33,170,63.0
23303,Melania Felicitas Costa Schmid,F,27,180,69.0
23314,Susana Cristina Sade da Costa,F,31,178,63.0
23330,Chiara Costazza,F,29,172,64.0
23331,Alin Coste,M,24,201,95.0
23504,Geisa Aparecida Muniz Coutinho,F,36,161,55.0
23511,Kurt Leonel da Rocha Couto,M,31,180,74.0
23519,Alicia Jayne Coutts,F,28,176,69.0
23549,Kirsty Leigh Coventry (-Seward),F,32,176,64.0
23573,Rhydian Cowley,M,25,181,65.0
23579,Carmiesha Cox,F,21,168,61.0
23641,Shanice Craft,F,23,185,93.0
23707,Chandra Crawford,F,30,175,68.0
23721,Rosanna Lee Crawford,F,25,180,67.0
23731,Eric Shauwn Brazas Cray,M,27,176,70.0
23765,Edgar Roberto Crespo Echeverra,M,27,170,60.0
23772,Mariana Cress,F,17,159,52.0
23792,Anja Crevar,F,16,164,49.0
23794,Brittany Crew,F,22,178,112.0
23874,Louis Croenen,M,22,186,79.0
23972,Jarred Crous,M,20,187,84.0
23974,Ryan Crouser,M,23,201,125.0
23975,"Samuel ""Sam"" Crouser",M,24,198,105.0
23984,Kvin Crovetto,M,24,183,81.0
24093,"Lszl Cseh, Jr.",M,30,188,83.0
24103,Gspr Csere,M,24,172,54.0
24206,Gustavo Cuesta Rosario,M,27,183,80.0
24213,Martn Esteban Cuestas,M,29,182,62.0
24214,Nicols Cuestas,M,29,180,63.0
24243,Aurore Cuinet-Jan,F,28,175,62.0
24280,Javier Culson Prez,M,32,200,82.0
24317,Ana Marcela Jesus Soares da Cunha,F,24,165,66.0
24339,Logan Perry Cunningham,M,25,175,73.0
24344,Vashti Cunningham,F,18,185,56.0
24403,Russell Currier,M,26,173,66.0
24470,Luke Arron Cutts,M,28,188,82.0
24523,Mria Czakov,F,27,166,56.0
24551,Konrad Czerniak,M,27,193,78.0
24579,Damian Czykier,M,23,191,78.0
24584,"Abigail ""Abbey"" D'Agostino",F,24,160,50.0
24621,Andrea Mitchell D'Arrigo,M,21,194,85.0
24673,Duane Da Rocha Marc,F,28,180,60.0
24680,Adriana Aparecida da Silva,F,35,166,52.0
24705,Holder Ocante da Silva,M,28,182,80.0
24733,Rui Pedro S Alves da Silva,M,35,173,60.0
24742,Aldemir Gomes da Silva Jnior,M,24,193,80.0
24760,Kokoutse Fabrice Dabla,M,23,160,
24784,Fedrick Dacres,M,22,191,104.0
24792,Edi Dadi,M,20,183,79.0
24793,Ivona Dadic,F,22,179,65.0
24849,Sren Dahl,M,23,193,86.0
24872,"Jennifer ""Jenny"" Dahlgren Fitzner",F,32,180,110.0
24887,Laura Dahlmeier,F,20,162,52.0
24896,Tobias Dahm,M,29,205,124.0
24899,Kenza Tifahi Dahmani,F,35,164,54.0
25040,"Jacob ""Jake"" Dalton",M,24,168,67.0
25075,Dambadarjaagiin Gantulga,M,27,170,58.0
25119,Darko Damjanovski,M,32,180,72.0
25160,Silviya Georgieva Danekova,F,33,165,50.0
25181,Thibaut Amani Danho,M,22,185,82.0
25192,Debra Daniel,F,25,153,68.0
25256,Yury Milanovich Danilochkin,M,22,182,78.0
25300,Mohamed Lamine Dansoko,M,18,161,78.0
25308,Djnbou Dant,F,26,176,73.0
25394,Maoulida Daroueche,M,26,177,60.0
25397,"Mackenzie ""Mack"" Darragh",M,22,185,79.0
25431,Oyeyemi Olugbenga Olatokunbo James Dasaolu,M,28,187,88.0
25434,Ana Iulia Dascl,F,13,183,60.0
25442,Tuba Dademir-Kocaaa,F,28,165,62.0
25460,Emmanuel Kwame Dasor,M,20,160,
25509,Christelle Daunay,F,41,162,43.0
25520,Lukas Dauser,M,23,172,64.0
25521,Inga Daukne,F,33,171,60.0
25530,Axelle Dauwens,F,25,171,62.0
25575,Klberson Davide,M,31,175,69.0
25620,Georgia Beth Davies,F,25,175,64.0
25663,Desiree Nicole Davila-Linden,F,33,155,43.0
25746,Artur Davtyan,M,23,162,55.0
25807,Christine Day,F,29,168,51.0
25852,Luca De Aliprandini,M,23,170,73.0
25891,lvaro de Arriba Lpez,M,22,177,69.0
25906,Bruno Lins Tenrio de Barros,M,29,182,85.0
26013,Tatiele Roberta de Carvalho,F,26,156,50.0
26073,Leonardo Gomes de Deus,M,25,175,70.0
26078,Francesco De Fabiani,M,20,183,71.0
26135,Andre De Grasse,M,21,176,70.0
26254,Jovana de la Cruz Capani,F,24,161,53.0
26258,Paul de la Cuesta Esnal,M,25,173,76.0
26367,Flvia Maria de Lima,F,23,176,65.0
26369,Jailma Sales de Lima,F,29,174,65.0
26384,Christian De Lorenzi,M,32,172,65.0
26396,Marco De Luca,M,35,188,70.0
26399,Joo Bevilaqua de Lucca,M,26,193,96.0
26400,Natalia de Luccas,F,19,167,63.0
26428,Virginia De Martin Topranin,F,26,164,56.0
26442,Martina De Memme,F,24,175,65.0
26473,Andressa Oliveira de Morais,F,25,178,97.0
26498,Mayobanex de leo,M,23,171,61.0
26499,Augusto Dutra de Oliveira,M,26,180,70.0
26510,Joo Vtor de Oliveira,M,24,190,87.0
26512,Jlio Csar Miranda de Oliveira,M,30,185,95.0
26530,Daynara Lopes Ferreira de Paula,F,27,163,55.0
26651,rica Rocha de Sena,F,31,168,55.0
26690,Leticia Cherpe de Souza,F,20,165,49.0
26795,Laura de Witte,F,20,173,61.0
26796,Lisanne de Witte,F,23,175,60.0
26873,Fanny Deberghes,F,22,170,65.0
26875,Ilaria Debertolis,F,24,169,56.0
26969,Andrea Deelstra,F,31,164,46.0
26979,Didier Dfago,M,36,184,89.0
27048,Steffen Deibler,M,29,186,81.0
27062,Veerle Dejaeghere,F,43,159,46.0
27081,Inge Dekker,F,30,183,67.0
27093,Dieter Dekoninck,M,25,190,85.0
27104,Stanly Jos del Carmen Cruz,M,20,163,62.0
27131,Ajla Del Ponte,F,20,168,56.0
27136,Diego Alan del Real Galindo,M,22,188,112.0
27380,"Cynthia ""Janay"" DeLoach (-Soukup)",F,30,166,58.0
27450,Yigrem Demelash,M,22,167,48.0
27488,Mirela Krasimirova Demireva,F,26,180,58.0
27520,Dominic Demschar,M,20,176,75.0
27572,Deng Shudi,M,24,163,58.0
27643,Matthew Denny,M,20,195,118.0
27699,Emel Dereli,F,20,181,110.0
27714,Senna Sandra Deriks,F,15,155,46.0
27720,Dariya Derkach,F,23,170,50.0
27753,Kateryna Oleksandrivna Derun,F,22,167,75.0
27757,Nina Derwael,F,16,165,46.0
27762,Andriy Vasylovych Deryzemlia,M,36,188,80.0
27768,Eseosa Fostine Desalu,M,22,180,67.0
27842,Jrmy Desplanches,M,21,189,72.0
27872,Simon Desthieux,M,22,175,67.0
27897,Gabriele Detti,M,21,184,79.0
27911,Bart Deurloo,M,25,170,65.0
28016,Ana erek,F,17,164,58.0
28026,Jeroen D'hoedt,M,26,183,63.0
28039,Ayyasamy Dharun,M,19,177,64.0
28062,Giorgio Di Centa,M,41,174,67.0
28077,Alex Di Giorgio,M,26,185,75.0
28101,Silvia Di Pietro,F,23,165,57.0
28109,Gary di Silvestri,M,47,183,82.0
28120,Mamadou Chrif Dia,M,31,180,70.0
28143,Sahily Diago Mesa,F,20,169,49.0
28171,Emily Jane Diamond,F,25,173,58.0
28191,Camile Dias,F,17,165,55.0
28225,Azucena Daz Calvo,F,33,163,55.0
28266,Jos Ignacio Daz Velzquez,M,36,168,67.0
28311,Genzebe Dibaba Keneni,F,25,168,52.0
28312,Mare Dibaba Hurssa (-Ibrahimova-),F,26,156,45.0
28313,Tirunesh Dibaba Keneni,F,31,166,50.0
28336,Marisa Roseanne Dick,F,19,153,47.0
28371,Kylie Rei Dickson,F,17,160,50.0
28430,Christian Diener,M,23,182,82.0
28503,"Jessica ""Jessie"" Diggins",F,22,163,58.0
28538,Karsten Dilla,M,27,188,82.0
28569,Stefanos Dimitriadis,M,26,189,82.0
28574,Dimitrios Dimitriou,M,19,179,72.0
28600,Rumen Dimitrov,M,29,175,77.0
28667,Shawn Erbelau Dingilius-Wallace,M,22,184,93.0
28676,Yohann Diniz,M,38,185,66.0
28734,"Madeline Jane ""Maya"" DiRado",F,23,175,65.0
28744,Etenesh Diro Neda,F,25,168,49.0
28762,Cline Distel-Bonnet,F,29,170,69.0
28763,Dominik Distelberger,M,26,186,81.0
28814,Alyson Dixon,F,37,155,43.0
28917,Ruslan Hryhorovych Dmytrenko,M,30,180,67.0
28924,Nicolas d'Oriano,M,19,175,68.0
28937,Allan Lopes Mamdio do Carmo,M,27,174,73.0
28958,Patryk Dobek,M,22,187,75.0
29069,Jeremy Dodson,M,28,180,72.0
29110,Sean Doherty,M,18,180,73.0
29113,Carl Dohmann,M,26,183,62.0
29139,Peter Dokl,M,29,178,72.0
29183,Sergey Nikolayevich Dolidovich,M,40,175,68.0
29222,Marina Frantsevna Domantsevich,F,32,162,51.0
29254,Wagner Jos Alberto Carvalho Domingos,M,33,187,100.0
29305,Darya Vladimirovna Domracheva,F,27,168,58.0
29336,Fabrizio Donato,M,39,189,83.0
29366,Dong Bin,M,27,180,74.0
29372,Dong Guojian,M,29,170,55.0
29374,Dong Jie,F,17,170,62.0
29383,Auriol Dongmo Mekemnang,F,26,173,95.0
29453,Fritz Dopfer,M,26,188,85.0
29457,Valdas Dopolskas,M,24,183,69.0
29493,Marie Dorin-Habert,F,27,168,55.0
29497,Troy Doris,M,27,172,74.0
29546,Aleksandr Sergeyevich Dorozhko,M,22,172,67.0
29555,Frantz Mike Itelord Dorsainvil,M,25,170,59.0
29590,Marlson Gomes dos Santos,M,38,174,58.0
29591,Marily dos Santos,F,38,158,46.0
29595,Peterson dos Santos,M,25,181,70.0
29604,Vtor Hugo Silva Mouro dos Santos,M,20,185,74.0
29610,Mrio Jos dos Santos Jnior,M,36,171,60.0
29638,Anastasiya Aleksandrovna Dotsenko,F,27,170,60.0
29644,Luca Dotto,M,26,192,80.0
29648,Hannes Dotzler,M,23,176,70.0
29668,Gabriella Al-Doueihy,F,17,160,
29686,"Gabrielle Christina Victoria ""Gabby"" Douglas",F,20,157,50.0
29737,"Konstantinos Alexandros ""Kostas"" Douvalidis-Ricks",M,29,181,78.0
29754,Mikhail Dzhavanshirovich Dovgalyuk,M,21,160,
29775,Anna Dowgiert,F,26,178,65.0
29788,"Rebecca Lauren ""Beckie"" Downie",F,24,156,55.0
29789,"Elissa Rebecca Louis ""Ellie"" Downie",F,17,162,60.0
29813,Fiona Doyle,F,24,175,65.0
29858,Jonathan Drack,M,27,184,73.0
29890,Marian Drgulescu,M,35,163,64.0
29898,Aneka Drahotov,F,21,180,57.0
29914,Theodora Drakou,F,24,169,67.0
29933,"Jessica Margaret Aida ""Jess"" Draskau-Petersson",F,38,170,62.0
29939,Yevgeny Yuryevich Drattsev,M,33,180,74.0
29948,Rasa Drazdauskait,F,35,173,58.0
29962,Dion Christian Dreesens,M,23,195,88.0
29974,Hannah Dreissigacker,F,27,170,59.0
29989,Caeleb Remel Dressel,M,19,191,86.0
30097,Derek Drouin,M,26,196,83.0
30138,Ilya Andreyevich Druzhinin,M,18,173,63.0
30141,Mark William Dry,M,28,184,113.0
30144,Monika Mariola Drybulska-Stefanowicz,F,36,160,46.0
30228,talo Manzine Amaral Duarte Garfalo,M,24,180,73.0
30242,Anastasiya Viktorovna Dubarezova,F,28,171,63.0
30268,Alyona Viktorovna Dubitskaya (Grishko-),F,26,180,76.0
30269,Cedric Dubler,M,21,191,
30305,Martina Dubovsk,F,21,174,72.0
30336,Krista DuChene,F,39,167,54.0
30357,Natalia Duc Soler,F,27,177,100.0
30379,Mihail Duda,M,26,184,85.0
30482,Damir Dugonji,M,28,202,105.0
30644,Evan Dunfee,M,25,182,70.0
30660,Susan Krista Dunklee,F,27,170,64.0
30661,Fitzroy Junior Dunkley,M,23,195,79.0
30717,Duo Bujie,M,22,175,55.0
30788,Miguel Durn Navia,M,20,193,80.0
30802,Yordanys Duraona Garca,M,28,185,83.0
30851,Johannes Drr,M,26,177,63.0
30873,Nadiya Dusanova,F,28,174,56.0
30894,Stuart Dutamby,M,22,176,74.0
30902,Pamela Dutkiewicz,F,24,170,61.0
30948,Robin Duvillard,M,30,178,71.0
31012,Conor James Dwyer,M,27,196,89.0
31054,Agnieszka Dygacz,F,31,160,47.0
31127,Yuliya Valentynivna Dzhyma,F,23,166,66.0
31205,Ashton James Eaton,M,28,186,81.0
31266,Yuki Ebihara,F,30,164,68.0
31330,Lisa Ecker,F,23,157,55.0
31342,Tiril Kampenhaug Eckhoff,F,23,163,59.0
31354,Ludovico Edalli,M,22,165,57.0
31391,Simon Eder,M,30,186,79.0
31452,Muktar Edris Awel,M,22,171,60.0
31468,Alonso Reno Edward Henry,M,26,181,76.0
31629,Ogho-Ogene Omano Egwero,M,27,171,72.0
31634,Naito Ehara,M,23,172,59.0
31769,Sebastian Eisenlauer,M,23,181,72.0
31885,Yekaterina Aleksandrovna Ektova,F,23,170,59.0
31902,El Hassan El-Abbassi,M,32,171,61.0
31915,Marwan Ahmed Aly Morsy El-Amrawy,M,21,194,93.0
31936,Soufiane El-Bakkali,M,20,188,62.0
32000,Abdelati El-Guesse,M,23,187,64.0
32020,Abdelmajid El-Hissouf,M,23,170,56.0
32033,Fouad El-Kaam,M,28,188,70.0
32039,Marwan Mohamed Ismail Mohamed Aly El-Kamash,M,22,183,77.0
32093,Jidou Ould Khaye El-Moctar,M,31,171,72.0
32160,Ashraf Amgad El-Seify,M,21,185,105.0
32168,Fatma Nagib El-Sharnouby,F,18,160,
32204,Sherine Ahmed El-Zeiny,F,25,162,50.0
32211,Jenny Elbe,F,26,180,64.0
32239,Franck Dannique Elemba Owaka,M,26,198,130.0
32328,James Lee Ellington,M,30,179,81.0
32357,Burkheart Ellis Jr.,M,23,191,85.0
32382,Taylor Ellis-Watson,F,23,183,65.0
32407,Brittany Joyce Elmslie,F,22,179,73.0
32496,Ion Emilianov,M,39,202,165.0
32506,Crystal Emmanuel,F,24,170,59.0
32554,Esteban Jos Enderica Salgado,M,25,177,71.0
32679,Mark English,M,23,187,76.0
32707,Sofia Ennaoui,F,20,158,42.0
32710,Jessica Phyllis Ennis-Hill,F,30,165,57.0
32747,Manuel Benjamn Enzema Owo,M,27,170,63.0
32779,Christina Epps,F,25,175,66.0
32786,Orukpe Eraiyokan,M,22,180,73.0
32793,Douglas John Erasmus,M,26,182,78.0
32833,Zsfia Erdlyi,F,28,164,53.0
32852,"Meryem (Mariam-) Erdoan (Tanga-, Hana Dingo-)",F,26,172,55.0
32865,Robin Erewa,M,25,184,80.0
32886,"Christopher ""Chris"" Erickson",M,34,175,60.0
32942,Valborg Hanna Linnea Erikson (Brodin-),F,23,165,65.0
32990,Sandra Elisabeth Eriksson,F,27,163,47.0
33027,Kalev Ermits,M,21,181,74.0
33079,Anthony Lee Ervin,M,35,191,80.0
33089,Youns Es-Salhi,M,23,180,64.0
33120,Catalina Elena Escobar Gmez,F,25,156,50.0
33151,Shitaye Eshete Habtegebrel,F,26,164,51.0
33183,Jess Espaa Cobo,M,37,168,59.0
33231,Ahymara del Carmen Espinoza Echenique,F,31,170,80.0
33253,Iman Essa Jasim,F,19,160,
33288,Hederson Alves Estefani,M,24,183,65.0
33311,Tewelde Estifanos Hidru,M,34,160,
33323,Daniel Estrada Coz,M,26,173,61.0
33359,Brice Pascal Guy Ets,M,32,185,73.0
33377,Takashi Eto,M,25,183,67.0
33426,Andrew Evans,M,25,198,114.0
33431,Blair Catherine Evans,F,25,175,65.0
33450,Joanna Evans,F,19,180,66.0
33504,Ciara Everard,F,26,169,54.0
33537,Nelson vora,M,32,183,76.0
33575,Rene Eykens,F,20,170,54.0
33607,Hamid Ezzine,M,32,174,62.0
33617,Christoffer Trentemller Faarup,M,21,190,95.0
33650,Vesna Fabjan,F,28,170,62.0
33657,Margaux Nicole Jeanne Aude Fabre,F,23,173,58.0
33686,Simone Facey,F,31,162,53.0
33812,Mathieu Faivre,M,22,175,78.0
33814,Anouk Faivre Picon,F,27,167,58.0
33827,Pawe Fajdek,M,27,186,126.0
33832,Jakov Fak,M,26,181,80.0
33842,Matej Falat,M,20,185,83.0
33918,Maiken Caspersen Falla,F,23,162,
33952,Fan Yilin,F,16,148,37.0
33957,Thomas Fanara,M,32,170,58.0
33959,Elena Fanchini,F,28,164,69.0
33960,Nadia Fanchini,F,27,164,65.0
33997,Mara Fernanda Far Nuez,F,18,163,57.0
34012,"Mohamed Muktar Jama ""Mo"" Farah",M,33,175,58.0
34048,Farhan Salih Farhan,M,19,179,67.0
34056,Bruna Jssica Oliveira Farias,F,24,156,51.0
34086,Norbert Farkas,M,21,178,75.0
34124,Stuart James Farquhar,M,34,187,98.0
34153,"Thomas William ""Tom"" Farrell",M,25,179,63.0
34185,Erika Fasana,F,20,155,50.0
34260,"Eleanor Jane ""Ellie"" Faulkner",F,23,165,68.0
